"hlf0071_h","year","hhtyp","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Gerade richtig","2004","1-Pers.- Haushalt","Staedtischer Raum","1445","0.725878834928565","0.706324410144569","0.745433259712561"
"Gerade richtig","2004","1-Pers.- Haushalt","Laendlicher Raum","634","0.747211542011737","0.718062817082857","0.776360266940618"
"Gerade richtig","2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3770","0.745045265541012","0.733114133272667","0.756976397809357"
"Gerade richtig","2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1904","0.767821849817674","0.751244504710377","0.784399194924971"
"Gerade richtig","2004","Alleinerziehende","Staedtischer Raum","766","0.682492723072047","0.655144673207515","0.709840772936579"
"Gerade richtig","2004","Alleinerziehende","Laendlicher Raum","402","0.706867849355762","0.669433114207793","0.74430258450373"
"Gerade richtig","2004","Paar mit Kind(ern)","Staedtischer Raum","6883","0.682015684156523","0.67276486600402","0.691266502309027"
"Gerade richtig","2004","Paar mit Kind(ern)","Laendlicher Raum","3834","0.721937558591076","0.7096984494969","0.734176667685252"
"Gerade richtig","2004","Sonstige","Staedtischer Raum","366","0.697128456473402","0.657288093932085","0.736968819014719"
"Gerade richtig","2004","Sonstige","Laendlicher Raum","201","0.757693423267973","0.707505591313802","0.807881255222145"
"Etwas zu gross","2004","1-Pers.- Haushalt","Staedtischer Raum","250","0.120275743973136","0.106016253635553","0.134535234310719"
"Etwas zu gross","2004","1-Pers.- Haushalt","Laendlicher Raum","127","0.143678865911371","0.120153632956881","0.167204098865861"
"Etwas zu gross","2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","720","0.13476507086232","0.125417161694032","0.144112980030608"
"Etwas zu gross","2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","370","0.150104063481836","0.13608066828885","0.164127458674821"
"Etwas zu gross","2004","Alleinerziehende","Staedtischer Raum","85","0.0753315070116903","0.0598261465649488","0.0908368674584317"
"Etwas zu gross","2004","Alleinerziehende","Laendlicher Raum","70","0.108944439497422","0.0833215059688165","0.134567373026028"
"Etwas zu gross","2004","Paar mit Kind(ern)","Staedtischer Raum","513","0.0535417666748994","0.0490700200441235","0.0580135133056754"
"Etwas zu gross","2004","Paar mit Kind(ern)","Laendlicher Raum","406","0.0874246106530569","0.0797088268260213","0.0951403944800925"
"Etwas zu gross","2004","Sonstige","Staedtischer Raum","31","0.0428949904782623","0.0253270551712646","0.0604629257852599"
"Etwas zu gross","2004","Sonstige","Laendlicher Raum","23","","",""
"Viel zu gross","2004","1-Pers.- Haushalt","Staedtischer Raum","47","0.0192400176385204","0.0132182250133893","0.0252618102636514"
"Viel zu gross","2004","1-Pers.- Haushalt","Laendlicher Raum","21","","",""
"Viel zu gross","2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","60","0.00873591804424828","0.00618845583204209","0.0112833802564545"
"Viel zu gross","2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","28","","",""
"Viel zu gross","2004","Alleinerziehende","Staedtischer Raum","8","","",""
"Viel zu gross","2004","Alleinerziehende","Laendlicher Raum","7","","",""
"Viel zu gross","2004","Paar mit Kind(ern)","Staedtischer Raum","43","0.00539891266667403","0.00394326010462888","0.00685456522871917"
"Viel zu gross","2004","Paar mit Kind(ern)","Laendlicher Raum","24","","",""
"Viel zu gross","2004","Sonstige","Staedtischer Raum","","","",""
"Viel zu gross","2004","Sonstige","Laendlicher Raum","3","","",""
"Viel zu klein","2005","1-Pers.- Haushalt","Staedtischer Raum","23","","",""
"Viel zu klein","2005","1-Pers.- Haushalt","Laendlicher Raum","13","","",""
"Viel zu klein","2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","32","0.00780955913158376","0.00535884181066106","0.0102602764525065"
"Viel zu klein","2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","10","","",""
"Viel zu klein","2005","Alleinerziehende","Staedtischer Raum","31","0.041047929493041","0.0294800715233558","0.0526157874627262"
"Viel zu klein","2005","Alleinerziehende","Laendlicher Raum","12","","",""
"Viel zu klein","2005","Paar mit Kind(ern)","Staedtischer Raum","217","0.0246036745319736","0.0214253488067862","0.0277820002571609"
"Viel zu klein","2005","Paar mit Kind(ern)","Laendlicher Raum","69","0.0176876557165858","0.0139516868870773","0.0214236245460944"
"Viel zu klein","2005","Sonstige","Staedtischer Raum","14","","",""
"Viel zu klein","2005","Sonstige","Laendlicher Raum","10","","",""
"Etwas zu klein","2005","1-Pers.- Haushalt","Staedtischer Raum","256","0.128766405166029","0.114231854846911","0.143300955485148"
"Etwas zu klein","2005","1-Pers.- Haushalt","Laendlicher Raum","76","0.0906946284054111","0.071612178722365","0.109777078088457"
"Etwas zu klein","2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","510","0.107230007912787","0.0986158981105552","0.115844117715018"
"Etwas zu klein","2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","184","0.0833902541725625","0.0723751073046538","0.0944054010404712"
"Etwas zu klein","2005","Alleinerziehende","Staedtischer Raum","211","0.195209317677237","0.172099282273977","0.218319353080497"
"Etwas zu klein","2005","Alleinerziehende","Laendlicher Raum","101","0.173440791154506","0.143170021566238","0.203711560742773"
"Etwas zu klein","2005","Paar mit Kind(ern)","Staedtischer Raum","1948","0.233303085918558","0.224625878915914","0.241980292921201"
"Etwas zu klein","2005","Paar mit Kind(ern)","Laendlicher Raum","701","0.148019308502253","0.137954225356983","0.158084391647523"
"Etwas zu klein","2005","Sonstige","Staedtischer Raum","83","0.188522891853788","0.153086838458451","0.223958945249124"
"Etwas zu klein","2005","Sonstige","Laendlicher Raum","39","0.104909696432202","0.0689523834102142","0.14086700945419"
"Gerade richtig","2005","1-Pers.- Haushalt","Staedtischer Raum","1467","0.717700343151935","0.698167756512152","0.737232929791717"
"Gerade richtig","2005","1-Pers.- Haushalt","Laendlicher Raum","622","0.724567213269348","0.694882311103554","0.754252115435142"
"Gerade richtig","2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3698","0.749743044429379","0.737683476633779","0.761802612224979"
"Gerade richtig","2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1816","0.730439513277713","0.712760392891041","0.748118633664385"
"Gerade richtig","2005","Alleinerziehende","Staedtischer Raum","793","0.687273278727573","0.660242653295527","0.714303904159618"
"Gerade richtig","2005","Alleinerziehende","Laendlicher Raum","414","0.701864040584347","0.665292392523511","0.738435688645184"
"Gerade richtig","2005","Paar mit Kind(ern)","Staedtischer Raum","6482","0.692768057095366","0.683302744315645","0.702233369875086"
"Gerade richtig","2005","Paar mit Kind(ern)","Laendlicher Raum","3635","0.755534719693713","0.743353827137028","0.767715612250397"
"Gerade richtig","2005","Sonstige","Staedtischer Raum","342","0.738766160179613","0.698965215656475","0.77856710470275"
"Gerade richtig","2005","Sonstige","Laendlicher Raum","206","0.811578307445667","0.765692682092299","0.857463932799035"
"Etwas zu gross","2005","1-Pers.- Haushalt","Staedtischer Raum","251","0.124198570710447","0.109886774910887","0.138510366510006"
"Etwas zu gross","2005","1-Pers.- Haushalt","Laendlicher Raum","142","0.15477491660069","0.130740978267199","0.178808854934181"
"Etwas zu gross","2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","646","0.123892594596343","0.114720177568505","0.133065011624181"
"Etwas zu gross","2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","348","0.152874335163459","0.138536564863226","0.167212105463692"
"Etwas zu gross","2005","Alleinerziehende","Staedtischer Raum","90","0.0742358164724121","0.0589508038655079","0.0895208290793162"
"Etwas zu gross","2005","Alleinerziehende","Laendlicher Raum","67","0.0924728476765718","0.0693123554734476","0.115633339879696"
"Etwas zu gross","2005","Paar mit Kind(ern)","Staedtischer Raum","444","0.0447996369205301","0.0405554710822064","0.0490438027588537"
"Etwas zu gross","2005","Paar mit Kind(ern)","Laendlicher Raum","347","0.0696815445014561","0.0624651875428213","0.0768979014600908"
"Etwas zu gross","2005","Sonstige","Staedtischer Raum","27","","",""
"Etwas zu gross","2005","Sonstige","Laendlicher Raum","21","","",""
"Viel zu gross","2005","1-Pers.- Haushalt","Staedtischer Raum","43","0.0186410401240901","0.0127717980261332","0.0245102822220471"
"Viel zu gross","2005","1-Pers.- Haushalt","Laendlicher Raum","17","","",""
"Viel zu gross","2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","70","0.0113247939299077","0.00837885039932252","0.0142707374604929"
"Viel zu gross","2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","62","0.0250236076650155","0.0188004268563606","0.0312467884736704"
"Viel zu gross","2005","Alleinerziehende","Staedtischer Raum","5","","",""
"Viel zu gross","2005","Alleinerziehende","Laendlicher Raum","7","","",""
"Viel zu gross","2005","Paar mit Kind(ern)","Staedtischer Raum","35","0.00452554553357273","0.00314846801547885","0.0059026230516666"
"Viel zu gross","2005","Paar mit Kind(ern)","Laendlicher Raum","30","0.00907677158599217","0.00638877314227961","0.0117647700297047"
"Viel zu gross","2005","Sonstige","Staedtischer Raum","2","","",""
"Viel zu gross","2005","Sonstige","Laendlicher Raum","3","","",""
"Viel zu klein","2006","1-Pers.- Haushalt","Staedtischer Raum","28","","",""
"Viel zu klein","2006","1-Pers.- Haushalt","Laendlicher Raum","17","","",""
"Viel zu klein","2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","42","0.0106213521637166","0.00792343053723471","0.0133192737901985"
"Viel zu klein","2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","12","","",""
"Viel zu klein","2006","Alleinerziehende","Staedtischer Raum","26","","",""
"Viel zu klein","2006","Alleinerziehende","Laendlicher Raum","4","","",""
"Viel zu klein","2006","Paar mit Kind(ern)","Staedtischer Raum","301","0.0447043864408981","0.0405093329502028","0.0488994399315933"
"Viel zu klein","2006","Paar mit Kind(ern)","Laendlicher Raum","89","0.0183617902048757","0.0146545370169291","0.0220690433928222"
"Viel zu klein","2006","Sonstige","Staedtischer Raum","12","","",""
"Viel zu klein","2006","Sonstige","Laendlicher Raum","14","","",""
"Etwas zu klein","2006","1-Pers.- Haushalt","Staedtischer Raum","268","0.123482038315316","0.109915398951143","0.13704867767949"
"Etwas zu klein","2006","1-Pers.- Haushalt","Laendlicher Raum","72","0.0669990677374379","0.0517671938665245","0.0822309416083513"
"Etwas zu klein","2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","562","0.110933725312321","0.102668455690674","0.119198994933967"
"Etwas zu klein","2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","208","0.0822716794686601","0.0720167374654321","0.0925266214718881"
"Etwas zu klein","2006","Alleinerziehende","Staedtischer Raum","230","0.193655363310657","0.17148140170727","0.215829324914044"
"Etwas zu klein","2006","Alleinerziehende","Laendlicher Raum","107","0.148224350550886","0.121712140380091","0.174736560721682"
"Etwas zu klein","2006","Paar mit Kind(ern)","Staedtischer Raum","1851","0.219562222059507","0.211159084127312","0.227965359991701"
"Etwas zu klein","2006","Paar mit Kind(ern)","Laendlicher Raum","814","0.176394533757369","0.165869556138263","0.186919511376475"
"Etwas zu klein","2006","Sonstige","Staedtischer Raum","87","0.244157108084978","0.203833879369202","0.284480336800755"
"Etwas zu klein","2006","Sonstige","Laendlicher Raum","25","","",""
"Gerade richtig","2006","1-Pers.- Haushalt","Staedtischer Raum","1609","0.708513996376341","0.68977384712016","0.727254145632522"
"Gerade richtig","2006","1-Pers.- Haushalt","Laendlicher Raum","740","0.724705565357512","0.697493755337897","0.751917375377126"
"Gerade richtig","2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","4016","0.726258411513278","0.714523653517094","0.737993169509461"
"Gerade richtig","2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2048","0.736630443881848","0.720192080454051","0.753068807309645"
"Gerade richtig","2006","Alleinerziehende","Staedtischer Raum","852","0.681755233985937","0.655617793859379","0.707892674112496"
"Gerade richtig","2006","Alleinerziehende","Laendlicher Raum","491","0.736152918825944","0.703268989063716","0.769036848588171"
"Gerade richtig","2006","Paar mit Kind(ern)","Staedtischer Raum","6672","0.687919423507097","0.67851362442541","0.697325222588783"
"Gerade richtig","2006","Paar mit Kind(ern)","Laendlicher Raum","3715","0.724932131685126","0.712601434992658","0.737262828377595"
"Gerade richtig","2006","Sonstige","Staedtischer Raum","293","0.636819738400858","0.591678421664435","0.681961055137282"
"Gerade richtig","2006","Sonstige","Laendlicher Raum","218","0.752131676638775","0.703595143358765","0.800668209918785"
"Etwas zu gross","2006","1-Pers.- Haushalt","Staedtischer Raum","305","0.134163416964833","0.12010860639282","0.148218227536847"
"Etwas zu gross","2006","1-Pers.- Haushalt","Laendlicher Raum","171","0.159698690887942","0.137381161556636","0.182016220219249"
"Etwas zu gross","2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","852","0.139333693005317","0.130219806137203","0.148447579873432"
"Etwas zu gross","2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","426","0.156152252001432","0.1426048151934","0.169699688809463"
"Etwas zu gross","2006","Alleinerziehende","Staedtischer Raum","99","0.0875254086059354","0.0716675099100869","0.103383307301784"
"Etwas zu gross","2006","Alleinerziehende","Laendlicher Raum","78","0.105403201527111","0.0824911426493389","0.128315260404883"
"Etwas zu gross","2006","Paar mit Kind(ern)","Staedtischer Raum","448","0.0431586168232582","0.0390333952938717","0.0472838383526447"
"Etwas zu gross","2006","Paar mit Kind(ern)","Laendlicher Raum","385","0.0728624584068478","0.0656854574675063","0.0800394593461893"
"Etwas zu gross","2006","Sonstige","Staedtischer Raum","40","0.0676867188616303","0.0441070602597667","0.0912663774634938"
"Etwas zu gross","2006","Sonstige","Laendlicher Raum","42","0.0999390520432276","0.0662246957998192","0.133653408286636"
"Viel zu gross","2006","1-Pers.- Haushalt","Staedtischer Raum","49","0.0202652196985138","0.0144546341910309","0.0260758052059966"
"Viel zu gross","2006","1-Pers.- Haushalt","Laendlicher Raum","35","0.0306647180658124","0.0201612090047918","0.0411682271268331"
"Viel zu gross","2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","74","0.0128528180053672","0.00988833959073697","0.0158172964199973"
"Viel zu gross","2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","64","0.0191395035885767","0.0140259840840284","0.024253023093125"
"Viel zu gross","2006","Alleinerziehende","Staedtischer Raum","13","","",""
"Viel zu gross","2006","Alleinerziehende","Laendlicher Raum","10","","",""
"Viel zu gross","2006","Paar mit Kind(ern)","Staedtischer Raum","50","0.00465535116924035","0.00327351515246477","0.00603718718601593"
"Viel zu gross","2006","Paar mit Kind(ern)","Laendlicher Raum","35","0.00744908594578098","0.00507472413313076","0.0098234477584312"
"Viel zu gross","2006","Sonstige","Staedtischer Raum","4","","",""
"Viel zu gross","2006","Sonstige","Laendlicher Raum","5","","",""
"Viel zu klein","2007","1-Pers.- Haushalt","Staedtischer Raum","23","","",""
"Viel zu klein","2007","1-Pers.- Haushalt","Laendlicher Raum","11","","",""
"Viel zu klein","2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","24","","",""
"Viel zu klein","2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","12","","",""
"Viel zu klein","2007","Alleinerziehende","Staedtischer Raum","27","","",""
"Viel zu klein","2007","Alleinerziehende","Laendlicher Raum","20","","",""
"Viel zu klein","2007","Paar mit Kind(ern)","Staedtischer Raum","223","0.0360928977121781","0.032172845771369","0.0400129496529872"
"Viel zu klein","2007","Paar mit Kind(ern)","Laendlicher Raum","45","0.0120069040560713","0.00887032462088407","0.0151434834912586"
"Viel zu klein","2007","Sonstige","Staedtischer Raum","17","","",""
"Viel zu klein","2007","Sonstige","Laendlicher Raum","9","","",""
"Etwas zu klein","2007","1-Pers.- Haushalt","Staedtischer Raum","276","0.128215902002381","0.114004337898728","0.142427466106034"
"Etwas zu klein","2007","1-Pers.- Haushalt","Laendlicher Raum","80","0.0825742635503998","0.0654637630640343","0.0996847640367653"
"Etwas zu klein","2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","540","0.111978525087882","0.103337566400215","0.120619483775548"
"Etwas zu klein","2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","184","0.0662509263614488","0.0567198863924875","0.0757819663304102"
"Etwas zu klein","2007","Alleinerziehende","Staedtischer Raum","216","0.217828859937289","0.193633293579201","0.242024426295377"
"Etwas zu klein","2007","Alleinerziehende","Laendlicher Raum","132","0.183017973080712","0.153359784505451","0.212676161655973"
"Etwas zu klein","2007","Paar mit Kind(ern)","Staedtischer Raum","1759","0.214533276755038","0.205905983028153","0.223160570481924"
"Etwas zu klein","2007","Paar mit Kind(ern)","Laendlicher Raum","723","0.165017474255385","0.154327726020081","0.175707222490688"
"Etwas zu klein","2007","Sonstige","Staedtischer Raum","78","0.188786766676684","0.148965559290682","0.228607974062685"
"Etwas zu klein","2007","Sonstige","Laendlicher Raum","17","","",""
"Gerade richtig","2007","1-Pers.- Haushalt","Staedtischer Raum","1491","0.708390846662364","0.68907100746613","0.727710685858598"
"Gerade richtig","2007","1-Pers.- Haushalt","Laendlicher Raum","720","0.736785682505511","0.70940903638014","0.764162328630882"
"Gerade richtig","2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3696","0.726650085481106","0.714437574736696","0.738862596225516"
"Gerade richtig","2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1960","0.752231914391286","0.735688399705498","0.768775429077075"
"Gerade richtig","2007","Alleinerziehende","Staedtischer Raum","771","0.668150475153635","0.640548832426581","0.695752117880689"
"Gerade richtig","2007","Alleinerziehende","Laendlicher Raum","436","0.714742034155198","0.680109437674252","0.749374630636144"
"Gerade richtig","2007","Paar mit Kind(ern)","Staedtischer Raum","6202","0.698094714191132","0.688446301101267","0.707743127280997"
"Gerade richtig","2007","Paar mit Kind(ern)","Laendlicher Raum","3495","0.741780297130434","0.729176652454213","0.754383941806655"
"Gerade richtig","2007","Sonstige","Staedtischer Raum","267","0.706550981554261","0.660217042952695","0.752884920155828"
"Gerade richtig","2007","Sonstige","Laendlicher Raum","186","0.705113006718665","0.648924821929418","0.761301191507913"
"Etwas zu gross","2007","1-Pers.- Haushalt","Staedtischer Raum","286","0.13172340661167","0.11734777335752","0.146099039865819"
"Etwas zu gross","2007","1-Pers.- Haushalt","Laendlicher Raum","158","0.151203582374792","0.128932685436083","0.1734744793135"
"Etwas zu gross","2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","784","0.144716368238824","0.135075931014432","0.154356805463215"
"Etwas zu gross","2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","408","0.159231031294111","0.145209953069037","0.173252109519185"
"Etwas zu gross","2007","Alleinerziehende","Staedtischer Raum","92","0.0700197911315814","0.0550617594796878","0.084977822783475"
"Etwas zu gross","2007","Alleinerziehende","Laendlicher Raum","49","0.0603407280421198","0.0420773135749229","0.0786041425093166"
"Etwas zu gross","2007","Paar mit Kind(ern)","Staedtischer Raum","491","0.0494300298060425","0.0448743747037313","0.0539856849083536"
"Etwas zu gross","2007","Paar mit Kind(ern)","Laendlicher Raum","336","0.0729474909851967","0.0654585370025812","0.0804364449678123"
"Etwas zu gross","2007","Sonstige","Staedtischer Raum","9","","",""
"Etwas zu gross","2007","Sonstige","Laendlicher Raum","30","0.165732608966357","0.119913731155333","0.211551486777382"
"Viel zu gross","2007","1-Pers.- Haushalt","Staedtischer Raum","50","0.0214963208978551","0.0153313680297965","0.0276612737659138"
"Viel zu gross","2007","1-Pers.- Haushalt","Laendlicher Raum","25","","",""
"Viel zu gross","2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","72","0.0112462266563635","0.00835667597575874","0.0141357773369683"
"Viel zu gross","2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","52","0.0171053252869115","0.0121365611577572","0.0220740894160659"
"Viel zu gross","2007","Alleinerziehende","Staedtischer Raum","12","","",""
"Viel zu gross","2007","Alleinerziehende","Laendlicher Raum","16","","",""
"Viel zu gross","2007","Paar mit Kind(ern)","Staedtischer Raum","22","","",""
"Viel zu gross","2007","Paar mit Kind(ern)","Laendlicher Raum","33","0.00824783357291306","0.00564326774008937","0.0108523994057368"
"Viel zu gross","2007","Sonstige","Staedtischer Raum","","","",""
"Viel zu gross","2007","Sonstige","Laendlicher Raum","11","","",""
"Viel zu klein","2008","1-Pers.- Haushalt","Staedtischer Raum","25","","",""
"Viel zu klein","2008","1-Pers.- Haushalt","Laendlicher Raum","6","","",""
"Viel zu klein","2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","40","0.00924304889048625","0.00656799002635797","0.0119181077546145"
"Viel zu klein","2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","12","","",""
"Viel zu klein","2008","Alleinerziehende","Staedtischer Raum","23","","",""
"Viel zu klein","2008","Alleinerziehende","Laendlicher Raum","16","","",""
"Viel zu klein","2008","Paar mit Kind(ern)","Staedtischer Raum","163","0.0315276396010174","0.0276853465592747","0.0353699326427601"
"Viel zu klein","2008","Paar mit Kind(ern)","Laendlicher Raum","42","0.00965734258628168","0.00669228271348428","0.0126224024590791"
"Viel zu klein","2008","Sonstige","Staedtischer Raum","5","","",""
"Viel zu klein","2008","Sonstige","Laendlicher Raum","6","","",""
"Etwas zu klein","2008","1-Pers.- Haushalt","Staedtischer Raum","241","0.120581947857882","0.106482050618289","0.134681845097475"
"Etwas zu klein","2008","1-Pers.- Haushalt","Laendlicher Raum","73","0.079416942548746","0.0621226275312405","0.0967112575662515"
"Etwas zu klein","2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","454","0.0998117171750526","0.0914325743064285","0.108190860043677"
"Etwas zu klein","2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","174","0.0645415456307479","0.0549745248186521","0.0741085664428438"
"Etwas zu klein","2008","Alleinerziehende","Staedtischer Raum","220","0.216999650573969","0.192324421478542","0.241674879669396"
"Etwas zu klein","2008","Alleinerziehende","Laendlicher Raum","117","0.209596044986563","0.178111554389747","0.241080535583378"
"Etwas zu klein","2008","Paar mit Kind(ern)","Staedtischer Raum","1599","0.215418663381723","0.206378801600201","0.224458525163245"
"Etwas zu klein","2008","Paar mit Kind(ern)","Laendlicher Raum","636","0.165266417344103","0.154005386323517","0.176527448364689"
"Etwas zu klein","2008","Sonstige","Staedtischer Raum","70","0.220818801402266","0.173160467801485","0.268477135003046"
"Etwas zu klein","2008","Sonstige","Laendlicher Raum","17","","",""
"Gerade richtig","2008","1-Pers.- Haushalt","Staedtischer Raum","1436","0.701321473049489","0.681504483499442","0.721138462599535"
"Gerade richtig","2008","1-Pers.- Haushalt","Laendlicher Raum","665","0.71222941739461","0.683272758738354","0.741186076050865"
"Gerade richtig","2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3572","0.723488343780021","0.710985331868313","0.735991355691729"
"Gerade richtig","2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1888","0.755955786861498","0.739232284313196","0.7726792894098"
"Gerade richtig","2008","Alleinerziehende","Staedtischer Raum","712","0.663189658485259","0.634897747701842","0.691481569268677"
"Gerade richtig","2008","Alleinerziehende","Laendlicher Raum","458","0.705830938243764","0.670583348907099","0.741078527580429"
"Gerade richtig","2008","Paar mit Kind(ern)","Staedtischer Raum","5729","0.701093905911772","0.691027912980822","0.711159898842723"
"Gerade richtig","2008","Paar mit Kind(ern)","Laendlicher Raum","3123","0.721164693443435","0.707568948278713","0.734760438608157"
"Gerade richtig","2008","Sonstige","Staedtischer Raum","205","0.735203560358193","0.684508987513856","0.78589813320253"
"Gerade richtig","2008","Sonstige","Laendlicher Raum","181","0.691442636627007","0.633722603336001","0.749162669918014"
"Etwas zu gross","2008","1-Pers.- Haushalt","Staedtischer Raum","288","0.139229033837213","0.124239579570333","0.154218488104093"
"Etwas zu gross","2008","1-Pers.- Haushalt","Laendlicher Raum","159","0.171779682895338","0.147654304530176","0.195905061260499"
"Etwas zu gross","2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","766","0.148387552813572","0.138450401785238","0.158324703841906"
"Etwas zu gross","2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","408","0.151899544505605","0.137924710121587","0.165874378889623"
"Etwas zu gross","2008","Alleinerziehende","Staedtischer Raum","90","0.0692250274596658","0.0540298906281622","0.0844201642911693"
"Etwas zu gross","2008","Alleinerziehende","Laendlicher Raum","42","0.0562725282702516","0.0384466026640431","0.0740984538764601"
"Etwas zu gross","2008","Paar mit Kind(ern)","Staedtischer Raum","410","0.0449230174376949","0.0403683697448178","0.0494776651305719"
"Etwas zu gross","2008","Paar mit Kind(ern)","Laendlicher Raum","348","0.0944072408236729","0.0855421941057273","0.103272287541619"
"Etwas zu gross","2008","Sonstige","Staedtischer Raum","9","","",""
"Etwas zu gross","2008","Sonstige","Laendlicher Raum","35","0.188872450758501","0.139961126503522","0.23778377501348"
"Viel zu gross","2008","1-Pers.- Haushalt","Staedtischer Raum","59","0.0263847460230523","0.0194449412128148","0.0333245508332897"
"Viel zu gross","2008","1-Pers.- Haushalt","Laendlicher Raum","36","0.0323004066527277","0.0209923085074288","0.0436085047980266"
"Viel zu gross","2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","84","0.019069337340868","0.0152461189216711","0.0228925557600649"
"Viel zu gross","2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","52","0.0209219715794094","0.0153494117240986","0.0264945314347202"
"Viel zu gross","2008","Alleinerziehende","Staedtischer Raum","27","","",""
"Viel zu gross","2008","Alleinerziehende","Laendlicher Raum","9","","",""
"Viel zu gross","2008","Paar mit Kind(ern)","Staedtischer Raum","44","0.00703677366779273","0.00519873554856274","0.00887481178702272"
"Viel zu gross","2008","Paar mit Kind(ern)","Laendlicher Raum","30","0.00950430580250771","0.00656260565617584","0.0124460059488396"
"Viel zu gross","2008","Sonstige","Staedtischer Raum","2","","",""
"Viel zu gross","2008","Sonstige","Laendlicher Raum","7","","",""
"Viel zu klein","2009","1-Pers.- Haushalt","Staedtischer Raum","25","","",""
"Viel zu klein","2009","1-Pers.- Haushalt","Laendlicher Raum","8","","",""
"Viel zu klein","2009","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","42","0.0120584749816039","0.00890707397677555","0.0152098759864323"
"Viel zu klein","2009","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","16","","",""
"Viel zu klein","2009","Alleinerziehende","Staedtischer Raum","30","0.0369205601700198","0.025029386435052","0.0488117339049876"
"Viel zu klein","2009","Alleinerziehende","Laendlicher Raum","37","0.0522532638027975","0.0346796695583224","0.0698268580472725"
"Viel zu klein","2009","Paar mit Kind(ern)","Staedtischer Raum","163","0.0307344581143227","0.0267532611963689","0.0347156550322766"
"Viel zu klein","2009","Paar mit Kind(ern)","Laendlicher Raum","61","0.0184591576923871","0.0142809973664028","0.0226373180183714"
"Viel zu klein","2009","Sonstige","Staedtischer Raum","6","","",""
"Viel zu klein","2009","Sonstige","Laendlicher Raum","","","",""
"Etwas zu klein","2009","1-Pers.- Haushalt","Staedtischer Raum","228","0.12476158949114","0.110150908866274","0.139372270116006"
"Etwas zu klein","2009","1-Pers.- Haushalt","Laendlicher Raum","72","0.0797582618598609","0.0619192812223141","0.0975972424974078"
"Etwas zu klein","2009","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","466","0.11689677257832","0.107619958511761","0.126173586644878"
"Etwas zu klein","2009","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","166","0.0781591560998016","0.0676033792824731","0.0887149329171301"
"Etwas zu klein","2009","Alleinerziehende","Staedtischer Raum","213","0.249468506454368","0.222181753959086","0.27675525894965"
