year,hlf0071_h,proportion,n,lower_confidence,upper_confidence
1984,3.0,0.7346764555233054,5863,0.7233750598439839,0.7459778512026269
1984,2.0,0.15605258664845484,5863,0.14676315158211958,0.1653420217147901
1984,4.0,0.061977121393204715,5863,0.0558052262323023,0.06814901655410713
1984,1.0,0.03722042001024415,5863,0.03237479062514671,0.04206604939534159
1984,5.0,0.010073416424790848,5863,0.007517268331404634,0.012629564518177063
1985,3.0,0.7462772050400917,5272,0.7345309831065044,0.7580234269736789
1985,2.0,0.14490263459335626,5272,0.13540065057473316,0.15440461861197935
1985,4.0,0.06414662084765177,5272,0.05753269732798849,0.07076054436731505
1985,1.0,0.03493699885452463,5272,0.029980340319710166,0.03989365738933909
1985,5.0,0.009736540664375716,5272,0.0070859290994138395,0.012387152229337593
1986,3.0,0.7335285505124451,5039,0.7213213031386647,0.7457357978862256
1986,2.0,0.16105417276720352,5039,0.15090485518885718,0.17120349034554985
1986,4.0,0.06149341142020498,5039,0.05486030678133666,0.0681265160590733
1986,1.0,0.040995607613469986,5039,0.03552087574220335,0.046470339484736625
1986,5.0,0.0029282576866764276,5039,0.0014363163660516297,0.004420199007301225
1987,3.0,0.7508417508417509,4975,0.7388226668288034,0.7628608348546984
1987,2.0,0.15151515151515152,4975,0.14155170470240552,0.16147859832789752
1987,4.0,0.05723905723905724,4975,0.050783904008838164,0.06369421046927631
1987,1.0,0.03535353535353535,4975,0.030221849737762995,0.04048522096930771
1987,5.0,0.005050505050505051,4975,0.0030806809274986674,0.007020329173511435
1988,3.0,0.7259786476868327,4770,0.7133210581481629,0.7386362372255025
1988,2.0,0.17259786476868327,4770,0.16187346709328426,0.18332226244408228
1988,4.0,0.05871886120996441,4770,0.05204702505895771,0.06539069736097111
1988,1.0,0.04092526690391459,4770,0.03530290409710267,0.04654762971072651
1988,5.0,0.0017793594306049821,4770,0.0005833296407173727,0.0029753892204925914
1989,3.0,0.7220149253731343,4651,0.7091393475368689,0.7348905032093996
1989,2.0,0.1623134328358209,4651,0.15171599424290466,0.17291087142873712
1989,4.0,0.06529850746268656,4651,0.05819830068082621,0.07239871424454691
1989,1.0,0.04477611940298507,4651,0.038832394325529034,0.05071984448044111
1989,5.0,0.005597014925373134,4651,0.003452928220795703,0.007741101629950565
1990,3.0,0.6564160971905847,6750,0.6450866113610592,0.6677455830201102
1990,2.0,0.22627182991647685,6750,0.216289920279474,0.2362537395534797
1990,1.0,0.0683371298405467,6750,0.06231760867188047,0.07435665100921292
1990,4.0,0.04138192862566439,6750,0.0366304108916643,0.04613344635966447
1990,5.0,0.007593014426727411,6750,0.005522128371164876,0.009663900482289945
1991,3.0,0.7044615384615385,6629,0.6934773567356064,0.7154457201874705
1991,2.0,0.18646153846153846,6629,0.17708557862386842,0.1958374982992085
1991,4.0,0.062461538461538464,6629,0.05663604194451082,0.06828703497856611
1991,1.0,0.04,6629,0.035282654622260226,0.044717345377739776
1991,5.0,0.006615384615384615,6629,0.00466388564628057,0.00856688358448866
1992,3.0,0.6991682070240296,6603,0.6881060931557854,0.7102303208922738
1992,2.0,0.1883857054836722,6603,0.17895413011967462,0.19781728084766978
1992,4.0,0.06746765249537892,6603,0.06141751596694239,0.07351778902381545
1992,1.0,0.039895255699322243,6603,0.03517456705702533,0.044615944341619154
1992,5.0,0.005083179297597043,6603,0.003367853876990937,0.006798504718203148
1993,3.0,0.6981570388725414,6570,0.6870565917236329,0.70925748602145
1993,2.0,0.18568994889267462,6570,0.17628703449040337,0.19509286329494588
1993,4.0,0.0726343503174849,6570,0.0663585384316096,0.0789101622033602
1993,1.0,0.03763357596407,6570,0.03303173758856911,0.04223541433957089
1993,5.0,0.005885085953229054,6570,0.004035527393271203,0.007734644513186905
1994,3.0,0.7040125885129819,6496,0.6929116449169608,0.715113532109003
1994,2.0,0.17671125098347756,6496,0.1674356671676245,0.18598683479933062
1994,4.0,0.07521636506687647,6496,0.06880265531971282,0.08163007481404012
