year,regtyp,hlf0071_h,proportion,n,lower_confidence,upper_confidence
1994,Urban regions,4.0,0.045318646734854445,6496,0.040260391383009624,0.05037690208669927
1994,Rural regions,4.0,0.02989771833202203,6496,0.025756187972630365,0.0340392486914137
1994,Urban regions,1.0,0.026435877261998426,6496,0.02253455157488992,0.030337202949106933
1994,Rural regions,1.0,0.010228166797797011,6496,0.007781360952166964,0.012674972643427058
1994,Urban regions,5.0,0.003933910306845004,6496,0.0024116484421129554,0.0054561721715770525
1994,Rural regions,5.0,0.0034618410700236035,6496,0.0020334945113536346,0.004890187628693572
1995,Urban regions,3.0,0.466394187102634,6697,0.45444597943399784,0.4783423947712701
1995,Rural regions,3.0,0.23614895549500453,6697,0.22597679333696502,0.24632111765304404
1995,Urban regions,2.0,0.12155616106569785,6697,0.11372977242002406,0.1293825497113716
1995,Rural regions,2.0,0.0566151983045716,6697,0.05108008040426932,0.062150316204873886
1995,Urban regions,4.0,0.04511050560096882,6697,0.04013964794599909,0.050081363255938545
1995,Rural regions,4.0,0.03375719043293975,6697,0.029431631769943997,0.03808274909593551
1995,Urban regions,1.0,0.02482591583409022,6697,0.02109934280203552,0.02855248886614492
1995,Rural regions,1.0,0.009082652134423252,6697,0.00681048131426739,0.011354822954579114
1995,Urban regions,5.0,0.003330305782621859,6697,0.0019504502983043058,0.004710161266939412
1995,Rural regions,5.0,0.003178928247048138,6697,0.0018306954438213677,0.004527161050274908
1996,Urban regions,3.0,0.4651836050586622,6631,0.45317808124518777,0.4771891288721366
1996,Rural regions,3.0,0.241810147798263,6631,0.23150408457454047,0.2521162110219855
1996,Urban regions,2.0,0.12098125857077556,6631,0.11313207160792967,0.12883044553362144
1996,Rural regions,2.0,0.05226268474782874,6631,0.04690587273978193,0.05761949675587555
1996,Urban regions,4.0,0.0505866219716593,6631,0.04531174820915608,0.05586149573416252
1996,Rural regions,4.0,0.03230230077708365,6631,0.028046775838210206,0.0365578257159571
1996,Urban regions,1.0,0.02178881609020265,6631,0.018274832849224754,0.025302799331180546
1996,Rural regions,1.0,0.008532683224135303,6631,0.006318831296163972,0.010746535152106634
1996,Urban regions,5.0,0.0036568642389151304,6631,0.002203998633117437,0.005109729844712824
1996,Rural regions,5.0,0.0028950175224744783,6631,0.0016018267443519553,0.004188208300597001
1997,Urban regions,3.0,0.4717561951670002,6546,0.45966291586990055,0.4838494744640998
1997,Rural regions,3.0,0.2459596736955518,6546,0.2355269594691393,0.25639238792196434
1997,Urban regions,2.0,0.11897798984146529,6546,0.11113476322086445,0.12682121646206612
1997,Rural regions,2.0,0.05310143142989072,6546,0.04766926690480023,0.058533595954981206
1997,Urban regions,4.0,0.04971525319378175,6546,0.04444975124492856,0.05498075514263494
1997,Rural regions,4.0,0.030321686932430352,6546,0.0261677624974962,0.0344756113673645
1997,Urban regions,1.0,0.017238725565645683,6546,0.014085575311742333,0.020391875819549033
1997,Rural regions,1.0,0.007080190857318762,6546,0.005049014461927822,0.009111367252709703
1997,Urban regions,5.0,0.0032322610435585653,6546,0.0018572117366108358,0.004607310350506295
1997,Rural regions,5.0,0.002616592273356934,6546,0.0013790296975205111,0.0038541548491933565
1998,Urban regions,3.0,0.4621733149931224,7417,0.45082672039163024,0.4735199095946146
1998,Rural regions,3.0,0.25226960110041263,7417,0.24238527851355035,0.2621539236872749
1998,Urban regions,2.0,0.11458046767537827,7417,0.1073315732228066,0.12182936212794994
1998,Urban regions,4.0,0.05722145804676754,7417,0.051935469274248525,0.06250744681928655
1998,Rural regions,2.0,0.0437414030261348,7417,0.039086871644845374,0.04839593440742423
1998,Rural regions,4.0,0.035213204951856945,7417,0.03101841340252284,0.03940799650119105
1998,Urban regions,1.0,0.02063273727647868,7417,0.01739759677049664,0.023867877782460717
1998,Rural regions,1.0,0.005777166437414031,7417,0.00405235652997238,0.007501976344855681
1998,Urban regions,5.0,0.005639614855570839,7417,0.0039353442179664005,0.007343885493175278
1998,Rural regions,5.0,0.002751031636863824,7417,0.0015589897338861185,0.003943073539841529
1999,Urban regions,3.0,0.47425436128306137,7143,0.4626743428061439,0.48583437975997884
1999,Rural regions,3.0,0.2567529544175577,7143,0.2466222401392213,0.2668836686958941
1999,Urban regions,2.0,0.11072031513787282,7143,0.10344337858246687,0.11799725169327878
1999,Urban regions,4.0,0.05332020258863253,7143,0.04810989699367137,0.05853050818359369
1999,Rural regions,2.0,0.04642656162070906,7143,0.041547053115309034,0.051306070126109084
1999,Rural regions,4.0,0.032076533483398985,7143,0.027990236097918394,0.03616283086887958
1999,Urban regions,1.0,0.01702307259425999,7143,0.014023175316164253,0.020022969872355724
1999,Rural regions,1.0,0.0036578503095104106,7143,0.002257834427683146,0.005057866191337675
1999,Urban regions,5.0,0.0032357906584130555,7143,0.0019187409319815951,0.004552840384844516
1999,Rural regions,5.0,0.0025323579065841305,7143,0.0013668165252498426,0.0036978992879184184
2000,Urban regions,3.0,0.48602050326188256,12950,0.47741212425037644,0.4946288822733887
2000,Rural regions,3.0,0.2565237651444548,12950,0.2490020213667725,0.2640455089221371
2000,Urban regions,2.0,0.10096303199751476,12950,0.09577394258126162,0.1061521214137679
2000,Urban regions,4.0,0.055452003727865795,12950,0.0515102287839341,0.05939377867179749
2000,Rural regions,2.0,0.039220254737496116,12950,0.03587685494136084,0.04256365453363139
2000,Rural regions,4.0,0.035181733457595524,12950,0.0320084960686872,0.03835497084650385
2000,Urban regions,1.0,0.01452314383348866,12950,0.012462633859467897,0.016583653807509424
2000,Urban regions,5.0,0.004970487729108419,12950,0.0037592241157162008,0.0061817513425006364
2000,Rural regions,1.0,0.00403852127990059,12950,0.002946191822564453,0.0051308507372367276
2000,Rural regions,5.0,0.0031065548306927616,12950,0.0021480703861490114,0.004065039275236512
2001,Urban regions,3.0,0.48851810441214416,11680,0.47945263880484523,0.4975835700194431
2001,Rural regions,3.0,0.25621398469080586,11680,0.24829699517930612,0.2641309742023056
2001,Urban regions,2.0,0.1009718758063129,11680,0.09550773979442212,0.10643601181820367
2001,Urban regions,4.0,0.056678420916831514,11680,0.05248495221785901,0.06087188961580402
2001,Rural regions,2.0,0.03724090479057367,11680,0.033806878806714444,0.04067493077443289
2001,Rural regions,4.0,0.034574696826352454,11680,0.03126130208319892,0.03788809156950599
2001,Urban regions,1.0,0.014535133740431755,11680,0.012364609008413276,0.016705658472450233
2001,Urban regions,5.0,0.00447234884320977,11680,0.003262226863587631,0.00568247082283191
2001,Rural regions,1.0,0.0034402683409305926,11680,0.0023783711385102282,0.004502165543350957
2001,Rural regions,5.0,0.0033542616324073278,11680,0.0023056769138394884,0.0044028463509751675
2002,Urban regions,3.0,0.48059089043906444,12212,0.47172943165439846,0.48945234922373043
2002,Rural regions,3.0,0.24070578580221583,12212,0.23312331086368915,0.2482882607407425
2002,Urban regions,2.0,0.10455478046778827,12212,0.09912785156617705,0.10998170936939948
2002,Urban regions,4.0,0.06491588018054986,12212,0.060546060771288095,0.06928569958981164
2002,Rural regions,4.0,0.039720968403775134,12212,0.03625702082926744,0.04318491597828283
2002,Rural regions,2.0,0.03586376692654904,12212,0.03256569724300569,0.039161836610092385
2002,Urban regions,1.0,0.014936397209684038,12212,0.012785014187340292,0.017087780232027783
2002,Urban regions,5.0,0.00927369716864998,12212,0.007573630412154585,0.010973763925145374
2002,Rural regions,1.0,0.00508822322527698,12212,0.003826285169639146,0.006350161280914813
2002,Rural regions,5.0,0.004349610176446451,12212,0.003182420935422676,0.005516799417470225
2003,Urban regions,3.0,0.48073332201663554,11804,0.47171991856247725,0.48974672547079384
2003,Rural regions,3.0,0.24130028857579358,11804,0.23358138970550751,0.24901918744607965
2003,Urban regions,2.0,0.10312340858937362,11804,0.09763702150712651,0.10860979567162073
2003,Urban regions,4.0,0.06815481242573417,11804,0.06360847550113417,0.07270114935033416
2003,Rural regions,4.0,0.03938210830079783,11804,0.035873246305387914,0.042890970296207746
2003,Rural regions,2.0,0.037514853165846206,11804,0.03408685868130282,0.040942847650389594
2003,Urban regions,1.0,0.0135800373451027,11804,0.01149207395572036,0.015668000734485037
2003,Urban regions,5.0,0.009166525207944322,11804,0.007447254853042513,0.010885795562846131
2003,Rural regions,1.0,0.0035647598030894585,11804,0.002489579879942273,0.004639939726236644
2003,Rural regions,5.0,0.0034798845696825667,11804,0.002417536275391139,0.004542232863973995
2004,Urban regions,3.0,0.4857863166130575,11543,0.4766684931985182,0.4949041400275968
2004,Rural regions,3.0,0.2450665043901591,11543,0.23721969597678305,0.25291331280353513
2004,Urban regions,2.0,0.09780057376336608,11543,0.09238157941418675,0.10321956811254542
2004,Urban regions,4.0,0.07006867773624272,11543,0.06541191487662612,0.07472544059585931
2004,Rural regions,4.0,0.039641832565417714,11543,0.03608232269080771,0.04320134244002772
2004,Rural regions,2.0,0.03399113274797879,11543,0.030685382046247083,0.037296883449710494
2004,Urban regions,1.0,0.011649135008258715,11543,0.009691646883047455,0.013606623133469975
2004,Urban regions,5.0,0.007997913587759715,11543,0.006372958469670352,0.009622868705849077
2004,Rural regions,5.0,0.003998956793879857,11543,0.0028476263830227817,0.005150287204736933
2004,Rural regions,1.0,0.003998956793879857,11543,0.0028476263830227817,0.005150287204736933
2005,Urban regions,3.0,0.4894510995887717,11199,0.48019261781660405,0.49870958136093935
2005,Rural regions,3.0,0.2429822993026998,11199,0.2350388928578587,0.25092570574754086
2005,Urban regions,2.0,0.10003575898444485,11199,0.0944785502247359,0.10559296774415379
2005,Urban regions,4.0,0.06624351868406937,11199,0.061637189613702924,0.07084984775443583
2005,Rural regions,4.0,0.03987126765599857,11199,0.03624749282656043,0.04349504248543671
2005,Rural regions,2.0,0.035133202217057034,11199,0.03172316595116104,0.038543238482953025
2005,Urban regions,1.0,0.00929733595565886,11199,0.007519804165425635,0.011074867745892085
2005,Urban regions,5.0,0.007956374038977292,11199,0.006310906078579634,0.00960184199937495
2005,Rural regions,5.0,0.005363847666726265,11199,0.004011037722421796,0.006716657611030734
2005,Rural regions,1.0,0.003665295905596281,11199,0.0025460549365923578,0.004784536874600204
2006,Urban regions,3.0,0.47736928104575166,12265,0.4685293882993652,0.4862091737921381
2006,Rural regions,3.0,0.24591503267973855,12265,0.2382938043073523,0.2535362610521248
2006,Urban regions,2.0,0.09338235294117647,12265,0.08823283251113365,0.0985318733712193
2006,Urban regions,4.0,0.07410130718954248,12265,0.06946558965817247,0.0787370247209125
2006,Rural regions,4.0,0.04379084967320261,12265,0.040169333503009344,0.04741236584339588
2006,Rural regions,2.0,0.03504901960784314,12265,0.03179430541221842,0.038303733803467854
2006,Urban regions,1.0,0.010784313725490196,12265,0.008956364833564531,0.01261226261741586
2006,Urban regions,5.0,0.008741830065359477,12265,0.0070943625312111505,0.010389297599507805
2006,Rural regions,5.0,0.006617647058823529,12265,0.0051827117707202,0.008052582346926858
2006,Rural regions,1.0,0.004248366013071895,12265,0.0030972773626126316,0.0053994546635311585
2007,Urban regions,3.0,0.473504721930745,11453,0.464360308804264,0.482649135057226
2007,Rural regions,3.0,0.24965022735222106,11453,0.24172349304355048,0.25757696166089167
2007,Urban regions,2.0,0.09653725078698845,11453,0.09112847436489388,0.10194602720908302
2007,Urban regions,4.0,0.07502623294858342,11453,0.07020156177150448,0.07985090412566236
2007,Rural regions,4.0,0.04249737670514166,11453,0.03880294631104752,0.046191807099235795
2007,Rural regions,2.0,0.035939139559286466,11453,0.032530096362437304,0.03934818275613563
2007,Urban regions,1.0,0.008831759356418329,11453,0.007118221342611882,0.010545297370224775
2007,Urban regions,5.0,0.00856942987058412,11453,0.00688130892495553,0.010257550816212711
2007,Rural regions,5.0,0.006121021336131515,11453,0.00469253812612469,0.00754950454613834
2007,Rural regions,1.0,0.003322840153899965,11453,0.0022688697424002972,0.004376810565399633
2008,Urban regions,3.0,0.4744302390216787,10822,0.4650221011635237,0.48383837687983366
2008,Rural regions,3.0,0.24791550861589773,10822,0.23977994826921248,0.256051068962583
2008,Urban regions,2.0,0.09097646840837502,10822,0.08555827621144943,0.09639466060530061
2008,Urban regions,4.0,0.07726514730405781,10822,0.07223439902432757,0.08229589558378805
2008,Rural regions,4.0,0.04493236983509357,10822,0.041029365515394836,0.048835374154792305
2008,Rural regions,2.0,0.03446359088382435,10822,0.031026690875189226,0.03790049089245947
2008,Urban regions,5.0,0.01148786362794145,10822,0.009480098323189114,0.013495628932693786
2008,Urban regions,1.0,0.008708541782471744,10822,0.00695798699115323,0.010459096573790258
2008,Rural regions,5.0,0.007133592736705577,10822,0.005547962675609933,0.008719222797801221
2008,Rural regions,1.0,0.0026866777839540485,10822,0.0017114054402988274,0.0036619501276092697
2009,Urban regions,3.0,0.4631216149679961,10177,0.45343366986252814,0.47280956007346403
2009,Rural regions,3.0,0.24628261939931068,10177,0.23791181235392872,0.25465342644469263
2009,Urban regions,2.0,0.09197439684884294,10177,0.086359669064139,0.09758912463354688
2009,Urban regions,4.0,0.08045297882816346,10177,0.07516847496866823,0.0857374826876587
2009,Rural regions,4.0,0.048842934515017235,10177,0.044655257506006955,0.053030611524027514
2009,Rural regions,2.0,0.036336779911373705,10177,0.03270113009859915,0.03997242972414826
2009,Urban regions,5.0,0.011324470704086657,10177,0.009268665159952692,0.013380276248220621
2009,Urban regions,1.0,0.009748892171344165,10177,0.007839933676231918,0.011657850666456412
2009,Rural regions,5.0,0.00758247168882324,10177,0.005897087963295533,0.009267855414350948
2009,Rural regions,1.0,0.004332840965041851,10177,0.0030567264463086975,0.005608955483775005
2010,Urban regions,3.0,0.4379943400333793,13799,0.42971612205407717,0.4462725580126814
2010,Rural regions,3.0,0.2340904143385821,13799,0.22702540351272638,0.24115542516443783
2010,Urban regions,2.0,0.12459182933023728,13799,0.11908143925591885,0.1301022194045557
2010,Urban regions,4.0,0.06371090632029607,13799,0.05963575126431215,0.06778606137627997
2010,Rural regions,2.0,0.0520281547057543,13799,0.048322634421090235,0.05573367499041837
2010,Rural regions,4.0,0.04107103983745737,13799,0.03775977947326082,0.04438230020165392
2010,Urban regions,1.0,0.021333720339597996,13799,0.018922799920084672,0.02374464075911132
2010,Urban regions,5.0,0.009288150351933823,13799,0.007687595503702739,0.010888705200164906
2010,Rural regions,1.0,0.009143023002684856,13799,0.007554905412364928,0.010731140593004784
2010,Rural regions,5.0,0.006748421740076917,13799,0.005382383037760281,0.008114460442393553
2011,Urban regions,3.0,0.4393418911589224,16603,0.43179247878099775,0.4468913035368471
2011,Rural regions,3.0,0.24546495510154884,16603,0.23891863490804083,0.25201127529505685
2011,Urban regions,2.0,0.11209546194178267,16603,0.10729658138289966,0.11689434250066569
2011,Urban regions,4.0,0.06804074007111433,16603,0.06421032563337,0.07187115450885866
2011,Rural regions,2.0,0.050804556138130536,16603,0.047464206397615394,0.05414490587864568
2011,Rural regions,4.0,0.04387392273850419,16603,0.04075845253434094,0.04698939294266744
2011,Urban regions,1.0,0.018260712348580725,16603,0.016224046736611358,0.020297377960550093
2011,Urban regions,5.0,0.00867835834387995,16603,0.007267482263659588,0.010089234424100311
2011,Rural regions,1.0,0.006749834267462183,16603,0.005504348797813334,0.007995319737111033
2011,Rural regions,5.0,0.006689567890074128,16603,0.005449617474439854,0.007929518305708401
2012,Urban regions,3.0,0.4403044625867043,16303,0.43268411514915156,0.44792481002425705
2012,Rural regions,3.0,0.25449634767663126,16303,0.24781001514077608,0.2611826802124864
2012,Urban regions,2.0,0.1043520962494629,16303,0.09965919351777648,0.10904499898114932
2012,Urban regions,4.0,0.06960898655699466,16303,0.0657024875703657,0.07351548554362361
2012,Rural regions,2.0,0.04628322386593825,16303,0.043058119158193124,0.049508328573683376
2012,Rural regions,4.0,0.04542385366153091,16303,0.042227391381051374,0.04862031594201044
2012,Urban regions,1.0,0.015468663679332147,16303,0.013574299480491428,0.017363027878172867
2012,Urban regions,5.0,0.010066908108771715,16303,0.008534504096565424,0.011599312120978006
2012,Rural regions,5.0,0.0073046467374624025,16303,0.005997483243779249,0.008611810231145555
2012,Rural regions,1.0,0.006690810877171444,16303,0.005439388516449772,0.007942233237893117
2013,Urban regions,3.0,0.4520210502743254,17870,0.44472387021054194,0.4593182303381088
2013,Rural regions,3.0,0.24017467248908297,17870,0.23391121287277522,0.24643813210539073
2013,Urban regions,2.0,0.11616840219460307,17870,0.1114702988573601,0.12086650553184605
2013,Urban regions,4.0,0.06505430522897772,17870,0.0614383336387569,0.06867027681919854
2013,Rural regions,2.0,0.043444183182174446,17870,0.040455259874298835,0.04643310649005006
2013,Rural regions,4.0,0.04120479229649535,17870,0.03829051691838566,0.04411906767460504
2013,Urban regions,1.0,0.020154517971111858,17870,0.018094083532334864,0.02221495240988885
2013,Urban regions,5.0,0.008733624454148471,17870,0.00736939871503162,0.010097850193265322
2013,Rural regions,1.0,0.006718172657037286,17870,0.005520451777514127,0.007915893536560446
2013,Rural regions,5.0,0.006326279252043444,17870,0.0051637875099200935,0.0074887709941667945
2014,Urban regions,3.0,0.4447889641207366,15828,0.4370470366717751,0.4525308915696981
2014,Rural regions,3.0,0.24153641713598684,15828,0.23486832292611035,0.24820451134586333
2014,Urban regions,2.0,0.11118142124912991,15828,0.10628401959885939,0.11607882289940044
2014,Urban regions,4.0,0.07175852686198823,15828,0.06773774703773566,0.0757793066862408
2014,Rural regions,4.0,0.04518129469088148,15828,0.041945485936735284,0.04841710344502768
2014,Rural regions,2.0,0.04321964184015693,15828,0.040051608394571905,0.04638767528574196
2014,Urban regions,1.0,0.01898373726507625,15828,0.016857694425203934,0.021109780104948565
2014,Urban regions,5.0,0.009112193887236601,15828,0.007631835841039461,0.01059255193343374
2014,Rural regions,1.0,0.007340378409162817,15828,0.006010529034689944,0.00867022778363569
2014,Rural regions,5.0,0.006897424539644371,15828,0.00560803665978404,0.008186812419504702
2015,Urban regions,3.0,0.44847946162148433,15764,0.44071565011568076,0.4562432731272879
2015,Rural regions,3.0,0.2451272935051743,15764,0.23841214603030486,0.2518424409800437
2015,Urban regions,2.0,0.10926290394260682,15764,0.10439284746817709,0.11413296041703655
2015,Urban regions,4.0,0.06932893149641292,15764,0.06536361169843205,0.07329425129439379
2015,Rural regions,4.0,0.04272744587645229,15764,0.039570303784900146,0.04588458796800443
2015,Rural regions,2.0,0.04075931686877024,15764,0.037672576502457,0.04384605723508348
2015,Urban regions,1.0,0.02114151482445559,15764,0.018895819348047977,0.023387210300863204
2015,Urban regions,5.0,0.00958669290838677,15764,0.008065565822745252,0.011107819994028286
2015,Rural regions,5.0,0.0067932194781283725,15764,0.005510946414543102,0.008075492541713643
2015,Rural regions,1.0,0.0067932194781283725,15764,0.005510946414543102,0.008075492541713643
2016,Urban regions,3.0,0.44650595056454073,16419,0.4389017629484406,0.4541101381806409
2016,Rural regions,3.0,0.2382056759231004,16419,0.23168972748541747,0.24472162436078335
2016,Urban regions,2.0,0.11046689044858102,16419,0.10567198725582705,0.11526179364133499
2016,Urban regions,4.0,0.06310649984742142,16419,0.05938716842321695,0.06682583127162589
2016,Rural regions,2.0,0.045468416234360695,16419,0.042281777836393475,0.048655054632327915
2016,Rural regions,4.0,0.039548367409215746,16419,0.036567211087539735,0.042529523730891756
2016,Urban regions,1.0,0.031187061336588343,16419,0.02852823536549558,0.03384588730768111
2016,Rural regions,1.0,0.010619469026548672,16419,0.009051578264620528,0.012187359788476817
2016,Urban regions,5.0,0.008422337503814464,16419,0.007024481591579347,0.009820193416049582
2016,Rural regions,5.0,0.006469331705828502,16419,0.005243013803238339,0.007695649608418664
2017,Urban regions,3.0,0.4457474791758001,18279,0.4385417465816815,0.4529532117699187
2017,Rural regions,3.0,0.24150591845681718,18279,0.2353012319688398,0.24771060494479455
2017,Urban regions,2.0,0.10801183691363438,18279,0.10351201758816682,0.11251165623910193
2017,Urban regions,4.0,0.06395221394125383,18279,0.06040525095055502,0.06749917693195265
2017,Rural regions,2.0,0.04225120561157387,18279,0.03933495250251907,0.04516745872062867
2017,Rural regions,4.0,0.04093599298553266,18279,0.03806351759931741,0.043808468371747906
