"hlf0071_h","year","hhtyp","n","percent","lower_confidence","upper_confidence"
"Etwas zu gross","1996","Alleinerziehende","81","0.116119886548981","0.0956831250494965","0.136556648048465"
"Etwas zu gross","1996","Paar mit Kind(ern)","444","0.058009933330728","0.0534408255967835","0.0625790410646726"
"Etwas zu gross","1996","Sonstige","72","0.086571450186266","0.0700136419720916","0.10312925840044"
"Viel zu gross","1996","1-Pers.-HH","","","",""
"Viel zu gross","1996","(Ehe-)Paar ohne Kind(er)","30","0.00890140616663535","0.005855955571435","0.0119468567618357"
"Viel zu gross","1996","Alleinerziehende","","","",""
"Viel zu gross","1996","Paar mit Kind(ern)","","","",""
"Viel zu gross","1996","Sonstige","","","",""
"Viel zu klein","1997","1-Pers.-HH","","","",""
"Viel zu klein","1997","(Ehe-)Paar ohne Kind(er)","36","0.00682446017070439","0.00418382688412391","0.00946509345728486"
"Viel zu klein","1997","Alleinerziehende","55","0.0470744407554321","0.0336974933373391","0.0604513881735251"
"Viel zu klein","1997","Paar mit Kind(ern)","390","0.0289048729969799","0.0255791622336615","0.0322305837602983"
"Viel zu klein","1997","Sonstige","40","0.0300764971855529","0.0198186634291374","0.0403343309419684"
"Etwas zu klein","1997","1-Pers.-HH","188","0.130955379480787","0.113201528511508","0.148709230450066"
"Etwas zu klein","1997","(Ehe-)Paar ohne Kind(er)","440","0.110685201334144","0.100622062288166","0.120748340380122"
"Etwas zu klein","1997","Alleinerziehende","164","0.178939944319711","0.154730988460733","0.203148900178689"
"Etwas zu klein","1997","Paar mit Kind(ern)","2285","0.231636500023437","0.223262076594064","0.24001092345281"
"Etwas zu klein","1997","Sonstige","251","0.241100443649102","0.21541042370858","0.266790463589624"
"Gerade richtig","1997","1-Pers.-HH","998","0.7132425402218","0.689442053319002","0.737043027124598"
"Gerade richtig","1997","(Ehe-)Paar ohne Kind(er)","2848","0.75142502867776","0.737562819068457","0.765287238287063"
"Gerade richtig","1997","Alleinerziehende","679","0.686668682713137","0.65737253814433","0.715964827281945"
"Gerade richtig","1997","Paar mit Kind(ern)","6617","0.677693048710211","0.668415795560765","0.686970301859656"
"Gerade richtig","1997","Sonstige","725","0.64867200350899","0.620001042915218","0.677342964102763"
"Etwas zu gross","1997","1-Pers.-HH","159","0.128135199484039","0.110545085351606","0.145725313616472"
"Etwas zu gross","1997","(Ehe-)Paar ohne Kind(er)","382","0.120523527474298","0.110080919747485","0.130966135201112"
"Etwas zu gross","1997","Alleinerziehende","65","0.0873169322117195","0.0694872263503384","0.105146638073101"
"Etwas zu gross","1997","Paar mit Kind(ern)","445","0.0612632293072689","0.0565028680336867","0.0660235905808511"
"Etwas zu gross","1997","Sonstige","47","0.0763634938703739","0.06041327204632","0.0923137156944278"
"Viel zu gross","1997","1-Pers.-HH","","","",""
"Viel zu gross","1997","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1997","Alleinerziehende","","","",""
"Viel zu gross","1997","Paar mit Kind(ern)","","","",""
"Viel zu gross","1997","Sonstige","","","",""
"Viel zu klein","1998","1-Pers.-HH","39","0.0207184780719538","0.0138848297094752","0.0275521264344323"
"Viel zu klein","1998","(Ehe-)Paar ohne Kind(er)","54","0.0119796890336133","0.00872109342233747","0.0152382846448892"
"Viel zu klein","1998","Alleinerziehende","48","0.0389107657807812","0.027393467675648","0.0504280638859145"
"Viel zu klein","1998","Paar mit Kind(ern)","426","0.0358812736817648","0.0323000991963039","0.0394624481672256"
"Viel zu klein","1998","Sonstige","36","0.0232207317237091","0.0138346115062028","0.0326068519412155"
"Etwas zu klein","1998","1-Pers.-HH","205","0.116605263071017","0.101207543601289","0.132002982540744"
"Etwas zu klein","1998","(Ehe-)Paar ohne Kind(er)","448","0.0995420754005734","0.0905748142564155","0.108509336544731"
"Etwas zu klein","1998","Alleinerziehende","242","0.230375353573576","0.205297442754245","0.255453264392908"
"Etwas zu klein","1998","Paar mit Kind(ern)","2247","0.212945055380494","0.205062580363428","0.220827530397561"
"Etwas zu klein","1998","Sonstige","205","0.225131972650886","0.199101479000626","0.251162466301146"
"Gerade richtig","1998","1-Pers.-HH","1191","0.71702899341949","0.695418770294699","0.738639216544281"
"Gerade richtig","1998","(Ehe-)Paar ohne Kind(er)","3252","0.746067755495392","0.733030900936515","0.759104610054269"
"Gerade richtig","1998","Alleinerziehende","693","0.627487245287712","0.598692921251098","0.656281569324325"
"Gerade richtig","1998","Paar mit Kind(ern)","7082","0.686242648049252","0.677308315677416","0.695176980421087"
"Gerade richtig","1998","Sonstige","673","0.662659164447507","0.633192599734677","0.692125729160337"
"Etwas zu gross","1998","1-Pers.-HH","209","0.131874963383421","0.115642208178338","0.148107718588503"
"Etwas zu gross","1998","(Ehe-)Paar ohne Kind(er)","490","0.131506808893964","0.121384441682897","0.141629176105031"
"Etwas zu gross","1998","Alleinerziehende","92","0.0883839215661562","0.0714784813412433","0.105289361791069"
"Etwas zu gross","1998","Paar mit Kind(ern)","568","0.0599327848363678","0.0553625556491551","0.0645030140235806"
"Etwas zu gross","1998","Sonstige","66","0.0679678839652129","0.0522817016394105","0.0836540662910153"
"Viel zu gross","1998","1-Pers.-HH","","","",""
"Viel zu gross","1998","(Ehe-)Paar ohne Kind(er)","38","0.0109036711764571","0.00779316958792976","0.0140141727649845"
"Viel zu gross","1998","Alleinerziehende","","","",""
"Viel zu gross","1998","Paar mit Kind(ern)","39","0.00499823805212132","0.003640404017592","0.00635607208665063"
"Viel zu gross","1998","Sonstige","","","",""
"Viel zu klein","1999","1-Pers.-HH","","","",""
"Viel zu klein","1999","(Ehe-)Paar ohne Kind(er)","48","0.00696215864764484","0.00447633827888097","0.00944797901640872"
"Viel zu klein","1999","Alleinerziehende","","","",""
"Viel zu klein","1999","Paar mit Kind(ern)","357","0.0265680766173309","0.0234453319691698","0.029690821265492"
"Viel zu klein","1999","Sonstige","","","",""
"Etwas zu klein","1999","1-Pers.-HH","182","0.11220363358079","0.0968816698118605","0.127525597349719"
"Etwas zu klein","1999","(Ehe-)Paar ohne Kind(er)","508","0.11211295787751","0.102680570036946","0.121545345718075"
"Etwas zu klein","1999","Alleinerziehende","235","0.226664195047304","0.202089610889607","0.251238779205001"
"Etwas zu klein","1999","Paar mit Kind(ern)","2170","0.22059173067432","0.2125401575509","0.228643303797741"
"Etwas zu klein","1999","Sonstige","137","0.15687059007298","0.129103954005563","0.184637226140398"
"Gerade richtig","1999","1-Pers.-HH","1200","0.7346044443999","0.713169227252024","0.756039661547776"
"Gerade richtig","1999","(Ehe-)Paar ohne Kind(er)","3268","0.758785564734687","0.745995402223092","0.771575727246282"
"Gerade richtig","1999","Alleinerziehende","779","0.691310795608727","0.664195893085439","0.718425698132014"
"Gerade richtig","1999","Paar mit Kind(ern)","7157","0.695976799943178","0.687044683681467","0.704908916204889"
"Gerade richtig","1999","Sonstige","450","0.698218232102643","0.663171504308083","0.733264959897204"
"Etwas zu gross","1999","1-Pers.-HH","200","0.124275734187553","0.108260579066979","0.140290889308127"
"Etwas zu gross","1999","(Ehe-)Paar ohne Kind(er)","456","0.116781992025348","0.107180542954638","0.126383441096058"
"Etwas zu gross","1999","Alleinerziehende","74","0.0693982900735398","0.0544817889434275","0.0843147912036521"
"Etwas zu gross","1999","Paar mit Kind(ern)","470","0.0536686707823644","0.0492925867650659","0.0580447547996629"
"Etwas zu gross","1999","Sonstige","48","0.114795502108677","0.0904572365357814","0.139133767681573"
"Viel zu gross","1999","1-Pers.-HH","","","",""
"Viel zu gross","1999","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1999","Alleinerziehende","","","",""
"Viel zu gross","1999","Paar mit Kind(ern)","34","0.00319472198280614","0.00209893705541962","0.00429050691019266"
"Viel zu gross","1999","Sonstige","","","",""
"Viel zu klein","2000","1-Pers.-HH","54","0.0166451764424793","0.0122419203521149","0.0210484325328436"
"Viel zu klein","2000","(Ehe-)Paar ohne Kind(er)","66","0.00844242545546771","0.0064220471879001","0.0104628037230353"
"Viel zu klein","2000","Alleinerziehende","46","0.030164910491322","0.0224619428977585","0.0378678780848854"
"Viel zu klein","2000","Paar mit Kind(ern)","520","0.0288466050778261","0.0263613103787533","0.0313318997768989"
"Viel zu klein","2000","Sonstige","31","0.0310637933873246","0.0212108259596621","0.040916760814987"
"Etwas zu klein","2000","1-Pers.-HH","359","0.112340325893955","0.101471923694676","0.123208728093234"
"Etwas zu klein","2000","(Ehe-)Paar ohne Kind(er)","694","0.0920690939397393","0.0856846447164286","0.09845354316305"
"Etwas zu klein","2000","Alleinerziehende","378","0.20058041542623","0.182546511207905","0.218614319644555"
"Etwas zu klein","2000","Paar mit Kind(ern)","3563","0.215407878133049","0.209303528707051","0.221512227559048"
"Etwas zu klein","2000","Sonstige","160","0.122813350596434","0.104172702540469","0.141453998652398"
"Gerade richtig","2000","1-Pers.-HH","2409","0.747567210461657","0.732616128507317","0.762518292415997"
"Gerade richtig","2000","(Ehe-)Paar ohne Kind(er)","6068","0.764742018504255","0.755375681872595","0.774108355135914"
"Gerade richtig","2000","Alleinerziehende","1334","0.688159579212244","0.667296957305496","0.709022201118992"
"Gerade richtig","2000","Paar mit Kind(ern)","12507","0.705181136186801","0.69841073194562","0.711951540427983"
"Gerade richtig","2000","Sonstige","902","0.764014291198895","0.7398993724507","0.78812920994709"
"Etwas zu gross","2000","1-Pers.-HH","364","0.106397597023558","0.0957852195164084","0.117009974530708"
"Etwas zu gross","2000","(Ehe-)Paar ohne Kind(er)","992","0.126979573318772","0.119627340736855","0.134331805900688"
"Etwas zu gross","2000","Alleinerziehende","129","0.0723445673256264","0.0606776959037147","0.0840114387475381"
"Etwas zu gross","2000","Paar mit Kind(ern)","799","0.048330504680589","0.0451460112143506","0.0515149981468275"
"Etwas zu gross","2000","Sonstige","80","0.0681486792326461","0.0538368796961921","0.0824604787691002"
"Viel zu gross","2000","1-Pers.-HH","57","0.0170496901783498","0.01259416764508","0.0215052127116195"
"Viel zu gross","2000","(Ehe-)Paar ohne Kind(er)","58","0.00776688878176646","0.00582836781026136","0.00970540975327156"
"Viel zu gross","2000","Alleinerziehende","","","",""
"Viel zu gross","2000","Paar mit Kind(ern)","34","0.00223387592173441","0.00153285573592477","0.00293489610754406"
"Viel zu gross","2000","Sonstige","","","",""
"Viel zu klein","2001","1-Pers.-HH","32","0.0116740096503289","0.00777268099319409","0.0155753383074637"
"Viel zu klein","2001","(Ehe-)Paar ohne Kind(er)","58","0.00715723676892388","0.00520303794044658","0.00911143559740119"
"Viel zu klein","2001","Alleinerziehende","54","0.0353728376908085","0.0267207739152165","0.0440249014664005"
"Viel zu klein","2001","Paar mit Kind(ern)","518","0.0353456355185287","0.0324593841758583","0.0382318868611991"
"Viel zu klein","2001","Sonstige","","","",""
"Etwas zu klein","2001","1-Pers.-HH","333","0.117269596027711","0.105583776823463","0.128955415231959"
"Etwas zu klein","2001","(Ehe-)Paar ohne Kind(er)","686","0.0951448899789153","0.0883428673109113","0.101946912646919"
"Etwas zu klein","2001","Alleinerziehende","348","0.202634584258879","0.183807177722644","0.221461990795113"
"Etwas zu klein","2001","Paar mit Kind(ern)","2989","0.195264389137397","0.189068287724063","0.201460490550731"
"Etwas zu klein","2001","Sonstige","163","0.131126575029366","0.110806805658479","0.151446344400253"
"Gerade richtig","2001","1-Pers.-HH","2137","0.737381304942061","0.721398195011565","0.753364414872556"
"Gerade richtig","2001","(Ehe-)Paar ohne Kind(er)","5488","0.763883422316283","0.754038039631501","0.773728805001066"
"Gerade richtig","2001","Alleinerziehende","1208","0.677814801571755","0.655926435954592","0.699703167188917"
"Gerade richtig","2001","Paar mit Kind(ern)","11472","0.718560170344426","0.711530989226018","0.725589351462833"
"Gerade richtig","2001","Sonstige","817","0.793292839522227","0.768915310279368","0.817670368765085"
"Etwas zu gross","2001","1-Pers.-HH","369","0.120150466878428","0.108341297790891","0.131959635965965"
"Etwas zu gross","2001","(Ehe-)Paar ohne Kind(er)","842","0.122923787649893","0.115311898551909","0.130535676747878"
"Etwas zu gross","2001","Alleinerziehende","136","0.0797290130701083","0.0670416584965257","0.0924163676436909"
"Etwas zu gross","2001","Paar mit Kind(ern)","716","0.0489693015083914","0.0455961208115294","0.0523424822052534"
"Etwas zu gross","2001","Sonstige","52","0.0566330926725074","0.0427184961925858","0.070547689152429"
"Viel zu gross","2001","1-Pers.-HH","41","0.0135246225014713","0.00932936998550255","0.01771987501744"
"Viel zu gross","2001","(Ehe-)Paar ohne Kind(er)","74","0.0108906632859843","0.00848461058739732","0.0132967159845713"
"Viel zu gross","2001","Alleinerziehende","","","",""
"Viel zu gross","2001","Paar mit Kind(ern)","","","",""
"Viel zu gross","2001","Sonstige","","","",""
"Viel zu klein","2002","1-Pers.-HH","53","0.0176723824047488","0.0128999665246064","0.0224447982848912"
"Viel zu klein","2002","(Ehe-)Paar ohne Kind(er)","78","0.0100162492869134","0.00780439004009399","0.0122281085337328"
"Viel zu klein","2002","Alleinerziehende","62","0.0359066960225047","0.0272388993805807","0.0445744926644287"
"Viel zu klein","2002","Paar mit Kind(ern)","497","0.0344035333599819","0.0316274634672744","0.0371796032526895"
"Viel zu klein","2002","Sonstige","","","",""
"Etwas zu klein","2002","1-Pers.-HH","320","0.112924128109756","0.101460124576643","0.124388131642869"
"Etwas zu klein","2002","(Ehe-)Paar ohne Kind(er)","744","0.0948758763106652","0.0883667475678182","0.101385005053512"
"Etwas zu klein","2002","Alleinerziehende","353","0.209967665132655","0.190993612514766","0.228941717750543"
"Etwas zu klein","2002","Paar mit Kind(ern)","3329","0.211810283910768","0.205586995315537","0.218033572505999"
"Etwas zu klein","2002","Sonstige","148","0.131715826972558","0.110921198716558","0.152510455228558"
"Gerade richtig","2002","1-Pers.-HH","2104","0.720094254373375","0.703832659608774","0.736355849137975"
"Gerade richtig","2002","(Ehe-)Paar ohne Kind(er)","5742","0.734263198583586","0.724451535566982","0.74407486160019"
"Gerade richtig","2002","Alleinerziehende","1168","0.652532353318381","0.630349384487968","0.674715322148794"
"Gerade richtig","2002","Paar mit Kind(ern)","11738","0.694336023564052","0.687319241042102","0.701352806086002"
"Gerade richtig","2002","Sonstige","765","0.768502901642213","0.742567273618816","0.79443852966561"
"Etwas zu gross","2002","1-Pers.-HH","380","0.128701110816254","0.116571767670467","0.140830453962041"
"Etwas zu gross","2002","(Ehe-)Paar ohne Kind(er)","1080","0.143785792807158","0.135992157235621","0.151579428378695"
"Etwas zu gross","2002","Alleinerziehende","174","0.0929324576214493","0.0794065946783482","0.10645832056455"
"Etwas zu gross","2002","Paar mit Kind(ern)","946","0.0552125106338877","0.0517338116301307","0.0586912096376448"
"Etwas zu gross","2002","Sonstige","59","0.0664853279844314","0.051166528945012","0.0818041270238508"
"Viel zu gross","2002","1-Pers.-HH","71","0.0206081242958665","0.015462239775246","0.025754008816487"
"Viel zu gross","2002","(Ehe-)Paar ohne Kind(er)","142","0.0170588830116771","0.0141826111152765","0.0199351549080777"
"Viel zu gross","2002","Alleinerziehende","","","",""
"Viel zu gross","2002","Paar mit Kind(ern)","49","0.00423764853131024","0.00324824978472457","0.0052270472778959"
"Viel zu gross","2002","Sonstige","","","",""
"Viel zu klein","2003","1-Pers.-HH","47","0.0168586927478102","0.0121819131015067","0.0215354723941137"
"Viel zu klein","2003","(Ehe-)Paar ohne Kind(er)","52","0.00778228544352872","0.00581057612800999","0.00975399475904746"
"Viel zu klein","2003","Alleinerziehende","33","0.0252838827793632","0.0179118887732838","0.0326558767854427"
"Viel zu klein","2003","Paar mit Kind(ern)","445","0.0303578940536979","0.0276646201933444","0.0330511679140514"
"Viel zu klein","2003","Sonstige","37","0.0404534643170703","0.0273162858341783","0.0535906427999624"
"Etwas zu klein","2003","1-Pers.-HH","320","0.115224162432742","0.103625300062289","0.126823024803195"
"Etwas zu klein","2003","(Ehe-)Paar ohne Kind(er)","742","0.0992865774764063","0.0925765482847766","0.105996606668036"
"Etwas zu klein","2003","Alleinerziehende","353","0.219305955785129","0.199875201410195","0.238736710160063"
"Etwas zu klein","2003","Paar mit Kind(ern)","3074","0.216502931577159","0.210037618782591","0.222968244371727"
"Etwas zu klein","2003","Sonstige","151","0.179835503735844","0.154227282074564","0.205443725397124"
"Gerade richtig","2003","1-Pers.-HH","2074","0.712465625895269","0.696023656639415","0.728907595151122"
"Gerade richtig","2003","(Ehe-)Paar ohne Kind(er)","5638","0.740557472558874","0.730722213818977","0.750392731298772"
"Gerade richtig","2003","Alleinerziehende","1212","0.669326669965521","0.647234281797073","0.691419058133969"
"Gerade richtig","2003","Paar mit Kind(ern)","11112","0.691939711558596","0.684692166076599","0.699187257040594"
"Gerade richtig","2003","Sonstige","611","0.711571557365202","0.681363725703556","0.741779389026848"
"Etwas zu gross","2003","1-Pers.-HH","393","0.134683754174385","0.122282316821881","0.147085191526888"
"Etwas zu gross","2003","(Ehe-)Paar ohne Kind(er)","1110","0.14084538156102","0.133040024195258","0.148650738926783"
"Etwas zu gross","2003","Alleinerziehende","111","0.0655745277552478","0.0539503046763575","0.077198750834138"
"Etwas zu gross","2003","Paar mit Kind(ern)","911","0.0579106913931089","0.0542440842929955","0.0615772984932223"
"Etwas zu gross","2003","Sonstige","56","0.0595267041319001","0.0437498513628112","0.075303556900989"
"Viel zu gross","2003","1-Pers.-HH","77","0.0207677647497945","0.0155873477857069","0.025948181713882"
"Viel zu gross","2003","(Ehe-)Paar ohne Kind(er)","88","0.0115282829601701","0.00913303621007885","0.0139235297102614"
"Viel zu gross","2003","Alleinerziehende","33","0.0205089637147386","0.0138532274128879","0.0271647000165892"
"Viel zu gross","2003","Paar mit Kind(ern)","47","0.00328877141743764","0.00239001814930106","0.00418752468557423"
"Viel zu gross","2003","Sonstige","","","",""
"Viel zu klein","2004","1-Pers.-HH","43","0.0132978565540891","0.00909464680337259","0.0175010663048057"
"Viel zu klein","2004","(Ehe-)Paar ohne Kind(er)","54","0.00868594651846178","0.00660221474586631","0.0107696782910572"
"Viel zu klein","2004","Alleinerziehende","33","0.0226017465814664","0.0154966331751819","0.029706859987751"
"Viel zu klein","2004","Paar mit Kind(ern)","383","0.0296999270407102","0.0269726228903445","0.0324272311910759"
"Viel zu klein","2004","Sonstige","","","",""
"Etwas zu klein","2004","1-Pers.-HH","286","0.108419729394817","0.0970111494644325","0.119828309325202"
"Etwas zu klein","2004","(Ehe-)Paar ohne Kind(er)","712","0.09012382116492","0.0836934128125609","0.0965542295172791"
"Etwas zu klein","2004","Alleinerziehende","310","0.196885914831551","0.177876875047401","0.2158949546157"
"Etwas zu klein","2004","Paar mit Kind(ern)","2797","0.203919497364375","0.197446421158996","0.210392573569753"
"Etwas zu klein","2004","Sonstige","150","0.200921382404229","0.172998021928581","0.228844742879878"
"Gerade richtig","2004","1-Pers.-HH","2079","0.731693758520495","0.715435378584603","0.747952138456387"
"Gerade richtig","2004","(Ehe-)Paar ohne Kind(er)","5674","0.752314043715633","0.742620604689681","0.762007482741584"
"Gerade richtig","2004","Alleinerziehende","1168","0.689707753118507","0.66759299210787","0.711822514129144"
"Gerade richtig","2004","Paar mit Kind(ern)","10717","0.695520892443419","0.688127620359629","0.702914164527208"
"Gerade richtig","2004","Sonstige","567","0.719671177784211","0.688369992709558","0.750972362858863"
"Etwas zu gross","2004","1-Pers.-HH","377","0.126655026515801","0.114451050856213","0.13885900217539"
"Etwas zu gross","2004","(Ehe-)Paar ohne Kind(er)","1090","0.139660262056008","0.131876330212287","0.14744419389973"
"Etwas zu gross","2004","Alleinerziehende","155","0.0852809249146531","0.0719293021573923","0.0986325476719138"
"Etwas zu gross","2004","Paar mit Kind(ern)","919","0.0650040256935127","0.0610432718959206","0.0689647794911048"
"Etwas zu gross","2004","Sonstige","54","0.0470515386133052","0.0322951028813567","0.0618079743452537"
"Viel zu gross","2004","1-Pers.-HH","68","0.0199336290147973","0.0148048010175102","0.0250624570120844"
"Viel zu gross","2004","(Ehe-)Paar ohne Kind(er)","88","0.00921592654497722","0.00707013950686155","0.0113617135830929"
"Viel zu gross","2004","Alleinerziehende","","","",""
"Viel zu gross","2004","Paar mit Kind(ern)","67","0.00585565745798354","0.00462986934741356","0.00708144556855352"
"Viel zu gross","2004","Sonstige","","","",""
"Viel zu klein","2005","1-Pers.-HH","36","0.0107748868261843","0.00702381377744984","0.0145259598749187"
"Viel zu klein","2005","(Ehe-)Paar ohne Kind(er)","42","0.00795900582826268","0.00593117436195759","0.00998683729456778"
"Viel zu klein","2005","Alleinerziehende","43","0.0367858227545006","0.0279183221416329","0.0456533233673683"
"Viel zu klein","2005","Paar mit Kind(ern)","286","0.0222647435536927","0.0198126601577233","0.024716826949662"
"Viel zu klein","2005","Sonstige","","","",""
"Etwas zu klein","2005","1-Pers.-HH","332","0.118431264442514","0.1066914057527","0.130171123132328"
"Etwas zu klein","2005","(Ehe-)Paar ohne Kind(er)","694","0.0995305548710464","0.0926985158203908","0.106362593921702"
"Etwas zu klein","2005","Alleinerziehende","312","0.188565860043946","0.170138728833347","0.206992991254544"
"Etwas zu klein","2005","Paar mit Kind(ern)","2649","0.204460933479644","0.197758204253036","0.211163662706252"
"Etwas zu klein","2005","Sonstige","122","0.154035390753157","0.128148842503991","0.179921939002323"
"Gerade richtig","2005","1-Pers.-HH","2089","0.719564455495307","0.703243222038723","0.73588568895189"
"Gerade richtig","2005","(Ehe-)Paar ohne Kind(er)","5514","0.74350864145435","0.733542730184305","0.753474552724394"
"Gerade richtig","2005","Alleinerziehende","1207","0.69172618040338","0.669972387716928","0.713479973089832"
"Gerade richtig","2005","Paar mit Kind(ern)","10117","0.71399513808999","0.706484962600728","0.721505313579252"
"Gerade richtig","2005","Sonstige","548","0.768798608961364","0.738565047738686","0.799032170184042"
"Etwas zu gross","2005","1-Pers.-HH","393","0.132498967079481","0.120180892104153","0.14481704205481"
"Etwas zu gross","2005","(Ehe-)Paar ohne Kind(er)","994","0.133252739545655","0.125497022627481","0.141008456463829"
"Etwas zu gross","2005","Alleinerziehende","157","0.0798015098616883","0.0670357735495933","0.0925672461737834"
"Etwas zu gross","2005","Paar mit Kind(ern)","791","0.0532144585098331","0.0494840500939476","0.0569448669257185"
"Etwas zu gross","2005","Sonstige","48","0.0440243872476537","0.0293128567368801","0.0587359177584273"
"Viel zu gross","2005","1-Pers.-HH","60","0.0187304261565136","0.0138047076159418","0.0236561446970854"
"Viel zu gross","2005","(Ehe-)Paar ohne Kind(er)","132","0.0157490583006862","0.0129077533252123","0.0185903632761602"
"Viel zu gross","2005","Alleinerziehende","","","",""
"Viel zu gross","2005","Paar mit Kind(ern)","65","0.00606472636684034","0.00477439751819533","0.00735505521548535"
"Viel zu gross","2005","Sonstige","","","",""
"Viel zu klein","2006","1-Pers.-HH","45","0.0148273144403785","0.010699941395157","0.0189546874856"
"Viel zu klein","2006","(Ehe-)Paar ohne Kind(er)","54","0.00906603370768195","0.00702741763935962","0.0111046497760043"
"Viel zu klein","2006","Alleinerziehende","30","0.0220673170093113","0.0154792098482426","0.0286554241703801"
"Viel zu klein","2006","Paar mit Kind(ern)","390","0.0360022226478869","0.032955215001744","0.0390492302940298"
"Viel zu klein","2006","Sonstige","","","",""
"Etwas zu klein","2006","1-Pers.-HH","340","0.107250251795801","0.0966832855044581","0.117817218087144"
"Etwas zu klein","2006","(Ehe-)Paar ohne Kind(er)","770","0.101675891591907","0.0951756433425783","0.108176139841236"
"Etwas zu klein","2006","Alleinerziehende","337","0.178360767469659","0.161192690261682","0.195528844677637"
"Etwas zu klein","2006","Paar mit Kind(ern)","2665","0.205301961195122","0.198695506049021","0.211908416341222"
"Etwas zu klein","2006","Sonstige","112","0.172488347102967","0.145267654543874","0.19970903966206"
"Gerade richtig","2006","1-Pers.-HH","2349","0.713167046462579","0.697721742850902","0.728612350074256"
"Gerade richtig","2006","(Ehe-)Paar ohne Kind(er)","6064","0.729608575403697","0.720055441995832","0.739161708811562"
"Gerade richtig","2006","Alleinerziehende","1343","0.700068508416187","0.679518466500682","0.720618550331692"
"Gerade richtig","2006","Paar mit Kind(ern)","10387","0.700146413060529","0.692652305374689","0.70764052074637"
"Gerade richtig","2006","Sonstige","511","0.68650552410485","0.653080694996179","0.719930353213522"
"Etwas zu gross","2006","1-Pers.-HH","476","0.141501613075921","0.12959915307418","0.153404073077662"
"Etwas zu gross","2006","(Ehe-)Paar ohne Kind(er)","1278","0.14476608340244","0.137198097907161","0.152334068897719"
"Etwas zu gross","2006","Alleinerziehende","177","0.093544064159671","0.0804849754118602","0.106603152907482"
"Etwas zu gross","2006","Paar mit Kind(ern)","833","0.0529711536144717","0.0493078561064053","0.0566344511225382"
"Etwas zu gross","2006","Sonstige","82","0.0815836539006397","0.0618615333241276","0.101305774477152"
"Viel zu gross","2006","1-Pers.-HH","84","0.023253774225321","0.0181071330498333","0.0284004154008087"
"Viel zu gross","2006","(Ehe-)Paar ohne Kind(er)","138","0.0148834158942735","0.0122790647197735","0.0174877670687735"
"Viel zu gross","2006","Alleinerziehende","","","",""
"Viel zu gross","2006","Paar mit Kind(ern)","85","0.00557824948199067","0.00436008720816546","0.00679641175581588"
"Viel zu gross","2006","Sonstige","","","",""
"Viel zu klein","2007","1-Pers.-HH","34","0.00953987225357241","0.006129038342347","0.0129507061647978"
"Viel zu klein","2007","(Ehe-)Paar ohne Kind(er)","36","0.00533338964591958","0.00370992589957267","0.00695685339226649"
"Viel zu klein","2007","Alleinerziehende","47","0.0347425056442382","0.0262136459522413","0.0432713653362351"
"Viel zu klein","2007","Paar mit Kind(ern)","268","0.0282834822688144","0.02546908410323","0.0310978804343988"
"Viel zu klein","2007","Sonstige","","","",""
"Etwas zu klein","2007","1-Pers.-HH","356","0.114889830595079","0.103700341591223","0.126079319598935"
"Etwas zu klein","2007","(Ehe-)Paar ohne Kind(er)","724","0.0968548079399107","0.090262438345919","0.103447177533902"
"Etwas zu klein","2007","Alleinerziehende","348","0.205833697682754","0.187003591193284","0.224663804172223"
"Etwas zu klein","2007","Paar mit Kind(ern)","2482","0.198478739904602","0.191707568193979","0.205249911615225"
"Etwas zu klein","2007","Sonstige","95","0.11997771057399","0.0944828337827238","0.145472587365257"
"Gerade richtig","2007","1-Pers.-HH","2211","0.716681338039936","0.700869897726672","0.732492778353199"
"Gerade richtig","2007","(Ehe-)Paar ohne Kind(er)","5656","0.735110891544419","0.725275069834695","0.744946713254144"
"Gerade richtig","2007","Alleinerziehende","1207","0.684205030506336","0.66255619474497","0.705853866267702"
"Gerade richtig","2007","Paar mit Kind(ern)","9697","0.712258915632414","0.704573467568013","0.719944363696814"
"Gerade richtig","2007","Sonstige","453","0.70588578304898","0.670135373387823","0.741636192710138"
"Etwas zu gross","2007","1-Pers.-HH","444","0.137411068624927","0.1253306052483","0.149491532001554"
"Etwas zu gross","2007","(Ehe-)Paar ohne Kind(er)","1192","0.149516875255594","0.141568467749345","0.157465282761842"
"Etwas zu gross","2007","Alleinerziehende","141","0.0666845721034559","0.0550656532864128","0.0783034909204991"
"Etwas zu gross","2007","Paar mit Kind(ern)","827","0.0570551096405474","0.0531174358502654","0.0609927834308294"
"Etwas zu gross","2007","Sonstige","39","0.089809664458184","0.0673768665969057","0.112242462319462"
"Viel zu gross","2007","1-Pers.-HH","75","0.021477890486486","0.0163910053963456","0.0265647755766263"
"Viel zu gross","2007","(Ehe-)Paar ohne Kind(er)","124","0.0131840356141571","0.0106416323615509","0.0157264388667633"
"Viel zu gross","2007","Alleinerziehende","","","",""
"Viel zu gross","2007","Paar mit Kind(ern)","55","0.00392375255362238","0.00286243241589869","0.00498507269134606"
"Viel zu gross","2007","Sonstige","","","",""
"Viel zu klein","2008","1-Pers.-HH","31","0.0101640163975087","0.00656758242181176","0.0137604503732056"
