year,bula_h,sampreg,hlf0071_h,proportion,n,lower_confidence,upper_confidence
1984,Nordrhein-Westfalen,West,3.0,0.19771213932047124,5863,0.1875173582838409,0.2079069203571016
1984,Baden-Wuerttemberg,West,3.0,0.13522281031244665,5863,0.12646948204121058,0.14397613858368272
1984,Bayern,West,3.0,0.12480792214444254,5863,0.11634795084603149,0.1332678934428536
1984,Niedersachsen,West,3.0,0.0764896704797678,5863,0.06968638965679248,0.08329295130274313
1984,Hessen,West,3.0,0.07375789653406181,5863,0.06706733383564636,0.08044845923247726
1984,"Rheinland-Pfalz,Saarland",West,3.0,0.04985487450913437,5863,0.044283723758046664,0.05542602526022207
1984,Nordrhein-Westfalen,West,2.0,0.04370838313129589,5863,0.038475106776556994,0.04894165948603478
1984,Baden-Wuerttemberg,West,2.0,0.0278299470718798,5863,0.023619546326985815,0.032040347816773784
1984,Bayern,West,2.0,0.027488475328666554,5863,0.02330325015810309,0.03167370049923002
1984,Berlin,West,3.0,0.024244493768140685,5863,0.020307423284949326,0.028181564251332045
1984,Schleswig-Holstein,West,3.0,0.022537135052074442,5863,0.018737904829681802,0.02633636527446708
1984,Hamburg,West,3.0,0.01997609697797507,5863,0.016394557213663535,0.023557636742286607
1984,Nordrhein-Westfalen,West,4.0,0.01656137954584258,5863,0.013294613679649412,0.01982814541203575
1984,Hessen,West,2.0,0.015195492572989584,5863,0.012064164803828851,0.018326820342150316
1984,Niedersachsen,West,2.0,0.01314666211371009,5863,0.01023104707242092,0.01606227715499926
1984,Nordrhein-Westfalen,West,1.0,0.011097831654430595,5863,0.008416244879170583,0.013779418429690608
1984,Bremen,West,3.0,0.010073416424790848,5863,0.007517268331404634,0.012629564518177063
1984,Berlin,West,2.0,0.009902680553184225,5863,0.007368068759160434,0.012437292347208015
1984,Bayern,West,4.0,0.009561208809970976,5863,0.007070251145468385,0.012052166474473566
1984,Baden-Wuerttemberg,West,4.0,0.008707529451937852,5863,0.006329350648060348,0.011085708255815356
1984,"Rheinland-Pfalz,Saarland",West,4.0,0.007170906607478231,5863,0.005011072451149932,0.00933074076380653
1984,Niedersachsen,West,4.0,0.006829434864264982,5863,0.00472129011139695,0.008937579617133014
1984,Baden-Wuerttemberg,West,1.0,0.006658698992658358,5863,0.004576893921083773,0.008740504064232942
1984,"Rheinland-Pfalz,Saarland",West,2.0,0.006658698992658358,5863,0.004576893921083773,0.008740504064232942
1984,Hamburg,West,2.0,0.005805019634625235,5863,0.0038604040865412082,0.007749635182709262
1984,Bayern,West,1.0,0.004951340276592112,5863,0.003154623302463454,0.0067480572507207705
1984,Hessen,West,4.0,0.004951340276592112,5863,0.003154623302463454,0.0067480572507207705
1984,Hessen,West,1.0,0.004951340276592112,5863,0.003154623302463454,0.0067480572507207705
1984,Schleswig-Holstein,West,2.0,0.004780604404985488,5863,0.00301498560865626,0.006546223201314715
1984,Schleswig-Holstein,West,4.0,0.004268396790165614,5863,0.002599614576697522,0.005937179003633707
1984,"Rheinland-Pfalz,Saarland",West,1.0,0.003073245688919242,5863,0.0016563874809664102,0.004490103896872074
1984,Nordrhein-Westfalen,West,5.0,0.0025610380740993684,5863,0.0012672971799377085,0.0038547789682610283
1984,Niedersachsen,West,1.0,0.0022195663308861194,5863,0.0010149529583169106,0.003424179703455328
1984,Niedersachsen,West,5.0,0.0017073587160662455,5863,0.0006505717526584269,0.0027641456794740642
1984,Berlin,West,4.0,0.0017073587160662455,5863,0.0006505717526584269,0.0027641456794740642
1984,Berlin,West,1.0,0.001536622844459621,5863,0.0005339809738179296,0.0025392647151013126
1984,Hamburg,West,4.0,0.001536622844459621,5863,0.0005339809738179296,0.0025392647151013126
1984,Bremen,West,2.0,0.001536622844459621,5863,0.0005339809738179296,0.0025392647151013126
1984,Baden-Wuerttemberg,West,5.0,0.0013658869728529965,5863,0.00042050633270996945,0.0023112676129960234
1984,Bayern,West,5.0,0.0013658869728529965,5863,0.00042050633270996945,0.0023112676129960234
1984,Schleswig-Holstein,West,1.0,0.001195151101246372,5863,0.0003107528945493969,0.002079549307943347
1984,"Rheinland-Pfalz,Saarland",West,5.0,0.0010244152296397474,5863,0.00020555161430528394,0.0018432788449742109
1984,Hamburg,West,1.0,0.0010244152296397474,5863,0.00020555161430528394,0.0018432788449742109
1984,Schleswig-Holstein,West,5.0,0.0008536793580331228,5863,0.00010609869195979014,0.0016012600241064553
1984,Bremen,West,4.0,0.0006829434864264982,5863,1.4229883070858125e-05,0.0013516570897821384
1984,Hessen,West,5.0,0.0006829434864264982,5863,1.4229883070858125e-05,0.0013516570897821384
1984,Berlin,West,5.0,0.0005122076148198737,5863,-6.696482374858755e-05,0.0010913800533883349
1984,Bremen,West,1.0,0.0005122076148198737,5863,-6.696482374858755e-05,0.0010913800533883349
1985,Nordrhein-Westfalen,West,3.0,0.20026727758686522,5272,0.18946424214861832,0.21107031302511212
1985,Baden-Wuerttemberg,West,3.0,0.13879343260786559,5272,0.12946075001823587,0.1481261151974953
1985,Bayern,West,3.0,0.12371134020618557,5272,0.11482349008831562,0.13259919032405554
1985,Niedersachsen,West,3.0,0.07770141275295915,5272,0.07047506928334236,0.08492775622257594
1985,Hessen,West,3.0,0.07235586101565483,5272,0.06536233924784393,0.07934938278346573
1985,"Rheinland-Pfalz,Saarland",West,3.0,0.0517373043146239,5272,0.045758221043551456,0.057716387585696347
1985,Nordrhein-Westfalen,West,2.0,0.042382588774341354,5272,0.03694435180861143,0.04782082574007128
1985,Berlin,West,3.0,0.027109583810614738,5272,0.02272567251186167,0.0314934951093678
1985,Bayern,West,2.0,0.026155021000381824,5272,0.021846870943032684,0.030463171057730963
1985,Schleswig-Holstein,West,3.0,0.025391370752195493,5272,0.021144915322214644,0.029637826182176343
1985,Baden-Wuerttemberg,West,2.0,0.023673157693776252,5272,0.019569283102198486,0.02777703228535402
1985,Hamburg,West,3.0,0.019663993890798013,5272,0.015916061803996292,0.023411925977599734
1985,Hessen,West,2.0,0.016991218022145857,5272,0.013502552560209886,0.020479883484081828
1985,Nordrhein-Westfalen,West,4.0,0.014891179839633447,5272,0.011621727365952541,0.018160632313314353
1985,Bayern,West,4.0,0.012982054219167621,5272,0.009926411279374811,0.01603769715896043
1985,Nordrhein-Westfalen,West,1.0,0.010309278350515464,5272,0.0075826104039037725,0.013035946297127156
1985,Bremen,West,3.0,0.009545628102329133,5272,0.006920878598183574,0.012170377606474693
1985,Niedersachsen,West,4.0,0.009163802978235968,5272,0.006591588525647137,0.0117360174308248
1985,Baden-Wuerttemberg,West,4.0,0.008972890416189386,5272,0.006427365690420916,0.011518415141957856
1985,Niedersachsen,West,2.0,0.008972890416189386,5272,0.006427365690420916,0.011518415141957856
1985,Berlin,West,2.0,0.0074455899198167235,5272,0.005125017700966027,0.00976616213866742
1985,Hamburg,West,2.0,0.007063764795723558,5272,0.004803042770894042,0.009324486820553075
1985,"Rheinland-Pfalz,Saarland",West,2.0,0.006491027109583811,5272,0.00432326820463304,0.008658786014534582
1985,Baden-Wuerttemberg,West,1.0,0.0057273768613974796,5272,0.003690339513482345,0.007764414209312614
1985,Hessen,West,4.0,0.005536464299350897,5272,0.003533473039927311,0.007539455558774483
1985,Hessen,West,1.0,0.005536464299350897,5272,0.003533473039927311,0.007539455558774483
1985,"Rheinland-Pfalz,Saarland",West,4.0,0.004772814051164567,5272,0.00291236944657974,0.0066332586557493935
1985,Bayern,West,1.0,0.004200076365024819,5272,0.002454322515983768,0.00594583021406587
1985,Schleswig-Holstein,West,2.0,0.0038182512409316535,5272,0.0021534211700539522,0.005483081311809355
1985,Schleswig-Holstein,West,4.0,0.0036273386788850705,5272,0.002004507566069665,0.005250169791700476
1985,"Rheinland-Pfalz,Saarland",West,1.0,0.0028636884306987398,5272,0.0014212126869474968,0.004306164174449983
1985,Nordrhein-Westfalen,West,5.0,0.0028636884306987398,5272,0.0014212126869474968,0.004306164174449983
1985,Berlin,West,1.0,0.0021000381825124095,5272,0.000864302836422997,0.0033357735286018222
1985,Bremen,West,2.0,0.0019091256204658267,5272,0.0007307854972565119,0.0030874657436751416
1985,Hamburg,West,4.0,0.0019091256204658267,5272,0.0007307854972565119,0.0030874657436751416
