"hlf0071_h","year","quintil","n","percent","lower_confidence","upper_confidence"
"Viel zu gross","2008","5","101","0.0217149000649973","0.0176599305795837","0.0257698695504108"
"Viel zu klein","2008","1","122","0.0324385083465864","0.0271259685745185","0.0377510481186543"
"Viel zu klein","2008","2","80","0.019014550931967","0.0150974571442821","0.0229316447196518"
"Viel zu klein","2008","3","62","0.0120917421556728","0.00917149680145427","0.0150119875098914"
"Viel zu klein","2008","4","45","0.011657957571775","0.00882807620944279","0.0144878389341072"
"Viel zu klein","2008","5","","","",""
"Etwas zu gross","2009","1","239","0.0565055348251697","0.0491243326423373","0.0638867370080021"
"Etwas zu gross","2009","2","419","0.0900967037437985","0.0815398237738716","0.0986535837137255"
"Etwas zu gross","2009","3","483","0.116433866079424","0.107423716600327","0.125444015558522"
"Etwas zu gross","2009","4","679","0.139768013027838","0.13047223113014","0.149063794925536"
"Etwas zu gross","2009","5","790","0.162276576192183","0.15195620323766","0.172596949146706"
"Etwas zu klein","2009","1","715","0.199941336945947","0.187155647837119","0.212727026054774"
"Etwas zu klein","2009","2","691","0.159518442984007","0.148575530783221","0.170461355184793"
"Etwas zu klein","2009","3","782","0.164152557376122","0.15374712474416","0.174557990008084"
"Etwas zu klein","2009","4","710","0.136743954417","0.127533138179028","0.145954770654972"
"Etwas zu klein","2009","5","571","0.147112968318349","0.137198067388907","0.157027869247791"
"Gerade richtig","2009","1","2615","0.687793074585425","0.672979424099858","0.702606725070993"
"Gerade richtig","2009","2","3066","0.70966631285729","0.696100707470688","0.723231918243892"
"Gerade richtig","2009","3","3472","0.689757726818804","0.676762867557774","0.702752586079834"
"Gerade richtig","2009","4","3808","0.697836490628638","0.685526092974431","0.710146888282844"
"Gerade richtig","2009","5","3399","0.657716048821701","0.644435083818305","0.670997013825097"
"Viel zu gross","2009","1","33","0.0112462906708432","0.00787527599625371","0.0146173053454328"
"Viel zu gross","2009","2","59","0.018683491685229","0.0146368295683777","0.0227301538020803"
"Viel zu gross","2009","3","66","0.0149737947337989","0.0115621591449373","0.0183854303226605"
"Viel zu gross","2009","4","87","0.0191973445314731","0.0155187185629749","0.0228759704999714"
"Viel zu gross","2009","5","104","0.0186928734164788","0.0149018396441391","0.0224839071888184"
"Viel zu klein","2009","1","157","0.044513762972615","0.0379209417291081","0.051106584216122"
"Viel zu klein","2009","2","66","0.0220350487296755","0.0176479033847948","0.0264221940745562"
"Viel zu klein","2009","3","65","0.0146820549918508","0.0113033176968366","0.0180607922868649"
"Viel zu klein","2009","4","61","0.00645419739505095","0.00430740867553747","0.00860098611456443"
"Viel zu klein","2009","5","39","0.0142015332512881","0.0108896209284805","0.0175134455740957"
"Etwas zu gross","2010","1","331","0.0708136627890849","0.06523813419528","0.0763891913828899"
"Etwas zu gross","2010","2","497","0.0852768664722836","0.0792874115806208","0.0912663213639463"
"Etwas zu gross","2010","3","593","0.117172318564165","0.109746893614824","0.124597743513507"
"Etwas zu gross","2010","4","743","0.123484559632883","0.115934483592807","0.131034635672959"
"Etwas zu gross","2010","5","893","0.154980355124606","0.146143261434543","0.16381744881467"
"Etwas zu klein","2010","1","2187","0.195581023719704","0.186959567611983","0.204202479827426"
"Etwas zu klein","2010","2","2044","0.166284306974098","0.158299554257086","0.17426905969111"
"Etwas zu klein","2010","3","1495","0.15329065446692","0.144973096315937","0.161608212617903"
"Etwas zu klein","2010","4","1249","0.145712053223601","0.137615221938377","0.153808884508825"
"Etwas zu klein","2010","5","909","0.143734307984435","0.135167437055836","0.152301178913034"
"Gerade richtig","2010","1","4724","0.660169586143515","0.649874381375837","0.670464790911193"
"Gerade richtig","2010","2","5284","0.707743940029642","0.697990749852572","0.717497130206712"
"Gerade richtig","2010","3","4888","0.704892020905138","0.694362160753646","0.715421881056629"
"Gerade richtig","2010","4","5094","0.707770616824455","0.697333671300263","0.718207562348647"
"Gerade richtig","2010","5","4457","0.666497356783791","0.654984407629641","0.678010305937941"
"Viel zu gross","2010","1","57","0.015262746113722","0.0125980196523475","0.0179274725750964"
"Viel zu gross","2010","2","70","0.0170665131259227","0.0142889667730582","0.0198440594787873"
"Viel zu gross","2010","3","69","0.0154001622676504","0.0125572506492351","0.0182430738860656"
"Viel zu gross","2010","4","87","0.0156574078443659","0.0128083695789378","0.018506446109794"
"Viel zu gross","2010","5","116","0.0298926334679967","0.0257342003540492","0.0340510665819443"
"Viel zu klein","2010","1","832","0.0581729812339738","0.0530852712920674","0.0632606911758802"
"Viel zu klein","2010","2","458","0.0236283733980535","0.0203711215574728","0.0268856252386342"
"Viel zu klein","2010","3","162","0.00924484379612704","0.00703529402145801","0.0114543935707961"
"Viel zu klein","2010","4","121","0.00737536247469499","0.00541177876064484","0.00933894618874513"
"Viel zu klein","2010","5","67","0.00489534663917118","0.00319097682399185","0.0065997164543505"
"Etwas zu gross","2011","1","438","0.0726573043741021","0.067160712696481","0.0781538960517233"
"Etwas zu gross","2011","2","534","0.0888230841313392","0.0830315192148837","0.0946146490477947"
"Etwas zu gross","2011","3","718","0.125383478200113","0.118439698748865","0.132327257651361"
"Etwas zu gross","2011","4","1043","0.135481599422408","0.128523017113116","0.142440181731699"
"Etwas zu gross","2011","5","1215","0.16221605862123","0.154193298101677","0.170238819140783"
"Etwas zu klein","2011","1","2167","0.192664190734825","0.184312751666624","0.201015629803026"
"Etwas zu klein","2011","2","2064","0.159424755226724","0.151972326568509","0.166877183884939"
"Etwas zu klein","2011","3","1731","0.140535045504271","0.133247633414346","0.147822457594195"
"Etwas zu klein","2011","4","1547","0.146906360238111","0.139708355273145","0.154104365203077"
"Etwas zu klein","2011","5","1197","0.138225149489025","0.130714087740249","0.145736211237801"
"Gerade richtig","2011","1","5372","0.689687587074749","0.679891345493234","0.699483828656264"
"Gerade richtig","2011","2","6096","0.707677824163652","0.698418477915392","0.716937170411912"
"Gerade richtig","2011","3","5976","0.699764201319029","0.690153080852748","0.70937532178531"
"Gerade richtig","2011","4","6407","0.691016425555426","0.681621239774079","0.700411611336774"
"Gerade richtig","2011","5","5482","0.666216655235738","0.655954207358939","0.676479103112536"
"Viel zu gross","2011","1","41","0.00813009336441243","0.00622853862842108","0.0100316481004038"
"Viel zu gross","2011","2","92","0.0172741954205119","0.0146217482412728","0.019926642599751"
"Viel zu gross","2011","3","86","0.0182013859369607","0.0153983390668004","0.0210044328071211"
"Viel zu gross","2011","4","107","0.0153365272047161","0.0128379031372632","0.017835151272169"
"Viel zu gross","2011","5","133","0.0230351851463188","0.0197704631491451","0.0262999071434924"
"Viel zu klein","2011","1","549","0.0368608244519111","0.0328709360002399","0.0408507129035824"
"Viel zu klein","2011","2","483","0.0268001410577735","0.0235123727217072","0.0300879093938398"
"Viel zu klein","2011","3","226","0.0161158890396264","0.0134755114926792","0.0187562665865736"
"Viel zu klein","2011","4","188","0.011259087579339","0.00911379593337122","0.0134043792253069"
"Viel zu klein","2011","5","84","0.0103069515076888","0.00810895870182012","0.0125049443135574"
"Etwas zu gross","2012","1","336","0.0679411477634262","0.0620992715136847","0.0737830240131678"
"Etwas zu gross","2012","2","545","0.0938763197228255","0.0876996244608464","0.100053014984804"
"Etwas zu gross","2012","3","750","0.116706970765767","0.110014697971217","0.123399243560317"
"Etwas zu gross","2012","4","1022","0.13795129163159","0.130946766207179","0.144955817056001"
"Etwas zu gross","2012","5","1216","0.150692509122346","0.143101474416196","0.158283543828496"
"Etwas zu klein","2012","1","1726","0.186898533085058","0.177848720942168","0.195948345227949"
"Etwas zu klein","2012","2","1881","0.149584191048834","0.142030783492011","0.157137598605657"
"Etwas zu klein","2012","3","1614","0.142510748024222","0.135224381927998","0.149797114120447"
"Etwas zu klein","2012","4","1483","0.139270318596566","0.132237772266453","0.146302864926678"
"Etwas zu klein","2012","5","1047","0.117242858184654","0.110416540649577","0.124069175719731"
"Gerade richtig","2012","1","4545","0.691734671214995","0.681014632389974","0.702454710040016"
"Gerade richtig","2012","2","5719","0.714924345399998","0.705363539185364","0.724485151614633"
"Gerade richtig","2012","3","6118","0.70348966854128","0.693970004701385","0.713009332381174"
"Gerade richtig","2012","4","6566","0.69722875381548","0.687896320691412","0.706561186939547"
"Gerade richtig","2012","5","5979","0.694223252830029","0.68444695386939","0.703999551790668"
"Viel zu gross","2012","1","50","0.0106660264702352","0.00828130843869924","0.0130507445017711"
"Viel zu gross","2012","2","86","0.0126958018732806","0.0103247559404623","0.0150668478060989"
"Viel zu gross","2012","3","92","0.0189200804188737","0.0160802885055205","0.0217598723322269"
"Viel zu gross","2012","4","110","0.013621080764781","0.0112666951112742","0.0159754664182878"
"Viel zu gross","2012","5","180","0.0291641014195786","0.0255936766972642","0.0327345261418931"
"Viel zu klein","2012","1","471","0.0427596214662855","0.0380629338411793","0.0474563090913918"
"Viel zu klein","2012","2","334","0.0289193419550613","0.0253703398035197","0.0324683441066029"
"Viel zu klein","2012","3","268","0.0183725322498577","0.0155733530904719","0.0211717114092436"
"Viel zu klein","2012","4","130","0.011928555191584","0.00972340576326247","0.0141337046199056"
"Viel zu klein","2012","5","110","0.00867727844339204","0.00670929262406905","0.010645264262715"
"Etwas zu gross","2013","1","396","0.0678120472603436","0.0625527134365963","0.0730713810840909"
"Etwas zu gross","2013","2","532","0.0891587216637898","0.0834638177982287","0.0948536255293509"
"Etwas zu gross","2013","3","727","0.105915746881082","0.0996748911605355","0.112156602601629"
"Etwas zu gross","2013","4","1035","0.130234287803293","0.123813581816989","0.136654993789597"
"Etwas zu gross","2013","5","1312","0.161644536149112","0.154185642919067","0.169103429379157"
"Etwas zu klein","2013","1","2224","0.203296765447708","0.194878180643096","0.211715350252321"
"Etwas zu klein","2013","2","2153","0.159635902321538","0.152316389778041","0.166955414865035"
"Etwas zu klein","2013","3","1777","0.149837248126554","0.142598964714675","0.157075531538433"
"Etwas zu klein","2013","4","1634","0.117151911488177","0.111016599496812","0.123287223479542"
"Etwas zu klein","2013","5","1309","0.111198253007715","0.104828373633827","0.117568132381604"
"Gerade richtig","2013","1","5426","0.664958121102636","0.655084595390754","0.674831646814518"
"Gerade richtig","2013","2","6342","0.702788471204284","0.693655159728713","0.711921782679856"
"Gerade richtig","2013","3","6461","0.709154615708362","0.699944264142415","0.718364967274309"
"Gerade richtig","2013","4","7513","0.720995579659566","0.712439184857004","0.729551974462127"
"Gerade richtig","2013","5","6489","0.694121879838569","0.684785643226934","0.703458116450204"
"Viel zu gross","2013","1","54","0.00888065398372348","0.00691814787300419","0.0108431600944428"
"Viel zu gross","2013","2","55","0.0125205732939501","0.0102984954750273","0.014742651112873"
"Viel zu gross","2013","3","72","0.0158151697736275","0.0132849985302723","0.0183453410169828"
"Viel zu gross","2013","4","129","0.0202515732292837","0.0175643382565371","0.0229388082020302"
"Viel zu gross","2013","5","172","0.0265452615901062","0.0232881610637735","0.0298023621164389"
"Viel zu klein","2013","1","679","0.0550524122055885","0.0502813222674664","0.0598235021437106"
"Viel zu klein","2013","2","537","0.035896331516438","0.0321786684230288","0.0396139946098472"
"Viel zu klein","2013","3","303","0.0192772195103743","0.016488723798792","0.0220657152219566"
"Viel zu klein","2013","4","244","0.0113666478196808","0.00934431419369341","0.0133889814456681"
"Viel zu klein","2013","5","75","0.00649006941449786","0.00486305817376513","0.00811708065523058"
"Etwas zu gross","2014","1","306","0.073765208024771","0.067428285460925","0.080102130588617"
"Etwas zu gross","2014","2","430","0.0831318479666559","0.077019468209909","0.0892442277234029"
"Etwas zu gross","2014","3","734","0.122428512447802","0.115345632496306","0.129511392399299"
"Etwas zu gross","2014","4","1088","0.1427905018835","0.135800359929006","0.149780643837993"
"Etwas zu gross","2014","5","1285","0.160957133696789","0.153460014254977","0.168454253138601"
"Etwas zu klein","2014","1","1501","0.185036961293983","0.175622612828264","0.194451309759702"
"Etwas zu klein","2014","2","1739","0.173086584817874","0.164710619104458","0.181462550531289"
"Etwas zu klein","2014","3","1467","0.140746790738684","0.133232168138548","0.148261413338819"
"Etwas zu klein","2014","4","1599","0.132580180979652","0.125804595599211","0.139355766360093"
"Etwas zu klein","2014","5","1305","0.117283596699951","0.110719477227575","0.123847716172326"
"Gerade richtig","2014","1","4065","0.665646888279402","0.654209767510164","0.67708400904864"
"Gerade richtig","2014","2","5201","0.692875928904168","0.682662823065556","0.70308903474278"
"Gerade richtig","2014","3","5608","0.689863913086936","0.679868857641884","0.699858968531987"
"Gerade richtig","2014","4","6673","0.699031658536427","0.689867308305092","0.708196008767762"
"Gerade richtig","2014","5","6331","0.687297058410973","0.677839359882662","0.696754756939285"
"Viel zu gross","2014","1","33","0.0109318173102837","0.00841094198391514","0.0134526926366523"
"Viel zu gross","2014","2","62","0.0109270072916758","0.00862536432791882","0.0132286502554327"
"Viel zu gross","2014","3","80","0.0206132703758636","0.0175429909679955","0.0236835497837318"
"Viel zu gross","2014","4","111","0.0181285441996688","0.0154629033791634","0.0207941850201741"
"Viel zu gross","2014","5","175","0.0237175551554981","0.0206132104432151","0.026821899867781"
"Viel zu klein","2014","1","631","0.0646191250915599","0.0586588425296301","0.0705794076534897"
"Viel zu klein","2014","2","405","0.0399786310196264","0.035641249977178","0.0443160120620748"
"Viel zu klein","2014","3","338","0.0263475133507142","0.0228865328882896","0.0298084938131388"
"Viel zu klein","2014","4","152","0.00746911440075258","0.00574883329732792","0.00918939550417724"
"Viel zu klein","2014","5","134","0.0107446560367891","0.00864137308524479","0.0128479389883334"
"Etwas zu gross","2015","1","278","0.0750579645514586","0.0686828847137858","0.0814330443891314"
"Etwas zu gross","2015","2","391","0.0871294917447445","0.0806219479129559","0.0936370355765331"
"Etwas zu gross","2015","3","683","0.123692183669224","0.116466898552956","0.130917468785492"
"Etwas zu gross","2015","4","998","0.13734143108395","0.130431820863299","0.1442510413046"
"Etwas zu gross","2015","5","1343","0.154998504855647","0.147808328641521","0.162188681069772"
"Etwas zu klein","2015","1","1528","0.16374518274596","0.154791874011836","0.172698491480085"
"Etwas zu klein","2015","2","1689","0.182932571224925","0.174011759126363","0.191853383323488"
"Etwas zu klein","2015","3","1493","0.127484933910335","0.120165602408275","0.134804265412396"
"Etwas zu klein","2015","4","1458","0.120857987763887","0.114314632637314","0.12740134289046"
"Etwas zu klein","2015","5","1298","0.125639431316909","0.119054438526443","0.132224424107374"
"Gerade richtig","2015","1","4074","0.677728600266421","0.666421043743017","0.689036156789826"
"Gerade richtig","2015","2","4661","0.678605461304119","0.667829454798673","0.689381467809565"
"Gerade richtig","2015","3","5470","0.719298162320139","0.70943689750184","0.729159427138437"
"Gerade richtig","2015","4","6776","0.708928063191454","0.699809329204939","0.718046797177969"
"Gerade richtig","2015","5","6805","0.68407772597775","0.674841599122844","0.693313852832655"
"Viel zu gross","2015","1","41","0.00739364060899184","0.00532088703387515","0.00946639418410853"
"Viel zu gross","2015","2","52","0.0144395610747135","0.0116869265641129","0.0171921955853141"
"Viel zu gross","2015","3","72","0.0133152357544988","0.0107997656538026","0.015830705855195"
"Viel zu gross","2015","4","103","0.0192779949073357","0.0165178163030422","0.0220381735116292"
"Viel zu gross","2015","5","188","0.0262760930109028","0.0230981555044747","0.0294540305173309"
"Viel zu klein","2015","1","641","0.0760746118271678","0.0696600307163896","0.082489192937946"
"Viel zu klein","2015","2","422","0.0368929146514977","0.0325434210547434","0.0412424082482521"
"Viel zu klein","2015","3","258","0.0162094843458034","0.0134381339855176","0.0189808347060892"
"Viel zu klein","2015","4","198","0.0135945230533735","0.0112699509600402","0.0159190951467067"
"Viel zu klein","2015","5","98","0.00900824483879215","0.00713108111753221","0.0108854085600521"
"Etwas zu gross","2016","1","309","0.0616858763805318","0.0575388898993112","0.0658328628617524"
"Etwas zu gross","2016","2","326","0.0772680403178133","0.0707501509247619","0.0837859297108646"
"Etwas zu gross","2016","3","520","0.116897205513803","0.109298482011977","0.12449592901563"
"Etwas zu gross","2016","4","977","0.136528700046945","0.129538854472716","0.143518545621175"
"Etwas zu gross","2016","5","1383","0.161782444200177","0.15439018192711","0.169174706473243"
"Etwas zu klein","2016","1","3267","0.21204485487124","0.204999056016622","0.219090653725858"
"Etwas zu klein","2016","2","1465","0.177036031813634","0.167718722793841","0.186353340833428"
"Etwas zu klein","2016","3","1233","0.12737646837107","0.11949166241921","0.13526127432293"
"Etwas zu klein","2016","4","1378","0.124070255388178","0.117359056257009","0.130781454519347"
"Etwas zu klein","2016","5","1297","0.128466389597898","0.121749470397692","0.135183308798103"
"Gerade richtig","2016","1","7382","0.65481863275096","0.646623616673051","0.66301364882887"
"Gerade richtig","2016","2","4237","0.701330473565297","0.690158598572889","0.712502348557705"
"Gerade richtig","2016","3","4843","0.722436850001617","0.711846415058118","0.733027284945115"
"Gerade richtig","2016","4","6691","0.715444888792117","0.706259385903912","0.724630391680321"
"Gerade richtig","2016","5","6543","0.672168224845227","0.662745037915972","0.681591411774482"
"Viel zu gross","2016","1","71","0.00547086058910452","0.00419940204819416","0.00674231913001488"
"Viel zu gross","2016","2","33","0.0089955330556818","0.00669080062036292","0.0113002654910007"
"Viel zu gross","2016","3","55","0.0159510555136202","0.0129880257707756","0.0189140852564647"
"Viel zu gross","2016","4","90","0.0154370901343679","0.0129273075262084","0.0179468727425274"
"Viel zu gross","2016","5","193","0.0262923821425663","0.0230804782161602","0.0295042860689725"
"Viel zu klein","2016","1","1900","0.0659797754081631","0.0617007074888896","0.0702588433274366"
"Viel zu klein","2016","2","386","0.0353699212475736","0.0308610617504725","0.0398787807446747"
"Viel zu klein","2016","3","217","0.0173384205998899","0.0142513987542771","0.0204254424455026"
"Viel zu klein","2016","4","133","0.00851906563839202","0.00664808274872156","0.0103900485280625"
"Viel zu klein","2016","5","117","0.0112905592141321","0.00916963396925468","0.0134114844590094"
"Etwas zu gross","2017","1","342","0.0509337111517181","0.0473163445442701","0.0545510777591661"
"Etwas zu gross","2017","2","357","0.0841934411650107","0.0774626419117039","0.0909242404183174"
"Etwas zu gross","2017","3","573","0.10411233724122","0.0971260191561935","0.111098655326247"
"Etwas zu gross","2017","4","1058","0.127669650178034","0.121184043766512","0.134155256589557"
"Etwas zu gross","2017","5","1721","0.164398561706999","0.157719671335165","0.171077452078833"
"Etwas zu klein","2017","1","3510","0.180631652695009","0.174302025810601","0.186961279579418"
"Etwas zu klein","2017","2","1274","0.152255471985128","0.14354694733561","0.160963996634645"
"Etwas zu klein","2017","3","1373","0.146158488374134","0.138077376242198","0.15423960050607"
"Etwas zu klein","2017","4","1543","0.116781351925446","0.110539878464797","0.123022825386095"
"Etwas zu klein","2017","5","1582","0.127484078546266","0.121474135261587","0.133494021830944"
"Gerade richtig","2017","1","8143","0.674034821804679","0.666322797991865","0.681746845617494"
"Gerade richtig","2017","2","4453","0.714264324080069","0.703313738431594","0.725214909728544"
"Gerade richtig","2017","3","5061","0.703481109640657","0.69303335699259","0.713928862288725"
"Gerade richtig","2017","4","7255","0.725512113370363","0.716839495929965","0.734184730810762"
"Gerade richtig","2017","5","8167","0.673538884669298","0.665088961008247","0.68198880833035"
"Viel zu gross","2017","1","40","0.0091433445408592","0.007577316446367","0.0107093726353514"
"Viel zu gross","2017","2","","","",""
"Viel zu gross","2017","3","85","0.0217853359727693","0.0184459263489739","0.0251247455965646"
"Viel zu gross","2017","4","126","0.0167930201831656","0.0142958212235723","0.0192902191427589"
"Viel zu gross","2017","5","203","0.0234462061600423","0.0207194889819348","0.0261729233381498"
"Viel zu klein","2017","1","2156","0.085256469807734","0.0806617933284597","0.0898511462870083"
"Viel zu klein","2017","2","427","0.0420413797251735","0.0371768877868341","0.046905871663513"
"Viel zu klein","2017","3","249","0.0244627287712191","0.020928905207054","0.0279965523353842"
"Viel zu klein","2017","4","189","0.0132438643429908","0.0110221994953948","0.0154655291905867"
"Viel zu klein","2017","5","157","0.0111322689173945","0.00924159485752174","0.0130229429772673"
"Etwas zu gross","2018","1","375","0.048470091502342","0.0446698661672726","0.0522703168374114"
"Etwas zu gross","2018","2","310","0.0706361924828541","0.0643189080417264","0.0769534769239819"
"Etwas zu gross","2018","3","502","0.0980460146299069","0.0911156924380206","0.104976336821793"
"Etwas zu gross","2018","4","1018","0.134360338739492","0.127786274472606","0.140934403006378"
"Etwas zu gross","2018","5","1791","0.164249845093075","0.157641187931862","0.170858502254288"
"Etwas zu klein","2018","1","3155","0.187370550697656","0.180465638628297","0.194275462767015"
"Etwas zu klein","2018","2","1439","0.167068380877207","0.157870755437359","0.176266006317055"
"Etwas zu klein","2018","3","1194","0.133235150921024","0.125315494948814","0.141154806893233"
"Etwas zu klein","2018","4","1575","0.130556515747345","0.124061955030745","0.137051076463945"
"Etwas zu klein","2018","5","1527","0.113946188889119","0.108278546284985","0.119613831493254"
"Gerade richtig","2018","1","6816","0.676784462702122","0.668508233451598","0.685060691952646"
"Gerade richtig","2018","2","4037","0.713504265590783","0.70235666806875","0.724651863112815"
"Gerade richtig","2018","3","5059","0.72963376163641","0.719282936970766","0.739984586302055"
"Gerade richtig","2018","4","7452","0.706348090624321","0.697568876745993","0.715127304502649"
"Gerade richtig","2018","5","8398","0.690639545111294","0.682394735620973","0.698884354601614"
"Viel zu gross","2018","1","53","0.00765219757870788","0.00611019091335703","0.00919420424405872"
"Viel zu gross","2018","2","34","0.0053213413400226","0.00352753368807324","0.00711514899197195"
"Viel zu gross","2018","3","53","0.0132356986969761","0.0105723599169921","0.01589903747696"
"Viel zu gross","2018","4","123","0.0168312667503964","0.0143515489594785","0.0193109845413142"
"Viel zu gross","2018","5","202","0.0217119371027832","0.0191123452421809","0.0243115289633856"
"Viel zu klein","2018","1","1869","0.0797226975191721","0.0749296519791098","0.0845157430592343"
"Viel zu klein","2018","2","499","0.0434698197091334","0.038442144994663","0.0484974944236037"
"Viel zu klein","2018","3","265","0.0258493741156832","0.0221512257127078","0.0295475225186585"
"Viel zu klein","2018","4","170","0.0119037881384455","0.00981318287896481","0.0139943933979261"
"Viel zu klein","2018","5","156","0.00945248380372941","0.00772651424038339","0.0111784533670754"
"Etwas zu gross","2019","1","255","0.0469756398429397","0.0428375042909154","0.0511137753949639"
"Etwas zu gross","2019","2","340","0.0777892635763669","0.0709802592883066","0.0845982678644272"
"Etwas zu gross","2019","3","463","0.10017812826095","0.0927601773625437","0.107596079159356"
"Etwas zu gross","2019","4","1083","0.129956472233845","0.123436667499576","0.136476276968114"
"Etwas zu gross","2019","5","2530","0.164787968459119","0.159063814987612","0.170512121930626"
"Etwas zu klein","2019","1","2449","0.171352643131694","0.163982996941048","0.178722289322341"
"Etwas zu klein","2019","2","1332","0.161917536954111","0.152552726068062","0.17128234784016"
"Etwas zu klein","2019","3","1056","0.139801626748572","0.131233721676913","0.148369531820231"
"Etwas zu klein","2019","4","1432","0.131155885961099","0.124610579792913","0.137701192129286"
"Etwas zu klein","2019","5","1787","0.110273731836767","0.10544075859268","0.115106705080853"
"Gerade richtig","2019","1","5789","0.706423950439764","0.697517403147146","0.715330497732382"
"Gerade richtig","2019","2","3740","0.691324367375113","0.67958077964435","0.703067955105877"
"Gerade richtig","2019","3","4483","0.726099216471771","0.715080935408673","0.737117497534869"
"Gerade richtig","2019","4","7367","0.705137349623472","0.69629613600946","0.713978563237485"
"Gerade richtig","2019","5","11282","0.693987754689071","0.686877331408459","0.701098177969683"
"Viel zu gross","2019","1","43","0.00871322578073355","0.00689559570802806","0.010530855853439"
"Viel zu gross","2019","2","34","0.0103091094062438","0.00774126295132833","0.0128769558611593"
"Viel zu gross","2019","3","53","0.0100138571407908","0.00755386070036077","0.0124738535812208"
"Viel zu gross","2019","4","134","0.0160754418494855","0.0136369152263913","0.0185139684725796"
"Viel zu gross","2019","5","371","0.0239266845403423","0.0215687451899465","0.0262846238907381"
"Viel zu klein","2019","1","1507","0.0665345408048689","0.0616605010421463","0.0714085805675916"
"Viel zu klein","2019","2","498","0.0586597226881651","0.0526859043175481","0.0646335410587821"
"Viel zu klein","2019","3","238","0.0239071713779165","0.0201329368485629","0.0276814059072701"
"Viel zu klein","2019","4","202","0.0176748503320981","0.0151199695128633","0.0202297311513329"
"Viel zu klein","2019","5","166","0.00702386047470132","0.00573529202714505","0.00831242892225758"
"Etwas zu gross","2020","1","219","0.0642109650816012","0.0593440838961823","0.0690778462670201"
"Etwas zu gross","2020","2","274","0.0708788654990439","0.0650073016813099","0.0767504293167778"
"Etwas zu gross","2020","3","440","0.0876036552986804","0.0807174322311556","0.0944898783662052"
"Etwas zu gross","2020","4","1090","0.133668648770663","0.12715877920539","0.140178518335935"
"Etwas zu gross","2020","5","2334","0.156362612859888","0.15068553628419","0.162039689435585"
"Etwas zu klein","2020","1","2365","0.19152127114921","0.183708592233753","0.199333950064666"
"Etwas zu klein","2020","2","1746","0.178751878430246","0.169985469225992","0.1875182876345"
"Etwas zu klein","2020","3","1218","0.171451116081983","0.162270804294319","0.180631427869647"
"Etwas zu klein","2020","4","1618","0.128457970808428","0.122057083388866","0.13485885822799"
"Etwas zu klein","2020","5","1926","0.122584468403831","0.117458206783814","0.127710730023848"
"Gerade richtig","2020","1","5635","0.668980569127493","0.659637476274593","0.678323661980394"
"Gerade richtig","2020","2","4568","0.711186139657819","0.700816590015267","0.721555689300371"
"Gerade richtig","2020","3","4377","0.701933711342762","0.690792493015109","0.713074929670416"
"Gerade richtig","2020","4","7437","0.705170858062182","0.696448219545715","0.71389349657865"
"Gerade richtig","2020","5","10946","0.686982103068414","0.679733777700699","0.69423042843613"
"Viel zu gross","2020","1","31","0.00681970390927556","0.0051856966695486","0.00845371114900251"
"Viel zu gross","2020","2","32","0.00839424498204284","0.00630677818445595","0.0104817117796297"
"Viel zu gross","2020","3","62","0.0135492542805535","0.010733312937803","0.0163651956233039"
"Viel zu gross","2020","4","118","0.0201371755394719","0.0174499915027955","0.0228243595761482"
"Viel zu gross","2020","5","363","0.0266178664120326","0.0241018776924174","0.0291338551316479"
"Viel zu klein","2020","1","1495","0.0684674907324202","0.0634533284808264","0.073481652984014"
"Viel zu klein","2020","2","718","0.0307888714308484","0.0268364311345578","0.034741311727139"
"Viel zu klein","2020","3","378","0.0254622629960211","0.0216254022712133","0.0292991237208288"
"Viel zu klein","2020","4","234","0.0125653468192548","0.0104344770176457","0.014696216620864"
"Viel zu klein","2020","5","154","0.00745294925583424","0.00610857552547645","0.00879732298619202"
