year,bula_h,pgisced97,pli0082,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,Hamburg,First Stage of Tertiary Education,Seldom,0.2,18165,0.19418300940553385,0.20581699059446618
1990,Hamburg,First Stage of Tertiary Education,At least once per week,0.06666666666666667,18165,0.06303913569557018,0.07029419763776315
1990,Hamburg,Second Stage of Tertiary Education,At least once per month,0.7857142857142857,18165,0.7797471309135298,0.7916814405150416
1990,Hamburg,Second Stage of Tertiary Education,Seldom,0.21428571428571427,18165,0.2083185594849583,0.22025286908647024
1990,Lower Saxony,Pre-primary Level,At least once per month,0.6,18165,0.5928756706024945,0.6071243293975055
1990,Lower Saxony,Pre-primary Level,Seldom,0.4,18165,0.39287567060249445,0.4071243293975056
1990,Lower Saxony,Primary Level,Seldom,0.5714285714285714,18165,0.564231911959453,0.5786252308976898
1990,Lower Saxony,Primary Level,At least once per month,0.19047619047619047,18165,0.18476569841804558,0.19618668253433535
1990,Lower Saxony,Primary Level,Never,0.19047619047619047,18165,0.18476569841804558,0.19618668253433535
1990,Lower Saxony,Primary Level,At least once per week,0.047619047619047616,18165,0.044522098477689696,0.050715996760405536
1990,Lower Saxony,Lower Secondary Level,Seldom,0.45726495726495725,18165,0.4500203263939052,0.4645095881360093
1990,Lower Saxony,Lower Secondary Level,At least once per month,0.3247863247863248,18165,0.31797615636589766,0.33159649320675194
1990,Lower Saxony,Lower Secondary Level,Never,0.18803418803418803,18165,0.18235186850278293,0.19371650756559314
1990,Lower Saxony,Lower Secondary Level,At least once per week,0.02564102564102564,18165,0.023342414213098326,0.027939637068952954
1990,Lower Saxony,Lower Secondary Level,Daily,0.004273504273504274,18165,0.0033248663696689444,0.005222142177339604
1990,Lower Saxony,Upper Secondary Level,Seldom,0.5060240963855421,18165,0.49875338590426327,0.5132948068668209
1990,Lower Saxony,Upper Secondary Level,At least once per month,0.3413654618473896,18165,0.33446988806061306,0.3482610356341661
1990,Lower Saxony,Upper Secondary Level,Never,0.08433734939759036,18165,0.08029609589498238,0.08837860290019833
1990,Lower Saxony,Upper Secondary Level,At least once per week,0.06626506024096386,18165,0.06264769406111588,0.06988242642081184
1990,Lower Saxony,Upper Secondary Level,Daily,0.002008032128514056,18165,0.001357022784843117,0.002659041472184995
1990,Lower Saxony,Post-secondary Non-tertiary Level,At least once per month,0.5,18165,0.49272876175691727,0.5072712382430827
1990,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.4090909090909091,18165,0.40194086663957745,0.4162409515422408
1990,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.045454545454545456,18165,0.0424253636686378,0.04848372724045311
1990,Lower Saxony,Post-secondary Non-tertiary Level,At least once per week,0.045454545454545456,18165,0.0424253636686378,0.04848372724045311
1990,Lower Saxony,First Stage of Tertiary Education,Seldom,0.5,18165,0.49272876175691727,0.5072712382430827
1990,Lower Saxony,First Stage of Tertiary Education,At least once per month,0.3333333333333333,18165,0.32647794417425763,0.340188722492409
1990,Lower Saxony,First Stage of Tertiary Education,At least once per week,0.12121212121212122,18165,0.11646584044958308,0.12595840197465935
1990,Lower Saxony,First Stage of Tertiary Education,Never,0.045454545454545456,18165,0.0424253636686378,0.04848372724045311
1990,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.5,18165,0.49272876175691727,0.5072712382430827
1990,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.35526315789473684,18165,0.34830323064499735,0.3622230851444763
1990,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.13157894736842105,18165,0.12666311861224833,0.13649477612459376
1990,Lower Saxony,Second Stage of Tertiary Education,Never,0.013157894736842105,18165,0.011500769201189852,0.014815020272494357
1990,Bremen,Primary Level,Never,0.5,18165,0.49272876175691727,0.5072712382430827
1990,Bremen,Primary Level,Daily,0.5,18165,0.49272876175691727,0.5072712382430827
1990,Bremen,Lower Secondary Level,Never,0.3548387096774194,18165,0.34788065212159197,0.3617967672332468
1990,Bremen,Lower Secondary Level,At least once per month,0.3225806451612903,18165,0.3157825643360121,0.32937872598656853
1990,Bremen,Lower Secondary Level,Seldom,0.25806451612903225,18165,0.2517011693999346,0.2644278628581299
1990,Bremen,Lower Secondary Level,At least once per week,0.06451612903225806,18165,0.060943477376903324,0.0680887806876128
1990,Bremen,Upper Secondary Level,Seldom,0.3888888888888889,18165,0.38179946037385615,0.39597831740392164
1990,Bremen,Upper Secondary Level,At least once per month,0.3888888888888889,18165,0.38179946037385615,0.39597831740392164
1990,Bremen,Upper Secondary Level,At least once per week,0.1111111111111111,18165,0.10654085167172733,0.11568137055049488
1990,Bremen,Upper Secondary Level,Never,0.09259259259259259,18165,0.0883773007057443,0.09680788447944087
1990,Bremen,Upper Secondary Level,Daily,0.018518518518518517,18165,0.016557947650341437,0.020479089386695598
1990,Bremen,Post-secondary Non-tertiary Level,Seldom,0.5,18165,0.49272876175691727,0.5072712382430827
1990,Bremen,Post-secondary Non-tertiary Level,At least once per month,0.5,18165,0.49272876175691727,0.5072712382430827
1990,Bremen,First Stage of Tertiary Education,At least once per month,0.5,18165,0.49272876175691727,0.5072712382430827
1990,Bremen,First Stage of Tertiary Education,At least once per week,0.25,18165,0.24370292296452145,0.25629707703547855
1990,Bremen,First Stage of Tertiary Education,Seldom,0.25,18165,0.24370292296452145,0.25629707703547855
1990,Bremen,Second Stage of Tertiary Education,At least once per month,0.5,18165,0.49272876175691727,0.5072712382430827
1990,Bremen,Second Stage of Tertiary Education,Seldom,0.25,18165,0.24370292296452145,0.25629707703547855
1990,Bremen,Second Stage of Tertiary Education,At least once per week,0.25,18165,0.24370292296452145,0.25629707703547855
1990,North Rhine-Westphalia,Pre-primary Level,Seldom,0.6764705882352942,18165,0.6696672867993765,0.6832738896712118
1990,North Rhine-Westphalia,Pre-primary Level,At least once per month,0.20588235294117646,18165,0.20000217653323807,0.21176252934911485
1990,North Rhine-Westphalia,Pre-primary Level,Never,0.058823529411764705,18165,0.05540177023854931,0.0622452885849801
1990,North Rhine-Westphalia,Pre-primary Level,At least once per week,0.029411764705882353,18165,0.026954700964394604,0.0318688284473701
1990,North Rhine-Westphalia,Pre-primary Level,Daily,0.029411764705882353,18165,0.026954700964394604,0.0318688284473701
1990,North Rhine-Westphalia,Primary Level,Seldom,0.4918032786885246,18165,0.48453301756541445,0.4990735398116347
1990,North Rhine-Westphalia,Primary Level,Never,0.34972677595628415,18165,0.3427917075662759,0.3566618443462924
1990,North Rhine-Westphalia,Primary Level,At least once per month,0.12021857923497267,18165,0.1154891192106386,0.12494803925930674
1990,North Rhine-Westphalia,Primary Level,At least once per week,0.03825136612021858,18165,0.03546208277004177,0.04104064947039539
1990,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.54,18165,0.5327520670676457,0.5472479329323544
1990,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.23833333333333334,18165,0.23213730723136933,0.24452935943529736
1990,North Rhine-Westphalia,Lower Secondary Level,Never,0.16,18165,0.15466864005680253,0.16533135994319748
1990,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.051666666666666666,18165,0.04844764351659823,0.054885689816735105
1990,North Rhine-Westphalia,Lower Secondary Level,Daily,0.01,18165,0.008553041859184698,0.011446958140815302
1990,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.5453047775947282,18165,0.5380634496353309,0.5525461055541254
1990,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.2957166392092257,18165,0.2890799731559065,0.3023533052625449
1990,North Rhine-Westphalia,Upper Secondary Level,Never,0.08731466227347612,18165,0.08320938498744185,0.09141993955951039
1990,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.06919275123558484,18165,0.06550213788632067,0.07288336458484901
1990,North Rhine-Westphalia,Upper Secondary Level,Daily,0.002471169686985173,18165,0.0017491444421911715,0.003193194931779174
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.4470588235294118,18165,0.43982845935993214,0.45428918769889143
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per month,0.3411764705882353,18165,0.3342818168979979,0.3480711242784727
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.11764705882352941,18165,0.11296162210972867,0.12233249553733015
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per week,0.09411764705882353,18165,0.08987135559534568,0.09836393852230138
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.5111111111111111,18165,0.5038416684572008,0.5183805537650213
1990,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.3925925925925926,18165,0.38549110287181027,0.39969408231337494
1990,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per week,0.05925925925925926,18165,0.0558256453803678,0.06269287313815072
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.037037037037037035,18165,0.03429065291189178,0.03978342116218229
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.4696969696969697,18165,0.4624390977119593,0.47695484168198016
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.41919191919191917,18165,0.41201627086093673,0.4263675675229016
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.07575757575757576,18165,0.0719094934350046,0.07960565808014691
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.030303030303030304,18165,0.02781016151791188,0.03279589908814873
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Daily,0.005050505050505051,18165,0.004019629372807615,0.006081380728202487
1990,Hesse,Pre-primary Level,Seldom,0.6666666666666666,18165,0.6598112775075909,0.6735220558257423
1990,Hesse,Pre-primary Level,At least once per month,0.2222222222222222,18165,0.21617633727039473,0.2282681071740497
1990,Hesse,Pre-primary Level,At least once per week,0.1111111111111111,18165,0.10654085167172733,0.11568137055049488
1990,Hesse,Primary Level,Never,0.5588235294117647,18165,0.5516027864896201,0.5660442723339093
1990,Hesse,Primary Level,Seldom,0.3088235294117647,18165,0.302104786338056,0.31554227248547345
1990,Hesse,Primary Level,At least once per month,0.07352941176470588,18165,0.06973377421458803,0.07732504931482374
1990,Hesse,Primary Level,At least once per week,0.058823529411764705,18165,0.05540177023854931,0.0622452885849801
1990,Hesse,Lower Secondary Level,Seldom,0.45525291828793774,18165,0.4480108570032545,0.462494979572621
1990,Hesse,Lower Secondary Level,Never,0.2490272373540856,18165,0.24273834894779941,0.2553161257603718
1990,Hesse,Lower Secondary Level,At least once per month,0.22957198443579765,18165,0.22345603553944288,0.23568793333215243
1990,Hesse,Lower Secondary Level,At least once per week,0.0622568093385214,18165,0.05874303586789906,0.06577058280914375
1990,Hesse,Lower Secondary Level,Daily,0.0038910505836575876,18165,0.002985682397748456,0.00479641876956672
1990,Hesse,Upper Secondary Level,Seldom,0.4577777777777778,18165,0.45053251102354974,0.4650230445320058
1990,Hesse,Upper Secondary Level,At least once per month,0.33555555555555555,18165,0.32868882629819585,0.34242228481291526
1990,Hesse,Upper Secondary Level,Never,0.1111111111111111,18165,0.10654085167172733,0.11568137055049488
1990,Hesse,Upper Secondary Level,At least once per week,0.08666666666666667,18165,0.08257519949484811,0.09075813383848523
1990,Hesse,Upper Secondary Level,Daily,0.008888888888888889,18165,0.007523918338356658,0.01025385943942112
1990,Hesse,Post-secondary Non-tertiary Level,Seldom,0.47058823529411764,18165,0.46332958794921403,0.47784688263902125
1990,Hesse,Post-secondary Non-tertiary Level,At least once per month,0.35294117647058826,18165,0.34599155073693394,0.3598908022042426
1990,Hesse,Post-secondary Non-tertiary Level,At least once per week,0.11764705882352941,18165,0.11296162210972867,0.12233249553733015
1990,Hesse,Post-secondary Non-tertiary Level,Never,0.058823529411764705,18165,0.05540177023854931,0.0622452885849801
1990,Hesse,First Stage of Tertiary Education,Seldom,0.4634146341463415,18165,0.4561628869715839,0.47066638132109906
1990,Hesse,First Stage of Tertiary Education,At least once per month,0.36585365853658536,18165,0.3588490024528695,0.3728583146203012
1990,Hesse,First Stage of Tertiary Education,Never,0.12195121951219512,18165,0.11719249278279148,0.12670994624159876
1990,Hesse,First Stage of Tertiary Education,At least once per week,0.04878048780487805,18165,0.045647910372438816,0.051913065237317285
1990,Hesse,Second Stage of Tertiary Education,At least once per month,0.4819277108433735,18165,0.4746612238364454,0.4891941978503016
1990,Hesse,Second Stage of Tertiary Education,Seldom,0.37349397590361444,18165,0.36645932101067136,0.3805286307965575
1990,Hesse,Second Stage of Tertiary Education,At least once per week,0.14457831325301204,18165,0.1394640853750196,0.1496925411310045
1990,"Rhineland-Palatinate, Saarland",Pre-primary Level,Seldom,0.5,18165,0.49272876175691727,0.5072712382430827
1990,"Rhineland-Palatinate, Saarland",Pre-primary Level,At least once per month,0.5,18165,0.49272876175691727,0.5072712382430827
1990,"Rhineland-Palatinate, Saarland",Primary Level,Seldom,0.5833333333333334,18165,0.5761637957386663,0.5905028709280005
1990,"Rhineland-Palatinate, Saarland",Primary Level,At least once per month,0.19444444444444445,18165,0.18868893344228507,0.20019995544660382
1990,"Rhineland-Palatinate, Saarland",Primary Level,Never,0.16666666666666666,18165,0.1612470056692903,0.17208632766404303
1990,"Rhineland-Palatinate, Saarland",Primary Level,At least once per week,0.05555555555555555,18165,0.05222443518830437,0.05888667592280673
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.4807692307692308,18165,0.4735033726513709,0.4880350888870907
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per month,0.23557692307692307,18165,0.22940569443082998,0.24174815172301617
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.20192307692307693,18165,0.1960852162681477,0.20776093757800615
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.07692307692307693,18165,0.07304795259355167,0.08079820125260219
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Daily,0.004807692307692308,18165,0.003801779800585777,0.0058136048147988395
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.48909657320872274,18165,0.48182706404941006,0.4963660823680354
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.29906542056074764,18165,0.292407168787378,0.3057236723341173
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.10903426791277258,18165,0.10450163678893853,0.11356689903660663
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.102803738317757,18165,0.09838715373935987,0.10722032289615414
1990,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,At least once per month,0.5333333333333333,18165,0.5260782713911404,0.5405883952755263
1990,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Seldom,0.3333333333333333,18165,0.32647794417425763,0.340188722492409
1990,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,0.13333333333333333,18165,0.12838984190807187,0.1382768247585948
1990,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.44,18165,0.43278130451208763,0.4472186954879124
1990,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,At least once per month,0.36,18165,0.35301961128664056,0.3669803887133594
1990,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,0.16,18165,0.15466864005680253,0.16533135994319748
1990,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,At least once per week,0.04,18165,0.03715026824099778,0.042849731759002224
1990,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,At least once per month,0.5365853658536586,18165,0.529333618678901,0.5438371130284161
1990,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.3170731707317073,18165,0.310306030045933,0.32384031141748165
1990,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,At least once per week,0.0975609756097561,18165,0.09324593019181512,0.10187602102769708
1990,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Daily,0.024390243902439025,18165,0.02214695860898903,0.02663352919588902
1990,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.024390243902439025,18165,0.02214695860898903,0.02663352919588902
1990,Baden-Wuerttemberg,Pre-primary Level,Seldom,0.7777777777777778,18165,0.7717318928259503,0.7838236627296052
1990,Baden-Wuerttemberg,Pre-primary Level,At least once per month,0.2222222222222222,18165,0.21617633727039473,0.2282681071740497
1990,Baden-Wuerttemberg,Primary Level,Seldom,0.5248618784530387,18165,0.5175996346667587,0.5321241222393186
1990,Baden-Wuerttemberg,Primary Level,Never,0.23756906077348067,18165,0.23137987431900606,0.24375824722795528
1990,Baden-Wuerttemberg,Primary Level,At least once per month,0.16574585635359115,18165,0.160338202351073,0.17115351035610932
1990,Baden-Wuerttemberg,Primary Level,At least once per week,0.06629834254143646,18165,0.06268013253210071,0.06991655255077221
1990,Baden-Wuerttemberg,Primary Level,Daily,0.0055248618784530384,18165,0.004446918254665475,0.006602805502240602
1990,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.5151515151515151,18165,0.5078836161684217,0.5224194141346086
1990,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.23434343434343435,18165,0.22818341932609257,0.24050344936077614
1990,Baden-Wuerttemberg,Lower Secondary Level,Never,0.1898989898989899,18165,0.18419512428932497,0.19560285550865483
1990,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.05656565656565657,18165,0.053206187648036106,0.05992512548327703
1990,Baden-Wuerttemberg,Lower Secondary Level,Daily,0.00404040404040404,18165,0.0031178928802110574,0.004962915200597023
1990,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.4987309644670051,18165,0.4914597496439086,0.5060021792901016
1990,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.3286802030456853,18165,0.3218491151911632,0.33551129090020737
1990,Baden-Wuerttemberg,Upper Secondary Level,Never,0.09137055837563451,18165,0.08718035683558653,0.0955607599156825
1990,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.0799492385786802,18165,0.07600510667364714,0.08389337048371327
1990,Baden-Wuerttemberg,Upper Secondary Level,Daily,0.0012690355329949238,18165,0.0007513100774111046,0.0017867609885787428
1990,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,At least once per month,0.4727272727272727,18165,0.46546685925972114,0.4799876861948243
1990,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.4,18165,0.39287567060249445,0.4071243293975056
1990,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.07272727272727272,18165,0.0689507616363739,0.07650378381817155
1990,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,At least once per week,0.05454545454545454,18165,0.05124299139825968,0.05784791769264941
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.4897959183673469,18165,0.48252619449234124,0.4970656422423526
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,At least once per month,0.42857142857142855,18165,0.4213747691023102,0.4357680880405469
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,At least once per week,0.05102040816326531,18165,0.047820490740713935,0.05422032558581668
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.02040816326530612,18165,0.01835197484555802,0.022464351685054222
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,Daily,0.01020408163265306,18165,0.008742583846957072,0.011665579418349049
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.5102040816326531,18165,0.5029343577576474,0.5174738055076588
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.3163265306122449,18165,0.30956366834223475,0.3230893928822551
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.14285714285714285,18165,0.13776833614463888,0.14794594956964682
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.02040816326530612,18165,0.01835197484555802,0.022464351685054222
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,Daily,0.01020408163265306,18165,0.008742583846957072,0.011665579418349049
1990,Bavaria,Pre-primary Level,Seldom,0.5238095238095238,18165,0.5165465342795255,0.5310725133395222
1990,Bavaria,Pre-primary Level,At least once per month,0.42857142857142855,18165,0.4213747691023102,0.4357680880405469
1990,Bavaria,Pre-primary Level,At least once per week,0.047619047619047616,18165,0.044522098477689696,0.050715996760405536
1990,Bavaria,Primary Level,Seldom,0.4666666666666667,18165,0.45941160472447373,0.4739217286088596
1990,Bavaria,Primary Level,At least once per month,0.31666666666666665,18165,0.30990185284375477,0.32343148048957854
1990,Bavaria,Primary Level,Never,0.15,18165,0.14480729725001412,0.15519270274998587
1990,Bavaria,Primary Level,At least once per week,0.06666666666666667,18165,0.06303913569557018,0.07029419763776315
1990,Bavaria,Lower Secondary Level,Seldom,0.4791666666666667,18165,0.4719017430042306,0.48643159032910277
1990,Bavaria,Lower Secondary Level,At least once per month,0.2838541666666667,18165,0.27729744509736326,0.2904108882359701
1990,Bavaria,Lower Secondary Level,Never,0.1484375,18165,0.14326716777466597,0.15360783222533403
1990,Bavaria,Lower Secondary Level,At least once per week,0.08333333333333333,18165,0.07931400516440193,0.08735266150226473
1990,Bavaria,Lower Secondary Level,Daily,0.005208333333333333,18165,0.00416155716846915,0.006255109498197516
1990,Bavaria,Upper Secondary Level,Seldom,0.4931506849315068,18165,0.4858801289533323,0.5004212409096813
1990,Bavaria,Upper Secondary Level,At least once per month,0.3561643835616438,18165,0.3492005062195267,0.36312826090376094
1990,Bavaria,Upper Secondary Level,At least once per week,0.09713574097135741,18165,0.09282909542007088,0.10144238652264394
1990,Bavaria,Upper Secondary Level,Never,0.053549190535491904,18165,0.05027530230307181,0.056823078767912
1990,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.46938775510204084,18165,0.46213015754719544,0.47664535265688623
1990,Bavaria,Post-secondary Non-tertiary Level,At least once per month,0.32653061224489793,18165,0.3197110067583197,0.33335021773147616
1990,Bavaria,Post-secondary Non-tertiary Level,At least once per week,0.14285714285714285,18165,0.13776833614463888,0.14794594956964682
1990,Bavaria,Post-secondary Non-tertiary Level,Never,0.061224489795918366,18165,0.05773805270336524,0.06471092688847149
1990,Bavaria,First Stage of Tertiary Education,Seldom,0.4666666666666667,18165,0.45941160472447373,0.4739217286088596
1990,Bavaria,First Stage of Tertiary Education,At least once per month,0.35555555555555557,18165,0.34859434377049964,0.3625167673406115
1990,Bavaria,First Stage of Tertiary Education,At least once per week,0.15555555555555556,18165,0.15028487524969772,0.1608262358614134
1990,Bavaria,First Stage of Tertiary Education,Never,0.011111111111111112,18165,0.009586739457957096,0.012635482764265127
1990,Bavaria,First Stage of Tertiary Education,Daily,0.011111111111111112,18165,0.009586739457957096,0.012635482764265127
1990,Bavaria,Second Stage of Tertiary Education,At least once per month,0.48120300751879697,18165,0.4739369093409981,0.48846910569659585
1990,Bavaria,Second Stage of Tertiary Education,Seldom,0.3308270676691729,18165,0.32398467378479834,0.3376694615535475
1990,Bavaria,Second Stage of Tertiary Education,At least once per week,0.15037593984962405,18165,0.1451778839105833,0.1555739957886648
1990,Bavaria,Second Stage of Tertiary Education,Never,0.03759398496240601,18165,0.03482782866070828,0.04036014126410375
1990,Berlin,Pre-primary Level,At least once per month,0.6666666666666666,18165,0.6598112775075909,0.6735220558257423
1990,Berlin,Pre-primary Level,Seldom,0.3333333333333333,18165,0.32647794417425763,0.340188722492409
1990,Berlin,Primary Level,Never,0.6153846153846154,18165,0.6083096386898885,0.6224595920793423
