"pli0082","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","2018","(Fach-)Abitur","Laendlicher Raum","39","0.263262390910588","0.192548328485627","0.333976453335549"
"Min 1x pro Monat","2018","AkademikerIn","Staedtischer Raum","123","0.253125925168366","0.212499018253022","0.293752832083709"
"Min 1x pro Monat","2018","AkademikerIn","Laendlicher Raum","39","0.317469216706991","0.238358703378881","0.396579730035101"
"Seltener","2018","(noch) kein Abschluss","Staedtischer Raum","286","0.330770004030129","0.298742611373931","0.362797396686326"
"Seltener","2018","(noch) kein Abschluss","Laendlicher Raum","135","0.405903910954686","0.352350542283785","0.459457279625588"
"Seltener","2018","Hauptschule","Staedtischer Raum","159","0.312759147969664","0.271327229128042","0.354191066811286"
"Seltener","2018","Hauptschule","Laendlicher Raum","79","0.302266773867261","0.238936361776673","0.365597185957849"
"Seltener","2018","Realschule","Staedtischer Raum","5","","",""
"Seltener","2018","Realschule","Laendlicher Raum","1","","",""
"Seltener","2018","(Fach-)Abitur","Staedtischer Raum","169","0.383527839860072","0.335269656521627","0.431786023198517"
"Seltener","2018","(Fach-)Abitur","Laendlicher Raum","57","0.415115264284538","0.335997418815939","0.494233109753138"
"Seltener","2018","AkademikerIn","Staedtischer Raum","140","0.310140536873238","0.266920878173132","0.353360195573344"
"Seltener","2018","AkademikerIn","Laendlicher Raum","46","0.335256003843825","0.255025824255425","0.415486183432224"
"Nie","2018","(noch) kein Abschluss","Staedtischer Raum","194","0.272505663183611","0.242196538081467","0.302814788285755"
"Nie","2018","(noch) kein Abschluss","Laendlicher Raum","62","0.217165347792895","0.172200087218903","0.262130608366887"
"Nie","2018","Hauptschule","Staedtischer Raum","94","0.209695102915088","0.173314739460801","0.246075466369375"
"Nie","2018","Hauptschule","Laendlicher Raum","36","0.174837986899125","0.122458659384429","0.227217314413821"
"Nie","2018","Realschule","Staedtischer Raum","1","","",""
"Nie","2018","Realschule","Laendlicher Raum","","","",""
"Nie","2018","(Fach-)Abitur","Staedtischer Raum","56","0.161767078029346","0.125220794855689","0.198313361203003"
"Nie","2018","(Fach-)Abitur","Laendlicher Raum","28","","",""
"Nie","2018","AkademikerIn","Staedtischer Raum","77","0.240818522605928","0.200866433058321","0.280770612153535"
"Nie","2018","AkademikerIn","Laendlicher Raum","19","","",""
"Taeglich","2019","(noch) kein Abschluss","Staedtischer Raum","21","","",""
"Taeglich","2019","(noch) kein Abschluss","Laendlicher Raum","10","","",""
"Taeglich","2019","Hauptschule","Staedtischer Raum","23","","",""
"Taeglich","2019","Hauptschule","Laendlicher Raum","8","","",""
"Taeglich","2019","Realschule","Staedtischer Raum","7","","",""
"Taeglich","2019","Realschule","Laendlicher Raum","11","","",""
"Taeglich","2019","(Fach-)Abitur","Staedtischer Raum","22","","",""
"Taeglich","2019","(Fach-)Abitur","Laendlicher Raum","4","","",""
"Taeglich","2019","AkademikerIn","Staedtischer Raum","20","","",""
"Taeglich","2019","AkademikerIn","Laendlicher Raum","5","","",""
"Min 1x pro Woche","2019","(noch) kein Abschluss","Staedtischer Raum","134","0.0479544828938629","0.0367379104287706","0.0591710553589552"
"Min 1x pro Woche","2019","(noch) kein Abschluss","Laendlicher Raum","52","0.0427284837373355","0.0256388300385801","0.0598181374360908"
"Min 1x pro Woche","2019","Hauptschule","Staedtischer Raum","227","0.0351638005713344","0.0295985474198555","0.0407290537228133"
"Min 1x pro Woche","2019","Hauptschule","Laendlicher Raum","117","0.0367587616198621","0.0294965250924838","0.0440209981472404"
"Min 1x pro Woche","2019","Realschule","Staedtischer Raum","185","0.0418403842148074","0.0353704485784901","0.0483103198511247"
"Min 1x pro Woche","2019","Realschule","Laendlicher Raum","149","0.0577093465152292","0.04930292048063","0.0661157725498284"
"Min 1x pro Woche","2019","(Fach-)Abitur","Staedtischer Raum","207","0.0408339075924029","0.0340714038003301","0.0475964113844757"
"Min 1x pro Woche","2019","(Fach-)Abitur","Laendlicher Raum","84","0.0476134140304706","0.0357031825025869","0.0595236455583543"
"Min 1x pro Woche","2019","AkademikerIn","Staedtischer Raum","418","0.0632383062305388","0.0567175987991764","0.0697590136619011"
"Min 1x pro Woche","2019","AkademikerIn","Laendlicher Raum","150","0.0532691685173544","0.043526502658142","0.0630118343765668"
"Min 1x pro Monat","2019","(noch) kein Abschluss","Staedtischer Raum","399","0.178553995542046","0.158449600869361","0.19865839021473"
"Min 1x pro Monat","2019","(noch) kein Abschluss","Laendlicher Raum","162","0.261798647322947","0.224651277397634","0.29894601724826"
"Min 1x pro Monat","2019","Hauptschule","Staedtischer Raum","994","0.226256927673905","0.213615109051118","0.238898746296692"
"Min 1x pro Monat","2019","Hauptschule","Laendlicher Raum","628","0.225529529939802","0.209399819951009","0.241659239928595"
"Min 1x pro Monat","2019","Realschule","Staedtischer Raum","1249","0.327049087180265","0.311889709920559","0.342208464439972"
"Min 1x pro Monat","2019","Realschule","Laendlicher Raum","937","0.280011466280687","0.263825203973996","0.296197728587378"
"Min 1x pro Monat","2019","(Fach-)Abitur","Staedtischer Raum","1193","0.338395604250134","0.322227403625299","0.354563804874969"
"Min 1x pro Monat","2019","(Fach-)Abitur","Laendlicher Raum","436","0.342902770819998","0.316353706309572","0.369451835330425"
"Min 1x pro Monat","2019","AkademikerIn","Staedtischer Raum","2462","0.457983090886793","0.444634937820116","0.471331243953471"
"Min 1x pro Monat","2019","AkademikerIn","Laendlicher Raum","922","0.413950568829929","0.392582368092226","0.435318769567632"
"Seltener","2019","(noch) kein Abschluss","Staedtischer Raum","572","0.563955870414219","0.537924053148223","0.589987687680216"
"Seltener","2019","(noch) kein Abschluss","Laendlicher Raum","212","0.366961369196667","0.326234386728376","0.407688351664958"
"Seltener","2019","Hauptschule","Staedtischer Raum","2161","0.527140879459651","0.512056082849134","0.542225676070168"
"Seltener","2019","Hauptschule","Laendlicher Raum","1287","0.509866987846863","0.49057362890348","0.529160346790245"
"Seltener","2019","Realschule","Staedtischer Raum","1980","0.539057737439235","0.52295038713772","0.55516508774075"
"Seltener","2019","Realschule","Laendlicher Raum","1639","0.585751783083362","0.567994234576479","0.603509331590246"
"Seltener","2019","(Fach-)Abitur","Staedtischer Raum","1615","0.542095686213891","0.525071142333428","0.559120230094354"
"Seltener","2019","(Fach-)Abitur","Laendlicher Raum","622","0.529246103821513","0.501328720870655","0.557163486772372"
"Seltener","2019","AkademikerIn","Staedtischer Raum","2245","0.434311046340506","0.421031619658185","0.447590473022827"
"Seltener","2019","AkademikerIn","Laendlicher Raum","875","0.48577172751402","0.464088662031785","0.507454792996255"
"Nie","2019","(noch) kein Abschluss","Staedtischer Raum","268","0.207913171377802","0.186610007836461","0.229216334919143"
"Nie","2019","(noch) kein Abschluss","Laendlicher Raum","102","0.315786338974193","0.276508327479313","0.355064350469074"
"Nie","2019","Hauptschule","Staedtischer Raum","803","0.209977177282054","0.197671200513385","0.222283154050724"
"Nie","2019","Hauptschule","Laendlicher Raum","539","0.227256451100187","0.21108316667449","0.243429735525884"
"Nie","2019","Realschule","Staedtischer Raum","258","0.0906493984800086","0.0813718904351531","0.0999269065248641"
"Nie","2019","Realschule","Laendlicher Raum","220","0.074718916614446","0.0652402335750838","0.0841975996538082"
"Nie","2019","(Fach-)Abitur","Staedtischer Raum","253","0.0755935618586002","0.0665607278945076","0.0846263958226928"
"Nie","2019","(Fach-)Abitur","Laendlicher Raum","82","0.0785365779394424","0.0634904779104467","0.093582677968438"
"Nie","2019","AkademikerIn","Staedtischer Raum","207","0.0437480014430828","0.0382683198285685","0.049227683057597"
"Nie","2019","AkademikerIn","Laendlicher Raum","89","0.0442888548804428","0.0353632606429089","0.0532144491179766"
