syear,pli0082,proportion,n,lower_confidence,upper_confidence
1990,4.0,0.4879422075852544,13886,0.4796281854959621,0.49625622967454674
1990,3.0,0.31148411770955065,13886,0.3037814275998828,0.3191868078192185
1990,5.0,0.12110910443004355,13886,0.11568255991407742,0.1265356489460097
1990,2.0,0.07574630829703602,13886,0.07134538475617597,0.08014723183789607
1990,1.0,0.003718261978115372,13886,0.0027059169166353306,0.004730607039595413
1995,4.0,0.5488978107719112,13284,0.5404357750451041,0.5573598464987184
1995,3.0,0.27255510946140443,13284,0.2649829656986335,0.28012725322417537
1995,5.0,0.12294523142186198,13284,0.11736103302824247,0.1285294298154815
1995,2.0,0.054086811605181424,13284,0.05024033612267122,0.05793328708769163
1995,1.0,0.0015150367396409364,13284,0.0008536218237365945,0.002176451655545278
1998,4.0,0.601556420233463,14238,0.5935146219210633,0.6095982185458627
1998,3.0,0.24534842589317296,14238,0.23828042727093474,0.2524164245154112
1998,5.0,0.1044923947647683,14238,0.09946771304194123,0.10951707648759539
1998,2.0,0.04768305624336753,14238,0.04418276344370355,0.051183349043031505
1998,1.0,0.000919702865228157,14238,0.00042178748218685974,0.0014176182482694543
2003,4.0,0.5771708556392342,22166,0.5706673568960822,0.5836743543823862
2003,3.0,0.25560293984211957,22166,0.24986048413776515,0.26134539554647396
2003,5.0,0.11772978858542782,22166,0.11348695110136087,0.12197262606949477
2003,2.0,0.048634425188276924,22166,0.04580265492570241,0.05146619545085144
2003,1.0,0.0008619907449414753,22166,0.0004756447195428298,0.001248336770340121
2008,4.0,0.5999584048250403,19571,0.5930946350343549,0.6068221746157256
2008,3.0,0.21733478916445692,19571,0.21155646099731248,0.22311311733160136
2008,5.0,0.15343420163261062,19571,0.14838478726751297,0.15848361599770827
2008,2.0,0.028596682784796965,19571,0.02626157364915897,0.03093179192043496
2008,1.0,0.000675921593095201,19571,0.0003117962564934677,0.0010400469296969342
2013,4.0,0.5443251955812399,31177,0.538796844231841,0.5498535469306388
2013,3.0,0.28033966269607263,31177,0.2753537465852776,0.28532557880686765
2013,5.0,0.1288673978849707,31177,0.12514817185038768,0.13258662391955373
2013,2.0,0.04509179541612612,31177,0.04278840006361656,0.04739519076863567
2013,1.0,0.0013759484215905963,31177,0.0009644757485363273,0.0017874210946448653
2017,5.0,0.3852956038403234,31140,0.37989021483826196,0.39070099284238485
2017,4.0,0.34992420414350683,31140,0.34462676767255057,0.3552216406144631
2017,3.0,0.16725618999494693,31140,0.16311100828135974,0.17140137170853412
2017,2.0,0.08564931783729156,31140,0.0825410737367779,0.08875756193780522
2017,1.0,0.011874684183931278,31140,0.010671550698132196,0.01307781766973036
2018,4.0,0.3616015132408575,29779,0.3561444113765137,0.36705861510520127
2018,3.0,0.2540983606557377,29779,0.24915362898951335,0.2590430923219621
2018,5.0,0.19672131147540983,29779,0.19220628974878778,0.20123633320203188
2018,2.0,0.1677175283732661,29779,0.16347401458722424,0.17196104215930794
2018,1.0,0.01986128625472888,29779,0.018276581089100727,0.02144599142035703
2019,4.0,0.4829946152509988,29565,0.4772984076710732,0.4886908228309244
2019,3.0,0.3431648428000695,29565,0.3377529807358342,0.34857670486430475
2019,5.0,0.1048810144172312,29565,0.10138835728658482,0.10837367154787758
2019,2.0,0.06395692200799027,29565,0.061167855792218194,0.06674598822376235
2019,1.0,0.0050026055237102655,29565,0.004198383002877922,0.005806828044542609
