"pli0082","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","1995","Hauptschule","Baden-Wuerttemberg","204","0.210576516882153","0.1846771226499","0.236475911114407"
"Min 1x pro Monat","1995","Hauptschule","Bayern","223","0.248816104182939","0.220332900664983","0.277299307700895"
"Min 1x pro Monat","1995","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","1995","Hauptschule","Berlin","44","0.278905816209264","0.210478280380118","0.347333352038409"
"Min 1x pro Monat","1995","Hauptschule","Brandenburg","34","0.15105137034331","0.09888245056805","0.203220290118571"
"Min 1x pro Monat","1995","Hauptschule","Mecklenburg-Vorpommern","35","0.247771696459485","0.170848718635289","0.324694674283681"
"Min 1x pro Monat","1995","Hauptschule","Sachsen","92","0.211537152832326","0.170202299451581","0.25287200621307"
"Min 1x pro Monat","1995","Hauptschule","Sachsen-Anhalt","45","0.164869488301526","0.118500474628901","0.211238501974152"
"Min 1x pro Monat","1995","Hauptschule","Thueringen","50","0.201455915494874","0.151334884246299","0.251576946743449"
"Min 1x pro Monat","1995","Realschule","Schleswig-Holstein","17","","",""
"Min 1x pro Monat","1995","Realschule","Hamburg","8","","",""
"Min 1x pro Monat","1995","Realschule","Niedersachsen","74","0.339275080659882","0.279374808632385","0.399175352687378"
"Min 1x pro Monat","1995","Realschule","Bremen","5","","",""
"Min 1x pro Monat","1995","Realschule","Nordrhein-Westfalen","123","0.252403344615823","0.213173294306915","0.291633394924732"
"Min 1x pro Monat","1995","Realschule","Hessen","49","0.317478365017153","0.244431585993375","0.39052514404093"
"Min 1x pro Monat","1995","Realschule","Rheinland-Pfalz,Saarland","32","0.348186116254028","0.25749543031403","0.438876802194026"
"Min 1x pro Monat","1995","Realschule","Baden-Wuerttemberg","83","0.309128512822778","0.253592404979073","0.364664620666484"
"Min 1x pro Monat","1995","Realschule","Bayern","124","0.365577865098013","0.313617734883224","0.417537995312802"
"Min 1x pro Monat","1995","Realschule","Saarland","","","",""
"Min 1x pro Monat","1995","Realschule","Berlin","52","0.354230339334802","0.28012153679815","0.428339141871455"
"Min 1x pro Monat","1995","Realschule","Brandenburg","56","0.245844433917279","0.187882773126878","0.303806094707681"
"Min 1x pro Monat","1995","Realschule","Mecklenburg-Vorpommern","57","0.34496990320359","0.271994665253152","0.417945141154027"
"Min 1x pro Monat","1995","Realschule","Sachsen","136","0.342773311578522","0.296084380273884","0.38946224288316"
"Min 1x pro Monat","1995","Realschule","Sachsen-Anhalt","66","0.262049202089927","0.2058255200141","0.318272884165754"
"Min 1x pro Monat","1995","Realschule","Thueringen","91","0.352943890415052","0.293347024756867","0.412540756073237"
"Min 1x pro Monat","1995","(Fach-)Abitur","Schleswig-Holstein","8","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Hamburg","5","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Niedersachsen","29","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Bremen","1","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Nordrhein-Westfalen","71","0.303134672461849","0.249867786318717","0.356401558604981"
"Min 1x pro Monat","1995","(Fach-)Abitur","Hessen","26","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Rheinland-Pfalz,Saarland","13","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Baden-Wuerttemberg","65","0.488170951753492","0.407639474621643","0.568702428885341"
"Min 1x pro Monat","1995","(Fach-)Abitur","Bayern","56","0.456213736254082","0.372194350545685","0.54023312196248"
"Min 1x pro Monat","1995","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Berlin","13","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Brandenburg","10","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Mecklenburg-Vorpommern","10","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Sachsen","21","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Sachsen-Anhalt","12","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Thueringen","5","","",""
"Min 1x pro Monat","1995","AkademikerIn","Schleswig-Holstein","9","","",""
"Min 1x pro Monat","1995","AkademikerIn","Hamburg","12","","",""
"Min 1x pro Monat","1995","AkademikerIn","Niedersachsen","53","0.598674994790775","0.501129797054213","0.696220192527338"
"Min 1x pro Monat","1995","AkademikerIn","Bremen","2","","",""
"Min 1x pro Monat","1995","AkademikerIn","Nordrhein-Westfalen","101","0.409327957237558","0.350458557724605","0.468197356750511"
"Min 1x pro Monat","1995","AkademikerIn","Hessen","42","0.387897154334295","0.29724938995468","0.478544918713909"
"Min 1x pro Monat","1995","AkademikerIn","Rheinland-Pfalz,Saarland","23","","",""
"Min 1x pro Monat","1995","AkademikerIn","Baden-Wuerttemberg","53","0.370633559731163","0.287288973103815","0.453978146358512"
"Min 1x pro Monat","1995","AkademikerIn","Bayern","77","0.443449499999261","0.36942092103221","0.517478078966313"
"Min 1x pro Monat","1995","AkademikerIn","Saarland","","","",""
"Min 1x pro Monat","1995","AkademikerIn","Berlin","53","0.33985387837852","0.26249093258972","0.41721682416732"
"Min 1x pro Monat","1995","AkademikerIn","Brandenburg","53","0.377830594262161","0.297517388839245","0.458143799685077"
"Min 1x pro Monat","1995","AkademikerIn","Mecklenburg-Vorpommern","33","0.34451780178689","0.247413054612512","0.441622548961268"
"Min 1x pro Monat","1995","AkademikerIn","Sachsen","94","0.426854146206306","0.363344095402882","0.490364197009729"
"Min 1x pro Monat","1995","AkademikerIn","Sachsen-Anhalt","51","0.306102796946617","0.232593742775433","0.379611851117801"
"Min 1x pro Monat","1995","AkademikerIn","Thueringen","42","0.357608164744065","0.270760353188687","0.444455976299442"
"Seltener","1995","(noch) kein Abschluss","Schleswig-Holstein","10","","",""
"Seltener","1995","(noch) kein Abschluss","Hamburg","2","","",""
"Seltener","1995","(noch) kein Abschluss","Niedersachsen","25","","",""
"Seltener","1995","(noch) kein Abschluss","Bremen","","","",""
"Seltener","1995","(noch) kein Abschluss","Nordrhein-Westfalen","121","0.570562905888539","0.504703202798687","0.636422608978391"
"Seltener","1995","(noch) kein Abschluss","Hessen","37","0.551828228848934","0.443527897022759","0.660128560675109"
"Seltener","1995","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","21","","",""
"Seltener","1995","(noch) kein Abschluss","Baden-Wuerttemberg","136","0.598648834984652","0.532975429195788","0.664322240773517"
"Seltener","1995","(noch) kein Abschluss","Bayern","77","0.748582364452846","0.66439136410564","0.832773364800052"
"Seltener","1995","(noch) kein Abschluss","Saarland","","","",""
"Seltener","1995","(noch) kein Abschluss","Berlin","13","","",""
"Seltener","1995","(noch) kein Abschluss","Brandenburg","16","","",""
"Seltener","1995","(noch) kein Abschluss","Mecklenburg-Vorpommern","12","","",""
"Seltener","1995","(noch) kein Abschluss","Sachsen","16","","",""
"Seltener","1995","(noch) kein Abschluss","Sachsen-Anhalt","9","","",""
"Seltener","1995","(noch) kein Abschluss","Thueringen","9","","",""
"Seltener","1995","Hauptschule","Schleswig-Holstein","80","0.585654593364162","0.503762356828418","0.667546829899907"
"Seltener","1995","Hauptschule","Hamburg","30","0.500255509765864","0.378703719323526","0.621807300208201"
"Seltener","1995","Hauptschule","Niedersachsen","317","0.574807804212645","0.531943911301101","0.61767169712419"
"Seltener","1995","Hauptschule","Bremen","23","","",""
"Seltener","1995","Hauptschule","Nordrhein-Westfalen","701","0.544474463388578","0.516710339245377","0.572238587531778"
"Seltener","1995","Hauptschule","Hessen","230","0.508583715621838","0.463339020428784","0.553828410814891"
"Seltener","1995","Hauptschule","Rheinland-Pfalz,Saarland","223","0.490204936687763","0.443335036829242","0.537074836546284"
"Seltener","1995","Hauptschule","Baden-Wuerttemberg","550","0.578681492873917","0.547315814724306","0.610047171023529"
"Seltener","1995","Hauptschule","Bayern","503","0.525495927819693","0.492597048435167","0.558394807204218"
"Seltener","1995","Hauptschule","Saarland","","","",""
"Seltener","1995","Hauptschule","Berlin","81","0.494876834439962","0.418589344736201","0.571164324143724"
"Seltener","1995","Hauptschule","Brandenburg","98","0.543343353436308","0.470776068491053","0.615910638381562"
"Seltener","1995","Hauptschule","Mecklenburg-Vorpommern","65","0.569079799362805","0.480844895382844","0.657314703342766"
"Seltener","1995","Hauptschule","Sachsen","189","0.49172199396606","0.44112287756447","0.54232111036765"
"Seltener","1995","Hauptschule","Sachsen-Anhalt","146","0.589967992915766","0.52850642396993","0.651429561861602"
"Seltener","1995","Hauptschule","Thueringen","145","0.530120872056309","0.467752979916548","0.592488764196069"
"Seltener","1995","Realschule","Schleswig-Holstein","47","0.523809800438549","0.410018445804094","0.637601155073003"
"Seltener","1995","Realschule","Hamburg","13","","",""
"Seltener","1995","Realschule","Niedersachsen","141","0.562203119116098","0.499436978262498","0.624969259969699"
"Seltener","1995","Realschule","Bremen","8","","",""
"Seltener","1995","Realschule","Nordrhein-Westfalen","291","0.623165026039116","0.579401251243407","0.666928800834825"
"Seltener","1995","Realschule","Hessen","84","0.566372260089563","0.488605266920936","0.64413925325819"
"Seltener","1995","Realschule","Rheinland-Pfalz,Saarland","64","0.578607898467511","0.484607318567025","0.672608478367998"
"Seltener","1995","Realschule","Baden-Wuerttemberg","156","0.599122643964913","0.540228664243806","0.658016623686019"
"Seltener","1995","Realschule","Bayern","167","0.494875448992911","0.440932049235584","0.548818848750238"
"Seltener","1995","Realschule","Saarland","","","",""
"Seltener","1995","Realschule","Berlin","83","0.504268244886905","0.426796688743476","0.581739801030334"
"Seltener","1995","Realschule","Brandenburg","127","0.613310737204269","0.547756389380374","0.678865085028163"
"Seltener","1995","Realschule","Mecklenburg-Vorpommern","92","0.539115183367488","0.462592309666438","0.615638057068538"
"Seltener","1995","Realschule","Sachsen","217","0.53845327079529","0.489415052096298","0.587491489494283"
"Seltener","1995","Realschule","Sachsen-Anhalt","146","0.640983187252571","0.579650093399348","0.702316281105794"
"Seltener","1995","Realschule","Thueringen","124","0.49673859253155","0.434385158086037","0.559092026977063"
"Seltener","1995","(Fach-)Abitur","Schleswig-Holstein","12","","",""
"Seltener","1995","(Fach-)Abitur","Hamburg","7","","",""
"Seltener","1995","(Fach-)Abitur","Niedersachsen","72","0.663915371526978","0.576039976895173","0.751790766158782"
"Seltener","1995","(Fach-)Abitur","Bremen","4","","",""
"Seltener","1995","(Fach-)Abitur","Nordrhein-Westfalen","175","0.569746226999984","0.512365222438782","0.627127231561186"
"Seltener","1995","(Fach-)Abitur","Hessen","43","0.524017768747461","0.416574942970932","0.631460594523991"
"Seltener","1995","(Fach-)Abitur","Rheinland-Pfalz,Saarland","32","0.577183358029725","0.445423187652875","0.708943528406575"
"Seltener","1995","(Fach-)Abitur","Baden-Wuerttemberg","62","0.377700893054949","0.299593736467793","0.455808049642105"
"Seltener","1995","(Fach-)Abitur","Bayern","63","0.447703293504376","0.363822490746825","0.531584096261928"
"Seltener","1995","(Fach-)Abitur","Saarland","","","",""
"Seltener","1995","(Fach-)Abitur","Berlin","28","","",""
"Seltener","1995","(Fach-)Abitur","Brandenburg","9","","",""
"Seltener","1995","(Fach-)Abitur","Mecklenburg-Vorpommern","5","","",""
"Seltener","1995","(Fach-)Abitur","Sachsen","26","","",""
"Seltener","1995","(Fach-)Abitur","Sachsen-Anhalt","15","","",""
"Seltener","1995","(Fach-)Abitur","Thueringen","12","","",""
"Seltener","1995","AkademikerIn","Schleswig-Holstein","12","","",""
"Seltener","1995","AkademikerIn","Hamburg","3","","",""
"Seltener","1995","AkademikerIn","Niedersachsen","39","0.361753921045171","0.266130797662257","0.457377044428086"
"Seltener","1995","AkademikerIn","Bremen","1","","",""
"Seltener","1995","AkademikerIn","Nordrhein-Westfalen","140","0.487068256724512","0.427226353754859","0.546910159694164"
"Seltener","1995","AkademikerIn","Hessen","56","0.447617353368419","0.355113447132465","0.540121259604373"
"Seltener","1995","AkademikerIn","Rheinland-Pfalz,Saarland","20","","",""
"Seltener","1995","AkademikerIn","Baden-Wuerttemberg","59","0.432370396554398","0.346880708978918","0.517860084129877"
"Seltener","1995","AkademikerIn","Bayern","66","0.383506833951842","0.311050605095622","0.455963062808063"
"Seltener","1995","AkademikerIn","Saarland","","","",""
"Seltener","1995","AkademikerIn","Berlin","70","0.486195334952338","0.404561300525315","0.567829369379362"
"Seltener","1995","AkademikerIn","Brandenburg","80","0.580801294214325","0.499066339284647","0.662536249144004"
"Seltener","1995","AkademikerIn","Mecklenburg-Vorpommern","46","0.481650904380111","0.379549541325848","0.583752267434374"
"Seltener","1995","AkademikerIn","Sachsen","119","0.482692653709136","0.418530372250946","0.546854935167327"
"Seltener","1995","AkademikerIn","Sachsen-Anhalt","84","0.56037374520188","0.481207450714731","0.63954003968903"
"Seltener","1995","AkademikerIn","Thueringen","57","0.453456178803418","0.363250201397538","0.543662156209299"
"Nie","1995","(noch) kein Abschluss","Schleswig-Holstein","4","","",""
"Nie","1995","(noch) kein Abschluss","Hamburg","3","","",""
"Nie","1995","(noch) kein Abschluss","Niedersachsen","16","","",""
"Nie","1995","(noch) kein Abschluss","Bremen","1","","",""
"Nie","1995","(noch) kein Abschluss","Nordrhein-Westfalen","65","0.248189903825109","0.190716839102797","0.305662968547421"
"Nie","1995","(noch) kein Abschluss","Hessen","30","0.26363817380568","0.167685879852933","0.359590467758428"
"Nie","1995","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","19","","",""
"Nie","1995","(noch) kein Abschluss","Baden-Wuerttemberg","45","0.247093741814508","0.189305094227151","0.304882389401866"
"Nie","1995","(noch) kein Abschluss","Bayern","10","","",""
"Nie","1995","(noch) kein Abschluss","Saarland","","","",""
"Nie","1995","(noch) kein Abschluss","Berlin","7","","",""
"Nie","1995","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","1995","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Nie","1995","(noch) kein Abschluss","Sachsen","2","","",""
"Nie","1995","(noch) kein Abschluss","Sachsen-Anhalt","1","","",""
"Nie","1995","(noch) kein Abschluss","Thueringen","1","","",""
"Nie","1995","Hauptschule","Schleswig-Holstein","17","","",""
"Nie","1995","Hauptschule","Hamburg","21","","",""
"Nie","1995","Hauptschule","Niedersachsen","64","0.148171054084741","0.117367876258622","0.17897423191086"
"Nie","1995","Hauptschule","Bremen","9","","",""
"Nie","1995","Hauptschule","Nordrhein-Westfalen","207","0.167863150699382","0.147027171370712","0.188699130028052"
"Nie","1995","Hauptschule","Hessen","104","0.188179844752253","0.152806336239896","0.22355335326461"
"Nie","1995","Hauptschule","Rheinland-Pfalz,Saarland","89","0.213508257561212","0.175087865324765","0.25192864979766"
"Nie","1995","Hauptschule","Baden-Wuerttemberg","157","0.159336106630437","0.13608744724436","0.182584766016514"
"Nie","1995","Hauptschule","Bayern","108","0.159779943987166","0.135640119402308","0.183919768572025"
"Nie","1995","Hauptschule","Saarland","","","",""
"Nie","1995","Hauptschule","Berlin","31","0.165258545138469","0.108587128053804","0.221929962223135"
"Nie","1995","Hauptschule","Brandenburg","41","0.251627974471492","0.188409059619558","0.314846889323425"
"Nie","1995","Hauptschule","Mecklenburg-Vorpommern","18","","",""
"Nie","1995","Hauptschule","Sachsen","75","0.237513507939451","0.194441740698854","0.280585275180048"
"Nie","1995","Hauptschule","Sachsen-Anhalt","45","0.18866434423735","0.139773702950648","0.237554985524052"
"Nie","1995","Hauptschule","Thueringen","35","0.203459681562805","0.153153239899242","0.253766123226368"
"Nie","1995","Realschule","Schleswig-Holstein","3","","",""
"Nie","1995","Realschule","Hamburg","1","","",""
"Nie","1995","Realschule","Niedersachsen","16","","",""
"Nie","1995","Realschule","Bremen","1","","",""
"Nie","1995","Realschule","Nordrhein-Westfalen","30","0.0620200209319638","0.0402378894115084","0.0838021524524193"
"Nie","1995","Realschule","Hessen","14","","",""
"Nie","1995","Realschule","Rheinland-Pfalz,Saarland","8","","",""
"Nie","1995","Realschule","Baden-Wuerttemberg","7","","",""
"Nie","1995","Realschule","Bayern","14","","",""
"Nie","1995","Realschule","Saarland","","","",""
"Nie","1995","Realschule","Berlin","14","","",""
"Nie","1995","Realschule","Brandenburg","21","","",""
"Nie","1995","Realschule","Mecklenburg-Vorpommern","4","","",""
"Nie","1995","Realschule","Sachsen","24","","",""
"Nie","1995","Realschule","Sachsen-Anhalt","13","","",""
"Nie","1995","Realschule","Thueringen","16","","",""
"Nie","1995","(Fach-)Abitur","Schleswig-Holstein","3","","",""
"Nie","1995","(Fach-)Abitur","Hamburg","2","","",""
"Nie","1995","(Fach-)Abitur","Niedersachsen","8","","",""
"Nie","1995","(Fach-)Abitur","Bremen","2","","",""
"Nie","1995","(Fach-)Abitur","Nordrhein-Westfalen","29","","",""
"Nie","1995","(Fach-)Abitur","Hessen","9","","",""
"Nie","1995","(Fach-)Abitur","Rheinland-Pfalz,Saarland","5","","",""
"Nie","1995","(Fach-)Abitur","Baden-Wuerttemberg","12","","",""
"Nie","1995","(Fach-)Abitur","Bayern","6","","",""
"Nie","1995","(Fach-)Abitur","Saarland","","","",""
"Nie","1995","(Fach-)Abitur","Berlin","6","","",""
"Nie","1995","(Fach-)Abitur","Brandenburg","1","","",""
"Nie","1995","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nie","1995","(Fach-)Abitur","Sachsen","2","","",""
"Nie","1995","(Fach-)Abitur","Sachsen-Anhalt","1","","",""
"Nie","1995","(Fach-)Abitur","Thueringen","2","","",""
"Nie","1995","AkademikerIn","Schleswig-Holstein","1","","",""
"Nie","1995","AkademikerIn","Hamburg","1","","",""
"Nie","1995","AkademikerIn","Niedersachsen","3","","",""
"Nie","1995","AkademikerIn","Bremen","1","","",""
"Nie","1995","AkademikerIn","Nordrhein-Westfalen","11","","",""
"Nie","1995","AkademikerIn","Hessen","5","","",""
"Nie","1995","AkademikerIn","Rheinland-Pfalz,Saarland","2","","",""
"Nie","1995","AkademikerIn","Baden-Wuerttemberg","5","","",""
"Nie","1995","AkademikerIn","Bayern","9","","",""
"Nie","1995","AkademikerIn","Saarland","","","",""
"Nie","1995","AkademikerIn","Berlin","2","","",""
"Nie","1995","AkademikerIn","Brandenburg","6","","",""
"Nie","1995","AkademikerIn","Mecklenburg-Vorpommern","1","","",""
"Nie","1995","AkademikerIn","Sachsen","4","","",""
"Nie","1995","AkademikerIn","Sachsen-Anhalt","8","","",""
"Nie","1995","AkademikerIn","Thueringen","3","","",""
"Taeglich","1996","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Taeglich","1996","(noch) kein Abschluss","Hamburg","","","",""
"Taeglich","1996","(noch) kein Abschluss","Niedersachsen","","","",""
"Taeglich","1996","(noch) kein Abschluss","Bremen","","","",""
"Taeglich","1996","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Taeglich","1996","(noch) kein Abschluss","Hessen","","","",""
"Taeglich","1996","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1996","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Taeglich","1996","(noch) kein Abschluss","Bayern","","","",""
"Taeglich","1996","(noch) kein Abschluss","Saarland","","","",""
"Taeglich","1996","(noch) kein Abschluss","Berlin","","","",""
"Taeglich","1996","(noch) kein Abschluss","Brandenburg","","","",""
"Taeglich","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Taeglich","1996","(noch) kein Abschluss","Sachsen","","","",""
"Taeglich","1996","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Taeglich","1996","(noch) kein Abschluss","Thueringen","","","",""
"Taeglich","1996","Hauptschule","Schleswig-Holstein","","","",""
"Taeglich","1996","Hauptschule","Hamburg","","","",""
"Taeglich","1996","Hauptschule","Niedersachsen","","","",""
"Taeglich","1996","Hauptschule","Bremen","","","",""
"Taeglich","1996","Hauptschule","Nordrhein-Westfalen","","","",""
"Taeglich","1996","Hauptschule","Hessen","","","",""
"Taeglich","1996","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1996","Hauptschule","Baden-Wuerttemberg","","","",""
"Taeglich","1996","Hauptschule","Bayern","","","",""
"Taeglich","1996","Hauptschule","Saarland","","","",""
"Taeglich","1996","Hauptschule","Berlin","","","",""
"Taeglich","1996","Hauptschule","Brandenburg","","","",""
"Taeglich","1996","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","1996","Hauptschule","Sachsen","","","",""
"Taeglich","1996","Hauptschule","Sachsen-Anhalt","","","",""
"Taeglich","1996","Hauptschule","Thueringen","","","",""
"Taeglich","1996","Realschule","Schleswig-Holstein","","","",""
"Taeglich","1996","Realschule","Hamburg","","","",""
"Taeglich","1996","Realschule","Niedersachsen","","","",""
"Taeglich","1996","Realschule","Bremen","","","",""
"Taeglich","1996","Realschule","Nordrhein-Westfalen","","","",""
"Taeglich","1996","Realschule","Hessen","","","",""
"Taeglich","1996","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1996","Realschule","Baden-Wuerttemberg","","","",""
"Taeglich","1996","Realschule","Bayern","","","",""
"Taeglich","1996","Realschule","Saarland","","","",""
"Taeglich","1996","Realschule","Berlin","","","",""
"Taeglich","1996","Realschule","Brandenburg","","","",""
"Taeglich","1996","Realschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","1996","Realschule","Sachsen","","","",""
"Taeglich","1996","Realschule","Sachsen-Anhalt","","","",""
"Taeglich","1996","Realschule","Thueringen","","","",""
"Taeglich","1996","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Taeglich","1996","(Fach-)Abitur","Hamburg","","","",""
"Taeglich","1996","(Fach-)Abitur","Niedersachsen","","","",""
"Taeglich","1996","(Fach-)Abitur","Bremen","","","",""
"Taeglich","1996","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Taeglich","1996","(Fach-)Abitur","Hessen","","","",""
"Taeglich","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1996","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Taeglich","1996","(Fach-)Abitur","Bayern","","","",""
"Taeglich","1996","(Fach-)Abitur","Saarland","","","",""
"Taeglich","1996","(Fach-)Abitur","Berlin","","","",""
"Taeglich","1996","(Fach-)Abitur","Brandenburg","","","",""
"Taeglich","1996","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Taeglich","1996","(Fach-)Abitur","Sachsen","","","",""
"Taeglich","1996","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Taeglich","1996","(Fach-)Abitur","Thueringen","","","",""
"Taeglich","1996","AkademikerIn","Schleswig-Holstein","","","",""
"Taeglich","1996","AkademikerIn","Hamburg","","","",""
"Taeglich","1996","AkademikerIn","Niedersachsen","","","",""
"Taeglich","1996","AkademikerIn","Bremen","","","",""
"Taeglich","1996","AkademikerIn","Nordrhein-Westfalen","","","",""
"Taeglich","1996","AkademikerIn","Hessen","","","",""
"Taeglich","1996","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1996","AkademikerIn","Baden-Wuerttemberg","","","",""
"Taeglich","1996","AkademikerIn","Bayern","","","",""
"Taeglich","1996","AkademikerIn","Saarland","","","",""
"Taeglich","1996","AkademikerIn","Berlin","","","",""
"Taeglich","1996","AkademikerIn","Brandenburg","","","",""
"Taeglich","1996","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Taeglich","1996","AkademikerIn","Sachsen","","","",""
"Taeglich","1996","AkademikerIn","Sachsen-Anhalt","","","",""
"Taeglich","1996","AkademikerIn","Thueringen","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Woche","1996","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1996","Hauptschule","Hamburg","","","",""
"Min 1x pro Woche","1996","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Woche","1996","Hauptschule","Bremen","","","",""
"Min 1x pro Woche","1996","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1996","Hauptschule","Hessen","","","",""
"Min 1x pro Woche","1996","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1996","Hauptschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1996","Hauptschule","Bayern","","","",""
"Min 1x pro Woche","1996","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","1996","Hauptschule","Berlin","","","",""
"Min 1x pro Woche","1996","Hauptschule","Brandenburg","","","",""
"Min 1x pro Woche","1996","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1996","Hauptschule","Sachsen","","","",""
"Min 1x pro Woche","1996","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1996","Hauptschule","Thueringen","","","",""
"Min 1x pro Woche","1996","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1996","Realschule","Hamburg","","","",""
"Min 1x pro Woche","1996","Realschule","Niedersachsen","","","",""
"Min 1x pro Woche","1996","Realschule","Bremen","","","",""
"Min 1x pro Woche","1996","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1996","Realschule","Hessen","","","",""
"Min 1x pro Woche","1996","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1996","Realschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1996","Realschule","Bayern","","","",""
"Min 1x pro Woche","1996","Realschule","Saarland","","","",""
"Min 1x pro Woche","1996","Realschule","Berlin","","","",""
"Min 1x pro Woche","1996","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","1996","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1996","Realschule","Sachsen","","","",""
"Min 1x pro Woche","1996","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1996","Realschule","Thueringen","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Bayern","","","",""
