year,bula_h,sampreg,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Bavaria,West,Never,0.21376,68,307,0.16782,0.25969
2018,Saxony,East,Seldom,0.28420,44,44,0.14938,0.41901
2018,Saxony-Anhalt,East,Seldom,0.55635,40,40,0.40043,0.71228
2019,Schleswig-Holstein,West,At least once per week,0.05417,72,1122,0.04092,0.06742
2019,Schleswig-Holstein,West,At least once per month,0.31674,352,1122,0.28950,0.34397
2019,Schleswig-Holstein,West,Seldom,0.51830,567,1122,0.48905,0.54755
2019,Schleswig-Holstein,West,Never,0.10368,131,1122,0.08583,0.12153
2019,Hamburg,West,At least once per month,0.28432,185,553,0.24669,0.32195
2019,Hamburg,West,Seldom,0.55224,292,553,0.51076,0.59372
2019,Hamburg,West,Never,0.13657,76,553,0.10792,0.16521
2019,Lower Saxony,West,At least once per week,0.05033,153,2843,0.04229,0.05837
2019,Lower Saxony,West,At least once per month,0.31472,1080,2843,0.29765,0.33180
2019,Lower Saxony,West,Seldom,0.54001,1356,2843,0.52169,0.55834
2019,Lower Saxony,West,Never,0.09409,254,2843,0.08335,0.10482
2019,Bremen,West,At least once per month,0.30093,100,235,0.24216,0.35970
2019,Bremen,West,Seldom,0.58607,135,235,0.52297,0.64918
2019,North Rhine-Westphalia,West,Daily,0.00144,42,6184,0.00050,0.00239
2019,North Rhine-Westphalia,West,At least once per week,0.03930,378,6184,0.03446,0.04414
2019,North Rhine-Westphalia,West,At least once per month,0.30000,1930,6184,0.28857,0.31142
2019,North Rhine-Westphalia,West,Seldom,0.52949,3111,6184,0.51705,0.54194
2019,North Rhine-Westphalia,West,Never,0.12977,723,6184,0.12139,0.13814
2019,Hesse,West,At least once per week,0.05529,154,1970,0.04520,0.06539
2019,Hesse,West,At least once per month,0.34337,766,1970,0.32240,0.36434
2019,Hesse,West,Seldom,0.49842,888,1970,0.47634,0.52051
2019,Hesse,West,Never,0.09875,162,1970,0.08557,0.11193
2019,"Rhineland-Palatinate, Saarland",West,At least once per week,0.04000,88,1637,0.03050,0.04949
2019,"Rhineland-Palatinate, Saarland",West,At least once per month,0.28030,483,1637,0.25854,0.30207
2019,"Rhineland-Palatinate, Saarland",West,Seldom,0.50923,815,1637,0.48501,0.53346
2019,"Rhineland-Palatinate, Saarland",West,Never,0.16968,251,1637,0.15149,0.18787
2019,Baden-Wuerttemberg,West,At least once per week,0.04323,251,3131,0.03610,0.05035
2019,Baden-Wuerttemberg,West,At least once per month,0.34491,1165,3131,0.32826,0.36156
2019,Baden-Wuerttemberg,West,Seldom,0.50452,1448,3131,0.48700,0.52203
2019,Baden-Wuerttemberg,West,Never,0.10637,267,3131,0.09557,0.11717
2019,Bavaria,West,At least once per week,0.06464,304,4273,0.05727,0.07202
2019,Bavaria,West,At least once per month,0.35075,1595,4273,0.33644,0.36506
2019,Bavaria,West,Seldom,0.47386,1981,4273,0.45888,0.48883
2019,Bavaria,West,Never,0.10975,393,4273,0.10038,0.11913
2019,Berlin,Does not apply,At least once per month,0.41940,34,34,0.25104,0.58777
2019,Berlin,West,At least once per week,0.05114,44,637,0.03402,0.06826
2019,Berlin,West,At least once per month,0.35051,234,637,0.31343,0.38759
2019,Berlin,West,Seldom,0.49927,299,637,0.46041,0.53813
2019,Berlin,West,Never,0.09768,60,637,0.07460,0.12075
2019,Berlin,East,At least once per week,0.08695,47,415,0.05981,0.11409
2019,Berlin,East,At least once per month,0.28049,118,415,0.23721,0.32376
2019,Berlin,East,Seldom,0.51794,209,415,0.46981,0.56608
2019,Berlin,East,Never,0.11272,41,415,0.08225,0.14318
2019,Brandenburg,East,At least once per week,0.02138,39,1197,0.01318,0.02957
2019,Brandenburg,East,At least once per month,0.28348,363,1197,0.25794,0.30902
2019,Brandenburg,East,Seldom,0.57528,645,1197,0.54727,0.60330
2019,Brandenburg,East,Never,0.11986,150,1197,0.10145,0.13827
2019,Mecklenburg-Western Pomerania,East,At least once per week,0.05178,39,644,0.03466,0.06891
2019,Mecklenburg-Western Pomerania,East,At least once per month,0.28608,215,644,0.25114,0.32101
2019,Mecklenburg-Western Pomerania,East,Seldom,0.53893,307,644,0.50040,0.57746
2019,Mecklenburg-Western Pomerania,East,Never,0.12169,83,644,0.09642,0.14696
2019,Saxony,East,At least once per week,0.05098,93,1729,0.04061,0.06135
2019,Saxony,East,At least once per month,0.32812,637,1729,0.30598,0.35026
2019,Saxony,East,Seldom,0.50532,840,1729,0.48175,0.52889
2019,Saxony,East,Never,0.11425,159,1729,0.09925,0.12925
2019,Saxony-Anhalt,East,At least once per week,0.04735,59,973,0.03400,0.06070
2019,Saxony-Anhalt,East,At least once per month,0.27187,302,973,0.24390,0.29984
2019,Saxony-Anhalt,East,Seldom,0.52072,486,973,0.48931,0.55213
2019,Saxony-Anhalt,East,Never,0.15391,126,973,0.13123,0.17660
2019,Thuringa,East,At least once per week,0.04678,70,991,0.03363,0.05994
2019,Thuringa,East,At least once per month,0.27517,319,991,0.24735,0.30299
2019,Thuringa,East,Seldom,0.52316,496,991,0.49205,0.55428
2019,Thuringa,East,Never,0.15488,106,991,0.13234,0.17742
