year,sampreg,sex,pli0082,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,West,male,Seldom,0.47813913418048676,18165,0.4708748490743731,0.4854034192866004
1990,West,male,At least once per month,0.32888218824036186,18165,0.3220500297942283,0.3357143466864954
1990,West,male,Never,0.10768899418479431,18165,0.10318101237025838,0.11219697599933025
1990,West,male,At least once per week,0.08098212362696533,18165,0.07701482464816434,0.08494942260576632
1990,West,male,Daily,0.004307559767391772,18165,0.003355165810333908,0.005259953724449637
1990,West,female,Seldom,0.49748427672955975,18165,0.49021313052440924,0.5047554229347102
1990,West,female,At least once per month,0.2945492662473795,18165,0.28792022551417984,0.3011783069805791
1990,West,female,Never,0.13417190775681342,18165,0.12921529484309627,0.13912852067053058
1990,West,female,At least once per week,0.07064989517819706,18165,0.06692354377604141,0.0743762465803527
1990,West,female,Daily,0.0031446540880503146,18165,0.0023304357463858625,0.003958872429714767
1995,West,male,Seldom,0.5457099632591312,17246,0.5382787550770528,0.5531411714412097
1995,West,male,At least once per month,0.272530797492976,17246,0.26588530793278237,0.2791762870531696
1995,West,male,Never,0.12167711259995677,17246,0.11679797093405309,0.12655625426586045
1995,West,male,At least once per week,0.0587853901015777,17246,0.05527471278919572,0.062296067413959676
1995,West,male,Daily,0.0012967365463583316,17246,0.0007596355099254986,0.0018338375827911646
1995,West,female,Seldom,0.5564631406983868,17246,0.5490484175452064,0.5638778638515671
1995,West,female,At least once per month,0.24913212170716764,17246,0.24267693948006305,0.2555873039342722
1995,West,female,Never,0.1451909332244231,17246,0.1399329864095444,0.15044888003930182
1995,West,female,At least once per week,0.04798856442720033,17246,0.044798482459609934,0.05117864639479072
1995,West,female,Daily,0.001225239942822136,17246,0.0007031368894599227,0.0017473429961843492
1995,East,male,Seldom,0.5348970251716247,17246,0.5274527652159718,0.5423412851272776
1995,East,male,At least once per month,0.3197940503432494,17246,0.31283312007131125,0.3267549806151876
1995,East,male,Never,0.08466819221967964,17246,0.08051328527841546,0.08882309916094382
1995,East,male,At least once per week,0.05835240274599542,17246,0.05485387394514112,0.06185093154684972
1995,East,male,Daily,0.002288329519450801,17246,0.0015751913397712577,0.003001467699130344
1995,East,female,Seldom,0.550025920165889,17246,0.542600907353958,0.55745093297782
1995,East,female,At least once per month,0.2892690513219285,17246,0.2825017505404704,0.2960363521033866
1995,East,female,Never,0.104199066874028,17246,0.09963922743451059,0.1087589063135454
1995,East,female,At least once per week,0.05443234836702955,17246,0.051046350194630496,0.057818346539428606
1995,East,female,Daily,0.002073613271124935,17246,0.001394683246001158,0.0027525432962487123
1998,West,male,Seldom,0.5973504616619831,18147,0.59021483932497,0.6044860839989963
1998,West,male,At least once per month,0.25291047771979125,18147,0.24658601866141494,0.25923493677816756
1998,West,male,Never,0.09855479727017262,18147,0.09421806908918876,0.10289152545115648
1998,West,male,At least once per week,0.05018065034122842,18147,0.047004198313097434,0.05335710236935941
1998,West,male,Daily,0.0010036130068245685,18147,0.0005429124352330244,0.0014643135784161124
1998,West,female,Seldom,0.6010177157934414,18147,0.593892892547842,0.6081425390390408
1998,West,female,At least once per month,0.2331323030531474,18147,0.22698032041939997,0.2392842856868948
1998,West,female,Never,0.11948737278552582,18147,0.11476801990501255,0.12420672566603909
1998,West,female,At least once per week,0.04560874481718809,18147,0.04257317002597441,0.048644319608401765
1998,West,female,Daily,0.0007538635506973238,18147,0.0003545295735987444,0.0011531975277959032
1998,East,male,Seldom,0.6007522837184309,18147,0.5936266648834808,0.607877902553381
1998,East,male,At least once per month,0.25792584631918325,18147,0.2515604604367383,0.2642912322016282
1998,East,male,Never,0.08490059108006448,18147,0.08084510284297908,0.08895607931714988
1998,East,male,At least once per week,0.05427189682966147,18147,0.05097561528127919,0.057568178378043754
1998,East,male,Daily,0.0021493820526598604,18147,0.0014755630940593485,0.0028232010112603724
1998,East,female,Seldom,0.6143001007049346,18147,0.6072178922129119,0.6213823091969572
1998,East,female,At least once per month,0.2472306143001007,18147,0.24095385102198214,0.2535073775782193
1998,East,female,Never,0.09768378650553877,18147,0.09336417911834878,0.10200339389272876
1998,East,female,At least once per week,0.04078549848942598,18147,0.03790767331719534,0.04366332366165662
2003,West,male,Seldom,0.5650391352963101,27727,0.5592037573980005,0.5708745131946197
2003,West,male,At least once per month,0.2745682693502298,27727,0.26931501925305396,0.2798215194474057
2003,West,male,Never,0.10523046341160393,27727,0.10161860292722093,0.10884232389598693
