"year","age_gr","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2004","17-29","(Fach-)Abitur","5.13","4.5","911","1","3","7","9","10","4.95","5.31","0","10","5","5"
"2004","17-29","(noch) kein Abschluss","4.52","4.5","518","0","2","7","8","10","4.26","4.78","0","10","5","5"
"2004","17-29","AkademikerIn","5.69","5.5","195","2","4","8","9","10","5.35","6.03","0","10","6","7"
"2004","17-29","Hauptschule","4.55","4.5","688","0","2","7","8","10","4.34","4.76","0","10","5","5"
"2004","17-29","Realschule","5.12","4.5","1128","2","3","7","8","10","4.97","5.27","0","10","5","5"
"2004","30-45","(Fach-)Abitur","5.58","5.5","797","2","4","8","8","10","5.41","5.75","0","10","6","6"
"2004","30-45","(noch) kein Abschluss","3.15","2.5","68","0","1","5","7","8","2.51","3.79","0","9","3","5"
"2004","30-45","AkademikerIn","6.26","6.5","1451","3","5","8","9","10","6.14","6.38","0","10","7","7"
"2004","30-45","Hauptschule","5.18","4.5","1698","1","3","7","8","10","5.06","5.3","0","10","5","6"
"2004","30-45","Realschule","5.27","5.5","2269","1","3","7","8","10","5.16","5.38","0","10","6","6"
"2004","46-65","(Fach-)Abitur","5.36","5.5","430","1","3","8","9","10","5.1","5.62","0","10","6","7"
"2004","46-65","(noch) kein Abschluss","4.58","3.5","96","1","3","6","8","10","4.05","5.11","0","10","4","5"
"2004","46-65","AkademikerIn","6.31","6.5","1964","3","5","8","9","10","6.2","6.42","0","10","7","7"
"2004","46-65","Hauptschule","5.3","4.5","2991","2","4","7","8","10","5.21","5.39","0","10","5","6"
"2004","46-65","Realschule","5.58","5.5","1630","2","4","8","8","10","5.46","5.7","0","10","6","6"
"2004","66","(Fach-)Abitur","6.85","6.5","156","3","5","9","10","10","6.45","7.25","0","10","7","8"
"2004","66","(noch) kein Abschluss","5.31","4.5","66","2","4","7","8","9","4.7","5.92","0","9","5","6"
"2004","66","AkademikerIn","6.71","6.5","612","3","5","8","10","10","6.53","6.89","0","10","7","8"
"2004","66","Hauptschule","5.91","5.5","2420","3","4","8","9","10","5.82","6","0","10","6","6"
"2004","66","Realschule","6.37","6.5","424","3","5","8","9","10","6.15","6.59","0","10","7","7"
"2005","17-29","(Fach-)Abitur","5.04","4.5","849","1","3","7","8","10","4.87","5.21","0","10","5","5"
"2005","17-29","(noch) kein Abschluss","4.46","4.5","525","0","2","7","9","10","4.18","4.74","0","10","4","5"
"2005","17-29","AkademikerIn","6.04","6.5","205","2","5","8","9","10","5.69","6.39","0","10","6","7"
"2005","17-29","Hauptschule","4.25","3.5","628","0","2","7","8","10","4.02","4.48","0","10","4","5"
"2005","17-29","Realschule","5.03","4.5","1046","1","3","7","8","10","4.88","5.18","0","10","5","6"
"2005","30-45","(Fach-)Abitur","5.52","5.5","764","2","4","7","8","10","5.33","5.71","0","10","6","6"
"2005","30-45","(noch) kein Abschluss","3.42","2.5","58","0","1","5","7","8","2.78","4.06","0","8","3","5"
"2005","30-45","AkademikerIn","6.22","6.5","1346","3","5","8","9","10","6.09","6.35","0","10","7","7"
"2005","30-45","Hauptschule","5.03","4.5","1564","1","3","7","8","10","4.9","5.16","0","10","5","5"
"2005","30-45","Realschule","5.43","5.5","2132","2","4","7","8","10","5.32","5.54","0","10","6","6"
"2005","46-65","(Fach-)Abitur","5.44","5.5","421","2","3","7","9","10","5.19","5.69","0","10","6","7"
"2005","46-65","(noch) kein Abschluss","4.28","4.5","89","0","2","6","7","10","3.69","4.87","0","10","3","5"
"2005","46-65","AkademikerIn","6.28","6.5","1894","2","5","8","9","10","6.17","6.39","0","10","7","7"
"2005","46-65","Hauptschule","5.31","4.5","2751","1","3","7","8","10","5.21","5.41","0","10","5","6"
"2005","46-65","Realschule","5.58","5.5","1638","2","4","8","9","10","5.45","5.71","0","10","6","6"
"2005","66","(Fach-)Abitur","6.6","6.5","159","2","5","9","10","10","6.18","7.02","0","10","7","8"
"2005","66","(noch) kein Abschluss","5.52","5.5","62","3","3","7","8","10","4.83","6.21","0","10","3","6"
"2005","66","AkademikerIn","7","7.5","651","3","6","9","10","10","6.83","7.17","0","10","8","8"
"2005","66","Hauptschule","6","5.5","2392","3","5","8","9","10","5.91","6.09","0","10","6","6"
"2005","66","Realschule","6.48","6.5","423","3","5","8","10","10","6.25","6.71","0","10","7","7"
"2006","17-29","(Fach-)Abitur","5.23","4.5","879","1","3","7","9","10","5.05","5.41","0","10","5","6"
"2006","17-29","(noch) kein Abschluss","4.88","4.5","339","0","3","7","8","10","4.55","5.21","0","10","5","6"
"2006","17-29","AkademikerIn","6.26","6.5","244","2","5","8","9","10","5.94","6.58","0","10","6","7"
"2006","17-29","Hauptschule","4.56","4.5","632","0","2","7","8","10","4.34","4.78","0","10","5","5"
"2006","17-29","Realschule","5.25","4.5","1050","1","3","8","9","10","5.08","5.42","0","10","5","6"
"2006","30-45","(Fach-)Abitur","5.55","5.5","843","2","4","7","8","10","5.38","5.72","0","10","6","6"
"2006","30-45","(noch) kein Abschluss","3.56","3.5","53","0","1","5","7","9","2.84","4.28","0","9","3","5"
"2006","30-45","AkademikerIn","6.17","6.5","1420","2","5","8","9","10","6.04","6.3","0","10","7","7"
"2006","30-45","Hauptschule","5.15","4.5","1605","1","3","7","8","10","5.03","5.27","0","10","5","6"
"2006","30-45","Realschule","5.34","5.5","2153","2","4","7","8","10","5.23","5.45","0","10","5","6"
"2006","46-65","(Fach-)Abitur","5.45","5.5","446","2","3","8","9","10","5.21","5.69","0","10","6","7"
"2006","46-65","(noch) kein Abschluss","3.82","3.5","86","0","1","6","7","9","3.25","4.39","0","9","3","5"
"2006","46-65","AkademikerIn","6.14","6.5","2064","2","5","8","9","10","6.03","6.25","0","10","7","7"
