"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"2011","66 und älter","weiblich","5.91","5.5","2266","5.81","6.01"
"2012","16-34 J.","männlich","5.95","6.5","2526","5.85","6.05"
"2012","16-34 J.","weiblich","5.69","5.5","3164","5.59","5.79"
"2012","35-65 J.","männlich","6.21","6.5","6929","6.15","6.27"
"2012","35-65 J.","weiblich","5.83","5.5","8069","5.77","5.89"
"2012","66 und älter","männlich","6.68","6.5","2369","6.59","6.77"
"2012","66 und älter","weiblich","5.99","5.5","2468","5.89","6.09"
"2013","16-34 J.","männlich","5.92","5.5","2346","5.81","6.03"
"2013","16-34 J.","weiblich","5.71","5.5","2923","5.61","5.81"
"2013","35-65 J.","männlich","6.36","6.5","6668","6.3","6.42"
"2013","35-65 J.","weiblich","5.94","5.5","7900","5.88","6"
"2013","66 und älter","männlich","6.82","6.5","2384","6.74","6.9"
"2013","66 und älter","weiblich","6.15","6.5","2500","6.05","6.25"
"2014","16-34 J.","männlich","5.99","6.5","2782","5.89","6.09"
"2014","16-34 J.","weiblich","5.64","5.5","3270","5.55","5.73"
"2014","35-65 J.","männlich","6.35","6.5","7011","6.29","6.41"
"2014","35-65 J.","weiblich","5.93","5.5","8154","5.87","5.99"
"2014","66 und älter","männlich","6.8","6.5","2416","6.72","6.88"
"2014","66 und älter","weiblich","6.22","6.5","2480","6.12","6.32"
"2015","16-34 J.","männlich","6.03","6.5","2850","5.93","6.13"
"2015","16-34 J.","weiblich","5.87","5.5","3283","5.78","5.96"
"2015","35-65 J.","männlich","6.42","6.5","6844","6.36","6.48"
"2015","35-65 J.","weiblich","6.07","6.5","7993","6.01","6.13"
"2015","66 und älter","männlich","6.93","6.5","2387","6.85","7.01"
"2015","66 und älter","weiblich","6.55","6.5","2476","6.46","6.64"
"2016","16-34 J.","männlich","6.16","6.5","2591","6.06","6.26"
"2016","16-34 J.","weiblich","5.92","5.5","2817","5.82","6.02"
"2016","35-65 J.","männlich","6.52","6.5","6303","6.46","6.58"
"2016","35-65 J.","weiblich","6.22","6.5","7471","6.16","6.28"
"2016","66 und älter","männlich","7.03","7.5","2298","6.95","7.11"
"2016","66 und älter","weiblich","6.58","6.5","2367","6.48","6.68"
"2017","16-34 J.","männlich","6.14","6.5","3417","6.05","6.23"
"2017","16-34 J.","weiblich","6.13","6.5","3406","6.04","6.22"
"2017","35-65 J.","männlich","6.55","6.5","7599","6.5","6.6"
"2017","35-65 J.","weiblich","6.26","6.5","8583","6.21","6.31"
"2017","66 und älter","männlich","6.98","6.5","2442","6.9","7.06"
"2017","66 und älter","weiblich","6.51","6.5","2482","6.42","6.6"
"2018","16-34 J.","männlich","6.21","6.5","3606","6.13","6.29"
"2018","16-34 J.","weiblich","5.9","5.5","3585","5.81","5.99"
"2018","35-65 J.","männlich","6.62","6.5","7472","6.57","6.67"
"2018","35-65 J.","weiblich","6.19","6.5","8476","6.14","6.24"
"2018","66 und älter","männlich","6.92","6.5","2442","6.84","7"
"2018","66 und älter","weiblich","6.5","6.5","2536","6.41","6.59"
"2019","16-34 J.","männlich","6.51","6.5","3285","6.43","6.59"
"2019","16-34 J.","weiblich","6.26","6.5","3260","6.17","6.35"
"2019","35-65 J.","männlich","6.79","6.5","8089","6.74","6.84"
"2019","35-65 J.","weiblich","6.4","6.5","8462","6.35","6.45"
"2019","66 und älter","männlich","7.05","7.5","2646","6.97","7.13"
"2019","66 und älter","weiblich","6.71","6.5","2561","6.62","6.8"
"2020","16-34 J.","männlich","6.4","6.5","3918","6.32","6.48"
"2020","16-34 J.","weiblich","6.13","6.5","3465","6.04","6.22"
"2020","35-65 J.","männlich","6.76","6.5","7779","6.71","6.81"
"2020","35-65 J.","weiblich","6.34","6.5","8134","6.29","6.39"
"2020","66 und älter","männlich","7.06","7.5","2456","6.98","7.14"
"2020","66 und älter","weiblich","6.73","6.5","2461","6.64","6.82"
