"year","alter_gr","bula_h","mean","median","n","lower_confidence","upper_confidence"
"2004","66 und Ã¤lter","Baden-Wuerttemberg","6.11","6","382","5.87","6.35"
"2004","66 und Ã¤lter","Bayern","6.45","7","509","6.25","6.65"
"2004","66 und Ã¤lter","Berlin","","","","",""
"2004","66 und Ã¤lter","Brandenburg","","","","",""
"2004","66 und Ã¤lter","Bremen","5.87","6","35","4.66","7.08"
"2004","66 und Ã¤lter","Hamburg","5.62","5","44","4.84","6.4"
"2004","66 und Ã¤lter","Hessen","","","","",""
"2004","66 und Ã¤lter","Mecklenburg-Vorpommern","6.07","6","89","5.59","6.55"
"2004","66 und Ã¤lter","Niedersachsen","6.13","7","354","5.87","6.39"
"2004","66 und Ã¤lter","Nordrhein-Westfalen","6.11","6","803","5.94","6.28"
"2004","66 und Ã¤lter","Rheinland-Pfalz","","","","",""
"2004","66 und Ã¤lter","Saarland","5.81","6","58","5.2","6.42"
"2004","66 und Ã¤lter","Sachsen","","","","",""
"2004","66 und Ã¤lter","Sachsen-Anhalt","","","","",""
"2004","66 und Ã¤lter","Schleswig-Holstein","","","","",""
"2004","66 und Ã¤lter","Thueringen","","","","",""
"2005","16-34 Jahre alt","Baden-Wuerttemberg","5.1","5","655","4.89","5.31"
"2005","16-34 Jahre alt","Bayern","5.14","5","711","4.93","5.35"
"2005","16-34 Jahre alt","Berlin","","","","",""
"2005","16-34 Jahre alt","Brandenburg","","","","",""
"2005","16-34 Jahre alt","Bremen","4.69","4","36","3.75","5.63"
"2005","16-34 Jahre alt","Hamburg","5.18","6","80","4.6","5.76"
"2005","16-34 Jahre alt","Hessen","5","5","313","4.69","5.31"
"2005","16-34 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"2005","16-34 Jahre alt","Niedersachsen","5.12","6","429","4.84","5.4"
"2005","16-34 Jahre alt","Nordrhein-Westfalen","","","","",""
"2005","16-34 Jahre alt","Rheinland-Pfalz","","","","",""
"2005","16-34 Jahre alt","Saarland","4.51","5","51","3.73","5.29"
"2005","16-34 Jahre alt","Sachsen","4.81","5","383","4.55","5.07"
"2005","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"2005","16-34 Jahre alt","Schleswig-Holstein","","","","",""
"2005","16-34 Jahre alt","Thueringen","","","","",""
"2005","35-65 Jahre alt","Baden-Wuerttemberg","","","","",""
"2005","35-65 Jahre alt","Bayern","","","","",""
"2005","35-65 Jahre alt","Berlin","4.97","5","431","4.72","5.22"
"2005","35-65 Jahre alt","Brandenburg","4.63","5","468","4.38","4.88"
"2005","35-65 Jahre alt","Bremen","6.45","7","77","5.78","7.12"
"2005","35-65 Jahre alt","Hamburg","","","","",""
"2005","35-65 Jahre alt","Hessen","5.51","6","789","5.33","5.69"
"2005","35-65 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"2005","35-65 Jahre alt","Niedersachsen","5.85","6","940","5.68","6.02"
"2005","35-65 Jahre alt","Nordrhein-Westfalen","","","","",""
"2005","35-65 Jahre alt","Rheinland-Pfalz","5.71","6","539","5.5","5.92"
"2005","35-65 Jahre alt","Saarland","","","","",""
"2005","35-65 Jahre alt","Sachsen","4.85","5","840","4.68","5.02"
"2005","35-65 Jahre alt","Sachsen-Anhalt","4.73","5","482","4.49","4.97"
"2005","35-65 Jahre alt","Schleswig-Holstein","5.76","6","365","5.5","6.02"
"2005","35-65 Jahre alt","Thueringen","4.67","5","468","4.43","4.91"
"2005","66 und Ã¤lter","Baden-Wuerttemberg","6.22","6","382","5.98","6.46"
"2005","66 und Ã¤lter","Bayern","6.34","7","487","6.12","6.56"
"2005","66 und Ã¤lter","Berlin","","","","",""
"2005","66 und Ã¤lter","Brandenburg","","","","",""
"2005","66 und Ã¤lter","Bremen","","","","",""
"2005","66 und Ã¤lter","Hamburg","5.53","6","47","4.76","6.3"
"2005","66 und Ã¤lter","Hessen","","","","",""
"2005","66 und Ã¤lter","Mecklenburg-Vorpommern","6.06","6","99","5.66","6.46"
"2005","66 und Ã¤lter","Niedersachsen","6.21","7","359","5.95","6.47"
"2005","66 und Ã¤lter","Nordrhein-Westfalen","6.26","7","813","6.09","6.43"
"2005","66 und Ã¤lter","Rheinland-Pfalz","","","","",""
"2005","66 und Ã¤lter","Saarland","5.9","6","57","5.28","6.52"
"2005","66 und Ã¤lter","Sachsen","","","","",""
"2005","66 und Ã¤lter","Sachsen-Anhalt","","","","",""
"2005","66 und Ã¤lter","Schleswig-Holstein","","","","",""
"2005","66 und Ã¤lter","Thueringen","","","","",""
"2006","16-34 Jahre alt","Baden-Wuerttemberg","5.2","5","668","4.99","5.41"
"2006","16-34 Jahre alt","Bayern","5.46","6","711","5.25","5.67"
"2006","16-34 Jahre alt","Berlin","","","","",""
"2006","16-34 Jahre alt","Brandenburg","","","","",""
"2006","16-34 Jahre alt","Bremen","4.61","3.22","33","3.6","5.62"
"2006","16-34 Jahre alt","Hamburg","5.52","5","76","4.9","6.14"
"2006","16-34 Jahre alt","Hessen","5.01","5","305","4.7","5.32"
"2006","16-34 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"2006","16-34 Jahre alt","Niedersachsen","5.37","6","441","5.11","5.63"
"2006","16-34 Jahre alt","Nordrhein-Westfalen","5.17","5","932","4.99","5.35"
"2006","16-34 Jahre alt","Rheinland-Pfalz","","","","",""
"2006","16-34 Jahre alt","Saarland","4.45","4","58","3.73","5.17"
"2006","16-34 Jahre alt","Sachsen","4.72","5","372","4.44","5"
"2006","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"2006","16-34 Jahre alt","Schleswig-Holstein","","","","",""
"2006","16-34 Jahre alt","Thueringen","","","","",""
"2006","35-65 Jahre alt","Baden-Wuerttemberg","","","","",""
"2006","35-65 Jahre alt","Bayern","","","","",""
"2006","35-65 Jahre alt","Berlin","5.07","5","448","4.82","5.32"
"2006","35-65 Jahre alt","Brandenburg","4.69","5","500","4.45","4.93"
"2006","35-65 Jahre alt","Bremen","6.14","6","76","5.55","6.73"
"2006","35-65 Jahre alt","Hamburg","","","","",""
"2006","35-65 Jahre alt","Hessen","5.73","6","859","5.56","5.9"
"2006","35-65 Jahre alt","Mecklenburg-Vorpommern","4.77","5","316","4.48","5.06"
"2006","35-65 Jahre alt","Niedersachsen","","","","",""
"2006","35-65 Jahre alt","Nordrhein-Westfalen","","","","",""
"2006","35-65 Jahre alt","Rheinland-Pfalz","5.88","6","572","5.67","6.09"
"2006","35-65 Jahre alt","Saarland","","","","",""
"2006","35-65 Jahre alt","Sachsen","4.7","5","874","4.53","4.87"
"2006","35-65 Jahre alt","Sachsen-Anhalt","4.61","5","481","4.37","4.85"
"2006","35-65 Jahre alt","Schleswig-Holstein","5.72","6","360","5.47","5.97"
"2006","35-65 Jahre alt","Thueringen","4.51","5","496","4.28","4.74"
"2006","66 und Ã¤lter","Baden-Wuerttemberg","6.09","6","483","5.89","6.29"
"2006","66 und Ã¤lter","Bayern","6.07","6","579","5.86","6.28"
"2006","66 und Ã¤lter","Berlin","","","","",""
"2006","66 und Ã¤lter","Brandenburg","","","","",""
"2006","66 und Ã¤lter","Bremen","6.26","5.69","30","5.03","7.49"
"2006","66 und Ã¤lter","Hamburg","5.86","6","68","5.16","6.56"
"2006","66 und Ã¤lter","Hessen","","","","",""
"2006","66 und Ã¤lter","Mecklenburg-Vorpommern","","","","",""
"2006","66 und Ã¤lter","Niedersachsen","6.15","6","424","5.91","6.39"
"2006","66 und Ã¤lter","Nordrhein-Westfalen","6.12","7","925","5.96","6.28"
"2006","66 und Ã¤lter","Rheinland-Pfalz","","","","",""
"2006","66 und Ã¤lter","Saarland","5.85","6","52","5.25","6.45"
"2006","66 und Ã¤lter","Sachsen","6.07","6","321","5.84","6.3"
"2006","66 und Ã¤lter","Sachsen-Anhalt","","","","",""
"2006","66 und Ã¤lter","Schleswig-Holstein","","","","",""
"2006","66 und Ã¤lter","Thueringen","","","","",""
"2007","16-34 Jahre alt","Baden-Wuerttemberg","5.24","5","588","5.02","5.46"
"2007","16-34 Jahre alt","Bayern","5.29","6","648","5.07","5.51"
"2007","16-34 Jahre alt","Berlin","","","","",""
"2007","16-34 Jahre alt","Brandenburg","","","","",""
"2007","16-34 Jahre alt","Bremen","5.52","6","33","4.85","6.19"
"2007","16-34 Jahre alt","Hamburg","5.57","7","77","4.96","6.18"
"2007","16-34 Jahre alt","Hessen","","","","",""
"2007","16-34 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"2007","16-34 Jahre alt","Niedersachsen","5.77","6","387","5.5","6.04"
"2007","16-34 Jahre alt","Nordrhein-Westfalen","5.12","5","849","4.93","5.31"
"2007","16-34 Jahre alt","Rheinland-Pfalz","","","","",""
"2007","16-34 Jahre alt","Saarland","5.1","5","52","4.37","5.83"
"2007","16-34 Jahre alt","Sachsen","4.58","5","354","4.3","4.86"
"2007","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"2007","16-34 Jahre alt","Schleswig-Holstein","","","","",""
"2007","16-34 Jahre alt","Thueringen","","","","",""
"2007","35-65 Jahre alt","Baden-Wuerttemberg","","","","",""
"2007","35-65 Jahre alt","Bayern","","","","",""
"2007","35-65 Jahre alt","Berlin","5.03","5","423","4.78","5.28"
"2007","35-65 Jahre alt","Brandenburg","4.71","5","442","4.47","4.95"
"2007","35-65 Jahre alt","Bremen","5.48","6","83","4.87","6.09"
"2007","35-65 Jahre alt","Hamburg","","","","",""
"2007","35-65 Jahre alt","Hessen","5.47","6","810","5.29","5.65"
"2007","35-65 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"2007","35-65 Jahre alt","Niedersachsen","5.53","6","974","5.37","5.69"
"2007","35-65 Jahre alt","Nordrhein-Westfalen","","","","",""
"2007","35-65 Jahre alt","Rheinland-Pfalz","5.9","7","517","5.69","6.11"
"2007","35-65 Jahre alt","Saarland","","","","",""
"2007","35-65 Jahre alt","Sachsen","4.89","5","824","4.72","5.06"
"2007","35-65 Jahre alt","Sachsen-Anhalt","4.83","5","456","4.59","5.07"
"2007","35-65 Jahre alt","Schleswig-Holstein","5.58","6","322","5.31","5.85"
"2007","35-65 Jahre alt","Thueringen","4.5","5","462","4.28","4.72"
"2007","66 und Ã¤lter","Baden-Wuerttemberg","6.18","6","468","5.97","6.39"
"2007","66 und Ã¤lter","Bayern","6.01","6","587","5.8","6.22"
"2007","66 und Ã¤lter","Berlin","","","","",""
"2007","66 und Ã¤lter","Brandenburg","","","","",""
"2007","66 und Ã¤lter","Bremen","","","","",""
"2007","66 und Ã¤lter","Hamburg","6.29","7","70","5.73","6.85"
"2007","66 und Ã¤lter","Hessen","","","","",""
"2007","66 und Ã¤lter","Mecklenburg-Vorpommern","","","","",""
"2007","66 und Ã¤lter","Niedersachsen","5.9","6","418","5.65","6.15"
"2007","66 und Ã¤lter","Nordrhein-Westfalen","6.07","6","914","5.91","6.23"
"2007","66 und Ã¤lter","Rheinland-Pfalz","","","","",""
"2007","66 und Ã¤lter","Saarland","5.88","6","48","5.26","6.5"
"2007","66 und Ã¤lter","Sachsen","5.91","6","316","5.67","6.15"
"2007","66 und Ã¤lter","Sachsen-Anhalt","","","","",""
"2007","66 und Ã¤lter","Schleswig-Holstein","","","","",""
"2007","66 und Ã¤lter","Thueringen","","","","",""
"2008","16-34 Jahre alt","Baden-Wuerttemberg","5.31","6","576","5.1","5.52"
"2008","16-34 Jahre alt","Bayern","5.54","6","578","5.33","5.75"
"2008","16-34 Jahre alt","Berlin","","","","",""
"2008","16-34 Jahre alt","Brandenburg","","","","",""
"2008","16-34 Jahre alt","Bremen","3.83","4","32","2.91","4.75"
"2008","16-34 Jahre alt","Hamburg","4.95","5","79","4.34","5.56"
"2008","16-34 Jahre alt","Hessen","","","","",""
"2008","16-34 Jahre alt","Mecklenburg-Vorpommern","4.27","4","93","3.67","4.87"
"2008","16-34 Jahre alt","Niedersachsen","5.54","6","356","5.26","5.82"
"2008","16-34 Jahre alt","Nordrhein-Westfalen","5.22","5","773","5.03","5.41"
"2008","16-34 Jahre alt","Rheinland-Pfalz","","","","",""
"2008","16-34 Jahre alt","Saarland","4.95","6","36","3.89","6.01"
"2008","16-34 Jahre alt","Sachsen","4.83","5","325","4.54","5.12"
"2008","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"2008","16-34 Jahre alt","Schleswig-Holstein","","","","",""
"2008","16-34 Jahre alt","Thueringen","","","","",""
"2008","35-65 Jahre alt","Baden-Wuerttemberg","","","","",""
"2008","35-65 Jahre alt","Bayern","","","","",""
"2008","35-65 Jahre alt","Berlin","5.01","5","389","4.75","5.27"
"2008","35-65 Jahre alt","Brandenburg","4.79","5","423","4.54","5.04"
"2008","35-65 Jahre alt","Bremen","5.99","6","74","5.4","6.58"
"2008","35-65 Jahre alt","Hamburg","","","","",""
"2008","35-65 Jahre alt","Hessen","5.55","6","763","5.37","5.73"
"2008","35-65 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"2008","35-65 Jahre alt","Niedersachsen","5.72","6","922","5.56","5.88"
"2008","35-65 Jahre alt","Nordrhein-Westfalen","","","","",""
"2008","35-65 Jahre alt","Rheinland-Pfalz","5.64","6","487","5.42","5.86"
"2008","35-65 Jahre alt","Saarland","","","","",""
"2008","35-65 Jahre alt","Sachsen","4.83","5","773","4.65","5.01"
"2008","35-65 Jahre alt","Sachsen-Anhalt","4.77","5","417","4.51","5.03"
"2008","35-65 Jahre alt","Schleswig-Holstein","","","","",""
"2008","35-65 Jahre alt","Thueringen","4.51","5","438","4.27","4.75"
"2008","66 und Ã¤lter","Baden-Wuerttemberg","5.95","6","478","5.74","6.16"
"2008","66 und Ã¤lter","Bayern","6.01","6","572","5.81","6.21"
"2008","66 und Ã¤lter","Berlin","","","","",""
"2008","66 und Ã¤lter","Brandenburg","","","","",""
"2008","66 und Ã¤lter","Bremen","6.65","6.25","30","5.67","7.63"
"2008","66 und Ã¤lter","Hamburg","6.59","7","69","6.05","7.13"
"2008","66 und Ã¤lter","Hessen","","","","",""
"2008","66 und Ã¤lter","Mecklenburg-Vorpommern","","","","",""
"2008","66 und Ã¤lter","Niedersachsen","6.1","6","423","5.87","6.33"
"2008","66 und Ã¤lter","Nordrhein-Westfalen","6.15","7","890","5.99","6.31"
"2008","66 und Ã¤lter","Rheinland-Pfalz","","","","",""
"2008","66 und Ã¤lter","Saarland","5.55","6","40","4.75","6.35"
"2008","66 und Ã¤lter","Sachsen","5.95","6","318","5.72","6.18"
"2008","66 und Ã¤lter","Sachsen-Anhalt","","","","",""
"2008","66 und Ã¤lter","Schleswig-Holstein","","","","",""
"2008","66 und Ã¤lter","Thueringen","","","","",""
"2009","16-34 Jahre alt","Baden-Wuerttemberg","5.47","6","527","5.24","5.7"
"2009","16-34 Jahre alt","Bayern","5.43","6","553","5.2","5.66"
"2009","16-34 Jahre alt","Berlin","","","","",""
"2009","16-34 Jahre alt","Brandenburg","","","","",""
"2009","16-34 Jahre alt","Bremen","","","","",""
"2009","16-34 Jahre alt","Hamburg","5.52","5","79","4.94","6.1"
"2009","16-34 Jahre alt","Hessen","","","","",""
"2009","16-34 Jahre alt","Mecklenburg-Vorpommern","4.36","5","87","3.81","4.91"
"2009","16-34 Jahre alt","Niedersachsen","5.35","6","317","5.04","5.66"
"2009","16-34 Jahre alt","Nordrhein-Westfalen","5.25","5","715","5.05","5.45"
"2009","16-34 Jahre alt","Rheinland-Pfalz","","","","",""
"2009","16-34 Jahre alt","Saarland","3.59","2.01","31","2.4","4.78"
"2009","16-34 Jahre alt","Sachsen","5.26","6","308","4.96","5.56"
"2009","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"2009","16-34 Jahre alt","Schleswig-Holstein","","","","",""
"2009","16-34 Jahre alt","Thueringen","","","","",""
"2009","35-65 Jahre alt","Baden-Wuerttemberg","","","","",""
"2009","35-65 Jahre alt","Bayern","","","","",""
"2009","35-65 Jahre alt","Berlin","5.19","5","361","4.91","5.47"
"2009","35-65 Jahre alt","Brandenburg","4.96","5","412","4.71","5.21"
"2009","35-65 Jahre alt","Bremen","5.79","6","64","5.14","6.44"
"2009","35-65 Jahre alt","Hamburg","","","","",""
"2009","35-65 Jahre alt","Hessen","5.69","6","693","5.5","5.88"
"2009","35-65 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"2009","35-65 Jahre alt","Niedersachsen","5.65","6","870","5.48","5.82"
"2009","35-65 Jahre alt","Nordrhein-Westfalen","","","","",""
"2009","35-65 Jahre alt","Rheinland-Pfalz","5.81","7","467","5.58","6.04"
"2009","35-65 Jahre alt","Saarland","","","","",""
"2009","35-65 Jahre alt","Sachsen","4.82","5","727","4.64","5"
"2009","35-65 Jahre alt","Sachsen-Anhalt","5.05","5","402","4.79","5.31"
"2009","35-65 Jahre alt","Schleswig-Holstein","","","","",""
"2009","35-65 Jahre alt","Thueringen","4.77","5","420","4.52","5.02"
"2009","66 und Ã¤lter","Baden-Wuerttemberg","6.26","7","447","6.04","6.48"
"2009","66 und Ã¤lter","Bayern","6.06","7","558","5.84","6.28"
"2009","66 und Ã¤lter","Berlin","","","","",""
"2009","66 und Ã¤lter","Brandenburg","","","","",""
"2009","66 und Ã¤lter","Bremen","","","","",""
"2009","66 und Ã¤lter","Hamburg","6.35","7","70","5.8","6.9"
"2009","66 und Ã¤lter","Hessen","","","","",""
"2009","66 und Ã¤lter","Mecklenburg-Vorpommern","","","","",""
"2009","66 und Ã¤lter","Niedersachsen","6.18","7","424","5.94","6.42"
"2009","66 und Ã¤lter","Nordrhein-Westfalen","6.03","7","853","5.87","6.19"
"2009","66 und Ã¤lter","Rheinland-Pfalz","","","","",""
"2009","66 und Ã¤lter","Saarland","5.11","5","30","4.16","6.06"
"2009","66 und Ã¤lter","Sachsen","5.91","6","321","5.67","6.15"
"2009","66 und Ã¤lter","Sachsen-Anhalt","","","","",""
"2009","66 und Ã¤lter","Schleswig-Holstein","","","","",""
"2009","66 und Ã¤lter","Thueringen","","","","",""
"2010","16-34 Jahre alt","Baden-Wuerttemberg","5.49","6","808","5.29","5.69"
"2010","16-34 Jahre alt","Bayern","5.63","6","905","5.45","5.81"
"2010","16-34 Jahre alt","Berlin","","","","",""
"2010","16-34 Jahre alt","Brandenburg","","","","",""
"2010","16-34 Jahre alt","Bremen","4.72","4","46","3.72","5.72"
"2010","16-34 Jahre alt","Hamburg","","","","",""
"2010","16-34 Jahre alt","Hessen","5.89","6","416","5.61","6.17"
"2010","16-34 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"2010","16-34 Jahre alt","Niedersachsen","5.92","6","575","5.69","6.15"
"2010","16-34 Jahre alt","Nordrhein-Westfalen","","","","",""
"2010","16-34 Jahre alt","Rheinland-Pfalz","","","","",""
"2010","16-34 Jahre alt","Saarland","3.93","4","47","3.11","4.75"
"2010","16-34 Jahre alt","Sachsen","5.01","5","490","4.77","5.25"
"2010","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"2010","16-34 Jahre alt","Schleswig-Holstein","","","","",""
"2010","16-34 Jahre alt","Thueringen","","","","",""
"2010","35-65 Jahre alt","Baden-Wuerttemberg","","","","",""
"2010","35-65 Jahre alt","Bayern","","","","",""
"2010","35-65 Jahre alt","Berlin","5.05","5","486","4.81","5.29"
"2010","35-65 Jahre alt","Brandenburg","5.35","5","503","5.11","5.59"
"2010","35-65 Jahre alt","Bremen","5.36","5","93","4.74","5.98"
"2010","35-65 Jahre alt","Hamburg","","","","",""
"2010","35-65 Jahre alt","Hessen","5.75","6","975","5.58","5.92"
"2010","35-65 Jahre alt","Mecklenburg-Vorpommern","5.5","6","321","5.2","5.8"
"2010","35-65 Jahre alt","Niedersachsen","","","","",""
"2010","35-65 Jahre alt","Nordrhein-Westfalen","","","","",""
"2010","35-65 Jahre alt","Rheinland-Pfalz","5.93","7","632","5.73","6.13"
"2010","35-65 Jahre alt","Saarland","","","","",""
"2010","35-65 Jahre alt","Sachsen","5.31","6","864","5.14","5.48"
"2010","35-65 Jahre alt","Sachsen-Anhalt","5.04","5","482","4.8","5.28"
"2010","35-65 Jahre alt","Schleswig-Holstein","5.75","6","390","5.48","6.02"
"2010","35-65 Jahre alt","Thueringen","5","5","494","4.77","5.23"
"2010","66 und Ã¤lter","Baden-Wuerttemberg","6.45","7","428","6.24","6.66"
"2010","66 und Ã¤lter","Bayern","6.16","6","548","5.96","6.36"
"2010","66 und Ã¤lter","Berlin","","","","",""
"2010","66 und Ã¤lter","Brandenburg","","","","",""
"2010","66 und Ã¤lter","Bremen","","","","",""
"2010","66 und Ã¤lter","Hamburg","6.68","7.29","66","6.07","7.29"
"2010","66 und Ã¤lter","Hessen","","","","",""
"2010","66 und Ã¤lter","Mecklenburg-Vorpommern","","","","",""
"2010","66 und Ã¤lter","Niedersachsen","6.46","7","409","6.22","6.7"
"2010","66 und Ã¤lter","Nordrhein-Westfalen","6.06","7","812","5.9","6.22"
"2010","66 und Ã¤lter","Rheinland-Pfalz","","","","",""
"2010","66 und Ã¤lter","Saarland","6.23","7","34","5.46","7"
"2010","66 und Ã¤lter","Sachsen","5.89","6","304","5.64","6.14"
"2010","66 und Ã¤lter","Sachsen-Anhalt","","","","",""
"2010","66 und Ã¤lter","Schleswig-Holstein","","","","",""
"2010","66 und Ã¤lter","Thueringen","","","","",""
"2011","16-34 Jahre alt","Baden-Wuerttemberg","5.91","6","773","5.72","6.1"
"2011","16-34 Jahre alt","Bayern","5.97","6","884","5.79","6.15"
"2011","16-34 Jahre alt","Berlin","","","","",""
"2011","16-34 Jahre alt","Brandenburg","","","","",""
"2011","16-34 Jahre alt","Bremen","4.98","5","46","4.07","5.89"
"2011","16-34 Jahre alt","Hamburg","","","","",""
"2011","16-34 Jahre alt","Hessen","5.96","7","370","5.68","6.24"
"2011","16-34 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"2011","16-34 Jahre alt","Niedersachsen","5.77","6","518","5.54","6"
"2011","16-34 Jahre alt","Nordrhein-Westfalen","","","","",""
"2011","16-34 Jahre alt","Rheinland-Pfalz","","","","",""
"2011","16-34 Jahre alt","Saarland","4.6","5","46","3.65","5.55"
"2011","16-34 Jahre alt","Sachsen","5.08","5","464","4.83","5.33"
"2011","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"2011","16-34 Jahre alt","Schleswig-Holstein","","","","",""
"2011","16-34 Jahre alt","Thueringen","","","","",""
"2011","35-65 Jahre alt","Baden-Wuerttemberg","","","","",""
"2011","35-65 Jahre alt","Bayern","","","","",""
"2011","35-65 Jahre alt","Berlin","5.41","5","493","5.18","5.64"
"2011","35-65 Jahre alt","Brandenburg","5.12","5","583","4.9","5.34"
"2011","35-65 Jahre alt","Bremen","","","","",""
"2011","35-65 Jahre alt","Hamburg","","","","",""
"2011","35-65 Jahre alt","Hessen","","","","",""
"2011","35-65 Jahre alt","Mecklenburg-Vorpommern","5.47","6","348","5.19","5.75"
"2011","35-65 Jahre alt","Niedersachsen","","","","",""
"2011","35-65 Jahre alt","Nordrhein-Westfalen","","","","",""
"2011","35-65 Jahre alt","Rheinland-Pfalz","6.34","7","685","6.16","6.52"
"2011","35-65 Jahre alt","Saarland","","","","",""
"2011","35-65 Jahre alt","Sachsen","5.37","6","921","5.2","5.54"
"2011","35-65 Jahre alt","Sachsen-Anhalt","5.25","5","553","5.02","5.48"
"2011","35-65 Jahre alt","Schleswig-Holstein","6.36","7","466","6.13","6.59"
"2011","35-65 Jahre alt","Thueringen","5.28","5","563","5.06","5.5"
"2011","66 und Ã¤lter","Baden-Wuerttemberg","6.38","7","495","6.18","6.58"
"2011","66 und Ã¤lter","Bayern","6.09","6","656","5.9","6.28"
"2011","66 und Ã¤lter","Berlin","","","","",""
"2011","66 und Ã¤lter","Brandenburg","","","","",""
"2011","66 und Ã¤lter","Bremen","6.66","7","30","5.59","7.73"
"2011","66 und Ã¤lter","Hamburg","6.15","6","78","5.58","6.72"
"2011","66 und Ã¤lter","Hessen","","","","",""
"2011","66 und Ã¤lter","Mecklenburg-Vorpommern","","","","",""
"2011","66 und Ã¤lter","Niedersachsen","6.21","7","457","5.97","6.45"
"2011","66 und Ã¤lter","Nordrhein-Westfalen","6.22","7","878","6.06","6.38"
"2011","66 und Ã¤lter","Rheinland-Pfalz","","","","",""
"2011","66 und Ã¤lter","Saarland","5.86","6","32","5.05","6.67"
"2011","66 und Ã¤lter","Sachsen","6.03","6","321","5.79","6.27"
"2011","66 und Ã¤lter","Sachsen-Anhalt","","","","",""
"2011","66 und Ã¤lter","Schleswig-Holstein","","","","",""
"2011","66 und Ã¤lter","Thueringen","","","","",""
"2012","16-34 Jahre alt","Baden-Wuerttemberg","5.94","7","695","5.74","6.14"
"2012","16-34 Jahre alt","Bayern","6.19","7","876","6.02","6.36"
"2012","16-34 Jahre alt","Berlin","","","","",""
"2012","16-34 Jahre alt","Brandenburg","","","","",""
"2012","16-34 Jahre alt","Bremen","5.18","5.08","53","4.47","5.89"
"2012","16-34 Jahre alt","Hamburg","6.17","7","98","5.68","6.66"
"2012","16-34 Jahre alt","Hessen","5.93","6","343","5.68","6.18"
"2012","16-34 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"2012","16-34 Jahre alt","Niedersachsen","5.79","6","510","5.54","6.04"
"2012","16-34 Jahre alt","Nordrhein-Westfalen","","","","",""
"2012","16-34 Jahre alt","Rheinland-Pfalz","","","","",""
"2012","16-34 Jahre alt","Saarland","6.01","6.3","42","5.11","6.91"
