"year","alter_gr","sampreg","mean","median","n","lower_confidence","upper_confidence"
"2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","4.79","5","2497","4.69","4.89"
"2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5.7","6","7943","5.64","5.76"
"2008","66 und älter","Ostdeutschland, neue Bundeslaender","5.76","6","1127","5.63","5.89"
"2008","66 und älter","Westdeutschland, alte Bundeslaender","6.08","6","3170","6","6.16"
"2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","5.19","5","1005","5.03","5.35"
"2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","5.34","6","2846","5.24","5.44"
"2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","4.93","5","2380","4.83","5.03"
"2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5.73","6","7326","5.67","5.79"
"2009","66 und älter","Ostdeutschland, neue Bundeslaender","5.8","6","1118","5.67","5.93"
"2009","66 und älter","Westdeutschland, alte Bundeslaender","6.14","7","3050","6.05","6.23"
"2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","5.25","5","1516","5.11","5.39"
"2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","5.55","6","4834","5.47","5.63"
"2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","5.2","5","2844","5.1","5.3"
"2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5.77","6","10293","5.72","5.82"
"2010","66 und älter","Ostdeutschland, neue Bundeslaender","5.82","6","1060","5.69","5.95"
"2010","66 und älter","Westdeutschland, alte Bundeslaender","6.3","7","2962","6.21","6.39"
"2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","5.32","5","1431","5.18","5.46"
"2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","5.82","6","4533","5.74","5.9"
"2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","5.3","5","3185","5.21","5.39"
"2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6.06","7","11376","6.01","6.11"
"2011","66 und älter","Ostdeutschland, neue Bundeslaender","5.92","6","1136","5.79","6.05"
"2011","66 und älter","Westdeutschland, alte Bundeslaender","6.26","7","3328","6.18","6.34"
"2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","5.52","6","1326","5.38","5.66"
"2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","5.89","6","4397","5.81","5.97"
"2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","5.4","6","3326","5.31","5.49"
"2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6.16","7","11690","6.11","6.21"
"2012","66 und älter","Ostdeutschland, neue Bundeslaender","5.97","6","1246","5.85","6.09"
"2012","66 und älter","Westdeutschland, alte Bundeslaender","6.37","7","3643","6.29","6.45"
"2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","5.47","6","1178","5.31","5.63"
"2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","5.91","6","4124","5.83","5.99"
"2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","5.59","6","3264","5.5","5.68"
"2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6.29","7","11319","6.24","6.34"
"2013","66 und älter","Ostdeutschland, neue Bundeslaender","6.16","7","1237","6.04","6.28"
"2013","66 und älter","Westdeutschland, alte Bundeslaender","6.52","7","3706","6.44","6.6"
"2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","5.49","6","1136","5.33","5.65"
"2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","5.91","6","4965","5.84","5.98"
"2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","5.67","6","3162","5.58","5.76"
"2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6.25","7","12025","6.21","6.29"
"2014","66 und älter","Ostdeutschland, neue Bundeslaender","6.2","7","1232","6.08","6.32"
"2014","66 und älter","Westdeutschland, alte Bundeslaender","6.56","7","3719","6.48","6.64"
"2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","5.65","6","1088","5.49","5.81"
"2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","6.01","7","5110","5.94","6.08"
"2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","5.82","6","3041","5.73","5.91"
"2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6.35","7","11830","6.31","6.39"
"2015","66 und älter","Ostdeutschland, neue Bundeslaender","6.48","7","1236","6.37","6.59"
"2015","66 und älter","Westdeutschland, alte Bundeslaender","6.77","7","3693","6.7","6.84"
"2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","5.69","6","979","5.52","5.86"
"2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","6.12","7","4556","6.04","6.2"
"2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","6.02","7","2907","5.93","6.11"
"2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6.45","7","10935","6.4","6.5"
"2016","66 und älter","Ostdeutschland, neue Bundeslaender","6.49","7","1189","6.38","6.6"
"2016","66 und älter","Westdeutschland, alte Bundeslaender","6.84","7","3542","6.76","6.92"
"2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","5.68","6","1316","5.54","5.82"
"2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","6.21","7","5970","6.14","6.28"
"2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","6.03","7","3477","5.95","6.11"
"2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6.49","7","12934","6.45","6.53"
"2017","66 und älter","Ostdeutschland, neue Bundeslaender","6.53","7","1231","6.41","6.65"
"2017","66 und älter","Westdeutschland, alte Bundeslaender","6.75","7","3767","6.68","6.82"
"2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","5.67","6","1332","5.53","5.81"
"2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","6.12","7","6382","6.05","6.19"
"2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","6.07","7","3415","5.99","6.15"
"2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6.48","7","12769","6.44","6.52"
"2018","66 und älter","Ostdeutschland, neue Bundeslaender","6.3","7","1258","6.18","6.42"
"2018","66 und älter","Westdeutschland, alte Bundeslaender","6.77","7","3796","6.7","6.84"
"2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","6.18","7","1176","6.04","6.32"
"2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","6.41","7","5672","6.34","6.48"
"2019","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","6.27","7","3517","6.19","6.35"
"2019","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6.66","7","13166","6.62","6.7"
"2019","66 und älter","Ostdeutschland, neue Bundeslaender","6.4","7","1310","6.28","6.52"
"2019","66 und älter","Westdeutschland, alte Bundeslaender","6.97","8","3908","6.9","7.04"
