"year","alter_gr","sampreg","mean","median","n","lower_confidence","upper_confidence"
"2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","4.57","5","1366","4.43","4.71"
"2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","5.18","5","3940","5.1","5.26"
"2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","4.64","5","2834","4.55","4.73"
"2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5.68","6","9042","5.63","5.73"
"2004","66 und älter","Ostdeutschland, neue Bundeslaender","5.81","6","959","5.68","5.94"
"2004","66 und älter","Westdeutschland, alte Bundeslaender","6.17","6","2784","6.08","6.26"
"2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","4.69","5","1284","4.55","4.83"
"2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","5.06","5","3721","4.97","5.15"
"2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","4.72","5","2714","4.62","4.82"
"2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5.66","6","8592","5.61","5.71"
"2005","66 und älter","Ostdeutschland, neue Bundeslaender","6.12","6","966","5.99","6.25"
"2005","66 und älter","Westdeutschland, alte Bundeslaender","6.24","7","2783","6.15","6.33"
"2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","4.78","5","1249","4.63","4.93"
"2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","5.2","5","3662","5.11","5.29"
"2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","4.69","5","2846","4.59","4.79"
"2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5.66","6","9243","5.61","5.71"
"2006","66 und älter","Ostdeutschland, neue Bundeslaender","5.81","6","1135","5.68","5.94"
"2006","66 und älter","Westdeutschland, alte Bundeslaender","6.09","6","3270","6.01","6.17"
"2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","4.88","5","1177","4.73","5.03"
"2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","5.3","6","3306","5.21","5.39"
"2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","4.76","5","2643","4.66","4.86"
"2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5.56","6","8570","5.51","5.61"
"2007","66 und älter","Ostdeutschland, neue Bundeslaender","5.64","6","1131","5.51","5.77"
"2007","66 und älter","Westdeutschland, alte Bundeslaender","6.05","6","3200","5.96","6.14"
"2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","4.92","5","1097","4.76","5.08"
"2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","5.33","6","3052","5.24","5.42"
