year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,,,,,,,,,,,,
1984,female,,,,,,,,,,,,
1985,male,,,,,,,,,,,,
1985,female,,,,,,,,,,,,
1986,male,3771,7.877283988214979,7.645156977141794,8.109410999288164,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1986,female,2383,3.84043176195511,3.640280252301153,4.040583271609067,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1987,male,,,,,,,,,,,,
1987,female,,,,,,,,,,,,
1988,male,3551,8.078775523039809,7.831437352390332,8.326113693689285,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1988,female,2292,4.090333679352944,3.8993730989834847,4.2812942597224035,0.0,0.0,3.0,0.0,7.5,0.0,0.0,0.0
1989,male,3462,9.085754677088218,8.822206361463886,9.34930299271255,0.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0
1989,female,2288,4.227502546450408,4.014130673236667,4.440874419664149,0.0,0.0,3.0,0.0,7.5,0.0,0.0,0.0
1990,male,5132,8.755994451659788,8.548150036683035,8.963838866636541,0.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0
1990,female,3880,4.2940487468701525,4.1441005538116285,4.4439969399286765,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1991,male,4904,9.482182987016303,9.250798066230224,9.713567907802382,0.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0
1991,female,3644,4.6230512808142565,4.4525818733033935,4.79352068832512,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1992,male,4622,9.477759455646211,9.245688108857761,9.709830802434661,0.0,0.0,13.0,0.0,32.5,0.0,0.0,0.0
1992,female,3383,5.1082259226589155,4.934936037095502,5.281515808222329,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1993,male,4450,8.812577422404384,8.579665199955615,9.045489644853154,0.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0
1993,female,3320,4.615416802437457,4.443492930653597,4.7873406742213165,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1994,male,4269,9.229170592561362,8.991054845919576,9.467286339203147,0.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0
1994,female,3209,5.023228079905052,4.8333132904878235,5.21314286932228,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1995,male,4432,10.258905193659155,10.015340525658184,10.502469861660126,0.0,0.0,15.0,0.0,37.5,0.0,0.0,0.0
1995,female,3335,5.295978410103916,5.12169337965977,5.470263440548062,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1996,male,4291,9.612669305922203,9.38474352910863,9.840595082735778,0.0,0.0,15.0,0.0,37.5,0.0,0.0,0.0
1996,female,3274,5.454229443969593,5.269004763183512,5.639454124755675,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1997,male,2750,15.426786481872655,15.101360796115719,15.752212167629592,0.0,10.0,20.0,0.0,50.0,10.0,10.0,10.0
1997,female,1802,10.17642042511506,9.875439484968469,10.47740136526165,0.0,6.0,15.0,0.0,37.5,6.0,4.0,7.0
1998,male,3012,15.96902795008365,15.65561544435519,16.282440455812107,0.0,10.0,21.0,0.0,52.5,10.0,8.0,10.0
1998,female,1990,10.673810377365136,10.370810041105932,10.97681071362434,0.0,7.0,15.0,0.0,37.5,7.0,6.0,8.0
1999,male,2935,16.122808677960652,15.799991504391434,16.44562585152987,0.0,10.0,21.0,0.0,52.5,10.0,8.0,10.0
1999,female,1965,10.40973754361602,10.128494973083201,10.690980114148838,0.0,8.0,15.0,0.0,37.5,8.0,8.0,10.0
2000,male,4904,15.124785762229372,14.874184177714891,15.375387346743853,0.0,10.0,20.0,0.0,50.0,10.0,10.0,10.0
2000,female,3225,10.014494418060526,9.791785271110893,10.237203565010159,0.0,6.0,15.0,0.0,37.5,6.0,5.0,6.0
