year,quintil_oecd,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1990,1st Quintile,Rural regions,,,,,,,,,,,,
1990,2nd Quintile,Urban regions,,,,,,,,,,,,
1990,2nd Quintile,Rural regions,,,,,,,,,,,,
1990,3rd Quintile,Urban regions,,,,,,,,,,,,
1990,3rd Quintile,Rural regions,,,,,,,,,,,,
1990,4th Quintile,Urban regions,,,,,,,,,,,,
1990,4th Quintile,Rural regions,,,,,,,,,,,,
1990,5th Quintile,Urban regions,,,,,,,,,,,,
1990,5th Quintile,Rural regions,,,,,,,,,,,,
1991,1st Quintile,Urban regions,,,,,,,,,,,,
1991,1st Quintile,Rural regions,,,,,,,,,,,,
1991,2nd Quintile,Urban regions,,,,,,,,,,,,
1991,2nd Quintile,Rural regions,,,,,,,,,,,,
1991,3rd Quintile,Urban regions,,,,,,,,,,,,
1991,3rd Quintile,Rural regions,,,,,,,,,,,,
1991,4th Quintile,Urban regions,,,,,,,,,,,,
1991,4th Quintile,Rural regions,,,,,,,,,,,,
1991,5th Quintile,Urban regions,,,,,,,,,,,,
1991,5th Quintile,Rural regions,,,,,,,,,,,,
1992,1st Quintile,No answer / don't know,,,,,,,,,,,,
1992,1st Quintile,Urban regions,,,,,,,,,,,,
1992,1st Quintile,Rural regions,,,,,,,,,,,,
1992,2nd Quintile,No answer / don't know,,,,,,,,,,,,
1992,2nd Quintile,Urban regions,,,,,,,,,,,,
1992,2nd Quintile,Rural regions,,,,,,,,,,,,
1992,3rd Quintile,No answer / don't know,,,,,,,,,,,,
1992,3rd Quintile,Urban regions,,,,,,,,,,,,
1992,3rd Quintile,Rural regions,,,,,,,,,,,,
1992,4th Quintile,No answer / don't know,,,,,,,,,,,,
1992,4th Quintile,Urban regions,,,,,,,,,,,,
1992,4th Quintile,Rural regions,,,,,,,,,,,,
1992,5th Quintile,No answer / don't know,,,,,,,,,,,,
1992,5th Quintile,Urban regions,,,,,,,,,,,,
1992,5th Quintile,Rural regions,,,,,,,,,,,,
1993,1st Quintile,Urban regions,,,,,,,,,,,,
1993,1st Quintile,Rural regions,,,,,,,,,,,,
1993,2nd Quintile,Urban regions,,,,,,,,,,,,
1993,2nd Quintile,Rural regions,,,,,,,,,,,,
1993,3rd Quintile,Urban regions,,,,,,,,,,,,
1993,3rd Quintile,Rural regions,,,,,,,,,,,,
1993,4th Quintile,Urban regions,,,,,,,,,,,,
1993,4th Quintile,Rural regions,,,,,,,,,,,,
1993,5th Quintile,Urban regions,,,,,,,,,,,,
1993,5th Quintile,Rural regions,,,,,,,,,,,,
1994,1st Quintile,Urban regions,,,,,,,,,,,,
1994,1st Quintile,Rural regions,,,,,,,,,,,,
1994,2nd Quintile,Urban regions,,,,,,,,,,,,
1994,2nd Quintile,Rural regions,,,,,,,,,,,,
1994,3rd Quintile,Urban regions,,,,,,,,,,,,
1994,3rd Quintile,Rural regions,,,,,,,,,,,,
1994,4th Quintile,Urban regions,,,,,,,,,,,,
1994,4th Quintile,Rural regions,,,,,,,,,,,,
1994,5th Quintile,Urban regions,,,,,,,,,,,,
1994,5th Quintile,Rural regions,,,,,,,,,,,,
1995,1st Quintile,Urban regions,,,,,,,,,,,,
1995,1st Quintile,Rural regions,,,,,,,,,,,,
1995,2nd Quintile,Urban regions,,,,,,,,,,,,
1995,2nd Quintile,Rural regions,,,,,,,,,,,,
1995,3rd Quintile,Urban regions,,,,,,,,,,,,
1995,3rd Quintile,Rural regions,,,,,,,,,,,,
1995,4th Quintile,Urban regions,,,,,,,,,,,,
1995,4th Quintile,Rural regions,,,,,,,,,,,,
1995,5th Quintile,Urban regions,,,,,,,,,,,,
1995,5th Quintile,Rural regions,,,,,,,,,,,,
1996,1st Quintile,Urban regions,,,,,,,,,,,,
1996,1st Quintile,Rural regions,,,,,,,,,,,,
1996,2nd Quintile,Urban regions,,,,,,,,,,,,
1996,2nd Quintile,Rural regions,,,,,,,,,,,,
1996,3rd Quintile,Urban regions,,,,,,,,,,,,
1996,3rd Quintile,Rural regions,,,,,,,,,,,,
1996,4th Quintile,Urban regions,,,,,,,,,,,,
1996,4th Quintile,Rural regions,,,,,,,,,,,,
1996,5th Quintile,Urban regions,,,,,,,,,,,,
1996,5th Quintile,Rural regions,,,,,,,,,,,,
1997,1st Quintile,No answer / don't know,,,,,,,,,,,,
1997,1st Quintile,Urban regions,274,9.67052,8.17131,11.16972,0.00000,6.00000,15.00000,0.0,37.50000,,,
1997,1st Quintile,Rural regions,171,13.72031,10.51421,16.92641,0.00000,4.00000,20.00000,0.0,50.00000,,,
1997,2nd Quintile,Urban regions,494,11.83695,10.51324,13.16065,0.00000,7.00000,18.69899,0.0,46.74749,,,
1997,2nd Quintile,Rural regions,322,10.81741,9.18230,12.45251,0.00000,6.00000,16.00000,0.0,40.00000,,,
1997,3rd Quintile,Urban regions,587,12.65984,11.34823,13.97144,0.00000,8.00000,20.00000,0.0,50.00000,,,
1997,3rd Quintile,Rural regions,425,12.15662,10.56955,13.74369,0.00000,6.00000,18.00000,0.0,45.00000,,,
1997,4th Quintile,Urban regions,790,12.47564,11.48008,13.47120,0.00000,10.00000,20.00000,0.0,50.00000,,,
1997,4th Quintile,Rural regions,431,12.74169,11.22035,14.26303,0.00000,8.00000,19.00000,0.0,47.50000,,,
1997,5th Quintile,Urban regions,767,16.57593,15.28744,17.86442,3.00000,10.00000,24.00000,0.0,55.50000,,,
1997,5th Quintile,Rural regions,291,16.99802,14.68454,19.31150,2.00000,10.00000,20.00000,0.0,47.00000,,,
1998,1st Quintile,Urban regions,300,11.28402,9.50133,13.06671,0.00000,6.00000,17.00000,0.0,42.50000,,,
1998,1st Quintile,Rural regions,163,11.42653,8.88810,13.96496,0.00000,8.00000,15.00000,0.0,37.50000,,,
1998,2nd Quintile,Urban regions,489,12.31529,10.92375,13.70683,0.00000,8.00000,18.00000,0.0,45.00000,,,
1998,2nd Quintile,Rural regions,320,11.93675,10.16736,13.70615,0.00000,6.00000,18.00000,0.0,45.00000,,,
1998,3rd Quintile,Urban regions,543,13.38876,12.09435,14.68316,0.00000,10.00000,20.00000,0.0,50.00000,,,
1998,3rd Quintile,Rural regions,426,12.06511,10.47110,13.65913,0.00000,6.00000,20.00000,0.0,50.00000,,,
1998,4th Quintile,Urban regions,743,14.02742,12.82903,15.22581,0.00000,10.00000,20.00000,0.0,50.00000,,,
1998,4th Quintile,Rural regions,430,12.50771,11.03665,13.97876,0.00000,8.00000,20.00000,0.0,50.00000,,,
1998,5th Quintile,Urban regions,711,17.44633,16.04870,18.84396,4.00000,12.00000,22.00000,0.0,49.00000,,,
1998,5th Quintile,Rural regions,296,16.65215,14.43740,18.86690,2.49305,10.00000,20.00000,0.0,46.26043,,,
1999,1st Quintile,Urban regions,331,11.02567,9.35842,12.69291,0.00000,7.00000,15.00000,0.0,37.50000,,,
1999,1st Quintile,Rural regions,224,11.91382,9.80978,14.01787,0.00000,6.73637,19.26135,0.0,48.15337,,,
1999,2nd Quintile,Urban regions,522,12.01954,10.62204,13.41703,0.00000,7.00000,16.00000,0.0,40.00000,,,
1999,2nd Quintile,Rural regions,399,11.81990,10.29744,13.34236,0.00000,8.00000,17.89717,0.0,44.74294,,,
1999,3rd Quintile,Urban regions,618,13.41804,12.19160,14.64448,0.00000,10.00000,20.00000,0.0,50.00000,,,
1999,3rd Quintile,Rural regions,441,12.58499,11.00048,14.16949,0.00000,8.00000,20.00000,0.0,50.00000,,,
1999,4th Quintile,Urban regions,802,14.53961,13.38154,15.69768,0.00000,10.00000,20.00000,0.0,50.00000,,,
1999,4th Quintile,Rural regions,402,13.88647,12.23455,15.53840,1.00000,10.00000,20.00000,0.0,48.50000,,,
1999,5th Quintile,Urban regions,843,16.42863,15.21438,17.64288,3.00000,10.00000,21.00000,0.0,48.00000,,,
1999,5th Quintile,Rural regions,318,15.03413,13.12161,16.94665,0.00000,10.00000,20.00000,0.0,50.00000,,,
2000,1st Quintile,Urban regions,269,9.77669,7.95578,11.59759,0.00000,5.00000,12.34815,0.0,30.87037,,,
2000,1st Quintile,Rural regions,188,10.56210,8.29695,12.82725,0.00000,5.00000,15.00000,0.0,37.50000,,,
2000,2nd Quintile,Urban regions,480,12.63254,11.22873,14.03635,0.00000,8.00000,20.00000,0.0,50.00000,,,
2000,2nd Quintile,Rural regions,343,11.22759,9.52921,12.92597,0.00000,6.00000,16.00000,0.0,40.00000,,,
2000,3rd Quintile,Urban regions,613,12.91255,11.60629,14.21882,0.00000,8.04601,19.52011,0.0,48.80028,,,
2000,3rd Quintile,Rural regions,443,10.97055,9.57870,12.36240,0.00000,8.00000,16.00000,0.0,40.00000,,,
2000,4th Quintile,Urban regions,806,12.89886,11.72976,14.06796,0.00000,10.00000,20.00000,0.0,50.00000,,,
2000,4th Quintile,Rural regions,410,14.08202,12.41964,15.74440,1.27545,10.00000,20.00000,0.0,48.08682,,,
2000,5th Quintile,Urban regions,825,16.04680,14.82416,17.26944,2.00000,10.00000,20.00000,0.0,47.00000,,,
2000,5th Quintile,Rural regions,297,12.08634,10.30278,13.86989,0.00000,8.00000,18.00000,0.0,45.00000,,,
2001,1st Quintile,Urban regions,,,,,,,,,,,,
2001,1st Quintile,Rural regions,,,,,,,,,,,,
2001,2nd Quintile,Urban regions,,,,,,,,,,,,
2001,2nd Quintile,Rural regions,,,,,,,,,,,,
2001,3rd Quintile,Urban regions,,,,,,,,,,,,
2001,3rd Quintile,Rural regions,,,,,,,,,,,,
2001,4th Quintile,Urban regions,,,,,,,,,,,,
2001,4th Quintile,Rural regions,,,,,,,,,,,,
2001,5th Quintile,Urban regions,,,,,,,,,,,,
2001,5th Quintile,Rural regions,,,,,,,,,,,,
2002,1st Quintile,Urban regions,323,10.54260,8.68746,12.39774,0.00000,4.00000,15.00000,0.0,37.50000,,,
2002,1st Quintile,Rural regions,227,9.93784,7.64952,12.22617,0.00000,2.00000,12.00000,0.0,30.00000,,,
2002,2nd Quintile,Urban regions,597,12.25472,10.90905,13.60038,0.00000,8.00000,16.59683,0.0,41.49207,,,
2002,2nd Quintile,Rural regions,440,10.82408,9.32838,12.31977,0.00000,6.00000,15.00000,0.0,37.50000,,,
2002,3rd Quintile,Urban regions,853,12.21629,11.14327,13.28931,0.00000,7.00000,20.00000,0.0,50.00000,,,
2002,3rd Quintile,Rural regions,511,12.44200,10.81307,14.07094,0.00000,8.00000,15.00000,0.0,37.50000,,,
2002,4th Quintile,Urban regions,1113,12.26486,11.38519,13.14453,0.00000,8.00000,20.00000,0.0,50.00000,,,
2002,4th Quintile,Rural regions,675,12.14270,11.02570,13.25970,0.00000,8.00000,20.00000,0.0,50.00000,,,
2002,5th Quintile,Urban regions,1611,15.10510,14.26692,15.94328,2.00000,10.00000,20.00000,0.0,47.00000,,,
2002,5th Quintile,Rural regions,586,14.63141,13.10292,16.15990,0.00000,10.00000,20.00000,0.0,50.00000,,,
2003,1st Quintile,Urban regions,342,9.22501,7.67177,10.77824,0.00000,4.00000,14.51965,0.0,36.29912,,,
2003,1st Quintile,Rural regions,218,9.51358,7.37242,11.65475,0.00000,4.00000,12.00000,0.0,30.00000,,,
2003,2nd Quintile,Urban regions,607,10.78274,9.61610,11.94939,0.00000,6.00000,15.00000,0.0,37.50000,,,
2003,2nd Quintile,Rural regions,422,9.74769,8.57652,10.91885,0.00000,5.00000,15.00000,0.0,37.50000,,,
2003,3rd Quintile,Urban regions,842,12.15351,11.09177,13.21525,0.00000,8.00000,17.00000,0.0,42.50000,,,
2003,3rd Quintile,Rural regions,547,11.45662,10.23065,12.68258,0.00000,8.00000,15.00000,0.0,37.50000,,,
2003,4th Quintile,Urban regions,1193,12.44234,11.56282,13.32186,0.00000,8.00000,20.00000,0.0,50.00000,,,
2003,4th Quintile,Rural regions,683,12.12376,10.93165,13.31587,0.00000,8.00000,16.00000,0.0,40.00000,,,
2003,5th Quintile,Urban regions,1959,15.80185,14.99366,16.61005,2.00000,10.00000,20.00000,0.0,47.00000,,,
2003,5th Quintile,Rural regions,661,13.41451,12.16185,14.66716,0.00000,10.00000,20.00000,0.0,50.00000,,,
2004,1st Quintile,Urban regions,309,10.32138,8.59929,12.04347,0.00000,6.00000,15.00000,0.0,37.50000,,,
2004,1st Quintile,Rural regions,200,13.13391,10.45890,15.80892,0.00000,6.00000,16.00000,0.0,40.00000,,,
2004,2nd Quintile,Urban regions,606,11.14581,9.94977,12.34186,0.00000,6.00000,16.00000,0.0,40.00000,,,
2004,2nd Quintile,Rural regions,372,9.75284,8.38001,11.12567,0.00000,5.00000,15.00000,0.0,37.50000,,,
2004,3rd Quintile,Urban regions,786,11.95045,10.85186,13.04903,0.00000,8.00000,15.83352,0.0,39.58381,,,
2004,3rd Quintile,Rural regions,542,11.99978,10.69095,13.30861,0.00000,7.00000,19.29700,0.0,48.24251,,,
2004,4th Quintile,Urban regions,1124,11.99507,11.08775,12.90239,0.00000,8.00000,18.00000,0.0,45.00000,,,
2004,4th Quintile,Rural regions,636,10.38016,9.32001,11.44031,0.00000,8.00000,15.00000,0.0,37.50000,,,
2004,5th Quintile,Urban regions,1939,15.83462,14.99536,16.67389,1.53587,10.00000,20.00000,0.0,47.69619,,,
2004,5th Quintile,Rural regions,673,14.53770,13.29389,15.78150,2.00000,10.00000,20.00000,0.0,47.00000,,,
2005,1st Quintile,Urban regions,305,11.55762,9.87396,13.24128,0.00000,6.00000,18.33909,0.0,45.84773,,,
2005,1st Quintile,Rural regions,171,12.62960,9.64851,15.61068,0.00000,8.00000,16.00000,0.0,40.00000,,,
2005,2nd Quintile,Urban regions,535,12.29630,10.73664,13.85596,0.00000,6.00000,15.00000,0.0,37.50000,,,
2005,2nd Quintile,Rural regions,374,10.49108,8.95015,12.03202,0.00000,5.00000,14.06095,0.0,35.15237,,,
2005,3rd Quintile,Urban regions,784,11.26386,10.30948,12.21825,0.00000,8.00000,16.00000,0.0,40.00000,,,
2005,3rd Quintile,Rural regions,499,11.16763,9.90724,12.42803,0.00000,8.00000,16.00000,0.0,40.00000,,,
2005,4th Quintile,Urban regions,1070,12.51318,11.56869,13.45768,0.00000,9.00000,17.00000,0.0,42.50000,,,
2005,4th Quintile,Rural regions,592,10.79412,9.52801,12.06022,0.00000,6.00000,15.00000,0.0,37.50000,,,
2005,5th Quintile,Urban regions,1736,17.15292,16.23470,18.07114,3.00000,10.00000,25.00000,0.0,58.00000,,,
2005,5th Quintile,Rural regions,621,12.32080,10.99171,13.64990,0.00000,8.00000,16.00000,0.0,40.00000,,,
2006,1st Quintile,Urban regions,278,10.20665,8.65224,11.76106,0.00000,5.00000,15.00000,0.0,37.50000,,,
2006,1st Quintile,Rural regions,206,12.15349,9.71021,14.59678,0.00000,5.54392,16.00000,0.0,40.00000,,,
2006,2nd Quintile,Urban regions,529,12.81897,11.35435,14.28359,0.00000,8.00000,17.00000,0.0,42.50000,,,
2006,2nd Quintile,Rural regions,367,12.50727,10.88845,14.12609,0.00000,8.07260,18.00000,0.0,45.00000,,,
2006,3rd Quintile,Urban regions,773,12.35261,11.27866,13.42657,0.00000,10.00000,20.00000,0.0,50.00000,,,
2006,3rd Quintile,Rural regions,492,11.31017,10.09336,12.52698,0.00000,7.00000,16.00000,0.0,40.00000,,,
2006,4th Quintile,Urban regions,1098,11.94564,11.08896,12.80233,0.00000,9.00000,18.00000,0.0,45.00000,,,
2006,4th Quintile,Rural regions,526,12.64305,11.24713,14.03898,0.00000,8.00000,19.24284,0.0,48.10711,,,
2006,5th Quintile,Urban regions,1705,16.99003,16.13492,17.84515,4.00000,11.00000,23.00000,0.0,51.50000,,,
2006,5th Quintile,Rural regions,617,14.26856,12.79550,15.74161,0.00000,10.00000,20.00000,0.0,50.00000,,,
2007,1st Quintile,Urban regions,314,14.74817,12.62009,16.87625,0.00000,10.00000,20.00000,0.0,50.00000,,,
2007,1st Quintile,Rural regions,201,11.49017,8.92715,14.05318,0.00000,4.00000,16.12805,0.0,40.32011,,,
2007,2nd Quintile,Urban regions,564,13.85879,12.46319,15.25439,1.00000,10.00000,20.00000,0.0,48.50000,,,
2007,2nd Quintile,Rural regions,417,12.33014,10.83038,13.82990,0.00000,8.00000,18.00000,0.0,45.00000,,,
2007,3rd Quintile,Urban regions,806,14.32399,13.19842,15.44956,2.00000,10.00000,20.00000,0.0,47.00000,,,
2007,3rd Quintile,Rural regions,496,14.04842,12.29244,15.80441,0.00000,8.00000,20.00000,0.0,50.00000,,,
2007,4th Quintile,Urban regions,1140,12.95232,12.03224,13.87239,2.00000,9.00000,20.00000,0.0,47.00000,,,
2007,4th Quintile,Rural regions,643,13.64258,12.29581,14.98935,0.00000,10.00000,20.00000,0.0,50.00000,,,
2007,5th Quintile,Urban regions,1663,17.71599,16.74960,18.68238,4.00000,10.00000,23.75632,0.0,53.39079,,,
2007,5th Quintile,Rural regions,645,12.37254,11.08675,13.65832,0.00000,8.00000,15.00000,0.0,37.50000,,,
2008,1st Quintile,Urban regions,295,10.91952,9.28059,12.55845,0.00000,5.00000,20.00000,0.0,50.00000,,,
2008,1st Quintile,Rural regions,195,11.69559,9.28727,14.10392,0.00000,6.00000,16.00000,0.0,40.00000,,,
2008,2nd Quintile,Urban regions,577,13.02420,11.68981,14.35859,0.00000,10.00000,20.00000,0.0,50.00000,,,
2008,2nd Quintile,Rural regions,399,11.45980,9.83335,13.08626,0.00000,6.00000,15.00000,0.0,37.50000,,,
2008,3rd Quintile,Urban regions,826,13.07377,11.90890,14.23863,1.00000,8.00000,20.00000,0.0,48.50000,,,
2008,3rd Quintile,Rural regions,589,11.95665,10.60781,13.30550,0.00000,8.00000,16.00000,0.0,40.00000,,,
2008,4th Quintile,Urban regions,1085,13.22184,12.30234,14.14134,2.00000,10.00000,20.00000,0.0,47.00000,,,
2008,4th Quintile,Rural regions,551,12.28966,10.92267,13.65666,0.00000,8.00000,16.00000,0.0,40.00000,,,
2008,5th Quintile,Urban regions,1635,16.67792,15.78471,17.57114,3.00000,10.00000,20.00000,0.0,45.50000,,,
2008,5th Quintile,Rural regions,614,12.51268,11.24346,13.78191,0.00000,10.00000,17.00000,0.0,42.50000,,,
2009,1st Quintile,Urban regions,287,10.98291,9.18010,12.78573,0.00000,6.00000,15.00000,0.0,37.50000,,,
2009,1st Quintile,Rural regions,179,11.78824,9.38174,14.19474,0.00000,5.94804,20.00000,0.0,50.00000,,,
2009,2nd Quintile,Urban regions,426,12.47342,10.95940,13.98745,0.00000,9.00000,20.00000,0.0,50.00000,,,
2009,2nd Quintile,Rural regions,351,9.58804,8.05051,11.12556,0.00000,5.00000,12.00000,0.0,30.00000,,,
2009,3rd Quintile,Urban regions,739,12.63948,11.46220,13.81676,0.00000,8.00000,18.00000,0.0,45.00000,,,
2009,3rd Quintile,Rural regions,518,11.46960,10.16494,12.77426,0.00000,8.00000,17.90787,0.0,44.76967,,,
2009,4th Quintile,Urban regions,973,12.95674,11.98458,13.92889,0.00000,10.00000,20.00000,0.0,50.00000,,,
2009,4th Quintile,Rural regions,533,11.94303,10.61076,13.27529,0.00000,8.00000,16.00000,0.0,40.00000,,,
2009,5th Quintile,Urban regions,1425,16.83570,15.88212,17.78929,2.00000,10.00000,25.00000,0.0,59.50000,,,
2009,5th Quintile,Rural regions,569,14.22116,12.71604,15.72628,0.00000,10.00000,20.00000,0.0,50.00000,,,
2010,1st Quintile,Urban regions,257,10.43967,8.44749,12.43184,0.00000,5.00000,12.00000,0.0,30.00000,,,
2010,1st Quintile,Rural regions,139,9.94686,7.06087,12.83285,0.00000,4.59215,12.00000,0.0,30.00000,,,
2010,2nd Quintile,Urban regions,449,12.20271,10.50599,13.89944,0.00000,5.00000,17.89225,0.0,44.73063,,,
2010,2nd Quintile,Rural regions,321,8.62139,6.89686,10.34592,0.00000,0.70193,11.05469,0.0,27.63672,,,
2010,3rd Quintile,Urban regions,678,10.81707,9.71417,11.91998,0.00000,6.00000,15.00000,0.0,37.50000,,,
2010,3rd Quintile,Rural regions,489,11.95173,10.48392,13.41954,0.00000,5.00000,20.00000,0.0,50.00000,,,
2010,4th Quintile,Urban regions,903,12.14286,11.05812,13.22760,0.00000,8.00000,15.00000,0.0,37.50000,,,
2010,4th Quintile,Rural regions,525,11.07399,9.81217,12.33582,0.00000,5.00000,16.00000,0.0,40.00000,,,
2010,5th Quintile,Urban regions,1367,15.73187,14.73419,16.72956,2.00000,10.00000,20.00000,0.0,47.00000,,,
2010,5th Quintile,Rural regions,471,12.78429,11.36868,14.19989,0.00000,10.00000,18.00000,0.0,45.00000,,,
2011,1st Quintile,Urban regions,588,11.88321,10.66843,13.09800,0.00000,8.00000,17.85775,0.0,44.64439,,,
2011,1st Quintile,Rural regions,395,13.16896,11.29165,15.04627,0.00000,8.00000,16.00000,0.0,40.00000,,,
2011,2nd Quintile,Urban regions,808,12.12218,11.06542,13.17894,0.00000,8.00000,20.00000,0.0,50.00000,,,
2011,2nd Quintile,Rural regions,648,13.57455,12.24241,14.90668,0.00000,8.98421,20.00000,0.0,50.00000,,,
2011,3rd Quintile,Urban regions,987,11.73416,10.78622,12.68211,0.00000,8.00000,15.00000,0.0,37.50000,,,
2011,3rd Quintile,Rural regions,642,11.60173,10.57859,12.62487,0.00000,10.00000,16.00000,0.0,40.00000,,,
2011,4th Quintile,Urban regions,1214,13.72118,12.81063,14.63173,3.00000,10.00000,18.00000,0.0,40.50000,,,
2011,4th Quintile,Rural regions,620,11.58310,10.43533,12.73088,0.00000,8.00000,18.00000,0.0,45.00000,,,
2011,5th Quintile,Urban regions,1495,17.77604,16.84629,18.70578,5.00000,12.00000,24.00000,0.0,52.50000,,,
2011,5th Quintile,Rural regions,546,14.49417,12.95446,16.03388,0.00000,10.00000,20.00000,0.0,50.00000,,,
2012,1st Quintile,Urban regions,716,10.46433,9.39666,11.53200,0.00000,5.00000,16.00000,0.0,40.00000,,,
2012,1st Quintile,Rural regions,521,12.03541,10.66419,13.40663,0.00000,7.00000,20.00000,0.0,50.00000,,,
2012,2nd Quintile,Urban regions,1017,11.86216,10.82416,12.90016,0.00000,6.00000,17.00000,0.0,42.50000,,,
2012,2nd Quintile,Rural regions,663,10.72417,9.61565,11.83269,0.00000,5.00000,15.00000,0.0,37.50000,,,
2012,3rd Quintile,Urban regions,1202,10.67114,9.90271,11.43958,0.00000,6.00000,15.00000,0.0,37.50000,,,
2012,3rd Quintile,Rural regions,819,10.89446,9.88854,11.90037,0.00000,8.00000,15.09841,0.0,37.74601,,,
2012,4th Quintile,Urban regions,1402,12.20657,11.43549,12.97764,1.00000,10.00000,16.00000,0.0,38.50000,,,
2012,4th Quintile,Rural regions,783,11.76210,10.69314,12.83105,0.00000,8.00000,18.00000,0.0,45.00000,,,
2012,5th Quintile,Urban regions,1707,15.40475,14.56685,16.24265,2.00000,10.00000,20.00000,0.0,47.00000,,,
2012,5th Quintile,Rural regions,679,13.45703,12.13745,14.77661,0.30036,10.00000,17.08329,0.0,42.25769,,,
2013,1st Quintile,Urban regions,655,9.66746,8.67125,10.66367,0.00000,6.00000,15.00000,0.0,37.50000,,,
2013,1st Quintile,Rural regions,461,10.54213,9.27603,11.80824,0.00000,5.00000,16.00000,0.0,40.00000,,,
2013,2nd Quintile,Urban regions,1008,10.83054,9.96451,11.69656,0.00000,7.00000,15.27747,0.0,38.19368,,,
2013,2nd Quintile,Rural regions,732,10.75668,9.73994,11.77342,0.00000,7.00000,16.00000,0.0,40.00000,,,
2013,3rd Quintile,Urban regions,1119,11.85225,10.89866,12.80583,0.00000,7.00000,16.00000,0.0,40.00000,,,
2013,3rd Quintile,Rural regions,753,10.36064,9.37230,11.34899,0.00000,7.00000,15.00000,0.0,37.50000,,,
2013,4th Quintile,Urban regions,1355,11.12184,10.41147,11.83221,0.00000,8.00000,15.00000,0.0,37.50000,,,
2013,4th Quintile,Rural regions,825,10.58577,9.70715,11.46439,0.00000,8.00000,15.00000,0.0,37.50000,,,
2013,5th Quintile,Urban regions,1743,14.67675,13.93907,15.41443,3.00000,10.00000,20.00000,0.0,45.50000,,,
2013,5th Quintile,Rural regions,616,12.39186,11.19135,13.59237,0.00000,8.59497,20.00000,0.0,50.00000,,,
2014,1st Quintile,Urban regions,753,11.66225,10.62056,12.70394,0.00000,8.00000,16.00000,0.0,40.00000,,,
