year,bula_h,regtyp,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Berlin,Urban regions,No,0.97341,498,498,0.95926,0.98755
2000,Brandenburg,Urban regions,No,0.99469,36,36,0.97061,1.01877
2000,Brandenburg,Rural regions,No,0.94220,473,473,0.92115,0.96326
2000,Mecklenburg-Western Pomerania,Urban regions,No,0.96788,42,42,0.91391,1.02185
2000,Mecklenburg-Western Pomerania,Rural regions,No,0.97511,265,265,0.95632,0.99390
2000,Saxony,Urban regions,No,0.95153,420,420,0.93097,0.97209
2000,Saxony,Rural regions,No,0.95490,465,465,0.93602,0.97378
2000,Saxony-Anhalt,Urban regions,No,0.95042,108,108,0.90929,0.99155
2000,Saxony-Anhalt,Rural regions,No,0.95229,404,404,0.93148,0.97310
2000,Thuringa,Urban regions,No,0.96199,141,141,0.93032,0.99367
2000,Thuringa,Rural regions,No,0.95143,373,373,0.92959,0.97328
2001,Schleswig-Holstein,Urban regions,No,0.90434,147,147,0.85663,0.95205
2001,Schleswig-Holstein,Rural regions,No,0.96554,199,199,0.94013,0.99095
2001,Hamburg,Urban regions,No,0.96028,174,174,0.93118,0.98939
2001,Lower Saxony,Urban regions,No,0.96305,463,463,0.94585,0.98025
2001,Lower Saxony,Rural regions,No,0.95112,457,457,0.93133,0.97091
2001,Bremen,Urban regions,No,0.96981,96,96,0.93540,1.00422
2001,North Rhine-Westphalia,Urban regions,Yes,0.03862,91,2423,0.03095,0.04630
2001,North Rhine-Westphalia,Urban regions,No,0.95954,2332,2423,0.95169,0.96739
2001,North Rhine-Westphalia,Rural regions,No,0.90972,57,57,0.83467,0.98478
2001,Hesse,Urban regions,No,0.96448,605,605,0.94972,0.97924
2001,Hesse,Rural regions,No,0.96956,144,144,0.94141,0.99772
2001,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96168,532,532,0.94536,0.97801
2001,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92497,159,159,0.88389,0.96605
2001,Baden-Wuerttemberg,Urban regions,Yes,0.02864,39,1228,0.01931,0.03797
2001,Baden-Wuerttemberg,Urban regions,No,0.97136,1189,1228,0.96203,0.98069
2001,Baden-Wuerttemberg,Rural regions,No,0.98124,132,132,0.95800,1.00447
2001,Bavaria,Urban regions,Yes,0.04405,32,804,0.02986,0.05824
2001,Bavaria,Urban regions,No,0.95511,772,804,0.94079,0.96944
2001,Bavaria,Rural regions,Yes,0.04328,39,811,0.02927,0.05730
2001,Bavaria,Rural regions,No,0.95672,772,811,0.94270,0.97073
2001,Berlin,Urban regions,No,0.97462,468,468,0.96036,0.98889
2001,Brandenburg,Urban regions,No,0.99519,36,36,0.97226,1.01812
2001,Brandenburg,Rural regions,No,0.94342,442,442,0.92186,0.96499
2001,Mecklenburg-Western Pomerania,Urban regions,No,0.96526,39,39,0.90704,1.02348
2001,Mecklenburg-Western Pomerania,Rural regions,No,0.95803,236,236,0.93239,0.98367
2001,Saxony,Urban regions,No,0.95901,405,405,0.93968,0.97834
2001,Saxony,Rural regions,No,0.95631,413,413,0.93657,0.97605
2001,Saxony-Anhalt,Urban regions,No,0.93310,98,98,0.88338,0.98282
2001,Saxony-Anhalt,Rural regions,No,0.95192,384,384,0.93049,0.97335
2001,Thuringa,Urban regions,No,0.94867,137,137,0.91158,0.98576
2001,Thuringa,Rural regions,No,0.95171,336,336,0.92875,0.97466
2002,Schleswig-Holstein,Urban regions,No,0.92162,161,161,0.87998,0.96327
2002,Schleswig-Holstein,Rural regions,No,0.96912,217,217,0.94605,0.99219
2002,Hamburg,Urban regions,No,0.96978,193,193,0.94557,0.99400
2002,Lower Saxony,Urban regions,No,0.96145,496,496,0.94449,0.97841
2002,Lower Saxony,Rural regions,No,0.95246,491,491,0.93362,0.97130
2002,Bremen,Urban regions,No,0.93529,99,99,0.88658,0.98400
2002,North Rhine-Westphalia,Urban regions,Yes,0.03346,80,2533,0.02645,0.04046
2002,North Rhine-Westphalia,Urban regions,No,0.96654,2453,2533,0.95954,0.97355
2002,North Rhine-Westphalia,Rural regions,No,0.90445,55,55,0.82604,0.98286
2002,Hesse,Urban regions,No,0.97400,695,695,0.96216,0.98584
2002,Hesse,Rural regions,No,0.97932,145,145,0.95607,1.00256
2002,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95850,541,541,0.94167,0.97532
2002,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92986,165,165,0.89077,0.96894
2002,Baden-Wuerttemberg,Urban regions,Yes,0.04108,47,1321,0.03038,0.05179
2002,Baden-Wuerttemberg,Urban regions,No,0.95892,1274,1321,0.94821,0.96962
2002,Baden-Wuerttemberg,Rural regions,No,0.97667,128,128,0.95041,1.00292
2002,Bavaria,Urban regions,Yes,0.05178,32,891,0.03722,0.06633
2002,Bavaria,Urban regions,No,0.94822,859,891,0.93367,0.96278
2002,Bavaria,Rural regions,Yes,0.04847,40,833,0.03387,0.06306
2002,Bavaria,Rural regions,No,0.95153,793,833,0.93694,0.96613
2002,Berlin,Urban regions,No,0.96979,483,483,0.95451,0.98507
2002,Brandenburg,Urban regions,No,0.96737,33,33,0.90582,1.02893
2002,Brandenburg,Rural regions,No,0.94872,444,444,0.92818,0.96926
2002,Mecklenburg-Western Pomerania,Urban regions,No,0.88236,38,38,0.77854,0.98617
2002,Mecklenburg-Western Pomerania,Rural regions,No,0.95350,230,230,0.92623,0.98077
2002,Saxony,Urban regions,No,0.95874,405,405,0.93934,0.97813
2002,Saxony,Rural regions,No,0.95230,410,410,0.93165,0.97296
2002,Saxony-Anhalt,Urban regions,No,0.93237,97,97,0.88213,0.98260
2002,Saxony-Anhalt,Rural regions,No,0.94359,384,384,0.92049,0.96670
2002,Thuringa,Urban regions,No,0.95830,140,140,0.92507,0.99153
2002,Thuringa,Rural regions,No,0.93142,332,332,0.90419,0.95865
2003,Schleswig-Holstein,Urban regions,No,0.91623,153,153,0.87219,0.96028
2003,Schleswig-Holstein,Rural regions,No,0.98086,202,202,0.96192,0.99980
2003,Hamburg,Urban regions,No,0.96128,175,175,0.93262,0.98995
2003,Lower Saxony,Urban regions,No,0.96835,467,467,0.95246,0.98425
2003,Lower Saxony,Rural regions,No,0.94424,477,477,0.92363,0.96486
2003,Bremen,Urban regions,No,0.94771,97,97,0.90317,0.99224
2003,North Rhine-Westphalia,Urban regions,Yes,0.03836,84,2447,0.03075,0.04597
2003,North Rhine-Westphalia,Urban regions,No,0.96164,2363,2447,0.95403,0.96925
2003,North Rhine-Westphalia,Rural regions,No,0.93543,53,53,0.86863,1.00223
2003,Hesse,Urban regions,No,0.97014,649,649,0.95704,0.98325
2003,Hesse,Rural regions,No,0.95608,129,129,0.92059,0.99158
2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95557,536,536,0.93811,0.97303
2003,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93980,160,160,0.90283,0.97677
2003,Baden-Wuerttemberg,Urban regions,Yes,0.03362,39,1281,0.02375,0.04350
2003,Baden-Wuerttemberg,Urban regions,No,0.96638,1242,1281,0.95650,0.97625
2003,Baden-Wuerttemberg,Rural regions,No,0.93728,114,114,0.89258,0.98199
2003,Bavaria,Urban regions,No,0.95465,832,832,0.94051,0.96880
2003,Bavaria,Rural regions,Yes,0.05277,39,790,0.03717,0.06838
2003,Bavaria,Rural regions,No,0.94723,751,790,0.93162,0.96283
2003,Berlin,Urban regions,No,0.96300,473,473,0.94597,0.98003
2003,Brandenburg,Urban regions,No,0.93164,33,33,0.84420,1.01908
2003,Brandenburg,Rural regions,Yes,0.09063,33,461,0.06440,0.11687
2003,Brandenburg,Rural regions,No,0.90937,428,461,0.88313,0.93560
2003,Mecklenburg-Western Pomerania,Urban regions,No,0.88823,37,37,0.78531,0.99116
2003,Mecklenburg-Western Pomerania,Rural regions,No,0.96383,232,232,0.93975,0.98791
2003,Saxony,Urban regions,No,0.96978,410,410,0.95319,0.98637
2003,Saxony,Rural regions,No,0.94545,400,400,0.92317,0.96773
2003,Saxony-Anhalt,Urban regions,No,0.95282,100,100,0.91106,0.99459
2003,Saxony-Anhalt,Rural regions,No,0.95575,375,375,0.93491,0.97659
2003,Thuringa,Urban regions,No,0.96518,138,138,0.93449,0.99588
2003,Thuringa,Rural regions,No,0.93762,322,322,0.91117,0.96408
2004,Schleswig-Holstein,Urban regions,No,0.91082,149,149,0.86490,0.95674
2004,Schleswig-Holstein,Rural regions,No,0.98150,198,198,0.96268,1.00032
2004,Hamburg,Urban regions,No,0.97657,178,178,0.95429,0.99886
2004,Lower Saxony,Urban regions,No,0.95764,464,464,0.93929,0.97599
2004,Lower Saxony,Rural regions,No,0.95142,479,479,0.93215,0.97070
2004,Bremen,Urban regions,No,0.90776,90,90,0.84764,0.96788
2004,North Rhine-Westphalia,Urban regions,Yes,0.04208,82,2376,0.03400,0.05015
2004,North Rhine-Westphalia,Urban regions,No,0.95792,2294,2376,0.94985,0.96600
2004,North Rhine-Westphalia,Rural regions,No,0.94145,51,51,0.87637,1.00653
2004,Hesse,Urban regions,No,0.97016,627,627,0.95684,0.98349
2004,Hesse,Rural regions,No,0.97049,124,124,0.94059,1.00040
2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97113,526,526,0.95681,0.98545
2004,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91378,152,152,0.86900,0.95855
2004,Baden-Wuerttemberg,Urban regions,Yes,0.03987,44,1240,0.02898,0.05077
2004,Baden-Wuerttemberg,Urban regions,No,0.96013,1196,1240,0.94923,0.97102
2004,Baden-Wuerttemberg,Rural regions,No,0.94733,113,113,0.90596,0.98870
2004,Bavaria,Urban regions,No,0.95869,800,800,0.94489,0.97249
2004,Bavaria,Rural regions,Yes,0.05752,40,784,0.04121,0.07383
2004,Bavaria,Rural regions,No,0.94248,744,784,0.92617,0.95879
2004,Berlin,Urban regions,No,0.96057,462,462,0.94280,0.97834
2004,Brandenburg,Urban regions,No,0.94646,36,36,0.87188,1.02104
2004,Brandenburg,Rural regions,Yes,0.08232,31,445,0.05675,0.10789
2004,Brandenburg,Rural regions,No,0.91768,414,445,0.89211,0.94325
2004,Mecklenburg-Western Pomerania,Urban regions,No,0.94302,42,42,0.87206,1.01397
2004,Mecklenburg-Western Pomerania,Rural regions,No,0.97184,230,230,0.95041,0.99327
2004,Saxony,Urban regions,No,0.94529,398,398,0.92292,0.96766
2004,Saxony,Rural regions,No,0.93811,384,384,0.91398,0.96224
2004,Saxony-Anhalt,Urban regions,No,0.92815,96,96,0.87622,0.98008
2004,Saxony-Anhalt,Rural regions,No,0.95946,368,368,0.93928,0.97963
2004,Thuringa,Urban regions,No,0.95925,137,137,0.92602,0.99248
2004,Thuringa,Rural regions,No,0.92603,321,321,0.89736,0.95471
2005,Schleswig-Holstein,Urban regions,No,0.89882,142,142,0.84905,0.94860
2005,Schleswig-Holstein,Rural regions,No,0.97994,200,200,0.96046,0.99942
2005,Hamburg,Urban regions,No,0.96410,170,170,0.93605,0.99215
2005,Lower Saxony,Urban regions,No,0.95572,446,446,0.93660,0.97483
2005,Lower Saxony,Rural regions,No,0.95760,463,463,0.93922,0.97597
2005,Bremen,Urban regions,No,0.95827,84,84,0.91525,1.00129
2005,North Rhine-Westphalia,Urban regions,Yes,0.04296,83,2310,0.03469,0.05123
2005,North Rhine-Westphalia,Urban regions,No,0.95704,2227,2310,0.94877,0.96531
2005,North Rhine-Westphalia,Rural regions,No,0.97850,51,51,0.93829,1.01870
2005,Hesse,Urban regions,No,0.97215,612,612,0.95910,0.98519
2005,Hesse,Rural regions,No,0.98389,129,129,0.96208,1.00570
2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96123,500,500,0.94430,0.97817
2005,"Rhineland-Palatinate, Saarland",Rural regions,No,0.89749,145,145,0.84795,0.94703
2005,Baden-Wuerttemberg,Urban regions,Yes,0.02921,32,1210,0.01972,0.03870
2005,Baden-Wuerttemberg,Urban regions,No,0.97079,1178,1210,0.96130,0.98028
2005,Baden-Wuerttemberg,Rural regions,No,0.95315,105,105,0.91254,0.99376
2005,Bavaria,Urban regions,No,0.96082,771,771,0.94712,0.97453
2005,Bavaria,Rural regions,Yes,0.04741,34,757,0.03226,0.06256
2005,Bavaria,Rural regions,No,0.95259,723,757,0.93744,0.96774
2005,Berlin,Urban regions,No,0.97697,442,442,0.96297,0.99097
2005,Brandenburg,Urban regions,No,0.94802,40,40,0.87835,1.01769
2005,Brandenburg,Rural regions,No,0.94163,406,406,0.91879,0.96446
2005,Mecklenburg-Western Pomerania,Urban regions,No,0.93085,39,39,0.85018,1.01152
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.97790,230,230,0.95887,0.99694
2005,Saxony,Urban regions,No,0.94664,400,400,0.92459,0.96870
2005,Saxony,Rural regions,No,0.94879,380,380,0.92660,0.97098
2005,Saxony-Anhalt,Urban regions,No,0.89533,95,95,0.83345,0.95722
2005,Saxony-Anhalt,Rural regions,No,0.96092,357,357,0.94079,0.98105
2005,Thuringa,Urban regions,No,0.95858,133,133,0.92459,0.99257
2005,Thuringa,Rural regions,No,0.94216,308,308,0.91605,0.96827
2006,Schleswig-Holstein,Urban regions,No,0.92436,149,149,0.88176,0.96696
2006,Schleswig-Holstein,Rural regions,No,0.97122,222,222,0.94918,0.99326
2006,Hamburg,Urban regions,No,0.96165,188,188,0.93413,0.98918
2006,Lower Saxony,Urban regions,No,0.95211,502,502,0.93341,0.97081
2006,Lower Saxony,Rural regions,No,0.95699,526,526,0.93963,0.97434
2006,Bremen,Urban regions,No,0.95916,87,87,0.91733,1.00099
2006,North Rhine-Westphalia,Urban regions,Yes,0.04372,85,2474,0.03566,0.05178
2006,North Rhine-Westphalia,Urban regions,No,0.95628,2389,2474,0.94822,0.96434
2006,North Rhine-Westphalia,Rural regions,No,0.93353,59,59,0.86943,0.99764
2006,Hesse,Urban regions,No,0.95646,666,666,0.94095,0.97197
2006,Hesse,Rural regions,No,0.97102,150,150,0.94408,0.99795
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95602,526,526,0.93848,0.97356
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92113,166,166,0.88000,0.96226
2006,Baden-Wuerttemberg,Urban regions,Yes,0.02970,38,1348,0.02064,0.03877
2006,Baden-Wuerttemberg,Urban regions,No,0.97030,1310,1348,0.96123,0.97936
2006,Baden-Wuerttemberg,Rural regions,No,0.95757,117,117,0.92089,0.99425
2006,Bavaria,Urban regions,Yes,0.03539,33,867,0.02308,0.04769
2006,Bavaria,Urban regions,No,0.96461,834,867,0.95231,0.97692
2006,Bavaria,Rural regions,Yes,0.05505,42,863,0.03982,0.07028
2006,Bavaria,Rural regions,No,0.94495,821,863,0.92972,0.96018
2006,Berlin,Urban regions,No,0.97649,467,467,0.96273,0.99024
2006,Brandenburg,Urban regions,No,0.95894,43,43,0.89893,1.01895
2006,Brandenburg,Rural regions,Yes,0.06901,31,486,0.04645,0.09157
2006,Brandenburg,Rural regions,No,0.93099,455,486,0.90843,0.95355
2006,Mecklenburg-Western Pomerania,Urban regions,No,0.92242,39,39,0.83736,1.00747
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.96507,255,255,0.94249,0.98765
2006,Saxony,Urban regions,No,0.94502,434,434,0.92355,0.96649
2006,Saxony,Rural regions,No,0.93838,403,403,0.91488,0.96189
2006,Saxony-Anhalt,Urban regions,No,0.90366,88,88,0.84166,0.96566
2006,Saxony-Anhalt,Rural regions,No,0.96497,382,382,0.94651,0.98343
2006,Thuringa,Urban regions,No,0.96721,141,141,0.93771,0.99671
2006,Thuringa,Rural regions,No,0.93450,349,349,0.90850,0.96049
2007,Schleswig-Holstein,Urban regions,No,0.90729,134,134,0.85800,0.95658
2007,Schleswig-Holstein,Rural regions,No,0.95478,204,204,0.92620,0.98336
2007,Hamburg,Urban regions,No,0.97325,185,185,0.94994,0.99656
2007,Lower Saxony,Urban regions,No,0.95445,468,468,0.93554,0.97336
2007,Lower Saxony,Rural regions,No,0.96257,498,498,0.94588,0.97926
2007,Bremen,Urban regions,No,0.96549,87,87,0.92691,1.00407
2007,North Rhine-Westphalia,Urban regions,Yes,0.04234,84,2283,0.03408,0.05060
2007,North Rhine-Westphalia,Urban regions,No,0.95766,2199,2283,0.94940,0.96592
2007,North Rhine-Westphalia,Rural regions,No,0.94106,54,54,0.87766,1.00447
2007,Hesse,Urban regions,No,0.95806,618,618,0.94224,0.97388
2007,Hesse,Rural regions,No,0.98467,139,139,0.96417,1.00517
2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95868,486,486,0.94096,0.97639
2007,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93845,146,146,0.89933,0.97757
2007,Baden-Wuerttemberg,Urban regions,Yes,0.03007,33,1234,0.02054,0.03960
2007,Baden-Wuerttemberg,Urban regions,No,0.96993,1201,1234,0.96040,0.97946
2007,Baden-Wuerttemberg,Rural regions,No,0.94154,110,110,0.89750,0.98559
2007,Bavaria,Urban regions,Yes,0.04979,33,821,0.03490,0.06468
2007,Bavaria,Urban regions,No,0.94781,788,821,0.93258,0.96303
2007,Bavaria,Rural regions,Yes,0.04311,31,820,0.02920,0.05702
2007,Bavaria,Rural regions,No,0.95689,789,820,0.94298,0.97080
2007,Berlin,Urban regions,No,0.96682,447,447,0.95020,0.98344
2007,Brandenburg,Urban regions,No,0.96330,42,42,0.90574,1.02085
2007,Brandenburg,Rural regions,No,0.94810,419,419,0.92683,0.96936
2007,Mecklenburg-Western Pomerania,Urban regions,No,0.91386,38,38,0.82345,1.00426
2007,Mecklenburg-Western Pomerania,Rural regions,No,0.97157,235,235,0.95028,0.99287
2007,Saxony,Urban regions,No,0.93810,406,406,0.91463,0.96157
2007,Saxony,Rural regions,No,0.94811,392,392,0.92612,0.97009
2007,Saxony-Anhalt,Urban regions,No,0.90416,86,86,0.84158,0.96674
2007,Saxony-Anhalt,Rural regions,No,0.96116,356,356,0.94106,0.98126
2007,Thuringa,Urban regions,No,0.96519,136,136,0.93428,0.99611
2007,Thuringa,Rural regions,No,0.94582,332,332,0.92144,0.97021
2008,Schleswig-Holstein,Urban regions,No,0.93542,121,121,0.89144,0.97939
2008,Schleswig-Holstein,Rural regions,No,0.96115,191,191,0.93367,0.98863
2008,Hamburg,Urban regions,No,0.95735,178,178,0.92758,0.98712
2008,Lower Saxony,Urban regions,No,0.96966,455,455,0.95388,0.98544
2008,Lower Saxony,Rural regions,No,0.95981,475,475,0.94213,0.97749
2008,Bremen,Urban regions,No,0.95191,80,80,0.90473,0.99909
2008,North Rhine-Westphalia,Urban regions,Yes,0.04936,81,2123,0.04014,0.05857
2008,North Rhine-Westphalia,Urban regions,No,0.95064,2042,2123,0.94143,0.95986
2008,North Rhine-Westphalia,Rural regions,No,0.94986,52,52,0.88996,1.00976
2008,Hesse,Urban regions,No,0.95757,582,582,0.94118,0.97396
2008,Hesse,Rural regions,No,0.97704,124,124,0.95057,1.00351
2008,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95984,457,457,0.94182,0.97786
2008,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94630,140,140,0.90882,0.98377
2008,Baden-Wuerttemberg,Urban regions,Yes,0.03639,36,1169,0.02565,0.04713
2008,Baden-Wuerttemberg,Urban regions,No,0.96361,1133,1169,0.95287,0.97435
2008,Baden-Wuerttemberg,Rural regions,No,0.93393,108,108,0.88687,0.98100
2008,Bavaria,Urban regions,No,0.96102,739,739,0.94706,0.97499
2008,Bavaria,Rural regions,No,0.96318,744,744,0.94964,0.97672
2008,Berlin,Urban regions,No,0.96716,435,435,0.95039,0.98393
2008,Brandenburg,Urban regions,No,0.97209,41,41,0.92105,1.02314
2008,Brandenburg,Rural regions,No,0.94760,405,405,0.92587,0.96933
2008,Mecklenburg-Western Pomerania,Urban regions,No,0.97277,39,39,0.92103,1.02452
2008,Mecklenburg-Western Pomerania,Rural regions,No,0.98161,230,230,0.96421,0.99901
2008,Saxony,Urban regions,No,0.95936,395,395,0.93986,0.97885
2008,Saxony,Rural regions,No,0.96628,377,377,0.94804,0.98453
2008,Saxony-Anhalt,Urban regions,No,0.92157,90,90,0.86572,0.97743
2008,Saxony-Anhalt,Rural regions,No,0.93187,326,326,0.90447,0.95926
2008,Thuringa,Urban regions,No,0.97144,138,138,0.94355,0.99933
2008,Thuringa,Rural regions,No,0.94121,314,314,0.91515,0.96727
2009,Schleswig-Holstein,Urban regions,No,0.92696,104,104,0.87671,0.97721
2009,Schleswig-Holstein,Rural regions,No,0.96323,182,182,0.93582,0.99065
2009,Hamburg,Urban regions,No,0.95408,170,170,0.92252,0.98563
2009,Lower Saxony,Urban regions,No,0.97094,424,424,0.95493,0.98695
2009,Lower Saxony,Rural regions,No,0.95141,455,455,0.93163,0.97119
2009,Bremen,Urban regions,No,0.94805,70,70,0.89568,1.00041
2009,North Rhine-Westphalia,Urban regions,Yes,0.04035,76,1973,0.03167,0.04904
2009,North Rhine-Westphalia,Urban regions,No,0.95965,1897,1973,0.95096,0.96833
2009,North Rhine-Westphalia,Rural regions,No,0.95298,53,53,0.89545,1.01052
2009,Hesse,Urban regions,No,0.95711,544,544,0.94007,0.97416
2009,Hesse,Rural regions,No,0.97176,123,123,0.94236,1.00116
2009,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94552,428,428,0.92399,0.96704
2009,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96097,130,130,0.92755,0.99439
2009,Baden-Wuerttemberg,Urban regions,No,0.96333,1021,1021,0.95180,0.97487
2009,Baden-Wuerttemberg,Rural regions,No,0.93849,97,97,0.89042,0.98655
2009,Bavaria,Urban regions,No,0.95533,694,694,0.93995,0.97071
2009,Bavaria,Rural regions,No,0.96072,703,703,0.94635,0.97509
2009,Berlin,Urban regions,No,0.94833,421,421,0.92716,0.96950
2009,Brandenburg,Urban regions,No,0.98854,42,42,0.95595,1.02112
2009,Brandenburg,Rural regions,No,0.94364,384,384,0.92055,0.96674
2009,Mecklenburg-Western Pomerania,Urban regions,No,0.97171,35,35,0.91599,1.02744
2009,Mecklenburg-Western Pomerania,Rural regions,No,0.97920,229,229,0.96067,0.99772
2009,Saxony,Urban regions,No,0.94589,370,370,0.92280,0.96897
2009,Saxony,Rural regions,No,0.96176,356,356,0.94181,0.98171
2009,Saxony-Anhalt,Urban regions,No,0.89095,85,85,0.82429,0.95761
2009,Saxony-Anhalt,Rural regions,No,0.95838,323,323,0.93657,0.98020
2009,Thuringa,Urban regions,No,0.96439,134,134,0.93290,0.99589
2009,Thuringa,Rural regions,No,0.92695,292,292,0.89706,0.95685
2010,Schleswig-Holstein,Urban regions,No,0.92514,148,148,0.88260,0.96769
2010,Schleswig-Holstein,Rural regions,No,0.94790,277,277,0.92168,0.97412
2010,Hamburg,Urban regions,No,0.96137,238,238,0.93684,0.98591
2010,Lower Saxony,Urban regions,No,0.97175,574,574,0.95819,0.98532
2010,Lower Saxony,Rural regions,No,0.95792,644,644,0.94241,0.97344
2010,Bremen,Urban regions,No,0.92820,100,100,0.87735,0.97905
2010,North Rhine-Westphalia,Urban regions,Yes,0.04971,93,2743,0.04157,0.05784
2010,North Rhine-Westphalia,Urban regions,No,0.95029,2650,2743,0.94216,0.95843
2010,North Rhine-Westphalia,Rural regions,No,0.91392,65,65,0.84521,0.98264
2010,Hesse,Urban regions,No,0.97602,746,746,0.96503,0.98700
2010,Hesse,Rural regions,No,0.93549,189,189,0.90037,0.97060
2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96306,573,573,0.94760,0.97852
2010,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98286,182,182,0.96395,1.00177
2010,Baden-Wuerttemberg,Urban regions,Yes,0.03003,31,1467,0.02129,0.03876
2010,Baden-Wuerttemberg,Urban regions,No,0.96997,1436,1467,0.96124,0.97871
2010,Baden-Wuerttemberg,Rural regions,No,0.96070,154,154,0.92991,0.99149
2010,Bavaria,Urban regions,Yes,0.04156,33,944,0.02882,0.05430
2010,Bavaria,Urban regions,No,0.95844,911,944,0.94570,0.97118
2010,Bavaria,Rural regions,Yes,0.04338,40,1093,0.03130,0.05547
2010,Bavaria,Rural regions,No,0.95662,1053,1093,0.94453,0.96870
2010,Berlin,Urban regions,No,0.95277,575,575,0.93542,0.97013
2010,Brandenburg,Urban regions,No,0.98562,45,45,0.95044,1.02080
2010,Brandenburg,Rural regions,No,0.95633,491,491,0.93824,0.97443
2010,Mecklenburg-Western Pomerania,Rural regions,No,0.97840,293,293,0.96173,0.99508
2010,Saxony,Urban regions,No,0.95592,481,481,0.93755,0.97428
2010,Saxony,Rural regions,No,0.97344,426,426,0.95815,0.98873
2010,Saxony-Anhalt,Urban regions,No,0.96187,100,100,0.92414,0.99959
2010,Saxony-Anhalt,Rural regions,No,0.96301,416,416,0.94485,0.98117
2010,Thuringa,Urban regions,No,0.98037,182,182,0.96016,1.00058
2010,Thuringa,Rural regions,No,0.91008,331,331,0.87922,0.94095
2011,Schleswig-Holstein,Urban regions,No,0.93246,166,166,0.89416,0.97075
2011,Schleswig-Holstein,Rural regions,No,0.96833,411,411,0.95138,0.98528
2011,Hamburg,Urban regions,No,0.96510,260,260,0.94275,0.98745
2011,Lower Saxony,Urban regions,No,0.97193,669,669,0.95940,0.98446
2011,Lower Saxony,Rural regions,No,0.96730,797,797,0.95495,0.97966
2011,Bremen,Urban regions,No,0.93686,116,116,0.89241,0.98132
2011,North Rhine-Westphalia,Urban regions,Yes,0.03919,101,3209,0.03248,0.04591
2011,North Rhine-Westphalia,Urban regions,No,0.96081,3108,3209,0.95409,0.96752
2011,North Rhine-Westphalia,Rural regions,No,0.95473,79,79,0.90860,1.00087
2011,Hesse,Urban regions,No,0.98038,902,902,0.97132,0.98943
2011,Hesse,Rural regions,No,0.94469,226,226,0.91482,0.97455
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96812,677,677,0.95488,0.98137
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97863,240,240,0.96030,0.99697
2011,Baden-Wuerttemberg,Urban regions,Yes,0.03739,48,1769,0.02855,0.04624
2011,Baden-Wuerttemberg,Urban regions,No,0.96239,1721,1769,0.95352,0.97126
2011,Baden-Wuerttemberg,Rural regions,No,0.93306,220,220,0.89996,0.96616
2011,Bavaria,Urban regions,Yes,0.02779,34,1191,0.01845,0.03713
2011,Bavaria,Urban regions,No,0.97221,1157,1191,0.96287,0.98155
2011,Bavaria,Rural regions,Yes,0.04145,49,1384,0.03095,0.05196
2011,Bavaria,Rural regions,No,0.95855,1335,1384,0.94804,0.96905
2011,Berlin,Urban regions,No,0.95293,648,648,0.93661,0.96925
2011,Brandenburg,Urban regions,No,0.96238,57,57,0.91255,1.01222
2011,Brandenburg,Rural regions,Yes,0.05010,31,620,0.03292,0.06729
2011,Brandenburg,Rural regions,No,0.94990,589,620,0.93271,0.96708
2011,Mecklenburg-Western Pomerania,Urban regions,No,0.98838,46,46,0.95706,1.01969
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.96707,348,348,0.94829,0.98584
2011,Saxony,Urban regions,No,0.96433,550,550,0.94882,0.97984
2011,Saxony,Rural regions,No,0.97246,476,476,0.95774,0.98718
2011,Saxony-Anhalt,Urban regions,No,0.93044,135,135,0.88737,0.97352
2011,Saxony-Anhalt,Rural regions,No,0.96763,494,494,0.95200,0.98325
2011,Thuringa,Urban regions,No,0.96906,216,216,0.94592,0.99221
2011,Thuringa,Rural regions,No,0.92271,402,402,0.89657,0.94885
2012,Schleswig-Holstein,Urban regions,No,0.94079,167,167,0.90488,0.97669
2012,Schleswig-Holstein,Rural regions,No,0.96212,408,408,0.94358,0.98067
2012,Hamburg,Urban regions,No,0.96631,261,261,0.94437,0.98824
