year,bula_h,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No,0.95998,483,483,0.94249,0.97748
2009,Hamburg,No,0.92489,251,251,0.89222,0.95757
2009,Lower Saxony,Yes,0.07068,123,1633,0.05824,0.08311
2009,Lower Saxony,No,0.92932,1510,1633,0.91689,0.94176
2009,Bremen,No,0.92444,114,114,0.87571,0.97317
2009,North Rhine-Westphalia,Yes,0.07539,265,3628,0.06680,0.08399
2009,North Rhine-Westphalia,No,0.92461,3363,3628,0.91601,0.93320
2009,Hesse,Yes,0.08103,81,1217,0.06569,0.09637
2009,Hesse,No,0.91897,1136,1217,0.90363,0.93431
2009,"Rhineland-Palatinate, Saarland",Yes,0.06169,67,1024,0.04694,0.07643
2009,"Rhineland-Palatinate, Saarland",No,0.93831,957,1024,0.92357,0.95306
2009,Baden-Wuerttemberg,Yes,0.05706,111,2107,0.04715,0.06696
2009,Baden-Wuerttemberg,No,0.94294,1996,2107,0.93304,0.95285
2009,Bavaria,Yes,0.05385,147,2609,0.04519,0.06251
2009,Bavaria,No,0.94615,2462,2609,0.93749,0.95481
2009,Berlin,Yes,0.09729,58,683,0.07505,0.11953
2009,Berlin,No,0.90271,625,683,0.88047,0.92495
2009,Brandenburg,Yes,0.11335,90,789,0.09121,0.13548
2009,Brandenburg,No,0.88665,699,789,0.86452,0.90879
2009,Mecklenburg-Western Pomerania,Yes,0.08298,33,470,0.05801,0.10794
2009,Mecklenburg-Western Pomerania,No,0.91702,437,470,0.89206,0.94199
2009,Saxony,Yes,0.08207,111,1369,0.06752,0.09661
2009,Saxony,No,0.91793,1258,1369,0.90339,0.93248
2009,Saxony-Anhalt,Yes,0.11580,90,769,0.09316,0.13843
2009,Saxony-Anhalt,No,0.88420,679,769,0.86157,0.90684
2009,Thuringa,Yes,0.07897,73,823,0.06054,0.09741
2009,Thuringa,No,0.92103,750,823,0.90259,0.93946
2011,Schleswig-Holstein,Yes,0.04728,40,651,0.03097,0.06360
2011,Schleswig-Holstein,No,0.95272,611,651,0.93640,0.96903
2011,Hamburg,No,0.95974,299,299,0.93743,0.98206
2011,Lower Saxony,Yes,0.07606,148,1908,0.06416,0.08796
2011,Lower Saxony,No,0.92394,1760,1908,0.91204,0.93584
2011,Bremen,No,0.95986,122,122,0.92489,0.99484
2011,North Rhine-Westphalia,Yes,0.08296,328,4131,0.07454,0.09137
2011,North Rhine-Westphalia,No,0.91704,3803,4131,0.90863,0.92546
2011,Hesse,Yes,0.09445,114,1409,0.07917,0.10972
2011,Hesse,No,0.90555,1295,1409,0.89028,0.92083
2011,"Rhineland-Palatinate, Saarland",Yes,0.07402,90,1206,0.05924,0.08880
2011,"Rhineland-Palatinate, Saarland",No,0.92598,1116,1206,0.91120,0.94076
2011,Baden-Wuerttemberg,Yes,0.07333,155,2486,0.06308,0.08358
2011,Baden-Wuerttemberg,No,0.92667,2331,2486,0.91642,0.93692
2011,Bavaria,Yes,0.06765,199,3184,0.05893,0.07638
2011,Bavaria,No,0.93235,2985,3184,0.92362,0.94107
2011,Berlin,Yes,0.11449,71,781,0.09215,0.13684
2011,Berlin,No,0.88551,710,781,0.86316,0.90785
2011,Brandenburg,Yes,0.13306,118,882,0.11063,0.15549
2011,Brandenburg,No,0.86694,764,882,0.84451,0.88937
2011,Mecklenburg-Western Pomerania,Yes,0.08293,42,515,0.05909,0.10677
2011,Mecklenburg-Western Pomerania,No,0.91707,473,515,0.89323,0.94091
2011,Saxony,Yes,0.10678,140,1404,0.09062,0.12294
2011,Saxony,No,0.89322,1264,1404,0.87706,0.90938
2011,Saxony-Anhalt,Yes,0.12148,111,867,0.09972,0.14323
2011,Saxony-Anhalt,No,0.87852,756,867,0.85677,0.90028
2011,Thuringa,Yes,0.09596,84,884,0.07653,0.11539
2011,Thuringa,No,0.90404,800,884,0.88461,0.92347
2013,Schleswig-Holstein,Yes,0.06741,48,593,0.04721,0.08761
2013,Schleswig-Holstein,No,0.93259,545,593,0.91239,0.95279
2013,Hamburg,No,0.94816,295,295,0.92282,0.97351
2013,Lower Saxony,Yes,0.08256,147,1775,0.06975,0.09536
2013,Lower Saxony,No,0.91744,1628,1775,0.90464,0.93025
2013,Bremen,No,0.95293,113,113,0.91370,0.99215
2013,North Rhine-Westphalia,Yes,0.09086,317,3718,0.08162,0.10010
2013,North Rhine-Westphalia,No,0.90914,3401,3718,0.89990,0.91838
2013,Hesse,Yes,0.10821,126,1290,0.09125,0.12517
2013,Hesse,No,0.89179,1164,1290,0.87483,0.90875
2013,"Rhineland-Palatinate, Saarland",Yes,0.07559,90,1098,0.05994,0.09123
2013,"Rhineland-Palatinate, Saarland",No,0.92441,1008,1098,0.90877,0.94006
2013,Baden-Wuerttemberg,Yes,0.07862,142,2123,0.06717,0.09007
2013,Baden-Wuerttemberg,No,0.92138,1981,2123,0.90993,0.93283
2013,Bavaria,Yes,0.07236,207,2947,0.06300,0.08171
2013,Bavaria,No,0.92764,2740,2947,0.91829,0.93700
2013,Berlin,Yes,0.12894,81,768,0.10522,0.15266
2013,Berlin,No,0.87106,687,768,0.84734,0.89478
2013,Brandenburg,Yes,0.14805,118,780,0.12311,0.17299
2013,Brandenburg,No,0.85195,662,780,0.82701,0.87689
2013,Mecklenburg-Western Pomerania,Yes,0.09310,42,454,0.06634,0.11986
2013,Mecklenburg-Western Pomerania,No,0.90690,412,454,0.88014,0.93366
2013,Saxony,Yes,0.10792,147,1335,0.09127,0.12457
2013,Saxony,No,0.89208,1188,1335,0.87543,0.90873
2013,Saxony-Anhalt,Yes,0.15160,112,759,0.12607,0.17713
2013,Saxony-Anhalt,No,0.84840,647,759,0.82287,0.87393
2013,Thuringa,Yes,0.09917,91,799,0.07843,0.11991
2013,Thuringa,No,0.90083,708,799,0.88009,0.92157
2015,Schleswig-Holstein,Yes,0.05934,58,874,0.04367,0.07502
2015,Schleswig-Holstein,No,0.94066,816,874,0.92498,0.95633
2015,Hamburg,No,0.96062,413,413,0.94184,0.97940
2015,Lower Saxony,Yes,0.08000,168,2421,0.06919,0.09081
2015,Lower Saxony,No,0.92000,2253,2421,0.90919,0.93081
2015,Bremen,No,0.93836,165,165,0.90155,0.97517
2015,North Rhine-Westphalia,Yes,0.08303,352,5165,0.07550,0.09055
2015,North Rhine-Westphalia,No,0.91697,4813,5165,0.90945,0.92450
2015,Hesse,Yes,0.10288,139,1705,0.08846,0.11731
2015,Hesse,No,0.89712,1566,1705,0.88269,0.91154
2015,"Rhineland-Palatinate, Saarland",Yes,0.07643,93,1496,0.06296,0.08990
2015,"Rhineland-Palatinate, Saarland",No,0.92357,1403,1496,0.91010,0.93704
2015,Baden-Wuerttemberg,Yes,0.06934,164,2985,0.06023,0.07846
2015,Baden-Wuerttemberg,No,0.93066,2821,2985,0.92154,0.93977
2015,Bavaria,Yes,0.06611,242,4027,0.05844,0.07379
2015,Bavaria,No,0.93389,3785,4027,0.92621,0.94156
2015,Berlin,Yes,0.11635,81,912,0.09552,0.13717
2015,Berlin,No,0.88365,831,912,0.86283,0.90448
2015,Brandenburg,Yes,0.11793,114,984,0.09777,0.13809
2015,Brandenburg,No,0.88207,870,984,0.86191,0.90223
2015,Mecklenburg-Western Pomerania,Yes,0.08505,44,557,0.06186,0.10824
2015,Mecklenburg-Western Pomerania,No,0.91495,513,557,0.89176,0.93814
2015,Saxony,Yes,0.10918,155,1511,0.09345,0.12491
2015,Saxony,No,0.89082,1356,1511,0.87509,0.90655
2015,Saxony-Anhalt,Yes,0.14742,106,885,0.12405,0.17080
2015,Saxony-Anhalt,No,0.85258,779,885,0.82920,0.87595
2015,Thuringa,Yes,0.09472,93,920,0.07579,0.11365
2015,Thuringa,No,0.90528,827,920,0.88635,0.92421
2017,Schleswig-Holstein,Yes,0.05105,51,951,0.03705,0.06505
2017,Schleswig-Holstein,No,0.94895,900,951,0.93495,0.96295
2017,Hamburg,No,0.95810,446,446,0.93948,0.97671
2017,Lower Saxony,Yes,0.08820,179,2697,0.07750,0.09891
2017,Lower Saxony,No,0.91180,2518,2697,0.90109,0.92250
2017,Bremen,No,0.89302,202,202,0.85029,0.93575
2017,North Rhine-Westphalia,Yes,0.08460,375,5524,0.07727,0.09194
2017,North Rhine-Westphalia,No,0.91540,5149,5524,0.90806,0.92273
2017,Hesse,Yes,0.10185,143,1789,0.08783,0.11587
2017,Hesse,No,0.89815,1646,1789,0.88413,0.91217
2017,"Rhineland-Palatinate, Saarland",Yes,0.09279,113,1524,0.07822,0.10736
2017,"Rhineland-Palatinate, Saarland",No,0.90721,1411,1524,0.89264,0.92178
2017,Baden-Wuerttemberg,Yes,0.06700,158,3018,0.05808,0.07592
2017,Baden-Wuerttemberg,No,0.93300,2860,3018,0.92408,0.94192
2017,Bavaria,Yes,0.06632,255,4211,0.05880,0.07383
2017,Bavaria,No,0.93368,3956,4211,0.92617,0.94120
2017,Berlin,Yes,0.10112,83,989,0.08232,0.11992
2017,Berlin,No,0.89888,906,989,0.88008,0.91768
2017,Brandenburg,Yes,0.14658,139,1033,0.12500,0.16816
2017,Brandenburg,No,0.85342,894,1033,0.83184,0.87500
2017,Mecklenburg-Western Pomerania,Yes,0.07490,42,573,0.05333,0.09647
2017,Mecklenburg-Western Pomerania,No,0.92510,531,573,0.90353,0.94667
2017,Saxony,Yes,0.10173,161,1653,0.08715,0.11631
2017,Saxony,No,0.89827,1492,1653,0.88369,0.91285
2017,Saxony-Anhalt,Yes,0.12761,104,923,0.10607,0.14915
2017,Saxony-Anhalt,No,0.87239,819,923,0.85085,0.89393
2017,Thuringa,Yes,0.08752,99,978,0.06980,0.10524
2017,Thuringa,No,0.91248,879,978,0.89476,0.93020
2019,Schleswig-Holstein,Yes,0.06336,56,956,0.04791,0.07881
2019,Schleswig-Holstein,No,0.93664,900,956,0.92119,0.95209
2019,Hamburg,No,0.94878,505,505,0.92953,0.96803
2019,Lower Saxony,Yes,0.08575,173,2494,0.07476,0.09674
2019,Lower Saxony,No,0.91425,2321,2494,0.90326,0.92524
2019,Bremen,No,0.87012,198,198,0.82317,0.91706
2019,North Rhine-Westphalia,Yes,0.08692,383,5406,0.07941,0.09443
2019,North Rhine-Westphalia,No,0.91308,5023,5406,0.90557,0.92059
2019,Hesse,Yes,0.09530,136,1711,0.08138,0.10922
2019,Hesse,No,0.90470,1575,1711,0.89078,0.91862
2019,"Rhineland-Palatinate, Saarland",Yes,0.08758,121,1466,0.07310,0.10205
2019,"Rhineland-Palatinate, Saarland",No,0.91242,1345,1466,0.89795,0.92690
2019,Baden-Wuerttemberg,Yes,0.06986,164,2799,0.06041,0.07931
2019,Baden-Wuerttemberg,No,0.93014,2635,2799,0.92069,0.93959
2019,Bavaria,Yes,0.07375,260,3951,0.06560,0.08190
2019,Bavaria,No,0.92625,3691,3951,0.91810,0.93440
2019,Berlin,Yes,0.08651,78,1027,0.06931,0.10371
2019,Berlin,No,0.91349,949,1027,0.89629,0.93069
