"ple0012","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2019","(noch) kein Abschluss","60","0.0918235297960583","0.0715317375556767","0.11211532203644"
"Ja","2019","Hauptschule","775","0.137482275051536","0.128925199630955","0.146039350472117"
"Ja","2019","Realschule","484","0.0768590322286079","0.0705088185947366","0.0832092458624793"
"Ja","2019","(Fach-)Abitur","163","","",""
"Ja","2019","AkademikerIn","429","0.0615108188091046","0.0559015593023264","0.0671200783158829"
"Nein","2019","(noch) kein Abschluss","718","0.908176470203942","0.88788467796356","0.928468262444323"
"Nein","2019","Hauptschule","5446","0.862517724948464","0.853960649527883","0.871074800369045"
"Nein","2019","Realschule","6275","0.923140967771392","0.916790754137521","0.929491181405263"
"Nein","2019","(Fach-)Abitur","4001","0.953518423562443","0.947124054490119","0.959912792634768"
"Nein","2019","AkademikerIn","6619","0.938489181190895","0.932879921684117","0.944098440697674"
