"year","age_gr","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2009","46-65","4","19.94","14.5","494","5","8","28","40","80","18.44","21.44","1","99","12","15"
"2009","46-65","5 Einkommensstärkstes Quintil","19.98","14.5","688","5","9","25","44","80","18.54","21.42","1","99","14","15"
"2009","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2009","66","2","","","","","","","","","","","","","",""
"2009","66","3","","","","","","","","","","","","","",""
"2009","66","4","","","","","","","","","","","","","",""
"2009","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2010","17-29","1 Einkommensschwächstes Quintil","12.62","9","118","3","5","20","25","52","10.36","14.88","1","60","8","12"
"2010","17-29","2","17.01","9.5","197","4","8","24","40","75","14.92","19.1","1","99","10","12"
"2010","17-29","3","18.11","9","149","4","6","30","35","69","15.64","20.58","1","74","10","12"
"2010","17-29","4","17.06","9.5","189","4","6","20","40","99","14.47","19.65","1","99","10","12"
"2010","17-29","5 Einkommensstärkstes Quintil","17.97","9.5","143","5","6","25","40","80","15.6","20.34","1","80","10","13"
"2010","30-45","1 Einkommensschwächstes Quintil","16.6","11","235","4","8","20","30","85","14.35","18.85","1","99","10","15"
"2010","30-45","2","15.95","9.5","663","3","6","20","35","65","14.77","17.13","1","99","12","15"
"2010","30-45","3","17.56","11.5","595","4","8","20","35","99","16.17","18.95","1","99","10","13"
"2010","30-45","4","17.22","9.5","716","4","8","20","40","80","15.95","18.49","1","99","10","15"
"2010","30-45","5 Einkommensstärkstes Quintil","20.16","14.5","767","4","9","24","40","99","18.9","21.42","1","99","15","16"
"2010","46-65","1 Einkommensschwächstes Quintil","20.8","15.5","141","5","8","26","40","99","17.48","24.12","1","99","10","15"
"2010","46-65","2","18.11","13.5","253","3","8","20","30","99","15.93","20.29","1","99","10","15"
"2010","46-65","3","19.38","14.5","301","3","7","25","40","99","17.21","21.55","1","99","12","15"
"2010","46-65","4","18.14","11.5","523","4","7","23","40","80","16.75","19.53","1","99","12","15"
"2010","46-65","5 Einkommensstärkstes Quintil","21.38","14.5","717","5","8","30","50","90","20","22.76","1","99","15","16"
"2010","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2010","66","2","","","","","","","","","","","","","",""
"2010","66","3","","","","","","","","","","","","","",""
"2010","66","4","","","","","","","","","","","","","",""
"2010","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2011","17-29","1 Einkommensschwächstes Quintil","12.83","9","130","3","6","16","25","46","10.25","15.41","1","99","10","12"
"2011","17-29","2","17.51","11.5","215","4","8","20","35","80","15.32","19.7","1","99","10","15"
"2011","17-29","3","14.27","9.5","193","4","5","20","30","60","12.18","16.36","1","90","10","12"
"2011","17-29","4","16.36","11","232","4","6","20","30","80","14.24","18.48","1","93","10","12"
"2011","17-29","5 Einkommensstärkstes Quintil","17.35","14.5","168","3","6","20","40","70","15","19.7","1","75","12","17"
"2011","30-45","1 Einkommensschwächstes Quintil","18.54","14.5","287","5","10","24","32","80","16.6","20.48","1","99","12","15"
"2011","30-45","2","18.23","14.5","746","4","9","20","36","80","17.09","19.37","1","99","12","15"
"2011","30-45","3","17.11","14.5","730","5","8","20","38","80","15.94","18.28","1","99","12","15"
"2011","30-45","4","17.36","11.5","954","4","8","20","38","80","16.29","18.43","1","99","11","15"
"2011","30-45","5 Einkommensstärkstes Quintil","21.05","14.5","957","5","9","30","48","80","19.93","22.17","1","99","15","15"
"2011","46-65","1 Einkommensschwächstes Quintil","18.27","9.5","212","4","8","20","40","80","16.33","20.21","1","80","10","14"
"2011","46-65","2","17.89","9","403","4","6","20","40","80","16.29","19.49","1","99","10","15"
"2011","46-65","3","18.6","14.5","463","4","8","20","40","80","16.93","20.27","1","99","12","15"
"2011","46-65","4","19.27","11.5","757","5","8","24","40","80","18.1","20.44","1","99","12","15"
"2011","46-65","5 Einkommensstärkstes Quintil","22.33","14.5","987","5","10","30","50","90","21.16","23.5","1","99","15","16"
"2011","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2011","66","2","","","","","","","","","","","","","",""
"2011","66","3","","","","","","","","","","","","","",""
"2011","66","4","","","","","","","","","","","","","",""
"2011","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2012","17-29","1 Einkommensschwächstes Quintil","14.05","9.5","108","2","5","20","30","84","10.46","17.64","2","99","8","12"
"2012","17-29","2","16.5","11.5","209","3","8","20","30","86","14.31","18.69","1","99","10","12"
"2012","17-29","3","16.58","9.5","203","3","5","20","40","70","14.33","18.83","1","99","10","10"
"2012","17-29","4","14.18","9.5","258","3","5","20","30","80","12.27","16.09","1","99","10","12"
"2012","17-29","5 Einkommensstärkstes Quintil","13.7","9.5","169","2","6","16","30","50","11.76","15.64","1","80","10","11"
"2012","30-45","1 Einkommensschwächstes Quintil","19.26","14.5","224","5","8","21","40","99","16.55","21.97","1","99","11","20"
"2012","30-45","2","17.38","13.5","634","4","7","20","37","80","16.16","18.6","1","99","12","15"
"2012","30-45","3","17.54","11.5","738","4","9","21","38","80","16.42","18.66","1","99","10","14"
"2012","30-45","4","16.16","11.5","866","3","6","20","35","70","15.14","17.18","1","99","10","12"
"2012","30-45","5 Einkommensstärkstes Quintil","20.66","14.5","1004","5","8","25","42","90","19.53","21.79","1","99","12","15"
"2012","46-65","1 Einkommensschwächstes Quintil","16.47","14.5","161","4","6","23","30","60","13.84","19.1","1","90","10","15"
"2012","46-65","2","16.54","11.5","406","4","6","20","30","99","14.97","18.11","2","99","10","12"
"2012","46-65","3","16.34","11.5","480","4","7","20","35","80","14.96","17.72","1","99","11","15"
"2012","46-65","4","16.8","11.5","827","4","8","20","32","80","15.82","17.78","1","98","10","14"
"2012","46-65","5 Einkommensstärkstes Quintil","19.66","14.5","1071","5","10","25","40","99","18.57","20.75","1","99","14","15"
"2012","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2012","66","2","","","","","","","","","","","","","",""
"2012","66","3","","","","","","","","","","","","","",""
"2012","66","4","","","","","","","","","","","","","",""
"2012","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2013","17-29","1 Einkommensschwächstes Quintil","12.93","9.5","180","3","5","16","24","80","10.78","15.08","1","80","8","12"
"2013","17-29","2","13.09","9.5","213","3","5","20","25","80","11.05","15.13","1","99","10","12"
"2013","17-29","3","18.12","13.5","221","4","7","24","40","60","15.88","20.36","1","99","10","15"
"2013","17-29","4","14.22","9.5","301","3","6","20","30","80","12.51","15.93","1","99","10","12"
"2013","17-29","5 Einkommensstärkstes Quintil","14.47","9.5","221","4","6","20","40","65","12.74","16.2","1","80","10","12"
"2013","30-45","1 Einkommensschwächstes Quintil","13.04","9","228","3","5","16","25","66","11.05","15.03","1","90","10","14"
"2013","30-45","2","17.69","14.5","668","4","8","20","38","80","16.48","18.9","1","99","12","15"
"2013","30-45","3","17.49","9.5","739","4","8","20","40","80","16.35","18.63","1","99","12","15"
"2013","30-45","4","15.41","9.5","990","3","6","20","30","80","14.49","16.33","1","99","10","12"
"2013","30-45","5 Einkommensstärkstes Quintil","18.82","14.5","1098","4","8","25","40","80","17.86","19.78","1","99","12","15"
"2013","46-65","1 Einkommensschwächstes Quintil","17.3","11.5","208","4","7","22","40","75","15.08","19.52","1","90","10","15"
"2013","46-65","2","15.7","11.5","406","4","7","20","33","70","14.21","17.19","1","99","10","12"
"2013","46-65","3","14.75","9.5","495","4","7","20","30","60","13.48","16.02","1","99","10","14"
"2013","46-65","4","16.04","10.5","866","4","7","20","30","80","15.07","17.01","1","99","10","12"
"2013","46-65","5 Einkommensstärkstes Quintil","17.86","11.5","1088","4","8","20","40","80","16.85","18.87","1","99","12","15"
"2013","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2013","66","2","","","","","","","","","","","","","",""
"2013","66","3","","","","","","","","","","","","","",""
"2013","66","4","","","","","","","","","","","","","",""
"2013","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2014","17-29","1 Einkommensschwächstes Quintil","13.75","9","141","3","7","18","24","99","11.56","15.94","1","99","10","14"
"2014","17-29","2","14.52","9.5","179","3","5","20","40","80","12.45","16.59","1","90","8","10"
"2014","17-29","3","16.63","9.5","193","3","5","20","40","80","14.47","18.79","1","90","8","10"
"2014","17-29","4","13.84","9.5","275","2","5","20","30","70","12.34","15.34","1","80","10","12"
"2014","17-29","5 Einkommensstärkstes Quintil","13.09","8.5","230","3","5","19","30","55","11.33","14.85","1","88","8","10"
"2014","30-45","1 Einkommensschwächstes Quintil","17.18","9.5","158","4","7","20","40","80","14.44","19.92","1","90","10","20"
"2014","30-45","2","16.3","9.5","526","4","7","20","40","70","14.91","17.69","1","99","10","12"
"2014","30-45","3","16.06","9.5","644","4","6","20","30","69","14.96","17.16","1","99","10","12"
"2014","30-45","4","15.34","9.5","855","3","6","20","32","80","14.32","16.36","1","99","10","11"
"2014","30-45","5 Einkommensstärkstes Quintil","17.49","11.5","1049","4","6","20","40","90","16.49","18.49","1","99","10","13"
"2014","46-65","1 Einkommensschwächstes Quintil","18.25","11.5","159","2","6","30","40","70","16.16","20.34","1","70","10","15"
"2014","46-65","2","15.39","10.5","344","4","6","20","32","55","13.94","16.84","1","80","10","12"
"2014","46-65","3","14.85","9.5","420","4","5","20","30","65","13.44","16.26","1","99","10","10"
"2014","46-65","4","15.87","11.5","783","4","8","20","32","68","14.9","16.84","1","99","10","12"
"2014","46-65","5 Einkommensstärkstes Quintil","18.32","11.5","1177","4","8","20","40","80","17.37","19.27","1","99","11","14"
"2014","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2014","66","2","","","","","","","","","","","","","",""
"2014","66","3","","","","","","","","","","","","","",""
"2014","66","4","","","","","","","","","","","","","",""
"2014","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2015","17-29","1 Einkommensschwächstes Quintil","12.52","9.5","144","2","4","17","25","60","9.99","15.05","1","99","10","12"
"2015","17-29","2","13.4","9.5","137","3","5","20","24","50","10.7","16.1","1","99","10","12"
"2015","17-29","3","18.05","13.5","197","3","6","24","40","80","16.06","20.04","1","99","10","15"
"2015","17-29","4","14.99","9.5","281","3","5","20","30","80","13.36","16.62","1","90","10","12"
"2015","17-29","5 Einkommensstärkstes Quintil","15.17","10.5","282","4","7","20","30","60","13.54","16.8","1","85","10","14"
"2015","30-45","1 Einkommensschwächstes Quintil","14.33","9.5","160","3","5","20","32","50","12.12","16.54","1","80","10","15"
"2015","30-45","2","15.99","9.5","430","5","6","20","30","80","14.55","17.43","1","99","10","14"
"2015","30-45","3","16.91","11.5","575","4","8","20","40","70","15.76","18.06","1","99","10","14"
"2015","30-45","4","17.38","11.5","864","4","6","20","40","80","16.37","18.39","1","99","10","12"
"2015","30-45","5 Einkommensstärkstes Quintil","16.83","11.5","1067","4","8","20","40","80","15.8","17.86","1","99","10","15"
"2015","46-65","1 Einkommensschwächstes Quintil","12.99","9.5","149","3","4","20","24","45","11.16","14.82","1","60","8","10"
"2015","46-65","2","15.32","9.5","310","5","9","20","30","99","13.63","17.01","1","99","10","14"
"2015","46-65","3","17.61","11.5","457","4","8","20","40","80","16.17","19.05","1","99","10","15"
"2015","46-65","4","15.06","9.5","803","4","6","20","30","70","14.12","16","1","90","10","12"
"2015","46-65","5 Einkommensstärkstes Quintil","17.8","11.5","1289","4","8","20","40","80","16.9","18.7","1","99","12","14"
"2015","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2015","66","2","","","","","","","","","","","","","",""
"2015","66","3","","","","","","","","","","","","","",""
"2015","66","4","","","","","","","","","","","","","",""
"2015","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2016","17-29","1 Einkommensschwächstes Quintil","10.53","7.5","116","4","5","10","20","40","8.17","12.89","1","80","7","10"
"2016","17-29","2","12.28","9","149","2","5","15","24","60","9.98","14.58","1","70","8","10"
"2016","17-29","3","12.84","9.5","153","3","6","20","30","40","11","14.68","1","80","10","12"
"2016","17-29","4","13.41","9.5","250","3","5","18","30","60","11.96","14.86","1","70","10","10"
"2016","17-29","5 Einkommensstärkstes Quintil","15.83","11","291","4","7","20","32","80","14.17","17.49","1","99","10","14"
"2016","30-45","1 Einkommensschwächstes Quintil","15.48","10.5","106","3","6","20","40","49","12.35","18.61","2","99","10","15"
"2016","30-45","2","17.34","9.5","357","3","8","20","40","99","15.64","19.04","1","99","10","12"
"2016","30-45","3","14.18","9.5","499","4","6","20","28","80","12.9","15.46","1","99","10","12"
"2016","30-45","4","14.93","9.5","805","4","6","20","25","80","13.84","16.02","1","200","10","12"
"2016","30-45","5 Einkommensstärkstes Quintil","16.78","9.5","1027","4","6","20","40","80","15.76","17.8","1","99","10","12"
"2016","46-65","1 Einkommensschwächstes Quintil","15.7","9","127","5","7","20","38","60","13.59","17.81","1","64","10","11"
"2016","46-65","2","15.06","9.5","327","4","8","20","30","60","13.4","16.72","1","108","10","15"
"2016","46-65","3","15.27","9.5","407","3","6","20","35","58","14.05","16.49","1","90","10","11"
"2016","46-65","4","14.86","9.5","809","4","6","20","30","60","13.9","15.82","1","99","10","12"
"2016","46-65","5 Einkommensstärkstes Quintil","16.93","11.5","1324","4","8","20","36","80","16.1","17.76","1","99","10","13"
"2016","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2016","66","2","","","","","","","","","","","","","",""
"2016","66","3","","","","","","","","","","","","","",""
"2016","66","4","","","","","","","","","","","","","",""
"2016","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2017","17-29","1 Einkommensschwächstes Quintil","12.82","9.5","106","5","6","18","24","60","10.47","15.17","1","65","8","10"
"2017","17-29","2","16.14","9.5","153","4","6","20","35","80","12.99","19.29","1","146","8","12"
"2017","17-29","3","15.65","9.5","183","3","6","20","32","60","13.82","17.48","1","60","10","12"
"2017","17-29","4","12.55","9.5","301","2","5","16","25","60","11.18","13.92","1","90","10","10"
"2017","17-29","5 Einkommensstärkstes Quintil","15.6","9.5","371","4","5","20","30","99","14.07","17.13","1","99","10","10"
"2017","30-45","1 Einkommensschwächstes Quintil","20.63","13.5","96","4","8","23","45","87","17.33","23.93","1","87","10","15"
"2017","30-45","2","15.28","9.5","288","4","8","20","30","60","13.8","16.76","1","80","10","15"
"2017","30-45","3","15.9","9.5","483","4","6","20","30","80","14.6","17.2","1","90","10","15"
"2017","30-45","4","15.04","9.5","819","4","6","20","30","75","14.16","15.92","1","90","10","12"
"2017","30-45","5 Einkommensstärkstes Quintil","16.93","11.5","1133","4","8","20","35","80","16.02","17.84","1","120","11","13"
"2017","46-65","1 Einkommensschwächstes Quintil","16.38","12.5","109","3","5","20","25","99","13.44","19.32","1","99","10","15"
"2017","46-65","2","15.12","11.5","257","4","5","20","30","80","13.42","16.82","1","90","10","15"
"2017","46-65","3","16.41","9.5","467","4","6","20","40","70","14.99","17.83","1","100","10","12"
"2017","46-65","4","16.37","11.5","859","4","8","20","30","80","15.46","17.28","1","99","10","12"
"2017","46-65","5 Einkommensstärkstes Quintil","16.91","9.5","1608","4","7","20","40","80","16.14","17.68","1","99","10","12"
"2017","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2017","66","2","","","","","","","","","","","","","",""
"2017","66","3","","","","","","","","","","","","","",""
"2017","66","4","","","","","","","","","","","","","",""
"2017","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2018","17-29","1 Einkommensschwächstes Quintil","12.57","9.5","115","2","5","20","25","30","10.4","14.74","1","100","8","10"
"2018","17-29","2","12.49","9.5","150","3","6","16","22","45","10.82","14.16","1","70","9","10"
"2018","17-29","3","15.19","9.5","166","3","6","20","30","80","13","17.38","1","99","8","10"
"2018","17-29","4","13.25","9.5","366","3","5","15","25","70","11.66","14.84","1","150","10","10"
"2018","17-29","5 Einkommensstärkstes Quintil","14.81","9.5","391","4","5","20","30","80","13.35","16.27","1","99","10","10"
"2018","30-45","1 Einkommensschwächstes Quintil","14.47","9.5","116","4","5","20","25","99","11.7","17.24","2","99","9","15"
"2018","30-45","2","16.86","9.5","228","5","8","20","30","80","14.7","19.02","1","99","10","15"
"2018","30-45","3","15.47","10.5","427","3","5","20","30","75","13.98","16.96","1","120","10","12"
"2018","30-45","4","15.52","9.5","827","3","6","20","32","80","14.49","16.55","1","99","10","12"
"2018","30-45","5 Einkommensstärkstes Quintil","16.12","9.5","1184","4","7","20","40","68","15.24","17","1","107","10","12"
"2018","46-65","1 Einkommensschwächstes Quintil","16.41","13","91","3","6","20","40","44","13.98","18.84","1","60","10","16"
"2018","46-65","2","14.41","9.5","237","3","5","20","30","60","12.74","16.08","1","80","10","12"
"2018","46-65","3","15.05","9.5","418","3","6","20","30","50","13.76","16.34","1","99","10","10"
"2018","46-65","4","15.7","9.5","895","4","6","20","30","75","14.72","16.68","1","140","10","12"
"2018","46-65","5 Einkommensstärkstes Quintil","16.94","11.5","1692","4","7","20","35","82","16.22","17.66","1","99","10","12"
"2018","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2018","66","2","","","","","","","","","","","","","",""
"2018","66","3","","","","","","","","","","","","","",""
"2018","66","4","","","","","","","","","","","","","",""
"2018","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2019","17-29","1 Einkommensschwächstes Quintil","16.32","11","84","5","7","20","35","49","13.1","19.54","1","80","8","12"
"2019","17-29","2","14.58","9.5","112","4","6","16","23","95","12.06","17.1","1","95","9","12"
"2019","17-29","3","12.08","9.5","142","3","5","20","26","40","10.09","14.07","1","80","8","12"
"2019","17-29","4","13.22","9.5","295","3","5","18","30","64","11.7","14.74","1","80","8","10"
"2019","17-29","5 Einkommensstärkstes Quintil","14.44","9.5","406","3","5","20","25","80","13.13","15.75","1","85","10","10"
"2019","30-45","1 Einkommensschwächstes Quintil","14.17","9.5","74","3","5","15","40","80","11","17.34","2","80","10","14"
"2019","30-45","2","13.76","9.5","184","3","6","20","25","64","11.64","15.88","1","80","10","15"
"2019","30-45","3","15.92","11.5","338","4","5","20","32","70","14.35","17.49","1","99","10","15"
"2019","30-45","4","14.85","9.5","676","4","6","20","30","80","13.66","16.04","1","99","10","12"
"2019","30-45","5 Einkommensstärkstes Quintil","16.19","9.5","1224","4","6","20","30","99","15.28","17.1","1","99","10","12"
"2019","46-65","1 Einkommensschwächstes Quintil","14.48","11","84","4","6","19","35","60","11.51","17.45","2","80","10","15"
"2019","46-65","2","14.15","9.5","213","5","8","20","30","70","12.42","15.88","1","80","10","12"
"2019","46-65","3","14.19","9.5","336","3","5","16","35","70","12.6","15.78","1","99","10","14"
"2019","46-65","4","15.88","9.5","811","4","6","20","40","80","14.9","16.86","1","97","10","12"
"2019","46-65","5 Einkommensstärkstes Quintil","16.69","10.5","1824","4","6","20","40","80","15.95","17.43","1","99","10","12"
"2019","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2019","66","2","","","","","","","","","","","","","",""
"2019","66","3","","","","","","","","","","","","","",""
"2019","66","4","","","","","","","","","","","","","",""
"2019","66","5 Einkommensstärkstes Quintil","10.67","7","32","2","4","15","20","40","5.18","16.16","2","80","4","20"
"2020","17-29","1 Einkommensschwächstes Quintil","13.98","7.5","63","3","4","25","25","40","9.8","18.16","1","80","6","13"
"2020","17-29","2","14.21","11.5","109","4","8","20","30","70","11.87","16.55","1","70","10","12"
"2020","17-29","3","11.44","7.5","132","3","5","12","20","90","8.2","14.68","1","120","8","10"
"2020","17-29","4","9.6","7.5","284","2","4","12","20","40","8.31","10.89","1","60","8","10"
"2020","17-29","5 Einkommensstärkstes Quintil","14.02","9.5","474","3","5","20","30","80","12.74","15.3","1","99","10","10"
"2020","30-45","1 Einkommensschwächstes Quintil","14.81","9","57","3","5","15","37","80","10.55","19.07","2","80","8","15"
"2020","30-45","2","18.05","9.5","160","3","4","20","48","99","15.51","20.59","1","99","10","15"
"2020","30-45","3","13.29","9.5","286","2","5","17","30","60","11.69","14.89","1","99","10","12"
"2020","30-45","4","14.74","9.5","610","3","6","20","32","60","13.72","15.76","1","99","10","10"
"2020","30-45","5 Einkommensstärkstes Quintil","13.91","9.5","1210","4","6","18","26","80","13.08","14.74","1","130","10","10"
"2020","46-65","1 Einkommensschwächstes Quintil","13.15","9","65","4","6","20","20","99","9.75","16.55","1","99","6","10"
"2020","46-65","2","13.09","9.5","164","4","6","18","20","57","11.01","15.17","1","125","10","15"
"2020","46-65","3","14.4","9.5","263","3","5","20","30","60","12.62","16.18","1","120","10","14"
"2020","46-65","4","13.96","9.5","742","4","6","18","30","61","13.01","14.91","1","99","10","10"
"2020","46-65","5 Einkommensstärkstes Quintil","15.41","9.5","1723","4","6","20","30","80","14.7","16.12","1","99","10","11"
"2020","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2020","66","2","","","","","","","","","","","","","",""
"2020","66","3","","","","","","","","","","","","","",""
"2020","66","4","","","","","","","","","","","","","",""
"2020","66","5 Einkommensstärkstes Quintil","22.63","18","33","3","10","30","40","70","17.22","28.04","2","70","10","20"
