"year","quintil_oecd","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","1 Einkommensschwächstes Quintil","Ostdeutschland","18.82","11.5","342","4","8","25","40","80","16.94","20.7","0","99","12","15"
"1995","1 Einkommensschwächstes Quintil","Westdeutschland","17.56","13","433","4","7","20","40","80","16.18","18.94","1","99","10","15"
"1995","2","Ostdeutschland","19.55","9.5","349","4","7","26","40","90","17.5","21.6","1","99","10","12"
"1995","2","Westdeutschland","15.99","11.5","588","3","6","20","32","75","14.74","17.24","1","99","10","14"
"1995","3","Ostdeutschland","19.56","14.5","213","4","7","25","40","86","17.14","21.98","0","99","10","15"
"1995","3","Westdeutschland","20.43","14.5","477","4","8","28","40","90","18.83","22.03","1","99","12","15"
"1995","4","Ostdeutschland","27.26","19","92","6","10","40","64","99","22.81","31.71","2","99","14","24"
"1995","4","Westdeutschland","20.26","14.5","453","4","8","29","43","80","18.54","21.98","1","99","12","18"
"1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"1995","5 Einkommensstärkstes Quintil","Westdeutschland","24.17","19.5","225","6","10","30","50","84","21.51","26.83","1","99","15","20"
"1996","1 Einkommensschwächstes Quintil","Ostdeutschland","17.85","11","268","4","8","20","40","80","15.8","19.9","1","99","10","15"
"1996","1 Einkommensschwächstes Quintil","Westdeutschland","15.89","10.5","397","3","7","20","35","70","14.44","17.34","1","99","10","13"
"1996","2","Ostdeutschland","19.33","14.5","338","5","8","25","40","80","17.55","21.11","1","99","12","15"
"1996","2","Westdeutschland","17.44","11.5","545","4","8","20","40","80","16.1","18.78","1","99","10","14"
"1996","3","Ostdeutschland","19.78","11","227","4","6","25","40","99","17.24","22.32","1","99","10","15"
"1996","3","Westdeutschland","16.4","11.5","501","4","8","20","35","60","15.18","17.62","1","80","10","12"
"1996","4","Ostdeutschland","25.42","15.5","103","5","8","40","60","99","21.37","29.47","2","99","12","20"
"1996","4","Westdeutschland","18.63","14.5","457","4","8","24","40","87","17.14","20.12","1","99","12","15"
"1996","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"1996","5 Einkommensstärkstes Quintil","Westdeutschland","25.07","19","259","6","10","40","50","85","22.6","27.54","1","99","15","20"
"1997","1 Einkommensschwächstes Quintil","Ostdeutschland","19.06","14","273","5","8","25","40","66","17.17","20.95","2","99","12","18"
"1997","1 Einkommensschwächstes Quintil","Westdeutschland","15.79","9.5","346","4","7","20","35","70","14.47","17.11","1","80","10","12"
"1997","2","Ostdeutschland","20.24","14.5","328","4","8","25","45","99","18.21","22.27","1","99","12","15"
"1997","2","Westdeutschland","17.26","14.5","544","4","8","20","35","80","15.96","18.56","1","99","12","15"
"1997","3","Ostdeutschland","19.08","11.5","231","3","8","24","45","80","16.71","21.45","2","99","10","15"
"1997","3","Westdeutschland","18.32","11.5","538","4","8","25","40","90","16.99","19.65","1","99","11","15"
"1997","4","Ostdeutschland","19.4","11","106","4","10","20","40","80","15.72","23.08","2","80","10","16"
"1997","4","Westdeutschland","19.78","14.5","460","4","8","24","44","76","18.2","21.36","1","99","12","16"
"1997","5 Einkommensstärkstes Quintil","Ostdeutschland","35.61","35","30","12","20","50","60","65","27.44","43.78","2","99","16","40"
"1997","5 Einkommensstärkstes Quintil","Westdeutschland","23.64","19.5","271","5","10","35","50","90","21.05","26.23","1","99","15","20"
"1998","1 Einkommensschwächstes Quintil","Ostdeutschland","20.2","14.5","308","4","8","25","40","80","18.13","22.27","1","99","12","20"
"1998","1 Einkommensschwächstes Quintil","Westdeutschland","17.6","14.5","378","4","7","20","40","80","16.12","19.08","1","99","12","16"
"1998","2","Ostdeutschland","19.68","14.5","340","4","8","25","40","80","17.91","21.45","1","98","11","15"
"1998","2","Westdeutschland","17.05","13.5","625","4","8","20","35","80","15.85","18.25","1","96","12","15"
"1998","3","Ostdeutschland","17.8","9.5","218","4","6","21","40","80","15.55","20.05","1","99","10","15"
"1998","3","Westdeutschland","20.03","14.5","568","5","10","25","40","98","18.64","21.42","1","99","12","15"
"1998","4","Ostdeutschland","18.66","11.5","127","5","8","20","40","99","15.22","22.1","1","99","10","16"
"1998","4","Westdeutschland","20.25","14.5","538","5","8","25","40","85","18.72","21.78","1","99","14","16"
"1998","5 Einkommensstärkstes Quintil","Ostdeutschland","25.71","21","43","4","10","40","48","60","20.82","30.6","1","60","15","29"
"1998","5 Einkommensstärkstes Quintil","Westdeutschland","23.88","19","356","7","10","30","50","93","21.95","25.81","2","99","16","20"
"1999","1 Einkommensschwächstes Quintil","Ostdeutschland","21.11","14.5","261","4","9","25","50","90","18.87","23.35","1","99","12","18"
"1999","1 Einkommensschwächstes Quintil","Westdeutschland","18.18","11.5","320","4","8","21","40","90","16.38","19.98","1","99","10","15"
"1999","2","Ostdeutschland","19","14.5","375","5","10","24","40","90","17.38","20.62","1","95","12","15"
"1999","2","Westdeutschland","17.87","14.5","605","4","8","21","40","80","16.66","19.08","1","99","12","15"
