"year","quintil_oecd","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","1 Einkommensschwächstes Quintil","männlich","19.85","14.5","526","4","8","25","40","99","18.37","21.33","0","99","12","15"
"1995","1 Einkommensschwächstes Quintil","weiblich","14.1","9.5","249","4","6","20","25","68","12.51","15.69","0","80","10","12"
"1995","2","männlich","19.36","13.5","589","5","9","24","40","90","17.89","20.83","2","99","12","16"
"1995","2","weiblich","12.8","9.5","348","3","5","16","26","80","11.31","14.29","1","99","8","10"
"1995","3","männlich","24.16","19.5","408","5","10","30","50","90","22.28","26.04","1","99","15","20"
"1995","3","weiblich","14.27","9.5","282","3","5","17","35","72","12.65","15.89","0","80","10","10"
"1995","4","männlich","23.93","19.5","345","5","10","30","50","99","21.73","26.13","1","99","18","20"
"1995","4","weiblich","15.42","9.5","200","4","6","20","40","64","13.44","17.4","1","99","9","12"
"1995","5 Einkommensstärkstes Quintil","männlich","27.85","19.5","141","8","12","40","60","90","24.13","31.57","1","99","19","24"
"1995","5 Einkommensstärkstes Quintil","weiblich","17.39","14","97","5","8","20","38","55","14.9","19.88","2","62","10","15"
"1996","1 Einkommensschwächstes Quintil","männlich","17.72","11.5","435","3","8","20","40","80","16.19","19.25","1","99","12","15"
"1996","1 Einkommensschwächstes Quintil","weiblich","14.24","9.5","230","3","7","18","30","80","12.39","16.09","1","99","10","11"
"1996","2","männlich","19.63","14.5","571","5","9","25","40","80","18.25","21.01","1","99","13","16"
"1996","2","weiblich","14.64","9.5","312","3","5","20","30","70","13","16.28","1","99","10","10"
"1996","3","männlich","20.14","14.5","432","5","10","30","40","80","18.52","21.76","1","99","12","17"
"1996","3","weiblich","12.74","9.5","296","4","5","16","25","60","11.3","14.18","1","99","8","10"
"1996","4","männlich","22.18","18.5","340","5","10","30","44","99","20.22","24.14","1","99","17","20"
"1996","4","weiblich","14.1","9.5","220","3","5","20","30","76","12.29","15.91","1","80","10","12"
"1996","5 Einkommensstärkstes Quintil","männlich","27.11","19","168","8","10","40","55","99","23.78","30.44","2","99","16","25"
"1996","5 Einkommensstärkstes Quintil","weiblich","22","14","113","6","10","30","45","80","18.99","25.01","1","80","12","20"
"1997","1 Einkommensschwächstes Quintil","männlich","18.99","14","390","5","8","25","40","72","17.52","20.46","1","90","10","15"
"1997","1 Einkommensschwächstes Quintil","weiblich","13.38","9.5","229","3","5","18","25","60","11.68","15.08","1","99","10","13"
"1997","2","männlich","20.17","15.5","551","5","10","24","40","80","18.69","21.65","1","99","15","16"
"1997","2","weiblich","14.5","9.5","321","3","6","20","32","60","12.91","16.09","1","93","10","12"
"1997","3","männlich","20.99","14.5","442","5","10","29","44","90","19.37","22.61","1","99","15","18"
"1997","3","weiblich","14.58","9.5","327","3","6","18","30","90","13.01","16.15","1","99","10","10"
"1997","4","männlich","21.33","15.5","341","6","10","25","50","80","19.33","23.33","1","99","15","20"
"1997","4","weiblich","16.78","9.5","225","4","5","20","40","80","14.94","18.62","1","80","10","10"
"1997","5 Einkommensstärkstes Quintil","männlich","28.54","24.5","190","6","10","40","60","99","25.12","31.96","1","99","20","26"
"1997","5 Einkommensstärkstes Quintil","weiblich","16.39","9.5","111","5","8","23","30","60","13.89","18.89","2","80","10","15"
"1998","1 Einkommensschwächstes Quintil","männlich","19.86","15.5","432","5","8","25","40","80","18.28","21.44","1","99","15","20"
"1998","1 Einkommensschwächstes Quintil","weiblich","16.06","11.5","254","3","6","20","30","90","14.1","18.02","1","99","10","12"
"1998","2","männlich","19.73","14.5","621","5","10","25","40","80","18.4","21.06","1","96","15","16"
"1998","2","weiblich","13.83","9.5","344","4","6","20","25","60","12.5","15.16","1","98","10","12"
"1998","3","männlich","22.46","15.5","466","6","10","30","45","99","20.78","24.14","1","99","15","20"
"1998","3","weiblich","15.08","9.5","320","4","6","20","30","60","13.64","16.52","1","80","10","12"
"1998","4","männlich","22.77","17","386","6","10","30","40","80","20.84","24.7","1","99","16","20"
"1998","4","weiblich","16.26","9.5","279","3","6","20","36","85","14.4","18.12","1","99","10","12"
"1998","5 Einkommensstärkstes Quintil","männlich","26.7","19","245","8","12","39","50","93","24.31","29.09","1","99","20","20"
"1998","5 Einkommensstärkstes Quintil","weiblich","18.76","14","154","5","8","25","40","80","16.19","21.33","2","99","11","16"
"1999","1 Einkommensschwächstes Quintil","männlich","21.22","14.5","371","5","10","25","50","90","19.35","23.09","2","99","12","18"
"1999","1 Einkommensschwächstes Quintil","weiblich","15.1","9.5","210","4","6","20","30","80","13.06","17.14","1","87","10","12"
"1999","2","männlich","20.38","15.5","599","5","10","27","40","80","19.04","21.72","1","99","15","20"
"1999","2","weiblich","14.82","10.5","381","4","7","20","30","60","13.56","16.08","1","90","10","12"
"1999","3","männlich","20.22","14.5","456","5","8","25","40","80","18.59","21.85","1","99","15","18"
"1999","3","weiblich","14.05","9.5","316","3","5","17","24","80","12.46","15.64","1","96","10","11"
"1999","4","männlich","24.31","19.5","433","6","10","30","54","90","22.51","26.11","1","99","17","20"
"1999","4","weiblich","14.66","9.5","291","3","6","20","32","60","13.32","16","1","65","10","12"
"1999","5 Einkommensstärkstes Quintil","männlich","26.02","19.5","268","5","10","35","50","90","23.49","28.55","2","99","18","20"
"1999","5 Einkommensstärkstes Quintil","weiblich","16.74","11.5","168","4","7","24","34","60","14.73","18.75","1","80","10","15"
"2000","1 Einkommensschwächstes Quintil","männlich","21.36","15.5","492","5","10","25","43","90","19.64","23.08","1","99","14","17"
"2000","1 Einkommensschwächstes Quintil","weiblich","14.18","9.5","323","3","6","20","30","70","12.73","15.63","1","99","10","12"
"2000","2","männlich","19.01","14.5","904","5","8","25","40","80","17.92","20.1","1","99","15","16"
"2000","2","weiblich","15.05","9.5","514","4","7","20","30","80","13.87","16.23","1","99","10","10"
"2000","3","männlich","20.66","14.5","787","5","10","25","45","85","19.45","21.87","1","99","15","16"
"2000","3","weiblich","14.41","9.5","498","4","6","20","30","70","13.3","15.52","1","99","10","10"
"2000","4","männlich","22.58","15.5","779","5","10","30","49","99","21.17","23.99","1","99","15","20"
"2000","4","weiblich","14.86","9.5","500","4","6","20","30","70","13.7","16.02","1","99","10","11"
"2000","5 Einkommensstärkstes Quintil","männlich","25.8","19.5","514","8","10","35","50","99","24.01","27.59","1","99","18","20"
"2000","5 Einkommensstärkstes Quintil","weiblich","18.09","11.5","307","4","8","22","40","90","16.32","19.86","1","99","10","15"
"2001","1 Einkommensschwächstes Quintil","männlich","18.63","14.5","399","5","10","20","40","80","16.96","20.3","1","99","12","15"
"2001","1 Einkommensschwächstes Quintil","weiblich","14.42","9.5","295","4","7","20","29","66","13.04","15.8","1","80","10","12"
"2001","2","männlich","17.8","14.5","819","5","8","20","38","80","16.79","18.81","1","99","12","15"
"2001","2","weiblich","15.11","9.5","487","4","6","20","30","70","13.94","16.28","1","80","10","11"
"2001","3","männlich","20.52","14.5","750","5","10","25","42","90","19.25","21.79","1","99","15","16"
"2001","3","weiblich","13.76","9.5","478","3","5","18","30","90","12.6","14.92","1","99","10","10"
"2001","4","männlich","23.09","19","711","6","10","30","45","80","21.73","24.45","1","99","16","20"
"2001","4","weiblich","15.6","10.5","499","4","7","20","30","60","14.5","16.7","1","80","10","12"
"2001","5 Einkommensstärkstes Quintil","männlich","26.13","19.5","489","6","10","38","56","98","24.21","28.05","1","99","20","20"
"2001","5 Einkommensstärkstes Quintil","weiblich","16.04","9.5","364","4","6","20","35","70","14.5","17.58","1","99","10","14"
"2002","1 Einkommensschwächstes Quintil","männlich","19.85","14.5","284","5","8","20","40","99","17.84","21.86","1","99","10","15"
"2002","1 Einkommensschwächstes Quintil","weiblich","15.27","9.5","259","3","5","20","36","65","13.48","17.06","1","99","10","10"
"2002","2","männlich","19.74","14.5","612","5","9","23","40","99","18.36","21.12","1","99","12","15"
"2002","2","weiblich","15.61","9.5","394","3","5","20","30","80","14.09","17.13","1","99","10","12"
"2002","3","männlich","19.94","14.5","655","5","10","25","40","90","18.64","21.24","1","99","14","16"
"2002","3","weiblich","14.54","9.5","446","4","6","20","30","99","13.34","15.74","1","99","10","10"
"2002","4","männlich","21.63","17.5","810","5","10","30","40","80","20.39","22.87","1","99","15","20"
"2002","4","weiblich","14.57","9.5","574","3","6","18","30","80","13.38","15.76","1","99","10","10"
"2002","5 Einkommensstärkstes Quintil","männlich","26.76","19.5","853","6","10","40","60","99","25.28","28.24","1","99","20","20"
"2002","5 Einkommensstärkstes Quintil","weiblich","16.08","9.5","612","4","6","20","36","99","14.75","17.41","1","99","10","12"
"2003","1 Einkommensschwächstes Quintil","männlich","16.87","13.5","245","3","8","20","35","80","14.84","18.9","2","99","10","15"
"2003","1 Einkommensschwächstes Quintil","weiblich","12.67","9.5","249","3","5","16","25","50","11.4","13.94","1","70","10","11"
"2003","2","männlich","19.34","11.5","573","5","10","21","40","90","18.02","20.66","1","99","12","15"
"2003","2","weiblich","13.45","9.5","424","3","5","20","30","59","12.32","14.58","1","80","10","10"
"2003","3","männlich","19.93","14.5","640","4","8","25","44","84","18.54","21.32","1","99","15","16"
"2003","3","weiblich","13.78","9.5","423","3","6","16","25","60","12.57","14.99","1","99","10","10"
"2003","4","männlich","19.17","14.5","781","5","9","24","40","80","18.01","20.33","1","99","15","16"
"2003","4","weiblich","15.08","9.5","565","3","5","20","30","88","13.99","16.17","1","99","10","10"
"2003","5 Einkommensstärkstes Quintil","männlich","25.87","19.5","787","7","10","40","55","99","24.37","27.37","1","99","20","20"
"2003","5 Einkommensstärkstes Quintil","weiblich","16.12","11.5","530","3","6","20","35","90","14.72","17.52","1","99","10","12"
"2004","1 Einkommensschwächstes Quintil","männlich","19.75","14.5","242","4","8","21","45","99","17.38","22.12","1","99","12","15"
"2004","1 Einkommensschwächstes Quintil","weiblich","13","9.5","228","3","5","17","27","60","11.21","14.79","1","90","8","10"
"2004","2","männlich","17.82","11.5","574","4","8","20","40","90","16.45","19.19","1","99","12","15"
"2004","2","weiblich","15.93","10.5","396","3","5","20","30","80","14.5","17.36","1","99","10","12"
"2004","3","männlich","18.87","14.5","588","5","8","20","40","80","17.53","20.21","1","99","14","15"
"2004","3","weiblich","14.51","9.5","416","4","5","20","26","72","13.27","15.75","1","99","10","10"
"2004","4","männlich","19.88","14.5","754","5","10","25","40","90","18.64","21.12","1","99","15","15"
"2004","4","weiblich","13.72","9.5","538","4","6","16","25","60","12.63","14.81","1","99","10","10"
"2004","5 Einkommensstärkstes Quintil","männlich","26.33","19.5","784","5","10","35","60","99","24.85","27.81","1","99","20","20"
"2004","5 Einkommensstärkstes Quintil","weiblich","15.06","9.5","556","4","6","20","30","80","13.82","16.3","1","99","10","12"
"2005","1 Einkommensschwächstes Quintil","männlich","19.36","11.5","222","4","6","25","45","90","16.94","21.78","1","99","10","15"
"2005","1 Einkommensschwächstes Quintil","weiblich","12.79","9.5","195","3","5","15","26","52","11.24","14.34","1","60","10","10"
"2005","2","männlich","19.54","14.5","519","5","8","25","40","96","18.13","20.95","1","99","12","15"
"2005","2","weiblich","14.68","9.5","366","4","6","20","30","80","13.24","16.12","1","99","10","10"
"2005","3","männlich","19","14.5","540","5","8","24","40","80","17.59","20.41","2","99","12","16"
"2005","3","weiblich","13.85","9.5","369","3","5","17","30","59","12.54","15.16","1","99","10","10"
"2005","4","männlich","20.24","14.5","717","5","9","25","40","90","18.89","21.59","1","99","15","16"
"2005","4","weiblich","14.39","9.5","525","4","5","16","30","80","13.18","15.6","1","99","10","10"
"2005","5 Einkommensstärkstes Quintil","männlich","27.7","19.5","743","6","10","40","60","99","26.09","29.31","1","99","17","20"
"2005","5 Einkommensstärkstes Quintil","weiblich","15.07","9.5","541","4","6","20","35","70","13.93","16.21","1","90","10","12"
"2006","1 Einkommensschwächstes Quintil","männlich","18.86","11.5","248","5","8","20","40","99","16.52","21.2","1","99","12","15"
"2006","1 Einkommensschwächstes Quintil","weiblich","14.87","9.5","249","2","5","20","30","99","12.84","16.9","1","99","10","12"
"2006","2","männlich","21.09","14.5","548","5","10","30","40","87","19.57","22.61","1","99","12","16"
"2006","2","weiblich","14.57","9.5","425","4","6","20","30","80","13.37","15.77","1","95","10","12"
"2006","3","männlich","18.83","14.5","640","5","8","22","40","90","17.5","20.16","1","99","14","16"
"2006","3","weiblich","14.17","9.5","462","4","6","20","28","52","12.95","15.39","1","99","10","12"
"2006","4","männlich","21.14","14.5","783","5","10","28","42","86","19.91","22.37","1","99","15","16"
"2006","4","weiblich","14.9","9.5","605","4","6","20","30","80","13.82","15.98","1","99","10","10"
"2006","5 Einkommensstärkstes Quintil","männlich","25.36","19.5","793","6","10","35","50","98","23.89","26.83","1","99","20","20"
"2006","5 Einkommensstärkstes Quintil","weiblich","17.11","9.5","621","4","7","20","40","80","15.91","18.31","1","99","10","12"
"2007","1 Einkommensschwächstes Quintil","männlich","20.58","13","234","4","10","25","40","90","18.46","22.7","1","99","10","18"
"2007","1 Einkommensschwächstes Quintil","weiblich","18.37","11","204","3","6","20","38","99","16.28","20.46","1","99","10","14"
"2007","2","männlich","20.78","14.5","545","4","8","28","45","98","19.17","22.39","1","99","12","15"
"2007","2","weiblich","13.49","9.5","380","3","6","20","30","46","12.31","14.67","1","80","10","12"
"2007","3","männlich","20.52","14.5","571","5","10","25","40","80","19.15","21.89","1","99","13","15"
"2007","3","weiblich","13.93","9.5","426","4","5","20","30","70","12.67","15.19","1","80","10","10"
"2007","4","männlich","21.14","14.5","774","5","10","25","45","99","19.81","22.47","1","99","15","17"
"2007","4","weiblich","14.96","9.5","591","4","5","20","30","80","13.75","16.17","1","92","10","10"
"2007","5 Einkommensstärkstes Quintil","männlich","26.48","19.5","780","6","10","40","60","99","24.96","28","2","99","20","20"
"2007","5 Einkommensstärkstes Quintil","weiblich","17.73","11.5","589","4","7","20","40","85","16.46","19","1","99","10","14"
"2008","1 Einkommensschwächstes Quintil","männlich","20.12","14.5","189","5","8","20","40","99","17.52","22.72","1","99","12","18"
"2008","1 Einkommensschwächstes Quintil","weiblich","14.89","9.5","178","2","5","20","30","90","12.8","16.98","1","99","10","12"
"2008","2","männlich","19.5","14.5","457","5","8","23","40","90","17.99","21.01","1","99","12","15"
"2008","2","weiblich","13.6","9.5","345","4","6","15","30","60","12.37","14.83","1","99","10","11"
"2008","3","männlich","19.07","14.5","550","5","8","21","40","99","17.59","20.55","1","99","12","16"
"2008","3","weiblich","14.12","9.5","432","3","5","15","30","75","12.8","15.44","1","96","10","10"
"2008","4","männlich","20.2","14.5","744","5","10","25","40","99","19","21.4","1","99","15","19"
"2008","4","weiblich","14.6","9.5","593","4","6","20","34","65","13.45","15.75","1","99","10","10"
"2008","5 Einkommensstärkstes Quintil","männlich","26.07","19","779","6","10","35","52","99","24.61","27.53","1","99","18","20"
"2008","5 Einkommensstärkstes Quintil","weiblich","16.74","11.5","641","4","8","20","35","80","15.56","17.92","1","99","10","13"
"2009","1 Einkommensschwächstes Quintil","männlich","15.48","11.5","130","4","8","20","30","50","13.16","17.8","2","80","10","16"
"2009","1 Einkommensschwächstes Quintil","weiblich","15.1","11","138","2","5","20","30","50","12.84","17.36","1","90","10","15"
"2009","2","männlich","18.63","11.5","365","5","8","20","40","90","16.72","20.54","1","99","11","15"
"2009","2","weiblich","20.22","14","300","4","6","20","50","85","18.42","22.02","1","99","10","15"
"2009","3","männlich","18.51","13.5","393","5","8","20","40","80","16.93","20.09","1","98","12","16"
"2009","3","weiblich","13.91","9.5","379","4","5","16","30","90","12.45","15.37","1","99","10","10"
"2009","4","männlich","21.74","18.5","660","5","10","30","40","90","20.43","23.05","1","99","15","20"
"2009","4","weiblich","14.41","9.5","519","3","5","20","30","60","13.26","15.56","1","99","10","10"
"2009","5 Einkommensstärkstes Quintil","männlich","24.42","19.5","752","6","10","35","50","90","22.94","25.9","1","99","20","20"
"2009","5 Einkommensstärkstes Quintil","weiblich","15.82","9.5","610","4","7","20","30","80","14.49","17.15","1","99","10","12"
"2010","1 Einkommensschwächstes Quintil","männlich","17.54","15.5","257","4","10","20","30","99","15.37","19.71","1","99","12","16"
"2010","1 Einkommensschwächstes Quintil","weiblich","15.41","9.5","238","3","5","18","30","99","13.29","17.53","1","99","10","10"
"2010","2","männlich","18.72","14.5","635","4","9","24","40","99","17.34","20.1","1","99","15","16"
"2010","2","weiblich","14.39","9.5","479","3","5","20","30","60","13.28","15.5","1","99","10","10"
"2010","3","männlich","19.37","14.5","599","4","10","24","40","80","17.86","20.88","1","99","12","15"
"2010","3","weiblich","16.97","9.5","447","3","6","20","35","99","15.57","18.37","1","99","10","10"
"2010","4","männlich","20.23","14.5","789","5","10","25","40","80","18.94","21.52","1","99","15","16"
"2010","4","weiblich","14.48","9.5","646","3","5","20","30","80","13.37","15.59","1","99","10","10"
"2010","5 Einkommensstärkstes Quintil","männlich","24.06","15.5","910","5","10","30","58","99","22.78","25.34","1","99","16","20"
"2010","5 Einkommensstärkstes Quintil","weiblich","15.76","9.5","725","4","6","20","32","80","14.72","16.8","1","99","10","12"
"2011","1 Einkommensschwächstes Quintil","männlich","17.41","13.5","318","4","8","22","32","80","15.55","19.27","1","99","12","15"
"2011","1 Einkommensschwächstes Quintil","weiblich","15.86","9.5","312","4","7","20","30","80","14.3","17.42","1","99","10","12"
"2011","2","männlich","18.41","14.5","743","5","10","20","40","80","17.18","19.64","1","99","15","16"
"2011","2","weiblich","17.33","9.5","621","4","6","20","40","80","16.19","18.47","1","99","10","11"
"2011","3","männlich","19.05","14.5","771","5","9","20","40","80","17.76","20.34","1","99","15","16"
"2011","3","weiblich","14.56","9.5","618","4","5","20","30","80","13.46","15.66","1","99","10","10"
"2011","4","männlich","20.74","14.5","1049","5","10","25","45","80","19.64","21.84","1","99","15","19"
"2011","4","weiblich","14.57","9.5","898","3","6","20","30","80","13.69","15.45","1","99","10","10"
"2011","5 Einkommensstärkstes Quintil","männlich","24.87","19.5","1183","5","10","35","55","90","23.72","26.02","1","99","20","20"
"2011","5 Einkommensstärkstes Quintil","weiblich","16.04","9.5","934","4","6","20","40","60","15.15","16.93","1","99","10","12"
