"hlf0613","year","bula_h","n","percent","lower_confidence","upper_confidence"
"ja","2016","Baden-Wuerttemberg","3225","0.63802280306266","0.62532101278017","0.650724593345149"
"ja","2016","Bayern","4398","0.632085004458047","0.620720495077878","0.643449513838217"
"ja","2016","Berlin","923","0.656768828466345","0.633185591646691","0.680352065286"
"ja","2016","Brandenburg","772","0.498114679384099","0.474367737794549","0.52186162097365"
"ja","2016","Bremen","183","0.515945475402171","0.465566278836311","0.566324671968031"
"ja","2016","Hamburg","466","0.661990264942622","0.627652285791336","0.696328244093908"
"ja","2016","Hessen","1771","0.623789695417894","0.606747651651613","0.640831739184175"
"ja","2016","Mecklenburg-Vorpommern","478","0.569709936911511","0.53754113025241","0.601878743570611"
"ja","2016","Niedersachsen","2556","0.616059943880396","0.601816967378435","0.630302920382356"
"ja","2016","Nordrhein-Westfalen","5497","0.618736681311818","0.609057126335327","0.628416236288309"
"ja","2016","Rheinland-Pfalz,Saarland","1437","0.57579610553515","0.557736849830673","0.593855361239628"
"ja","2016","Sachsen","1359","0.610513000003313","0.591297920542739","0.629728079463888"
"ja","2016","Sachsen-Anhalt","731","0.516038157173742","0.4899996345353","0.542076679812184"
"ja","2016","Schleswig-Holstein","885","0.540777504260138","0.51757487941834","0.563980129101937"
"ja","2016","Thueringen","723","0.532329697135685","0.506788494078047","0.557870900193322"
"nein","2016","Baden-Wuerttemberg","2274","0.36197719693734","0.349275406654851","0.37467898721983"
"nein","2016","Bayern","2519","0.367914995541953","0.356550486161783","0.379279504922122"
"nein","2016","Berlin","634","0.343231171533655","0.319647934714","0.366814408353309"
"nein","2016","Brandenburg","931","0.501885320615901","0.47813837902635","0.525632262205451"
"nein","2016","Bremen","195","0.484054524597829","0.433675328031969","0.53443372116369"
"nein","2016","Hamburg","263","0.338009735057378","0.303671755906092","0.372347714208664"
"nein","2016","Hessen","1333","0.376210304582106","0.359168260815825","0.393252348348387"
"nein","2016","Mecklenburg-Vorpommern","432","0.430290063088489","0.398121256429389","0.46245886974759"
"nein","2016","Niedersachsen","1923","0.383940056119604","0.369697079617644","0.398183032621564"
"nein","2016","Nordrhein-Westfalen","4175","0.381263318688182","0.371583763711691","0.390942873664673"
"nein","2016","Rheinland-Pfalz,Saarland","1440","0.42420389446485","0.406144638760372","0.442263150169328"
"nein","2016","Sachsen","1115","0.389486999996687","0.370271920536112","0.408702079457262"
"nein","2016","Sachsen-Anhalt","684","0.483961842826258","0.457923320187816","0.510000365464701"
"nein","2016","Schleswig-Holstein","887","0.459222495739862","0.436019870898063","0.48242512058166"
"nein","2016","Thueringen","743","0.467670302864315","0.442129099806678","0.493211505921952"
"ja","2017","Baden-Wuerttemberg","3592","0.671629582834576","0.659607710690821","0.683651454978331"
"ja","2017","Bayern","4722","0.674045576207139","0.663379652407332","0.684711500006947"
"ja","2017","Berlin","1035","0.694161301040423","0.67180682825542","0.716515773825426"
"ja","2017","Brandenburg","908","0.526843617427623","0.503987099347564","0.549700135507682"
"ja","2017","Bremen","242","0.589542982758241","0.548281640734334","0.630804324782148"
"ja","2017","Hamburg","563","0.645003322268297","0.613530569639342","0.676476074897253"
"ja","2017","Hessen","2025","0.658192114495876","0.642615663621353","0.673768565370399"
"ja","2017","Mecklenburg-Vorpommern","519","0.605688451649212","0.574513449735516","0.636863453562907"
"ja","2017","Niedersachsen","3439","0.676296211970486","0.663985502084239","0.688606921856733"
"ja","2017","Nordrhein-Westfalen","6178","0.647915135043531","0.638940508530286","0.656889761556776"
"ja","2017","Rheinland-Pfalz,Saarland","1587","0.605964664665705","0.588461626988848","0.623467702342562"
"ja","2017","Sachsen","1555","0.630603682541857","0.612337691666929","0.648869673416784"
"ja","2017","Sachsen-Anhalt","803","0.546753458715072","0.522230625046681","0.571276292383463"
"ja","2017","Schleswig-Holstein","1337","0.712646673113935","0.693166460805348","0.732126885422522"
"ja","2017","Thueringen","865","0.551535361831404","0.52688742909919","0.576183294563618"
"nein","2017","Baden-Wuerttemberg","2270","0.328370417165424","0.316348545021668","0.340392289309179"
"nein","2017","Bayern","2697","0.32595442379286","0.315288499993053","0.336620347592668"
"nein","2017","Berlin","597","0.305838698959577","0.283484226174574","0.32819317174458"
"nein","2017","Brandenburg","925","0.473156382572377","0.450299864492318","0.496012900652436"
"nein","2017","Bremen","304","0.410457017241759","0.369195675217852","0.451718359265666"
"nein","2017","Hamburg","325","0.354996677731703","0.323523925102747","0.386469430360658"
"nein","2017","Hessen","1537","0.341807885504124","0.326231434629601","0.357384336378647"
"nein","2017","Mecklenburg-Vorpommern","425","0.394311548350788","0.363136546437093","0.425486550264484"
"nein","2017","Niedersachsen","2110","0.323703788029514","0.311393078143267","0.336014497915761"
"nein","2017","Nordrhein-Westfalen","4702","0.352084864956469","0.343110238443224","0.361059491469714"
"nein","2017","Rheinland-Pfalz,Saarland","1407","0.394035335334295","0.376532297657438","0.411538373011152"
"nein","2017","Sachsen","1127","0.369396317458144","0.351130326583216","0.387662308333071"
"nein","2017","Sachsen-Anhalt","780","0.453246541284928","0.428723707616537","0.477769374953319"
"nein","2017","Schleswig-Holstein","736","0.287353326886065","0.267873114577478","0.306833539194652"
"nein","2017","Thueringen","699","0.448464638168596","0.423816705436382","0.47311257090081"
"ja","2018","Baden-Wuerttemberg","3420","0.7034693931809","0.691343682370481","0.715595103991318"
"ja","2018","Bayern","4683","0.70946485196767","0.698789481182285","0.720140222753055"
"ja","2018","Berlin","1121","0.663903619465054","0.642008426868876","0.685798812061232"
"ja","2018","Brandenburg","887","0.554696122079388","0.531761814753889","0.577630429404887"
"ja","2018","Bremen","238","0.657517018500475","0.617676696783906","0.697357340217043"
"ja","2018","Hamburg","701","0.76741561685548","0.740011343304775","0.794819890406185"
"ja","2018","Hessen","1994","0.694651140708036","0.67915449554705","0.710147785869022"
"ja","2018","Mecklenburg-Vorpommern","500","0.554653462066895","0.52380308928698","0.58550383484681"
"ja","2018","Niedersachsen","3370","0.671138785062863","0.658299160468082","0.683978409657644"
"ja","2018","Nordrhein-Westfalen","6275","0.674898427394788","0.665945778646609","0.683851076142967"
"ja","2018","Rheinland-Pfalz,Saarland","1557","0.6216382396854","0.604026578237021","0.639249901133779"
"ja","2018","Sachsen","1603","0.622523800290483","0.603843982153677","0.64120361842729"
"ja","2018","Sachsen-Anhalt","835","0.568963495809453","0.544141106890032","0.593785884728874"
"ja","2018","Schleswig-Holstein","1172","0.684536101541205","0.663852212560433","0.705219990521977"
"ja","2018","Thueringen","913","0.593579249915525","0.569087989229006","0.618070510602043"
"nein","2018","Baden-Wuerttemberg","2030","0.2965306068191","0.284404896008681","0.308656317629519"
"nein","2018","Bayern","2265","0.29053514803233","0.279859777246945","0.301210518817714"
"nein","2018","Berlin","667","0.336096380534946","0.314201187938767","0.357991573131124"
"nein","2018","Brandenburg","917","0.445303877920613","0.422369570595114","0.468238185246111"
"nein","2018","Bremen","307","0.342482981499525","0.302642659782957","0.382323303216094"
"nein","2018","Hamburg","212","0.23258438314452","0.205180109593815","0.259988656695225"
"nein","2018","Hessen","1399","0.305348859291964","0.289852214130978","0.32084550445295"
"nein","2018","Mecklenburg-Vorpommern","497","0.445346537933105","0.41449616515319","0.47619691071302"
"nein","2018","Niedersachsen","1773","0.328861214937137","0.316021590342356","0.341700839531918"
"nein","2018","Nordrhein-Westfalen","4241","0.325101572605212","0.316148923857033","0.334054221353391"
"nein","2018","Rheinland-Pfalz,Saarland","1356","0.3783617603146","0.360750098866221","0.395973421762979"
"nein","2018","Sachsen","984","0.377476199709517","0.35879638157271","0.396156017846323"
"nein","2018","Sachsen-Anhalt","694","0.431036504190547","0.406214115271126","0.455858893109968"
"nein","2018","Schleswig-Holstein","767","0.315463898458795","0.294780009478023","0.336147787439567"
"nein","2018","Thueringen","632","0.406420750084475","0.381929489397957","0.430912010770994"
"ja","2019","Baden-Wuerttemberg","3405","0.730584528030243","0.717598934914721","0.743570121145764"
"ja","2019","Bayern","4747","0.725556301395359","0.714480957283254","0.736631645507465"
"ja","2019","Berlin","1147","0.700560288456702","0.677640380625879","0.723480196287525"
"ja","2019","Brandenburg","1067","0.60921926817725","0.585740339084406","0.632698197270094"
"ja","2019","Bremen","235","0.74147294035895","0.693502494125766","0.789443386592134"
"ja","2019","Hamburg","686","0.710044148929959","0.679665651090551","0.740422646769367"
"ja","2019","Hessen","1998","0.710426611514693","0.693128335400163","0.727724887629223"
"ja","2019","Mecklenburg-Vorpommern","605","0.640076463121541","0.60899357201592","0.671159354227162"
