"hlf0613","year","bula_h","n","percent","lower_confidence","upper_confidence"
"ja","2019","Niedersachsen","2834","0.690907666224889","0.676166096338878","0.7056492361109"
"ja","2019","Nordrhein-Westfalen","6123","0.70170939150089","0.691869215747795","0.711549567253984"
"ja","2019","Rheinland-Pfalz,Saarland","1484","0.656393553516066","0.636562141038916","0.676224965993215"
"ja","2019","Sachsen","1680","0.630826992361148","0.611471642153333","0.650182342568962"
"ja","2019","Sachsen-Anhalt","891","0.672283168862603","0.646952235881464","0.697614101843743"
"ja","2019","Schleswig-Holstein","1150","0.708668934897668","0.685796437521938","0.731541432273398"
"ja","2019","Thueringen","875","0.609487286441002","0.583267920519772","0.635706652362233"
"nein","2019","Baden-Wuerttemberg","1079","0.269415471969757","0.256429878854236","0.282401065085279"
"nein","2019","Bayern","1489","0.274443698604641","0.263368354492535","0.285519042716746"
"nein","2019","Berlin","387","0.299439711543298","0.276519803712475","0.322359619374121"
"nein","2019","Brandenburg","592","0.39078073182275","0.367301802729906","0.414259660915594"
"nein","2019","Bremen","85","0.25852705964105","0.210556613407866","0.306497505874234"
"nein","2019","Hamburg","171","0.289955851070041","0.259577353230633","0.320334348909449"
"nein","2019","Hessen","643","0.289573388485307","0.272275112370777","0.306871664599838"
"nein","2019","Mecklenburg-Vorpommern","311","0.359923536878459","0.328840645772838","0.391006427984081"
"nein","2019","Niedersachsen","941","0.309092333775111","0.2943507638891","0.323833903661122"
"nein","2019","Nordrhein-Westfalen","2181","0.29829060849911","0.288450432746016","0.308130784252205"
"nein","2019","Rheinland-Pfalz,Saarland","719","0.343606446483934","0.323775034006785","0.363437858961084"
"nein","2019","Sachsen","708","0.369173007638852","0.349817657431038","0.388528357846667"
"nein","2019","Sachsen-Anhalt","428","0.327716831137397","0.302385898156257","0.353047764118536"
"nein","2019","Schleswig-Holstein","366","0.291331065102332","0.268458567726602","0.314203562478062"
"nein","2019","Thueringen","455","0.390512713558998","0.364293347637767","0.416732079480228"
