year,quintil_oecd_hh,sampreg,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,1st Quintile,West,Yes,0.43028,1512,3977,0.41489,0.44567
2016,1st Quintile,West,No,0.56414,2465,3977,0.54872,0.57955
2016,1st Quintile,East,Yes,0.41462,450,1207,0.38682,0.44243
2016,1st Quintile,East,No,0.58381,757,1207,0.55599,0.61163
2016,2nd Quintile,West,Yes,0.49746,1270,2235,0.47672,0.51819
2016,2nd Quintile,West,No,0.49528,965,2235,0.47455,0.51602
2016,2nd Quintile,East,Yes,0.45225,401,797,0.41768,0.48683
2016,2nd Quintile,East,No,0.53857,396,797,0.50394,0.57321
2016,3rd Quintile,West,Yes,0.60612,1363,2069,0.58506,0.62718
2016,3rd Quintile,West,No,0.39237,706,2069,0.37132,0.41341
2016,3rd Quintile,East,Yes,0.61751,401,668,0.58063,0.65440
2016,3rd Quintile,East,No,0.38003,267,668,0.34319,0.41686
2016,4th Quintile,West,Yes,0.67409,1602,2196,0.65448,0.69370
2016,4th Quintile,West,No,0.32010,594,2196,0.30058,0.33961
2016,4th Quintile,East,Yes,0.67671,313,455,0.63368,0.71973
2016,4th Quintile,East,No,0.31875,142,455,0.27588,0.36161
2016,5th Quintile,West,Yes,0.75688,1926,2426,0.73980,0.77395
2016,5th Quintile,West,No,0.24060,500,2426,0.22359,0.25762
2016,5th Quintile,East,Yes,0.73334,250,326,0.68527,0.78142
2016,5th Quintile,East,No,0.26666,76,326,0.21858,0.31473
2017,1st Quintile,West,Yes,0.46529,1673,4406,0.45056,0.48002
2017,1st Quintile,West,No,0.53161,2733,4406,0.51687,0.54634
2017,1st Quintile,East,Yes,0.41790,459,1221,0.39022,0.44558
2017,1st Quintile,East,No,0.57922,762,1221,0.55151,0.60692
2017,2nd Quintile,West,Yes,0.54037,1409,2396,0.52041,0.56032
2017,2nd Quintile,West,No,0.45747,987,2396,0.43752,0.47742
2017,2nd Quintile,East,Yes,0.54680,510,926,0.51472,0.57888
2017,2nd Quintile,East,No,0.44041,416,926,0.40842,0.47240
2017,3rd Quintile,West,Yes,0.64202,1671,2379,0.62275,0.66129
2017,3rd Quintile,West,No,0.35588,708,2379,0.33663,0.37512
2017,3rd Quintile,East,Yes,0.59611,457,723,0.56032,0.63190
2017,3rd Quintile,East,No,0.40085,266,723,0.36510,0.43660
2017,4th Quintile,West,Yes,0.70735,1918,2512,0.68956,0.72515
2017,4th Quintile,West,No,0.29052,594,2512,0.27276,0.30827
2017,4th Quintile,East,Yes,0.68706,364,528,0.64747,0.72665
2017,4th Quintile,East,No,0.30987,164,528,0.27039,0.34935
2017,5th Quintile,West,Yes,0.80524,2239,2713,0.79034,0.82015
2017,5th Quintile,West,No,0.19435,474,2713,0.17946,0.20925
2017,5th Quintile,East,Yes,0.71226,294,380,0.66668,0.75784
2017,5th Quintile,East,No,0.27607,86,380,0.23106,0.32108
2018,1st Quintile,West,Yes,0.46768,1737,4099,0.45240,0.48296
2018,1st Quintile,West,No,0.52957,2362,4099,0.51429,0.54485
2018,1st Quintile,East,Yes,0.39949,496,1252,0.37235,0.42663
2018,1st Quintile,East,No,0.60051,756,1252,0.57337,0.62765
2018,2nd Quintile,West,Yes,0.58497,1524,2477,0.56557,0.60438
2018,2nd Quintile,West,No,0.41192,953,2477,0.39253,0.43130
2018,2nd Quintile,East,Yes,0.53985,537,965,0.50839,0.57131
2018,2nd Quintile,East,No,0.45977,428,965,0.42831,0.49123
2018,3rd Quintile,West,Yes,0.67475,1643,2307,0.65563,0.69387
2018,3rd Quintile,West,No,0.32051,664,2307,0.30147,0.33956
2018,3rd Quintile,East,Yes,0.62799,455,685,0.59177,0.66421
2018,3rd Quintile,East,No,0.37161,230,685,0.33540,0.40783
2018,4th Quintile,West,Yes,0.72910,1844,2400,0.71132,0.74689
2018,4th Quintile,West,No,0.26618,556,2400,0.24850,0.28387
2018,4th Quintile,East,Yes,0.71496,356,497,0.67523,0.75469
2018,4th Quintile,East,No,0.28447,141,497,0.24477,0.32418
2018,5th Quintile,West,Yes,0.82367,2218,2649,0.80916,0.83819
2018,5th Quintile,West,No,0.17457,431,2649,0.16011,0.18903
2018,5th Quintile,East,Yes,0.79581,298,364,0.75434,0.83728
2018,5th Quintile,East,No,0.20419,66,364,0.16272,0.24566
2019,1st Quintile,West,Yes,0.51064,1187,2099,0.48925,0.53204
2019,1st Quintile,West,No,0.44674,912,2099,0.42547,0.46802
2019,1st Quintile,East,Yes,0.46970,418,826,0.43564,0.50375
2019,1st Quintile,East,No,0.50780,408,826,0.47369,0.54192
2019,2nd Quintile,West,Yes,0.61909,1439,2189,0.59874,0.63943
2019,2nd Quintile,West,No,0.37760,750,2189,0.35728,0.39791
2019,2nd Quintile,East,Yes,0.56035,497,824,0.52644,0.59426
2019,2nd Quintile,East,No,0.43600,327,824,0.40212,0.46988
2019,3rd Quintile,West,Yes,0.68308,1588,2172,0.66351,0.70265
2019,3rd Quintile,West,No,0.31301,584,2172,0.29350,0.33252
2019,3rd Quintile,East,Yes,0.65986,472,693,0.62456,0.69516
2019,3rd Quintile,East,No,0.34007,221,693,0.30477,0.37537
2019,4th Quintile,West,Yes,0.74718,1874,2369,0.72968,0.76469
2019,4th Quintile,West,No,0.25038,495,2369,0.23293,0.26783
2019,4th Quintile,East,Yes,0.72071,417,544,0.68298,0.75845
2019,4th Quintile,East,No,0.27918,127,544,0.24145,0.31691
2019,5th Quintile,West,Yes,0.81160,3069,3643,0.79890,0.82430
2019,5th Quintile,West,No,0.18807,574,3643,0.17538,0.20076
2019,5th Quintile,East,Yes,0.76417,574,700,0.73270,0.79564
2019,5th Quintile,East,No,0.23583,126,700,0.20436,0.26730
2021,1st Quintile,West,Yes,0.36787,986,2549,0.34914,0.38659
2021,1st Quintile,West,No,0.62856,1563,2549,0.60980,0.64732
2021,1st Quintile,East,Yes,0.38646,252,684,0.34994,0.42298
2021,1st Quintile,East,No,0.61111,432,684,0.57454,0.64767
2021,2nd Quintile,West,Yes,0.46605,838,1777,0.44285,0.48925
2021,2nd Quintile,West,No,0.53114,939,1777,0.50793,0.55435
2021,2nd Quintile,East,Yes,0.45457,270,591,0.41439,0.49475
2021,2nd Quintile,East,No,0.54239,321,591,0.50218,0.58259
2021,3rd Quintile,West,Yes,0.52340,894,1588,0.49883,0.54797
2021,3rd Quintile,West,No,0.47568,694,1588,0.45111,0.50026
2021,3rd Quintile,East,Yes,0.51635,258,481,0.47164,0.56105
2021,3rd Quintile,East,No,0.47394,223,481,0.42927,0.51861
