year,bula_h,rentown,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Mecklenburg-Western Pomerania,Tenant,No,0.98600,214,214,0.97022,1.00178
2010,Saxony,Owner,No,0.94041,312,312,0.91410,0.96672
2010,Saxony,Tenant,No,0.99542,585,585,0.98995,1.00090
2010,Saxony-Anhalt,Owner,No,0.95271,230,230,0.92522,0.98020
2010,Saxony-Anhalt,Tenant,No,0.99301,287,287,0.98336,1.00267
2010,Thuringa,Owner,No,0.99393,250,250,0.98429,1.00358
2010,Thuringa,Tenant,No,0.98985,273,273,0.97794,1.00176
2011,Schleswig-Holstein,Owner,No,0.95677,269,269,0.93242,0.98112
2011,Schleswig-Holstein,Tenant,No,0.99851,321,321,0.99429,1.00273
2011,Hamburg,Owner,No,0.97347,63,63,0.93346,1.01347
2011,Hamburg,Tenant,No,0.99746,199,199,0.99046,1.00447
2011,Lower Saxony,Owner,Yes,0.04792,47,846,0.03352,0.06232
2011,Lower Saxony,Owner,No,0.95208,799,846,0.93768,0.96648
2011,Lower Saxony,Tenant,No,0.99300,658,658,0.98663,0.99938
2011,Bremen,Tenant,No,0.99882,81,81,0.99129,1.00635
2011,North Rhine-Westphalia,Owner,Yes,0.04423,73,1456,0.03367,0.05480
2011,North Rhine-Westphalia,Owner,No,0.95577,1383,1456,0.94520,0.96633
2011,North Rhine-Westphalia,Tenant,No,0.99494,1810,1810,0.99167,0.99821
2011,Hesse,Owner,No,0.97119,530,530,0.95693,0.98544
2011,Hesse,Tenant,No,0.98995,592,592,0.98191,0.99799
2011,"Rhineland-Palatinate, Saarland",Owner,Yes,0.04400,35,535,0.02660,0.06139
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.95600,500,535,0.93861,0.97340
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.99870,405,405,0.99518,1.00221
2011,Baden-Wuerttemberg,Owner,Yes,0.05212,81,1080,0.03886,0.06538
2011,Baden-Wuerttemberg,Owner,No,0.94788,999,1080,0.93462,0.96114
2011,Baden-Wuerttemberg,Tenant,No,0.98978,900,900,0.98321,0.99636
2011,Bavaria,Owner,Yes,0.05210,109,1360,0.04029,0.06392
2011,Bavaria,Owner,No,0.94790,1251,1360,0.93608,0.95971
2011,Bavaria,Tenant,No,0.98557,1188,1188,0.97878,0.99235
2011,Berlin,Owner,No,0.98424,120,120,0.96187,1.00662
2011,Berlin,Tenant,No,0.99940,546,546,0.99736,1.00145
2011,Brandenburg,Owner,No,0.96782,271,271,0.94677,0.98887
2011,Brandenburg,Tenant,No,0.99760,393,393,0.99275,1.00244
2011,Mecklenburg-Western Pomerania,Owner,No,0.95250,137,137,0.91675,0.98825
2011,Mecklenburg-Western Pomerania,Tenant,No,0.98276,257,257,0.96682,0.99871
2011,Saxony,Owner,No,0.93033,343,343,0.90335,0.95731
2011,Saxony,Tenant,No,0.98790,677,677,0.97965,0.99614
2011,Saxony-Anhalt,Owner,No,0.97481,264,264,0.95588,0.99375
2011,Saxony-Anhalt,Tenant,No,0.99293,376,376,0.98445,1.00141
2011,Thuringa,Owner,No,0.98875,276,276,0.97628,1.00121
2011,Thuringa,Tenant,No,0.98002,362,362,0.96558,0.99445
2012,Schleswig-Holstein,Owner,No,0.95134,271,271,0.92567,0.97700
2012,Schleswig-Holstein,Tenant,No,0.98548,316,316,0.97227,0.99869
2012,Hamburg,Owner,No,0.99185,71,71,0.97078,1.01291
2012,Hamburg,Tenant,No,0.99767,198,198,0.99094,1.00440
2012,Lower Saxony,Owner,Yes,0.05293,48,821,0.03761,0.06826
2012,Lower Saxony,Owner,No,0.94707,773,821,0.93174,0.96239
2012,Lower Saxony,Tenant,No,0.99120,654,654,0.98404,0.99837
2012,Bremen,Owner,No,0.92451,42,42,0.84365,1.00538
2012,Bremen,Tenant,No,0.99714,80,80,0.98537,1.00891
2012,North Rhine-Westphalia,Owner,Yes,0.04071,66,1440,0.03050,0.05093
2012,North Rhine-Westphalia,Owner,No,0.95929,1374,1440,0.94907,0.96950
2012,North Rhine-Westphalia,Tenant,No,0.99287,1739,1739,0.98891,0.99682
2012,Hesse,Owner,No,0.98270,548,548,0.97177,0.99363
2012,Hesse,Tenant,No,0.99605,563,563,0.99086,1.00124
2012,"Rhineland-Palatinate, Saarland",Owner,Yes,0.05484,34,509,0.03504,0.07464
2012,"Rhineland-Palatinate, Saarland",Owner,No,0.94516,475,509,0.92536,0.96496
2012,"Rhineland-Palatinate, Saarland",Tenant,No,0.97943,415,415,0.96576,0.99310
2012,Baden-Wuerttemberg,Owner,Yes,0.06616,93,1051,0.05113,0.08120
2012,Baden-Wuerttemberg,Owner,No,0.93384,958,1051,0.91880,0.94887
2012,Baden-Wuerttemberg,Tenant,No,0.99011,837,837,0.98340,0.99682
2012,Bavaria,Owner,Yes,0.05413,92,1325,0.04194,0.06632
2012,Bavaria,Owner,No,0.94587,1233,1325,0.93368,0.95806
2012,Bavaria,Tenant,No,0.98765,1182,1182,0.98135,0.99395
2012,Berlin,Owner,No,0.96946,127,127,0.93941,0.99950
2012,Brandenburg,Owner,No,0.96564,276,276,0.94411,0.98717
2012,Brandenburg,Tenant,No,0.99649,373,373,0.99049,1.00250
2012,Mecklenburg-Western Pomerania,Owner,No,0.94996,124,124,0.91143,0.98849
2012,Mecklenburg-Western Pomerania,Tenant,No,0.99949,269,269,0.99679,1.00219
2012,Saxony,Owner,Yes,0.08796,31,373,0.05918,0.11674
2012,Saxony,Owner,No,0.91204,342,373,0.88326,0.94082
2012,Saxony,Tenant,No,0.99788,694,694,0.99446,1.00130
2012,Saxony-Anhalt,Owner,No,0.96327,245,245,0.93967,0.98687
2012,Saxony-Anhalt,Tenant,No,0.99823,363,363,0.99391,1.00256
2012,Thuringa,Owner,No,0.95859,268,268,0.93470,0.98249
2012,Thuringa,Tenant,No,0.97242,360,360,0.95548,0.98936
2013,Schleswig-Holstein,Owner,No,0.95060,265,265,0.92445,0.97674
2013,Schleswig-Holstein,Tenant,No,0.99637,369,369,0.99022,1.00251
2013,Lower Saxony,Owner,Yes,0.03980,46,820,0.02641,0.05319
2013,Lower Saxony,Owner,No,0.96020,774,820,0.94681,0.97359
2013,Lower Saxony,Tenant,No,0.98711,801,801,0.97929,0.99493
2013,Bremen,Owner,No,0.99599,44,44,0.97711,1.01488
2013,North Rhine-Westphalia,Owner,Yes,0.04547,79,1504,0.03493,0.05600
2013,North Rhine-Westphalia,Owner,No,0.95453,1425,1504,0.94400,0.96507
2013,North Rhine-Westphalia,Tenant,No,0.99383,2137,2137,0.99051,0.99715
2013,Hesse,Owner,No,0.96595,544,544,0.95069,0.98120
2013,Hesse,Tenant,No,0.99143,728,728,0.98473,0.99813
2013,"Rhineland-Palatinate, Saarland",Owner,Yes,0.06176,50,550,0.04163,0.08190
2013,"Rhineland-Palatinate, Saarland",Owner,No,0.93824,500,550,0.91810,0.95837
2013,"Rhineland-Palatinate, Saarland",Tenant,No,0.98221,481,481,0.97039,0.99404
2013,Baden-Wuerttemberg,Owner,Yes,0.06211,101,1089,0.04777,0.07645
2013,Baden-Wuerttemberg,Owner,No,0.93789,988,1089,0.92355,0.95223
2013,Baden-Wuerttemberg,Tenant,No,0.98317,1026,1026,0.97529,0.99104
2013,Bavaria,Owner,Yes,0.04753,88,1348,0.03617,0.05889
2013,Bavaria,Owner,No,0.95247,1260,1348,0.94111,0.96383
2013,Bavaria,Tenant,No,0.98310,1481,1481,0.97653,0.98967
2013,Berlin,Owner,No,0.99931,126,126,0.99470,1.00392
2013,Berlin,Tenant,No,0.99918,642,642,0.99696,1.00140
2013,Brandenburg,Owner,No,0.97026,262,262,0.94966,0.99087
2013,Brandenburg,Tenant,No,0.99651,396,396,0.99069,1.00233
2013,Mecklenburg-Western Pomerania,Owner,No,0.95873,116,116,0.92237,0.99508
2013,Mecklenburg-Western Pomerania,Tenant,No,0.99916,259,259,0.99564,1.00269
2013,Saxony,Owner,Yes,0.10060,31,361,0.06952,0.13167
2013,Saxony,Owner,No,0.89940,330,361,0.86833,0.93048
2013,Saxony,Tenant,No,0.99828,683,683,0.99516,1.00139
2013,Saxony-Anhalt,Owner,No,0.94810,237,237,0.91980,0.97640
2013,Saxony-Anhalt,Tenant,No,0.99807,381,381,0.99367,1.00248
2013,Thuringa,Owner,No,0.96846,274,274,0.94773,0.98919
2013,Thuringa,Tenant,No,0.98003,326,326,0.96482,0.99524
2014,Schleswig-Holstein,Owner,No,0.98797,251,251,0.97446,1.00149
2014,Schleswig-Holstein,Tenant,No,0.99697,303,303,0.99077,1.00317
2014,Hamburg,Tenant,No,0.96379,195,195,0.93750,0.99008
2014,Lower Saxony,Owner,Yes,0.07552,63,767,0.05680,0.09423
2014,Lower Saxony,Owner,No,0.92448,704,767,0.90577,0.94320
2014,Lower Saxony,Tenant,No,0.98553,692,692,0.97663,0.99443
2014,Bremen,Owner,No,0.99545,42,42,0.97486,1.01605
2014,North Rhine-Westphalia,Owner,Yes,0.05075,85,1373,0.03914,0.06236
2014,North Rhine-Westphalia,Owner,No,0.94925,1288,1373,0.93764,0.96086
2014,North Rhine-Westphalia,Tenant,No,0.99216,1830,1830,0.98812,0.99620
2014,Hesse,Owner,Yes,0.02732,34,522,0.01332,0.04131
2014,Hesse,Owner,No,0.97268,488,522,0.95869,0.98668
2014,Hesse,Tenant,No,0.98945,582,582,0.98115,0.99776
2014,"Rhineland-Palatinate, Saarland",Owner,Yes,0.07575,44,487,0.05223,0.09928
2014,"Rhineland-Palatinate, Saarland",Owner,No,0.92425,443,487,0.90072,0.94777
2014,"Rhineland-Palatinate, Saarland",Tenant,No,0.97471,426,426,0.95978,0.98964
2014,Baden-Wuerttemberg,Owner,Yes,0.08080,87,969,0.06363,0.09797
2014,Baden-Wuerttemberg,Owner,No,0.91920,882,969,0.90203,0.93637
2014,Baden-Wuerttemberg,Tenant,No,0.97199,838,838,0.96081,0.98316
2014,Bavaria,Owner,Yes,0.05797,96,1251,0.04502,0.07093
2014,Bavaria,Owner,No,0.94203,1155,1251,0.92907,0.95498
2014,Bavaria,Tenant,No,0.98007,1277,1277,0.97240,0.98774
2014,Berlin,Owner,No,0.99770,109,109,0.98865,1.00674
2014,Berlin,Tenant,No,0.99338,539,539,0.98653,1.00023
2014,Brandenburg,Owner,No,0.96510,241,241,0.94187,0.98832
2014,Brandenburg,Tenant,No,0.99279,361,361,0.98405,1.00153
2014,Mecklenburg-Western Pomerania,Owner,No,0.94780,100,100,0.90399,0.99162
2014,Saxony,Owner,No,0.90559,296,296,0.87223,0.93896
2014,Saxony,Tenant,No,0.99148,622,622,0.98424,0.99871
2014,Saxony-Anhalt,Owner,No,0.94818,223,223,0.91902,0.97734
2014,Saxony-Anhalt,Tenant,No,0.99939,346,346,0.99677,1.00200
2014,Thuringa,Owner,No,0.96520,258,258,0.94279,0.98761
2014,Thuringa,Tenant,No,0.97230,321,321,0.95432,0.99028
2015,Schleswig-Holstein,Owner,No,0.96880,241,241,0.94680,0.99079
2015,Hamburg,Owner,No,0.98972,73,73,0.96642,1.01302
2015,Hamburg,Tenant,No,0.96377,206,206,0.93819,0.98935
2015,Lower Saxony,Owner,Yes,0.06975,57,747,0.05147,0.08803
2015,Lower Saxony,Owner,No,0.93025,690,747,0.91197,0.94853
2015,Lower Saxony,Tenant,No,0.97612,731,731,0.96504,0.98719
2015,Bremen,Owner,No,0.98731,37,37,0.95073,1.02388
2015,North Rhine-Westphalia,Owner,Yes,0.04226,73,1298,0.03131,0.05321
2015,North Rhine-Westphalia,Owner,No,0.95774,1225,1298,0.94679,0.96869
2015,North Rhine-Westphalia,Tenant,No,0.99262,1886,1886,0.98876,0.99649
2015,Hesse,Owner,No,0.97376,448,448,0.95894,0.98858
2015,Hesse,Tenant,No,0.99378,641,641,0.98769,0.99987
2015,"Rhineland-Palatinate, Saarland",Owner,Yes,0.06945,52,466,0.04634,0.09255
2015,"Rhineland-Palatinate, Saarland",Owner,No,0.93055,414,466,0.90745,0.95366
2015,"Rhineland-Palatinate, Saarland",Tenant,No,0.98205,451,451,0.96978,0.99432
2015,Baden-Wuerttemberg,Owner,Yes,0.04861,74,919,0.03470,0.06252
2015,Baden-Wuerttemberg,Owner,No,0.95139,845,919,0.93748,0.96530
2015,Baden-Wuerttemberg,Tenant,No,0.97857,889,889,0.96904,0.98809
2015,Bavaria,Owner,Yes,0.04639,80,1197,0.03447,0.05831
2015,Bavaria,Owner,No,0.95361,1117,1197,0.94169,0.96553
2015,Bavaria,Tenant,No,0.96741,1358,1358,0.95797,0.97686
2015,Berlin,Owner,No,0.99798,111,111,0.98958,1.00637
2015,Berlin,Tenant,No,0.99709,533,533,0.99251,1.00167
2015,Brandenburg,Owner,No,0.96018,244,244,0.93559,0.98476
2015,Brandenburg,Tenant,No,0.99384,341,341,0.98553,1.00216
2015,Mecklenburg-Western Pomerania,Owner,No,0.95014,109,109,0.90910,0.99119
2015,Saxony,Owner,No,0.90690,289,289,0.87334,0.94046
2015,Saxony,Tenant,No,0.98958,586,586,0.98136,0.99781
2015,Saxony-Anhalt,Owner,No,0.93649,202,202,0.90277,0.97020
2015,Saxony-Anhalt,Tenant,No,0.99709,326,326,0.99124,1.00295
2015,Thuringa,Owner,No,0.96010,233,233,0.93491,0.98528
2015,Thuringa,Tenant,No,0.97415,334,334,0.95710,0.99119
2016,Schleswig-Holstein,Owner,No,0.95294,222,222,0.92502,0.98086
2016,Schleswig-Holstein,Tenant,No,0.99769,266,266,0.99190,1.00347
2016,Hamburg,Tenant,No,0.97643,188,188,0.95468,0.99817
2016,Lower Saxony,Owner,Yes,0.07300,52,693,0.05362,0.09239
2016,Lower Saxony,Owner,No,0.92700,641,693,0.90761,0.94638
2016,Lower Saxony,Tenant,No,0.99261,648,648,0.98602,0.99921
2016,Bremen,Owner,No,0.98666,33,33,0.94690,1.02641
2016,North Rhine-Westphalia,Owner,Yes,0.04570,72,1216,0.03396,0.05744
2016,North Rhine-Westphalia,Owner,No,0.95430,1144,1216,0.94256,0.96604
2016,North Rhine-Westphalia,Tenant,No,0.99044,1669,1669,0.98577,0.99511
2016,Hesse,Owner,No,0.98491,410,410,0.97309,0.99673
2016,Hesse,Tenant,No,0.99197,544,544,0.98446,0.99947
2016,"Rhineland-Palatinate, Saarland",Owner,Yes,0.09322,49,442,0.06609,0.12036
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.90678,393,442,0.87964,0.93391
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.99961,403,403,0.99770,1.00153
2016,Baden-Wuerttemberg,Owner,Yes,0.07837,82,853,0.06033,0.09642
2016,Baden-Wuerttemberg,Owner,No,0.92163,771,853,0.90358,0.93967
2016,Baden-Wuerttemberg,Tenant,No,0.97421,752,752,0.96287,0.98554
2016,Bavaria,Owner,Yes,0.05634,76,1098,0.04269,0.06998
2016,Bavaria,Owner,No,0.94366,1022,1098,0.93002,0.95731
2016,Bavaria,Tenant,No,0.98039,1175,1175,0.97245,0.98832
2016,Berlin,Owner,No,0.99393,107,107,0.97914,1.00872
2016,Berlin,Tenant,No,0.99780,500,500,0.99369,1.00191
2016,Brandenburg,Owner,No,0.92642,235,235,0.89297,0.95987
2016,Brandenburg,Tenant,No,0.98324,302,302,0.96873,0.99774
2016,Mecklenburg-Western Pomerania,Owner,No,0.96802,104,104,0.93404,1.00200
2016,Saxony,Owner,Yes,0.13881,34,304,0.09988,0.17774
2016,Saxony,Owner,No,0.86119,270,304,0.82226,0.90012
2016,Saxony,Tenant,No,0.99771,556,556,0.99374,1.00169
2016,Saxony-Anhalt,Owner,No,0.93822,199,199,0.90469,0.97176
2016,Saxony-Anhalt,Tenant,No,0.99689,300,300,0.99058,1.00320
2016,Thuringa,Owner,No,0.96653,236,236,0.94353,0.98953
2017,Schleswig-Holstein,Owner,No,0.95760,265,265,0.93329,0.98190
2017,Schleswig-Holstein,Tenant,No,0.98089,277,277,0.96474,0.99704
2017,Hamburg,Tenant,No,0.98258,211,211,0.96489,1.00028
2017,Lower Saxony,Owner,Yes,0.07696,64,812,0.05861,0.09530
2017,Lower Saxony,Owner,No,0.92304,748,812,0.90470,0.94139
2017,Lower Saxony,Tenant,No,0.98050,716,716,0.97037,0.99064
2017,Bremen,Owner,No,0.98888,42,42,0.95678,1.02098
2017,Bremen,Tenant,No,0.97353,82,82,0.93856,1.00849
2017,North Rhine-Westphalia,Owner,Yes,0.05455,91,1401,0.04265,0.06645
2017,North Rhine-Westphalia,Owner,No,0.94545,1310,1401,0.93355,0.95735
2017,North Rhine-Westphalia,Tenant,Yes,0.01787,33,1783,0.01172,0.02402
2017,North Rhine-Westphalia,Tenant,No,0.98213,1750,1783,0.97598,0.98828
2017,Hesse,Owner,No,0.96513,441,441,0.94798,0.98227
2017,Hesse,Tenant,No,0.99475,578,578,0.98885,1.00065
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.97420,440,440,0.95937,0.98903
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.98188,405,405,0.96888,0.99489
2017,Baden-Wuerttemberg,Owner,Yes,0.10384,109,922,0.08414,0.12354
2017,Baden-Wuerttemberg,Owner,No,0.89616,813,922,0.87646,0.91586
2017,Baden-Wuerttemberg,Tenant,No,0.96263,780,780,0.94931,0.97595
2017,Bavaria,Owner,Yes,0.06230,101,1194,0.04858,0.07601
2017,Bavaria,Owner,No,0.93770,1093,1194,0.92399,0.95142
2017,Bavaria,Tenant,No,0.98475,1279,1279,0.97803,0.99147
2017,Berlin,Owner,No,0.98833,111,111,0.96825,1.00840
2017,Berlin,Tenant,No,0.98892,536,536,0.98005,0.99779
2017,Brandenburg,Owner,No,0.95701,262,262,0.93240,0.98162
2017,Brandenburg,Tenant,No,0.99412,334,334,0.98591,1.00233
2017,Mecklenburg-Western Pomerania,Owner,No,0.95922,120,120,0.92368,0.99475
2017,Saxony,Owner,Yes,0.11059,34,359,0.07810,0.14307
2017,Saxony,Owner,No,0.88941,325,359,0.85693,0.92190
2017,Saxony,Tenant,No,0.99618,620,620,0.99132,1.00104
2017,Saxony-Anhalt,Owner,No,0.94564,222,222,0.91575,0.97553
2017,Saxony-Anhalt,Tenant,No,0.99607,328,328,0.98929,1.00285
2017,Thuringa,Owner,No,0.95350,256,256,0.92765,0.97934
2017,Thuringa,Tenant,No,0.98924,321,321,0.97794,1.00055
2018,Schleswig-Holstein,Owner,No,0.94356,252,252,0.91501,0.97211
2018,Schleswig-Holstein,Tenant,No,0.96703,279,279,0.94604,0.98802
2018,Hamburg,Tenant,No,0.99150,244,244,0.97995,1.00304
2018,Lower Saxony,Owner,Yes,0.08965,71,763,0.06937,0.10993
2018,Lower Saxony,Owner,No,0.91035,692,763,0.89007,0.93063
2018,Lower Saxony,Tenant,No,0.98392,703,703,0.97462,0.99323
2018,Bremen,Owner,No,0.97043,47,47,0.92147,1.01938
2018,Bremen,Tenant,No,0.99055,80,80,0.96922,1.01189
2018,North Rhine-Westphalia,Owner,Yes,0.05470,92,1337,0.04251,0.06690
2018,North Rhine-Westphalia,Owner,No,0.94530,1245,1337,0.93310,0.95749
2018,North Rhine-Westphalia,Tenant,No,0.98632,1813,1813,0.98097,0.99167
2018,Hesse,Owner,No,0.96072,424,424,0.94220,0.97923
2018,Hesse,Tenant,No,0.98641,547,547,0.97670,0.99612
2018,"Rhineland-Palatinate, Saarland",Owner,No,0.95395,421,421,0.93390,0.97399
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.97977,431,431,0.96646,0.99307
2018,Baden-Wuerttemberg,Owner,Yes,0.10449,101,875,0.08421,0.12477
2018,Baden-Wuerttemberg,Owner,No,0.89551,774,875,0.87523,0.91579
2018,Baden-Wuerttemberg,Tenant,No,0.97231,725,725,0.96036,0.98426
2018,Bavaria,Owner,Yes,0.06042,91,1151,0.04665,0.07419
2018,Bavaria,Owner,No,0.93958,1060,1151,0.92581,0.95335
2018,Bavaria,Tenant,No,0.98055,1231,1231,0.97283,0.98826
2018,Berlin,Owner,No,0.98859,109,109,0.96855,1.00862
2018,Berlin,Tenant,No,0.99202,573,573,0.98473,0.99931
2018,Brandenburg,Owner,No,0.92928,248,248,0.89731,0.96125
2018,Brandenburg,Tenant,No,0.99180,371,371,0.98261,1.00099
2018,Mecklenburg-Western Pomerania,Owner,No,0.96009,118,118,0.92463,0.99556
2018,Mecklenburg-Western Pomerania,Tenant,No,0.98778,253,253,0.97422,1.00135
2018,Saxony,Owner,No,0.90168,320,320,0.86901,0.93436
2018,Saxony,Tenant,No,0.98725,624,624,0.97844,0.99606
2018,Saxony-Anhalt,Owner,No,0.92125,209,209,0.88465,0.95786
2018,Saxony-Anhalt,Tenant,No,0.99816,343,343,0.99363,1.00270
2018,Thuringa,Owner,No,0.94985,236,236,0.92194,0.97776
2018,Thuringa,Tenant,No,0.98789,325,325,0.97598,0.99980
2019,Schleswig-Holstein,Owner,No,0.93804,228,228,0.90668,0.96940
2019,Schleswig-Holstein,Tenant,No,0.96434,198,198,0.93845,0.99024
2019,Hamburg,Tenant,No,0.99064,203,203,0.97736,1.00392
2019,Lower Saxony,Owner,Yes,0.07930,62,690,0.05913,0.09948
2019,Lower Saxony,Owner,No,0.92070,628,690,0.90052,0.94087
2019,Lower Saxony,Tenant,No,0.98013,521,521,0.96814,0.99213
2019,Bremen,Owner,No,0.97683,38,38,0.92834,1.02531
2019,Bremen,Tenant,No,0.98941,68,68,0.96491,1.01392
2019,North Rhine-Westphalia,Owner,Yes,0.04817,78,1175,0.03593,0.06042
2019,North Rhine-Westphalia,Owner,No,0.95183,1097,1175,0.93958,0.96407
2019,North Rhine-Westphalia,Tenant,No,0.98429,1396,1396,0.97777,0.99082
2019,Hesse,Owner,No,0.96843,372,372,0.95063,0.98622
2019,Hesse,Tenant,No,0.98270,408,408,0.97004,0.99537
2019,"Rhineland-Palatinate, Saarland",Owner,No,0.94625,366,366,0.92311,0.96938
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.98259,322,322,0.96829,0.99690
2019,Baden-Wuerttemberg,Owner,Yes,0.07610,80,744,0.05703,0.09517
2019,Baden-Wuerttemberg,Owner,No,0.92390,664,744,0.90483,0.94297
2019,Baden-Wuerttemberg,Tenant,No,0.96522,548,548,0.94987,0.98058
2019,Bavaria,Owner,Yes,0.06209,84,1001,0.04713,0.07705
2019,Bavaria,Owner,No,0.93791,917,1001,0.92295,0.95287
2019,Bavaria,Tenant,No,0.98097,928,928,0.97217,0.98976
2019,Berlin,Owner,No,0.96888,98,98,0.93432,1.00344
2019,Berlin,Tenant,No,0.99722,450,450,0.99236,1.00209
2019,Brandenburg,Owner,No,0.92892,236,236,0.89606,0.96177
2019,Brandenburg,Tenant,No,0.99218,297,297,0.98214,1.00221
2019,Mecklenburg-Western Pomerania,Owner,No,0.95567,105,105,0.91612,0.99523
2019,Mecklenburg-Western Pomerania,Tenant,No,0.99478,197,197,0.98470,1.00487
2019,Saxony,Owner,No,0.89943,280,280,0.86414,0.93473
2019,Saxony,Tenant,No,0.99469,512,512,0.98838,1.00099
2019,Saxony-Anhalt,Owner,No,0.92167,183,183,0.88263,0.96071
2019,Saxony-Anhalt,Tenant,No,0.99480,259,259,0.98602,1.00358
2019,Thuringa,Owner,No,0.94300,205,205,0.91119,0.97482
2019,Thuringa,Tenant,No,0.98987,253,253,0.97751,1.00223
2020,Schleswig-Holstein,Owner,No,0.95275,274,274,0.92758,0.97792
2020,Schleswig-Holstein,Tenant,No,0.98806,250,250,0.97457,1.00155
2020,Hamburg,Owner,No,0.98374,96,96,0.95830,1.00917
2020,Lower Saxony,Owner,Yes,0.05624,41,735,0.03957,0.07291
2020,Lower Saxony,Owner,No,0.94376,694,735,0.92709,0.96043
2020,Lower Saxony,Tenant,No,0.98568,730,730,0.97705,0.99430
2020,Bremen,Owner,No,0.99098,47,47,0.96366,1.01830
2020,Bremen,Tenant,No,0.99179,91,91,0.97315,1.01043
2020,North Rhine-Westphalia,Owner,Yes,0.03834,92,1355,0.02811,0.04857
