"beruf","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"In Ausbildung","1989","16-34 Jahre alt","weiblich","399","0.211351698030393","0.192687046138109","0.230016349922677"
"In Ausbildung","1989","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","1989","35-65 Jahre alt","weiblich","","","",""
"In Ausbildung","1989","66 und älter","maennlich","","","",""
"In Ausbildung","1989","66 und älter","weiblich","","","",""
"In Rente oder Pension","1989","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","1989","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","1989","35-65 Jahre alt","maennlich","237","0.122325809664796","0.109343354856641","0.135308264472951"
"In Rente oder Pension","1989","35-65 Jahre alt","weiblich","260","0.143977398043345","0.130081787473867","0.157873008612824"
"In Rente oder Pension","1989","66 und älter","maennlich","374","0.946380223220125","0.924249180123882","0.968511266316367"
"In Rente oder Pension","1989","66 und älter","weiblich","575","0.937442950095179","0.918518061923016","0.956367838267342"
"Arbeitslose","1989","16-34 Jahre alt","maennlich","64","0.0270488927350447","0.0198038624738031","0.0342939229962864"
"Arbeitslose","1989","16-34 Jahre alt","weiblich","72","0.0377439983831916","0.0290314620100463","0.046456534756337"
"Arbeitslose","1989","35-65 Jahre alt","maennlich","108","0.0415481879020436","0.0336415419661002","0.0494548338379871"
"Arbeitslose","1989","35-65 Jahre alt","weiblich","81","0.0334810843308089","0.0263608744655191","0.0406012941960987"
"Arbeitslose","1989","66 und älter","maennlich","","","",""
"Arbeitslose","1989","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1989","16-34 Jahre alt","maennlich","85","0.0389823910170158","0.030338289491691","0.0476264925423406"
"Sonstige Nichterwerbspersonen","1989","16-34 Jahre alt","weiblich","425","0.188120111740465","0.170253638092034","0.205986585388895"
"Sonstige Nichterwerbspersonen","1989","35-65 Jahre alt","maennlich","68","0.0245527799725706","0.0184210456410554","0.0306845143040858"
"Sonstige Nichterwerbspersonen","1989","35-65 Jahre alt","weiblich","883","0.341237521780287","0.322471134479358","0.360003909081216"
"Sonstige Nichterwerbspersonen","1989","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1989","66 und älter","weiblich","41","0.0460574205311629","0.0296766739711637","0.0624381670911621"
"Beamte","1989","16-34 Jahre alt","maennlich","93","0.0565164564059246","0.0462037043532375","0.0668292084586118"
"Beamte","1989","16-34 Jahre alt","weiblich","32","0.0240298873609278","0.0170287360441512","0.0310310386777045"
"Beamte","1989","35-65 Jahre alt","maennlich","208","0.104358865616837","0.0922455565887317","0.116472174644941"
"Beamte","1989","35-65 Jahre alt","weiblich","51","0.0265238492660851","0.0201636782735355","0.0328840202586347"
"Beamte","1989","66 und älter","maennlich","","","",""
"Beamte","1989","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","16-34 Jahre alt","maennlich","483","0.144740457522828","0.131437194044894","0.158043721000762"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","16-34 Jahre alt","weiblich","578","0.199860825458644","0.184623814622452","0.215097836294836"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","35-65 Jahre alt","maennlich","726","0.151673657362402","0.139847289748448","0.163500024976355"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","35-65 Jahre alt","weiblich","926","0.226568610052938","0.212809891651058","0.240327328454818"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1990","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","16-34 Jahre alt","maennlich","1207","0.44173963579681","0.422963084006498","0.460516187587121"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","16-34 Jahre alt","weiblich","868","0.34486895221137","0.326757873801173","0.362980030621567"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","35-65 Jahre alt","maennlich","1764","0.489927884264089","0.473446386013498","0.50640938251468"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","35-65 Jahre alt","weiblich","1019","0.25842135379376","0.244033036002431","0.27280967158509"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1990","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","1990","16-34 Jahre alt","maennlich","99","0.0441326407822245","0.0363667186563827","0.0518985629080662"
"Selbstständige/ManagerInnen","1990","16-34 Jahre alt","weiblich","61","0.0254688370115064","0.0194660132384607","0.0314716607845521"
"Selbstständige/ManagerInnen","1990","35-65 Jahre alt","maennlich","344","0.108665600086997","0.0984048007689408","0.118926399405054"
"Selbstständige/ManagerInnen","1990","35-65 Jahre alt","weiblich","169","0.0495827715835587","0.0424478407946519","0.0567177023724656"
"Selbstständige/ManagerInnen","1990","66 und älter","maennlich","","","",""
"Selbstständige/ManagerInnen","1990","66 und älter","weiblich","","","",""
"In Ausbildung","1990","16-34 Jahre alt","maennlich","625","0.253669590204382","0.237217767134072","0.270121413274693"
"In Ausbildung","1990","16-34 Jahre alt","weiblich","495","0.18991920575745","0.174974004020486","0.204864407494415"
"In Ausbildung","1990","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","1990","35-65 Jahre alt","weiblich","","","",""
"In Ausbildung","1990","66 und älter","maennlich","","","",""
"In Ausbildung","1990","66 und älter","weiblich","","","",""
"In Rente oder Pension","1990","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","1990","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","1990","35-65 Jahre alt","maennlich","305","0.109469472078211","0.0991754348095627","0.119763509346859"
"In Rente oder Pension","1990","35-65 Jahre alt","weiblich","417","0.144045501777367","0.132504529320837","0.155586474233897"
"In Rente oder Pension","1990","66 und älter","maennlich","528","0.954624643861675","0.937371488573638","0.971877799149711"
"In Rente oder Pension","1990","66 und älter","weiblich","887","0.953982164485298","0.940580815518171","0.967383513452425"
"Arbeitslose","1990","16-34 Jahre alt","maennlich","56","0.0206732502801424","0.0152932481501965","0.0260532524100883"
"Arbeitslose","1990","16-34 Jahre alt","weiblich","69","0.0288962480834508","0.0225135145227878","0.0352789816441139"
"Arbeitslose","1990","35-65 Jahre alt","maennlich","118","0.0346733362524454","0.0286414966382825","0.0407051758666082"
"Arbeitslose","1990","35-65 Jahre alt","weiblich","75","0.0231915380440777","0.0182445974252654","0.02813847866289"
"Arbeitslose","1990","66 und älter","maennlich","","","",""
"Arbeitslose","1990","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1990","16-34 Jahre alt","maennlich","125","0.0471540780662339","0.0391394157899279","0.0551687403425399"
"Sonstige Nichterwerbspersonen","1990","16-34 Jahre alt","weiblich","529","0.18448140498794","0.169702358886668","0.199260451089211"
"Sonstige Nichterwerbspersonen","1990","35-65 Jahre alt","maennlich","68","0.019233937652615","0.0147056747304335","0.0237622005747965"
"Sonstige Nichterwerbspersonen","1990","35-65 Jahre alt","weiblich","883","0.268355827394576","0.253792095040342","0.282919559748809"
"Sonstige Nichterwerbspersonen","1990","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1990","66 und älter","weiblich","33","0.0326306261912272","0.0212668109047043","0.0439944414777502"
"Beamte","1990","16-34 Jahre alt","maennlich","87","0.046343316681003","0.0383944750910198","0.0542921582709863"
"Beamte","1990","16-34 Jahre alt","weiblich","38","0.0228974152490103","0.0171981813329135","0.0285966491651071"
"Beamte","1990","35-65 Jahre alt","maennlich","202","0.083280469450644","0.0741707575426389","0.0923901813586491"
"Beamte","1990","35-65 Jahre alt","weiblich","50","0.0229668720563418","0.0180433851745412","0.0278903589381424"
"Beamte","1990","66 und älter","maennlich","","","",""
"Beamte","1990","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","16-34 Jahre alt","maennlich","512","0.168193827572746","0.153808219881625","0.182579435263866"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","16-34 Jahre alt","weiblich","611","0.215112682489366","0.199195552163224","0.231029812815509"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","35-65 Jahre alt","maennlich","747","0.159512734588502","0.147371862328716","0.171653606848288"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","35-65 Jahre alt","weiblich","992","0.244624397414322","0.230389334738605","0.258859460090039"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1991","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","16-34 Jahre alt","maennlich","1064","0.422436490881615","0.403439154945228","0.441433826818002"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","16-34 Jahre alt","weiblich","692","0.305279761283411","0.287440285410398","0.323119237156425"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","35-65 Jahre alt","maennlich","1590","0.45686767501166","0.440350541403876","0.473384808619443"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","35-65 Jahre alt","weiblich","847","0.237435079287446","0.223344174658049","0.251525983916842"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","1991","16-34 Jahre alt","maennlich","99","0.0418329786746704","0.0341329539391297","0.0495330034102111"
"Selbstständige/ManagerInnen","1991","16-34 Jahre alt","weiblich","51","0.0215889259038253","0.0159589789089855","0.0272188728986651"
"Selbstständige/ManagerInnen","1991","35-65 Jahre alt","maennlich","358","0.114798917418812","0.104228880476248","0.125368954361377"
"Selbstständige/ManagerInnen","1991","35-65 Jahre alt","weiblich","165","0.0508254884878395","0.0435520153915228","0.0580989615841563"
"Selbstständige/ManagerInnen","1991","66 und älter","maennlich","","","",""
"Selbstständige/ManagerInnen","1991","66 und älter","weiblich","","","",""
"In Ausbildung","1991","16-34 Jahre alt","maennlich","614","0.243069575910548","0.226572559794905","0.259566592026192"
"In Ausbildung","1991","16-34 Jahre alt","weiblich","508","0.20256071462791","0.186991936404508","0.218129492851312"
"In Ausbildung","1991","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","1991","35-65 Jahre alt","weiblich","","","",""
"In Ausbildung","1991","66 und älter","maennlich","","","",""
"In Ausbildung","1991","66 und älter","weiblich","","","",""
"In Rente oder Pension","1991","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","1991","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","1991","35-65 Jahre alt","maennlich","349","0.122651777750672","0.111774766829376","0.133528788671968"
"In Rente oder Pension","1991","35-65 Jahre alt","weiblich","443","0.147230961927559","0.135497036899462","0.158964886955657"
"In Rente oder Pension","1991","66 und älter","maennlich","519","0.943046540805435","0.923817500565714","0.962275581045156"
"In Rente oder Pension","1991","66 und älter","weiblich","860","0.945016025526208","0.930334193569512","0.959697857482904"
"Arbeitslose","1991","16-34 Jahre alt","maennlich","108","0.0362383844285386","0.0290508267506274","0.0434259421064498"
"Arbeitslose","1991","16-34 Jahre alt","weiblich","149","0.0498138123768304","0.0413861456082108","0.05824147914545"
"Arbeitslose","1991","35-65 Jahre alt","maennlich","184","0.0467540012627828","0.0397539933923728","0.0537540091331929"
"Arbeitslose","1991","35-65 Jahre alt","weiblich","167","0.0370626813362843","0.0308066999307074","0.0433186627418612"
"Arbeitslose","1991","66 und älter","maennlich","","","",""
"Arbeitslose","1991","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1991","16-34 Jahre alt","maennlich","89","0.035416770223522","0.0283081314403429","0.042525409006701"
"Sonstige Nichterwerbspersonen","1991","16-34 Jahre alt","weiblich","505","0.1820640842101","0.167115505994723","0.197012662425478"
"Sonstige Nichterwerbspersonen","1991","35-65 Jahre alt","maennlich","55","0.0158013747784407","0.0116663753425452","0.0199363742143361"
"Sonstige Nichterwerbspersonen","1991","35-65 Jahre alt","weiblich","814","0.25279067915227","0.238398396119727","0.267182962184812"
"Sonstige Nichterwerbspersonen","1991","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1991","66 und älter","weiblich","50","0.0407060688013668","0.0279784245668098","0.0534337130359238"
"Beamte","1991","16-34 Jahre alt","maennlich","108","0.0520099158611636","0.0434699312293685","0.0605499004929587"
"Beamte","1991","16-34 Jahre alt","weiblich","37","0.0199271504992102","0.0145136287251412","0.0253406722732791"
"Beamte","1991","35-65 Jahre alt","maennlich","206","0.0815237200021546","0.0724504756398955","0.0905969643644137"
"Beamte","1991","35-65 Jahre alt","weiblich","59","0.0250315336381945","0.0198582411115493","0.0302048261648396"
"Beamte","1991","66 und älter","maennlich","","","",""
"Beamte","1991","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","16-34 Jahre alt","maennlich","491","0.16399810219374","0.149469097673281","0.1785271067142"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","16-34 Jahre alt","weiblich","525","0.186388624526137","0.171126694681382","0.201650554370891"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","35-65 Jahre alt","maennlich","681","0.148356985109935","0.136470115079252","0.160243855140617"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","35-65 Jahre alt","weiblich","913","0.232809864542018","0.21874418428624","0.246875544797796"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","16-34 Jahre alt","maennlich","983","0.425313469030174","0.405914310436453","0.444712627623895"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","16-34 Jahre alt","weiblich","634","0.293002345541","0.275164771856518","0.310839919225483"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","35-65 Jahre alt","maennlich","1502","0.434674351605446","0.418096964744961","0.451251738465931"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","35-65 Jahre alt","weiblich","798","0.226953688848335","0.213013138293732","0.240894239402938"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","66 und älter","weiblich","","","",""
