"beruf","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","1995","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","110","0.136020132809336","0.110875089171371","0.161165176447302"
"Sonstige Nichterwerbspersonen","1995","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","236","0.126211971507816","0.110904544456314","0.141519398559318"
"Sonstige Nichterwerbspersonen","1995","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Bayern","Westdeutschland, alte Bundeslaender","228","0.110490245032413","0.0955789084258741","0.125401581638952"
"Sonstige Nichterwerbspersonen","1995","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Sachsen","Ostdeutschland, neue Bundeslaender","39","0.0374864401934255","0.0262765627787414","0.0486963176081096"
"Sonstige Nichterwerbspersonen","1995","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1995","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1995","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1995","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Niedersachsen","Westdeutschland, alte Bundeslaender","52","0.0555011393438221","0.041626109778282","0.0693761689093623"
"Beamte","1995","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1995","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","109","0.0467692014137573","0.0386407165283216","0.0548976862991931"
"Beamte","1995","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Hessen","Westdeutschland, alte Bundeslaender","38","0.0512594529888695","0.0372730151415963","0.0652458908361428"
"Beamte","1995","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1995","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","48","0.0319351383361958","0.0238304651473493","0.0400398115250423"
"Beamte","1995","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Bayern","Westdeutschland, alte Bundeslaender","73","0.0575518604047894","0.0464744648898757","0.068629255919703"
"Beamte","1995","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1995","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1995","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1995","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1995","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1995","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1995","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1995","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1995","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","51","0.192735498940684","0.147021011133897","0.238449986747471"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Niedersachsen","Westdeutschland, alte Bundeslaender","201","0.149886502117213","0.128254238486838","0.171518765747588"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","466","0.13734942241382","0.124012862341299","0.150685982486341"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Hessen","Westdeutschland, alte Bundeslaender","182","0.14106646316811","0.118499835572239","0.163633090763981"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","142","0.167295174375297","0.139546455541806","0.195043893208787"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","410","0.170183783489653","0.152403466662385","0.187964100316921"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Bayern","Westdeutschland, alte Bundeslaender","285","0.13112970652174","0.114926226043448","0.147333187000032"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Berlin","Westdeutschland, alte Bundeslaender","46","0.127852725362073","0.0902536914752638","0.165451759248882"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Brandenburg","Ostdeutschland, neue Bundeslaender","77","0.108925170127417","0.0839968118714345","0.1338535283834"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","56","0.140314302846546","0.106278271307655","0.174350334385438"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Sachsen","Ostdeutschland, neue Bundeslaender","124","0.0971307850795054","0.0797174509404337","0.114544119218577"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","84","0.111162450245268","0.0875194026718176","0.134805497818719"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Thueringen","Ostdeutschland, neue Bundeslaender","90","0.122666432884531","0.0976576473411491","0.147675218427912"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","80","0.253113272360543","0.202722628822703","0.303503915898384"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Hamburg","Westdeutschland, alte Bundeslaender","35","0.283157559227872","0.205108254044786","0.361206864410957"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Niedersachsen","Westdeutschland, alte Bundeslaender","264","0.242701807273312","0.216721025556445","0.268682588990179"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","685","0.273476561060477","0.256206343122583","0.29074677899837"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Hessen","Westdeutschland, alte Bundeslaender","253","0.254616158684012","0.226373345007226","0.282858972360799"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","179","0.242170513307006","0.210321053585028","0.274019973028984"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","440","0.269779486197948","0.248779407343543","0.290779565052353"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Bayern","Westdeutschland, alte Bundeslaender","499","0.271784933346416","0.250428790850599","0.293141075842232"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Berlin","Westdeutschland, alte Bundeslaender","81","0.264717210030825","0.215041387629489","0.314393032432162"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Berlin","Ostdeutschland, neue Bundeslaender","91","0.351436564572554","0.291532970400447","0.411340158744661"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Brandenburg","Ostdeutschland, neue Bundeslaender","194","0.297948467253517","0.261352979529861","0.334543954977173"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","120","0.274528733868837","0.230794441203552","0.318263026534122"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Sachsen","Ostdeutschland, neue Bundeslaender","408","0.31459363705861","0.287288768222034","0.341898505895186"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","238","0.302460625351982","0.267911903060335","0.337009347643629"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Thueringen","Ostdeutschland, neue Bundeslaender","215","0.281023803705138","0.246756796870716","0.315290810539561"
"Selbstständige/ManagerInnen","1996","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Niedersachsen","Westdeutschland, alte Bundeslaender","61","0.0640936673437524","0.0492512033968368","0.078936131290668"
"Selbstständige/ManagerInnen","1996","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","139","0.0591420627052207","0.0500025464771763","0.0682815789332651"
"Selbstständige/ManagerInnen","1996","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Hessen","Westdeutschland, alte Bundeslaender","46","0.0492622196875155","0.035232068286417","0.0632923710886139"
"Selbstständige/ManagerInnen","1996","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","31","0.047865735158358","0.0319942651501174","0.0637372051665987"
"Selbstständige/ManagerInnen","1996","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","84","0.0558646037110908","0.0449984723632314","0.0667307350589502"
"Selbstständige/ManagerInnen","1996","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Bayern","Westdeutschland, alte Bundeslaender","119","0.0809203935253617","0.0678290008713178","0.0940117861794056"
"Selbstständige/ManagerInnen","1996","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Brandenburg","Ostdeutschland, neue Bundeslaender","34","0.0569520555662442","0.0384084554212849","0.0754956557112035"
"Selbstständige/ManagerInnen","1996","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Sachsen","Ostdeutschland, neue Bundeslaender","57","0.0461395069842203","0.0338036317814134","0.0584753821870272"
"Selbstständige/ManagerInnen","1996","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1996","Thueringen","Ostdeutschland, neue Bundeslaender","38","0.052121135045821","0.0351765587520926","0.0690657113395494"
"In Ausbildung","1996","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1996","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1996","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1996","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1996","Niedersachsen","Westdeutschland, alte Bundeslaender","82","0.0549274123936218","0.0411200920197871","0.0687347327674565"
"In Ausbildung","1996","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1996","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1996","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1996","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","245","0.0833732869751936","0.0726624683579913","0.0940841055923958"
"In Ausbildung","1996","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1996","Hessen","Westdeutschland, alte Bundeslaender","61","0.0546492836691509","0.0399138232977777","0.0693847440405241"
"In Ausbildung","1996","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1996","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","41","0.048676123459301","0.0326776745344678","0.0646745723841342"
"In Ausbildung","1996","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1996","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","137","0.0705727435674002","0.058455170360552","0.0826903167742484"
"In Ausbildung","1996","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1996","Bayern","Westdeutschland, alte Bundeslaender","128","0.0665124835988015","0.0545509702089697","0.0784739969886333"
"In Ausbildung","1996","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1996","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1996","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1996","Berlin","Westdeutschland, alte Bundeslaender","33","0.0895297323683103","0.0573825211346078","0.121676943602013"
"In Ausbildung","1996","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1996","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1996","Brandenburg","Ostdeutschland, neue Bundeslaender","66","0.0918427593333484","0.0687340626409259","0.114951456025771"
"In Ausbildung","1996","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1996","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","41","0.073889072011427","0.048253695175681","0.099524448847173"
"In Ausbildung","1996","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1996","Sachsen","Ostdeutschland, neue Bundeslaender","100","0.067562863925473","0.052803934101598","0.0823217937493481"
"In Ausbildung","1996","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1996","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","68","0.0687959217669334","0.049758111884085","0.0878337316497819"
"In Ausbildung","1996","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1996","Thueringen","Ostdeutschland, neue Bundeslaender","59","0.0604379680843097","0.0422717293181432","0.0786042068504762"
"In Rente oder Pension","1996","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","53","0.237256228054846","0.18795437756366","0.286558078546032"
"In Rente oder Pension","1996","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1996","Hamburg","Westdeutschland, alte Bundeslaender","31","0.327174673432859","0.245894595673168","0.408454751192551"
"In Rente oder Pension","1996","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1996","Niedersachsen","Westdeutschland, alte Bundeslaender","182","0.251735837177201","0.225434232569257","0.278037441785145"
"In Rente oder Pension","1996","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1996","Bremen","Westdeutschland, alte Bundeslaender","33","0.447033890982548","0.347055585801127","0.547012196163968"
"In Rente oder Pension","1996","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1996","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","388","0.225498290643285","0.209306466982709","0.241690114303861"
"In Rente oder Pension","1996","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1996","Hessen","Westdeutschland, alte Bundeslaender","183","0.301827182809847","0.272066997155391","0.331587368464303"
"In Rente oder Pension","1996","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1996","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","130","0.257673721879277","0.225158391482642","0.290189052275913"
"In Rente oder Pension","1996","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1996","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","282","0.245072032878364","0.224720876885715","0.265423188871013"
"In Rente oder Pension","1996","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1996","Bayern","Westdeutschland, alte Bundeslaender","252","0.244594585173056","0.223960094330655","0.265229076015458"
"In Rente oder Pension","1996","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1996","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1996","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1996","Berlin","Westdeutschland, alte Bundeslaender","61","0.278289102230959","0.227828026077774","0.328750178384145"
"In Rente oder Pension","1996","Berlin","Ostdeutschland, neue Bundeslaender","44","0.229344619073594","0.176593999740286","0.282095238406902"
"In Rente oder Pension","1996","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1996","Brandenburg","Ostdeutschland, neue Bundeslaender","129","0.287878935934728","0.251650104481441","0.324107767388015"
"In Rente oder Pension","1996","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1996","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","76","0.259624745837534","0.216659521384323","0.302589970290745"
"In Rente oder Pension","1996","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1996","Sachsen","Ostdeutschland, neue Bundeslaender","247","0.319662457927538","0.292240459782829","0.347084456072247"
"In Rente oder Pension","1996","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1996","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","145","0.335818171915085","0.300295240687124","0.371341103143045"
"In Rente oder Pension","1996","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1996","Thueringen","Ostdeutschland, neue Bundeslaender","142","0.30921203107021","0.273979168034194","0.344444894106225"
"Arbeitslose","1996","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1996","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1996","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1996","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1996","Niedersachsen","Westdeutschland, alte Bundeslaender","69","0.0648282253443103","0.0499068103020887","0.079749640386532"
"Arbeitslose","1996","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1996","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1996","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1996","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","148","0.0541684638689762","0.0453985949294436","0.0629383328085089"
"Arbeitslose","1996","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1996","Hessen","Westdeutschland, alte Bundeslaender","44","0.0481399808412354","0.0342623767823864","0.0620175849000845"
"Arbeitslose","1996","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1996","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","40","0.0475497895944878","0.0317281630362813","0.0633714161526943"
"Arbeitslose","1996","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1996","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","97","0.0431830648453867","0.0335656000064714","0.052800529684302"
"Arbeitslose","1996","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1996","Bayern","Westdeutschland, alte Bundeslaender","105","0.0573440764012167","0.0461831261396494","0.0685050266627839"
"Arbeitslose","1996","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1996","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1996","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1996","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1996","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1996","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1996","Brandenburg","Ostdeutschland, neue Bundeslaender","70","0.103878754518867","0.0794658630905614","0.128291645947172"
