"beruf","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Beamte","1992","Laendlicher Raum","männlich","98","0.0535472099978014","0.0441444070385712","0.0629500129570315"
"Beamte","1992","Laendlicher Raum","weiblich","","","",""
"In Ausbildung","1992","Staedtischer Raum","männlich","413","0.0859564539168393","0.0774763476419137","0.0944365601917648"
"In Ausbildung","1992","Staedtischer Raum","weiblich","365","0.0662760712574079","0.0589514556429144","0.0736006868719013"
"In Ausbildung","1992","Laendlicher Raum","männlich","192","0.0785355645947769","0.0672995600083111","0.0897715691812428"
"In Ausbildung","1992","Laendlicher Raum","weiblich","197","0.0668394593354677","0.0567377773578416","0.0769411413130938"
"In Rente oder Pension","1992","Staedtischer Raum","männlich","588","0.194287824141454","0.182317900993455","0.206257747289453"
"In Rente oder Pension","1992","Staedtischer Raum","weiblich","802","0.276171400962011","0.263006898904085","0.289335903019937"
"In Rente oder Pension","1992","Laendlicher Raum","männlich","345","0.217404450111938","0.200176153687624","0.234632746536252"
"In Rente oder Pension","1992","Laendlicher Raum","weiblich","517","0.312548587624885","0.293799556960563","0.331297618289208"
"Selbstständige/ManagerInnen","1992","Staedtischer Raum","männlich","314","0.0852150770956641","0.076768197063499","0.0936619571278292"
"Selbstständige/ManagerInnen","1992","Staedtischer Raum","weiblich","143","0.0319610494132415","0.0267819511929941","0.0371401476334888"
"Selbstständige/ManagerInnen","1992","Laendlicher Raum","männlich","159","0.0774540470692629","0.0662891301621296","0.0886189639763962"
"Selbstständige/ManagerInnen","1992","Laendlicher Raum","weiblich","75","0.0291898713843587","0.0223808878366008","0.0359988549321166"
"Sonstige Nichterwerbspersonen","1992","Staedtischer Raum","männlich","89","0.0206452934435124","0.0163434050020531","0.0249471818849718"
"Sonstige Nichterwerbspersonen","1992","Staedtischer Raum","weiblich","957","0.192795577199245","0.181180087719348","0.204411066679141"
"Sonstige Nichterwerbspersonen","1992","Laendlicher Raum","männlich","33","0.0154904686088442","0.0103324646132485","0.02064847260444"
"Sonstige Nichterwerbspersonen","1992","Laendlicher Raum","weiblich","314","0.153485246246696","0.13890551131696","0.168064981176432"
"Angestellte, einfache Tätigkeiten","1993","Staedtischer Raum","männlich","803","0.135900752308027","0.125517222904816","0.146284281711239"
"Angestellte, einfache Tätigkeiten","1993","Staedtischer Raum","weiblich","956","0.178459251881487","0.16712360146017","0.189794902302804"
"Angestellte, einfache Tätigkeiten","1993","Laendlicher Raum","männlich","356","0.143546175999983","0.128817399682339","0.158274952317627"
"Angestellte, einfache Tätigkeiten","1993","Laendlicher Raum","weiblich","462","0.175388883144201","0.159983482118389","0.190794284170014"
"Angestellte, qualifizierte Tätigkeiten","1993","Staedtischer Raum","männlich","1492","0.360797511175452","0.346246162466971","0.375348859883934"
"Angestellte, qualifizierte Tätigkeiten","1993","Staedtischer Raum","weiblich","873","0.197055334670276","0.1852792949328","0.208831374407753"
"Angestellte, qualifizierte Tätigkeiten","1993","Laendlicher Raum","männlich","796","0.328073144523461","0.308350496839152","0.34779579220777"
"Angestellte, qualifizierte Tätigkeiten","1993","Laendlicher Raum","weiblich","488","0.17234990061563","0.157050434059982","0.187649367171278"
"Arbeitslose","1993","Staedtischer Raum","männlich","234","0.0502970041218734","0.0436745765698671","0.0569194316738798"
"Arbeitslose","1993","Staedtischer Raum","weiblich","242","0.0413606355036189","0.035465638530733","0.0472556324765048"
"Arbeitslose","1993","Laendlicher Raum","männlich","177","0.0741217824229068","0.0631173223979594","0.0851262424478543"
"Arbeitslose","1993","Laendlicher Raum","weiblich","259","0.0826762248040982","0.0715204682646898","0.0938319813435066"
"Beamte","1993","Staedtischer Raum","männlich","214","0.0644425030635034","0.0570024900504663","0.0718825160765405"
"Beamte","1993","Staedtischer Raum","weiblich","81","0.0220932708664727","0.0177417498883943","0.0264447918445512"
"Beamte","1993","Laendlicher Raum","männlich","96","0.054918490010429","0.0453484709306097","0.0644885090902483"
"Beamte","1993","Laendlicher Raum","weiblich","","","",""
"In Ausbildung","1993","Staedtischer Raum","männlich","415","0.0886297985232072","0.0800180855503221","0.0972415114960923"
"In Ausbildung","1993","Staedtischer Raum","weiblich","357","0.0643481197801986","0.0570839257849102","0.071612313775487"
"In Ausbildung","1993","Laendlicher Raum","männlich","191","0.0779485118316165","0.0666869045826374","0.0892101190805956"
"In Ausbildung","1993","Laendlicher Raum","weiblich","192","0.0625420641284248","0.0527334108220228","0.0723507174348267"
"In Rente oder Pension","1993","Staedtischer Raum","männlich","618","0.197246145837596","0.185188911110389","0.209303380564803"
"In Rente oder Pension","1993","Staedtischer Raum","weiblich","804","0.272526088607177","0.259344276743946","0.285707900470408"
"In Rente oder Pension","1993","Laendlicher Raum","männlich","350","0.21842944919087","0.201073092556956","0.235785805824784"
"In Rente oder Pension","1993","Laendlicher Raum","weiblich","536","0.323008263493207","0.30406538888454","0.341951138101873"
"Selbstständige/ManagerInnen","1993","Staedtischer Raum","männlich","321","0.084612604602091","0.0761797958879647","0.0930454133162172"
"Selbstständige/ManagerInnen","1993","Staedtischer Raum","weiblich","146","0.035307733575227","0.0298439728175066","0.0407714943329474"
"Selbstständige/ManagerInnen","1993","Laendlicher Raum","männlich","168","0.083669031939922","0.0720377540821964","0.0953003097976475"
"Selbstständige/ManagerInnen","1993","Laendlicher Raum","weiblich","80","0.0323311359999853","0.025166052597117","0.0394962194028536"
"Sonstige Nichterwerbspersonen","1993","Staedtischer Raum","männlich","87","0.0180736803682493","0.0140370869997979","0.0221102737367008"
"Sonstige Nichterwerbspersonen","1993","Staedtischer Raum","weiblich","924","0.188849565115542","0.177262563889806","0.200436566341278"
"Sonstige Nichterwerbspersonen","1993","Laendlicher Raum","männlich","43","0.0192934140808124","0.0135152088235418","0.025071619338083"
"Sonstige Nichterwerbspersonen","1993","Laendlicher Raum","weiblich","304","0.139729058457747","0.125684490715589","0.153773626199905"
"Angestellte, einfache Tätigkeiten","1994","Staedtischer Raum","männlich","693","0.127828670126192","0.117578146713704","0.138079193538681"
"Angestellte, einfache Tätigkeiten","1994","Staedtischer Raum","weiblich","885","0.166511515347211","0.155462376434743","0.177560654259678"
"Angestellte, einfache Tätigkeiten","1994","Laendlicher Raum","männlich","312","0.1244689126935","0.110459533300699","0.138478292086301"
"Angestellte, einfache Tätigkeiten","1994","Laendlicher Raum","weiblich","402","0.1530677801563","0.138311352663697","0.167824207648903"
"Angestellte, qualifizierte Tätigkeiten","1994","Staedtischer Raum","männlich","1495","0.361819111078614","0.347067187570445","0.376571034586784"
"Angestellte, qualifizierte Tätigkeiten","1994","Staedtischer Raum","weiblich","891","0.199654785823329","0.18779887200615","0.211510699640509"
"Angestellte, qualifizierte Tätigkeiten","1994","Laendlicher Raum","männlich","779","0.328761489005352","0.308825785528595","0.34869719248211"
"Angestellte, qualifizierte Tätigkeiten","1994","Laendlicher Raum","weiblich","508","0.182946453773935","0.167101088100114","0.198791819447756"
"Arbeitslose","1994","Staedtischer Raum","männlich","286","0.0591200844059816","0.051879633301129","0.0663605355108343"
"Arbeitslose","1994","Staedtischer Raum","weiblich","272","0.0481981472848217","0.0418456433868156","0.0545506511828279"
"Arbeitslose","1994","Laendlicher Raum","männlich","201","0.0913707658307196","0.0791429286116083","0.103598603049831"
"Arbeitslose","1994","Laendlicher Raum","weiblich","276","0.095098310490797","0.083075607762536","0.107121013219058"
"Beamte","1994","Staedtischer Raum","männlich","211","0.0636976907675847","0.0562004597259466","0.0711949218092229"
"Beamte","1994","Staedtischer Raum","weiblich","84","0.0223977965325576","0.0180090527371434","0.0267865403279717"
"Beamte","1994","Laendlicher Raum","männlich","104","0.0617405275048822","0.0515264462131295","0.0719546087966349"
"Beamte","1994","Laendlicher Raum","weiblich","30","0.0200343326522791","0.0142917417401373","0.0257769235644209"
"In Ausbildung","1994","Staedtischer Raum","männlich","354","0.0766148623635395","0.0684494343155325","0.0847802904115465"
"In Ausbildung","1994","Staedtischer Raum","weiblich","347","0.0622769976601059","0.0551096641518911","0.0694443311683207"
"In Ausbildung","1994","Laendlicher Raum","männlich","182","0.0765787683602614","0.0652936328139331","0.0878639039065896"
"In Ausbildung","1994","Laendlicher Raum","weiblich","188","0.0567623884685932","0.0472791669699566","0.0662456099672298"
"In Rente oder Pension","1994","Staedtischer Raum","männlich","621","0.205922142840238","0.193508076247388","0.218336209433088"
"In Rente oder Pension","1994","Staedtischer Raum","weiblich","820","0.278384511633073","0.265091237752755","0.29167778551339"
"In Rente oder Pension","1994","Laendlicher Raum","männlich","339","0.214284316680133","0.196871037315902","0.231697596044363"
"In Rente oder Pension","1994","Laendlicher Raum","weiblich","511","0.313840873766302","0.294822114431834","0.33285963310077"
"Selbstständige/ManagerInnen","1994","Staedtischer Raum","männlich","319","0.0839693359157093","0.0754550864932082","0.0924835853382104"
"Selbstständige/ManagerInnen","1994","Staedtischer Raum","weiblich","138","0.0331112903094906","0.0278044894342227","0.0384180911847586"
"Selbstständige/ManagerInnen","1994","Laendlicher Raum","männlich","174","0.0828306421070326","0.0711336836975913","0.094527600516474"
"Selbstständige/ManagerInnen","1994","Laendlicher Raum","weiblich","73","0.0314031990133986","0.024255381279935","0.0385510167468621"
"Sonstige Nichterwerbspersonen","1994","Staedtischer Raum","männlich","97","0.0210281025021405","0.0166234042852596","0.0254328007190213"
"Sonstige Nichterwerbspersonen","1994","Staedtischer Raum","weiblich","930","0.189464955409412","0.177842260457491","0.201087650361332"
"Sonstige Nichterwerbspersonen","1994","Laendlicher Raum","männlich","42","0.0199645778181187","0.014028444922166","0.0259007107140714"
"Sonstige Nichterwerbspersonen","1994","Laendlicher Raum","weiblich","299","0.146846661678395","0.132340230066302","0.161353093290488"
"Angestellte, einfache Tätigkeiten","1995","Staedtischer Raum","männlich","775","0.138470072979307","0.128003191575852","0.148936954382762"
"Angestellte, einfache Tätigkeiten","1995","Staedtischer Raum","weiblich","899","0.154459781440228","0.143912642600035","0.165006920280421"
"Angestellte, einfache Tätigkeiten","1995","Laendlicher Raum","männlich","365","0.143534246311233","0.128949315559928","0.158119177062539"
"Angestellte, einfache Tätigkeiten","1995","Laendlicher Raum","weiblich","440","0.157443603538708","0.142736659205713","0.172150547871703"
"Angestellte, qualifizierte Tätigkeiten","1995","Staedtischer Raum","männlich","1510","0.355164030704752","0.340661517348777","0.369666544060728"
"Angestellte, qualifizierte Tätigkeiten","1995","Staedtischer Raum","weiblich","926","0.200552168052525","0.188866095850902","0.212238240254147"
"Angestellte, qualifizierte Tätigkeiten","1995","Laendlicher Raum","männlich","798","0.320830335126637","0.301412605206997","0.340248065046278"
"Angestellte, qualifizierte Tätigkeiten","1995","Laendlicher Raum","weiblich","536","0.194472174727874","0.17849023616719","0.210454113288557"
"Arbeitslose","1995","Staedtischer Raum","männlich","277","0.060062342888989","0.0528619728211906","0.0672627129567874"
"Arbeitslose","1995","Staedtischer Raum","weiblich","300","0.0535070593063813","0.0469391968190758","0.0600749217936867"
"Arbeitslose","1995","Laendlicher Raum","männlich","178","0.0772090527323141","0.0661056171176773","0.0883124883469508"
"Arbeitslose","1995","Laendlicher Raum","weiblich","240","0.0831617862839756","0.0720119444753807","0.0943116280925705"
"Beamte","1995","Staedtischer Raum","männlich","205","0.0612874694657241","0.054018776719625","0.0685561622118232"
"Beamte","1995","Staedtischer Raum","weiblich","93","0.0250149471628151","0.0204571122170648","0.0295727821085653"
"Beamte","1995","Laendlicher Raum","männlich","97","0.0535177519536486","0.044155576595915","0.0628799273113823"
"Beamte","1995","Laendlicher Raum","weiblich","34","0.0178953113344714","0.0125421668007918","0.023248455868151"
"In Ausbildung","1995","Staedtischer Raum","männlich","381","0.078946907586915","0.0707751767596687","0.0871186384141612"
"In Ausbildung","1995","Staedtischer Raum","weiblich","372","0.0673667976363516","0.0600513954473895","0.0746821998253137"
"In Ausbildung","1995","Laendlicher Raum","männlich","224","0.0891903167660032","0.0773341506227658","0.101046482909241"
"In Ausbildung","1995","Laendlicher Raum","weiblich","185","0.0516371704004347","0.042701463238175","0.0605728775626944"
"In Rente oder Pension","1995","Staedtischer Raum","männlich","636","0.207245349488861","0.194962024148097","0.219528674829624"
"In Rente oder Pension","1995","Staedtischer Raum","weiblich","837","0.283023523640291","0.269876618167","0.296170429113581"
"In Rente oder Pension","1995","Laendlicher Raum","männlich","342","0.214572545381526","0.197495539841282","0.23164955092177"
"In Rente oder Pension","1995","Laendlicher Raum","weiblich","508","0.313684790610128","0.294949130867346","0.33242045035291"
"Selbstständige/ManagerInnen","1995","Staedtischer Raum","männlich","305","0.0767787451047756","0.0687105282823957","0.0848469619271555"
"Selbstständige/ManagerInnen","1995","Staedtischer Raum","weiblich","140","0.033352948186421","0.028112590878984","0.0385933054938579"
"Selbstständige/ManagerInnen","1995","Laendlicher Raum","männlich","179","0.0844348414095037","0.0728690041134665","0.0960006787055409"
"Selbstständige/ManagerInnen","1995","Laendlicher Raum","weiblich","81","0.0310877665059046","0.0240797126878408","0.0380958203239684"
"Sonstige Nichterwerbspersonen","1995","Staedtischer Raum","männlich","94","0.0220450817806767","0.0175954975392607","0.0264946660220926"
"Sonstige Nichterwerbspersonen","1995","Staedtischer Raum","weiblich","943","0.182722774574988","0.171444546857923","0.194001002292052"
"Sonstige Nichterwerbspersonen","1995","Laendlicher Raum","männlich","37","0.0167109103191337","0.0113786386443675","0.0220431819938999"
"Sonstige Nichterwerbspersonen","1995","Laendlicher Raum","weiblich","332","0.150617396598504","0.136174653138202","0.165060140058806"
"Angestellte, einfache Tätigkeiten","1996","Staedtischer Raum","männlich","675","0.125510303046817","0.115344655525564","0.13567595056807"
"Angestellte, einfache Tätigkeiten","1996","Staedtischer Raum","weiblich","857","0.151738844088528","0.141154959333572","0.162322728843485"
"Angestellte, einfache Tätigkeiten","1996","Laendlicher Raum","männlich","317","0.128578724596105","0.114594554238999","0.142562894953212"
"Angestellte, einfache Tätigkeiten","1996","Laendlicher Raum","weiblich","419","0.164116389950483","0.149087060513852","0.179145719387113"
"Angestellte, qualifizierte Tätigkeiten","1996","Staedtischer Raum","männlich","1511","0.360476709618555","0.345743926444561","0.375209492792549"
"Angestellte, qualifizierte Tätigkeiten","1996","Staedtischer Raum","weiblich","935","0.203732813486206","0.191850751120148","0.215614875852264"
"Angestellte, qualifizierte Tätigkeiten","1996","Laendlicher Raum","männlich","813","0.331077561939539","0.311417230911313","0.350737892967766"
"Angestellte, qualifizierte Tätigkeiten","1996","Laendlicher Raum","weiblich","531","0.190389395162176","0.174458132689527","0.206320657634826"
"Arbeitslose","1996","Staedtischer Raum","männlich","280","0.061275418028231","0.0539162241226567","0.0686346119338054"
"Arbeitslose","1996","Staedtischer Raum","weiblich","281","0.0562707432207418","0.0494724958759804","0.0630689905655031"
"Arbeitslose","1996","Laendlicher Raum","männlich","201","0.0831738643467873","0.0716373395960934","0.0947103890974812"
"Arbeitslose","1996","Laendlicher Raum","weiblich","232","0.0744134855214633","0.0637640876125762","0.0850628834303505"
"Beamte","1996","Staedtischer Raum","männlich","191","0.0582681078190115","0.0510802892527425","0.0654559263852806"
"Beamte","1996","Staedtischer Raum","weiblich","90","0.0232395160772848","0.0187948462235912","0.0276841859309784"
"Beamte","1996","Laendlicher Raum","männlich","95","0.0513949169580603","0.0421704585331535","0.0606193753829671"
"Beamte","1996","Laendlicher Raum","weiblich","37","0.0175998087509524","0.0122641393217606","0.0229354781801442"
"In Ausbildung","1996","Staedtischer Raum","männlich","369","0.0761567206280202","0.068017716312917","0.0842957249431233"
"In Ausbildung","1996","Staedtischer Raum","weiblich","355","0.0661665644228094","0.0588334927619115","0.0734996360837073"
"In Ausbildung","1996","Laendlicher Raum","männlich","201","0.0767818261425031","0.06565888956793","0.0879047627170761"
"In Ausbildung","1996","Laendlicher Raum","weiblich","193","0.0560042478313334","0.0466741493888583","0.0653343462738084"
"In Rente oder Pension","1996","Staedtischer Raum","männlich","644","0.213560987852715","0.200985886487081","0.226136089218349"
"In Rente oder Pension","1996","Staedtischer Raum","weiblich","838","0.284960788225676","0.271644309254536","0.298277267196816"
"In Rente oder Pension","1996","Laendlicher Raum","männlich","347","0.224848141507955","0.207406951348692","0.242289331667217"
"In Rente oder Pension","1996","Laendlicher Raum","weiblich","512","0.317837989667381","0.29894340329333","0.336732576041432"
"Selbstständige/ManagerInnen","1996","Staedtischer Raum","männlich","319","0.0836615877190368","0.0751656952542857","0.0921574801837879"
"Selbstständige/ManagerInnen","1996","Staedtischer Raum","weiblich","144","0.0354968697239305","0.0300383010855383","0.0409554383623227"
"Selbstständige/ManagerInnen","1996","Laendlicher Raum","männlich","175","0.0844788284151467","0.0728604315593605","0.0960972252709329"
"Selbstständige/ManagerInnen","1996","Laendlicher Raum","weiblich","84","0.0334303395073408","0.0261361390432601","0.0407245399714215"
"Sonstige Nichterwerbspersonen","1996","Staedtischer Raum","männlich","91","0.021090165287613","0.0166812744395372","0.0254990561356888"
"Sonstige Nichterwerbspersonen","1996","Staedtischer Raum","weiblich","914","0.178393860754823","0.167099706455169","0.189688015054477"
"Sonstige Nichterwerbspersonen","1996","Laendlicher Raum","männlich","52","0.0196661360939033","0.0138653801690817","0.025466892018725"
"Sonstige Nichterwerbspersonen","1996","Laendlicher Raum","weiblich","325","0.14620834360887","0.131871526228131","0.160545160989608"
"Angestellte, einfache Tätigkeiten","1997","Staedtischer Raum","männlich","666","0.127874361752505","0.117574148882781","0.138174574622229"
"Angestellte, einfache Tätigkeiten","1997","Staedtischer Raum","weiblich","772","0.140616883505155","0.130238693948506","0.150995073061804"
"Angestellte, einfache Tätigkeiten","1997","Laendlicher Raum","männlich","311","0.132261196075245","0.117984406331661","0.146537985818829"
"Angestellte, einfache Tätigkeiten","1997","Laendlicher Raum","weiblich","411","0.158731861763499","0.14378786141655","0.173675862110448"
"Angestellte, qualifizierte Tätigkeiten","1997","Staedtischer Raum","männlich","1398","0.336466492621868","0.321892878246856","0.351040106996879"
"Angestellte, qualifizierte Tätigkeiten","1997","Staedtischer Raum","weiblich","928","0.21041443615522","0.198245662250911","0.22258321005953"
"Angestellte, qualifizierte Tätigkeiten","1997","Laendlicher Raum","männlich","786","0.317626119878329","0.298006565759101","0.337245673997558"
"Angestellte, qualifizierte Tätigkeiten","1997","Laendlicher Raum","weiblich","501","0.179791301121667","0.164087162629425","0.195495439613909"
"Arbeitslose","1997","Staedtischer Raum","männlich","334","0.0731907279928861","0.0651575358997336","0.0812239200860385"
"Arbeitslose","1997","Staedtischer Raum","weiblich","277","0.0536768557412102","0.0469482865790831","0.0604054249033372"
"Arbeitslose","1997","Laendlicher Raum","männlich","191","0.0886813672250728","0.0767009719734733","0.100661762476672"
"Arbeitslose","1997","Laendlicher Raum","weiblich","236","0.0827365021240946","0.0714706712514587","0.0940023329967304"
"Beamte","1997","Staedtischer Raum","männlich","189","0.0579764649640002","0.0507683504773961","0.0651845794506042"
"Beamte","1997","Staedtischer Raum","weiblich","97","0.0242129870026088","0.0196240599162336","0.028801914088984"
"Beamte","1997","Laendlicher Raum","männlich","102","0.055943775032508","0.0462588860712623","0.0656286639937537"
"Beamte","1997","Laendlicher Raum","weiblich","42","0.0181101661064046","0.0126568560355024","0.0235634761773067"
"In Ausbildung","1997","Staedtischer Raum","männlich","376","0.0765391521435517","0.0683391115770193","0.0847391927100841"
"In Ausbildung","1997","Staedtischer Raum","weiblich","364","0.0690533261256081","0.0614838790049848","0.0766227732462315"
"In Ausbildung","1997","Laendlicher Raum","männlich","207","0.0759794823326153","0.064813194876203","0.0871457697890275"
"In Ausbildung","1997","Laendlicher Raum","weiblich","187","0.0608280886639645","0.051053640985922","0.070602536342007"
"In Rente oder Pension","1997","Staedtischer Raum","männlich","663","0.22098670455507","0.208189342956225","0.233784066153915"
"In Rente oder Pension","1997","Staedtischer Raum","weiblich","865","0.294098577821189","0.280495789290219","0.307701366352159"
"In Rente oder Pension","1997","Laendlicher Raum","männlich","356","0.233217057825558","0.215395887996285","0.251038227654831"
"In Rente oder Pension","1997","Laendlicher Raum","weiblich","503","0.314172418421801","0.295189669895909","0.333155166947693"
"Selbstständige/ManagerInnen","1997","Staedtischer Raum","männlich","326","0.0863405176395672","0.077677594909261","0.0950034403698735"
"Selbstständige/ManagerInnen","1997","Staedtischer Raum","weiblich","144","0.0334262726353945","0.0280600223491961","0.038792522921593"
"Selbstständige/ManagerInnen","1997","Laendlicher Raum","männlich","166","0.0797585765546077","0.06834138157553","0.0911757715336855"
"Selbstständige/ManagerInnen","1997","Laendlicher Raum","weiblich","82","0.0329267000813657","0.0256292456150465","0.0402241545476849"
"Sonstige Nichterwerbspersonen","1997","Staedtischer Raum","männlich","86","0.0206255783305525","0.016241862640807","0.0250092940202979"
"Sonstige Nichterwerbspersonen","1997","Staedtischer Raum","weiblich","863","0.174500661013614","0.163169710076292","0.185831611950936"
"Sonstige Nichterwerbspersonen","1997","Laendlicher Raum","männlich","44","0.016532425076064","0.0111587904252544","0.0219060597268737"
"Sonstige Nichterwerbspersonen","1997","Laendlicher Raum","weiblich","335","0.152702961717204","0.137993080432457","0.167412843001951"
"Angestellte, einfache Tätigkeiten","1998","Staedtischer Raum","männlich","720","0.133353874370199","0.123372296049929","0.143335452690468"
"Angestellte, einfache Tätigkeiten","1998","Staedtischer Raum","weiblich","841","0.147049964161688","0.137024757510592","0.157075170812785"
"Angestellte, einfache Tätigkeiten","1998","Laendlicher Raum","männlich","343","0.132990925916137","0.119478742897156","0.146503108935118"
"Angestellte, einfache Tätigkeiten","1998","Laendlicher Raum","weiblich","455","0.156005121745178","0.141915877007168","0.170094366483188"
"Angestellte, qualifizierte Tätigkeiten","1998","Staedtischer Raum","männlich","1541","0.340429983878107","0.326517013697785","0.354342954058429"
"Angestellte, qualifizierte Tätigkeiten","1998","Staedtischer Raum","weiblich","1025","0.204044867857494","0.192636954665889","0.215452781049099"
"Angestellte, qualifizierte Tätigkeiten","1998","Laendlicher Raum","männlich","837","0.307745328484348","0.289378618225287","0.326112038743408"
"Angestellte, qualifizierte Tätigkeiten","1998","Laendlicher Raum","weiblich","541","0.17930102407375","0.164406325801764","0.194195722345736"
"Arbeitslose","1998","Staedtischer Raum","männlich","323","0.0650976884103179","0.0578543062299115","0.0723410705907243"
"Arbeitslose","1998","Staedtischer Raum","weiblich","267","0.0486377665155915","0.0425485861054682","0.0547269469257148"
"Arbeitslose","1998","Laendlicher Raum","männlich","239","0.0890277690771829","0.0776954705304093","0.100360067623956"
"Arbeitslose","1998","Laendlicher Raum","weiblich","264","0.0852799818609036","0.074435319864511","0.0961246438572961"
"Beamte","1998","Staedtischer Raum","männlich","210","0.0520542670640773","0.045532047634176","0.0585764864939786"
"Beamte","1998","Staedtischer Raum","weiblich","111","0.0259221420803541","0.0214240187876344","0.0304202653730739"
"Beamte","1998","Laendlicher Raum","männlich","113","0.0534683911993041","0.0445164172034867","0.0624203651951214"
"Beamte","1998","Laendlicher Raum","weiblich","47","0.0177764392296224","0.0126457472910911","0.0229071311681538"
"In Ausbildung","1998","Staedtischer Raum","männlich","408","0.0808280576339698","0.0728250183127557","0.0888310969551839"
"In Ausbildung","1998","Staedtischer Raum","weiblich","406","0.0718003584973084","0.0644926186089873","0.0791080983856296"
"In Ausbildung","1998","Laendlicher Raum","männlich","235","0.0803451348449326","0.069528431449598","0.0911618382402672"
"In Ausbildung","1998","Laendlicher Raum","weiblich","213","0.0671269738075896","0.0574105112485514","0.0768434363666278"
"In Rente oder Pension","1998","Staedtischer Raum","männlich","795","0.22345887376408","0.211228026767033","0.235689720761127"
"In Rente oder Pension","1998","Staedtischer Raum","weiblich","997","0.289586834304852","0.276747456347457","0.302426212262246"
"In Rente oder Pension","1998","Laendlicher Raum","männlich","434","0.239886564545425","0.222894550448381","0.25687857864247"
"In Rente oder Pension","1998","Laendlicher Raum","weiblich","565","0.309921736563972","0.291965158762168","0.327878314365777"
"Selbstständige/ManagerInnen","1998","Staedtischer Raum","männlich","379","0.0891637632667824","0.0807963764761344","0.0975311500574303"
"Selbstständige/ManagerInnen","1998","Staedtischer Raum","weiblich","167","0.0344076269960386","0.0292479400758811","0.0395673139161962"
"Selbstständige/ManagerInnen","1998","Laendlicher Raum","männlich","179","0.0787463925085364","0.0680285436814767","0.0894642413355961"
"Selbstständige/ManagerInnen","1998","Laendlicher Raum","weiblich","97","0.0327948990649774","0.0258796023741919","0.039710195755763"
"Sonstige Nichterwerbspersonen","1998","Staedtischer Raum","männlich","80","0.0156134916124673","0.0119734332787734","0.0192535499461612"
"Sonstige Nichterwerbspersonen","1998","Staedtischer Raum","weiblich","980","0.178550439586674","0.167709423501","0.189391455672348"
"Sonstige Nichterwerbspersonen","1998","Laendlicher Raum","männlich","46","0.0177894934241335","0.0125294809864246","0.0230495058618425"
"Sonstige Nichterwerbspersonen","1998","Laendlicher Raum","weiblich","366","0.151793823654007","0.1378614169072","0.165726230400813"
"Angestellte, einfache Tätigkeiten","1999","Staedtischer Raum","männlich","657","0.130672051733906","0.120568752691701","0.140775350776111"
"Angestellte, einfache Tätigkeiten","1999","Staedtischer Raum","weiblich","861","0.163837485607321","0.153126345377921","0.17454862583672"
"Angestellte, einfache Tätigkeiten","1999","Laendlicher Raum","männlich","305","0.124748622803684","0.111334532194957","0.138162713412411"
"Angestellte, einfache Tätigkeiten","1999","Laendlicher Raum","weiblich","464","0.161980496419268","0.147468365195273","0.176492627643262"
"Angestellte, qualifizierte Tätigkeiten","1999","Staedtischer Raum","männlich","1555","0.346175795510365","0.331914503319549","0.360437087701182"
"Angestellte, qualifizierte Tätigkeiten","1999","Staedtischer Raum","weiblich","1014","0.208384612176003","0.196630937719955","0.220138286632052"
"Angestellte, qualifizierte Tätigkeiten","1999","Laendlicher Raum","männlich","861","0.335805189894451","0.316633146862418","0.354977232926484"
"Angestellte, qualifizierte Tätigkeiten","1999","Laendlicher Raum","weiblich","548","0.18522956991859","0.169927662868869","0.200531476968311"
"Arbeitslose","1999","Staedtischer Raum","männlich","281","0.0597963333459429","0.0526886466029504","0.0669040200889354"
"Arbeitslose","1999","Staedtischer Raum","weiblich","227","0.0425982280922124","0.0367540074789741","0.0484424487054507"
"Arbeitslose","1999","Laendlicher Raum","männlich","182","0.0701991240696946","0.0598277147075619","0.0805705334318274"
"Arbeitslose","1999","Laendlicher Raum","weiblich","196","0.0647378689862729","0.0550457520445567","0.0744299859279891"
"Beamte","1999","Staedtischer Raum","männlich","198","0.0502663474506012","0.0437166745789289","0.0568160203222736"
"Beamte","1999","Staedtischer Raum","weiblich","110","0.0256790209977517","0.021101567098698","0.0302564748968053"
"Beamte","1999","Laendlicher Raum","männlich","100","0.047629649597976","0.0389835829160519","0.0562757162799001"
"Beamte","1999","Laendlicher Raum","weiblich","45","0.0176510300222982","0.0124643352090911","0.0228377248355052"
"In Ausbildung","1999","Staedtischer Raum","männlich","378","0.0798284826296873","0.0717040440135714","0.0879529212458032"
"In Ausbildung","1999","Staedtischer Raum","weiblich","381","0.0677419456552755","0.0604694976302408","0.0750143936803102"
"In Ausbildung","1999","Laendlicher Raum","männlich","214","0.0740264823076226","0.0633980357379189","0.0846549288773264"
"In Ausbildung","1999","Laendlicher Raum","weiblich","215","0.073020566617457","0.0627727718431424","0.0832683613917717"
"In Rente oder Pension","1999","Staedtischer Raum","männlich","774","0.229142115088151","0.216543591606516","0.241740638569786"
"In Rente oder Pension","1999","Staedtischer Raum","weiblich","958","0.291846132343164","0.278690112865285","0.305002151821043"
"In Rente oder Pension","1999","Laendlicher Raum","männlich","432","0.245142626773621","0.227679628033108","0.262605625514134"
"In Rente oder Pension","1999","Laendlicher Raum","weiblich","564","0.310552615132452","0.292326633405136","0.328778596859767"
"Selbstständige/ManagerInnen","1999","Staedtischer Raum","männlich","365","0.0902578377458976","0.0816680653702903","0.098847610121505"
