"beruf","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","1986","Staedtischer Raum","West","1317","0.140485295741194","0.133013208437546","0.147957383044843"
"Sonstige Nichterwerbspersonen","1986","Staedtischer Raum","Ost","","","",""
"Sonstige Nichterwerbspersonen","1986","Laendlicher Raum","West","354","0.142004552751915","0.127604106937912","0.156404998565919"
"Sonstige Nichterwerbspersonen","1986","Laendlicher Raum","Ost","","","",""
"Beamte","1986","Staedtischer Raum","West","325","0.0445350429809962","0.0400993838264071","0.0489707021355854"
"Beamte","1986","Staedtischer Raum","Ost","","","",""
"Beamte","1986","Laendlicher Raum","West","122","0.0526926635018294","0.0434753822882665","0.0619099447153923"
"Beamte","1986","Laendlicher Raum","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1987","Staedtischer Raum","West","1808","0.154849424200558","0.147022264807153","0.162676583593962"
"Angestellte, einfache Tätigkeiten","1987","Staedtischer Raum","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1987","Laendlicher Raum","West","474","0.169534032294031","0.15393958218364","0.185128482404421"
"Angestellte, einfache Tätigkeiten","1987","Laendlicher Raum","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","Staedtischer Raum","West","2019","0.260380561489014","0.250885653235584","0.269875469742444"
"Angestellte, qualifizierte Tätigkeiten","1987","Staedtischer Raum","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","Laendlicher Raum","West","474","0.206258892894784","0.189442746595904","0.223075039193665"
"Angestellte, qualifizierte Tätigkeiten","1987","Laendlicher Raum","Ost","","","",""
"Selbstständige/ManagerInnen","1987","Staedtischer Raum","West","415","0.0519728169542507","0.0471701678383517","0.0567754660701497"
"Selbstständige/ManagerInnen","1987","Staedtischer Raum","Ost","","","",""
"Selbstständige/ManagerInnen","1987","Laendlicher Raum","West","163","0.0758835371972435","0.0648778329884409","0.0868892414060462"
"Selbstständige/ManagerInnen","1987","Laendlicher Raum","Ost","","","",""
"In Ausbildung","1987","Staedtischer Raum","West","866","0.0856189836580904","0.0795651432296577","0.091672824086523"
"In Ausbildung","1987","Staedtischer Raum","Ost","","","",""
"In Ausbildung","1987","Laendlicher Raum","West","217","0.0807274067806783","0.0694056621024569","0.0920491514588997"
"In Ausbildung","1987","Laendlicher Raum","Ost","","","",""
"In Rente oder Pension","1987","Staedtischer Raum","West","1128","0.226606874036314","0.217549151174472","0.235664596898155"
"In Rente oder Pension","1987","Staedtischer Raum","Ost","","","",""
"In Rente oder Pension","1987","Laendlicher Raum","West","359","0.241471326995522","0.223684458875955","0.259258195115088"
"In Rente oder Pension","1987","Laendlicher Raum","Ost","","","",""
"Arbeitslose","1987","Staedtischer Raum","West","366","0.0361041323642459","0.0320679028827582","0.0401403618457336"
"Arbeitslose","1987","Staedtischer Raum","Ost","","","",""
"Arbeitslose","1987","Laendlicher Raum","West","105","0.0398525979728096","0.031722833306279","0.0479823626393403"
"Arbeitslose","1987","Laendlicher Raum","Ost","","","",""
"Sonstige Nichterwerbspersonen","1987","Staedtischer Raum","West","1278","0.139438442200476","0.131943564220978","0.146933320179974"
"Sonstige Nichterwerbspersonen","1987","Staedtischer Raum","Ost","","","",""
"Sonstige Nichterwerbspersonen","1987","Laendlicher Raum","West","315","0.132465186358531","0.11837635298379","0.146554019733271"
"Sonstige Nichterwerbspersonen","1987","Laendlicher Raum","Ost","","","",""
"Beamte","1987","Staedtischer Raum","West","326","0.0450287650970521","0.0405421119329485","0.0495154182611556"
"Beamte","1987","Staedtischer Raum","Ost","","","",""
"Beamte","1987","Laendlicher Raum","West","117","0.0538070195064013","0.0444294556845419","0.0631845833282607"
"Beamte","1987","Laendlicher Raum","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1988","Staedtischer Raum","West","1686","0.148480939512117","0.140624089623437","0.156337789400796"
"Angestellte, einfache Tätigkeiten","1988","Staedtischer Raum","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1988","Laendlicher Raum","West","406","0.148950392571657","0.1336642643683","0.164236520775015"
"Angestellte, einfache Tätigkeiten","1988","Laendlicher Raum","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","Staedtischer Raum","West","1997","0.273153690568924","0.263308123238111","0.282999257899737"
"Angestellte, qualifizierte Tätigkeiten","1988","Staedtischer Raum","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","Laendlicher Raum","West","468","0.215668790649871","0.198010745073379","0.233326836226364"
"Angestellte, qualifizierte Tätigkeiten","1988","Laendlicher Raum","Ost","","","",""
"Selbstständige/ManagerInnen","1988","Staedtischer Raum","West","392","0.0514500536693698","0.0465687150773165","0.056331392261423"
"Selbstständige/ManagerInnen","1988","Staedtischer Raum","Ost","","","",""
"Selbstständige/ManagerInnen","1988","Laendlicher Raum","West","156","0.0780534044225735","0.0665361743829674","0.0895706344621796"
"Selbstständige/ManagerInnen","1988","Laendlicher Raum","Ost","","","",""
"In Ausbildung","1988","Staedtischer Raum","West","805","0.0850687440946711","0.0789042824023242","0.0912332057870179"
"In Ausbildung","1988","Staedtischer Raum","Ost","","","",""
"In Ausbildung","1988","Laendlicher Raum","West","188","0.0753506124249603","0.0640179704102004","0.0866832544397202"
"In Ausbildung","1988","Laendlicher Raum","Ost","","","",""
"In Rente oder Pension","1988","Staedtischer Raum","West","1105","0.227213577898547","0.217954605336741","0.236472550460353"
"In Rente oder Pension","1988","Staedtischer Raum","Ost","","","",""
"In Rente oder Pension","1988","Laendlicher Raum","West","346","0.247071479675528","0.2285537638165","0.265589195534556"
"In Rente oder Pension","1988","Laendlicher Raum","Ost","","","",""
"Arbeitslose","1988","Staedtischer Raum","West","344","0.0348574167321972","0.0308045786478108","0.0389102548165835"
"Arbeitslose","1988","Staedtischer Raum","Ost","","","",""
"Arbeitslose","1988","Laendlicher Raum","West","113","0.0497691176942801","0.0404324097327474","0.0591058256558128"
"Arbeitslose","1988","Laendlicher Raum","Ost","","","",""
"Sonstige Nichterwerbspersonen","1988","Staedtischer Raum","West","1234","0.133960791708082","0.126434630000941","0.141486953415224"
"Sonstige Nichterwerbspersonen","1988","Staedtischer Raum","Ost","","","",""
"Sonstige Nichterwerbspersonen","1988","Laendlicher Raum","West","302","0.134267970906474","0.119630124386357","0.148905817426591"
"Sonstige Nichterwerbspersonen","1988","Laendlicher Raum","Ost","","","",""
"Beamte","1988","Staedtischer Raum","West","305","0.045814785816092","0.0411948590959506","0.0504347125362334"
"Beamte","1988","Staedtischer Raum","Ost","","","",""
"Beamte","1988","Laendlicher Raum","West","105","0.0508682316546556","0.0414344502477435","0.0603020130615677"
"Beamte","1988","Laendlicher Raum","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1989","Staedtischer Raum","West","1759","0.158113605055492","0.149945304506083","0.166281905604901"
"Angestellte, einfache Tätigkeiten","1989","Staedtischer Raum","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1989","Laendlicher Raum","West","407","0.154041320312006","0.138132860362287","0.169949780261725"
"Angestellte, einfache Tätigkeiten","1989","Laendlicher Raum","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","Staedtischer Raum","West","1928","0.272659861612279","0.2626897567665","0.282629966458058"
"Angestellte, qualifizierte Tätigkeiten","1989","Staedtischer Raum","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","Laendlicher Raum","West","455","0.224225941695164","0.205845941904493","0.242605941485836"
"Angestellte, qualifizierte Tätigkeiten","1989","Laendlicher Raum","Ost","","","",""
"Selbstständige/ManagerInnen","1989","Staedtischer Raum","West","384","0.0517800107687959","0.0468191622675593","0.0567408592700325"
"Selbstständige/ManagerInnen","1989","Staedtischer Raum","Ost","","","",""
"Selbstständige/ManagerInnen","1989","Laendlicher Raum","West","139","0.069485515114658","0.0582796947275853","0.0806913355017306"
"Selbstständige/ManagerInnen","1989","Laendlicher Raum","Ost","","","",""
"In Ausbildung","1989","Staedtischer Raum","West","750","0.0859683867603444","0.0796925687686251","0.0922442047520638"
"In Ausbildung","1989","Staedtischer Raum","Ost","","","",""
"In Ausbildung","1989","Laendlicher Raum","West","176","0.0760403633172445","0.064359268781501","0.087721457852988"
"In Ausbildung","1989","Laendlicher Raum","Ost","","","",""
"In Rente oder Pension","1989","Staedtischer Raum","West","1105","0.229942643867988","0.220521760217618","0.239363527518358"
"In Rente oder Pension","1989","Staedtischer Raum","Ost","","","",""
"In Rente oder Pension","1989","Laendlicher Raum","West","333","0.250664193085846","0.231564809967717","0.269763576203975"
"In Rente oder Pension","1989","Laendlicher Raum","Ost","","","",""
"Arbeitslose","1989","Staedtischer Raum","West","245","0.0263636511171807","0.0227767326053329","0.0299505696290285"
"Arbeitslose","1989","Staedtischer Raum","Ost","","","",""
"Arbeitslose","1989","Laendlicher Raum","West","79","0.0376136307041988","0.0292290315072896","0.045998229901108"
"Arbeitslose","1989","Laendlicher Raum","Ost","","","",""
"Sonstige Nichterwerbspersonen","1989","Staedtischer Raum","West","1211","0.132007754525945","0.124429346443679","0.139586162608211"
"Sonstige Nichterwerbspersonen","1989","Staedtischer Raum","Ost","","","",""
"Sonstige Nichterwerbspersonen","1989","Laendlicher Raum","West","287","0.134053834258179","0.119039018262487","0.14906865025387"
"Sonstige Nichterwerbspersonen","1989","Laendlicher Raum","Ost","","","",""
"Beamte","1989","Staedtischer Raum","West","282","0.0431640862919749","0.038614201993618","0.0477139705903317"
"Beamte","1989","Staedtischer Raum","Ost","","","",""
"Beamte","1989","Laendlicher Raum","West","102","0.0538752015127038","0.0439256474985828","0.0638247555268247"
"Beamte","1989","Laendlicher Raum","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1990","Staedtischer Raum","West","1584","0.147811758318417","0.139761732453314","0.15586178418352"
"Angestellte, einfache Tätigkeiten","1990","Staedtischer Raum","Ost","221","0.145322877279564","0.127208061516974","0.163437693042155"
"Angestellte, einfache Tätigkeiten","1990","Laendlicher Raum","West","433","0.172823651158688","0.156131764732997","0.189515537584378"
"Angestellte, einfache Tätigkeiten","1990","Laendlicher Raum","Ost","460","0.150294417635599","0.137192868815166","0.163395966456032"
"Angestellte, qualifizierte Tätigkeiten","1990","Staedtischer Raum","West","1988","0.285935569983962","0.275686656961764","0.296184483006159"
"Angestellte, qualifizierte Tätigkeiten","1990","Staedtischer Raum","Ost","820","0.514711460202202","0.48902242318667","0.540400497217734"
"Angestellte, qualifizierte Tätigkeiten","1990","Laendlicher Raum","West","480","0.236000721643102","0.217254751605614","0.254746691680591"
"Angestellte, qualifizierte Tätigkeiten","1990","Laendlicher Raum","Ost","1519","0.487669614390299","0.469344154428406","0.505995074352192"
"Selbstständige/ManagerInnen","1990","Staedtischer Raum","West","391","0.0548023178066944","0.0496401062017187","0.05996452941167"
"Selbstständige/ManagerInnen","1990","Staedtischer Raum","Ost","60","0.0383897302961758","0.0285139148681393","0.0482655457242123"
"Selbstständige/ManagerInnen","1990","Laendlicher Raum","West","121","0.0626284213598745","0.0519318054396718","0.0733250372800772"
"Selbstständige/ManagerInnen","1990","Laendlicher Raum","Ost","120","0.0407015709055627","0.0334572207934731","0.0479459210176523"
"In Ausbildung","1990","Staedtischer Raum","West","704","0.0836115916458228","0.0773332050481157","0.0898899782435298"
"In Ausbildung","1990","Staedtischer Raum","Ost","79","0.051914234712745","0.0405108722478215","0.0633175971776685"
"In Ausbildung","1990","Laendlicher Raum","West","163","0.0732573774515588","0.0617544062836676","0.0847603486194501"
"In Ausbildung","1990","Laendlicher Raum","Ost","184","0.0547666884757097","0.0464251774370761","0.0631081995143433"
"In Rente oder Pension","1990","Staedtischer Raum","West","1136","0.226291445097489","0.216800755213094","0.235782134981884"
"In Rente oder Pension","1990","Staedtischer Raum","Ost","199","0.201065624878134","0.18046452747326","0.221666722283009"
"In Rente oder Pension","1990","Laendlicher Raum","West","340","0.244038508922687","0.225076524007128","0.263000493838245"
"In Rente oder Pension","1990","Laendlicher Raum","Ost","424","0.215209842398517","0.200142910774411","0.230276774022623"
"Arbeitslose","1990","Staedtischer Raum","West","247","0.0259816882454874","0.0223734744725276","0.0295899020184472"
"Arbeitslose","1990","Staedtischer Raum","Ost","","","",""
"Arbeitslose","1990","Laendlicher Raum","West","69","0.0337781783314607","0.0258026160319169","0.0417537406310046"
"Arbeitslose","1990","Laendlicher Raum","Ost","","","",""
"Sonstige Nichterwerbspersonen","1990","Staedtischer Raum","West","1136","0.12999110934761","0.122363407907843","0.137618810787378"
"Sonstige Nichterwerbspersonen","1990","Staedtischer Raum","Ost","75","0.0485960726311785","0.0375438673216615","0.0596482779406955"
"Sonstige Nichterwerbspersonen","1990","Laendlicher Raum","West","269","0.125355116122107","0.110736990466272","0.139973241777941"
"Sonstige Nichterwerbspersonen","1990","Laendlicher Raum","Ost","151","0.051357866194312","0.0432655718816144","0.0594501605070096"
"Beamte","1990","Staedtischer Raum","West","281","0.0455745195545171","0.0408440192204078","0.0503050198886265"
"Beamte","1990","Staedtischer Raum","Ost","","","",""
"Beamte","1990","Laendlicher Raum","West","96","0.0521180250105222","0.0423056104953071","0.0619304395257374"
"Beamte","1990","Laendlicher Raum","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1991","Staedtischer Raum","West","1695","0.163591963639855","0.155165714467304","0.172018212812406"
"Angestellte, einfache Tätigkeiten","1991","Staedtischer Raum","Ost","207","0.148017094877787","0.128881606651124","0.16715258310445"
"Angestellte, einfache Tätigkeiten","1991","Laendlicher Raum","West","446","0.175842374357938","0.159224719390725","0.19246002932515"
"Angestellte, einfache Tätigkeiten","1991","Laendlicher Raum","Ost","495","0.161358511314417","0.147546753681642","0.175170268947192"
"Angestellte, qualifizierte Tätigkeiten","1991","Staedtischer Raum","West","1936","0.277474557829905","0.267274975860257","0.287674139799553"
"Angestellte, qualifizierte Tätigkeiten","1991","Staedtischer Raum","Ost","630","0.436566525927074","0.409841710902093","0.463291340952055"
"Angestellte, qualifizierte Tätigkeiten","1991","Laendlicher Raum","West","476","0.232967435407268","0.214514845171351","0.251420025643186"
"Angestellte, qualifizierte Tätigkeiten","1991","Laendlicher Raum","Ost","1102","0.369275907347535","0.351155830507872","0.387395984187197"
"Selbstständige/ManagerInnen","1991","Staedtischer Raum","West","387","0.0557584270341185","0.0505315650584803","0.0609852890097567"
"Selbstständige/ManagerInnen","1991","Staedtischer Raum","Ost","53","0.0380134965029438","0.0277091235863187","0.0483178694195689"
"Selbstständige/ManagerInnen","1991","Laendlicher Raum","West","130","0.0643356681294457","0.0536256853635634","0.0750456508953281"
"Selbstständige/ManagerInnen","1991","Laendlicher Raum","Ost","122","0.0417419712795173","0.0342327906963478","0.0492511518626868"
"In Ausbildung","1991","Staedtischer Raum","West","688","0.0774681863941072","0.0713784767421066","0.0835578960461079"
"In Ausbildung","1991","Staedtischer Raum","Ost","79","0.0546290056728717","0.0423833807399686","0.0668746306057749"
"In Ausbildung","1991","Laendlicher Raum","West","195","0.0836573530324361","0.0715713183455208","0.0957433877193513"
"In Ausbildung","1991","Laendlicher Raum","Ost","168","0.0462029041355776","0.0383210667069362","0.054084741564219"
"In Rente oder Pension","1991","Staedtischer Raum","West","1146","0.235488516800328","0.225823088800291","0.245153944800366"
"In Rente oder Pension","1991","Staedtischer Raum","Ost","188","0.197718901348167","0.176257625164438","0.219180177531897"
"In Rente oder Pension","1991","Laendlicher Raum","West","341","0.244813445165887","0.226044166401432","0.263582723930343"
"In Rente oder Pension","1991","Laendlicher Raum","Ost","452","0.238369965774895","0.222372078377314","0.254367853172476"
"Arbeitslose","1991","Staedtischer Raum","West","222","0.0237522375620354","0.020283459561227","0.0272210155628437"
"Arbeitslose","1991","Staedtischer Raum","Ost","94","0.0703946654037263","0.0566102819098426","0.08417904889761"
"Arbeitslose","1991","Laendlicher Raum","West","56","0.024778403740856","0.0179927585917409","0.0315640488899711"
"Arbeitslose","1991","Laendlicher Raum","Ost","235","0.0832790226332628","0.0729049034699574","0.0936531417965683"
"Sonstige Nichterwerbspersonen","1991","Staedtischer Raum","West","1049","0.121158021435866","0.113724823473784","0.128591219397948"
"Sonstige Nichterwerbspersonen","1991","Staedtischer Raum","Ost","58","0.0457004538689274","0.0344473899900593","0.0569535177477955"
"Sonstige Nichterwerbspersonen","1991","Laendlicher Raum","West","274","0.122070448367482","0.107780260742772","0.136360635992193"
"Sonstige Nichterwerbspersonen","1991","Laendlicher Raum","Ost","132","0.0545160757198504","0.0459918644446689","0.0630402869950319"
"Beamte","1991","Staedtischer Raum","West","280","0.045308089303785","0.0405704312519347","0.0500457473556353"
"Beamte","1991","Staedtischer Raum","Ost","","","",""
"Beamte","1991","Laendlicher Raum","West","98","0.0515348717986864","0.0418840541190267","0.0611856894783461"
"Beamte","1991","Laendlicher Raum","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1992","Staedtischer Raum","West","1585","0.155083302066403","0.146787467567774","0.163379136565032"
"Angestellte, einfache Tätigkeiten","1992","Staedtischer Raum","Ost","192","0.136010301340858","0.117475386626373","0.154545216055343"
"Angestellte, einfache Tätigkeiten","1992","Laendlicher Raum","West","425","0.166120687678428","0.14980500861825","0.182436366738605"
"Angestellte, einfache Tätigkeiten","1992","Laendlicher Raum","Ost","384","0.133137658181231","0.11995453266703","0.146320783695432"
"Angestellte, qualifizierte Tätigkeiten","1992","Staedtischer Raum","West","1940","0.277908507820306","0.267642120420406","0.288174895220205"
"Angestellte, qualifizierte Tätigkeiten","1992","Staedtischer Raum","Ost","522","0.361922943980093","0.335939600724912","0.387906287235273"
"Angestellte, qualifizierte Tätigkeiten","1992","Laendlicher Raum","West","486","0.239526296604447","0.220816873589359","0.258235719619535"
"Angestellte, qualifizierte Tätigkeiten","1992","Laendlicher Raum","Ost","911","0.312787583326582","0.294796259814279","0.330778906838885"
"Selbstständige/ManagerInnen","1992","Staedtischer Raum","West","397","0.0584611944499515","0.0530843983508437","0.0638379905490592"
"Selbstständige/ManagerInnen","1992","Staedtischer Raum","Ost","60","0.0479248583557714","0.0363752717340734","0.0594744449774695"
"Selbstständige/ManagerInnen","1992","Laendlicher Raum","West","118","0.0614862271639516","0.0509556798984989","0.0720167744294042"
"Selbstständige/ManagerInnen","1992","Laendlicher Raum","Ost","116","0.0392503426629694","0.0317147102215467","0.046785975104392"
"In Ausbildung","1992","Staedtischer Raum","West","675","0.0771390453569832","0.0710243351581143","0.083253755555852"
"In Ausbildung","1992","Staedtischer Raum","Ost","103","0.0630538667341898","0.0499118025987862","0.0761959308695934"
"In Ausbildung","1992","Laendlicher Raum","West","182","0.0775002615019383","0.065778944710022","0.0892215782938546"
"In Ausbildung","1992","Laendlicher Raum","Ost","207","0.0649924481155083","0.0554264152396674","0.0745584809913492"
"In Rente oder Pension","1992","Staedtischer Raum","West","1160","0.237283136692829","0.227533560791234","0.247032712594424"
"In Rente oder Pension","1992","Staedtischer Raum","Ost","230","0.235777209917819","0.21282569730562","0.258728722530017"
"In Rente oder Pension","1992","Laendlicher Raum","West","346","0.251074312644729","0.232065184493822","0.270083440795635"
"In Rente oder Pension","1992","Laendlicher Raum","Ost","516","0.28940190226506","0.271804215920231","0.306999588609888"
"Arbeitslose","1992","Staedtischer Raum","West","272","0.0308135576916804","0.026853101622587","0.0347740137607737"
"Arbeitslose","1992","Staedtischer Raum","Ost","174","0.13060600187774","0.112386340766582","0.148825662988898"
"Arbeitslose","1992","Laendlicher Raum","West","61","0.0246386843344434","0.0178429997369602","0.0314343689319265"
"Arbeitslose","1992","Laendlicher Raum","Ost","337","0.132906962605033","0.119733511080976","0.146080414129089"
"Sonstige Nichterwerbspersonen","1992","Staedtischer Raum","West","1025","0.121674710670686","0.114182698609898","0.129166722731474"
"Sonstige Nichterwerbspersonen","1992","Staedtischer Raum","Ost","","","",""
"Sonstige Nichterwerbspersonen","1992","Laendlicher Raum","West","285","0.129179922134532","0.114477008031247","0.143882836237818"
"Sonstige Nichterwerbspersonen","1992","Laendlicher Raum","Ost","62","0.0218611598230909","0.0161866322121696","0.0275356874340123"
"Beamte","1992","Staedtischer Raum","West","260","0.041636545251161","0.0370585738126344","0.0462145166896877"
"Beamte","1992","Staedtischer Raum","Ost","","","",""
"Beamte","1992","Laendlicher Raum","West","96","0.0504736079375313","0.0408767870538249","0.0600704288212378"
"Beamte","1992","Laendlicher Raum","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1993","Staedtischer Raum","West","1585","0.161616358567259","0.15314616297373","0.170086554160789"
"Angestellte, einfache Tätigkeiten","1993","Staedtischer Raum","Ost","174","0.125934914546281","0.10798236492723","0.143887464165331"
"Angestellte, einfache Tätigkeiten","1993","Laendlicher Raum","West","443","0.179106932939494","0.162323129104617","0.195890736774372"
"Angestellte, einfache Tätigkeiten","1993","Laendlicher Raum","Ost","375","0.132257224534405","0.119012069309347","0.145502379759463"
"Angestellte, qualifizierte Tätigkeiten","1993","Staedtischer Raum","West","1860","0.267653937571233","0.257466279120122","0.277841596022345"
"Angestellte, qualifizierte Tätigkeiten","1993","Staedtischer Raum","Ost","505","0.349487085051276","0.323686788319875","0.375287381782678"
"Angestellte, qualifizierte Tätigkeiten","1993","Laendlicher Raum","West","474","0.225201530429848","0.206917541552155","0.243485519307541"
"Angestellte, qualifizierte Tätigkeiten","1993","Laendlicher Raum","Ost","810","0.279091129774665","0.261553736213858","0.296628523335472"
"Selbstständige/ManagerInnen","1993","Staedtischer Raum","West","400","0.0602990536187069","0.0548215904905265","0.0657765167468872"
"Selbstständige/ManagerInnen","1993","Staedtischer Raum","Ost","67","0.0492264915250086","0.0375202049504291","0.060932778099588"
"Selbstständige/ManagerInnen","1993","Laendlicher Raum","West","121","0.0649365807867403","0.0541506868636324","0.0757224747098482"
"Selbstständige/ManagerInnen","1993","Laendlicher Raum","Ost","127","0.0452533184445958","0.0371264890764028","0.0533801478127887"
"In Ausbildung","1993","Staedtischer Raum","West","653","0.0756945064573319","0.0696079825731465","0.0817810303415174"
"In Ausbildung","1993","Staedtischer Raum","Ost","119","0.0794382511932318","0.0648056184220651","0.0940708839643985"
"In Ausbildung","1993","Laendlicher Raum","West","160","0.0687875104049405","0.0577092876262454","0.0798657331836357"
"In Ausbildung","1993","Laendlicher Raum","Ost","223","0.0716114193504173","0.0615303202856242","0.0816925184152104"
"In Rente oder Pension","1993","Staedtischer Raum","West","1179","0.235872923947367","0.226103898917106","0.245641948977629"
"In Rente oder Pension","1993","Staedtischer Raum","Ost","243","0.23838857001367","0.215332216927318","0.261444923100021"
