"beruf","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","1990","AkademikerIn","95","0.0504753191528698","0.0400223226734784","0.0609283156322612"
"Beamte","1990","(noch) kein Abschluss","","","",""
"Beamte","1990","Hauptschule","91","0.0166589410225944","0.013660856763804","0.0196570252813848"
"Beamte","1990","Realschule","98","0.0430160755459467","0.0359664553815191","0.0500656957103744"
"Beamte","1990","(Fach-)Abitur","41","0.058909109488834","0.0432902980149821","0.074527920962686"
"Beamte","1990","AkademikerIn","144","0.134749885489136","0.118446298180733","0.15105347279754"
"Angestellte, einfache Tätigkeiten","1991","(noch) kein Abschluss","320","0.273572908232524","0.244102495822802","0.303043320642246"
"Angestellte, einfache Tätigkeiten","1991","Hauptschule","1742","0.204274738727536","0.194646026757068","0.213903450698004"
"Angestellte, einfache Tätigkeiten","1991","Realschule","487","0.128482136909462","0.116792789899501","0.140171483919422"
"Angestellte, einfache Tätigkeiten","1991","(Fach-)Abitur","133","0.117607908791616","0.0963719914684063","0.138843826114826"
"Angestellte, einfache Tätigkeiten","1991","AkademikerIn","120","0.0490669746074856","0.0387286261671167","0.0594053230478544"
"Angestellte, qualifizierte Tätigkeiten","1991","(noch) kein Abschluss","55","0.0519508598123327","0.0372796662242374","0.066622053400428"
"Angestellte, qualifizierte Tätigkeiten","1991","Hauptschule","1657","0.229554888047705","0.219511195369032","0.239598580726378"
"Angestellte, qualifizierte Tätigkeiten","1991","Realschule","1337","0.402642357004868","0.385510372560897","0.41977434144884"
"Angestellte, qualifizierte Tätigkeiten","1991","(Fach-)Abitur","247","0.30746876660677","0.277049961954333","0.337887571259207"
"Angestellte, qualifizierte Tätigkeiten","1991","AkademikerIn","840","0.436714130025374","0.412976103532121","0.460452156518627"
"Selbstständige/ManagerInnen","1991","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1991","Hauptschule","294","0.0438829403492109","0.0389909827477361","0.0487748979506857"
"Selbstständige/ManagerInnen","1991","Realschule","162","0.0551366870329051","0.047163433827404","0.0631099402384062"
"Selbstständige/ManagerInnen","1991","(Fach-)Abitur","45","0.0553214188243322","0.0402515092010164","0.0703913284476479"
"Selbstständige/ManagerInnen","1991","AkademikerIn","176","0.11614458608518","0.100810014111361","0.131479158058998"
"In Ausbildung","1991","(noch) kein Abschluss","200","0.375864409398814","0.343845338200647","0.407883480596982"
"In Ausbildung","1991","Hauptschule","229","0.025352417604885","0.021598257537055","0.029106577672715"
"In Ausbildung","1991","Realschule","363","0.0926584155817941","0.0825296021482447","0.102787229015343"
"In Ausbildung","1991","(Fach-)Abitur","255","0.270128249062707","0.240857742549095","0.299398755576319"
"In Ausbildung","1991","AkademikerIn","36","0.0254136124768661","0.0178813589074931","0.0329458660462391"
"In Rente oder Pension","1991","(noch) kein Abschluss","87","0.107002440028789","0.0865673935324983","0.127437486525079"
"In Rente oder Pension","1991","Hauptschule","1559","0.322225194223488","0.311064229160544","0.333386159286431"
"In Rente oder Pension","1991","Realschule","249","0.142654052990453","0.130437439432787","0.15487066654812"
"In Rente oder Pension","1991","(Fach-)Abitur","55","0.0993128651351885","0.0795971881646591","0.119028542105718"
"In Rente oder Pension","1991","AkademikerIn","179","0.144368246074849","0.127546896097248","0.161189596052451"
"Arbeitslose","1991","(noch) kein Abschluss","31","0.03031268591551","0.0189787247491994","0.0416466470818206"
"Arbeitslose","1991","Hauptschule","310","0.0359855293291113","0.0315373220628921","0.0404337365953305"
"Arbeitslose","1991","Realschule","149","0.0326383344760277","0.0264312285020823","0.0388454404499732"
"Arbeitslose","1991","(Fach-)Abitur","30","0.0280630728426922","0.0171760630975271","0.0389500825878573"
"Arbeitslose","1991","AkademikerIn","80","0.0411027169175245","0.0316009829057655","0.0506044509292835"
"Sonstige Nichterwerbspersonen","1991","(noch) kein Abschluss","172","0.149049009217175","0.125505539119794","0.172592479314556"
"Sonstige Nichterwerbspersonen","1991","Hauptschule","852","0.122289013595746","0.114464654406379","0.130113372785114"
"Sonstige Nichterwerbspersonen","1991","Realschule","294","0.103638658117818","0.0929915128673504","0.114285803368285"
"Sonstige Nichterwerbspersonen","1991","(Fach-)Abitur","79","0.0691102449676237","0.0523900129338222","0.0858304770014252"
"Sonstige Nichterwerbspersonen","1991","AkademikerIn","79","0.0484708708904326","0.0381922933833042","0.058749448397561"
"Beamte","1991","(noch) kein Abschluss","","","",""
"Beamte","1991","Hauptschule","92","0.0164352781223183","0.0133988060473214","0.0194717501973152"
"Beamte","1991","Realschule","107","0.0421493578866721","0.0351303600595762","0.0491683557137679"
"Beamte","1991","(Fach-)Abitur","40","0.05298747376907","0.0382206725900967","0.0677542749480432"
"Beamte","1991","AkademikerIn","167","0.138718862922288","0.122175576546362","0.155262149298214"
"Angestellte, einfache Tätigkeiten","1992","(noch) kein Abschluss","281","0.250445689115368","0.221688384219517","0.279202994011219"
"Angestellte, einfache Tätigkeiten","1992","Hauptschule","1581","0.189546656870547","0.180042494758528","0.199050818982566"
"Angestellte, einfache Tätigkeiten","1992","Realschule","457","0.126027280737758","0.114344439762449","0.137710121713067"
"Angestellte, einfache Tätigkeiten","1992","(Fach-)Abitur","124","0.0997915899519496","0.0801445179978114","0.119438661906088"
"Angestellte, einfache Tätigkeiten","1992","AkademikerIn","100","0.0403012050591438","0.0308148135281529","0.0497875965901348"
"Angestellte, qualifizierte Tätigkeiten","1992","(noch) kein Abschluss","57","0.0628086165489671","0.0467053639342577","0.0789118691636766"
"Angestellte, qualifizierte Tätigkeiten","1992","Hauptschule","1526","0.222965099956968","0.212871862996485","0.233058336917451"
"Angestellte, qualifizierte Tätigkeiten","1992","Realschule","1223","0.371461724417997","0.354452279381658","0.388471169454337"
"Angestellte, qualifizierte Tätigkeiten","1992","(Fach-)Abitur","253","0.30888051971777","0.278593875315166","0.339167164120374"
"Angestellte, qualifizierte Tätigkeiten","1992","AkademikerIn","795","0.429050523411167","0.405176390241565","0.452924656580768"
"Selbstständige/ManagerInnen","1992","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1992","Hauptschule","286","0.0443060082318018","0.0393162155503102","0.0492958009132934"
"Selbstständige/ManagerInnen","1992","Realschule","155","0.0538363405087202","0.0458914458818809","0.0617812351355595"
"Selbstständige/ManagerInnen","1992","(Fach-)Abitur","47","0.0546221927924268","0.0397262979236595","0.069518087661194"
"Selbstständige/ManagerInnen","1992","AkademikerIn","193","0.130571380023893","0.11431905430343","0.146823705744356"
"In Ausbildung","1992","(noch) kein Abschluss","207","0.353293415918732","0.321567712373303","0.385019119464162"
"In Ausbildung","1992","Hauptschule","234","0.0264359786379851","0.0225457805504855","0.0303261767254847"
"In Ausbildung","1992","Realschule","396","0.100648545528527","0.0900575760512242","0.111239515005831"
"In Ausbildung","1992","(Fach-)Abitur","249","0.257541319564398","0.228877178366032","0.286205460762764"
"In Ausbildung","1992","AkademikerIn","43","0.0256547730479877","0.0180284521763988","0.0332810939195767"
"In Rente oder Pension","1992","(noch) kein Abschluss","85","0.108055183035578","0.0874497548682056","0.128660611202951"
"In Rente oder Pension","1992","Hauptschule","1658","0.341596283981754","0.330096373295925","0.353096194667584"
"In Rente oder Pension","1992","Realschule","259","0.1500439055096","0.137472765300602","0.162615045718599"
"In Rente oder Pension","1992","(Fach-)Abitur","57","0.100590258288738","0.0808734739181991","0.120307042659277"
"In Rente oder Pension","1992","AkademikerIn","195","0.149433122323545","0.132236140859421","0.166630103787669"
"Arbeitslose","1992","(noch) kein Abschluss","68","0.0567223443567701","0.0413695756185948","0.0720751130949453"
"Arbeitslose","1992","Hauptschule","402","0.0485012198100992","0.0432920056730559","0.0537104339471425"
"Arbeitslose","1992","Realschule","230","0.0600885773094643","0.0517227928948298","0.0684543617240987"
"Arbeitslose","1992","(Fach-)Abitur","","","",""
"Arbeitslose","1992","AkademikerIn","113","0.0487190163004257","0.0383346926034486","0.0591033399974027"
"Sonstige Nichterwerbspersonen","1992","(noch) kein Abschluss","164","0.159264593231648","0.134977298910253","0.183551887553043"
"Sonstige Nichterwerbspersonen","1992","Hauptschule","760","0.111682492621545","0.104044690161525","0.119320295081565"
"Sonstige Nichterwerbspersonen","1992","Realschule","277","0.0994332602470811","0.0888993155141829","0.109967204979979"
"Sonstige Nichterwerbspersonen","1992","(Fach-)Abitur","95","0.098976094395824","0.0794006042655954","0.118551584526053"
"Sonstige Nichterwerbspersonen","1992","AkademikerIn","61","0.0472686456189234","0.0370322664869346","0.0575050247509122"
"Beamte","1992","(noch) kein Abschluss","","","",""
"Beamte","1992","Hauptschule","86","0.0149662598893002","0.0120220148199063","0.0179105049586942"
"Beamte","1992","Realschule","103","0.0384603657408515","0.0316908509071205","0.0452298805745825"
"Beamte","1992","(Fach-)Abitur","40","0.0545111395837869","0.039629520962045","0.0693927582055289"
"Beamte","1992","AkademikerIn","151","0.129001334214915","0.112832436998225","0.145170231431606"
"Angestellte, einfache Tätigkeiten","1993","(noch) kein Abschluss","272","0.252759128486943","0.223543020442143","0.281975236531743"
"Angestellte, einfache Tätigkeiten","1993","Hauptschule","1540","0.196703052338141","0.186918362356364","0.206487742319918"
"Angestellte, einfache Tätigkeiten","1993","Realschule","481","0.129879611593613","0.118026591669453","0.141732631517774"
"Angestellte, einfache Tätigkeiten","1993","(Fach-)Abitur","122","0.113883221954879","0.0932435520366555","0.134522891873103"
"Angestellte, einfache Tätigkeiten","1993","AkademikerIn","98","0.0411200847118621","0.0314951382189062","0.0507450312048179"
"Angestellte, qualifizierte Tätigkeiten","1993","(noch) kein Abschluss","45","0.0424724500587503","0.0289153149405511","0.0560295851769495"
"Angestellte, qualifizierte Tätigkeiten","1993","Hauptschule","1354","0.201300869852791","0.19143085301453","0.211170886691053"
"Angestellte, qualifizierte Tätigkeiten","1993","Realschule","1197","0.374023908126744","0.356963186123924","0.391084630129564"
"Angestellte, qualifizierte Tätigkeiten","1993","(Fach-)Abitur","247","0.308385168810729","0.278379294521456","0.338391043100003"
"Angestellte, qualifizierte Tätigkeiten","1993","AkademikerIn","753","0.396777372898791","0.373063555402483","0.4204911903951"
"Selbstständige/ManagerInnen","1993","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1993","Hauptschule","281","0.0455289204414595","0.04039760721995","0.050660233662969"
"Selbstständige/ManagerInnen","1993","Realschule","164","0.0520534754133415","0.0442212417388811","0.0598857090878019"
"Selbstständige/ManagerInnen","1993","(Fach-)Abitur","51","0.0658856426014878","0.049767209853532","0.0820040753494435"
"Selbstständige/ManagerInnen","1993","AkademikerIn","202","0.140607470364429","0.123757885816948","0.15745705491191"
"In Ausbildung","1993","(noch) kein Abschluss","208","0.359028899156475","0.326779431028469","0.391278367284481"
"In Ausbildung","1993","Hauptschule","208","0.0247132477848635","0.0208917418675435","0.0285347537021835"
"In Ausbildung","1993","Realschule","367","0.0952326256832716","0.0848828676535513","0.105582383712992"
"In Ausbildung","1993","(Fach-)Abitur","276","0.26206748516919","0.233495376791708","0.290639593546671"
"In Ausbildung","1993","AkademikerIn","39","0.0254752454071437","0.0178378576903794","0.0331126331239081"
"In Rente oder Pension","1993","(noch) kein Abschluss","93","0.110049655856594","0.0890111031553622","0.131088208557826"
"In Rente oder Pension","1993","Hauptschule","1678","0.347149669353651","0.335431260288353","0.358868078418949"
"In Rente oder Pension","1993","Realschule","259","0.149109516164321","0.13655042059854","0.161668611730102"
"In Rente oder Pension","1993","(Fach-)Abitur","55","0.0954417428655582","0.0763513508430484","0.114532134888068"
"In Rente oder Pension","1993","AkademikerIn","212","0.158863449963883","0.141144643693171","0.176582256234596"
"Arbeitslose","1993","(noch) kein Abschluss","52","0.0516785431672693","0.0367961920067419","0.0665608943277966"
"Arbeitslose","1993","Hauptschule","451","0.0576833035107162","0.0519444258410033","0.063422181180429"
"Arbeitslose","1993","Realschule","244","0.0612870151724963","0.0528299534681041","0.0697440768768885"
"Arbeitslose","1993","(Fach-)Abitur","37","0.028713127490189","0.0178628360381478","0.0395634189422302"
"Arbeitslose","1993","AkademikerIn","103","0.0568683471689913","0.0456427184043773","0.0680939759336053"
"Sonstige Nichterwerbspersonen","1993","(noch) kein Abschluss","168","0.167357531961051","0.142262339056883","0.192452724865218"
"Sonstige Nichterwerbspersonen","1993","Hauptschule","743","0.110837148653574","0.103109688231487","0.11856460907566"
"Sonstige Nichterwerbspersonen","1993","Realschule","271","0.0975556766279977","0.0870939026570749","0.108017450598921"
"Sonstige Nichterwerbspersonen","1993","(Fach-)Abitur","82","0.0722734171744777","0.0554495167235989","0.0890973176253564"
"Sonstige Nichterwerbspersonen","1993","AkademikerIn","58","0.0409525718085732","0.0313464111595618","0.0505587324575845"
"Beamte","1993","(noch) kein Abschluss","","","",""
"Beamte","1993","Hauptschule","85","0.0160837880648037","0.0129872480878241","0.0191803280417833"
"Beamte","1993","Realschule","107","0.0408581712182144","0.033878262726534","0.0478380797098947"
"Beamte","1993","(Fach-)Abitur","40","0.0533501939334891","0.0387489427808303","0.0679514450861479"
"Beamte","1993","AkademikerIn","170","0.139335457676326","0.122549852933889","0.156121062418763"
"Angestellte, einfache Tätigkeiten","1994","(noch) kein Abschluss","221","0.201007044384711","0.17403416695102","0.227979921818402"
"Angestellte, einfache Tätigkeiten","1994","Hauptschule","1347","0.181193746136838","0.17152540042664","0.190862091847036"
"Angestellte, einfache Tätigkeiten","1994","Realschule","457","0.12143150456533","0.109832074722699","0.133030934407961"
"Angestellte, einfache Tätigkeiten","1994","(Fach-)Abitur","107","0.0956261363988281","0.0766130491415013","0.114639223656155"
"Angestellte, einfache Tätigkeiten","1994","AkademikerIn","79","0.0350395883653956","0.0261752584741161","0.0439039182566751"
"Angestellte, qualifizierte Tätigkeiten","1994","(noch) kein Abschluss","57","0.0566660547229769","0.0411048081429633","0.0722273013029904"
"Angestellte, qualifizierte Tätigkeiten","1994","Hauptschule","1320","0.201016261403043","0.190956803918775","0.211075718887311"
"Angestellte, qualifizierte Tätigkeiten","1994","Realschule","1197","0.380755360467657","0.363511389517038","0.397999331418275"
"Angestellte, qualifizierte Tätigkeiten","1994","(Fach-)Abitur","248","0.289583465871063","0.260258754487195","0.318908177254931"
"Angestellte, qualifizierte Tätigkeiten","1994","AkademikerIn","790","0.412943882956052","0.389208459093202","0.436679306818902"
"Selbstständige/ManagerInnen","1994","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1994","Hauptschule","249","0.0409952247113788","0.0360182318936796","0.045972217529078"
"Selbstständige/ManagerInnen","1994","Realschule","167","0.0533711335811978","0.0453888670139235","0.061353400148472"
"Selbstständige/ManagerInnen","1994","(Fach-)Abitur","63","0.0829703060730378","0.0651365270629419","0.100804085083134"
"Selbstständige/ManagerInnen","1994","AkademikerIn","201","0.133098368959896","0.116723307412459","0.149473430507333"
"In Ausbildung","1994","(noch) kein Abschluss","251","0.410326054001745","0.377218989001597","0.443433119001893"
"In Ausbildung","1994","Hauptschule","175","0.0212065284296345","0.0175901796035186","0.0248228772557503"
"In Ausbildung","1994","Realschule","295","0.0769168927043798","0.0674542071476775","0.0863795782610822"
"In Ausbildung","1994","(Fach-)Abitur","264","0.248185375100349","0.220257762388921","0.276112987811778"
"In Ausbildung","1994","AkademikerIn","39","0.0224661105877735","0.0153221093407875","0.0296101118347596"
"In Rente oder Pension","1994","(noch) kein Abschluss","87","0.103822033169016","0.083291886085661","0.12435218025237"
"In Rente oder Pension","1994","Hauptschule","1669","0.357129431245811","0.34510222976235","0.369156632729272"
"In Rente oder Pension","1994","Realschule","255","0.151248703884024","0.138524834635678","0.163972573132371"
"In Rente oder Pension","1994","(Fach-)Abitur","57","0.0952940769947991","0.0763105455467395","0.114277608442859"
"In Rente oder Pension","1994","AkademikerIn","209","0.154247779888854","0.136836018841705","0.171659540936002"
"Arbeitslose","1994","(noch) kein Abschluss","71","0.0637213083293817","0.0472815633314656","0.0801610533272977"
"Arbeitslose","1994","Hauptschule","537","0.0721253202559374","0.0656318249246631","0.0786188155872116"
"Arbeitslose","1994","Realschule","265","0.0677779404281115","0.0588513211339372","0.0767045597222858"
"Arbeitslose","1994","(Fach-)Abitur","44","0.0387113863929785","0.0262393721821968","0.0511834006037602"
"Arbeitslose","1994","AkademikerIn","97","0.0559470869166846","0.0448681376976099","0.0670260361357594"
"Sonstige Nichterwerbspersonen","1994","(noch) kein Abschluss","147","0.148561978511643","0.124624383109794","0.172499573913491"
"Sonstige Nichterwerbspersonen","1994","Hauptschule","720","0.111436498680541","0.103537938023334","0.119335059337747"
"Sonstige Nichterwerbspersonen","1994","Realschule","291","0.101122003559906","0.0904152859280368","0.111828721191775"
"Sonstige Nichterwerbspersonen","1994","(Fach-)Abitur","88","0.0867662192001784","0.0685668365610043","0.104965601839352"
"Sonstige Nichterwerbspersonen","1994","AkademikerIn","68","0.0478627574770221","0.0375716930182794","0.0581538219357649"
"Beamte","1994","(noch) kein Abschluss","","","",""
"Beamte","1994","Hauptschule","80","0.0148969891368164","0.0118562436748656","0.0179377345987671"
"Beamte","1994","Realschule","119","0.0473764608093935","0.0398320539201643","0.0549208676986228"
"Beamte","1994","(Fach-)Abitur","48","0.0628630339687656","0.047170627862874","0.0785554400746573"
"Beamte","1994","AkademikerIn","170","0.138394424848323","0.121747837573653","0.155041012122992"
"Angestellte, einfache Tätigkeiten","1995","(noch) kein Abschluss","208","0.18689471553611","0.161124054645811","0.212665376426409"
"Angestellte, einfache Tätigkeiten","1995","Hauptschule","1430","0.185362505329641","0.175628432947933","0.19509657771135"
"Angestellte, einfache Tätigkeiten","1995","Realschule","496","0.121759817690754","0.110274383088886","0.133245252292622"
"Angestellte, einfache Tätigkeiten","1995","(Fach-)Abitur","152","0.117244265907164","0.0978406704527114","0.136647861361617"
"Angestellte, einfache Tätigkeiten","1995","AkademikerIn","108","0.0513710570216755","0.0410342007765854","0.0617079132667656"
"Angestellte, qualifizierte Tätigkeiten","1995","(noch) kein Abschluss","50","0.0486726827889467","0.0344473878462832","0.0628979777316103"
"Angestellte, qualifizierte Tätigkeiten","1995","Hauptschule","1284","0.194194858071616","0.184285733029549","0.204103983113682"
"Angestellte, qualifizierte Tätigkeiten","1995","Realschule","1256","0.392973988719565","0.375819635826461","0.410128341612669"
"Angestellte, qualifizierte Tätigkeiten","1995","(Fach-)Abitur","278","0.276553100559441","0.249575164083908","0.303531037034973"
"Angestellte, qualifizierte Tätigkeiten","1995","AkademikerIn","829","0.404268105188427","0.381288571805928","0.427247638570925"
"Selbstständige/ManagerInnen","1995","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1995","Hauptschule","252","0.0406992405441571","0.0357496192073021","0.0456488618810121"
"Selbstständige/ManagerInnen","1995","Realschule","169","0.0518538253693773","0.0440659886787122","0.0596416620600425"
"Selbstständige/ManagerInnen","1995","(Fach-)Abitur","57","0.0688587622993533","0.0535864949354847","0.0841310296632219"
"Selbstständige/ManagerInnen","1995","AkademikerIn","203","0.123759477199106","0.108339563608602","0.13917939078961"
"In Ausbildung","1995","(noch) kein Abschluss","285","0.456886575884787","0.423955712205115","0.489817439564459"
"In Ausbildung","1995","Hauptschule","179","0.0217905330367784","0.0181333113519611","0.0254477547215957"
"In Ausbildung","1995","Realschule","303","0.075494336573754","0.0662153454052338","0.0847733277422741"
"In Ausbildung","1995","(Fach-)Abitur","295","0.250884577637366","0.224737239476364","0.277031915798368"
"In Ausbildung","1995","AkademikerIn","39","0.0248936107331234","0.017598179162914","0.0321890423033327"
"In Rente oder Pension","1995","(noch) kein Abschluss","101","0.101176970236432","0.0812412658883305","0.121112674584533"
"In Rente oder Pension","1995","Hauptschule","1671","0.366018107503307","0.353951334556748","0.378084880449866"
"In Rente oder Pension","1995","Realschule","252","0.151804005261012","0.139200872511255","0.164407138010768"
"In Rente oder Pension","1995","(Fach-)Abitur","61","0.0881824445934873","0.0710798825832805","0.105285006603694"
"In Rente oder Pension","1995","AkademikerIn","222","0.159597047156201","0.142448108340875","0.176745985971528"
"Arbeitslose","1995","(noch) kein Abschluss","72","0.0599039620316964","0.044215963558633","0.0755919605047599"
"Arbeitslose","1995","Hauptschule","521","0.0723949346886793","0.0659035540706594","0.0788863153066992"
"Arbeitslose","1995","Realschule","239","0.0636554533062284","0.0550806446588554","0.0722302619536014"
"Arbeitslose","1995","(Fach-)Abitur","52","0.042287903319008","0.0301500553124514","0.0544257513255646"
"Arbeitslose","1995","AkademikerIn","85","0.0457115777808377","0.0359316877066669","0.0554914678550086"
"Sonstige Nichterwerbspersonen","1995","(noch) kein Abschluss","150","0.136423543458799","0.113732800653176","0.159114286264421"
"Sonstige Nichterwerbspersonen","1995","Hauptschule","722","0.10768453344819","0.0999196077541967","0.115449459142184"
"Sonstige Nichterwerbspersonen","1995","Realschule","284","0.0998938253519769","0.0893619677243342","0.11042568297962"
"Sonstige Nichterwerbspersonen","1995","(Fach-)Abitur","111","0.0974705489902365","0.0795816533999631","0.11535944458051"
"Sonstige Nichterwerbspersonen","1995","AkademikerIn","76","0.0461413990452774","0.0363178499622436","0.0559649481283112"
"Beamte","1995","(noch) kein Abschluss","","","",""
"Beamte","1995","Hauptschule","63","0.011855287377631","0.00914404872769353","0.0145665260275685"
"Beamte","1995","Realschule","115","0.0425647477273327","0.0354743838171064","0.0496551116375589"
"Beamte","1995","(Fach-)Abitur","50","0.0585183966939437","0.0443614935634165","0.0726752998244709"
"Beamte","1995","AkademikerIn","190","0.144257725875352","0.127805598079795","0.160709853670909"
"Angestellte, einfache Tätigkeiten","1996","(noch) kein Abschluss","194","0.188800661531356","0.162351272598454","0.215250050464258"
"Angestellte, einfache Tätigkeiten","1996","Hauptschule","1286","0.174179864111423","0.164531740642228","0.183827987580618"
"Angestellte, einfache Tätigkeiten","1996","Realschule","461","0.120788337925717","0.109340650745853","0.13223602510558"
"Angestellte, einfache Tätigkeiten","1996","(Fach-)Abitur","162","0.141623190152767","0.120278378209954","0.162968002095579"
"Angestellte, einfache Tätigkeiten","1996","AkademikerIn","89","0.0362572053914441","0.0275315175878145","0.0449828931950737"
"Angestellte, qualifizierte Tätigkeiten","1996","(noch) kein Abschluss","47","0.0463049662103817","0.0321023405818072","0.0605075918389562"
"Angestellte, qualifizierte Tätigkeiten","1996","Hauptschule","1300","0.200531993098326","0.190346231093531","0.21071775510312"
"Angestellte, qualifizierte Tätigkeiten","1996","Realschule","1250","0.383698742432843","0.366616288998473","0.400781195867214"
"Angestellte, qualifizierte Tätigkeiten","1996","(Fach-)Abitur","284","0.291121440517959","0.263310916339972","0.318931964695946"
"Angestellte, qualifizierte Tätigkeiten","1996","AkademikerIn","829","0.414454060038113","0.391458678430163","0.437449441646064"
"Selbstständige/ManagerInnen","1996","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1996","Hauptschule","248","0.042028236546644","0.0369237967851053","0.0471326763081827"
"Selbstständige/ManagerInnen","1996","Realschule","169","0.0529144959086395","0.045050551097399","0.0607784407198799"
"Selbstständige/ManagerInnen","1996","(Fach-)Abitur","62","0.0887468609373013","0.0713375261375451","0.106156195737057"
"Selbstständige/ManagerInnen","1996","AkademikerIn","219","0.129358167822334","0.113692871014554","0.145023464630114"
"In Ausbildung","1996","(noch) kein Abschluss","287","0.462377249423303","0.428680567308777","0.496073931537829"
"In Ausbildung","1996","Hauptschule","174","0.0210944390753407","0.0174388654652887","0.0247500126853928"
"In Ausbildung","1996","Realschule","302","0.0733022408809245","0.0641466534807978","0.0824578282810512"
"In Ausbildung","1996","(Fach-)Abitur","251","0.211840560560485","0.186825718944637","0.236855402176333"
"In Ausbildung","1996","AkademikerIn","37","0.0216997993853997","0.0148985943831265","0.0285010043876729"
"In Rente oder Pension","1996","(noch) kein Abschluss","106","0.110661931501166","0.0894596470060695","0.131864215996262"
"In Rente oder Pension","1996","Hauptschule","1672","0.37437287979335","0.362061375573489","0.38668438401321"
"In Rente oder Pension","1996","Realschule","259","0.157000305802143","0.14422055196995","0.169780059634335"
"In Rente oder Pension","1996","(Fach-)Abitur","58","0.0832617672807178","0.0663483391335865","0.100175195427849"
"In Rente oder Pension","1996","AkademikerIn","229","0.167627095225082","0.150190848252918","0.185063342197246"
"Arbeitslose","1996","(noch) kein Abschluss","68","0.06915428622599","0.052006877637773","0.086301694814207"
"Arbeitslose","1996","Hauptschule","502","0.0726519477678622","0.0660488738655802","0.0792550216701441"
"Arbeitslose","1996","Realschule","245","0.059714739575419","0.0513907962203671","0.0680386829304709"
"Arbeitslose","1996","(Fach-)Abitur","50","0.044300141342188","0.0317036534038748","0.0568966292805011"
"Arbeitslose","1996","AkademikerIn","102","0.0538193061755075","0.0432856770506674","0.0643529353003476"
"Sonstige Nichterwerbspersonen","1996","(noch) kein Abschluss","128","0.113636220694192","0.0921868534917697","0.135085587896615"
"Sonstige Nichterwerbspersonen","1996","Hauptschule","692","0.103705748054173","0.0959499254913321","0.111461570617013"
"Sonstige Nichterwerbspersonen","1996","Realschule","309","0.106406064392369","0.0955739851797891","0.117238143604949"
"Sonstige Nichterwerbspersonen","1996","(Fach-)Abitur","110","0.0901863740174278","0.072650281023373","0.107722467011483"
"Sonstige Nichterwerbspersonen","1996","AkademikerIn","81","0.045590733375185","0.0358536800658973","0.0553277866844728"
"Beamte","1996","(noch) kein Abschluss","","","",""
"Beamte","1996","Hauptschule","62","0.011434891552882","0.00873018714424008","0.0141395959615239"
"Beamte","1996","Realschule","118","0.0461750730819454","0.0388028806913619","0.0535472654725288"
"Beamte","1996","(Fach-)Abitur","48","0.0489196651911547","0.0357147232110932","0.0621246071712162"
"Beamte","1996","AkademikerIn","177","0.131193632586935","0.11543422778544","0.146953037388429"
"Angestellte, einfache Tätigkeiten","1997","(noch) kein Abschluss","182","0.190462118595614","0.163748548151557","0.217175689039672"
"Angestellte, einfache Tätigkeiten","1997","Hauptschule","1199","0.170226954068502","0.160527901997906","0.179926006139098"
"Angestellte, einfache Tätigkeiten","1997","Realschule","455","0.118614598511758","0.107182688189718","0.130046508833798"
"Angestellte, einfache Tätigkeiten","1997","(Fach-)Abitur","154","0.127814278829456","0.107283973409199","0.148344584249714"
"Angestellte, einfache Tätigkeiten","1997","AkademikerIn","94","0.0387785783773566","0.0297740617631742","0.047783094991539"
"Angestellte, qualifizierte Tätigkeiten","1997","(noch) kein Abschluss","36","0.0376504798496878","0.0247007496665332","0.0506002100328424"
"Angestellte, qualifizierte Tätigkeiten","1997","Hauptschule","1191","0.187163027225048","0.177097252175742","0.197228802274354"
"Angestellte, qualifizierte Tätigkeiten","1997","Realschule","1195","0.373467366728628","0.356364654479676","0.390570078977579"
"Angestellte, qualifizierte Tätigkeiten","1997","(Fach-)Abitur","299","0.305909040341991","0.277575190578199","0.334242890105782"
"Angestellte, qualifizierte Tätigkeiten","1997","AkademikerIn","817","0.406759669205148","0.383849039907567","0.429670298502728"
"Selbstständige/ManagerInnen","1997","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1997","Hauptschule","241","0.0418742648106659","0.0367051007583134","0.0470434288630183"
"Selbstständige/ManagerInnen","1997","Realschule","182","0.0552810366130844","0.0472011323207927","0.0633609409053761"
"Selbstständige/ManagerInnen","1997","(Fach-)Abitur","55","0.076705525220868","0.0603417057596893","0.0930693446820467"
"Selbstständige/ManagerInnen","1997","AkademikerIn","219","0.129061580055904","0.113424885428133","0.144698274683674"
"In Ausbildung","1997","(noch) kein Abschluss","305","0.456629191638695","0.422741730522585","0.490516652754806"
"In Ausbildung","1997","Hauptschule","180","0.0221065213817445","0.0183121359479881","0.025900906815501"
"In Ausbildung","1997","Realschule","296","0.0740712222773406","0.0648118753271383","0.083330569227543"
"In Ausbildung","1997","(Fach-)Abitur","236","0.200462611797676","0.175845487538425","0.225079736056928"
