"beruf","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"In Rente oder Pension","2003","Realschule","Staedtischer Raum","465","0.184791108319499","0.171824761101536","0.197757455537462"
"In Rente oder Pension","2003","Realschule","Laendlicher Raum","177","0.092122824911989","0.0803927220393347","0.103852927784643"
"In Rente oder Pension","2003","(Fach-)Abitur","Staedtischer Raum","164","0.122702304264004","0.107706937928229","0.13769767059978"
"In Rente oder Pension","2003","(Fach-)Abitur","Laendlicher Raum","44","0.119957045174431","0.0932369046265539","0.146677185722308"
"In Rente oder Pension","2003","AkademikerIn","Staedtischer Raum","520","0.199820722021494","0.185682958175423","0.213958485867564"
"In Rente oder Pension","2003","AkademikerIn","Laendlicher Raum","257","0.256930719638228","0.232937637139409","0.280923802137048"
"Arbeitslose","2003","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Arbeitslose","2003","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Arbeitslose","2003","Hauptschule","Staedtischer Raum","384","0.0729191904538596","0.0660540092224843","0.0797843716852348"
"Arbeitslose","2003","Hauptschule","Laendlicher Raum","221","0.0744773359233739","0.0649854197582369","0.083969252088511"
"Arbeitslose","2003","Realschule","Staedtischer Raum","203","0.0591996167395249","0.0513155398988427","0.0670836935802072"
"Arbeitslose","2003","Realschule","Laendlicher Raum","276","0.116945365641789","0.103910998681161","0.129979732602417"
"Arbeitslose","2003","(Fach-)Abitur","Staedtischer Raum","69","0.0398957919515581","0.0309507999160297","0.0488407839870864"
"Arbeitslose","2003","(Fach-)Abitur","Laendlicher Raum","31","0.0643083186975038","0.0441351609275356","0.0844814764674719"
"Arbeitslose","2003","AkademikerIn","Staedtischer Raum","98","0.0365766987005978","0.0299396097781854","0.0432137876230103"
"Arbeitslose","2003","AkademikerIn","Laendlicher Raum","61","0.0546291898441793","0.0421502741323698","0.0671081055559888"
"Sonstige Nichterwerbspersonen","2003","(noch) kein Abschluss","Staedtischer Raum","54","0.0985142384964444","0.0753172076375274","0.121711269355362"
"Sonstige Nichterwerbspersonen","2003","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Hauptschule","Staedtischer Raum","553","0.0852964796116333","0.0779212079728863","0.0926717512503802"
"Sonstige Nichterwerbspersonen","2003","Hauptschule","Laendlicher Raum","227","0.0766209860398721","0.0670045938674585","0.0862373782122857"
"Sonstige Nichterwerbspersonen","2003","Realschule","Staedtischer Raum","370","0.0956736414412784","0.0858470838282294","0.105500199054327"
"Sonstige Nichterwerbspersonen","2003","Realschule","Laendlicher Raum","162","0.0674159018774447","0.057245694094341","0.0775861096605484"
"Sonstige Nichterwerbspersonen","2003","(Fach-)Abitur","Staedtischer Raum","209","0.10862099217247","0.0943994952979024","0.122842489047038"
"Sonstige Nichterwerbspersonen","2003","(Fach-)Abitur","Laendlicher Raum","52","0.0928600335465837","0.0689915134843107","0.116728553608857"
"Sonstige Nichterwerbspersonen","2003","AkademikerIn","Staedtischer Raum","164","0.0573050793164875","0.0490874044674718","0.0655227541655032"
"Sonstige Nichterwerbspersonen","2003","AkademikerIn","Laendlicher Raum","42","0.0419650339752097","0.0309547670812838","0.0529753008691357"
"Beamte","2003","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Beamte","2003","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Beamte","2003","Hauptschule","Staedtischer Raum","30","0.00481328339088938","0.00298583427548095","0.00664073250629781"
"Beamte","2003","Hauptschule","Laendlicher Raum","31","0.00829752453561978","0.00501798199084232","0.0115770670803973"
"Beamte","2003","Realschule","Staedtischer Raum","144","0.0391603084316399","0.0326800671350462","0.0456405497282335"
"Beamte","2003","Realschule","Laendlicher Raum","65","0.0320043860853194","0.024865242878063","0.0391435292925758"
"Beamte","2003","(Fach-)Abitur","Staedtischer Raum","70","0.0302090988805979","0.0223862459730851","0.0380319517881107"
"Beamte","2003","(Fach-)Abitur","Laendlicher Raum","","","",""
"Beamte","2003","AkademikerIn","Staedtischer Raum","467","0.111117549270797","0.100005854477589","0.122229244064005"
"Beamte","2003","AkademikerIn","Laendlicher Raum","169","0.0997016561699407","0.0832500695318564","0.116153242808025"
"Angestellte, einfache Tätigkeiten","2004","(noch) kein Abschluss","Staedtischer Raum","89","0.155650296277323","0.127780899658317","0.183519692896329"
"Angestellte, einfache Tätigkeiten","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2004","Hauptschule","Staedtischer Raum","1080","0.198655871024641","0.187870394583441","0.209441347465841"
"Angestellte, einfache Tätigkeiten","2004","Hauptschule","Laendlicher Raum","495","0.175896125576594","0.161816492528374","0.189975758624814"
"Angestellte, einfache Tätigkeiten","2004","Realschule","Staedtischer Raum","461","0.13375839686","0.122188424735821","0.145328368984179"
"Angestellte, einfache Tätigkeiten","2004","Realschule","Laendlicher Raum","423","0.181854280102858","0.166066424031589","0.197642136174127"
"Angestellte, einfache Tätigkeiten","2004","(Fach-)Abitur","Staedtischer Raum","300","0.170539871013799","0.153260691379755","0.187819050647843"
"Angestellte, einfache Tätigkeiten","2004","(Fach-)Abitur","Laendlicher Raum","78","0.12834035971137","0.100858440868413","0.155822278554328"
"Angestellte, einfache Tätigkeiten","2004","AkademikerIn","Staedtischer Raum","101","0.0432989989320724","0.0360484828102283","0.0505495150539165"
"Angestellte, einfache Tätigkeiten","2004","AkademikerIn","Laendlicher Raum","69","0.0618503545416784","0.0485655988570515","0.0751351102263053"
"Angestellte, qualifizierte Tätigkeiten","2004","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","Hauptschule","Staedtischer Raum","925","0.165809321592278","0.155755845719993","0.175862797464564"
"Angestellte, qualifizierte Tätigkeiten","2004","Hauptschule","Laendlicher Raum","414","0.135120808258244","0.12247894574438","0.147762670772108"
"Angestellte, qualifizierte Tätigkeiten","2004","Realschule","Staedtischer Raum","1268","0.372791377195793","0.356355563658813","0.389227190732773"
"Angestellte, qualifizierte Tätigkeiten","2004","Realschule","Laendlicher Raum","846","0.353067056545468","0.333505460078703","0.372628653012233"
"Angestellte, qualifizierte Tätigkeiten","2004","(Fach-)Abitur","Staedtischer Raum","540","0.307494488300557","0.286294155327841","0.328694821273274"
"Angestellte, qualifizierte Tätigkeiten","2004","(Fach-)Abitur","Laendlicher Raum","155","0.279547577396434","0.242673388398155","0.316421766394713"
"Angestellte, qualifizierte Tätigkeiten","2004","AkademikerIn","Staedtischer Raum","1126","0.376798879289826","0.359536096955277","0.394061661624376"
"Angestellte, qualifizierte Tätigkeiten","2004","AkademikerIn","Laendlicher Raum","485","0.33281634824438","0.306828433142596","0.358804263346164"
"Selbstständige/ManagerInnen","2004","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2004","Hauptschule","Staedtischer Raum","226","0.0374426131938167","0.0323107449962305","0.042574481391403"
"Selbstständige/ManagerInnen","2004","Hauptschule","Laendlicher Raum","108","0.0365406238576763","0.0296019431380444","0.0434793045773083"
"Selbstständige/ManagerInnen","2004","Realschule","Staedtischer Raum","216","0.0574138002852017","0.0495066325457106","0.0653209680246929"
"Selbstständige/ManagerInnen","2004","Realschule","Laendlicher Raum","164","0.065182787221261","0.0550791934295064","0.0752863810130155"
"Selbstständige/ManagerInnen","2004","(Fach-)Abitur","Staedtischer Raum","151","0.0800678970372551","0.0675992452824802","0.09253654879203"
"Selbstständige/ManagerInnen","2004","(Fach-)Abitur","Laendlicher Raum","41","0.0640767182554198","0.0439551320481403","0.0841983044626993"
"Selbstständige/ManagerInnen","2004","AkademikerIn","Staedtischer Raum","533","0.151726467265975","0.138946183055037","0.164506751476913"
"Selbstständige/ManagerInnen","2004","AkademikerIn","Laendlicher Raum","169","0.134931965168555","0.116089879638962","0.153774050698148"
"In Ausbildung","2004","(noch) kein Abschluss","Staedtischer Raum","402","0.5372820279876","0.4989509746801","0.575613081295099"
"In Ausbildung","2004","(noch) kein Abschluss","Laendlicher Raum","186","0.596230399524804","0.536360007103905","0.656100791945703"
"In Ausbildung","2004","Hauptschule","Staedtischer Raum","115","0.0215374008927518","0.0176132304400889","0.0254615713454147"
"In Ausbildung","2004","Hauptschule","Laendlicher Raum","96","0.029587019681399","0.0233208647269962","0.0358531746358018"
"In Ausbildung","2004","Realschule","Staedtischer Raum","240","0.0677437159557409","0.0592018169235004","0.0762856149879814"
"In Ausbildung","2004","Realschule","Laendlicher Raum","169","0.0661757945837549","0.056000940038773","0.0763506491287367"
"In Ausbildung","2004","(Fach-)Abitur","Staedtischer Raum","362","0.171288101551907","0.153978870218628","0.188597332885187"
"In Ausbildung","2004","(Fach-)Abitur","Laendlicher Raum","147","0.216310422423168","0.18248036647212","0.250140478374216"
"In Ausbildung","2004","AkademikerIn","Staedtischer Raum","42","0.0173201488483171","0.0126726026423205","0.0219676950543138"
"In Ausbildung","2004","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","2004","(noch) kein Abschluss","Staedtischer Raum","66","0.141741764123489","0.114928522649352","0.168555005597625"
"In Rente oder Pension","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"In Rente oder Pension","2004","Hauptschule","Staedtischer Raum","1989","0.411840954611254","0.398536678217257","0.425145231005251"
"In Rente oder Pension","2004","Hauptschule","Laendlicher Raum","1246","0.461269662098901","0.442834991414365","0.479704332783436"
"In Rente oder Pension","2004","Realschule","Staedtischer Raum","470","0.186085277648473","0.172857169841217","0.199313385455729"
"In Rente oder Pension","2004","Realschule","Laendlicher Raum","195","0.107577304217653","0.094895188969892","0.120259419465414"
"In Rente oder Pension","2004","(Fach-)Abitur","Staedtischer Raum","167","0.124864896934722","0.109677962054004","0.14005183181544"
"In Rente oder Pension","2004","(Fach-)Abitur","Laendlicher Raum","46","0.125366522568222","0.0981585741382182","0.152574470998226"
"In Rente oder Pension","2004","AkademikerIn","Staedtischer Raum","511","0.202212955924959","0.187904595909883","0.216521315940035"
"In Rente oder Pension","2004","AkademikerIn","Laendlicher Raum","272","0.27082698360063","0.246318994611763","0.295334972589496"
"Arbeitslose","2004","(noch) kein Abschluss","Staedtischer Raum","32","0.0691004666907744","0.0496027700406334","0.0885981633409154"
"Arbeitslose","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Arbeitslose","2004","Hauptschule","Staedtischer Raum","389","0.076815045799075","0.0696164695634021","0.0840136220347479"
"Arbeitslose","2004","Hauptschule","Laendlicher Raum","223","0.0801424290612974","0.0701017342748831","0.0901831238477116"
"Arbeitslose","2004","Realschule","Staedtischer Raum","199","0.058525445000567","0.050546804045132","0.066504085956002"
"Arbeitslose","2004","Realschule","Laendlicher Raum","271","0.129208463704982","0.115479155810868","0.142937771599097"
"Arbeitslose","2004","(Fach-)Abitur","Staedtischer Raum","74","0.0427772865962636","0.0334806573525901","0.0520739158399372"
"Arbeitslose","2004","(Fach-)Abitur","Laendlicher Raum","","","",""
"Arbeitslose","2004","AkademikerIn","Staedtischer Raum","94","0.038670362468484","0.0318017791966296","0.0455389457403384"
"Arbeitslose","2004","AkademikerIn","Laendlicher Raum","50","0.0424856400348589","0.0313621736615765","0.0536091064081413"
"Sonstige Nichterwerbspersonen","2004","(noch) kein Abschluss","Staedtischer Raum","49","0.0772607066047168","0.0567344261740049","0.0977869870354286"
"Sonstige Nichterwerbspersonen","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2004","Hauptschule","Staedtischer Raum","507","0.0835926551400319","0.0761108319094931","0.0910744783705707"
"Sonstige Nichterwerbspersonen","2004","Hauptschule","Laendlicher Raum","200","0.0735752325236336","0.0639204360829863","0.083230028964281"
"Sonstige Nichterwerbspersonen","2004","Realschule","Staedtischer Raum","336","0.0841608901678724","0.0747242581683483","0.0935975221673965"
"Sonstige Nichterwerbspersonen","2004","Realschule","Laendlicher Raum","161","0.0644655492894201","0.0544138427731521","0.0745172558056881"
"Sonstige Nichterwerbspersonen","2004","(Fach-)Abitur","Staedtischer Raum","167","0.080441260230652","0.0679461075231438","0.0929364129381602"
"Sonstige Nichterwerbspersonen","2004","(Fach-)Abitur","Laendlicher Raum","57","0.101857935051649","0.0770059027033423","0.126709967399955"
"Sonstige Nichterwerbspersonen","2004","AkademikerIn","Staedtischer Raum","160","0.0597230226220699","0.0512811135199647","0.0681649317241752"
"Sonstige Nichterwerbspersonen","2004","AkademikerIn","Laendlicher Raum","43","0.0428174922043229","0.0316526032970785","0.0539823811115672"
"Beamte","2004","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Beamte","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Beamte","2004","Hauptschule","Staedtischer Raum","","","",""
"Beamte","2004","Hauptschule","Laendlicher Raum","","","",""
"Beamte","2004","Realschule","Staedtischer Raum","135","0.0395210968863523","0.0328987690576585","0.0461434247150461"
"Beamte","2004","Realschule","Laendlicher Raum","64","0.032468764334603","0.0252141982459171","0.0397233304232889"
"Beamte","2004","(Fach-)Abitur","Staedtischer Raum","59","0.0225261983348431","0.0157089531799527","0.0293434434897334"
"Beamte","2004","(Fach-)Abitur","Laendlicher Raum","","","",""
"Beamte","2004","AkademikerIn","Staedtischer Raum","460","0.110249164648296","0.0990917458061131","0.12140658349048"
"Beamte","2004","AkademikerIn","Laendlicher Raum","158","0.0989675559902754","0.0824987143673852","0.115436397613166"
"Angestellte, einfache Tätigkeiten","2005","(noch) kein Abschluss","Staedtischer Raum","90","0.176888811058378","0.147395601363108","0.206382020753648"
"Angestellte, einfache Tätigkeiten","2005","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2005","Hauptschule","Staedtischer Raum","983","0.201228361208048","0.190043864941574","0.212412857474523"
"Angestellte, einfache Tätigkeiten","2005","Hauptschule","Laendlicher Raum","436","0.175103174040779","0.160567085633697","0.18963926244786"
"Angestellte, einfache Tätigkeiten","2005","Realschule","Staedtischer Raum","466","0.148448359590921","0.136118054246306","0.160778664935536"
"Angestellte, einfache Tätigkeiten","2005","Realschule","Laendlicher Raum","400","0.182708566994287","0.166513168871877","0.198903965116696"
"Angestellte, einfache Tätigkeiten","2005","(Fach-)Abitur","Staedtischer Raum","283","0.176832670487507","0.158916329013498","0.194749011961517"
"Angestellte, einfache Tätigkeiten","2005","(Fach-)Abitur","Laendlicher Raum","73","0.138175807726037","0.109414351449429","0.166937264002645"
"Angestellte, einfache Tätigkeiten","2005","AkademikerIn","Staedtischer Raum","94","0.0414633064034804","0.0342558066725683","0.0486708061343924"
"Angestellte, einfache Tätigkeiten","2005","AkademikerIn","Laendlicher Raum","62","0.0614080090741368","0.0479474400713664","0.0748685780769071"
