"beruf","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","2002","Thüringen","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2002","Thüringen","Laendlicher Raum","","","",""
"Beamte","2002","Schleswig-Holstein","Staedtischer Raum","","","",""
"Beamte","2002","Schleswig-Holstein","Laendlicher Raum","","","",""
"Beamte","2002","Hamburg","Staedtischer Raum","","","",""
"Beamte","2002","Hamburg","Laendlicher Raum","","","",""
"Beamte","2002","Niedersachsen","Staedtischer Raum","57","0.0396682441780122","0.0273088418298878","0.0520276465261365"
"Beamte","2002","Niedersachsen","Laendlicher Raum","57","0.0455712811110634","0.0327537322149881","0.0583888300071386"
"Beamte","2002","Bremen","Staedtischer Raum","","","",""
"Beamte","2002","Bremen","Laendlicher Raum","","","",""
"Beamte","2002","Nordrhein-Westfalen","Staedtischer Raum","258","0.0323957539042927","0.0273544428911269","0.0374370649174585"
"Beamte","2002","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Beamte","2002","Hessen","Staedtischer Raum","74","0.0374319578715909","0.0272535030568381","0.0476104126863437"
"Beamte","2002","Hessen","Laendlicher Raum","","","",""
"Beamte","2002","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Beamte","2002","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Beamte","2002","Baden-Württemberg","Staedtischer Raum","111","0.0302243635689637","0.023567648385779","0.0368810787521484"
"Beamte","2002","Baden-Württemberg","Laendlicher Raum","","","",""
"Beamte","2002","Bayern","Staedtischer Raum","96","0.0470891046347981","0.0366142896417895","0.0575639196278067"
"Beamte","2002","Bayern","Laendlicher Raum","96","0.0334603401566653","0.0248660480488565","0.042054632264474"
"Beamte","2002","Saarland","Staedtischer Raum","","","",""
"Beamte","2002","Saarland","Laendlicher Raum","","","",""
"Beamte","2002","Berlin","Staedtischer Raum","45","0.0357479105525308","0.0230712427159735","0.0484245783890882"
"Beamte","2002","Berlin","Laendlicher Raum","","","",""
"Beamte","2002","Brandenburg","Staedtischer Raum","","","",""
"Beamte","2002","Brandenburg","Laendlicher Raum","","","",""
"Beamte","2002","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Beamte","2002","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Beamte","2002","Sachsen","Staedtischer Raum","","","",""
"Beamte","2002","Sachsen","Laendlicher Raum","","","",""
"Beamte","2002","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Beamte","2002","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Beamte","2002","Thüringen","Staedtischer Raum","","","",""
"Beamte","2002","Thüringen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Schleswig-Holstein","Staedtischer Raum","48","0.161822074816653","0.119361471408304","0.204282678225003"
"Angestellte, einfache Tätigkeiten","2003","Schleswig-Holstein","Laendlicher Raum","70","0.198801888613607","0.158568889980162","0.239034887247052"
"Angestellte, einfache Tätigkeiten","2003","Hamburg","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Hamburg","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Niedersachsen","Staedtischer Raum","144","0.157978602428668","0.134398209747601","0.181558995109735"
"Angestellte, einfache Tätigkeiten","2003","Niedersachsen","Laendlicher Raum","157","0.158599768024392","0.135786759468414","0.181412776580371"
"Angestellte, einfache Tätigkeiten","2003","Bremen","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Bremen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Nordrhein-Westfalen","Staedtischer Raum","659","0.153011957246203","0.142552816719336","0.16347109777307"
"Angestellte, einfache Tätigkeiten","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Hessen","Staedtischer Raum","193","0.164034530041921","0.143323069943659","0.184745990140183"
"Angestellte, einfache Tätigkeiten","2003","Hessen","Laendlicher Raum","34","0.118372891577451","0.0796962024243138","0.157049580730589"
"Angestellte, einfache Tätigkeiten","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","94","0.154246927896397","0.127919465818186","0.180574389974608"
"Angestellte, einfache Tätigkeiten","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","45","0.129157612762456","0.0924122206319185","0.165903004892994"
"Angestellte, einfache Tätigkeiten","2003","Baden-Württemberg","Staedtischer Raum","429","0.1836430152475","0.16832062282746","0.19896540766754"
"Angestellte, einfache Tätigkeiten","2003","Baden-Württemberg","Laendlicher Raum","42","0.167753544536729","0.119359471052758","0.216147618020699"
"Angestellte, einfache Tätigkeiten","2003","Bayern","Staedtischer Raum","206","0.139053265048566","0.121738597857814","0.156367932239318"
"Angestellte, einfache Tätigkeiten","2003","Bayern","Laendlicher Raum","277","0.181345307833644","0.162412434018698","0.200278181648591"
"Angestellte, einfache Tätigkeiten","2003","Saarland","Staedtischer Raum","47","0.166025766776228","0.124265598979147","0.207785934573308"
"Angestellte, einfache Tätigkeiten","2003","Saarland","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Berlin","Staedtischer Raum","105","0.130366685328353","0.107362886049431","0.153370484607274"
"Angestellte, einfache Tätigkeiten","2003","Berlin","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Brandenburg","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Brandenburg","Laendlicher Raum","110","0.118949566738416","0.0974627705018234","0.140436362975008"
"Angestellte, einfache Tätigkeiten","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Mecklenburg-Vorpommern","Laendlicher Raum","63","0.142197718147732","0.110036025132698","0.174359411162767"
"Angestellte, einfache Tätigkeiten","2003","Sachsen","Staedtischer Raum","76","0.0867200313063588","0.0669575696060304","0.106482493006687"
"Angestellte, einfache Tätigkeiten","2003","Sachsen","Laendlicher Raum","99","0.117348158466793","0.0954664899696607","0.139229826963925"
"Angestellte, einfache Tätigkeiten","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","2003","Sachsen-Anhalt","Laendlicher Raum","64","0.0839310806839626","0.064139161913444","0.103722999454481"
"Angestellte, einfache Tätigkeiten","2003","Thüringen","Staedtischer Raum","38","0.123171092456331","0.0852165575912665","0.161125627321396"
"Angestellte, einfache Tätigkeiten","2003","Thüringen","Laendlicher Raum","85","0.123822119338305","0.098844265560004","0.148799973116607"
"Angestellte, qualifizierte Tätigkeiten","2003","Schleswig-Holstein","Staedtischer Raum","68","0.199597155599723","0.153515226086269","0.245679085113177"
"Angestellte, qualifizierte Tätigkeiten","2003","Schleswig-Holstein","Laendlicher Raum","90","0.254909847292848","0.210975931898706","0.29884376268699"
"Angestellte, qualifizierte Tätigkeiten","2003","Hamburg","Staedtischer Raum","102","0.322677549715321","0.269238769501818","0.376116329928824"
"Angestellte, qualifizierte Tätigkeiten","2003","Hamburg","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","Niedersachsen","Staedtischer Raum","239","0.263359656693581","0.234882756767987","0.291836556619175"
"Angestellte, qualifizierte Tätigkeiten","2003","Niedersachsen","Laendlicher Raum","253","0.220795046786736","0.194892021395305","0.246698072178168"
"Angestellte, qualifizierte Tätigkeiten","2003","Bremen","Staedtischer Raum","42","0.198183159255404","0.138952791750095","0.257413526760713"
"Angestellte, qualifizierte Tätigkeiten","2003","Bremen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","Nordrhein-Westfalen","Staedtischer Raum","1230","0.267197214530639","0.254341264011856","0.280053165049421"
"Angestellte, qualifizierte Tätigkeiten","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","Hessen","Staedtischer Raum","344","0.24488619360737","0.220834965156879","0.268937422057861"
"Angestellte, qualifizierte Tätigkeiten","2003","Hessen","Laendlicher Raum","80","0.296511417386636","0.241831237943655","0.351191596829618"
"Angestellte, qualifizierte Tätigkeiten","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","196","0.228641738185555","0.198030227218933","0.259253249152177"
"Angestellte, qualifizierte Tätigkeiten","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","87","0.270494501074016","0.221823911496684","0.319165090651349"
"Angestellte, qualifizierte Tätigkeiten","2003","Baden-Württemberg","Staedtischer Raum","676","0.269058800508305","0.251509325117146","0.286608275899464"
"Angestellte, qualifizierte Tätigkeiten","2003","Baden-Württemberg","Laendlicher Raum","70","0.345147418434332","0.283572416166003","0.406722420702661"
"Angestellte, qualifizierte Tätigkeiten","2003","Bayern","Staedtischer Raum","469","0.280927696084494","0.258436167576582","0.303419224592406"
"Angestellte, qualifizierte Tätigkeiten","2003","Bayern","Laendlicher Raum","431","0.256284949509504","0.23483245311092","0.277737445908088"
"Angestellte, qualifizierte Tätigkeiten","2003","Saarland","Staedtischer Raum","66","0.23895796459153","0.191099005448911","0.28681692373415"
"Angestellte, qualifizierte Tätigkeiten","2003","Saarland","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","Berlin","Staedtischer Raum","222","0.261271594104049","0.231256710021615","0.291286478186482"
"Angestellte, qualifizierte Tätigkeiten","2003","Berlin","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","Brandenburg","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","Brandenburg","Laendlicher Raum","232","0.23669576062756","0.208483757356204","0.264907763898917"
"Angestellte, qualifizierte Tätigkeiten","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2003","Mecklenburg-Vorpommern","Laendlicher Raum","109","0.221672949727079","0.183422512626206","0.259923386827953"
"Angestellte, qualifizierte Tätigkeiten","2003","Sachsen","Staedtischer Raum","246","0.272700362467987","0.241426688422948","0.303974036513026"
"Angestellte, qualifizierte Tätigkeiten","2003","Sachsen","Laendlicher Raum","260","0.294105034777161","0.263125930899717","0.325084138654606"
"Angestellte, qualifizierte Tätigkeiten","2003","Sachsen-Anhalt","Staedtischer Raum","55","0.275375059933613","0.209935477931447","0.34081464193578"
"Angestellte, qualifizierte Tätigkeiten","2003","Sachsen-Anhalt","Laendlicher Raum","229","0.252759281949626","0.221738964414185","0.283779599485067"
"Angestellte, qualifizierte Tätigkeiten","2003","Thüringen","Staedtischer Raum","78","0.265635007388576","0.214625575747163","0.316644439029988"
"Angestellte, qualifizierte Tätigkeiten","2003","Thüringen","Laendlicher Raum","181","0.219538826332998","0.188148836128143","0.250928816537853"
"Selbstständige/ManagerInnen","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2003","Schleswig-Holstein","Laendlicher Raum","34","0.0792976937423891","0.0520586357097314","0.106536751775047"
"Selbstständige/ManagerInnen","2003","Hamburg","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2003","Hamburg","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2003","Niedersachsen","Staedtischer Raum","61","0.0465051957361178","0.0328907414171867","0.0601196500550489"
"Selbstständige/ManagerInnen","2003","Niedersachsen","Laendlicher Raum","78","0.067842908748178","0.0521383130759636","0.0835475044203924"
"Selbstständige/ManagerInnen","2003","Bremen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2003","Bremen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2003","Nordrhein-Westfalen","Staedtischer Raum","312","0.0499302405567007","0.0436024186177808","0.0562580624956205"
"Selbstständige/ManagerInnen","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2003","Hessen","Staedtischer Raum","121","0.0793929026771758","0.0642720282351098","0.0945137771192417"
"Selbstständige/ManagerInnen","2003","Hessen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","51","0.0704409334816631","0.0517887366739269","0.0890931302893992"
"Selbstständige/ManagerInnen","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2003","Baden-Württemberg","Staedtischer Raum","188","0.0628114401115345","0.0532100927596945","0.0724127874633745"
"Selbstständige/ManagerInnen","2003","Baden-Württemberg","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2003","Bayern","Staedtischer Raum","139","0.0710728367679655","0.0582146992135711","0.0839309743223598"
"Selbstständige/ManagerInnen","2003","Bayern","Laendlicher Raum","111","0.0577058029966004","0.0462476134078098","0.0691639925853909"
"Selbstständige/ManagerInnen","2003","Saarland","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2003","Saarland","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2003","Berlin","Staedtischer Raum","67","0.0692634107418938","0.0519168450984012","0.0866099763853864"
"Selbstständige/ManagerInnen","2003","Berlin","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2003","Brandenburg","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2003","Brandenburg","Laendlicher Raum","46","0.05083503735825","0.0362555494091124","0.0654145253073875"
"Selbstständige/ManagerInnen","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2003","Mecklenburg-Vorpommern","Laendlicher Raum","30","0.057942070525149","0.0364273950341227","0.0794567460161754"
"Selbstständige/ManagerInnen","2003","Sachsen","Staedtischer Raum","49","0.0500696115832011","0.0347547751110511","0.0653844480553511"
"Selbstständige/ManagerInnen","2003","Sachsen","Laendlicher Raum","50","0.0509737153888312","0.0360196304020517","0.0659278003756108"
"Selbstständige/ManagerInnen","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2003","Sachsen-Anhalt","Laendlicher Raum","36","0.0400467278132424","0.026051789686102","0.0540416659403829"
"Selbstständige/ManagerInnen","2003","Thüringen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2003","Thüringen","Laendlicher Raum","40","0.0573152662852566","0.039688272394113","0.0749422601764002"
"In Ausbildung","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"In Ausbildung","2003","Schleswig-Holstein","Laendlicher Raum","31","0.0655895125740508","0.0406327501423238","0.0905462750057777"
"In Ausbildung","2003","Hamburg","Staedtischer Raum","","","",""
"In Ausbildung","2003","Hamburg","Laendlicher Raum","","","",""
"In Ausbildung","2003","Niedersachsen","Staedtischer Raum","65","0.0538712912386309","0.0392749456181894","0.0684676368590724"
"In Ausbildung","2003","Niedersachsen","Laendlicher Raum","80","0.0746895282283757","0.0582721587416674","0.0911068977150841"
"In Ausbildung","2003","Bremen","Staedtischer Raum","","","",""
"In Ausbildung","2003","Bremen","Laendlicher Raum","","","",""
"In Ausbildung","2003","Nordrhein-Westfalen","Staedtischer Raum","362","0.0657654206472843","0.0585639458784727","0.072966895416096"
"In Ausbildung","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"In Ausbildung","2003","Hessen","Staedtischer Raum","94","0.0755962211570555","0.0608109325223393","0.0903815097917718"
"In Ausbildung","2003","Hessen","Laendlicher Raum","","","",""
"In Ausbildung","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","62","0.0870827218545221","0.0665304113240628","0.107635032384982"
"In Ausbildung","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","32","0.0903848314278859","0.0589689155739504","0.121800747281821"
"In Ausbildung","2003","Baden-Württemberg","Staedtischer Raum","228","0.0753597038277376","0.0649135764670685","0.0858058311884066"
"In Ausbildung","2003","Baden-Württemberg","Laendlicher Raum","","","",""
"In Ausbildung","2003","Bayern","Staedtischer Raum","103","0.056620927664505","0.0450553582283709","0.0681864971006391"
"In Ausbildung","2003","Bayern","Laendlicher Raum","143","0.0676825999108151","0.0553392394289829","0.0800259603926474"
"In Ausbildung","2003","Saarland","Staedtischer Raum","","","",""
"In Ausbildung","2003","Saarland","Laendlicher Raum","","","",""
"In Ausbildung","2003","Berlin","Staedtischer Raum","83","0.0861805976029113","0.0670079049014135","0.105353290304409"
"In Ausbildung","2003","Berlin","Laendlicher Raum","","","",""
"In Ausbildung","2003","Brandenburg","Staedtischer Raum","","","",""
"In Ausbildung","2003","Brandenburg","Laendlicher Raum","81","0.0821309956657304","0.0639074136947285","0.100354577636732"
"In Ausbildung","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"In Ausbildung","2003","Mecklenburg-Vorpommern","Laendlicher Raum","49","0.0811365905532396","0.0559926786758512","0.106280502430628"
"In Ausbildung","2003","Sachsen","Staedtischer Raum","75","0.0959631714682691","0.0752796386405901","0.116646704295948"
"In Ausbildung","2003","Sachsen","Laendlicher Raum","69","0.0735632020433583","0.0558137156771261","0.0913126884095904"
"In Ausbildung","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"In Ausbildung","2003","Sachsen-Anhalt","Laendlicher Raum","80","0.0816866919284664","0.0621372883849685","0.101236095471964"
"In Ausbildung","2003","Thüringen","Staedtischer Raum","30","0.085855867951342","0.053500661404937","0.118211074497747"
"In Ausbildung","2003","Thüringen","Laendlicher Raum","68","0.0817282527923718","0.0609537050395089","0.102502800545235"
"In Rente oder Pension","2003","Schleswig-Holstein","Staedtischer Raum","72","0.305839442558321","0.252717263305791","0.358961621810852"
"In Rente oder Pension","2003","Schleswig-Holstein","Laendlicher Raum","86","0.236620642885921","0.193775784470884","0.279465501300959"
"In Rente oder Pension","2003","Hamburg","Staedtischer Raum","67","0.294131560066661","0.242047225334756","0.346215894798566"
"In Rente oder Pension","2003","Hamburg","Laendlicher Raum","","","",""
"In Rente oder Pension","2003","Niedersachsen","Staedtischer Raum","229","0.30546624712462","0.275686663021148","0.335245831228091"
"In Rente oder Pension","2003","Niedersachsen","Laendlicher Raum","224","0.288275039940628","0.259987863809086","0.316562216072171"
"In Rente oder Pension","2003","Bremen","Staedtischer Raum","42","0.31782170429173","0.248636346404833","0.387007062178627"
"In Rente oder Pension","2003","Bremen","Laendlicher Raum","","","",""
"In Rente oder Pension","2003","Nordrhein-Westfalen","Staedtischer Raum","1015","0.271702027179722","0.258778065453985","0.284625988905459"
"In Rente oder Pension","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"In Rente oder Pension","2003","Hessen","Staedtischer Raum","243","0.254193586045138","0.229841046423992","0.278546125666284"
"In Rente oder Pension","2003","Hessen","Laendlicher Raum","51","0.203251448379941","0.155072406412071","0.251430490347812"
"In Rente oder Pension","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","173","0.272305432951123","0.239857901520466","0.30475296438178"
"In Rente oder Pension","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","65","0.249596771209511","0.202179131727752","0.297014410691271"
"In Rente oder Pension","2003","Baden-Württemberg","Staedtischer Raum","479","0.250543683794711","0.233395654835111","0.267691712754311"
"In Rente oder Pension","2003","Baden-Württemberg","Laendlicher Raum","50","0.229617093538084","0.17514353128574","0.284090655790428"
"In Rente oder Pension","2003","Bayern","Staedtischer Raum","338","0.28165232060178","0.259143153529291","0.304161487674268"
"In Rente oder Pension","2003","Bayern","Laendlicher Raum","321","0.267353573305932","0.245606379961661","0.289100766650204"
"In Rente oder Pension","2003","Saarland","Staedtischer Raum","83","0.286183187288669","0.235459173043103","0.336907201534235"
"In Rente oder Pension","2003","Saarland","Laendlicher Raum","","","",""
"In Rente oder Pension","2003","Berlin","Staedtischer Raum","180","0.250536392887694","0.2209318160269","0.280140969748488"
"In Rente oder Pension","2003","Berlin","Laendlicher Raum","","","",""
"In Rente oder Pension","2003","Brandenburg","Staedtischer Raum","","","",""
"In Rente oder Pension","2003","Brandenburg","Laendlicher Raum","258","0.342668692452983","0.311168063802348","0.374169321103617"
"In Rente oder Pension","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"In Rente oder Pension","2003","Mecklenburg-Vorpommern","Laendlicher Raum","106","0.286656500475923","0.245014724697941","0.328298276253904"
"In Rente oder Pension","2003","Sachsen","Staedtischer Raum","194","0.328966462657675","0.295973046291345","0.361959879024005"
"In Rente oder Pension","2003","Sachsen","Laendlicher Raum","215","0.306959166353214","0.275599798871096","0.338318533835333"
"In Rente oder Pension","2003","Sachsen-Anhalt","Staedtischer Raum","55","0.385994221299547","0.314676377194229","0.457312065404864"
"In Rente oder Pension","2003","Sachsen-Anhalt","Laendlicher Raum","210","0.359948608197269","0.325688392684889","0.39420882370965"
"In Rente oder Pension","2003","Thüringen","Staedtischer Raum","69","0.275445488287688","0.223850774067571","0.327040202507805"
"In Rente oder Pension","2003","Thüringen","Laendlicher Raum","179","0.344859177566714","0.30881392402938","0.380904431104048"
"Arbeitslose","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"Arbeitslose","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"Arbeitslose","2003","Hamburg","Staedtischer Raum","","","",""
"Arbeitslose","2003","Hamburg","Laendlicher Raum","","","",""
"Arbeitslose","2003","Niedersachsen","Staedtischer Raum","41","0.0581386545277463","0.0430094424568514","0.0732678665986412"
"Arbeitslose","2003","Niedersachsen","Laendlicher Raum","39","0.05157933508491","0.0377669604426834","0.0653917097271366"
"Arbeitslose","2003","Bremen","Staedtischer Raum","","","",""
"Arbeitslose","2003","Bremen","Laendlicher Raum","","","",""
"Arbeitslose","2003","Nordrhein-Westfalen","Staedtischer Raum","232","0.0593721657118259","0.0525063043193284","0.0662380271043234"
"Arbeitslose","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Arbeitslose","2003","Hessen","Staedtischer Raum","57","0.0531688978157331","0.0406197569557401","0.0657180386757261"
"Arbeitslose","2003","Hessen","Laendlicher Raum","","","",""
"Arbeitslose","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","33","0.0587511159867161","0.0416099942311739","0.0758922377422584"
"Arbeitslose","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Arbeitslose","2003","Baden-Württemberg","Staedtischer Raum","93","0.0389467121383649","0.0312905970778966","0.0466028271988333"
"Arbeitslose","2003","Baden-Württemberg","Laendlicher Raum","","","",""
"Arbeitslose","2003","Bayern","Staedtischer Raum","51","0.0341493037976263","0.0250610313695063","0.0432375762257463"
"Arbeitslose","2003","Bayern","Laendlicher Raum","67","0.0478185283471512","0.0373334672012921","0.0583035894930102"
"Arbeitslose","2003","Saarland","Staedtischer Raum","","","",""
"Arbeitslose","2003","Saarland","Laendlicher Raum","","","",""
"Arbeitslose","2003","Berlin","Staedtischer Raum","79","0.107376932535971","0.0862256004984435","0.128528264573499"
"Arbeitslose","2003","Berlin","Laendlicher Raum","","","",""
"Arbeitslose","2003","Brandenburg","Staedtischer Raum","","","",""
"Arbeitslose","2003","Brandenburg","Laendlicher Raum","92","0.106380603906631","0.0859162815821747","0.126844926231087"
"Arbeitslose","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Arbeitslose","2003","Mecklenburg-Vorpommern","Laendlicher Raum","68","0.15621802978561","0.122784695649915","0.189651363921305"
"Arbeitslose","2003","Sachsen","Staedtischer Raum","96","0.127356564450152","0.103946185555818","0.150766943344486"
"Arbeitslose","2003","Sachsen","Laendlicher Raum","103","0.118871885894568","0.0968676301056723","0.140876141683463"
"Arbeitslose","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Arbeitslose","2003","Sachsen-Anhalt","Laendlicher Raum","106","0.149158938777232","0.123730992758202","0.174586884796262"
"Arbeitslose","2003","Thüringen","Staedtischer Raum","35","0.143737742719005","0.103220427701461","0.184255057736549"
"Arbeitslose","2003","Thüringen","Laendlicher Raum","74","0.123295822874901","0.0983636241749211","0.148228021574881"
"Sonstige Nichterwerbspersonen","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Schleswig-Holstein","Laendlicher Raum","32","0.0733225971727221","0.0470450153295068","0.0996001790159375"
"Sonstige Nichterwerbspersonen","2003","Hamburg","Staedtischer Raum","30","0.0841358555323189","0.0524050927804908","0.115866618284147"
"Sonstige Nichterwerbspersonen","2003","Hamburg","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Niedersachsen","Staedtischer Raum","85","0.0734818830193751","0.0566121802133621","0.090351585825388"
"Sonstige Nichterwerbspersonen","2003","Niedersachsen","Laendlicher Raum","101","0.0935140565516402","0.0753317506075807","0.1116963624957"
"Sonstige Nichterwerbspersonen","2003","Bremen","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Bremen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Nordrhein-Westfalen","Staedtischer Raum","503","0.0996456530890667","0.0909434225369069","0.108347883641226"
"Sonstige Nichterwerbspersonen","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Hessen","Staedtischer Raum","109","0.0937091664120833","0.0774096868143021","0.110008646009864"
"Sonstige Nichterwerbspersonen","2003","Hessen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","91","0.112350019052351","0.0893310223015689","0.135369015803133"
"Sonstige Nichterwerbspersonen","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","38","0.104678103910061","0.0711359746320709","0.13822023318805"
"Sonstige Nichterwerbspersonen","2003","Baden-Württemberg","Staedtischer Raum","257","0.0889005421856675","0.0776380522514735","0.100163032119862"
"Sonstige Nichterwerbspersonen","2003","Baden-Württemberg","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Bayern","Staedtischer Raum","135","0.0875911995380792","0.0734443289431996","0.101738070132959"
"Sonstige Nichterwerbspersonen","2003","Bayern","Laendlicher Raum","159","0.0930324024740857","0.0787590495212385","0.107305755426933"
"Sonstige Nichterwerbspersonen","2003","Saarland","Staedtischer Raum","44","0.136202729628808","0.097708379631604","0.174697079626012"
"Sonstige Nichterwerbspersonen","2003","Saarland","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Berlin","Staedtischer Raum","43","0.0559139651821541","0.0402170574306927","0.0716108729336155"
"Sonstige Nichterwerbspersonen","2003","Berlin","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Brandenburg","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Brandenburg","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Sachsen","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Sachsen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Thüringen","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2003","Thüringen","Laendlicher Raum","","","",""
"Beamte","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"Beamte","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"Beamte","2003","Hamburg","Staedtischer Raum","","","",""
"Beamte","2003","Hamburg","Laendlicher Raum","","","",""
"Beamte","2003","Niedersachsen","Staedtischer Raum","55","0.0411984692312613","0.0283487027725607","0.054048235689962"
"Beamte","2003","Niedersachsen","Laendlicher Raum","53","0.0447043166351393","0.0317988529321635","0.057609780338115"
