"beruf","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"In Rente oder Pension","1990","Mecklenburg-Vorpommern","Laendlicher Raum","49","0.161371164550033","0.127191645474973","0.195550683625093"
"In Rente oder Pension","1990","Sachsen","Staedtischer Raum","94","0.202821258252509","0.172775133737816","0.232867382767203"
"In Rente oder Pension","1990","Sachsen","Laendlicher Raum","105","0.246636786071637","0.212651965230124","0.280621606913151"
"In Rente oder Pension","1990","Sachsen-Anhalt","Staedtischer Raum","","","",""
"In Rente oder Pension","1990","Sachsen-Anhalt","Laendlicher Raum","101","0.231888478025893","0.198932853873341","0.264844102178444"
"In Rente oder Pension","1990","Thüringen","Staedtischer Raum","32","0.209614445961464","0.153621905328129","0.2656069865948"
"In Rente oder Pension","1990","Thüringen","Laendlicher Raum","76","0.220550470047013","0.184741447208004","0.256359492886022"
"Arbeitslose","1990","Schleswig-Holstein","Staedtischer Raum","","","",""
"Arbeitslose","1990","Schleswig-Holstein","Laendlicher Raum","","","",""
"Arbeitslose","1990","Hamburg","Staedtischer Raum","","","",""
"Arbeitslose","1990","Hamburg","Laendlicher Raum","","","",""
"Arbeitslose","1990","Niedersachsen","Staedtischer Raum","","","",""
"Arbeitslose","1990","Niedersachsen","Laendlicher Raum","","","",""
"Arbeitslose","1990","Bremen","Staedtischer Raum","","","",""
"Arbeitslose","1990","Bremen","Laendlicher Raum","","","",""
"Arbeitslose","1990","Nordrhein-Westfalen","Staedtischer Raum","94","0.0301762228550067","0.0234487624834616","0.0369036832265518"
"Arbeitslose","1990","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Arbeitslose","1990","Hessen","Staedtischer Raum","","","",""
"Arbeitslose","1990","Hessen","Laendlicher Raum","","","",""
"Arbeitslose","1990","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Arbeitslose","1990","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Arbeitslose","1990","Baden-Württemberg","Staedtischer Raum","30","0.00835005018879667","0.00381264473007409","0.0128874556475192"
"Arbeitslose","1990","Baden-Württemberg","Laendlicher Raum","","","",""
"Arbeitslose","1990","Bayern","Staedtischer Raum","","","",""
"Arbeitslose","1990","Bayern","Laendlicher Raum","","","",""
"Arbeitslose","1990","Saarland","Staedtischer Raum","","","",""
"Arbeitslose","1990","Saarland","Laendlicher Raum","","","",""
"Arbeitslose","1990","Berlin","Staedtischer Raum","","","",""
"Arbeitslose","1990","Berlin","Laendlicher Raum","","","",""
"Arbeitslose","1990","Brandenburg","Staedtischer Raum","","","",""
"Arbeitslose","1990","Brandenburg","Laendlicher Raum","","","",""
"Arbeitslose","1990","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Arbeitslose","1990","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Arbeitslose","1990","Sachsen","Staedtischer Raum","","","",""
"Arbeitslose","1990","Sachsen","Laendlicher Raum","","","",""
"Arbeitslose","1990","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Arbeitslose","1990","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Arbeitslose","1990","Thüringen","Staedtischer Raum","","","",""
"Arbeitslose","1990","Thüringen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Hamburg","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Hamburg","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Niedersachsen","Staedtischer Raum","79","0.139952129693569","0.108882834420289","0.171021424966848"
"Sonstige Nichterwerbspersonen","1990","Niedersachsen","Laendlicher Raum","73","0.13971294335803","0.109294440598501","0.17013144611756"
"Sonstige Nichterwerbspersonen","1990","Bremen","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Bremen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Nordrhein-Westfalen","Staedtischer Raum","427","0.145765660346034","0.13188888938066","0.159642431311409"
"Sonstige Nichterwerbspersonen","1990","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Hessen","Staedtischer Raum","119","0.119013295746875","0.0972579630585665","0.140768628435184"
"Sonstige Nichterwerbspersonen","1990","Hessen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Rheinland-Pfalz,Saarland","Staedtischer Raum","96","0.156858225774027","0.126764870435082","0.186951581112971"
"Sonstige Nichterwerbspersonen","1990","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Baden-Württemberg","Staedtischer Raum","216","0.121534038225953","0.105241254876702","0.137826821575205"
"Sonstige Nichterwerbspersonen","1990","Baden-Württemberg","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Bayern","Staedtischer Raum","115","0.124093926519603","0.101459300734233","0.146728552304972"
"Sonstige Nichterwerbspersonen","1990","Bayern","Laendlicher Raum","100","0.116833018670576","0.0942468902823277","0.139419147058824"
"Sonstige Nichterwerbspersonen","1990","Saarland","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Saarland","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Berlin","Staedtischer Raum","45","0.0475245938836686","0.0305431142964585","0.0645060734708788"
"Sonstige Nichterwerbspersonen","1990","Berlin","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Brandenburg","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Brandenburg","Laendlicher Raum","33","0.0498336955859681","0.0331053584422169","0.0665620327297193"
"Sonstige Nichterwerbspersonen","1990","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Mecklenburg-Vorpommern","Laendlicher Raum","34","0.0806853802862703","0.0553808899792577","0.105989870593283"
"Sonstige Nichterwerbspersonen","1990","Sachsen","Staedtischer Raum","38","0.0538704618782001","0.037000872089376","0.0707400516670242"
"Sonstige Nichterwerbspersonen","1990","Sachsen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Thüringen","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1990","Thüringen","Laendlicher Raum","32","0.0594613648023402","0.0390369212592356","0.0798858083454448"
"Beamte","1990","Schleswig-Holstein","Staedtischer Raum","","","",""
"Beamte","1990","Schleswig-Holstein","Laendlicher Raum","","","",""
"Beamte","1990","Hamburg","Staedtischer Raum","","","",""
"Beamte","1990","Hamburg","Laendlicher Raum","","","",""
"Beamte","1990","Niedersachsen","Staedtischer Raum","","","",""
"Beamte","1990","Niedersachsen","Laendlicher Raum","","","",""
"Beamte","1990","Bremen","Staedtischer Raum","","","",""
"Beamte","1990","Bremen","Laendlicher Raum","","","",""
"Beamte","1990","Nordrhein-Westfalen","Staedtischer Raum","101","0.0454027715392853","0.0372157946947213","0.0535897483838493"
"Beamte","1990","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Beamte","1990","Hessen","Staedtischer Raum","32","0.0461214453774132","0.0320291639386218","0.0602137268162047"
"Beamte","1990","Hessen","Laendlicher Raum","","","",""
"Beamte","1990","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Beamte","1990","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Beamte","1990","Baden-Württemberg","Staedtischer Raum","50","0.0453816666698489","0.0350030623426793","0.0557602709970185"
"Beamte","1990","Baden-Württemberg","Laendlicher Raum","","","",""
"Beamte","1990","Bayern","Staedtischer Raum","33","0.0532145750832644","0.0378043008305674","0.0686248493359614"
"Beamte","1990","Bayern","Laendlicher Raum","30","0.0421119854487516","0.0279899333286925","0.0562340375688107"
"Beamte","1990","Saarland","Staedtischer Raum","","","",""
"Beamte","1990","Saarland","Laendlicher Raum","","","",""
"Beamte","1990","Berlin","Staedtischer Raum","","","",""
"Beamte","1990","Berlin","Laendlicher Raum","","","",""
"Beamte","1990","Brandenburg","Staedtischer Raum","","","",""
"Beamte","1990","Brandenburg","Laendlicher Raum","","","",""
"Beamte","1990","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Beamte","1990","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Beamte","1990","Sachsen","Staedtischer Raum","","","",""
"Beamte","1990","Sachsen","Laendlicher Raum","","","",""
"Beamte","1990","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Beamte","1990","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Beamte","1990","Thüringen","Staedtischer Raum","","","",""
"Beamte","1990","Thüringen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Schleswig-Holstein","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Schleswig-Holstein","Laendlicher Raum","30","0.160957193344481","0.102726812560357","0.219187574128606"
"Angestellte, einfache Tätigkeiten","1991","Hamburg","Staedtischer Raum","31","0.119444116800932","0.0693489304740555","0.169539303127808"
"Angestellte, einfache Tätigkeiten","1991","Hamburg","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Niedersachsen","Staedtischer Raum","86","0.128279861054177","0.0981119755010942","0.158447746607259"
"Angestellte, einfache Tätigkeiten","1991","Niedersachsen","Laendlicher Raum","86","0.147586100608119","0.116496790894818","0.17867541032142"
"Angestellte, einfache Tätigkeiten","1991","Bremen","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Bremen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Nordrhein-Westfalen","Staedtischer Raum","511","0.145879210621978","0.131964306876822","0.159794114367133"
"Angestellte, einfache Tätigkeiten","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Hessen","Staedtischer Raum","205","0.180468208475646","0.15420983981187","0.206726577139421"
"Angestellte, einfache Tätigkeiten","1991","Hessen","Laendlicher Raum","32","0.124201824248","0.0689745240780016","0.179429124417998"
"Angestellte, einfache Tätigkeiten","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","129","0.197814126168825","0.164492355221577","0.231135897116074"
"Angestellte, einfache Tätigkeiten","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Baden-Württemberg","Staedtischer Raum","461","0.207126551868233","0.186965088205599","0.227288015530867"
"Angestellte, einfache Tätigkeiten","1991","Baden-Württemberg","Laendlicher Raum","72","0.249311603366538","0.194579319901489","0.304043886831587"
"Angestellte, einfache Tätigkeiten","1991","Bayern","Staedtischer Raum","160","0.147166817543623","0.122555857731476","0.171777777355771"
"Angestellte, einfache Tätigkeiten","1991","Bayern","Laendlicher Raum","199","0.19602043532384","0.168562776896233","0.223478093751448"
"Angestellte, einfache Tätigkeiten","1991","Saarland","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Saarland","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Berlin","Staedtischer Raum","107","0.165612630616979","0.13566807819477","0.195557183039187"
"Angestellte, einfache Tätigkeiten","1991","Berlin","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Brandenburg","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Brandenburg","Laendlicher Raum","113","0.160972517643743","0.132229508660091","0.189715526627395"
"Angestellte, einfache Tätigkeiten","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1991","Mecklenburg-Vorpommern","Laendlicher Raum","73","0.170171724855672","0.13392983134338","0.206413618367963"
"Angestellte, einfache Tätigkeiten","1991","Sachsen","Staedtischer Raum","90","0.138183682937074","0.110909844022391","0.165457521851757"
"Angestellte, einfache Tätigkeiten","1991","Sachsen","Laendlicher Raum","98","0.149089581722238","0.120300686660621","0.177878476783856"
"Angestellte, einfache Tätigkeiten","1991","Sachsen-Anhalt","Staedtischer Raum","34","0.16376605538714","0.108300179403184","0.219231931371096"
"Angestellte, einfache Tätigkeiten","1991","Sachsen-Anhalt","Laendlicher Raum","114","0.165218185957292","0.135771060932329","0.194665310982255"
"Angestellte, einfache Tätigkeiten","1991","Thüringen","Staedtischer Raum","37","0.201186525438413","0.143881685667107","0.25849136520972"
"Angestellte, einfache Tätigkeiten","1991","Thüringen","Laendlicher Raum","97","0.165636206378115","0.132551096270256","0.198721316485973"
"Angestellte, qualifizierte Tätigkeiten","1991","Schleswig-Holstein","Staedtischer Raum","41","0.297574628641703","0.223159346119317","0.371989911164089"
"Angestellte, qualifizierte Tätigkeiten","1991","Schleswig-Holstein","Laendlicher Raum","35","0.267033319560766","0.196931834350076","0.337134804771455"
"Angestellte, qualifizierte Tätigkeiten","1991","Hamburg","Staedtischer Raum","52","0.357884374402084","0.283836407171871","0.431932341632296"
"Angestellte, qualifizierte Tätigkeiten","1991","Hamburg","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Niedersachsen","Staedtischer Raum","127","0.279385976651804","0.238906885953169","0.319865067350439"
"Angestellte, qualifizierte Tätigkeiten","1991","Niedersachsen","Laendlicher Raum","116","0.214685421552945","0.178695061137195","0.250675781968694"
"Angestellte, qualifizierte Tätigkeiten","1991","Bremen","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Bremen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Nordrhein-Westfalen","Staedtischer Raum","631","0.282265144859695","0.264521840469467","0.300008449249924"
"Angestellte, qualifizierte Tätigkeiten","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Hessen","Staedtischer Raum","225","0.250386887560102","0.220806159196322","0.279967615923882"
"Angestellte, qualifizierte Tätigkeiten","1991","Hessen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","140","0.25988813114936","0.223201838487572","0.296574423811147"
"Angestellte, qualifizierte Tätigkeiten","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Baden-Württemberg","Staedtischer Raum","389","0.285158092758602","0.262696006759835","0.307620178757368"
"Angestellte, qualifizierte Tätigkeiten","1991","Baden-Württemberg","Laendlicher Raum","50","0.221265665483876","0.168749362420288","0.273781968547463"
"Angestellte, qualifizierte Tätigkeiten","1991","Bayern","Staedtischer Raum","221","0.263348809323918","0.232751151449187","0.29394646719865"
"Angestellte, qualifizierte Tätigkeiten","1991","Bayern","Laendlicher Raum","207","0.247610080534163","0.217756531837103","0.277463629231222"
"Angestellte, qualifizierte Tätigkeiten","1991","Saarland","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Saarland","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Berlin","Staedtischer Raum","218","0.355423565909284","0.316867069837855","0.393980061980712"
"Angestellte, qualifizierte Tätigkeiten","1991","Berlin","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Brandenburg","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Brandenburg","Laendlicher Raum","240","0.341112412915546","0.304033867047584","0.378190958783509"
"Angestellte, qualifizierte Tätigkeiten","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Mecklenburg-Vorpommern","Laendlicher Raum","165","0.371293239053782","0.324696486452625","0.41788999165494"
"Angestellte, qualifizierte Tätigkeiten","1991","Sachsen","Staedtischer Raum","279","0.405041883230741","0.366244387246831","0.443839379214651"
"Angestellte, qualifizierte Tätigkeiten","1991","Sachsen","Laendlicher Raum","260","0.409551791341375","0.369804755395486","0.449298827287264"
"Angestellte, qualifizierte Tätigkeiten","1991","Sachsen-Anhalt","Staedtischer Raum","84","0.460932450476706","0.386220465926468","0.535644435026943"
"Angestellte, qualifizierte Tätigkeiten","1991","Sachsen-Anhalt","Laendlicher Raum","254","0.370290938978338","0.332002381937411","0.408579496019265"
"Angestellte, qualifizierte Tätigkeiten","1991","Thüringen","Staedtischer Raum","89","0.409251607406601","0.338966123762716","0.479537091050486"
"Angestellte, qualifizierte Tätigkeiten","1991","Thüringen","Laendlicher Raum","183","0.351879167786496","0.309377889693541","0.39438044587945"
"Selbstständige/ManagerInnen","1991","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Schleswig-Holstein","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Hamburg","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Hamburg","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Niedersachsen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Niedersachsen","Laendlicher Raum","39","0.0715234541279064","0.0489357132159259","0.0941111950398869"
"Selbstständige/ManagerInnen","1991","Bremen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Bremen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Nordrhein-Westfalen","Staedtischer Raum","122","0.0525810735119464","0.04378255382223","0.0613795932016627"
"Selbstständige/ManagerInnen","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Hessen","Staedtischer Raum","47","0.0484413287902795","0.0337821279622336","0.0631005296183254"
"Selbstständige/ManagerInnen","1991","Hessen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Baden-Württemberg","Staedtischer Raum","78","0.062008004505792","0.0500095398532583","0.0740064691583257"
"Selbstständige/ManagerInnen","1991","Baden-Württemberg","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Bayern","Staedtischer Raum","67","0.089849479159081","0.0699836841351397","0.109715274183022"
"Selbstständige/ManagerInnen","1991","Bayern","Laendlicher Raum","50","0.0678224888967346","0.0504314113902949","0.0852135664031744"
"Selbstständige/ManagerInnen","1991","Saarland","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Saarland","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Berlin","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Berlin","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Brandenburg","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Brandenburg","Laendlicher Raum","33","0.0513763046244807","0.0341101078887621","0.0686425013601993"
"Selbstständige/ManagerInnen","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Sachsen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Sachsen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1991","Thüringen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1991","Thüringen","Laendlicher Raum","","","",""
"In Ausbildung","1991","Schleswig-Holstein","Staedtischer Raum","","","",""
"In Ausbildung","1991","Schleswig-Holstein","Laendlicher Raum","","","",""
"In Ausbildung","1991","Hamburg","Staedtischer Raum","","","",""
"In Ausbildung","1991","Hamburg","Laendlicher Raum","","","",""
"In Ausbildung","1991","Niedersachsen","Staedtischer Raum","47","0.0778932813449136","0.0537154310269935","0.102071131662834"
"In Ausbildung","1991","Niedersachsen","Laendlicher Raum","54","0.0911324718766196","0.0659063809024786","0.116358562850761"
"In Ausbildung","1991","Bremen","Staedtischer Raum","","","",""
"In Ausbildung","1991","Bremen","Laendlicher Raum","","","",""
"In Ausbildung","1991","Nordrhein-Westfalen","Staedtischer Raum","276","0.0951446179666793","0.0835780221972478","0.106711213736111"
"In Ausbildung","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"In Ausbildung","1991","Hessen","Staedtischer Raum","61","0.0735197118696954","0.0556998441780733","0.0913395795613175"
"In Ausbildung","1991","Hessen","Laendlicher Raum","","","",""
"In Ausbildung","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","45","0.0590668703187241","0.0393465811506828","0.0787871594867654"
"In Ausbildung","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"In Ausbildung","1991","Baden-Württemberg","Staedtischer Raum","139","0.0792971137766485","0.0658542847516153","0.0927399428016816"
"In Ausbildung","1991","Baden-Württemberg","Laendlicher Raum","","","",""
"In Ausbildung","1991","Bayern","Staedtischer Raum","56","0.0575578513981825","0.0413781242189765","0.0737375785773885"
"In Ausbildung","1991","Bayern","Laendlicher Raum","67","0.0716194280185407","0.0537846066338583","0.0894542494032231"
"In Ausbildung","1991","Saarland","Staedtischer Raum","","","",""
"In Ausbildung","1991","Saarland","Laendlicher Raum","","","",""
"In Ausbildung","1991","Berlin","Staedtischer Raum","57","0.0746625540606223","0.0534892454600065","0.0958358626612382"
"In Ausbildung","1991","Berlin","Laendlicher Raum","","","",""
"In Ausbildung","1991","Brandenburg","Staedtischer Raum","","","",""
"In Ausbildung","1991","Brandenburg","Laendlicher Raum","46","0.0587903053574532","0.040392571881479","0.0771880388334274"
"In Ausbildung","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"In Ausbildung","1991","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"In Ausbildung","1991","Sachsen","Staedtischer Raum","37","0.0529707706338794","0.035269258364541","0.0706722829032179"
"In Ausbildung","1991","Sachsen","Laendlicher Raum","37","0.042981680400864","0.0265885743327136","0.0593747864690144"
"In Ausbildung","1991","Sachsen-Anhalt","Staedtischer Raum","","","",""
"In Ausbildung","1991","Sachsen-Anhalt","Laendlicher Raum","35","0.0439821787847354","0.0277229908958781","0.0602413666735928"
"In Ausbildung","1991","Thüringen","Staedtischer Raum","","","",""
"In Ausbildung","1991","Thüringen","Laendlicher Raum","","","",""
"In Rente oder Pension","1991","Schleswig-Holstein","Staedtischer Raum","","","",""
"In Rente oder Pension","1991","Schleswig-Holstein","Laendlicher Raum","","","",""
"In Rente oder Pension","1991","Hamburg","Staedtischer Raum","42","0.335574558665259","0.26263673617086","0.408512381159657"
"In Rente oder Pension","1991","Hamburg","Laendlicher Raum","","","",""
"In Rente oder Pension","1991","Niedersachsen","Staedtischer Raum","83","0.240586644560756","0.202025318108839","0.279147971012674"
"In Rente oder Pension","1991","Niedersachsen","Laendlicher Raum","88","0.249008722960634","0.211104481003209","0.286912964918059"
"In Rente oder Pension","1991","Bremen","Staedtischer Raum","35","0.488998801428158","0.389520793323538","0.588476809532778"
"In Rente oder Pension","1991","Bremen","Laendlicher Raum","","","",""
"In Rente oder Pension","1991","Nordrhein-Westfalen","Staedtischer Raum","351","0.218142712766009","0.201862579456548","0.23442284607547"
"In Rente oder Pension","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"In Rente oder Pension","1991","Hessen","Staedtischer Raum","135","0.271495629565439","0.241130021139027","0.30186123799185"
"In Rente oder Pension","1991","Hessen","Laendlicher Raum","35","0.370499618672932","0.289631062577998","0.451368174767867"
"In Rente oder Pension","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","100","0.244237393950267","0.208298831818081","0.280175956082453"
"In Rente oder Pension","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"In Rente oder Pension","1991","Baden-Württemberg","Staedtischer Raum","202","0.201619927323413","0.181659317576579","0.221580537070247"
"In Rente oder Pension","1991","Baden-Württemberg","Laendlicher Raum","40","0.26150040632438","0.205903095661436","0.317097716987324"
"In Rente oder Pension","1991","Bayern","Staedtischer Raum","125","0.238849416870039","0.209229151707612","0.268469682032466"
"In Rente oder Pension","1991","Bayern","Laendlicher Raum","124","0.23957866102352","0.210056949452181","0.269100372594858"
"In Rente oder Pension","1991","Saarland","Staedtischer Raum","","","",""
"In Rente oder Pension","1991","Saarland","Laendlicher Raum","","","",""
"In Rente oder Pension","1991","Berlin","Staedtischer Raum","80","0.220591707652099","0.187190333059898","0.253993082244299"
"In Rente oder Pension","1991","Berlin","Laendlicher Raum","","","",""
"In Rente oder Pension","1991","Brandenburg","Staedtischer Raum","","","",""
"In Rente oder Pension","1991","Brandenburg","Laendlicher Raum","100","0.221691089569768","0.189203432716757","0.254178746422778"
"In Rente oder Pension","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"In Rente oder Pension","1991","Mecklenburg-Vorpommern","Laendlicher Raum","61","0.213689713035144","0.17415652375428","0.253222902316008"
"In Rente oder Pension","1991","Sachsen","Staedtischer Raum","93","0.212977309265722","0.180620117115019","0.245334501416425"
"In Rente oder Pension","1991","Sachsen","Laendlicher Raum","107","0.255882851841356","0.220613240361663","0.291152463321049"
"In Rente oder Pension","1991","Sachsen-Anhalt","Staedtischer Raum","","","",""
"In Rente oder Pension","1991","Sachsen-Anhalt","Laendlicher Raum","103","0.2546800403631","0.220134155853601","0.2892259248726"
"In Rente oder Pension","1991","Thüringen","Staedtischer Raum","","","",""
"In Rente oder Pension","1991","Thüringen","Laendlicher Raum","81","0.241623405527608","0.203526545452142","0.279720265603075"
"Arbeitslose","1991","Schleswig-Holstein","Staedtischer Raum","","","",""
"Arbeitslose","1991","Schleswig-Holstein","Laendlicher Raum","","","",""
"Arbeitslose","1991","Hamburg","Staedtischer Raum","","","",""
"Arbeitslose","1991","Hamburg","Laendlicher Raum","","","",""
"Arbeitslose","1991","Niedersachsen","Staedtischer Raum","","","",""
"Arbeitslose","1991","Niedersachsen","Laendlicher Raum","","","",""
"Arbeitslose","1991","Bremen","Staedtischer Raum","","","",""
"Arbeitslose","1991","Bremen","Laendlicher Raum","","","",""
"Arbeitslose","1991","Nordrhein-Westfalen","Staedtischer Raum","80","0.0249076756058929","0.0187642114718964","0.0310511397398894"
"Arbeitslose","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Arbeitslose","1991","Hessen","Staedtischer Raum","","","",""
"Arbeitslose","1991","Hessen","Laendlicher Raum","","","",""
"Arbeitslose","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Arbeitslose","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Arbeitslose","1991","Baden-Württemberg","Staedtischer Raum","","","",""
"Arbeitslose","1991","Baden-Württemberg","Laendlicher Raum","","","",""
"Arbeitslose","1991","Bayern","Staedtischer Raum","","","",""
"Arbeitslose","1991","Bayern","Laendlicher Raum","","","",""
"Arbeitslose","1991","Saarland","Staedtischer Raum","","","",""
"Arbeitslose","1991","Saarland","Laendlicher Raum","","","",""
"Arbeitslose","1991","Berlin","Staedtischer Raum","44","0.0485442091629896","0.0312320889271805","0.0658563293987988"
"Arbeitslose","1991","Berlin","Laendlicher Raum","","","",""
"Arbeitslose","1991","Brandenburg","Staedtischer Raum","","","",""
"Arbeitslose","1991","Brandenburg","Laendlicher Raum","51","0.0872016851418063","0.0651359641347714","0.109267406148841"
