"beruf","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Arbeitslose","1987","Staedtischer Raum","366","0.0361041323642459","0.0320679028827582","0.0401403618457336"
"Arbeitslose","1987","Laendlicher Raum","105","0.0398525979728096","0.031722833306279","0.0479823626393403"
"Beamte","1987","Staedtischer Raum","326","0.0450287650970521","0.0405421119329485","0.0495154182611556"
"Beamte","1987","Laendlicher Raum","117","0.0538070195064013","0.0444294556845419","0.0631845833282607"
"In Ausbildung","1987","Staedtischer Raum","866","0.0856189836580904","0.0795651432296577","0.091672824086523"
"In Ausbildung","1987","Laendlicher Raum","217","0.0807274067806783","0.0694056621024569","0.0920491514588997"
"In Rente oder Pension","1987","Staedtischer Raum","1128","0.226606874036314","0.217549151174472","0.235664596898155"
"In Rente oder Pension","1987","Laendlicher Raum","359","0.241471326995522","0.223684458875955","0.259258195115088"
"Selbstständige/ManagerInnen","1987","Staedtischer Raum","415","0.0519728169542507","0.0471701678383517","0.0567754660701497"
"Selbstständige/ManagerInnen","1987","Laendlicher Raum","163","0.0758835371972435","0.0648778329884409","0.0868892414060462"
"Sonstige Nichterwerbspersonen","1987","Staedtischer Raum","1278","0.139438442200476","0.131943564220978","0.146933320179974"
"Sonstige Nichterwerbspersonen","1987","Laendlicher Raum","315","0.132465186358531","0.11837635298379","0.146554019733271"
"Angestellte, einfache Tätigkeiten","1988","Staedtischer Raum","1686","0.148480939512117","0.140624089623437","0.156337789400796"
"Angestellte, einfache Tätigkeiten","1988","Laendlicher Raum","406","0.148950392571657","0.1336642643683","0.164236520775015"
"Angestellte, qualifizierte Tätigkeiten","1988","Staedtischer Raum","1997","0.273153690568924","0.263308123238111","0.282999257899737"
"Angestellte, qualifizierte Tätigkeiten","1988","Laendlicher Raum","468","0.215668790649871","0.198010745073379","0.233326836226364"
"Arbeitslose","1988","Staedtischer Raum","344","0.0348574167321972","0.0308045786478108","0.0389102548165835"
"Arbeitslose","1988","Laendlicher Raum","113","0.0497691176942801","0.0404324097327474","0.0591058256558128"
"Beamte","1988","Staedtischer Raum","305","0.045814785816092","0.0411948590959506","0.0504347125362334"
"Beamte","1988","Laendlicher Raum","105","0.0508682316546556","0.0414344502477435","0.0603020130615677"
"In Ausbildung","1988","Staedtischer Raum","805","0.0850687440946711","0.0789042824023242","0.0912332057870179"
"In Ausbildung","1988","Laendlicher Raum","188","0.0753506124249603","0.0640179704102004","0.0866832544397202"
"In Rente oder Pension","1988","Staedtischer Raum","1105","0.227213577898547","0.217954605336741","0.236472550460353"
"In Rente oder Pension","1988","Laendlicher Raum","346","0.247071479675528","0.2285537638165","0.265589195534556"
"Selbstständige/ManagerInnen","1988","Staedtischer Raum","392","0.0514500536693698","0.0465687150773165","0.056331392261423"
"Selbstständige/ManagerInnen","1988","Laendlicher Raum","156","0.0780534044225735","0.0665361743829674","0.0895706344621796"
"Sonstige Nichterwerbspersonen","1988","Staedtischer Raum","1234","0.133960791708082","0.126434630000941","0.141486953415224"
"Sonstige Nichterwerbspersonen","1988","Laendlicher Raum","302","0.134267970906474","0.119630124386357","0.148905817426591"
"Angestellte, einfache Tätigkeiten","1989","Staedtischer Raum","1759","0.158113605055492","0.149945304506083","0.166281905604901"
"Angestellte, einfache Tätigkeiten","1989","Laendlicher Raum","407","0.154041320312006","0.138132860362287","0.169949780261725"
"Angestellte, qualifizierte Tätigkeiten","1989","Staedtischer Raum","1928","0.272659861612279","0.2626897567665","0.282629966458058"
"Angestellte, qualifizierte Tätigkeiten","1989","Laendlicher Raum","455","0.224225941695164","0.205845941904493","0.242605941485836"
"Arbeitslose","1989","Staedtischer Raum","245","0.0263636511171807","0.0227767326053329","0.0299505696290285"
"Arbeitslose","1989","Laendlicher Raum","79","0.0376136307041988","0.0292290315072896","0.045998229901108"
"Beamte","1989","Staedtischer Raum","282","0.0431640862919749","0.038614201993618","0.0477139705903317"
"Beamte","1989","Laendlicher Raum","102","0.0538752015127038","0.0439256474985828","0.0638247555268247"
"In Ausbildung","1989","Staedtischer Raum","750","0.0859683867603444","0.0796925687686251","0.0922442047520638"
"In Ausbildung","1989","Laendlicher Raum","176","0.0760403633172445","0.064359268781501","0.087721457852988"
"In Rente oder Pension","1989","Staedtischer Raum","1105","0.229942643867988","0.220521760217618","0.239363527518358"
"In Rente oder Pension","1989","Laendlicher Raum","333","0.250664193085846","0.231564809967717","0.269763576203975"
"Selbstständige/ManagerInnen","1989","Staedtischer Raum","384","0.0517800107687959","0.0468191622675593","0.0567408592700325"
"Selbstständige/ManagerInnen","1989","Laendlicher Raum","139","0.069485515114658","0.0582796947275853","0.0806913355017306"
"Sonstige Nichterwerbspersonen","1989","Staedtischer Raum","1211","0.132007754525945","0.124429346443679","0.139586162608211"
"Sonstige Nichterwerbspersonen","1989","Laendlicher Raum","287","0.134053834258179","0.119039018262487","0.14906865025387"
"Angestellte, einfache Tätigkeiten","1990","Staedtischer Raum","1805","0.147566758191963","0.140206962164382","0.154926554219544"
"Angestellte, einfache Tätigkeiten","1990","Laendlicher Raum","893","0.163753096492412","0.153315956463739","0.174190236521085"
"Angestellte, qualifizierte Tätigkeiten","1990","Staedtischer Raum","2808","0.308455779330332","0.298871758359796","0.318039800300867"
"Angestellte, qualifizierte Tätigkeiten","1990","Laendlicher Raum","1999","0.337325804324015","0.323990765009463","0.350660843638566"
"Arbeitslose","1990","Staedtischer Raum","247","0.0234241064220605","0.0202855796512194","0.0265626331929015"
"Arbeitslose","1990","Laendlicher Raum","69","0.0201786560588219","0.0162127807526969","0.0241445313649469"
"Beamte","1990","Staedtischer Raum","281","0.041088261320536","0.0369692828590865","0.0452072397819854"
"Beamte","1990","Laendlicher Raum","96","0.0311346482581889","0.0262360346716971","0.0360332618446806"
"In Ausbildung","1990","Staedtischer Raum","783","0.0804913716209829","0.0748459823984161","0.0861367608435497"
"In Ausbildung","1990","Laendlicher Raum","347","0.0658127919533147","0.0588193398643014","0.0728062440423281"
"In Rente oder Pension","1990","Staedtischer Raum","1335","0.223808269305967","0.21515930924632","0.232457229365615"
"In Rente oder Pension","1990","Laendlicher Raum","764","0.232431722771026","0.220518597799238","0.244344847742814"
"Selbstständige/ManagerInnen","1990","Staedtischer Raum","451","0.0531866977940265","0.0485300326399212","0.0578433629481319"
"Selbstständige/ManagerInnen","1990","Laendlicher Raum","241","0.0538003937440543","0.0474367831398216","0.060164004348287"
"Sonstige Nichterwerbspersonen","1990","Staedtischer Raum","1211","0.121978756014132","0.11518772156919","0.128769790459074"
"Sonstige Nichterwerbspersonen","1990","Laendlicher Raum","420","0.0955628863981675","0.0872710007273943","0.103854772068941"
"Angestellte, einfache Tätigkeiten","1991","Staedtischer Raum","1902","0.162010196922886","0.154279279602475","0.169741114243298"
"Angestellte, einfache Tätigkeiten","1991","Laendlicher Raum","941","0.169926206404049","0.159235617099839","0.18061679570826"
"Angestellte, qualifizierte Tätigkeiten","1991","Staedtischer Raum","2566","0.29363176492535","0.284076173215544","0.303187356635156"
"Angestellte, qualifizierte Tätigkeiten","1991","Laendlicher Raum","1578","0.288644833841192","0.275746362211842","0.301543305470541"
"Arbeitslose","1991","Staedtischer Raum","316","0.028489191759574","0.0249985573202987","0.0319798261988493"
"Arbeitslose","1991","Laendlicher Raum","291","0.0486739270369503","0.0425486461837227","0.0547992078901778"
"Beamte","1991","Staedtischer Raum","294","0.0416166023379223","0.0374263185381964","0.0458068861376482"
"Beamte","1991","Laendlicher Raum","117","0.0326313723209531","0.0275739784015386","0.0376887662403676"
"In Ausbildung","1991","Staedtischer Raum","767","0.0751486640623581","0.0696172383643072","0.0806800897604089"
"In Ausbildung","1991","Laendlicher Raum","363","0.0683584780273133","0.0611750172657308","0.0755419387888958"
"In Rente oder Pension","1991","Staedtischer Raum","1334","0.231652675770295","0.222800746425182","0.240504605115408"
"In Rente oder Pension","1991","Laendlicher Raum","793","0.242181501866646","0.229986940081268","0.254376063652023"
"Selbstständige/ManagerInnen","1991","Staedtischer Raum","440","0.0539562712061676","0.0492158486411439","0.0586966937711914"
"Selbstständige/ManagerInnen","1991","Laendlicher Raum","252","0.0551069074830788","0.0486114840115639","0.0616023309545936"
"Sonstige Nichterwerbspersonen","1991","Staedtischer Raum","1107","0.113494633015447","0.10683931467416","0.120149951356733"
"Sonstige Nichterwerbspersonen","1991","Laendlicher Raum","406","0.0944767730198178","0.086150983334573","0.102802562705063"
"Angestellte, einfache Tätigkeiten","1992","Staedtischer Raum","1777","0.153081440870559","0.145483863727138","0.160679018013979"
"Angestellte, einfache Tätigkeiten","1992","Laendlicher Raum","809","0.152989790322252","0.142530121353977","0.163449459290528"
"Angestellte, qualifizierte Tätigkeiten","1992","Staedtischer Raum","2462","0.286726482614056","0.277184140647575","0.296268824580538"
"Angestellte, qualifizierte Tätigkeiten","1992","Laendlicher Raum","1397","0.268692399621498","0.255812273158253","0.281572526084743"
"Arbeitslose","1992","Staedtischer Raum","446","0.0412875583237365","0.0370895160782848","0.0454856005691881"
"Arbeitslose","1992","Laendlicher Raum","398","0.067741445680903","0.0604395132202539","0.075043378141552"
"Beamte","1992","Staedtischer Raum","272","0.0380580007376267","0.0340207060405864","0.042095295434667"
"Beamte","1992","Laendlicher Raum","114","0.0326336041127004","0.0274709811175484","0.0377962271078524"
"In Ausbildung","1992","Staedtischer Raum","778","0.0756606952574235","0.0700805706520121","0.081240819862835"
"In Ausbildung","1992","Laendlicher Raum","389","0.0725207670094338","0.064985030857272","0.0800565031615956"
"In Rente oder Pension","1992","Staedtischer Raum","1390","0.237125077852584","0.228150615596902","0.246099540108266"
"In Rente oder Pension","1992","Laendlicher Raum","862","0.26633293663671","0.253488816978472","0.279177056294949"
"Selbstständige/ManagerInnen","1992","Staedtischer Raum","457","0.0573553232408624","0.0524490255192152","0.0622616209625095"
"Selbstständige/ManagerInnen","1992","Laendlicher Raum","234","0.0526338833539029","0.046145537021812","0.0591222296859938"
"Sonstige Nichterwerbspersonen","1992","Staedtischer Raum","1046","0.110705421103152","0.104084776289135","0.11732606591717"
"Sonstige Nichterwerbspersonen","1992","Laendlicher Raum","347","0.0864551732625993","0.0782892965870493","0.0946210499381493"
"Angestellte, einfache Tätigkeiten","1993","Staedtischer Raum","1759","0.157886542501513","0.150165222198856","0.16560786280417"
"Angestellte, einfache Tätigkeiten","1993","Laendlicher Raum","818","0.160114424040934","0.149421406779987","0.170807441301882"
"Angestellte, qualifizierte Tätigkeiten","1993","Staedtischer Raum","2365","0.27620803611058","0.266740025389853","0.285676046831307"
"Angestellte, qualifizierte Tätigkeiten","1993","Laendlicher Raum","1284","0.247047956585727","0.234471761406688","0.259624151764767"
"Arbeitslose","1993","Staedtischer Raum","476","0.0456804615392698","0.0412592035566365","0.0501017195219031"
"Arbeitslose","1993","Laendlicher Raum","436","0.0785727897628823","0.0707269112187182","0.0864186683070463"
"Beamte","1993","Staedtischer Raum","295","0.0425648207375086","0.0382900404078082","0.0468396010672089"
"Beamte","1993","Laendlicher Raum","116","0.0325740585886866","0.027397754534619","0.0377503626427542"
"In Ausbildung","1993","Staedtischer Raum","772","0.0760858437376786","0.0704714683270475","0.0817002191483097"
"In Ausbildung","1993","Laendlicher Raum","383","0.0699323012179793","0.0624957569369835","0.077368845498975"
"In Rente oder Pension","1993","Staedtischer Raum","1422","0.236135886878697","0.22714251072975","0.245129263027644"
"In Rente oder Pension","1993","Laendlicher Raum","886","0.272843407380486","0.259855305609963","0.28583150915101"
"Selbstständige/ManagerInnen","1993","Staedtischer Raum","467","0.05914162792815","0.0541465476563383","0.0641367081999617"
"Selbstständige/ManagerInnen","1993","Laendlicher Raum","248","0.056957138696013","0.050199191786608","0.063715085605418"
"Sonstige Nichterwerbspersonen","1993","Staedtischer Raum","1011","0.106296780566603","0.0997701290542416","0.112823432078964"
"Sonstige Nichterwerbspersonen","1993","Laendlicher Raum","347","0.0819579237272908","0.0739595490426711","0.0899562984119106"
"Angestellte, einfache Tätigkeiten","1994","Staedtischer Raum","1578","0.147966581255485","0.14039285104441","0.155540311466559"
"Angestellte, einfache Tätigkeiten","1994","Laendlicher Raum","714","0.139278087445666","0.129070813201686","0.149485361689646"
"Angestellte, qualifizierte Tätigkeiten","1994","Staedtischer Raum","2386","0.277397948372666","0.267848002416447","0.286947894328886"
"Angestellte, qualifizierte Tätigkeiten","1994","Laendlicher Raum","1287","0.253254990678307","0.240434574399997","0.266075406956617"
"Arbeitslose","1994","Staedtischer Raum","558","0.0534342306935941","0.0486370632852565","0.0582313981019318"
"Arbeitslose","1994","Laendlicher Raum","477","0.0933009772399439","0.0847264215278149","0.101875532952073"
"Beamte","1994","Staedtischer Raum","295","0.0421973695010856","0.0379091165171144","0.0464856224850568"
"Beamte","1994","Laendlicher Raum","134","0.0401440664344054","0.0343571039804965","0.0459310288883143"
"In Ausbildung","1994","Staedtischer Raum","701","0.0691507101396829","0.0637389604055381","0.0745624598738278"
"In Ausbildung","1994","Laendlicher Raum","370","0.0663173748574331","0.0589815279710664","0.0736532217437998"
"In Rente oder Pension","1994","Staedtischer Raum","1441","0.243645343774156","0.234488590827933","0.252802096720379"
"In Rente oder Pension","1994","Laendlicher Raum","850","0.26583707321956","0.25281317616353","0.27886097027559"
"Selbstständige/ManagerInnen","1994","Staedtischer Raum","457","0.0574931344683802","0.0525277835054033","0.0624584854313571"
"Selbstständige/ManagerInnen","1994","Laendlicher Raum","247","0.0562002871525454","0.0494106565902373","0.0629899177148536"
"Sonstige Nichterwerbspersonen","1994","Staedtischer Raum","1027","0.108714681794951","0.102074924997721","0.11535443859218"
"Sonstige Nichterwerbspersonen","1994","Laendlicher Raum","341","0.0856671429721391","0.0774163391460087","0.0939179467982695"
"Angestellte, einfache Tätigkeiten","1995","Staedtischer Raum","1674","0.146808494245271","0.139368679785696","0.154248308704847"
"Angestellte, einfache Tätigkeiten","1995","Laendlicher Raum","805","0.150690632611152","0.140325349509978","0.161055915712326"
"Angestellte, qualifizierte Tätigkeiten","1995","Staedtischer Raum","2436","0.274535991321759","0.265154522688313","0.283917459955204"
"Angestellte, qualifizierte Tätigkeiten","1995","Laendlicher Raum","1334","0.255818861686695","0.243177009927881","0.268460713445509"
"Arbeitslose","1995","Staedtischer Raum","577","0.0566438492896069","0.0517845072060115","0.0615031913732023"
"Arbeitslose","1995","Laendlicher Raum","418","0.0802717435626301","0.0723991796347672","0.088144307490493"
"Beamte","1995","Staedtischer Raum","298","0.0423718293163146","0.0381373470838891","0.0466063115487401"
"Beamte","1995","Laendlicher Raum","131","0.0351899498958227","0.0298512523581844","0.0405286474334611"
"In Ausbildung","1995","Staedtischer Raum","753","0.0729080335630403","0.0674427543726485","0.0783733127534321"
"In Ausbildung","1995","Laendlicher Raum","409","0.0698691635470354","0.0624829837278777","0.0772553433661931"
"In Rente oder Pension","1995","Staedtischer Raum","1473","0.246762664040564","0.237699728405072","0.255825599676056"
"In Rente oder Pension","1995","Laendlicher Raum","850","0.265565952359896","0.252770145348928","0.278361759370864"
"Selbstständige/ManagerInnen","1995","Staedtischer Raum","445","0.054132766949486","0.0493760374544569","0.058889496444515"
"Selbstständige/ManagerInnen","1995","Laendlicher Raum","260","0.0569876869697033","0.0502710128158387","0.0637043611235679"
"Sonstige Nichterwerbspersonen","1995","Staedtischer Raum","1037","0.105836371273958","0.0993695743662772","0.112303168181639"
"Sonstige Nichterwerbspersonen","1995","Laendlicher Raum","369","0.0856060093670655","0.0774996866189894","0.0937123321151416"
"Angestellte, einfache Tätigkeiten","1996","Staedtischer Raum","1532","0.139191199148152","0.131829955371955","0.146552442924349"
"Angestellte, einfache Tätigkeiten","1996","Laendlicher Raum","736","0.146870652070823","0.136567211139059","0.157174093002587"
"Angestellte, qualifizierte Tätigkeiten","1996","Staedtischer Raum","2446","0.278718560963057","0.269183416297628","0.288253705628486"
"Angestellte, qualifizierte Tätigkeiten","1996","Laendlicher Raum","1344","0.258662626473739","0.245916385575219","0.27140886737226"
"Arbeitslose","1996","Staedtischer Raum","561","0.0586649626485993","0.0536674549265403","0.0636624703706582"
"Arbeitslose","1996","Laendlicher Raum","433","0.0786647269984011","0.0708285145411854","0.0865009394556168"
"Beamte","1996","Staedtischer Raum","281","0.0399970753802447","0.0358298944309933","0.0441642563294961"
"Beamte","1996","Laendlicher Raum","132","0.0339999175353283","0.0287247671306763","0.0392750679399803"
"In Ausbildung","1996","Staedtischer Raum","724","0.0709458212164883","0.0654860317878151","0.0764056106451615"
"In Ausbildung","1996","Laendlicher Raum","394","0.066087202514917","0.0588558558680608","0.0733185491617731"
"In Rente oder Pension","1996","Staedtischer Raum","1482","0.250803366260461","0.241584944968011","0.260021787552911"
"In Rente oder Pension","1996","Laendlicher Raum","859","0.272711824770639","0.259748614037907","0.285675035503371"
"Selbstständige/ManagerInnen","1996","Staedtischer Raum","463","0.0585387072052779","0.0535462452873417","0.0635311691232141"
"Selbstständige/ManagerInnen","1996","Laendlicher Raum","259","0.0582031784115802","0.0513882814453562","0.0650180753778043"
"Sonstige Nichterwerbspersonen","1996","Staedtischer Raum","1005","0.10314030717772","0.0966723307864618","0.109608283568977"
"Sonstige Nichterwerbspersonen","1996","Laendlicher Raum","377","0.0847998712245726","0.0766909521591366","0.0929087902900086"
"Angestellte, einfache Tätigkeiten","1997","Staedtischer Raum","1438","0.134491276947797","0.127172480746292","0.141810073149302"
"Angestellte, einfache Tätigkeiten","1997","Laendlicher Raum","722","0.145894987228763","0.135535065309921","0.156254909147606"
"Angestellte, qualifizierte Tätigkeiten","1997","Staedtischer Raum","2326","0.271010393427177","0.261475617037204","0.28054516981715"
"Angestellte, qualifizierte Tätigkeiten","1997","Laendlicher Raum","1287","0.246633907036275","0.233983337213032","0.259284476859517"
"Arbeitslose","1997","Staedtischer Raum","611","0.0630575973357422","0.057843465266017","0.0682717294054673"
"Arbeitslose","1997","Laendlicher Raum","427","0.0856194476580654","0.0774077989352847","0.093831096380846"
"Beamte","1997","Staedtischer Raum","286","0.0404438230972382","0.0362179332293146","0.0446697129651618"
"Beamte","1997","Laendlicher Raum","144","0.0364574678592332","0.0309568768154886","0.0419580589029778"
"In Ausbildung","1997","Staedtischer Raum","740","0.0726519250397689","0.0670838917736118","0.078219958305926"
"In Ausbildung","1997","Laendlicher Raum","394","0.068175714214506","0.0607785966283867","0.0755728318006253"
"In Rente oder Pension","1997","Staedtischer Raum","1528","0.258952114743225","0.249555103683839","0.268349125802611"
"In Rente oder Pension","1997","Laendlicher Raum","859","0.274913345033655","0.261810260923502","0.288016429143807"
"Selbstständige/ManagerInnen","1997","Staedtischer Raum","470","0.0588632977758696","0.0538142960319398","0.0639122995197995"
"Selbstständige/ManagerInnen","1997","Laendlicher Raum","248","0.0556376862572822","0.0489104835224678","0.0623648889920966"
"Sonstige Nichterwerbspersonen","1997","Staedtischer Raum","949","0.100529571633182","0.0940790144181087","0.106980128848256"
"Sonstige Nichterwerbspersonen","1997","Laendlicher Raum","379","0.0866674447122204","0.0784104287002803","0.0949244607241605"
"Angestellte, einfache Tätigkeiten","1998","Staedtischer Raum","1561","0.140444859149371","0.133364308738466","0.147525409560275"
"Angestellte, einfache Tätigkeiten","1998","Laendlicher Raum","798","0.144817922004518","0.135037994135431","0.154597849873606"
"Angestellte, qualifizierte Tätigkeiten","1998","Staedtischer Raum","2566","0.269818240195707","0.260772827894822","0.278863652496593"
"Angestellte, qualifizierte Tätigkeiten","1998","Laendlicher Raum","1378","0.241737795693563","0.229839707496511","0.253635883890614"
"Arbeitslose","1998","Staedtischer Raum","590","0.0565757629995782","0.051867660067551","0.0612838659316055"
"Arbeitslose","1998","Laendlicher Raum","503","0.087101781088018","0.0792653215005141","0.094938240675522"
"Beamte","1998","Staedtischer Raum","321","0.0385246755289702","0.0346026014621504","0.0424467495957899"
"Beamte","1998","Laendlicher Raum","160","0.0351262957609991","0.0300101063703736","0.0402424851516246"
"In Ausbildung","1998","Staedtischer Raum","814","0.0761540756330056","0.070748728698619","0.0815594225673923"
"In Ausbildung","1998","Laendlicher Raum","448","0.0735523213985911","0.0662978822631078","0.0808067605340743"
"In Rente oder Pension","1998","Staedtischer Raum","1792","0.257695825245201","0.248782867089267","0.266608783401134"
"In Rente oder Pension","1998","Laendlicher Raum","999","0.275877642038007","0.263456559956807","0.288298724119206"
"Selbstständige/ManagerInnen","1998","Staedtischer Raum","546","0.0608144362126196","0.0559441299586911","0.0656847424665481"
"Selbstständige/ManagerInnen","1998","Laendlicher Raum","276","0.0551319183270639","0.0487890989855919","0.0614747376685358"
"Sonstige Nichterwerbspersonen","1998","Staedtischer Raum","1060","0.0999721250355474","0.0938592619786887","0.106084988092406"
"Sonstige Nichterwerbspersonen","1998","Laendlicher Raum","412","0.0866543236892403","0.0788361033176701","0.0944725440608104"
"Angestellte, einfache Tätigkeiten","1999","Staedtischer Raum","1518","0.147760834434101","0.140372566612248","0.155149102255953"
"Angestellte, einfache Tätigkeiten","1999","Laendlicher Raum","769","0.143953829119892","0.1340301837685","0.153877474471283"
"Angestellte, qualifizierte Tätigkeiten","1999","Staedtischer Raum","2569","0.275177671409504","0.265879349111571","0.284475993707438"
"Angestellte, qualifizierte Tätigkeiten","1999","Laendlicher Raum","1409","0.258134216961818","0.245763453914481","0.270504980009154"
"Arbeitslose","1999","Staedtischer Raum","508","0.0509348577307644","0.0463572583865146","0.0555124570750143"
"Arbeitslose","1999","Laendlicher Raum","378","0.0673820611492122","0.060295507846234","0.0744686144521903"
"Beamte","1999","Staedtischer Raum","308","0.0375975103554744","0.0336371005154345","0.0415579201955142"
"Beamte","1999","Laendlicher Raum","145","0.0321658676790075","0.0271780665111688","0.0371536688468461"
"In Ausbildung","1999","Staedtischer Raum","759","0.0736007877126865","0.0681642483364454","0.0790373270889275"
"In Ausbildung","1999","Laendlicher Raum","429","0.0735076038174933","0.0661302928084064","0.0808849148265802"
"In Rente oder Pension","1999","Staedtischer Raum","1732","0.261450913742497","0.252302053724193","0.270599773760801"
"In Rente oder Pension","1999","Laendlicher Raum","996","0.278882865971421","0.266205621842316","0.291560110100527"
"Selbstständige/ManagerInnen","1999","Staedtischer Raum","536","0.0639160912657947","0.0588234309172448","0.0690087516143445"
