"beruf","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","1989","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1989","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","1989","Thüringen","","","",""
"Beamte","1989","Schleswig-Holstein","","","",""
"Beamte","1989","Hamburg","","","",""
"Beamte","1989","Niedersachsen","55","0.0566332486134666","0.0422713263830907","0.0709951708438424"
"Beamte","1989","Bremen","","","",""
"Beamte","1989","Nordrhein-Westfalen","110","0.0453259280754114","0.0373423934358493","0.0533094627149736"
"Beamte","1989","Hessen","35","0.0447374666210868","0.031886021537497","0.0575889117046767"
"Beamte","1989","Rheinland-Pfalz,Saarland","","","",""
"Beamte","1989","Baden-Württemberg","60","0.04221035801834","0.0329498790068084","0.0514708370298715"
"Beamte","1989","Bayern","70","0.051352777119317","0.0405648151667659","0.0621407390718681"
"Beamte","1989","Saarland","","","",""
"Beamte","1989","Berlin","","","",""
"Beamte","1989","Brandenburg","","","",""
"Beamte","1989","Mecklenburg-Vorpommern","","","",""
"Beamte","1989","Sachsen","","","",""
"Beamte","1989","Sachsen-Anhalt","","","",""
"Beamte","1989","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1990","Schleswig-Holstein","56","0.164949929945736","0.121633180109573","0.208266679781899"
"Angestellte, einfache Tätigkeiten","1990","Hamburg","31","0.121173168788712","0.0716800590729586","0.170666278504466"
"Angestellte, einfache Tätigkeiten","1990","Niedersachsen","156","0.123654013439723","0.103022999473323","0.144285027406124"
"Angestellte, einfache Tätigkeiten","1990","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1990","Nordrhein-Westfalen","497","0.140185474497634","0.126720933860538","0.15365001513473"
"Angestellte, einfache Tätigkeiten","1990","Hessen","217","0.149598679414084","0.127301641364489","0.171895717463678"
"Angestellte, einfache Tätigkeiten","1990","Rheinland-Pfalz,Saarland","130","0.15841473695916","0.130808303307624","0.186021170610695"
"Angestellte, einfache Tätigkeiten","1990","Baden-Württemberg","504","0.186471629323339","0.168393014427063","0.204550244219616"
"Angestellte, einfache Tätigkeiten","1990","Bayern","340","0.159528779344506","0.141541830319488","0.177515728369525"
"Angestellte, einfache Tätigkeiten","1990","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1990","Berlin","106","0.175217418179545","0.145245659153083","0.205189177206008"
"Angestellte, einfache Tätigkeiten","1990","Brandenburg","116","0.154206494815583","0.127918189294556","0.18049480033661"
"Angestellte, einfache Tätigkeiten","1990","Mecklenburg-Vorpommern","79","0.160810670447139","0.128707235237045","0.192914105657233"
"Angestellte, einfache Tätigkeiten","1990","Sachsen","210","0.148178032214156","0.129091571935494","0.167264492492819"
"Angestellte, einfache Tätigkeiten","1990","Sachsen-Anhalt","133","0.151753528641734","0.126984384522354","0.176522672761115"
"Angestellte, einfache Tätigkeiten","1990","Thüringen","123","0.148216724120006","0.122616404313138","0.173817043926874"
"Angestellte, qualifizierte Tätigkeiten","1990","Schleswig-Holstein","71","0.270807784208124","0.218942696022594","0.322672872393653"
"Angestellte, qualifizierte Tätigkeiten","1990","Hamburg","52","0.377152861238166","0.303644067572558","0.450661654903775"
"Angestellte, qualifizierte Tätigkeiten","1990","Niedersachsen","251","0.254734785531376","0.227427519815601","0.282042051247151"
"Angestellte, qualifizierte Tätigkeiten","1990","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1990","Nordrhein-Westfalen","656","0.285066814155031","0.26755852526356","0.302575103046502"
"Angestellte, qualifizierte Tätigkeiten","1990","Hessen","258","0.255117360895756","0.227866183861542","0.282368537929971"
"Angestellte, qualifizierte Tätigkeiten","1990","Rheinland-Pfalz,Saarland","165","0.243193862092639","0.210757504310149","0.275630219875128"
"Angestellte, qualifizierte Tätigkeiten","1990","Baden-Württemberg","458","0.292434678795696","0.271320697839444","0.313548659751947"
"Angestellte, qualifizierte Tätigkeiten","1990","Bayern","448","0.270594594594595","0.248771285368237","0.292417903820952"
"Angestellte, qualifizierte Tätigkeiten","1990","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1990","Berlin","259","0.36163235714078","0.323751226984555","0.399513487297005"
"Angestellte, qualifizierte Tätigkeiten","1990","Brandenburg","390","0.49856873025172","0.462173261874878","0.534964198628561"
"Angestellte, qualifizierte Tätigkeiten","1990","Mecklenburg-Vorpommern","275","0.501524761199718","0.457829727016376","0.545219795383059"
"Angestellte, qualifizierte Tätigkeiten","1990","Sachsen","726","0.498294002350174","0.471432732511546","0.525155272188802"
"Angestellte, qualifizierte Tätigkeiten","1990","Sachsen-Anhalt","431","0.483701139380543","0.449201090639957","0.51820118812113"
"Angestellte, qualifizierte Tätigkeiten","1990","Thüringen","394","0.493120802835298","0.45709935812525","0.529142247545346"
"Selbstständige/ManagerInnen","1990","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1990","Hamburg","","","",""
"Selbstständige/ManagerInnen","1990","Niedersachsen","61","0.064602158487705","0.0491957872073546","0.0800085297680555"
"Selbstständige/ManagerInnen","1990","Bremen","","","",""
"Selbstständige/ManagerInnen","1990","Nordrhein-Westfalen","123","0.0496355735628574","0.0412123320559005","0.0580588150698143"
"Selbstständige/ManagerInnen","1990","Hessen","53","0.050020664770531","0.0363935742500278","0.0636477552910343"
"Selbstständige/ManagerInnen","1990","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","1990","Baden-Württemberg","93","0.0637432205186774","0.0524039032188532","0.0750825378185017"
"Selbstständige/ManagerInnen","1990","Bayern","114","0.0762246191936422","0.063189728822297","0.0892595095649875"
"Selbstständige/ManagerInnen","1990","Saarland","","","",""
"Selbstständige/ManagerInnen","1990","Berlin","35","0.0600006290952876","0.0412767625553025","0.0787244956352727"
"Selbstständige/ManagerInnen","1990","Brandenburg","33","0.043240818618697","0.0284351726404568","0.0580464645969372"
"Selbstständige/ManagerInnen","1990","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1990","Sachsen","58","0.0402698483175878","0.0297083963133504","0.0508313003218252"
"Selbstständige/ManagerInnen","1990","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1990","Thüringen","","","",""
"In Ausbildung","1990","Schleswig-Holstein","","","",""
"In Ausbildung","1990","Hamburg","","","",""
"In Ausbildung","1990","Niedersachsen","83","0.0697619963938736","0.053796399756353","0.0857275930313942"
"In Ausbildung","1990","Bremen","","","",""
"In Ausbildung","1990","Nordrhein-Westfalen","288","0.0991269390121872","0.0875374231957315","0.110716454828643"
"In Ausbildung","1990","Hessen","88","0.0852356652918219","0.0677799913257432","0.102691339257901"
"In Ausbildung","1990","Rheinland-Pfalz,Saarland","54","0.0727410518869601","0.0531050186076631","0.092377085166257"
"In Ausbildung","1990","Baden-Württemberg","149","0.0796507794623431","0.0670834280557764","0.0922181308689098"
"In Ausbildung","1990","Bayern","132","0.073685213655031","0.060851686580584","0.0865187407294779"
"In Ausbildung","1990","Saarland","","","",""
"In Ausbildung","1990","Berlin","49","0.065626619862409","0.0461032806474426","0.0851499590773755"
"In Ausbildung","1990","Brandenburg","50","0.0599057973642333","0.0426315473264398","0.0771800474020268"
"In Ausbildung","1990","Mecklenburg-Vorpommern","38","0.0621158414538649","0.0410227670258247","0.0832089158819051"
"In Ausbildung","1990","Sachsen","66","0.040868780600475","0.030232398832875","0.0515051623680749"
"In Ausbildung","1990","Sachsen-Anhalt","55","0.0654402023613574","0.0483673362561541","0.0825130684665607"
"In Ausbildung","1990","Thüringen","40","0.049183601890529","0.0336027669078226","0.0647644368732354"
"In Rente oder Pension","1990","Schleswig-Holstein","48","0.213700717183336","0.165857490010515","0.261543944356156"
"In Rente oder Pension","1990","Hamburg","39","0.313732803039181","0.24335812183411","0.384107484244253"
"In Rente oder Pension","1990","Niedersachsen","169","0.239719065646881","0.212963323513693","0.266474807780068"
"In Rente oder Pension","1990","Bremen","33","0.411124331755488","0.316101520697576","0.5061471428134"
"In Rente oder Pension","1990","Nordrhein-Westfalen","349","0.201950623522284","0.186381107058818","0.21752013998575"
"In Rente oder Pension","1990","Hessen","167","0.275885180544141","0.247944354838835","0.303826006249448"
"In Rente oder Pension","1990","Rheinland-Pfalz,Saarland","126","0.24178353015468","0.209411240433899","0.274155819875461"
"In Rente oder Pension","1990","Baden-Württemberg","245","0.208274853315539","0.189426298469155","0.227123408161923"
"In Rente oder Pension","1990","Bayern","248","0.232188321149401","0.211447588097694","0.252929054201109"
"In Rente oder Pension","1990","Saarland","","","",""
"In Rente oder Pension","1990","Berlin","92","0.246260358591526","0.212292999255636","0.280227717927417"
"In Rente oder Pension","1990","Brandenburg","99","0.194417530158755","0.165610280127875","0.223224780189635"
"In Rente oder Pension","1990","Mecklenburg-Vorpommern","55","0.159331379964503","0.127347792465532","0.191314967463474"
"In Rente oder Pension","1990","Sachsen","203","0.2237177579743","0.201329561053473","0.246105954895127"
"In Rente oder Pension","1990","Sachsen-Anhalt","127","0.231485080407129","0.202366632357195","0.260603528457063"
"In Rente oder Pension","1990","Thüringen","111","0.215645533928078","0.18601369173466","0.245277376121496"
"Arbeitslose","1990","Schleswig-Holstein","","","",""
"Arbeitslose","1990","Hamburg","","","",""
"Arbeitslose","1990","Niedersachsen","51","0.0470638264649576","0.0337912820538417","0.0603363708760735"
"Arbeitslose","1990","Bremen","","","",""
"Arbeitslose","1990","Nordrhein-Westfalen","97","0.0313010997508923","0.0245478650065004","0.0380543344952842"
"Arbeitslose","1990","Hessen","","","",""
"Arbeitslose","1990","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1990","Baden-Württemberg","32","0.00759659074796073","0.00356639715435609","0.0116267843415654"
"Arbeitslose","1990","Bayern","32","0.0197082857893025","0.0128805194391217","0.0265360521394832"
"Arbeitslose","1990","Saarland","","","",""
"Arbeitslose","1990","Berlin","","","",""
"Arbeitslose","1990","Brandenburg","","","",""
"Arbeitslose","1990","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1990","Sachsen","","","",""
"Arbeitslose","1990","Sachsen-Anhalt","","","",""
"Arbeitslose","1990","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1990","Schleswig-Holstein","41","0.133146572084468","0.0934949126652117","0.172798231503723"
"Sonstige Nichterwerbspersonen","1990","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","1990","Niedersachsen","152","0.139824778236677","0.118089550385388","0.161560006087965"
"Sonstige Nichterwerbspersonen","1990","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1990","Nordrhein-Westfalen","437","0.146173966222977","0.13247280564146","0.159875126804494"
"Sonstige Nichterwerbspersonen","1990","Hessen","133","0.110519676646765","0.0909195305947976","0.130119822698732"
"Sonstige Nichterwerbspersonen","1990","Rheinland-Pfalz,Saarland","119","0.1615033902666","0.133680327742376","0.189326452790824"
"Sonstige Nichterwerbspersonen","1990","Baden-Württemberg","243","0.116795437911975","0.101887553700796","0.131703322123154"
"Sonstige Nichterwerbspersonen","1990","Bayern","215","0.120441106225062","0.104453023401107","0.136429189049016"
"Sonstige Nichterwerbspersonen","1990","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1990","Berlin","46","0.0478564185238771","0.0310267651051662","0.064686071942588"
"Sonstige Nichterwerbspersonen","1990","Brandenburg","37","0.049660628791012","0.0338472543085224","0.0654740032735017"
"Sonstige Nichterwerbspersonen","1990","Mecklenburg-Vorpommern","35","0.0735683306656592","0.0507535527492469","0.0963831085820714"
"Sonstige Nichterwerbspersonen","1990","Sachsen","68","0.0486715785433067","0.0371114672551192","0.0602316898314942"
"Sonstige Nichterwerbspersonen","1990","Sachsen-Anhalt","31","0.0344925063046688","0.0218939503051185","0.0470910623042192"
"Sonstige Nichterwerbspersonen","1990","Thüringen","45","0.0597039217555292","0.0426326461719192","0.0767751973391392"
"Beamte","1990","Schleswig-Holstein","","","",""
"Beamte","1990","Hamburg","","","",""
"Beamte","1990","Niedersachsen","55","0.0606393757988075","0.0456814215504591","0.0755973300471558"
"Beamte","1990","Bremen","","","",""
"Beamte","1990","Nordrhein-Westfalen","107","0.0465595092761374","0.038388256650519","0.0547307619017558"
"Beamte","1990","Hessen","38","0.0499740958346737","0.0363530163134385","0.0635951753559088"
"Beamte","1990","Rheinland-Pfalz,Saarland","","","",""
"Beamte","1990","Baden-Württemberg","59","0.0450328099244695","0.0354071355014072","0.0546584843475319"
"Beamte","1990","Bayern","63","0.0476290800484605","0.037167055880327","0.058091104216594"
"Beamte","1990","Saarland","","","",""
"Beamte","1990","Berlin","","","",""
"Beamte","1990","Brandenburg","","","",""
"Beamte","1990","Mecklenburg-Vorpommern","","","",""
"Beamte","1990","Sachsen","","","",""
"Beamte","1990","Sachsen-Anhalt","","","",""
"Beamte","1990","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1991","Schleswig-Holstein","55","0.149103243027036","0.108662238188846","0.189544247865226"
"Angestellte, einfache Tätigkeiten","1991","Hamburg","31","0.119444116800932","0.0693489304740555","0.169539303127808"
"Angestellte, einfache Tätigkeiten","1991","Niedersachsen","172","0.138599708700834","0.116877767965764","0.160321649435905"
"Angestellte, einfache Tätigkeiten","1991","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1991","Nordrhein-Westfalen","522","0.146293729304944","0.132547492163147","0.160039966446741"
"Angestellte, einfache Tätigkeiten","1991","Hessen","237","0.170510746411657","0.146757870103933","0.194263622719382"
"Angestellte, einfache Tätigkeiten","1991","Rheinland-Pfalz,Saarland","145","0.186571927403021","0.156963182680733","0.216180672125308"
"Angestellte, einfache Tätigkeiten","1991","Baden-Württemberg","534","0.213814041467968","0.194836554625873","0.232791528310063"
"Angestellte, einfache Tätigkeiten","1991","Bayern","359","0.172668002377315","0.154142512454656","0.191193492299973"
"Angestellte, einfache Tätigkeiten","1991","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1991","Berlin","109","0.165231494802231","0.135613267260183","0.194849722344279"
"Angestellte, einfache Tätigkeiten","1991","Brandenburg","121","0.158547367564268","0.131054021502632","0.186040713625905"
"Angestellte, einfache Tätigkeiten","1991","Mecklenburg-Vorpommern","79","0.1608938510103","0.127781067036866","0.194006634983735"
"Angestellte, einfache Tätigkeiten","1991","Sachsen","189","0.141444433181208","0.121953795796731","0.160935070565685"
"Angestellte, einfache Tätigkeiten","1991","Sachsen-Anhalt","153","0.168636164368799","0.142559236697881","0.194713092039716"
"Angestellte, einfache Tätigkeiten","1991","Thüringen","138","0.176412719931515","0.148074311719907","0.204751128143124"
"Angestellte, qualifizierte Tätigkeiten","1991","Schleswig-Holstein","76","0.280214140694771","0.229223949781664","0.331204331607879"
"Angestellte, qualifizierte Tätigkeiten","1991","Hamburg","52","0.357884374402084","0.283836407171871","0.431932341632296"
"Angestellte, qualifizierte Tätigkeiten","1991","Niedersachsen","243","0.244801309378365","0.217770911344554","0.271831707412176"
"Angestellte, qualifizierte Tätigkeiten","1991","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Nordrhein-Westfalen","647","0.281362189689658","0.263871592426635","0.29885278695268"
"Angestellte, qualifizierte Tätigkeiten","1991","Hessen","252","0.241470495981451","0.214440049239915","0.268500942722988"
"Angestellte, qualifizierte Tätigkeiten","1991","Rheinland-Pfalz,Saarland","167","0.250993855665787","0.218039600237823","0.28394811109375"
"Angestellte, qualifizierte Tätigkeiten","1991","Baden-Württemberg","439","0.275628890020548","0.254946492798175","0.296311287242922"
"Angestellte, qualifizierte Tätigkeiten","1991","Bayern","428","0.255133322935161","0.233766166738671","0.276500479131652"
"Angestellte, qualifizierte Tätigkeiten","1991","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","Berlin","224","0.35708095079094","0.318869712677993","0.395292188903887"
"Angestellte, qualifizierte Tätigkeiten","1991","Brandenburg","265","0.357515054229984","0.321439593275371","0.393590515184597"
"Angestellte, qualifizierte Tätigkeiten","1991","Mecklenburg-Vorpommern","199","0.396246398996197","0.35216756965102","0.440325228341374"
"Angestellte, qualifizierte Tätigkeiten","1991","Sachsen","548","0.406237230478205","0.378768078616224","0.433706382340186"
"Angestellte, qualifizierte Tätigkeiten","1991","Sachsen-Anhalt","340","0.390108348202137","0.3561376504962","0.424079045908073"
"Angestellte, qualifizierte Tätigkeiten","1991","Thüringen","284","0.37459119708881","0.338606614674219","0.410575779503402"
"Selbstständige/ManagerInnen","1991","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1991","Hamburg","","","",""
"Selbstständige/ManagerInnen","1991","Niedersachsen","63","0.0679598828803983","0.0521379851745236","0.083781780586273"
"Selbstständige/ManagerInnen","1991","Bremen","","","",""
"Selbstständige/ManagerInnen","1991","Nordrhein-Westfalen","127","0.0527789773403185","0.0440819088504527","0.0614760458301842"
"Selbstständige/ManagerInnen","1991","Hessen","53","0.0475754444363833","0.0341310369680833","0.0610198519046834"
"Selbstständige/ManagerInnen","1991","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","1991","Baden-Württemberg","93","0.0612254839335628","0.0501285064359671","0.0723224614311586"
"Selbstständige/ManagerInnen","1991","Bayern","117","0.0783515722376928","0.0651802201174508","0.0915229243579349"
"Selbstständige/ManagerInnen","1991","Saarland","","","",""
"Selbstständige/ManagerInnen","1991","Berlin","","","",""
"Selbstständige/ManagerInnen","1991","Brandenburg","37","0.0498775534934722","0.0334914533467669","0.0662636536401776"
"Selbstständige/ManagerInnen","1991","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1991","Sachsen","51","0.0379365528758596","0.0272514256466806","0.0486216801050386"
"Selbstständige/ManagerInnen","1991","Sachsen-Anhalt","31","0.0361427313220644","0.0231439586623103","0.0491415039818186"
"Selbstständige/ManagerInnen","1991","Thüringen","","","",""
"In Ausbildung","1991","Schleswig-Holstein","30","0.0856204571896568","0.0538523030835752","0.117388611295738"
"In Ausbildung","1991","Hamburg","","","",""
"In Ausbildung","1991","Niedersachsen","101","0.0849700830633704","0.0674407405594968","0.102499425567244"
"In Ausbildung","1991","Bremen","","","",""
"In Ausbildung","1991","Nordrhein-Westfalen","285","0.0960536865830662","0.0845920910531523","0.10751528211298"
"In Ausbildung","1991","Hessen","75","0.0764033201985082","0.0596256271409505","0.093181013256066"
"In Ausbildung","1991","Rheinland-Pfalz,Saarland","56","0.0633380634318013","0.0448257329497772","0.0818503939138254"
"In Ausbildung","1991","Baden-Württemberg","161","0.0792883212427527","0.0667821496383975","0.0917944928471079"
"In Ausbildung","1991","Bayern","123","0.0648978782117969","0.0528233928479682","0.0769723635756257"
"In Ausbildung","1991","Saarland","","","",""
"In Ausbildung","1991","Berlin","59","0.0755834493692196","0.054503147202596","0.0966637515358433"
"In Ausbildung","1991","Brandenburg","49","0.0596797919182509","0.0418484191568437","0.0775111646796582"
"In Ausbildung","1991","Mecklenburg-Vorpommern","30","0.0460419849130116","0.0271551506021431","0.0649288192238801"
"In Ausbildung","1991","Sachsen","77","0.0483237419240985","0.0363294724129021","0.060318011435295"
"In Ausbildung","1991","Sachsen-Anhalt","42","0.043133018893736","0.028984329510776","0.0572817082766959"
"In Ausbildung","1991","Thüringen","35","0.0381654802155129","0.0239211762019951","0.0524097842290307"
"In Rente oder Pension","1991","Schleswig-Holstein","50","0.215296182163513","0.168629061490171","0.261963302836856"
"In Rente oder Pension","1991","Hamburg","42","0.335574558665259","0.26263673617086","0.408512381159657"
"In Rente oder Pension","1991","Niedersachsen","171","0.245088534517736","0.21804742750958","0.272129641525893"
"In Rente oder Pension","1991","Bremen","35","0.488998801428158","0.389520793323538","0.588476809532778"
"In Rente oder Pension","1991","Nordrhein-Westfalen","358","0.214721845517571","0.198749576576743","0.2306941144584"
"In Rente oder Pension","1991","Hessen","170","0.287840230707524","0.259244617593082","0.316435843821965"
"In Rente oder Pension","1991","Rheinland-Pfalz,Saarland","123","0.244179782977687","0.211528415685177","0.276831150270196"
"In Rente oder Pension","1991","Baden-Württemberg","242","0.210243805532548","0.19138274663714","0.229104864427957"
"In Rente oder Pension","1991","Bayern","249","0.239230076292857","0.218319865256168","0.260140287329547"
"In Rente oder Pension","1991","Saarland","","","",""
"In Rente oder Pension","1991","Berlin","82","0.2210979820303","0.188002902764617","0.254193061295984"
"In Rente oder Pension","1991","Brandenburg","106","0.216461763554796","0.185462317185657","0.247461209923936"
"In Rente oder Pension","1991","Mecklenburg-Vorpommern","66","0.200163146600312","0.164104428289195","0.23622186491143"
"In Rente oder Pension","1991","Sachsen","206","0.236263229301159","0.21250473981108","0.260021718791237"
"In Rente oder Pension","1991","Sachsen-Anhalt","131","0.250696870857473","0.220512041156526","0.28088170055842"
"In Rente oder Pension","1991","Thüringen","111","0.225554027384377","0.194481502494732","0.256626552274022"
"Arbeitslose","1991","Schleswig-Holstein","","","",""
"Arbeitslose","1991","Hamburg","","","",""
"Arbeitslose","1991","Niedersachsen","34","0.0301358981155905","0.0193882739676179","0.0408835222635631"
"Arbeitslose","1991","Bremen","","","",""
"Arbeitslose","1991","Nordrhein-Westfalen","83","0.0264494866146663","0.0202077619225123","0.0326912113068203"
"Arbeitslose","1991","Hessen","","","",""
"Arbeitslose","1991","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1991","Baden-Württemberg","35","0.0100692316276263","0.00544799163265557","0.0146904716225971"
"Arbeitslose","1991","Bayern","35","0.0192401711367909","0.0125071549419498","0.0259731873316319"
"Arbeitslose","1991","Saarland","","","",""
"Arbeitslose","1991","Berlin","44","0.0478298460211673","0.0308107536579313","0.0648489383844033"
"Arbeitslose","1991","Brandenburg","54","0.0843644453330323","0.0634438376213944","0.10528505304467"
"Arbeitslose","1991","Mecklenburg-Vorpommern","51","0.105648246548393","0.0779467744488467","0.133349718647939"
"Arbeitslose","1991","Sachsen","89","0.0713929472194895","0.0569919504856809","0.0857939439532982"
"Arbeitslose","1991","Sachsen-Anhalt","59","0.0648830437998082","0.0477283064188827","0.0820377811807337"
"Arbeitslose","1991","Thüringen","61","0.0851959312820189","0.0644406243684107","0.105951238195627"
"Sonstige Nichterwerbspersonen","1991","Schleswig-Holstein","35","0.0994668494879817","0.0654864099241174","0.133447289051846"
"Sonstige Nichterwerbspersonen","1991","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","1991","Niedersachsen","137","0.130808746344458","0.109610934935007","0.152006557753908"
"Sonstige Nichterwerbspersonen","1991","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1991","Nordrhein-Westfalen","411","0.138105521883137","0.124685620901126","0.151525422865148"
"Sonstige Nichterwerbspersonen","1991","Hessen","116","0.111424603080757","0.0915511818674816","0.131298024294032"
"Sonstige Nichterwerbspersonen","1991","Rheinland-Pfalz,Saarland","108","0.148940759237545","0.121880998897699","0.176000519577391"
"Sonstige Nichterwerbspersonen","1991","Baden-Württemberg","233","0.106543602826811","0.0922626127657726","0.12082459288785"
"Sonstige Nichterwerbspersonen","1991","Bayern","220","0.118763867110398","0.102907190380058","0.134620543840738"
"Sonstige Nichterwerbspersonen","1991","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1991","Berlin","46","0.0587258055953842","0.0399757659879274","0.0774758452028409"
"Sonstige Nichterwerbspersonen","1991","Brandenburg","40","0.0645513383497783","0.0460545703836097","0.083048106315947"
"Sonstige Nichterwerbspersonen","1991","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1991","Sachsen","60","0.0532673943624515","0.0407072884514503","0.0658275002734527"
"Sonstige Nichterwerbspersonen","1991","Sachsen-Anhalt","31","0.041827698434562","0.0278852421815201","0.0557701546876039"
"Sonstige Nichterwerbspersonen","1991","Thüringen","32","0.0585995283202266","0.0411376903253524","0.0760613663151009"
"Beamte","1991","Schleswig-Holstein","","","",""
"Beamte","1991","Hamburg","","","",""
"Beamte","1991","Niedersachsen","51","0.0576358369992472","0.0429847231946918","0.0722869508038026"
"Beamte","1991","Bremen","","","",""
"Beamte","1991","Nordrhein-Westfalen","106","0.0442345630666389","0.0362367127456024","0.0522324133876753"
"Beamte","1991","Hessen","37","0.0480991671786265","0.0345846797308758","0.0616136546263772"
"Beamte","1991","Rheinland-Pfalz,Saarland","","","",""
"Beamte","1991","Baden-Württemberg","56","0.0431866233481824","0.0337775643897043","0.0525956823066605"
"Beamte","1991","Bayern","68","0.0517151096979881","0.0408608052287254","0.0625694141672507"
"Beamte","1991","Saarland","","","",""
"Beamte","1991","Berlin","","","",""
"Beamte","1991","Brandenburg","","","",""
"Beamte","1991","Mecklenburg-Vorpommern","","","",""
"Beamte","1991","Sachsen","","","",""
"Beamte","1991","Sachsen-Anhalt","","","",""
"Beamte","1991","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1992","Schleswig-Holstein","48","0.145405169231622","0.103435697822588","0.187374640640655"
"Angestellte, einfache Tätigkeiten","1992","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","1992","Niedersachsen","166","0.139811781430172","0.117987957279899","0.161635605580445"
"Angestellte, einfache Tätigkeiten","1992","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1992","Nordrhein-Westfalen","511","0.147737453601887","0.133880555812253","0.161594351391521"
"Angestellte, einfache Tätigkeiten","1992","Hessen","204","0.153518051180598","0.130594871249778","0.176441231111417"
"Angestellte, einfache Tätigkeiten","1992","Rheinland-Pfalz,Saarland","128","0.164310781207782","0.136040407259827","0.192581155155736"
"Angestellte, einfache Tätigkeiten","1992","Baden-Württemberg","491","0.188052176568934","0.169775842895611","0.206328510242258"
"Angestellte, einfache Tätigkeiten","1992","Bayern","352","0.160218198576284","0.142449202027467","0.177987195125101"
"Angestellte, einfache Tätigkeiten","1992","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1992","Berlin","109","0.176379414184743","0.145831255112263","0.206927573257222"
"Angestellte, einfache Tätigkeiten","1992","Brandenburg","89","0.116955634085695","0.09243803387033","0.141473234301059"
"Angestellte, einfache Tätigkeiten","1992","Mecklenburg-Vorpommern","73","0.154651814502625","0.119948146027243","0.189355482978006"
"Angestellte, einfache Tätigkeiten","1992","Sachsen","162","0.121742795532115","0.10293384879103","0.140551742273201"
"Angestellte, einfache Tätigkeiten","1992","Sachsen-Anhalt","119","0.147738559410711","0.122707871190284","0.172769247631138"
"Angestellte, einfache Tätigkeiten","1992","Thüringen","111","0.142186453409695","0.115956344365326","0.168416562454063"
"Angestellte, qualifizierte Tätigkeiten","1992","Schleswig-Holstein","78","0.294381111676101","0.240118147373367","0.348644075978835"
"Angestellte, qualifizierte Tätigkeiten","1992","Hamburg","48","0.336906187581298","0.261766691466721","0.412045683695875"
"Angestellte, qualifizierte Tätigkeiten","1992","Niedersachsen","243","0.247960038943642","0.220784790015475","0.275135287871808"
"Angestellte, qualifizierte Tätigkeiten","1992","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Nordrhein-Westfalen","637","0.27590535718164","0.258450683217689","0.293360031145591"
"Angestellte, qualifizierte Tätigkeiten","1992","Hessen","262","0.256940443120756","0.22915519144806","0.284725694793451"
"Angestellte, qualifizierte Tätigkeiten","1992","Rheinland-Pfalz,Saarland","173","0.268557603759456","0.234744509542932","0.302370697975979"
"Angestellte, qualifizierte Tätigkeiten","1992","Baden-Württemberg","442","0.284480321226427","0.263378363855761","0.305582278597093"
"Angestellte, qualifizierte Tätigkeiten","1992","Bayern","451","0.260117273089115","0.238865763183413","0.281368782994817"
"Angestellte, qualifizierte Tätigkeiten","1992","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Berlin","206","0.304735426639568","0.267843271845768","0.341627581433368"
"Angestellte, qualifizierte Tätigkeiten","1992","Brandenburg","251","0.364447584233263","0.32773040173834","0.401164766728187"
