"beruf","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1997","35-65 J.","1344","0.175958946718551","0.166793815690714","0.185124077746388"
"Angestellte, einfache Tätigkeiten","1997","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1997","16-34 J.","1426","0.329042042277675","0.315457924727291","0.342626159828059"
"Angestellte, qualifizierte Tätigkeiten","1997","35-65 J.","2184","0.324468582152408","0.313200041425803","0.335737122879013"
"Angestellte, qualifizierte Tätigkeiten","1997","66 und älter","","","",""
"Selbstständige/ManagerInnen","1997","16-34 J.","174","0.0403475996516129","0.0346587571611901","0.0460364421420357"
"Selbstständige/ManagerInnen","1997","35-65 J.","518","0.0830069561556451","0.0763664858039692","0.0896474265073209"
"Selbstständige/ManagerInnen","1997","66 und älter","","","",""
"In Ausbildung","1997","16-34 J.","1092","0.236532371580025","0.224246706047439","0.248818037112611"
"In Ausbildung","1997","35-65 J.","43","0.00587187519123894","0.00403293262617318","0.0077108177563047"
"In Ausbildung","1997","66 und älter","","","",""
"In Rente oder Pension","1997","16-34 J.","","","",""
"In Rente oder Pension","1997","35-65 J.","865","0.150654465439115","0.142044690771536","0.159264240106693"
"In Rente oder Pension","1997","66 und älter","1510","0.958326301444183","0.948478652045289","0.968173950843078"
"Arbeitslose","1997","16-34 J.","352","0.0716085102314322","0.0641542255305995","0.079062794932265"
"Arbeitslose","1997","35-65 J.","684","0.0947328140489401","0.0876843062373821","0.101781321860498"
"Arbeitslose","1997","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1997","16-34 J.","581","0.118425240173981","0.109083887003565","0.127766593344397"
"Sonstige Nichterwerbspersonen","1997","35-65 J.","714","0.112770985391183","0.105157647012454","0.120384323769913"
"Sonstige Nichterwerbspersonen","1997","66 und älter","33","0.0184179600305874","0.0117923035357083","0.0250436165254665"
"Beamte","1997","16-34 J.","151","0.0414621416717691","0.0356986113563081","0.0472256719872301"
"Beamte","1997","35-65 J.","279","0.0525353749029186","0.0471654773913362","0.057905272414501"
"Beamte","1997","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1998","16-34 J.","825","0.159829011959477","0.14952229381248","0.170135730106474"
"Angestellte, einfache Tätigkeiten","1998","35-65 J.","1523","0.182045472597277","0.173319860178844","0.19077108501571"
"Angestellte, einfache Tätigkeiten","1998","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1998","16-34 J.","1518","0.324492211671407","0.311324022070789","0.337660401272025"
"Angestellte, qualifizierte Tätigkeiten","1998","35-65 J.","2419","0.321200480448089","0.310642028376853","0.331758932519325"
"Angestellte, qualifizierte Tätigkeiten","1998","66 und älter","","","",""
"Selbstständige/ManagerInnen","1998","16-34 J.","173","0.0365341332971684","0.0312572641720439","0.0418110024222929"
"Selbstständige/ManagerInnen","1998","35-65 J.","626","0.0884419389733219","0.0820215300119476","0.0948623479346962"
"Selbstständige/ManagerInnen","1998","66 und älter","","","",""
"In Ausbildung","1998","16-34 J.","1212","0.254649504312162","0.242395996221525","0.266903012402798"
"In Ausbildung","1998","35-65 J.","49","0.00645655106258173","0.00464548153358171","0.00826762059158175"
"In Ausbildung","1998","66 und älter","","","",""
"In Rente oder Pension","1998","16-34 J.","","","",""
"In Rente oder Pension","1998","35-65 J.","1025","0.151803550741794","0.143689633260054","0.159917468223533"
"In Rente oder Pension","1998","66 und älter","1755","0.952410110056404","0.942721856805997","0.96209836330681"
"Arbeitslose","1998","16-34 J.","358","0.0681670992845736","0.0610784224292963","0.0752557761398509"
"Arbeitslose","1998","35-65 J.","725","0.0871210834729022","0.0807441832913024","0.093497983654502"
"Arbeitslose","1998","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1998","16-34 J.","626","0.121913430655442","0.112710986396745","0.13111587491414"
"Sonstige Nichterwerbspersonen","1998","35-65 J.","798","0.108920878219104","0.101876298342255","0.115965458095953"
"Sonstige Nichterwerbspersonen","1998","66 und älter","48","0.021490740381069","0.0148916467138212","0.0280898340483167"
"Beamte","1998","16-34 J.","133","0.0321035712498821","0.0271456472058355","0.0370614952939287"
"Beamte","1998","35-65 J.","348","0.0540100444849312","0.0488988556475488","0.0591212333223137"
"Beamte","1998","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1999","16-34 J.","854","0.175562037614256","0.164554672831929","0.186569402396583"
"Angestellte, einfache Tätigkeiten","1999","35-65 J.","1415","0.182015564626661","0.173152592997618","0.190878536255704"
"Angestellte, einfache Tätigkeiten","1999","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1999","16-34 J.","1471","0.327911837521911","0.31432930565265","0.341494369391172"
"Angestellte, qualifizierte Tätigkeiten","1999","35-65 J.","2502","0.33803956442528","0.327173998310514","0.348905130540046"
"Angestellte, qualifizierte Tätigkeiten","1999","66 und älter","","","",""
"Selbstständige/ManagerInnen","1999","16-34 J.","169","0.0403756620692126","0.0346805861540289","0.0460707379843962"
"Selbstständige/ManagerInnen","1999","35-65 J.","642","0.0934605000258052","0.086774598255437","0.100146401796173"
"Selbstständige/ManagerInnen","1999","66 und älter","","","",""
"In Ausbildung","1999","16-34 J.","1126","0.252180187420968","0.239615750587849","0.264744624254087"
"In Ausbildung","1999","35-65 J.","60","0.00847489361239139","0.00636931451423811","0.0105804727105447"
"In Ausbildung","1999","66 und älter","","","",""
"In Rente oder Pension","1999","16-34 J.","","","",""
"In Rente oder Pension","1999","35-65 J.","1005","0.14942870833794","0.14123981985476","0.15761759682112"
"In Rente oder Pension","1999","66 und älter","1714","0.956918122362852","0.947535651799804","0.966300592925899"
"Arbeitslose","1999","16-34 J.","280","0.0607072640298014","0.0537983486379434","0.0676161794216593"
"Arbeitslose","1999","35-65 J.","606","0.0743027962823938","0.0682787315430951","0.0803268610216924"
"Arbeitslose","1999","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1999","16-34 J.","554","0.111379411081123","0.102277141234385","0.120481680927861"
"Sonstige Nichterwerbspersonen","1999","35-65 J.","724","0.102512599222353","0.0955454457321231","0.109479752712583"
"Sonstige Nichterwerbspersonen","1999","66 und älter","38","0.0163530291999108","0.010492305532941","0.0222137528668807"
"Beamte","1999","16-34 J.","126","0.030769418423083","0.0257729602014215","0.0357658766447445"
"Beamte","1999","35-65 J.","327","0.0517653734671751","0.0466764003525377","0.0568543465818126"
"Beamte","1999","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","2000","16-34 J.","1271","0.184640170133867","0.175583668179226","0.193696672088507"
"Angestellte, einfache Tätigkeiten","2000","35-65 J.","2524","0.188855216978533","0.182230804220089","0.195479629736978"
"Angestellte, einfache Tätigkeiten","2000","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","2000","16-34 J.","2173","0.323730848923798","0.312809543185199","0.334652154662397"
"Angestellte, qualifizierte Tätigkeiten","2000","35-65 J.","4563","0.345109566656562","0.337063261032398","0.353155872280727"
"Angestellte, qualifizierte Tätigkeiten","2000","66 und älter","","","",""
"Selbstständige/ManagerInnen","2000","16-34 J.","269","0.0446328099660685","0.0398129434622403","0.0494526764698967"
"Selbstständige/ManagerInnen","2000","35-65 J.","1236","0.0959615861619953","0.0909764634485025","0.100946708875488"
"Selbstständige/ManagerInnen","2000","66 und älter","52","0.0167061993761578","0.0125165360596677","0.0208958626926479"
"In Ausbildung","2000","16-34 J.","1834","0.246563695142077","0.236503403513624","0.256623986770531"
"In Ausbildung","2000","35-65 J.","80","0.00585097185197318","0.00456012876684652","0.00714181493709983"
"In Ausbildung","2000","66 und älter","","","",""
"In Rente oder Pension","2000","16-34 J.","","","",""
"In Rente oder Pension","2000","35-65 J.","1855","0.142595648366569","0.136677584060843","0.148513712672294"
"In Rente oder Pension","2000","66 und älter","3398","0.945514117142321","0.938094616981179","0.952933617303463"
"Arbeitslose","2000","16-34 J.","408","0.0550247674018561","0.0497023117143713","0.0603472230893409"
"Arbeitslose","2000","35-65 J.","1000","0.0642455185652227","0.0600956333978443","0.0683954037326011"
"Arbeitslose","2000","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","2000","16-34 J.","895","0.116475205163932","0.108987498079598","0.123962912248266"
"Sonstige Nichterwerbspersonen","2000","35-65 J.","1501","0.110448893619434","0.105143717096089","0.115754070142779"
"Sonstige Nichterwerbspersonen","2000","66 und älter","101","0.0250905916034385","0.0199780574151332","0.0302031257917437"
"Beamte","2000","16-34 J.","192","0.0279581163563628","0.0241102571137827","0.0318059755989428"
"Beamte","2000","35-65 J.","651","0.0469325977997106","0.0433530117506513","0.0505121838487699"
"Beamte","2000","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","2001","16-34 J.","1055","0.174516679992705","0.165085724182726","0.183947635802683"
"Angestellte, einfache Tätigkeiten","2001","35-65 J.","2350","0.189652305664581","0.18271269137938","0.196591919949783"
"Angestellte, einfache Tätigkeiten","2001","66 und älter","32","0.008636148040074","0.00552551280183644","0.0117467832783116"
"Angestellte, qualifizierte Tätigkeiten","2001","16-34 J.","1886","0.319292546772271","0.307708568586456","0.330876524958087"
"Angestellte, qualifizierte Tätigkeiten","2001","35-65 J.","4311","0.349792557760646","0.341350431967985","0.358234683553307"
"Angestellte, qualifizierte Tätigkeiten","2001","66 und älter","","","",""
"Selbstständige/ManagerInnen","2001","16-34 J.","241","0.0432665352554697","0.0382111456691571","0.0483219248417823"
"Selbstständige/ManagerInnen","2001","35-65 J.","1076","0.0931976619246835","0.0880515480434571","0.0983437758059099"
"Selbstständige/ManagerInnen","2001","66 und älter","45","0.01411577010603","0.0101499066546078","0.0180816335574523"
"In Ausbildung","2001","16-34 J.","1721","0.26031697863721","0.249413698760399","0.271220258514022"
"In Ausbildung","2001","35-65 J.","79","0.00694522102364391","0.00547510975350402","0.0084153322937838"
"In Ausbildung","2001","66 und älter","","","",""
"In Rente oder Pension","2001","16-34 J.","","","",""
"In Rente oder Pension","2001","35-65 J.","1708","0.143299999760845","0.137097624383852","0.149502375137837"
"In Rente oder Pension","2001","66 und älter","3208","0.945039318063084","0.937377646977321","0.952700989148848"
"Arbeitslose","2001","16-34 J.","409","0.0629977566648848","0.0569608293732944","0.0690346839564752"
"Arbeitslose","2001","35-65 J.","901","0.0699625870171502","0.0654471092502829","0.0744780647840176"
"Arbeitslose","2001","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","2001","16-34 J.","720","0.109435708350489","0.101678682244082","0.117192734456896"
"Sonstige Nichterwerbspersonen","2001","35-65 J.","1236","0.0982457815601141","0.0929768614243416","0.103514701695887"
"Sonstige Nichterwerbspersonen","2001","66 und älter","87","0.0236263440835356","0.0185203677501658","0.0287323204169054"
"Beamte","2001","16-34 J.","181","0.0292819587341652","0.0250927721850846","0.0334711452832457"
"Beamte","2001","35-65 J.","598","0.0489038852883362","0.045086161937308","0.0527216086393644"
"Beamte","2001","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","2002","16-34 J.","1044","0.181253213800603","0.17159945346523","0.190906974135976"
"Angestellte, einfache Tätigkeiten","2002","35-65 J.","2306","0.199724851840174","0.192925741767645","0.206523961912703"
"Angestellte, einfache Tätigkeiten","2002","66 und älter","35","0.0106374409397061","0.0072816323356577","0.0139932495437545"
"Angestellte, qualifizierte Tätigkeiten","2002","16-34 J.","1737","0.295656099656044","0.284220349686581","0.307091849625507"
"Angestellte, qualifizierte Tätigkeiten","2002","35-65 J.","4630","0.339025724402395","0.330975185404235","0.347076263400556"
"Angestellte, qualifizierte Tätigkeiten","2002","66 und älter","","","",""
"Selbstständige/ManagerInnen","2002","16-34 J.","223","0.0391418646060588","0.0342819432473745","0.0440017859647431"
"Selbstständige/ManagerInnen","2002","35-65 J.","1459","0.0910808922202975","0.086187696266418","0.095974088174177"
"Selbstständige/ManagerInnen","2002","66 und älter","62","0.0103947240064409","0.0070770145617382","0.0137124334511436"
"In Ausbildung","2002","16-34 J.","1883","0.279524046547741","0.268278043849677","0.290770049245806"
"In Ausbildung","2002","35-65 J.","79","0.00651507851771431","0.0051468557274611","0.00788330130796751"
"In Ausbildung","2002","66 und älter","","","",""
"In Rente oder Pension","2002","16-34 J.","","","",""
"In Rente oder Pension","2002","35-65 J.","1696","0.141616564303898","0.135687119314259","0.147546009293538"
"In Rente oder Pension","2002","66 und älter","3372","0.948712835840804","0.941497233379299","0.955928438302309"
"Arbeitslose","2002","16-34 J.","390","0.0727247780499283","0.0662171251546195","0.079232430945237"
"Arbeitslose","2002","35-65 J.","917","0.0772420971738345","0.0727017687556988","0.0817824255919703"
"Arbeitslose","2002","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","2002","16-34 J.","658","0.10357999658644","0.095943879717703","0.111216113455178"
"Sonstige Nichterwerbspersonen","2002","35-65 J.","1292","0.0990806728966036","0.0939996192690764","0.104161726524131"
"Sonstige Nichterwerbspersonen","2002","66 und älter","95","0.0237057842513539","0.0187293486470033","0.0286822198557044"
"Beamte","2002","16-34 J.","173","0.0268866566764832","0.0228331679884285","0.0309401453645379"
"Beamte","2002","35-65 J.","903","0.0457141186450821","0.0421620546801644","0.0492661826099998"
"Beamte","2002","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","2003","16-34 J.","1038","0.188093213992634","0.178057696425045","0.198128731560223"
"Angestellte, einfache Tätigkeiten","2003","35-65 J.","2117","0.189233044763307","0.182410815718334","0.196055273808279"
"Angestellte, einfache Tätigkeiten","2003","66 und älter","35","0.010702417059027","0.00736380799002023","0.0140410261280338"
"Angestellte, qualifizierte Tätigkeiten","2003","16-34 J.","1590","0.289030042070107","0.277388855644584","0.30067122849563"
"Angestellte, qualifizierte Tätigkeiten","2003","35-65 J.","4513","0.346974298894032","0.338683553504306","0.355265044283758"
"Angestellte, qualifizierte Tätigkeiten","2003","66 und älter","","","",""
"Selbstständige/ManagerInnen","2003","16-34 J.","188","0.0316830116190563","0.0271849838722997","0.0361810393658129"
"Selbstständige/ManagerInnen","2003","35-65 J.","1335","0.0896449633379462","0.0846693326901507","0.0946205939857416"
"Selbstständige/ManagerInnen","2003","66 und älter","71","0.0154115096810967","0.0114147215374771","0.0194082978247163"
"In Ausbildung","2003","16-34 J.","1806","0.275111562224029","0.263643497535719","0.286579626912339"
"In Ausbildung","2003","35-65 J.","86","0.00710253142833238","0.00563988763909428","0.00856517521757047"
"In Ausbildung","2003","66 und älter","","","",""
"In Rente oder Pension","2003","16-34 J.","","","",""
"In Rente oder Pension","2003","35-65 J.","1631","0.141344061054197","0.135276304343845","0.147411817764549"
"In Rente oder Pension","2003","66 und älter","3424","0.944211524338768","0.936764752370196","0.95165829630734"
"Arbeitslose","2003","16-34 J.","413","0.0805064150211666","0.073519431453048","0.0874933985892852"
"Arbeitslose","2003","35-65 J.","981","0.0862318805813715","0.0813427490942011","0.0911210120685418"
"Arbeitslose","2003","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","2003","16-34 J.","615","0.105817523763305","0.0979181620515654","0.113716885475045"
"Sonstige Nichterwerbspersonen","2003","35-65 J.","1170","0.0933588337560852","0.088291550125359","0.0984261173868115"
"Sonstige Nichterwerbspersonen","2003","66 und älter","83","0.0208471335661679","0.0162114948261387","0.0254827723061972"
"Beamte","2003","16-34 J.","167","0.0285156460683827","0.0242413988347618","0.0327898933020035"
"Beamte","2003","35-65 J.","830","0.0461103861847288","0.0424575665598605","0.0497632058095971"
"Beamte","2003","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","2004","16-34 J.","973","0.182450273064121","0.172333057773762","0.192567488354481"
"Angestellte, einfache Tätigkeiten","2004","35-65 J.","2137","0.198218099578155","0.191152156181675","0.205284042974635"
"Angestellte, einfache Tätigkeiten","2004","66 und älter","46","0.012855296110774","0.00925412812666253","0.0164564640948855"
"Angestellte, qualifizierte Tätigkeiten","2004","16-34 J.","1453","0.273596290496067","0.261918094144157","0.285274486847977"
"Angestellte, qualifizierte Tätigkeiten","2004","35-65 J.","4331","0.34079354932578","0.332392630601699","0.349194468049861"
"Angestellte, qualifizierte Tätigkeiten","2004","66 und älter","","","",""
"Selbstständige/ManagerInnen","2004","16-34 J.","210","0.0398093246343368","0.0346877584311722","0.0449308908375014"
"Selbstständige/ManagerInnen","2004","35-65 J.","1338","0.0934441020766919","0.0882853623451376","0.0986028418082463"
"Selbstständige/ManagerInnen","2004","66 und älter","80","0.0161834866985207","0.0121497733741186","0.0202172000229228"
"In Ausbildung","2004","16-34 J.","1859","0.301516896740957","0.289495209539763","0.313538583942152"
"In Ausbildung","2004","35-65 J.","73","0.00612144458677906","0.00473894822438084","0.00750394094917729"
"In Ausbildung","2004","66 und älter","","","",""
"In Rente oder Pension","2004","16-34 J.","","","",""
"In Rente oder Pension","2004","35-65 J.","1478","0.13264999612014","0.126637965426092","0.138662026814187"
"In Rente oder Pension","2004","66 und älter","3510","0.942223528830448","0.934764807061036","0.94968225059986"
"Arbeitslose","2004","16-34 J.","426","0.0852376907279939","0.0779229049360342","0.0925524765199537"
"Arbeitslose","2004","35-65 J.","964","0.0918882051460391","0.0867682056468822","0.0970082046451961"
"Arbeitslose","2004","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","2004","16-34 J.","520","0.090603958297608","0.0830845830320283","0.0981233335631877"
"Sonstige Nichterwerbspersonen","2004","35-65 J.","1111","0.0909530379938234","0.085856536676537","0.0960495393111098"
"Sonstige Nichterwerbspersonen","2004","66 und älter","91","0.0221612360853958","0.017455337721606","0.0268671344491856"
"Beamte","2004","16-34 J.","150","0.0258749770352654","0.0217160722256206","0.0300338818449102"
"Beamte","2004","35-65 J.","796","0.0459315651725916","0.0422212076263201","0.0496419227188631"
"Beamte","2004","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","2005","16-34 J.","898","0.182193804909196","0.171802712913029","0.192584896905363"
"Angestellte, einfache Tätigkeiten","2005","35-65 J.","2004","0.203126277045067","0.195807984122986","0.210444569967148"
"Angestellte, einfache Tätigkeiten","2005","66 und älter","40","0.0102715632965858","0.00705135302602309","0.0134917735671486"
"Angestellte, qualifizierte Tätigkeiten","2005","16-34 J.","1372","0.270649209578878","0.258688944657793","0.282609474499963"
"Angestellte, qualifizierte Tätigkeiten","2005","35-65 J.","4208","0.349407777723768","0.340735110177181","0.358080445270354"
"Angestellte, qualifizierte Tätigkeiten","2005","66 und älter","","","",""
"Selbstständige/ManagerInnen","2005","16-34 J.","191","0.0341122637063141","0.0292258775490653","0.038998649863563"
"Selbstständige/ManagerInnen","2005","35-65 J.","1243","0.0915515943512668","0.0863057539854672","0.0967974347170665"
"Selbstständige/ManagerInnen","2005","66 und älter","69","0.0153907487594122","0.011459144801746","0.0193223527170785"
"In Ausbildung","2005","16-34 J.","1779","0.303211860210042","0.290838357543964","0.315585362876121"
"In Ausbildung","2005","35-65 J.","48","0.00483673092558784","0.0035747432490248","0.00609871860215088"
"In Ausbildung","2005","66 und älter","","","",""
"In Rente oder Pension","2005","16-34 J.","","","",""
"In Rente oder Pension","2005","35-65 J.","1404","0.123841480308701","0.117849692946506","0.129833267670895"
"In Rente oder Pension","2005","66 und älter","3536","0.945104692111565","0.93782998512318","0.95237939909995"
"Arbeitslose","2005","16-34 J.","446","0.0982090816336041","0.0901978748362798","0.106220288430928"
"Arbeitslose","2005","35-65 J.","882","0.0862567779388834","0.0811500739917818","0.091363481885985"
"Arbeitslose","2005","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","2005","16-34 J.","468","0.0857268861397817","0.0781904558258724","0.093263316453691"
"Sonstige Nichterwerbspersonen","2005","35-65 J.","1048","0.091269759146284","0.0860311870682928","0.0965083312242752"
"Sonstige Nichterwerbspersonen","2005","66 und älter","85","0.0210795376865897","0.0164916563412728","0.0256674190319066"
"Beamte","2005","16-34 J.","141","0.0249936745678535","0.0207913657851194","0.0291959833505877"
"Beamte","2005","35-65 J.","773","0.0497096025604427","0.0457561157251041","0.0536630893957813"
"Beamte","2005","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","2006","16-34 J.","876","0.174994134216534","0.164857071208762","0.185131197224307"
"Angestellte, einfache Tätigkeiten","2006","35-65 J.","2073","0.192252394878473","0.185316364809578","0.199188424947367"
"Angestellte, einfache Tätigkeiten","2006","66 und älter","51","0.0109090823905813","0.00784953980303548","0.0139686249781271"
"Angestellte, qualifizierte Tätigkeiten","2006","16-34 J.","1392","0.264217641924572","0.252454387960378","0.275980895888766"
"Angestellte, qualifizierte Tätigkeiten","2006","35-65 J.","4559","0.360386932293662","0.351936470744853","0.368837393842472"
"Angestellte, qualifizierte Tätigkeiten","2006","66 und älter","31","0.00752576154076082","0.00498022618850266","0.010071296893019"
"Selbstständige/ManagerInnen","2006","16-34 J.","199","0.0390279143209158","0.0338611941638517","0.04419463447798"
"Selbstständige/ManagerInnen","2006","35-65 J.","1398","0.0978305930658045","0.0926015930937133","0.103059593037896"
"Selbstständige/ManagerInnen","2006","66 und älter","100","0.0179510017812123","0.0140402954145598","0.0218617081478648"
"In Ausbildung","2006","16-34 J.","1520","0.258715092146668","0.247031528113341","0.270398656179995"
"In Ausbildung","2006","35-65 J.","34","0.00324254470549311","0.00224191133780636","0.00424317807317986"
"In Ausbildung","2006","66 und älter","","","",""
"In Rente oder Pension","2006","16-34 J.","","","",""
"In Rente oder Pension","2006","35-65 J.","1468","0.116100681340418","0.110462279395369","0.121739083285468"
"In Rente oder Pension","2006","66 und älter","4150","0.943045034319526","0.936218876914968","0.949871191724085"
"Arbeitslose","2006","16-34 J.","483","0.0992326379651346","0.0912562646628753","0.107209011267394"
"Arbeitslose","2006","35-65 J.","946","0.0888638869854539","0.0838555731931331","0.0938722007777746"
"Arbeitslose","2006","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","2006","16-34 J.","777","0.133384108658823","0.124313482841674","0.142454734475972"
"Sonstige Nichterwerbspersonen","2006","35-65 J.","1121","0.0930686027428723","0.0879550108602653","0.0981821946254793"
"Sonstige Nichterwerbspersonen","2006","66 und älter","89","0.0186378937049705","0.0146544623054099","0.0226213251045312"
"Beamte","2006","16-34 J.","140","0.0279387788218834","0.0235421236967233","0.0323354339470435"
"Beamte","2006","35-65 J.","801","0.0482543639878229","0.0444824134127544","0.0520263145628915"
"Beamte","2006","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","2007","16-34 J.","856","0.182526628288915","0.171840031677297","0.193213224900534"
"Angestellte, einfache Tätigkeiten","2007","35-65 J.","2124","0.209745610229601","0.202291348628088","0.217199871831113"
"Angestellte, einfache Tätigkeiten","2007","66 und älter","51","0.0125828189144327","0.00926545823221523","0.0159001795966502"
"Angestellte, qualifizierte Tätigkeiten","2007","16-34 J.","1346","0.283591003722385","0.271121010039639","0.29606099740513"
"Angestellte, qualifizierte Tätigkeiten","2007","35-65 J.","4239","0.363499488553517","0.354692528796578","0.372306448310456"
"Angestellte, qualifizierte Tätigkeiten","2007","66 und älter","","","",""
"Selbstständige/ManagerInnen","2007","16-34 J.","172","0.0341653916033988","0.0291398360711646","0.0391909471356331"
"Selbstständige/ManagerInnen","2007","35-65 J.","1270","0.0934742283290735","0.0881444302842597","0.0988040263738873"
"Selbstständige/ManagerInnen","2007","66 und älter","92","0.0160193169904355","0.0122827853519271","0.0197558486289439"
"In Ausbildung","2007","16-34 J.","1426","0.252992814122998","0.24096585109545","0.265019777150545"
"In Ausbildung","2007","35-65 J.","30","0.00326020062217035","0.00221647151718881","0.00430392972715189"
"In Ausbildung","2007","66 und älter","","","",""
"In Rente oder Pension","2007","16-34 J.","","","",""
"In Rente oder Pension","2007","35-65 J.","1278","0.113580964526962","0.107771353653827","0.119390575400097"
"In Rente oder Pension","2007","66 und älter","4084","0.947341752115388","0.940694534124167","0.953988970106608"
"Arbeitslose","2007","16-34 J.","358","0.0856922876200649","0.0779484443753049","0.0934361308648248"
"Arbeitslose","2007","35-65 J.","805","0.0803294166592946","0.0753528687937525","0.0853059645248367"
"Arbeitslose","2007","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","2007","16-34 J.","719","0.130941428218585","0.121608830333472","0.140274026103699"
"Sonstige Nichterwerbspersonen","2007","35-65 J.","948","0.0841889806308112","0.0791049835882503","0.0892729776733721"
"Sonstige Nichterwerbspersonen","2007","66 und älter","75","0.0151723813998816","0.0115344009123774","0.0188103618873858"
"Beamte","2007","16-34 J.","134","0.0287815913717927","0.0241561269220862","0.0334070558214993"
"Beamte","2007","35-65 J.","765","0.051921110448571","0.0478588388574102","0.0559833820397319"
"Beamte","2007","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","2008","16-34 J.","810","0.200116393005897","0.188526886911398","0.211705899100396"
"Angestellte, einfache Tätigkeiten","2008","35-65 J.","1969","0.212003044004715","0.204242276336927","0.219763811672503"
"Angestellte, einfache Tätigkeiten","2008","66 und älter","60","0.0168392273946308","0.0129916327942338","0.0206868219950279"
"Angestellte, qualifizierte Tätigkeiten","2008","16-34 J.","1276","0.290195025008357","0.277048084498978","0.303341965517735"
"Angestellte, qualifizierte Tätigkeiten","2008","35-65 J.","4154","0.382747489410922","0.373518397483417","0.391976581338427"
"Angestellte, qualifizierte Tätigkeiten","2008","66 und älter","","","",""
"Selbstständige/ManagerInnen","2008","16-34 J.","153","0.0293627332314466","0.0244724172950831","0.03425304916781"
"Selbstständige/ManagerInnen","2008","35-65 J.","1157","0.0929347477496091","0.0874218531235565","0.0984476423756617"
"Selbstständige/ManagerInnen","2008","66 und älter","108","0.0207256618251895","0.0164655367939896","0.0249857868563893"
"In Ausbildung","2008","16-34 J.","1364","0.26287813599241","0.250126759265786","0.275629512719034"
"In Ausbildung","2008","35-65 J.","","","",""
"In Ausbildung","2008","66 und älter","","","",""
"In Rente oder Pension","2008","16-34 J.","","","",""
"In Rente oder Pension","2008","35-65 J.","1129","0.106067913971405","0.100221148941735","0.111914679001074"
"In Rente oder Pension","2008","66 und älter","4017","0.938797264913514","0.931629441824","0.945965088003028"
"Arbeitslose","2008","16-34 J.","291","0.0714325107269518","0.0639720630043936","0.0788929584495099"
"Arbeitslose","2008","35-65 J.","667","0.0710366818074368","0.0661590166873916","0.075914346927482"
"Arbeitslose","2008","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","2008","16-34 J.","553","0.120370383137024","0.110944545816655","0.129796220457394"
"Sonstige Nichterwerbspersonen","2008","35-65 J.","856","0.0791801633803954","0.0740531211578166","0.0843072056029742"
"Sonstige Nichterwerbspersonen","2008","66 und älter","75","0.0153258574424269","0.011652403388704","0.0189993114961499"
"Beamte","2008","16-34 J.","122","0.0237458288224124","0.0193353543325471","0.0281563033122777"
"Beamte","2008","35-65 J.","694","0.0522117150190976","0.0479878404638388","0.0564355895743564"
"Beamte","2008","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","2009","16-34 J.","713","0.185522859491804","0.173737303647159","0.19730841533645"
"Angestellte, einfache Tätigkeiten","2009","35-65 J.","1856","0.212638957910171","0.204566237798045","0.220711678022298"
"Angestellte, einfache Tätigkeiten","2009","66 und älter","65","0.015113785315323","0.0114062859995155","0.0188212846311306"
"Angestellte, qualifizierte Tätigkeiten","2009","16-34 J.","1152","0.29491312413582","0.2810876424622","0.308738605809441"
"Angestellte, qualifizierte Tätigkeiten","2009","35-65 J.","3884","0.385316761333024","0.375715105107053","0.394918417558996"
"Angestellte, qualifizierte Tätigkeiten","2009","66 und älter","39","0.0105524405109163","0.00744734993747576","0.0136575310843569"
"Selbstständige/ManagerInnen","2009","16-34 J.","142","0.0329928688717824","0.0275773910160547","0.0384083467275102"
"Selbstständige/ManagerInnen","2009","35-65 J.","1076","0.0948331074707869","0.0890527348173003","0.100613480124273"
"Selbstständige/ManagerInnen","2009","66 und älter","117","0.0246317614297975","0.0199216252338366","0.0293418976257585"
