"beruf","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","1031","0.179557619330985","0.168444230462851","0.190671008199119"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","1782","0.204976876978701","0.195004641161944","0.214949112795457"
"Angestellte, einfache Tätigkeiten","1984","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","1109","0.280466511639865","0.267459229492725","0.293473793787005"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","1560","0.271294446022271","0.260310795272704","0.282278096771838"
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","157","0.0336348133854507","0.0284146307478723","0.038854996023029"
"Selbstständige/ManagerInnen","1984","35-65 J.","477","0.0865544870839081","0.0796084621053481","0.0935005120624681"
"Selbstständige/ManagerInnen","1984","66 und älter","","","",""
"In Ausbildung","1984","16-34 J.","1126","0.267974332500615","0.255150131919125","0.280798533082106"
"In Ausbildung","1984","35-65 J.","","","",""
"In Ausbildung","1984","66 und älter","","","",""
"In Rente oder Pension","1984","16-34 J.","","","",""
"In Rente oder Pension","1984","35-65 J.","649","0.142641907563777","0.13400307774755","0.151280737380005"
"In Rente oder Pension","1984","66 und älter","1109","0.891460315988641","0.874318844044203","0.908601787933078"
"Arbeitslose","1984","16-34 J.","235","0.0512003185704619","0.0448185045279374","0.0575821326129864"
"Arbeitslose","1984","35-65 J.","198","0.0255108092897092","0.0216158685451364","0.0294057500342819"
"Arbeitslose","1984","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","738","0.13572050590137","0.12580373253825","0.145637279264491"
"Sonstige Nichterwerbspersonen","1984","35-65 J.","1298","0.206205846438726","0.196211494029216","0.216200198848236"
"Sonstige Nichterwerbspersonen","1984","66 und älter","105","0.0740027015223753","0.0595771815887202","0.0884282214560304"
"Beamte","1984","16-34 J.","179","0.0497226534654847","0.0434287093103954","0.0560165976205741"
"Beamte","1984","35-65 J.","313","0.0596349558581171","0.0537850495122088","0.0654848622040254"
"Beamte","1984","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1985","16-34 J.","881","0.175296777140377","0.163741258498938","0.186852295781817"
"Angestellte, einfache Tätigkeiten","1985","35-65 J.","1462","0.188880764368617","0.178757632386719","0.199003896350515"
"Angestellte, einfache Tätigkeiten","1985","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","16-34 J.","1073","0.293338446239176","0.279501385208869","0.307175507269482"
"Angestellte, qualifizierte Tätigkeiten","1985","35-65 J.","1544","0.28259968293762","0.27095452722254","0.294244838652699"
"Angestellte, qualifizierte Tätigkeiten","1985","66 und älter","","","",""
"Selbstständige/ManagerInnen","1985","16-34 J.","151","0.0371445496377484","0.0313970132968168","0.04289208597868"
"Selbstständige/ManagerInnen","1985","35-65 J.","429","0.0848467171390155","0.0776399062583483","0.0920535280196827"
"Selbstständige/ManagerInnen","1985","66 und älter","","","",""
"In Ausbildung","1985","16-34 J.","1084","0.282012852553587","0.268337251701604","0.295688453405571"
"In Ausbildung","1985","35-65 J.","","","",""
"In Ausbildung","1985","66 und älter","","","",""
"In Rente oder Pension","1985","16-34 J.","","","",""
"In Rente oder Pension","1985","35-65 J.","612","0.148110848202718","0.138924060903003","0.157297635502433"
"In Rente oder Pension","1985","66 und älter","974","0.90067611023727","0.883025020771805","0.918327199702736"
"Arbeitslose","1985","16-34 J.","243","0.056495725639954","0.0494790183079499","0.0635124329719581"
"Arbeitslose","1985","35-65 J.","260","0.0415609264847342","0.0363990982552622","0.0467227547142061"
"Arbeitslose","1985","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1985","16-34 J.","570","0.108520930890627","0.0990680113466521","0.117973850434603"
"Sonstige Nichterwerbspersonen","1985","35-65 J.","1109","0.187968643129996","0.177864306974301","0.198072979285691"
"Sonstige Nichterwerbspersonen","1985","66 und älter","85","0.0658252325025741","0.0511909780519203","0.080459486953228"
"Beamte","1985","16-34 J.","151","0.0461818102643375","0.0398032610994024","0.0525603594292725"
"Beamte","1985","35-65 J.","315","0.0638873532138088","0.0575625038403976","0.07021220258722"
"Beamte","1985","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1986","16-34 J.","861","0.175019274156647","0.163348247885596","0.186690300427697"
"Angestellte, einfache Tätigkeiten","1986","35-65 J.","1397","0.183902790243654","0.17362884258372","0.194176737903587"
"Angestellte, einfache Tätigkeiten","1986","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","16-34 J.","1088","0.308729910341444","0.294540725615682","0.322919095067207"
"Angestellte, qualifizierte Tätigkeiten","1986","35-65 J.","1430","0.283274351522126","0.271324779717578","0.295223923326674"
"Angestellte, qualifizierte Tätigkeiten","1986","66 und älter","","","",""
"Selbstständige/ManagerInnen","1986","16-34 J.","141","0.0355799076166534","0.0298903337615657","0.0412694814717411"
"Selbstständige/ManagerInnen","1986","35-65 J.","433","0.0890536787001491","0.0815002424449375","0.0966071149553607"
"Selbstständige/ManagerInnen","1986","66 und älter","","","",""
"In Ausbildung","1986","16-34 J.","1076","0.269483892255807","0.25585609981776","0.283111684693854"
"In Ausbildung","1986","35-65 J.","","","",""
"In Ausbildung","1986","66 und älter","","","",""
"In Rente oder Pension","1986","16-34 J.","","","",""
"In Rente oder Pension","1986","35-65 J.","580","0.148092781894847","0.138673119499403","0.157512444290291"
"In Rente oder Pension","1986","66 und älter","925","0.910360571991482","0.892923441536892","0.927797702446072"
"Arbeitslose","1986","16-34 J.","223","0.0502590134877199","0.0435485305487311","0.0569694964267088"
"Arbeitslose","1986","35-65 J.","238","0.0404472564758559","0.0352226786445127","0.0456718343071991"
"Arbeitslose","1986","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1986","16-34 J.","528","0.111931170096517","0.10224743185098","0.121614908342054"
"Sonstige Nichterwerbspersonen","1986","35-65 J.","1067","0.188794057686815","0.178415620405763","0.199172494967866"
"Sonstige Nichterwerbspersonen","1986","66 und älter","76","0.0621555193138033","0.0474180124114788","0.0768930262161278"
"Beamte","1986","16-34 J.","146","0.0467049958621119","0.0402240329846141","0.0531859587396097"
"Beamte","1986","35-65 J.","301","0.0630071221941108","0.0565634237183602","0.0694508206698614"
"Beamte","1986","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1987","16-34 J.","893","0.18945486488601","0.177342678728375","0.201567051043644"
"Angestellte, einfache Tätigkeiten","1987","35-65 J.","1380","0.193506477507799","0.182911866945269","0.204101088070329"
"Angestellte, einfache Tätigkeiten","1987","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","16-34 J.","1060","0.317301473757608","0.302915754462749","0.331687193052467"
"Angestellte, qualifizierte Tätigkeiten","1987","35-65 J.","1429","0.290402019434648","0.278227752959848","0.302576285909448"
"Angestellte, qualifizierte Tätigkeiten","1987","66 und älter","","","",""
"Selbstständige/ManagerInnen","1987","16-34 J.","131","0.0352235910402243","0.0295257384778038","0.0409214436026448"
"Selbstständige/ManagerInnen","1987","35-65 J.","424","0.0886826943255083","0.0810585510276523","0.0963068376233644"
"Selbstständige/ManagerInnen","1987","66 und älter","","","",""
"In Ausbildung","1987","16-34 J.","1064","0.246185429385486","0.232870327589133","0.259500531181839"
"In Ausbildung","1987","35-65 J.","","","",""
"In Ausbildung","1987","66 und älter","","","",""
"In Rente oder Pension","1987","16-34 J.","","","",""
"In Rente oder Pension","1987","35-65 J.","526","0.133080975484772","0.123971695378314","0.14219025559123"
"In Rente oder Pension","1987","66 und älter","955","0.908857613416533","0.891596429191059","0.926118797642008"
"Arbeitslose","1987","16-34 J.","202","0.0460756173665341","0.0395956381818699","0.0525555965511983"
"Arbeitslose","1987","35-65 J.","269","0.0446287506657153","0.0390910401331808","0.0501664611982498"
"Arbeitslose","1987","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1987","16-34 J.","525","0.118295388983815","0.108313183195953","0.128277594771677"
"Sonstige Nichterwerbspersonen","1987","35-65 J.","993","0.179672377082458","0.169376315612667","0.18996843855225"
"Sonstige Nichterwerbspersonen","1987","66 und älter","75","0.061102310453206","0.0467374829219367","0.0754671379844753"
"Beamte","1987","16-34 J.","140","0.0461662025318073","0.0396801646008002","0.0526522404628145"
"Beamte","1987","35-65 J.","303","0.065404436291346","0.0587738449358256","0.0720350276468665"
"Beamte","1987","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1988","16-34 J.","821","0.167332425962405","0.155523198553835","0.179141653370975"
"Angestellte, einfache Tätigkeiten","1988","35-65 J.","1263","0.188684177288799","0.177923943712253","0.199444410865345"
"Angestellte, einfache Tätigkeiten","1988","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","16-34 J.","1044","0.334363023314677","0.319437710324328","0.349288336305026"
"Angestellte, qualifizierte Tätigkeiten","1988","35-65 J.","1415","0.303872348799632","0.29122355774726","0.316521139852003"
"Angestellte, qualifizierte Tätigkeiten","1988","66 und älter","","","",""
"Selbstständige/ManagerInnen","1988","16-34 J.","120","0.036227639960056","0.0303160696291888","0.0421392102909233"
"Selbstständige/ManagerInnen","1988","35-65 J.","406","0.087711212175746","0.079931693821031","0.095490730530461"
"Selbstständige/ManagerInnen","1988","66 und älter","","","",""
"In Ausbildung","1988","16-34 J.","978","0.243526489896937","0.229947559172823","0.257105420621051"
"In Ausbildung","1988","35-65 J.","","","",""
"In Ausbildung","1988","66 und älter","","","",""
"In Rente oder Pension","1988","16-34 J.","","","",""
"In Rente oder Pension","1988","35-65 J.","502","0.129353059731438","0.1201237679421","0.138582351520775"
"In Rente oder Pension","1988","66 und älter","940","0.920921949112187","0.90448136261926","0.937362535605114"
"Arbeitslose","1988","16-34 J.","191","0.0449083851699913","0.0383562651916983","0.0514605051482843"
"Arbeitslose","1988","35-65 J.","265","0.0479258346629927","0.0420512222646587","0.0538004470613267"
"Arbeitslose","1988","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1988","16-34 J.","539","0.12473061330969","0.114277323184157","0.135183903435223"
"Sonstige Nichterwerbspersonen","1988","35-65 J.","939","0.172858571738738","0.162459505812517","0.18325763766496"
"Sonstige Nichterwerbspersonen","1988","66 und älter","58","0.0473154902634416","0.0343808563863362","0.0602501241405469"
"Beamte","1988","16-34 J.","136","0.0468443754784448","0.0401593011555952","0.0535294498012945"
"Beamte","1988","35-65 J.","274","0.0647618099096414","0.0579935100729882","0.0715301097462946"
"Beamte","1988","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1989","16-34 J.","865","0.185336708253271","0.172905063097126","0.197768353409416"
"Angestellte, einfache Tätigkeiten","1989","35-65 J.","1294","0.193961057915937","0.182867433349034","0.205054682482839"
"Angestellte, einfache Tätigkeiten","1989","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","16-34 J.","1083","0.345662661865883","0.330447173535454","0.360878150196312"
"Angestellte, qualifizierte Tätigkeiten","1989","35-65 J.","1293","0.29874527286036","0.285903452159246","0.311587093561474"
"Angestellte, qualifizierte Tätigkeiten","1989","66 und älter","","","",""
"Selbstständige/ManagerInnen","1989","16-34 J.","116","0.0344215704596651","0.0285888934597231","0.0402542474596072"
"Selbstständige/ManagerInnen","1989","35-65 J.","387","0.0852842999139184","0.0774479144373021","0.0931206853905347"
"Selbstständige/ManagerInnen","1989","66 und älter","","","",""
"In Ausbildung","1989","16-34 J.","910","0.247189860238244","0.233388659751064","0.260991060725423"
"In Ausbildung","1989","35-65 J.","","","",""
"In Ausbildung","1989","66 und älter","","","",""
"In Rente oder Pension","1989","16-34 J.","","","",""
"In Rente oder Pension","1989","35-65 J.","496","0.132101318284807","0.122601259991418","0.141601376578197"
"In Rente oder Pension","1989","66 und älter","932","0.937498317066741","0.922562340898069","0.952434293235413"
"Arbeitslose","1989","16-34 J.","135","0.0322704518606202","0.0266166793100042","0.0379242244112361"
"Arbeitslose","1989","35-65 J.","189","0.0374618217246661","0.0321340990704791","0.042789544378853"
"Arbeitslose","1989","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1989","16-34 J.","509","0.111702477600868","0.101624591696649","0.121780363505087"
"Sonstige Nichterwerbspersonen","1989","35-65 J.","949","0.183833282278619","0.172965530984337","0.194701033572902"
"Sonstige Nichterwerbspersonen","1989","66 und älter","40","0.0316399229459795","0.0208395524285521","0.0424402934634068"
"Beamte","1989","16-34 J.","125","0.0412957813567236","0.0349299669620731","0.0476615957513742"
"Beamte","1989","35-65 J.","259","0.0654778319325036","0.0585375017963687","0.0724181620686386"
"Beamte","1989","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1990","16-34 J.","1059","0.17214435391978","0.161993516262781","0.18229519157678"
"Angestellte, einfache Tätigkeiten","1990","35-65 J.","1642","0.190234261220291","0.181081612114274","0.199386910326309"
"Angestellte, einfache Tätigkeiten","1990","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1990","16-34 J.","2070","0.395963094504924","0.382812745623711","0.409113443386136"
"Angestellte, qualifizierte Tätigkeiten","1990","35-65 J.","2773","0.373838005197801","0.362555440742851","0.385120569652751"
"Angestellte, qualifizierte Tätigkeiten","1990","66 und älter","","","",""
"Selbstständige/ManagerInnen","1990","16-34 J.","159","0.0348090925720998","0.0298804066366308","0.0397377785075688"
"Selbstständige/ManagerInnen","1990","35-65 J.","513","0.0791613496591874","0.0728652570041071","0.0854574423142676"
"Selbstständige/ManagerInnen","1990","66 und älter","","","",""
"In Ausbildung","1990","16-34 J.","1110","0.220775348616253","0.209622525500167","0.231928171732338"
"In Ausbildung","1990","35-65 J.","","","",""
"In Ausbildung","1990","66 und älter","","","",""
"In Rente oder Pension","1990","16-34 J.","","","",""
"In Rente oder Pension","1990","35-65 J.","719","0.125781237777039","0.118048367240376","0.133514108313701"
"In Rente oder Pension","1990","66 und älter","1379","0.953671715008928","0.9428898416622","0.964453588355656"
"Arbeitslose","1990","16-34 J.","124","0.0243749411589897","0.0202283478329122","0.0285215344850673"
"Arbeitslose","1990","35-65 J.","192","0.0286344479894216","0.0247452638831032","0.03252363209574"
"Arbeitslose","1990","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1990","16-34 J.","653","0.114429329387043","0.105869630807087","0.122989027966999"
"Sonstige Nichterwerbspersonen","1990","35-65 J.","949","0.144516677294656","0.136317174779776","0.152716179809536"
"Sonstige Nichterwerbspersonen","1990","66 und älter","33","0.0212969864378657","0.0138914554580163","0.028702517417715"
"Beamte","1990","16-34 J.","125","0.0349414119285947","0.0300037056965735","0.039879118160616"
"Beamte","1990","35-65 J.","252","0.0527621571972545","0.0475488473496539","0.057975467044855"
"Beamte","1990","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1991","16-34 J.","1120","0.190882576466539","0.180138837392566","0.201626315540512"
"Angestellte, einfache Tätigkeiten","1991","35-65 J.","1731","0.203768530017648","0.194314293042698","0.213222766992597"
"Angestellte, einfache Tätigkeiten","1991","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","16-34 J.","1753","0.366825019834699","0.353649799734972","0.380000239934425"
"Angestellte, qualifizierte Tätigkeiten","1991","35-65 J.","2426","0.347178756823328","0.336004671857115","0.35835284178954"
"Angestellte, qualifizierte Tätigkeiten","1991","66 und älter","","","",""
"Selbstständige/ManagerInnen","1991","16-34 J.","149","0.03195949888718","0.0271509584122254","0.0367680393621347"
"Selbstständige/ManagerInnen","1991","35-65 J.","523","0.0825104633955366","0.0760525334200973","0.0889683933709759"
"Selbstständige/ManagerInnen","1991","66 und älter","","","",""
"In Ausbildung","1991","16-34 J.","1113","0.219829949441202","0.20850843307365","0.231151465808754"
"In Ausbildung","1991","35-65 J.","","","",""
"In Ausbildung","1991","66 und älter","","","",""
"In Rente oder Pension","1991","16-34 J.","","","",""
"In Rente oder Pension","1991","35-65 J.","790","0.134534947113784","0.126525904903194","0.142543989324373"
"In Rente oder Pension","1991","66 und älter","1342","0.944795619306409","0.933016299825951","0.956574938786867"
"Arbeitslose","1991","16-34 J.","257","0.0433817686194004","0.0378126113136636","0.0489509259251372"
"Arbeitslose","1991","35-65 J.","350","0.0416712178831056","0.0369807774928621","0.0463616582733492"
"Arbeitslose","1991","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1991","16-34 J.","593","0.107913554634667","0.0994313645448929","0.116395744724441"
"Sonstige Nichterwerbspersonen","1991","35-65 J.","867","0.133882649640068","0.125890036786218","0.141875262493917"
"Sonstige Nichterwerbspersonen","1991","66 und älter","57","0.0297984625870928","0.0210286077949677","0.0385683173792179"
"Beamte","1991","16-34 J.","145","0.0369815782235402","0.0318224472949789","0.0421407091521014"
"Beamte","1991","35-65 J.","265","0.0530481645151253","0.0477875390322165","0.0583087899980341"
"Beamte","1991","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1992","16-34 J.","1014","0.177013928474528","0.166401529830151","0.187626327118906"
"Angestellte, einfache Tätigkeiten","1992","35-65 J.","1585","0.191181421992462","0.181889570185658","0.200473273799265"
"Angestellte, einfache Tätigkeiten","1992","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","16-34 J.","1613","0.35983421019717","0.346489441558222","0.373178978836119"
"Angestellte, qualifizierte Tätigkeiten","1992","35-65 J.","2294","0.332093602811477","0.320964967047247","0.343222238575707"
"Angestellte, qualifizierte Tätigkeiten","1992","66 und älter","","","",""
"Selbstständige/ManagerInnen","1992","16-34 J.","151","0.0303231978767388","0.025555435572494","0.0350909601809837"
"Selbstständige/ManagerInnen","1992","35-65 J.","526","0.087113244028774","0.0804497130892887","0.0937767749682592"
"Selbstständige/ManagerInnen","1992","66 und älter","","","",""
"In Ausbildung","1992","16-34 J.","1136","0.228380905158102","0.216708913438887","0.240052896877318"
"In Ausbildung","1992","35-65 J.","42","0.00531789165527505","0.00359932742810207","0.00703645588244802"
"In Ausbildung","1992","66 und älter","","","",""
"In Rente oder Pension","1992","16-34 J.","","","",""
"In Rente oder Pension","1992","35-65 J.","870","0.144549934584062","0.136240716577809","0.152859152590315"
"In Rente oder Pension","1992","66 und älter","1389","0.965383264571661","0.955967474928909","0.974799054214412"
"Arbeitslose","1992","16-34 J.","329","0.057241958670809","0.0507828742885928","0.0637010430530251"
"Arbeitslose","1992","35-65 J.","521","0.0617089624170783","0.0560230943531496","0.067394830481007"
"Arbeitslose","1992","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1992","16-34 J.","584","0.112646505236721","0.103855859344536","0.121437151128906"
"Sonstige Nichterwerbspersonen","1992","35-65 J.","789","0.126838092709475","0.118974407612742","0.134701777806209"
"Sonstige Nichterwerbspersonen","1992","66 und älter","","","",""
"Beamte","1992","16-34 J.","133","0.0323087085275171","0.0273923696779415","0.0372250473770927"
"Beamte","1992","35-65 J.","253","0.051196849801397","0.0459889388412794","0.0564047607615146"
"Beamte","1992","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1993","16-34 J.","996","0.179756228911227","0.168988372595859","0.190524085226595"
"Angestellte, einfache Tätigkeiten","1993","35-65 J.","1574","0.20014167817036","0.190581893080359","0.209701463260361"
"Angestellte, einfache Tätigkeiten","1993","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","16-34 J.","1524","0.343080266621071","0.32976745365964","0.356393079582502"
"Angestellte, qualifizierte Tätigkeiten","1993","35-65 J.","2121","0.31428100012233","0.303189124739202","0.325372875505458"
