"beruf","year","alter_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1985","16-34 J.","Staedtischer Raum","711","0.174677399548987","0.161713053661618","0.187641745436356"
"Angestellte, einfache Tätigkeiten","1985","16-34 J.","Laendlicher Raum","170","0.177260736458034","0.151796620327248","0.20272485258882"
"Angestellte, einfache Tätigkeiten","1985","35-65 J.","Staedtischer Raum","1189","0.190060441644385","0.178633786958242","0.201487096330528"
"Angestellte, einfache Tätigkeiten","1985","35-65 J.","Laendlicher Raum","273","0.185209149183494","0.163357056299578","0.207061242067411"
"Angestellte, einfache Tätigkeiten","1985","66 und älter","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1985","66 und älter","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","16-34 J.","Staedtischer Raum","858","0.306367349440122","0.290627289380274","0.32210740949997"
"Angestellte, qualifizierte Tätigkeiten","1985","16-34 J.","Laendlicher Raum","215","0.252025624793832","0.223075067406744","0.28097618218092"
"Angestellte, qualifizierte Tätigkeiten","1985","35-65 J.","Staedtischer Raum","1261","0.297809692132855","0.284491546490686","0.311127837775025"
"Angestellte, qualifizierte Tätigkeiten","1985","35-65 J.","Laendlicher Raum","283","0.235260209783204","0.211400243182219","0.259120176384188"
"Angestellte, qualifizierte Tätigkeiten","1985","66 und älter","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","66 und älter","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1985","16-34 J.","Staedtischer Raum","117","0.0353925736249175","0.0290837010717048","0.0417014461781301"
"Selbstständige/ManagerInnen","1985","16-34 J.","Laendlicher Raum","34","0.0426998194158947","0.0292186269386203","0.0561810118931692"
"Selbstständige/ManagerInnen","1985","35-65 J.","Staedtischer Raum","299","0.0754895303162041","0.0677956361300824","0.0831834245023257"
"Selbstständige/ManagerInnen","1985","35-65 J.","Laendlicher Raum","130","0.113969927303681","0.0960944307557832","0.131845423851579"
"Selbstständige/ManagerInnen","1985","66 und älter","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1985","66 und älter","Laendlicher Raum","","","",""
"In Ausbildung","1985","16-34 J.","Staedtischer Raum","855","0.277615741734858","0.262325070080841","0.292906413388875"
"In Ausbildung","1985","16-34 J.","Laendlicher Raum","229","0.295955473150874","0.265518289057375","0.326392657244373"
"In Ausbildung","1985","35-65 J.","Staedtischer Raum","","","",""
"In Ausbildung","1985","35-65 J.","Laendlicher Raum","","","",""
"In Ausbildung","1985","66 und älter","Staedtischer Raum","","","",""
"In Ausbildung","1985","66 und älter","Laendlicher Raum","","","",""
"In Rente oder Pension","1985","16-34 J.","Staedtischer Raum","","","",""
"In Rente oder Pension","1985","16-34 J.","Laendlicher Raum","","","",""
"In Rente oder Pension","1985","35-65 J.","Staedtischer Raum","471","0.148803801122339","0.138438813661032","0.159168788583646"
"In Rente oder Pension","1985","35-65 J.","Laendlicher Raum","141","0.14595410880075","0.126093730613572","0.165814486987927"
"In Rente oder Pension","1985","66 und älter","Staedtischer Raum","710","0.894626242577847","0.873508031502019","0.915744453653674"
"In Rente oder Pension","1985","66 und älter","Laendlicher Raum","264","0.916682283026564","0.884929653525244","0.948434912527884"
"Arbeitslose","1985","16-34 J.","Staedtischer Raum","184","0.0518182457269863","0.0442497855241262","0.0593867059298464"
"Arbeitslose","1985","16-34 J.","Laendlicher Raum","59","0.0713273572422659","0.0541660402869827","0.0884886741975491"
"Arbeitslose","1985","35-65 J.","Staedtischer Raum","196","0.0388888940258922","0.0332583997062243","0.0445193883455601"
"Arbeitslose","1985","35-65 J.","Laendlicher Raum","64","0.0498773322955012","0.0376317287224811","0.0621229358685213"
"Arbeitslose","1985","66 und älter","Staedtischer Raum","","","",""
"Arbeitslose","1985","66 und älter","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1985","16-34 J.","Staedtischer Raum","452","0.106507917736722","0.0959748062051462","0.117041029268298"
"Sonstige Nichterwerbspersonen","1985","16-34 J.","Laendlicher Raum","118","0.114903912766521","0.0936394781989094","0.136168347334133"
"Sonstige Nichterwerbspersonen","1985","35-65 J.","Staedtischer Raum","874","0.186353487466968","0.175012951595216","0.197694023338721"
"Sonstige Nichterwerbspersonen","1985","35-65 J.","Laendlicher Raum","235","0.192995636681981","0.170795766527415","0.215195506836547"
"Sonstige Nichterwerbspersonen","1985","66 und älter","Staedtischer Raum","67","0.0690676007988988","0.0516268035202589","0.0865083980775387"
"Sonstige Nichterwerbspersonen","1985","66 und älter","Laendlicher Raum","","","",""
"Beamte","1985","16-34 J.","Staedtischer Raum","112","0.0462936834306308","0.0391192339829943","0.0534681328782674"
"Beamte","1985","16-34 J.","Laendlicher Raum","39","0.0458270761725787","0.0318837675925053","0.0597703847526521"
"Beamte","1985","35-65 J.","Staedtischer Raum","230","0.0604307412956398","0.0534910477758679","0.0673704348154117"
"Beamte","1985","35-65 J.","Laendlicher Raum","85","0.0746456759080945","0.0598615686576869","0.0894297831585021"
"Beamte","1985","66 und älter","Staedtischer Raum","","","",""
"Beamte","1985","66 und älter","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1986","16-34 J.","Staedtischer Raum","680","0.16996348929093","0.157008397759464","0.182918580822396"
"Angestellte, einfache Tätigkeiten","1986","16-34 J.","Laendlicher Raum","181","0.190943600625783","0.164411217717673","0.217475983533893"
"Angestellte, einfache Tätigkeiten","1986","35-65 J.","Staedtischer Raum","1143","0.185538626702585","0.173939905592373","0.197137347812798"
"Angestellte, einfache Tätigkeiten","1986","35-65 J.","Laendlicher Raum","254","0.178693322723423","0.156522938427995","0.200863707018851"
"Angestellte, einfache Tätigkeiten","1986","66 und älter","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1986","66 und älter","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","16-34 J.","Staedtischer Raum","869","0.316228137457934","0.300189408939884","0.332266865975984"
"Angestellte, qualifizierte Tätigkeiten","1986","16-34 J.","Laendlicher Raum","219","0.285112565119261","0.254636330077654","0.315588800160868"
"Angestellte, qualifizierte Tätigkeiten","1986","35-65 J.","Staedtischer Raum","1170","0.301985630027591","0.288286814684222","0.315684445370959"
"Angestellte, qualifizierte Tätigkeiten","1986","35-65 J.","Laendlicher Raum","260","0.223686611498372","0.199570631471655","0.24780259152509"
"Angestellte, qualifizierte Tätigkeiten","1986","66 und älter","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","66 und älter","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","16-34 J.","Staedtischer Raum","104","0.0317375528643131","0.0256911465034977","0.0377839592251285"
"Selbstständige/ManagerInnen","1986","16-34 J.","Laendlicher Raum","37","0.0476822642460687","0.0332974693111821","0.0620670591809553"
"Selbstständige/ManagerInnen","1986","35-65 J.","Staedtischer Raum","311","0.0799242459699073","0.071833123814385","0.0880153681254296"
"Selbstständige/ManagerInnen","1986","35-65 J.","Laendlicher Raum","122","0.118127173808199","0.0994485760741823","0.136805771542216"
"Selbstständige/ManagerInnen","1986","66 und älter","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","66 und älter","Laendlicher Raum","","","",""
"In Ausbildung","1986","16-34 J.","Staedtischer Raum","860","0.270582436283429","0.255259147790346","0.285905724776512"
"In Ausbildung","1986","16-34 J.","Laendlicher Raum","216","0.26602378186717","0.236194999224776","0.295852564509565"
"In Ausbildung","1986","35-65 J.","Staedtischer Raum","","","",""
"In Ausbildung","1986","35-65 J.","Laendlicher Raum","","","",""
