year,quintil_oecd,sex,plj0078,proportion,n,lower_confidence,upper_confidence
1984,1. Quintil,weiblich,Gar nicht,0.18771566597653555,16099,0.18168367172288616,0.19374766023018494
1984,1. Quintil,maennlich,Gar nicht,0.17839889579020013,16099,0.17248487006548524,0.18431292151491502
1984,1. Quintil,maennlich,In mancher Beziehung,0.09903381642512077,16099,0.0944195504517275,0.10364808239851404
1984,1. Quintil,weiblich,In mancher Beziehung,0.07246376811594203,16099,0.06845895255643213,0.07646858367545194
1984,1. Quintil,maennlich,Kaum,0.059006211180124224,16099,0.05536623229661929,0.06264619006362915
1984,2. Quintil,maennlich,Gar nicht,0.05452035886818495,16099,0.05101314649267184,0.05802757124369806
1984,1. Quintil,weiblich,Kaum,0.053830227743271224,16099,0.05034401196256752,0.05731644352397493
1984,2. Quintil,weiblich,Gar nicht,0.04106280193236715,16099,0.03799748069506977,0.04412812316966453
1984,2. Quintil,maennlich,In mancher Beziehung,0.035886818495514144,16099,0.033013471271895224,0.038760165719133065
1984,1. Quintil,maennlich,Ueberwiegend,0.024499654934437544,16099,0.022111566976664693,0.026887742892210395
1984,2. Quintil,weiblich,In mancher Beziehung,0.023119392684610076,16099,0.02079790931926713,0.025440876049953022
1984,2. Quintil,maennlich,Kaum,0.02035886818495514,16099,0.018177309289483416,0.022540427080426865
1984,3. Quintil,maennlich,Gar nicht,0.016563146997929608,16099,0.014591626536664824,0.018534667459194392
1984,2. Quintil,weiblich,Kaum,0.01621808143547274,16099,0.01426686350754121,0.01816929936340427
1984,1. Quintil,weiblich,Ueberwiegend,0.013457556935817806,16099,0.011677648664606497,0.015237465207029115
1984,1. Quintil,maennlich,Voll und ganz,0.012077294685990338,16099,0.010389953387477046,0.01376463598450363
1984,3. Quintil,weiblich,Gar nicht,0.011387163561076604,16099,0.009748168959493224,0.013026158162659984
1984,1. Quintil,weiblich,Voll und ganz,0.01069703243616287,16099,0.009107926194689274,0.012286138677636466
1984,2. Quintil,maennlich,Ueberwiegend,0.00862663906142167,16099,0.00719808704885001,0.01005519107399333
1984,3. Quintil,maennlich,In mancher Beziehung,0.007936507936507936,16099,0.006565812134889964,0.009307203738125908
1984,2. Quintil,weiblich,Ueberwiegend,0.00759144237405107,16099,0.006250642312271385,0.008932242435830755
1984,3. Quintil,maennlich,Kaum,0.006556245686680469,16099,0.005309563158755208,0.00780292821460573
1984,2. Quintil,maennlich,Voll und ganz,0.005175983436853002,16099,0.004067507701631511,0.006284459172074493
1984,3. Quintil,weiblich,In mancher Beziehung,0.004485852311939268,16099,0.0034535596862148212,0.005518144937663715
