year,bula_h,quintil_oecd,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,1st Quintile,Gar nicht,0.45454545454545453,16099,0.44685371511592836,0.4622371939749807
1984,Schleswig-Holstein,1st Quintile,In mancher Beziehung,0.18181818181818182,16099,0.1758601860753975,0.18777617756096615
1984,Schleswig-Holstein,1st Quintile,Kaum,0.18181818181818182,16099,0.1758601860753975,0.18777617756096615
1984,Schleswig-Holstein,1st Quintile,Voll und ganz,0.13636363636363635,16099,0.1310624707993882,0.1416648019278845
1984,Schleswig-Holstein,1st Quintile,Ueberwiegend,0.045454545454545456,16099,0.04223685999694519,0.048672230912145724
1984,Schleswig-Holstein,2nd Quintile,In mancher Beziehung,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,Schleswig-Holstein,2nd Quintile,Ueberwiegend,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,Schleswig-Holstein,2nd Quintile,Kaum,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,Schleswig-Holstein,3rd Quintile,In mancher Beziehung,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Schleswig-Holstein,3rd Quintile,Ueberwiegend,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Hamburg,1st Quintile,Gar nicht,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Hamburg,1st Quintile,In mancher Beziehung,0.375,16099,0.3675215384741104,0.3824784615258896
1984,Hamburg,1st Quintile,Kaum,0.125,16099,0.11989123819593908,0.13010876180406092
1984,Hamburg,2nd Quintile,Gar nicht,0.38461538461538464,16099,0.3771001375181682,0.3921306317126011
1984,Hamburg,2nd Quintile,Kaum,0.3076923076923077,16099,0.30056271829045583,0.3148218970941596
1984,Hamburg,2nd Quintile,In mancher Beziehung,0.23076923076923078,16099,0.22426083586732404,0.23727762567113753
1984,Hamburg,2nd Quintile,Ueberwiegend,0.07692307692307693,16099,0.07280680656270624,0.08103934728344761
1984,Hamburg,3rd Quintile,Gar nicht,0.42857142857142855,16099,0.42092692647359725,0.43621593066925984
1984,Hamburg,3rd Quintile,Kaum,0.42857142857142855,16099,0.42092692647359725,0.43621593066925984
1984,Hamburg,3rd Quintile,Ueberwiegend,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,Hamburg,4th Quintile,Gar nicht,1.0,16099,1.0,1.0
1984,Lower Saxony,1st Quintile,Gar nicht,0.7272727272727273,16099,0.7203930263808729,0.7341524281645817
1984,Lower Saxony,1st Quintile,In mancher Beziehung,0.09917355371900827,16099,0.09455639161102829,0.10379071582698825
1984,Lower Saxony,1st Quintile,Kaum,0.09917355371900827,16099,0.09455639161102829,0.10379071582698825
1984,Lower Saxony,1st Quintile,Voll und ganz,0.049586776859504134,16099,0.04623329627539242,0.05294025744361585
1984,Lower Saxony,1st Quintile,Ueberwiegend,0.024793388429752067,16099,0.022391389100112295,0.02719538775939184
1984,Lower Saxony,2nd Quintile,Gar nicht,0.45161290322580644,16099,0.4439254337234317,0.4593003727281812
1984,Lower Saxony,2nd Quintile,In mancher Beziehung,0.25806451612903225,16099,0.2513051831873314,0.2648238490707331
1984,Lower Saxony,2nd Quintile,Kaum,0.22580645161290322,16099,0.21934768534845434,0.2322652178773521
1984,Lower Saxony,2nd Quintile,Ueberwiegend,0.06451612903225806,16099,0.06072115398982695,0.06831110407468918
1984,Lower Saxony,3rd Quintile,Gar nicht,1.0,16099,1.0,1.0
1984,Lower Saxony,4th Quintile,Gar nicht,0.6,16099,0.5924323290189601,0.6075676709810398
1984,Lower Saxony,4th Quintile,In mancher Beziehung,0.2,16099,0.19382102251839506,0.20617897748160496
1984,Lower Saxony,4th Quintile,Kaum,0.2,16099,0.19382102251839506,0.20617897748160496
1984,Lower Saxony,5th Quintile,In mancher Beziehung,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Lower Saxony,5th Quintile,Ueberwiegend,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Bremen,1st Quintile,Gar nicht,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Bremen,1st Quintile,In mancher Beziehung,0.3181818181818182,16099,0.3109868547684115,0.3253767815952249
1984,Bremen,1st Quintile,Ueberwiegend,0.09090909090909091,16099,0.08646826307891753,0.0953499187392643
1984,Bremen,1st Quintile,Kaum,0.09090909090909091,16099,0.08646826307891753,0.0953499187392643
1984,Bremen,2nd Quintile,In mancher Beziehung,0.7142857142857143,16099,0.7073072705525847,0.7212641580188439
1984,Bremen,2nd Quintile,Voll und ganz,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,Bremen,2nd Quintile,Gar nicht,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,North Rhine-Westphalia,1st Quintile,Gar nicht,0.4908256880733945,16099,0.48310326651127156,0.49854810963551743
1984,North Rhine-Westphalia,1st Quintile,In mancher Beziehung,0.25688073394495414,16099,0.2501315440386718,0.26362992385123646
1984,North Rhine-Westphalia,1st Quintile,Kaum,0.16055045871559634,16099,0.15487945809775303,0.16622145933343965
1984,North Rhine-Westphalia,1st Quintile,Ueberwiegend,0.05504587155963303,16099,0.05152277650518954,0.05856896661407652
1984,North Rhine-Westphalia,1st Quintile,Voll und ganz,0.03669724770642202,16099,0.03379285880559729,0.03960163660724675
1984,North Rhine-Westphalia,2nd Quintile,Gar nicht,0.5314685314685315,16099,0.5237601219113388,0.5391769410257241
1984,North Rhine-Westphalia,2nd Quintile,In mancher Beziehung,0.2097902097902098,16099,0.20350064735256185,0.21607977222785774
1984,North Rhine-Westphalia,2nd Quintile,Kaum,0.13286713286713286,16099,0.12762379037197275,0.13811047536229298
1984,North Rhine-Westphalia,2nd Quintile,Ueberwiegend,0.07692307692307693,16099,0.07280680656270624,0.08103934728344761
1984,North Rhine-Westphalia,2nd Quintile,Voll und ganz,0.04895104895104895,16099,0.04561802021575359,0.05228407768634431
1984,North Rhine-Westphalia,3rd Quintile,Gar nicht,0.45,16099,0.44231499378954797,0.45768500621045205
1984,North Rhine-Westphalia,3rd Quintile,In mancher Beziehung,0.35,16099,0.34263203894453054,0.3573679610554694
1984,North Rhine-Westphalia,3rd Quintile,Kaum,0.1,16099,0.09536576688879628,0.10463423311120373
1984,North Rhine-Westphalia,3rd Quintile,Ueberwiegend,0.1,16099,0.09536576688879628,0.10463423311120373
1984,North Rhine-Westphalia,4th Quintile,Gar nicht,0.7142857142857143,16099,0.7073072705525847,0.7212641580188439
1984,North Rhine-Westphalia,4th Quintile,Voll und ganz,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,North Rhine-Westphalia,4th Quintile,In mancher Beziehung,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,North Rhine-Westphalia,5th Quintile,Gar nicht,0.5,16099,0.4922762781479938,0.5077237218520062
1984,North Rhine-Westphalia,5th Quintile,In mancher Beziehung,0.25,16099,0.24331106066439764,0.2566889393356024
1984,North Rhine-Westphalia,5th Quintile,Kaum,0.25,16099,0.24331106066439764,0.2566889393356024
1984,Hesse,1st Quintile,Gar nicht,0.4918032786885246,16099,0.48408059476192145,0.4995259626151277
1984,Hesse,1st Quintile,In mancher Beziehung,0.2754098360655738,16099,0.26850914537155074,0.28231052675959684
1984,Hesse,1st Quintile,Kaum,0.1540983606557377,16099,0.14852116906629892,0.1596755522451765
1984,Hesse,1st Quintile,Ueberwiegend,0.04590163934426229,16099,0.04266892526898125,0.049134353419543336
1984,Hesse,1st Quintile,Voll und ganz,0.03278688524590164,16099,0.03003602967037935,0.03553774082142393
1984,Hesse,2nd Quintile,Gar nicht,0.5301204819277109,16099,0.5224107874053089,0.5378301764501129
1984,Hesse,2nd Quintile,In mancher Beziehung,0.2289156626506024,16099,0.22242565339355913,0.23540567190764566
1984,Hesse,2nd Quintile,Kaum,0.21686746987951808,16099,0.21050139914749977,0.22323354061153639
1984,Hesse,2nd Quintile,Ueberwiegend,0.024096385542168676,16099,0.021727543861302615,0.026465227223034737
1984,Hesse,3rd Quintile,In mancher Beziehung,0.4090909090909091,16099,0.4014959249523191,0.4166858932294991
1984,Hesse,3rd Quintile,Gar nicht,0.36363636363636365,16099,0.3562054373759114,0.37106728989681587
1984,Hesse,3rd Quintile,Kaum,0.13636363636363635,16099,0.1310624707993882,0.1416648019278845
1984,Hesse,3rd Quintile,Ueberwiegend,0.09090909090909091,16099,0.08646826307891753,0.0953499187392643
1984,Hesse,5th Quintile,Gar nicht,1.0,16099,1.0,1.0
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Gar nicht,0.5480769230769231,16099,0.5403889892121485,0.5557648569416977
1984,"Rhineland-Palatinate, Saarland",1st Quintile,In mancher Beziehung,0.21153846153846154,16099,0.20522973723961954,0.21784718583730353
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Kaum,0.125,16099,0.11989123819593908,0.13010876180406092
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Ueberwiegend,0.08653846153846154,16099,0.0821952964345378,0.09088162664238528
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Voll und ganz,0.028846153846153848,16099,0.026260653524614354,0.03143165416769334
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Gar nicht,0.35714285714285715,16099,0.3497410998141201,0.3645446144715942
