year,regtyp,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,Gar nicht,0.48484848484848486,14443,0.47669772912016145,0.4929992405768083
1985,Urban regions,In mancher Beziehung,0.2644628099173554,14443,0.25726977799145645,0.2716558418432543
1985,Urban regions,Kaum,0.16437098255280075,14443,0.1583266730074199,0.1704152920981816
1985,Urban regions,Ueberwiegend,0.06014692378328742,14443,0.05626931438372831,0.06402453318284652
1985,Urban regions,Voll und ganz,0.026170798898071626,14443,0.0235671809757008,0.02877441682044245
1985,Rural regions,Gar nicht,0.450354609929078,14443,0.4422404050914792,0.4584688147666768
1985,Rural regions,In mancher Beziehung,0.2765957446808511,14443,0.2693004868999722,0.28389100246172994
1985,Rural regions,Kaum,0.14893617021276595,14443,0.14312974918733615,0.15474259123819575
1985,Rural regions,Ueberwiegend,0.08865248226950355,14443,0.08401678759966712,0.09328817693933998
1985,Rural regions,Voll und ganz,0.03546099290780142,14443,0.03244477503243086,0.03847721078317198
1986,Urban regions,Gar nicht,0.45507527926177754,13742,0.4467491916485753,0.4634013668749798
1986,Urban regions,In mancher Beziehung,0.29383195726080624,13742,0.2862158220910341,0.3014480924305784
1986,Urban regions,Kaum,0.1694997571636717,13742,0.16322660934410355,0.17577290498323983
1986,Urban regions,Ueberwiegend,0.055852355512384655,13742,0.0520128808748683,0.05969183014990101
1986,Urban regions,Voll und ganz,0.025740650801359885,13742,0.02309289363734196,0.02838840796537781
1986,Rural regions,Gar nicht,0.4928571428571429,13742,0.4844980955457209,0.5012161901685649
1986,Rural regions,In mancher Beziehung,0.25357142857142856,13742,0.2462973935892377,0.2608454635536194
1986,Rural regions,Kaum,0.15,13742,0.1440298369580724,0.1559701630419276
1986,Rural regions,Ueberwiegend,0.05357142857142857,13742,0.04980663095901481,0.05733622618384233
1986,Rural regions,Voll und ganz,0.05,13742,0.0463560038952132,0.053643996104786804
1987,Urban regions,Gar nicht,0.42870999030067897,13496,0.4203604290808435,0.43705955152051446
1987,Urban regions,In mancher Beziehung,0.2885548011639185,13496,0.28091048896893145,0.2961991133589056
1987,Urban regions,Kaum,0.18671193016488846,13496,0.1801374446679209,0.19328641566185603
1987,Urban regions,Ueberwiegend,0.06935014548981572,13496,0.06506396572427471,0.07363632525535672
1987,Urban regions,Voll und ganz,0.02667313288069835,13496,0.023954691912433553,0.029391573848963147
1987,Rural regions,Gar nicht,0.5,13496,0.4915642531020578,0.5084357468979421
1987,Rural regions,In mancher Beziehung,0.2676056338028169,13496,0.2601364411705704,0.27507482643506337
1987,Rural regions,Kaum,0.13732394366197184,13496,0.13151696082803235,0.14313092649591133
1987,Rural regions,Ueberwiegend,0.05985915492957746,13496,0.05585680287009026,0.06386150698906466
1987,Rural regions,Voll und ganz,0.035211267605633804,13496,0.03210162500044604,0.03832091021082157
1989,Urban regions,Gar nicht,0.3906093906093906,12393,0.38201951123398714,0.39919926998479405
1989,Urban regions,In mancher Beziehung,0.3196803196803197,12393,0.31146957941377373,0.3278910599468656
1989,Urban regions,Kaum,0.18681318681318682,12393,0.1799509330389078,0.19367544058746583
1989,Urban regions,Ueberwiegend,0.06593406593406594,12393,0.06156476917903897,0.0703033626890929
1989,Urban regions,Voll und ganz,0.03696303696303696,12393,0.033641239508127634,0.04028483441794629
1989,Rural regions,Gar nicht,0.4453125,12393,0.43656216904825834,0.45406283095174166
1989,Rural regions,In mancher Beziehung,0.2890625,12393,0.2810810934138866,0.2970439065861134
1989,Rural regions,Kaum,0.14453125,12393,0.1383403925993392,0.1507221074006608
1989,Rural regions,Ueberwiegend,0.06640625,12393,0.06202244434691392,0.07079005565308608
1989,Rural regions,Voll und ganz,0.0546875,12393,0.050684371030917316,0.058690628969082684
1991,Urban regions,Gar nicht,0.37564499484004127,17756,0.36852158215569714,0.3827684075243854
1991,Urban regions,In mancher Beziehung,0.3075335397316821,17756,0.30074573846971436,0.3143213409936499
1991,Urban regions,Kaum,0.1873065015479876,17756,0.18156767204866012,0.1930453310473151
1991,Urban regions,Ueberwiegend,0.09391124871001032,17756,0.08962055335408761,0.09820194406593302
1991,Urban regions,Voll und ganz,0.03560371517027864,17756,0.032878135215742746,0.03832929512481453
1991,Rural regions,Gar nicht,0.4357976653696498,17756,0.4285040410095565,0.4430912897297431
1991,Rural regions,In mancher Beziehung,0.26848249027237353,17756,0.2619638975138152,0.27500108303093185
1991,Rural regions,Kaum,0.16731517509727625,17756,0.1618249330148434,0.1728054171797091
1991,Rural regions,Ueberwiegend,0.08171206225680934,17756,0.07768288820219307,0.0857412363114256
1991,Rural regions,Voll und ganz,0.04669260700389105,17756,0.04358930497714339,0.04979590903063871
1993,Urban regions,Gar nicht,0.34368191721132896,16993,0.3365409577296544,0.3508228766930035
1993,Urban regions,In mancher Beziehung,0.31917211328976036,16993,0.31216317590301146,0.32618105067650927
1993,Urban regions,Kaum,0.19444444444444445,16993,0.18849376493370587,0.20039512395518302
1993,Urban regions,Ueberwiegend,0.09858387799564271,16993,0.09410172525348623,0.10306603073779919
1993,Urban regions,Voll und ganz,0.04411764705882353,16993,0.04102998731482283,0.04720530680282423
1993,Rural regions,Gar nicht,0.5128205128205128,16993,0.5053051797296703,0.5203358459113553
1993,Rural regions,In mancher Beziehung,0.2673992673992674,16993,0.2607444702254451,0.2740540645730897
1993,Rural regions,Kaum,0.11355311355311355,16993,0.10878280000740223,0.11832342709882487
1993,Rural regions,Ueberwiegend,0.08058608058608059,16993,0.07649341182322972,0.08467874934893146
1993,Rural regions,Voll und ganz,0.02564102564102564,16993,0.023264468646836112,0.028017582635215168
1995,Urban regions,Gar nicht,0.353437876960193,17246,0.3463032124724809,0.3605725414479051
1995,Urban regions,In mancher Beziehung,0.31363088057901084,17246,0.30670619343076644,0.32055556772725524
1995,Urban regions,Kaum,0.20989143546441497,17246,0.20381354842747212,0.2159693225013578
1995,Urban regions,Ueberwiegend,0.09167671893848009,17246,0.08736985021683585,0.09598358766012433
1995,Urban regions,Voll und ganz,0.031363088057901084,17246,0.02876172004017519,0.033964456075626974
1995,Rural regions,Gar nicht,0.4672489082969432,17246,0.4598024767361593,0.4746953398577271
1995,Rural regions,In mancher Beziehung,0.21397379912663755,17246,0.2078529638677955,0.2200946343854796
1995,Rural regions,Kaum,0.1615720524017467,17246,0.15607882124655598,0.16706528355693745
1995,Rural regions,Ueberwiegend,0.08733624454148471,17246,0.08312253554904737,0.09154995353392205
1995,Rural regions,Voll und ganz,0.06986899563318777,17246,0.06606424505959876,0.07367374620677677
1997,Urban regions,In mancher Beziehung,0.28914405010438415,16487,0.28222361845237925,0.29606448175638905
1997,Urban regions,Gar nicht,0.24321503131524008,16487,0.23666615622347048,0.24976390640700968
1997,Urban regions,Kaum,0.21033402922755742,16487,0.20411300726273657,0.21655505119237828
1997,Urban regions,Ueberwiegend,0.151356993736952,16487,0.14588621667634005,0.15682777079756394
1997,Urban regions,Voll und ganz,0.10594989561586639,16487,0.10125185845050191,0.11064793278123086
1997,Rural regions,In mancher Beziehung,0.26229508196721313,16487,0.25558045847476196,0.2690097054596643
1997,Rural regions,Gar nicht,0.23934426229508196,16487,0.2328311159646971,0.24585740862546682
1997,Rural regions,Voll und ganz,0.17049180327868851,16487,0.16475133468235628,0.17623227187502075
1997,Rural regions,Kaum,0.16393442622950818,16487,0.15828322846940382,0.16958562398961255
1997,Rural regions,Ueberwiegend,0.16393442622950818,16487,0.15828322846940382,0.16958562398961255
1999,Urban regions,In mancher Beziehung,0.32341156267887805,17396,0.31646017629214973,0.33036294906560637
1999,Urban regions,Kaum,0.1986262163709216,17396,0.19269741061196805,0.20455502212987514
1999,Urban regions,Gar nicht,0.18431597023468804,17396,0.1785539625268959,0.1900779779424802
1999,Urban regions,Ueberwiegend,0.16084716657126502,17396,0.1553875943926496,0.16630673874988045
1999,Urban regions,Voll und ganz,0.1327990841442473,17396,0.12775608637858807,0.13784208190990652
1999,Rural regions,In mancher Beziehung,0.24904214559386972,17396,0.24261562981012127,0.25546866137761814
1999,Rural regions,Ueberwiegend,0.20689655172413793,17396,0.2008768784890733,0.21291622495920257
1999,Rural regions,Gar nicht,0.20689655172413793,17396,0.2008768784890733,0.21291622495920257
1999,Rural regions,Voll und ganz,0.17624521072796934,17396,0.1705829611207746,0.18190746033516408
1999,Rural regions,Kaum,0.16091954022988506,17396,0.1554589754055164,0.1663801050542537
2001,Urban regions,In mancher Beziehung,0.32852636322667866,27798,0.3230049672787045,0.33404775917465285
2001,Urban regions,Ueberwiegend,0.20054078413699863,27798,0.1958337341857272,0.20524783408827008
2001,Urban regions,Kaum,0.18566922036953581,27798,0.18109813135945624,0.1902403093796154
2001,Urban regions,Voll und ganz,0.1608832807570978,27798,0.15656395518811209,0.1652026063260835
