year,sex,plj0078,proportion,n,lower_confidence,upper_confidence
1991,maennlich,In mancher Beziehung,0.17539863325740318,17756,0.16980468260615353,0.18099258390865283
1991,weiblich,In mancher Beziehung,0.1275626423690205,17756,0.12265568388686117,0.13246960085117987
1991,maennlich,Kaum,0.09977220956719818,17756,0.09536397692467223,0.10418044220972413
1991,weiblich,Kaum,0.08519362186788156,17756,0.08108731278130854,0.08929993095445457
1991,maennlich,Ueberwiegend,0.055125284738041,17756,0.051768325716913,0.058482243759169
1991,weiblich,Ueberwiegend,0.03735763097949886,17756,0.034568264013509084,0.040146997945488636
1991,maennlich,Voll und ganz,0.02460136674259681,17756,0.022322839674782227,0.026879893810411393
1991,weiblich,Voll und ganz,0.012300683371298405,17756,0.010679394134349672,0.013921972608247138
1993,weiblich,Gar nicht,0.18824087245139876,16993,0.18236338654420986,0.19411835835858765
1993,maennlich,In mancher Beziehung,0.18397344713134187,16993,0.17814771165860135,0.18979918260408238
1993,maennlich,Gar nicht,0.17733522996680892,16993,0.17159234650261515,0.1830781134310027
1993,weiblich,In mancher Beziehung,0.12849691797060217,16993,0.12346536716988067,0.13352846877132366
1993,maennlich,Kaum,0.09672830725462304,16993,0.09228396970265526,0.10117264480659083
1993,weiblich,Kaum,0.08724513987671882,16993,0.08300218179343131,0.09148809796000633
1993,maennlich,Ueberwiegend,0.054528212422949265,16993,0.051114271825865164,0.05794215302003337
1993,weiblich,Ueberwiegend,0.04172593646277857,16993,0.03871938282807744,0.044732490097479705
1993,maennlich,Voll und ganz,0.02370791844476055,16993,0.02142043669198568,0.025995400197535417
1993,weiblich,Voll und ganz,0.018018018018018018,16993,0.01601803498798647,0.020018001048049565
1995,weiblich,Gar nicht,0.19130895601483835,17246,0.18543851338636516,0.19717939864331155
1995,maennlich,Gar nicht,0.17594064652888183,17246,0.1702576915065243,0.18162360155123936
1995,maennlich,In mancher Beziehung,0.17117117117117117,17246,0.16554957537405773,0.1767927669682846
1995,weiblich,In mancher Beziehung,0.13036565977742448,17246,0.12534036173248947,0.1353909578223595
1995,maennlich,Kaum,0.10704822469528352,17246,0.10243382066910114,0.1116626287214659
1995,weiblich,Kaum,0.09697933227344992,17246,0.09256260767099425,0.10139605687590558
1995,maennlich,Ueberwiegend,0.048754636989931106,17246,0.045540487140854305,0.05196878683900791
1995,weiblich,Ueberwiegend,0.04239533651298357,17246,0.039388124482760856,0.045402548543206286
1995,maennlich,Voll und ganz,0.022257551669316374,17246,0.020055828002583313,0.024459275336049434
1995,weiblich,Voll und ganz,0.01377848436671966,17246,0.012038682306202942,0.01551828642723638
1997,maennlich,In mancher Beziehung,0.15758667266996848,16487,0.15202497202200926,0.1631483733179277
1997,weiblich,In mancher Beziehung,0.12787032868077441,16487,0.12277278830654285,0.13296786905500596
1997,weiblich,Gar nicht,0.1260693381359748,16487,0.12100259979049269,0.1311360764814569
1997,maennlich,Gar nicht,0.11661413777577667,16487,0.11171481471866959,0.12151346083288375
1997,maennlich,Kaum,0.10580819450697884,16487,0.10111292801232405,0.11050346100163363
1997,weiblich,Kaum,0.09815398469158038,16487,0.09361242093611681,0.10269554844704394
1997,maennlich,Ueberwiegend,0.08194506978838362,16487,0.07775828149936358,0.08613185807740366
1997,weiblich,Ueberwiegend,0.07113912651958577,16487,0.06721525434417569,0.07506299869499586
1997,weiblich,Voll und ganz,0.06033318325078793,16487,0.05669863601426177,0.06396773048731409
1997,maennlich,Voll und ganz,0.0544799639801891,16487,0.05101547625967748,0.05794445170070073
1999,maennlich,In mancher Beziehung,0.17081673306772907,17396,0.16522402896592825,0.1764094371695299
1999,weiblich,In mancher Beziehung,0.14292828685258965,17396,0.13772714082857015,0.14812943287660915
1999,maennlich,Kaum,0.10458167330677291,17396,0.10003417910019984,0.10912916751334599
1999,weiblich,Gar nicht,0.10308764940239044,17396,0.09856898911292192,0.10760630969185897
1999,weiblich,Kaum,0.08914342629482072,17396,0.084908937074614,0.09337791551502744
1999,maennlich,Ueberwiegend,0.08764940239043825,17396,0.08344710549912239,0.09185169928175412
1999,maennlich,Gar nicht,0.08416334661354581,17396,0.0800376063796947,0.08828908684739692
1999,weiblich,Ueberwiegend,0.07918326693227092,17396,0.0751705855114015,0.08319594835314033
1999,maennlich,Voll und ganz,0.0697211155378486,17396,0.06593651438632554,0.07350571668937166
1999,weiblich,Voll und ganz,0.06872509960159362,17396,0.0649656176012051,0.07248458160198214
2001,maennlich,In mancher Beziehung,0.17217524980784013,27798,0.1677370805553361,0.17661341906034417
2001,weiblich,In mancher Beziehung,0.1445042275172944,27798,0.1403709124966556,0.14863754253793318
2001,weiblich,Ueberwiegend,0.10261337432744043,27798,0.0990460624734545,0.10618068618142636
2001,maennlich,Ueberwiegend,0.10030745580322828,27798,0.09677592527903618,0.10383898632742038
2001,maennlich,Kaum,0.09146810146041506,27798,0.08807923685062076,0.09485696607020937
2001,weiblich,Kaum,0.09146810146041506,27798,0.08807923685062076,0.09485696607020937
2001,weiblich,Voll und ganz,0.0883935434281322,27798,0.08505648919950302,0.09173059765676138
2001,maennlich,Voll und ganz,0.08531898539584935,27798,0.0820349565014204,0.08860301429027831
2001,weiblich,Gar nicht,0.06725595695618755,27798,0.06431156300853567,0.07020035090383943
2001,maennlich,Gar nicht,0.05649500384319754,27798,0.053780900253483706,0.05920910743291138
2003,maennlich,In mancher Beziehung,0.14508580343213728,27727,0.1409402897376968,0.14923131712657778
2003,weiblich,In mancher Beziehung,0.13845553822152887,27727,0.13439018164728816,0.14252089479576957
2003,weiblich,Voll und ganz,0.11544461778471139,27727,0.11168317907253922,0.11920605649688357
2003,weiblich,Ueberwiegend,0.11154446177847113,27727,0.10783896461002936,0.11524995894691291
2003,maennlich,Ueberwiegend,0.10998439937597504,27727,0.10630167697509048,0.1136671217768596
2003,maennlich,Voll und ganz,0.10062402496099844,27727,0.09708302343627562,0.10416502648572126
2003,weiblich,Kaum,0.08541341653666147,27727,0.08212353628582167,0.08870329678750127
2003,maennlich,Kaum,0.07839313572542901,27727,0.07522928125480882,0.0815569901960492
2003,weiblich,Gar nicht,0.062012480499219966,27727,0.059173628760038,0.06485133223840193
2003,maennlich,Gar nicht,0.0530421216848674,27727,0.05040408758715697,0.055680155782577824
2010,weiblich,In mancher Beziehung,0.14276358873608383,35837,0.13914158177176766,0.1463855957004
2010,weiblich,Ueberwiegend,0.13490504256712507,35837,0.13136803303728675,0.1384420520969634
2010,maennlich,In mancher Beziehung,0.12442698100851342,35837,0.12100959753334195,0.12784436448368489
2010,weiblich,Voll und ganz,0.1191879502292076,35837,0.11583329380714656,0.12254260665126863
2010,maennlich,Ueberwiegend,0.114603798297315,35837,0.11130573807852513,0.11790185851610487
2010,maennlich,Voll und ganz,0.10281597904387688,35837,0.09967140865353316,0.10596054943422059
2010,weiblich,Kaum,0.08382449246889326,35837,0.08095526451725683,0.08669372042052968
2010,maennlich,Kaum,0.07269155206286837,35837,0.07000345883331024,0.0753796452924265
2010,weiblich,Gar nicht,0.060903732809430254,35837,0.05842763805053778,0.06337982756832272
2010,maennlich,Gar nicht,0.04387688277668631,35837,0.041756252096834603,0.04599751345653802
2012,weiblich,Voll und ganz,0.2453235863255214,40229,0.24111887200791066,0.24952830064313214
2012,maennlich,Voll und ganz,0.19221672758546549,40229,0.18836611815425797,0.196067337016673
2012,weiblich,Ueberwiegend,0.13136959793592776,40229,0.1280685532684369,0.1346706426034186
2012,maennlich,Ueberwiegend,0.11395398838959364,40229,0.11084886147703057,0.11705911530215671
2012,weiblich,In mancher Beziehung,0.11072887551064287,40229,0.10766243888975596,0.11379531213152977
2012,maennlich,In mancher Beziehung,0.09030316061062137,40229,0.08750233369603819,0.09310398752520455
2012,weiblich,Kaum,0.03784132444635562,40229,0.03597669315957438,0.039705955733136865
2012,maennlich,Kaum,0.03225112878950763,40229,0.030524733472548075,0.033977524106467184
2012,weiblich,Gar nicht,0.02752096323371318,40229,0.025922294828622645,0.029119631638803715
2012,maennlich,Gar nicht,0.01849064717265104,40229,0.017174180922136188,0.019807113423165896
2013,weiblich,In mancher Beziehung,0.15538176579543117,44486,0.152015296595707,0.15874823499515534
2013,maennlich,Ueberwiegend,0.14035809837415106,44486,0.13713018464896642,0.1435860120993357
2013,weiblich,Ueberwiegend,0.13891747273101462,44486,0.13570347757497453,0.14213146788705472
2013,maennlich,In mancher Beziehung,0.13171434451533237,44486,0.12857172181522308,0.13485696721544166
2013,maennlich,Voll und ganz,0.11072237085820127,44486,0.10780641621400576,0.11363832550239679
2013,weiblich,Voll und ganz,0.10989915620498045,44486,0.10699271743596148,0.11280559497399942
2013,weiblich,Kaum,0.0662687795842766,44486,0.06395719484308739,0.06858036432546581
2013,weiblich,Gar nicht,0.05330314879604857,44486,0.0512156497224656,0.055390647869631535
2013,maennlich,Kaum,0.048981271866639225,44486,0.046975627369361006,0.050986916363917445
2013,maennlich,Gar nicht,0.044453591273924675,44486,0.0425383490358444,0.04636883351200495
2014,weiblich,Voll und ganz,0.16245277535600117,38694,0.15877739341361613,0.1661281572983862
2014,weiblich,In mancher Beziehung,0.14734088927637315,38694,0.143809190787824,0.1508725877649223
2014,weiblich,Ueberwiegend,0.14632374309793664,38694,0.14280215741031213,0.14984532878556114
2014,maennlich,In mancher Beziehung,0.13164777680906714,38694,0.1282788701164368,0.1350166835016975
2014,maennlich,Ueberwiegend,0.12859633827375763,38694,0.1252608589782469,0.13193181756926836
2014,maennlich,Voll und ganz,0.12830572507991864,38694,0.12497346130312087,0.1316379888567164
2014,weiblich,Kaum,0.05216506829410055,38694,0.04994947264838549,0.05438066393981561
2014,maennlich,Kaum,0.04562627143272305,38694,0.04354704884017312,0.04770549402527297
2014,weiblich,Gar nicht,0.03400174367916303,38694,0.03219592964659214,0.035807557711733926
2014,maennlich,Gar nicht,0.023539668700959023,38694,0.022029026081459367,0.02505031132045868
2016,weiblich,Voll und ganz,0.17120743034055727,41132,0.16756701960269527,0.17484784107841927
2016,weiblich,Ueberwiegend,0.1585139318885449,41132,0.1549843493507333,0.1620435144263565
2016,weiblich,In mancher Beziehung,0.14659442724458205,41132,0.14317618666542262,0.15001266782374148
2016,maennlich,Voll und ganz,0.13900928792569658,41132,0.1356658959146242,0.14235267993676898
2016,maennlich,Ueberwiegend,0.12879256965944272,41132,0.1255553486720836,0.13202979064680184
2016,maennlich,In mancher Beziehung,0.12492260061919505,41132,0.1217273134175892,0.12811788782080089
2016,weiblich,Kaum,0.04767801857585139,41132,0.045618730231201596,0.049737306920501184
2016,maennlich,Kaum,0.03978328173374613,41132,0.0378944159826835,0.04167214748480876
2016,weiblich,Gar nicht,0.02368421052631579,41132,0.022214638857898764,0.025153782194732816
2016,maennlich,Gar nicht,0.019814241486068113,41132,0.018467422972250486,0.02116105999988574
2018,weiblich,Voll und ganz,0.17483870967741935,43121,0.1712536211939219,0.1784237981609168
2018,weiblich,Ueberwiegend,0.16048387096774194,43121,0.1570193605049167,0.1639483814305672
2018,maennlich,Voll und ganz,0.15,43121,0.1466297140350635,0.1533702859649365
2018,weiblich,In mancher Beziehung,0.14451612903225808,43121,0.14119736990767665,0.1478348881568395
2018,maennlich,Ueberwiegend,0.1296774193548387,43121,0.12650650899557211,0.1328483297141053
2018,maennlich,In mancher Beziehung,0.11435483870967741,43121,0.11135105395060983,0.117358623468745
2018,weiblich,Kaum,0.041451612903225805,43121,0.03957017713265103,0.043333048673800584
2018,maennlich,Kaum,0.037580645161290324,43121,0.03578559764415603,0.03937569267842462
2018,weiblich,Gar nicht,0.026129032258064518,43121,0.02462338224739344,0.027634682268735597
2018,maennlich,Gar nicht,0.020967741935483872,43121,0.01961540163127962,0.022320082239688125
