year,quintil_oecd,regtyp,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,Urban regions,Gar nicht,0.4935701163502756,14443,0.485416290028042,0.5017239426725092
1985,1st Quintile,Urban regions,In mancher Beziehung,0.25474586650336806,14443,0.24763973671301798,0.26185199629371814
1985,1st Quintile,Urban regions,Kaum,0.1702388242498469,14443,0.16410920883853292,0.1763684396611609
1985,1st Quintile,Urban regions,Ueberwiegend,0.05939987752602572,14443,0.055544892850415466,0.06325486220163598
1985,1st Quintile,Urban regions,Voll und ganz,0.02204531537048377,14443,0.019650649693515185,0.024439981047452358
1985,1st Quintile,Rural regions,Gar nicht,0.5025641025641026,14443,0.49440970917058974,0.5107184959576154
1985,1st Quintile,Rural regions,In mancher Beziehung,0.24102564102564103,14443,0.23405018603057576,0.2480010960207063
1985,1st Quintile,Rural regions,Kaum,0.14871794871794872,14443,0.1429150392204058,0.15452085821549164
1985,1st Quintile,Rural regions,Ueberwiegend,0.07692307692307693,14443,0.07257722788192808,0.08126892596422577
1985,1st Quintile,Rural regions,Voll und ganz,0.03076923076923077,14443,0.02795279869421976,0.03358566284424178
1985,2nd Quintile,Urban regions,Gar nicht,0.47641509433962265,14443,0.46826967061735486,0.48456051806189043
1985,2nd Quintile,Urban regions,In mancher Beziehung,0.2783018867924528,14443,0.27099279819841016,0.2856109753864955
1985,2nd Quintile,Urban regions,Kaum,0.1580188679245283,14443,0.15207001792178482,0.16396771792727177
1985,2nd Quintile,Urban regions,Ueberwiegend,0.049528301886792456,14443,0.045989765387884796,0.053066838385700116
1985,2nd Quintile,Urban regions,Voll und ganz,0.03773584905660377,14443,0.03462805964985301,0.04084363846335454
1985,2nd Quintile,Rural regions,In mancher Beziehung,0.43333333333333335,14443,0.4252516422124641,0.4414150244542026
1985,2nd Quintile,Rural regions,Gar nicht,0.26666666666666666,14443,0.2594545549577645,0.27387877837556884
1985,2nd Quintile,Rural regions,Kaum,0.15,14443,0.14417652174536505,0.15582347825463494
1985,2nd Quintile,Rural regions,Ueberwiegend,0.1,14443,0.09510729962815871,0.1048927003718413
1985,2nd Quintile,Rural regions,Voll und ganz,0.05,14443,0.04644553558635332,0.05355446441364668
1985,3rd Quintile,Urban regions,Gar nicht,0.38596491228070173,14443,0.3780253259994691,0.3939044985619344
