year,bula_h,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Gar nicht,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Schleswig-Holstein,In mancher Beziehung,0.3,16099,0.2929210919932794,0.30707890800672055
1984,Schleswig-Holstein,Kaum,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,Schleswig-Holstein,Voll und ganz,0.1,16099,0.09536576688879628,0.10463423311120373
1984,Schleswig-Holstein,Ueberwiegend,0.1,16099,0.09536576688879628,0.10463423311120373
1984,Hamburg,Gar nicht,0.4805194805194805,16099,0.472801623054085,0.488237337984876
1984,Hamburg,In mancher Beziehung,0.3116883116883117,16099,0.3045333147600144,0.318843308616609
1984,Hamburg,Kaum,0.18181818181818182,16099,0.1758601860753975,0.18777617756096615
1984,Hamburg,Ueberwiegend,0.025974025974025976,16099,0.023516989941220846,0.028431062006831105
1984,Lower Saxony,Gar nicht,0.6687116564417178,16099,0.6614409075520881,0.6759824053313476
1984,Lower Saxony,In mancher Beziehung,0.13496932515337423,16099,0.12969107567444918,0.14024757463229928
1984,Lower Saxony,Kaum,0.12269938650306748,16099,0.11763120647313378,0.1277675665330012
1984,Lower Saxony,Ueberwiegend,0.03680981595092025,16099,0.033901145840240336,0.03971848606160016
1984,Lower Saxony,Voll und ganz,0.03680981595092025,16099,0.033901145840240336,0.03971848606160016
1984,Bremen,In mancher Beziehung,0.41379310344827586,16099,0.40618504733681726,0.42140115955973445
1984,Bremen,Gar nicht,0.41379310344827586,16099,0.40618504733681726,0.42140115955973445
1984,Bremen,Kaum,0.06896551724137931,16099,0.0650512046649794,0.07287982981777921
1984,Bremen,Ueberwiegend,0.06896551724137931,16099,0.0650512046649794,0.07287982981777921
1984,Bremen,Voll und ganz,0.034482758620689655,16099,0.03166413141844915,0.03730138582293016
1984,North Rhine-Westphalia,Gar nicht,0.49879227053140096,16099,0.4910685712112307,0.5065159698515712
1984,North Rhine-Westphalia,In mancher Beziehung,0.25,16099,0.24331106066439764,0.2566889393356024
1984,North Rhine-Westphalia,Kaum,0.15338164251207728,16099,0.1478150791884482,0.15894820583570637
1984,North Rhine-Westphalia,Ueberwiegend,0.059178743961352656,16099,0.0555337815566065,0.06282370636609881
1984,North Rhine-Westphalia,Voll und ganz,0.03864734299516908,16099,0.035669801603781796,0.041624884386556364
1984,Hesse,Gar nicht,0.4963680387409201,16099,0.4886445206610344,0.5040915568208058
1984,Hesse,In mancher Beziehung,0.2711864406779661,16099,0.2643189381392083,0.2780539432167239
1984,Hesse,Kaum,0.16464891041162227,16099,0.15892001922538346,0.1703778015978611
1984,Hesse,Ueberwiegend,0.043583535108958835,16099,0.04042968267012731,0.04673738754779036
1984,Hesse,Voll und ganz,0.024213075060532687,16099,0.02183864658151904,0.026587503539546333
1984,"Rhineland-Palatinate, Saarland",Gar nicht,0.5161290322580645,16099,0.5084093300377914,0.5238487344783376
1984,"Rhineland-Palatinate, Saarland",In mancher Beziehung,0.20161290322580644,16099,0.19541531757221609,0.2078104888793968
1984,"Rhineland-Palatinate, Saarland",Kaum,0.14516129032258066,16099,0.13971972156417656,0.15060285908098475
1984,"Rhineland-Palatinate, Saarland",Ueberwiegend,0.0967741935483871,16099,0.09220715612469639,0.1013412309720778
1984,"Rhineland-Palatinate, Saarland",Voll und ganz,0.04032258064516129,16099,0.0372838415113381,0.043361319778984476
1984,Baden-Wuerttemberg,Gar nicht,0.5026178010471204,16099,0.49489418505535354,0.5103414170388872
1984,Baden-Wuerttemberg,In mancher Beziehung,0.23036649214659685,16099,0.2238620768941782,0.2368709073990155
1984,Baden-Wuerttemberg,Kaum,0.17277486910994763,16099,0.16693492397086385,0.17861481424903142
1984,Baden-Wuerttemberg,Ueberwiegend,0.058900523560209424,16099,0.05526360174694861,0.06253744537347024
1984,Baden-Wuerttemberg,Voll und ganz,0.03534031413612566,16099,0.03248812127456524,0.038192506997686074
1984,Bavaria,Gar nicht,0.46070460704607047,16099,0.45300477496899155,0.4684044391231494
1984,Bavaria,In mancher Beziehung,0.25474254742547425,16099,0.24801184285265984,0.2614732519982887
1984,Bavaria,Kaum,0.17344173441734417,16099,0.1675928887523706,0.17929058008231774
1984,Bavaria,Ueberwiegend,0.07317073170731707,16099,0.06914796182386368,0.07719350159077046
1984,Bavaria,Voll und ganz,0.037940379403794036,16099,0.0349891127596101,0.04089164604797797
1984,Berlin,Gar nicht,0.37623762376237624,16099,0.36875425200725875,0.3837209955174937
