year,quintil_oecd,sampreg,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,4th Quintile,West,In mancher Beziehung,0.2857142857142857,14443,0.2783466299601089,0.2930819414684625
1985,4th Quintile,West,Kaum,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,5th Quintile,West,Gar nicht,0.75,14443,0.7429379953081331,0.7570620046918669
1985,5th Quintile,West,Kaum,0.25,14443,0.24293799530813312,0.2570620046918669
1986,1st Quintile,West,Gar nicht,0.47775746496039,13742,0.4694058404438984,0.48610908947688164
1986,1st Quintile,West,In mancher Beziehung,0.2760511882998172,13742,0.2685767279995144,0.28352564860012
1986,1st Quintile,West,Kaum,0.16697135892748324,13742,0.16073570424453226,0.17320701361043422
1986,1st Quintile,West,Ueberwiegend,0.054844606946983544,13742,0.05103789800882805,0.05865131588513904
1986,1st Quintile,West,Voll und ganz,0.02437538086532602,13742,0.02179699340824411,0.026953768322407933
1986,2nd Quintile,West,Gar nicht,0.42173112338858193,13742,0.41347428403693626,0.4299879627402276
1986,2nd Quintile,West,In mancher Beziehung,0.3241252302025783,13742,0.3162995763212702,0.33195088408388634
1986,2nd Quintile,West,Kaum,0.16758747697974216,13742,0.1613426388849381,0.17383231507454622
1986,2nd Quintile,West,Ueberwiegend,0.058931860036832415,13742,0.054994395014099556,0.06286932505956527
1986,2nd Quintile,West,Voll und ganz,0.027624309392265192,13742,0.024884036210239487,0.030364582574290897
1986,3rd Quintile,West,Gar nicht,0.4253731343283582,13742,0.41710687375320954,0.4336393949035069
1986,3rd Quintile,West,In mancher Beziehung,0.2835820895522388,13742,0.2760458669897626,0.291118312114715
1986,3rd Quintile,West,Kaum,0.17164179104477612,13742,0.16533727566828527,0.17794630642126696
1986,3rd Quintile,West,Voll und ganz,0.06716417910447761,13742,0.06297911068814117,0.07134924752081405
1986,3rd Quintile,West,Ueberwiegend,0.05223880597014925,13742,0.048518512659092364,0.05595909928120614
1986,4th Quintile,West,In mancher Beziehung,0.4375,13742,0.4292056684526598,0.4457943315473402
1986,4th Quintile,West,Gar nicht,0.3125,13742,0.30475016490708356,0.32024983509291644
1986,4th Quintile,West,Kaum,0.125,13742,0.11947044563510655,0.13052955436489347
1986,4th Quintile,West,Ueberwiegend,0.0625,13742,0.058452780618945696,0.0665472193810543
1986,4th Quintile,West,Voll und ganz,0.0625,13742,0.058452780618945696,0.0665472193810543
1986,5th Quintile,West,Voll und ganz,0.4,13742,0.3918090038819146,0.40819099611808546
1986,5th Quintile,West,In mancher Beziehung,0.4,13742,0.3918090038819146,0.40819099611808546
1986,5th Quintile,West,Kaum,0.2,13742,0.19331207967519096,0.20668792032480907
1987,1st Quintile,West,Gar nicht,0.4497422680412371,13496,0.441349244015877,0.45813529206659726
1987,1st Quintile,West,In mancher Beziehung,0.27835051546391754,13496,0.270788932797923,0.2859120981299121
1987,1st Quintile,West,Kaum,0.18427835051546393,13496,0.1777370863377719,0.19081961469315595
1987,1st Quintile,West,Ueberwiegend,0.05798969072164949,13496,0.054046418488348326,0.06193296295495065
1987,1st Quintile,West,Voll und ganz,0.029639175257731958,13496,0.026777942283525608,0.0325004082319383
1987,2nd Quintile,West,Gar nicht,0.41245791245791247,13496,0.40415246859315546,0.4207633563226695
1987,2nd Quintile,West,In mancher Beziehung,0.29797979797979796,13496,0.29026327325164314,0.3056963227079528
1987,2nd Quintile,West,Kaum,0.17676767676767677,13496,0.1703316747632803,0.18320367877207325
1987,2nd Quintile,West,Ueberwiegend,0.09259259259259259,13496,0.087702210202464,0.09748297498272117
1987,2nd Quintile,West,Voll und ganz,0.020202020202020204,13496,0.017828356399947676,0.022575684004092732
1987,3rd Quintile,West,Gar nicht,0.43859649122807015,13496,0.430224598125041,0.4469683843310993
1987,3rd Quintile,West,In mancher Beziehung,0.2982456140350877,13496,0.2905271099695796,0.3059641181005958
1987,3rd Quintile,West,Kaum,0.14035087719298245,13496,0.13449055202086202,0.14621120236510288
1987,3rd Quintile,West,Ueberwiegend,0.08187134502923976,13496,0.0772457109901991,0.08649697906828042
1987,3rd Quintile,West,Voll und ganz,0.04093567251461988,13496,0.03759273414355791,0.04427861088568185
1987,4th Quintile,West,In mancher Beziehung,0.35,13496,0.34195281034082153,0.3580471896591784
1987,4th Quintile,West,Gar nicht,0.3,13496,0.2922685102593382,0.3077314897406618
1987,4th Quintile,West,Kaum,0.3,13496,0.2922685102593382,0.3077314897406618
1987,4th Quintile,West,Ueberwiegend,0.05,13496,0.04632294317585833,0.05367705682414167
1987,5th Quintile,West,In mancher Beziehung,0.4444444444444444,13496,0.4360609317756526,0.45282795711323626
1987,5th Quintile,West,Kaum,0.3333333333333333,13496,0.3253800348854556,0.34128663178121105
1987,5th Quintile,West,Gar nicht,0.2222222222222222,13496,0.21520807229030206,0.22923637215414236
1989,1st Quintile,West,Gar nicht,0.41524216524216523,12393,0.40656642391721215,0.4239179065671183
1989,1st Quintile,West,In mancher Beziehung,0.3027065527065527,12393,0.2946177070327009,0.31079539838040454
1989,1st Quintile,West,Kaum,0.1915954415954416,12393,0.18466637381757364,0.19852450937330954
1989,1st Quintile,West,Ueberwiegend,0.05270655270655271,12393,0.04877247966388874,0.056640625749216675
1989,1st Quintile,West,Voll und ganz,0.03774928774928775,12393,0.034393717401343886,0.04110485809723161
1989,2nd Quintile,West,Gar nicht,0.391304347826087,12393,0.38271173421532784,0.3998969614368461
1989,2nd Quintile,West,In mancher Beziehung,0.3277591973244147,12393,0.319494865911958,0.3360235287368714
1989,2nd Quintile,West,Kaum,0.16555183946488294,12393,0.15900797143061476,0.17209570749915112
1989,2nd Quintile,West,Ueberwiegend,0.07525083612040134,12393,0.07060637335965621,0.07989529888114648
1989,2nd Quintile,West,Voll und ganz,0.04013377926421405,12393,0.03667814135582304,0.043589417172605054
1989,3rd Quintile,West,In mancher Beziehung,0.3452914798206278,12393,0.33692033656785947,0.35366262307339613
1989,3rd Quintile,West,Gar nicht,0.31390134529147984,12393,0.30573067437963736,0.3220720162033223
1989,3rd Quintile,West,Kaum,0.16591928251121077,12393,0.15936959895854003,0.1724689660638815
1989,3rd Quintile,West,Ueberwiegend,0.12556053811659193,12393,0.1197266337604111,0.13139444247277277
1989,3rd Quintile,West,Voll und ganz,0.04932735426008968,12393,0.04551470147286865,0.053140007047310714
1989,4th Quintile,West,In mancher Beziehung,0.43333333333333335,12393,0.42460878950628467,0.44205787716038203
1989,4th Quintile,West,Gar nicht,0.3,12393,0.29193178442041945,0.30806821557958053
1989,4th Quintile,West,Kaum,0.2,12393,0.19295748407301908,0.20704251592698095
1989,4th Quintile,West,Ueberwiegend,0.06666666666666667,12393,0.06227488637672311,0.07105844695661022
1989,5th Quintile,West,In mancher Beziehung,1.0,12393,1.0,1.0
1991,1st Quintile,West,Gar nicht,0.39675383228133454,17756,0.3895578289760008,0.4039498355866683
1991,1st Quintile,West,In mancher Beziehung,0.29486023444544635,17756,0.2881532204915122,0.3015672483993805
1991,1st Quintile,West,Kaum,0.20198376916140667,17756,0.19607839252448392,0.20788914579832943
1991,1st Quintile,West,Ueberwiegend,0.07303877366997295,17756,0.06921148672683938,0.07686606061310652
1991,1st Quintile,West,Voll und ganz,0.033363390441839495,17756,0.030721892894702275,0.03600488798897671
1991,2nd Quintile,West,Gar nicht,0.390625,17756,0.3834486132273578,0.3978013867726422
1991,2nd Quintile,West,In mancher Beziehung,0.2953125,17756,0.28860249718722475,0.3020225028127752
1991,2nd Quintile,West,Kaum,0.171875,17756,0.1663257050754678,0.1774242949245322
1991,2nd Quintile,West,Ueberwiegend,0.1125,17756,0.10785223731053623,0.11714776268946378
1991,2nd Quintile,West,Voll und ganz,0.0296875,17756,0.027191031274744513,0.03218396872525549
1991,3rd Quintile,West,Gar nicht,0.36085626911314983,17756,0.3537922820172017,0.36792025620909796
1991,3rd Quintile,West,In mancher Beziehung,0.3241590214067278,17756,0.3172743245880181,0.33104371822543754
1991,3rd Quintile,West,Kaum,0.18042813455657492,17756,0.17477187730473437,0.18608439180841546
1991,3rd Quintile,West,Ueberwiegend,0.09174311926605505,17756,0.08749717193607731,0.09598906659603279
1991,3rd Quintile,West,Voll und ganz,0.04281345565749235,17756,0.039835817390553946,0.04579109392443076
1991,4th Quintile,West,In mancher Beziehung,0.36936936936936937,17756,0.36227029913680575,0.376468439601933
1991,4th Quintile,West,Gar nicht,0.2702702702702703,17756,0.26373800728016117,0.2768025332603794
1991,4th Quintile,West,Ueberwiegend,0.16216216216216217,17756,0.15674042760386106,0.16758389672046328
1991,4th Quintile,West,Kaum,0.10810810810810811,17756,0.10354071129304086,0.11267550492317537
1991,4th Quintile,West,Voll und ganz,0.09009009009009009,17756,0.08587874130515892,0.09430143887502125
1991,5th Quintile,West,Gar nicht,0.25,17756,0.24363081095844355,0.2563691890415564
1991,5th Quintile,West,Ueberwiegend,0.25,17756,0.24363081095844355,0.2563691890415564
1991,5th Quintile,West,In mancher Beziehung,0.25,17756,0.24363081095844355,0.2563691890415564
1991,5th Quintile,West,Voll und ganz,0.125,17756,0.12013545151693072,0.12986454848306928
1991,5th Quintile,West,Kaum,0.125,17756,0.12013545151693072,0.12986454848306928
1993,1st Quintile,West,Gar nicht,0.4092485549132948,16993,0.4018556177267697,0.41664149209981993
1993,1st Quintile,West,In mancher Beziehung,0.2832369942196532,16993,0.27646239165624453,0.2900115967830619
1993,1st Quintile,West,Kaum,0.20346820809248556,16993,0.19741520521947695,0.20952121096549417
1993,1st Quintile,West,Ueberwiegend,0.07514450867052024,16993,0.07118075545814931,0.07910826188289116
1993,1st Quintile,West,Voll und ganz,0.028901734104046242,16993,0.026382812898373378,0.0314206553097191
1993,2nd Quintile,West,Gar nicht,0.37767584097859325,16993,0.37038648809035085,0.38496519386683564
1993,2nd Quintile,West,In mancher Beziehung,0.29510703363914376,16993,0.28824942949952514,0.30196463777876237
1993,2nd Quintile,West,Kaum,0.16666666666666666,16993,0.1610632257836353,0.17227010754969801
1993,2nd Quintile,West,Ueberwiegend,0.10856269113149847,16993,0.10388526706293758,0.11324011520005936
1993,2nd Quintile,West,Voll und ganz,0.05198776758409786,16993,0.048649827033053664,0.05532570813514205
1993,3rd Quintile,West,In mancher Beziehung,0.38235294117647056,16993,0.3750462046210413,0.3896596777318998
1993,3rd Quintile,West,Gar nicht,0.2818627450980392,16993,0.2750981219107576,0.2886273682853208
1993,3rd Quintile,West,Kaum,0.19117647058823528,16993,0.18526405231136675,0.1970888888651038
1993,3rd Quintile,West,Ueberwiegend,0.09803921568627451,16993,0.09356811155572704,0.10251031981682197
1993,3rd Quintile,West,Voll und ganz,0.04656862745098039,16993,0.04340042824564983,0.049736826656310955
1993,4th Quintile,West,In mancher Beziehung,0.38,16993,0.3727019188907384,0.3872980811092616
1993,4th Quintile,West,Gar nicht,0.32,16993,0.3129862466658428,0.3270137533341572
1993,4th Quintile,West,Ueberwiegend,0.12666666666666668,16993,0.12166583504696046,0.1316674982863729
1993,4th Quintile,West,Kaum,0.12,16993,0.1151140051851818,0.12488599481481819
1993,4th Quintile,West,Voll und ganz,0.05333333333333334,16993,0.049954872027100264,0.05671179463956641
1993,5th Quintile,West,Ueberwiegend,0.25,16993,0.24348939003356854,0.2565106099664315
1993,5th Quintile,West,In mancher Beziehung,0.25,16993,0.24348939003356854,0.2565106099664315
1993,5th Quintile,West,Kaum,0.21875,16993,0.21253429937676957,0.22496570062323043
1993,5th Quintile,West,Gar nicht,0.21875,16993,0.21253429937676957,0.22496570062323043
1993,5th Quintile,West,Voll und ganz,0.0625,16993,0.058860458385017904,0.0661395416149821
1995,1st Quintile,West,Gar nicht,0.41397849462365593,17246,0.40662730631505317,0.4213296829322587
1995,1st Quintile,West,In mancher Beziehung,0.26344086021505375,17246,0.25686644301917794,0.27001527741092957
1995,1st Quintile,West,Kaum,0.2163978494623656,17246,0.21025193997018723,0.22254375895454395
1995,1st Quintile,West,Ueberwiegend,0.08198924731182795,17246,0.07789462155232742,0.08608387307132849
1995,1st Quintile,West,Voll und ganz,0.024193548387096774,17246,0.021900340072067547,0.026486756702126
1995,2nd Quintile,West,Gar nicht,0.3824503311258278,17246,0.37519703601530774,0.3897036262363479
1995,2nd Quintile,West,In mancher Beziehung,0.28807947019867547,17246,0.281320449229748,0.2948384911676029
1995,2nd Quintile,West,Kaum,0.20860927152317882,17246,0.2025450624940116,0.21467348055234603
1995,2nd Quintile,West,Ueberwiegend,0.07947019867549669,17246,0.07543343842886692,0.08350695892212646
1995,2nd Quintile,West,Voll und ganz,0.041390728476821195,17246,0.03841780159466223,0.04436365535898016
1995,3rd Quintile,West,In mancher Beziehung,0.3768545994065282,17246,0.36962201538727424,0.3840871834257822
1995,3rd Quintile,West,Gar nicht,0.2878338278931751,17246,0.2810765237370786,0.29459113204927156
1995,3rd Quintile,West,Kaum,0.18694362017804153,17246,0.18112489915265248,0.19276234120343058
1995,3rd Quintile,West,Ueberwiegend,0.10385756676557864,17246,0.09930433797524302,0.10841079555591426
1995,3rd Quintile,West,Voll und ganz,0.04451038575667656,17246,0.041432478390700765,0.04758829312265236
1995,4th Quintile,West,In mancher Beziehung,0.33116883116883117,17246,0.3241446636570842,0.3381929986805781
1995,4th Quintile,West,Gar nicht,0.3051948051948052,17246,0.29832203254987566,0.3120675778397347
1995,4th Quintile,West,Ueberwiegend,0.15584415584415584,17246,0.1504307765601368,0.1612575351281749
1995,4th Quintile,West,Kaum,0.14935064935064934,17246,0.14403090544786784,0.15467039325343085
1995,4th Quintile,West,Voll und ganz,0.05844155844155844,17246,0.05494052373961216,0.06194259314350472
1995,5th Quintile,West,In mancher Beziehung,0.4375,17246,0.4300960722425993,0.4449039277574007
1995,5th Quintile,West,Kaum,0.25,17246,0.24353732202128126,0.25646267797871874
1995,5th Quintile,West,Gar nicht,0.20833333333333334,17246,0.2022720799239803,0.21439458674268638
1995,5th Quintile,West,Ueberwiegend,0.08333333333333333,17246,0.07920830460964982,0.08745836205701683
1995,5th Quintile,West,Voll und ganz,0.020833333333333332,17246,0.01870166530228686,0.022965001364379803
1997,1st Quintile,West,Gar nicht,0.2894088669950739,16487,0.28248655673096157,0.29633117725918623
1997,1st Quintile,West,In mancher Beziehung,0.26108374384236455,16487,0.25437914529226974,0.26778834239245936
1997,1st Quintile,West,Kaum,0.2044334975369458,16487,0.1982774845670082,0.21058951050688343
1997,1st Quintile,West,Ueberwiegend,0.13177339901477833,16487,0.12661023798076565,0.136936560048791
1997,1st Quintile,West,Voll und ganz,0.11330049261083744,16487,0.10846223058189981,0.11813875463977506
1997,1st Quintile,East,Kaum,0.5,16487,0.4923677030923441,0.5076322969076559
1997,1st Quintile,East,In mancher Beziehung,0.5,16487,0.4923677030923441,0.5076322969076559
1997,2nd Quintile,West,In mancher Beziehung,0.2807017543859649,16487,0.2738427304818673,0.2875607782900625
1997,2nd Quintile,West,Kaum,0.24021592442645073,16487,0.23369466852139548,0.246737180331506
1997,2nd Quintile,West,Gar nicht,0.2253711201079622,16487,0.2189931684056424,0.231749071810282
1997,2nd Quintile,West,Ueberwiegend,0.15789473684210525,16487,0.1523286206221007,0.1634608530621098
1997,2nd Quintile,West,Voll und ganz,0.09581646423751687,16487,0.09132349318908888,0.10030943528594487
1997,2nd Quintile,East,Gar nicht,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,2nd Quintile,East,In mancher Beziehung,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,2nd Quintile,East,Kaum,0.16666666666666666,16487,0.16097788843000665,0.17235544490332666
1997,2nd Quintile,East,Voll und ganz,0.16666666666666666,16487,0.16097788843000665,0.17235544490332666
1997,3rd Quintile,West,In mancher Beziehung,0.30170316301703165,16487,0.2946967582802477,0.3087095677538156
1997,3rd Quintile,West,Gar nicht,0.2116788321167883,16487,0.20544327068875118,0.21791439354482545
1997,3rd Quintile,West,Ueberwiegend,0.17274939172749393,16487,0.1669789100898006,0.17851987336518726
1997,3rd Quintile,West,Kaum,0.1678832116788321,16487,0.16217787826909746,0.17358854508856675
1997,3rd Quintile,West,Voll und ganz,0.145985401459854,16487,0.14059560190822798,0.15137520101148003
1997,3rd Quintile,East,Gar nicht,1.0,16487,1.0,1.0
1997,4th Quintile,West,In mancher Beziehung,0.35260115606936415,16487,0.3453080407939948,0.3598942713447335
1997,4th Quintile,West,Gar nicht,0.1791907514450867,16487,0.1733365971010559,0.1850449057891175
1997,4th Quintile,West,Ueberwiegend,0.17341040462427745,16487,0.16763120367876125,0.17918960556979366
1997,4th Quintile,West,Kaum,0.1676300578034682,16487,0.16192816045715006,0.17333195514978636
1997,4th Quintile,West,Voll und ganz,0.12716763005780346,16487,0.12208206794084218,0.13225319217476475
1997,4th Quintile,East,Kaum,1.0,16487,1.0,1.0
1997,5th Quintile,West,In mancher Beziehung,0.35135135135135137,16487,0.3440641490649481,0.35863855363775465
1997,5th Quintile,West,Gar nicht,0.21621621621621623,16487,0.20993234145672499,0.22250009097570747
1997,5th Quintile,West,Ueberwiegend,0.20270270270270271,16487,0.19656614011506426,0.20883926529034116
1997,5th Quintile,West,Voll und ganz,0.12162162162162163,16487,0.11663241527991375,0.1266108279633295
1997,5th Quintile,West,Kaum,0.10810810810810811,16487,0.10336819375967485,0.11284802245654138
1999,1st Quintile,West,In mancher Beziehung,0.31825273010920435,17396,0.3113307691650818,0.3251746910533269
1999,1st Quintile,West,Kaum,0.21060842433697347,17396,0.2045492215852315,0.21666762708871543
1999,1st Quintile,West,Gar nicht,0.20904836193447737,17396,0.2030056801937639,0.21509104367519086
1999,1st Quintile,West,Ueberwiegend,0.14040561622464898,17396,0.13524299340783158,0.14556823904146637
1999,1st Quintile,West,Voll und ganz,0.12168486739469579,17396,0.11682667353097852,0.12654306125841308
1999,1st Quintile,East,Ueberwiegend,1.0,17396,1.0,1.0
1999,2nd Quintile,West,In mancher Beziehung,0.27906976744186046,17396,0.2724042420646725,0.2857352928190484
1999,2nd Quintile,West,Kaum,0.20930232558139536,17396,0.20325694523869436,0.21534770592409636
1999,2nd Quintile,West,Gar nicht,0.19288645690834474,17396,0.18702305644430572,0.19874985737238376
1999,2nd Quintile,West,Ueberwiegend,0.16279069767441862,17396,0.1573046044066196,0.16827679094221762
1999,2nd Quintile,West,Voll und ganz,0.15595075239398085,17396,0.15055925992899596,0.16134224485896573
1999,2nd Quintile,East,Kaum,0.5,17396,0.4925697850761455,0.5074302149238545
1999,2nd Quintile,East,Ueberwiegend,0.3333333333333333,17396,0.3263280595222253,0.3403386071444413
1999,2nd Quintile,East,Gar nicht,0.16666666666666666,17396,0.1611285114476093,0.172204821885724
1999,3rd Quintile,West,In mancher Beziehung,0.3436619718309859,17396,0.33660430919682766,0.35071963446514415
1999,3rd Quintile,West,Kaum,0.18591549295774648,17396,0.18013421423248685,0.1916967716830061
1999,3rd Quintile,West,Ueberwiegend,0.18309859154929578,17396,0.17735135998189255,0.188845823116699
1999,3rd Quintile,West,Gar nicht,0.15492957746478872,17396,0.14955251612358425,0.1603066388059932
1999,3rd Quintile,West,Voll und ganz,0.1323943661971831,17396,0.1273578839667719,0.1374308484275943
1999,3rd Quintile,East,Gar nicht,1.0,17396,1.0,1.0
1999,4th Quintile,West,In mancher Beziehung,0.35784313725490197,17396,0.35071955764207,0.3649667168677339
1999,4th Quintile,West,Ueberwiegend,0.22058823529411764,17396,0.2144264576314426,0.22675001295679267
1999,4th Quintile,West,Gar nicht,0.1715686274509804,17396,0.16596616984474208,0.1771710850572187
1999,4th Quintile,West,Voll und ganz,0.1323529411764706,17396,0.12731712672634282,0.13738875562659836
1999,4th Quintile,West,Kaum,0.11764705882352941,17396,0.11285918079893337,0.12243493684812545
1999,4th Quintile,East,Kaum,1.0,17396,1.0,1.0
1999,5th Quintile,West,In mancher Beziehung,0.40298507462686567,17396,0.3956960662909135,0.41027408296281787
1999,5th Quintile,West,Ueberwiegend,0.1791044776119403,17396,0.1734063976832012,0.18480255754067937
1999,5th Quintile,West,Voll und ganz,0.1791044776119403,17396,0.1734063976832012,0.18480255754067937
1999,5th Quintile,West,Gar nicht,0.13432835820895522,17396,0.12926088080705556,0.1393958356108549
1999,5th Quintile,West,Kaum,0.1044776119402985,17396,0.09993211662655312,0.10902310725404389
2001,1st Quintile,West,In mancher Beziehung,0.30319148936170215,27798,0.2977881216603004,0.3085948570631039
2001,1st Quintile,West,Kaum,0.22872340425531915,27798,0.22378587507015382,0.23366093344048447
2001,1st Quintile,West,Voll und ganz,0.16888297872340424,27798,0.16447871491506896,0.17328724253173952
2001,1st Quintile,West,Ueberwiegend,0.15824468085106383,27798,0.15395419186770137,0.16253516983442629
2001,1st Quintile,West,Gar nicht,0.14095744680851063,27798,0.13686671839708883,0.14504817521993243
2001,1st Quintile,East,In mancher Beziehung,0.5833333333333334,27798,0.5775376843783049,0.5891289822883619
2001,1st Quintile,East,Ueberwiegend,0.25,27798,0.24490962318580328,0.2550903768141967
2001,1st Quintile,East,Kaum,0.08333333333333333,27798,0.0800842234995958,0.08658244316707085
2001,1st Quintile,East,Voll und ganz,0.08333333333333333,27798,0.0800842234995958,0.08658244316707085
2001,2nd Quintile,West,In mancher Beziehung,0.3226205191594561,27798,0.3171249673396569,0.3281160709792553
2001,2nd Quintile,West,Ueberwiegend,0.21508034610630408,27798,0.21025017782987812,0.21991051438273004
2001,2nd Quintile,West,Voll und ganz,0.1681087762669963,27798,0.16371257303964679,0.17250497949434582
2001,2nd Quintile,West,Kaum,0.1668726823238566,27798,0.16248941854223511,0.1712559461054781
2001,2nd Quintile,West,Gar nicht,0.1273176761433869,27798,0.12339915912454279,0.13123619316223104
2001,2nd Quintile,East,Ueberwiegend,0.6666666666666666,27798,0.6611249663140994,0.6722083670192338
2001,2nd Quintile,East,Voll und ganz,0.3333333333333333,27798,0.32779163298076613,0.3388750336859005
2001,3rd Quintile,West,In mancher Beziehung,0.3389830508474576,27798,0.3334183145882011,0.34454778710671413
2001,3rd Quintile,West,Ueberwiegend,0.19491525423728814,27798,0.190258396086411,0.19957211238816527
2001,3rd Quintile,West,Voll und ganz,0.18305084745762712,27798,0.17850481343905672,0.18759688147619752
2001,3rd Quintile,West,Kaum,0.17796610169491525,27798,0.17346972380840586,0.18246247958142464
2001,3rd Quintile,West,Gar nicht,0.10508474576271186,27798,0.10147970574107315,0.10868978578435057
2001,3rd Quintile,East,Ueberwiegend,0.6666666666666666,27798,0.6611249663140994,0.6722083670192338
2001,3rd Quintile,East,In mancher Beziehung,0.3333333333333333,27798,0.32779163298076613,0.3388750336859005
2001,4th Quintile,West,In mancher Beziehung,0.2847682119205298,27798,0.27946280799608575,0.2900736158449739
2001,4th Quintile,West,Ueberwiegend,0.2582781456953642,27798,0.25313281060339476,0.2634234807873337
2001,4th Quintile,West,Voll und ganz,0.19205298013245034,27798,0.18742223090381072,0.19668372936108997
2001,4th Quintile,West,Kaum,0.15562913907284767,27798,0.15136765006758288,0.15989062807811247
2001,4th Quintile,West,Gar nicht,0.10927152317880795,27798,0.10560397807918596,0.11293906827842994
2001,4th Quintile,East,Gar nicht,0.5,27798,0.4941221391520938,0.5058778608479062
2001,4th Quintile,East,In mancher Beziehung,0.5,27798,0.4941221391520938,0.5058778608479062
2001,5th Quintile,West,In mancher Beziehung,0.31007751937984496,27798,0.3046402032400962,0.3155148355195937
2001,5th Quintile,West,Ueberwiegend,0.2713178294573643,27798,0.26609076886202526,0.2765448900527034
2001,5th Quintile,West,Voll und ganz,0.16279069767441862,27798,0.15845078380150612,0.1671306115473311
2001,5th Quintile,West,Gar nicht,0.13178294573643412,27798,0.12780651833552265,0.1357593731373456
2001,5th Quintile,West,Kaum,0.12403100775193798,27798,0.12015612292215769,0.12790589258171828
