year,quintil_oecd,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1989,4th Quintile,Gar nicht,0.3,12393,0.29193178442041945,0.30806821557958053
1989,4th Quintile,Kaum,0.2,12393,0.19295748407301908,0.20704251592698095
1989,4th Quintile,Ueberwiegend,0.06666666666666667,12393,0.06227488637672311,0.07105844695661022
1989,5th Quintile,In mancher Beziehung,1.0,12393,1.0,1.0
1991,1st Quintile,Gar nicht,0.39675383228133454,17756,0.3895578289760008,0.4039498355866683
1991,1st Quintile,In mancher Beziehung,0.29486023444544635,17756,0.2881532204915122,0.3015672483993805
1991,1st Quintile,Kaum,0.20198376916140667,17756,0.19607839252448392,0.20788914579832943
1991,1st Quintile,Ueberwiegend,0.07303877366997295,17756,0.06921148672683938,0.07686606061310652
1991,1st Quintile,Voll und ganz,0.033363390441839495,17756,0.030721892894702275,0.03600488798897671
1991,2nd Quintile,Gar nicht,0.390625,17756,0.3834486132273578,0.3978013867726422
1991,2nd Quintile,In mancher Beziehung,0.2953125,17756,0.28860249718722475,0.3020225028127752
1991,2nd Quintile,Kaum,0.171875,17756,0.1663257050754678,0.1774242949245322
1991,2nd Quintile,Ueberwiegend,0.1125,17756,0.10785223731053623,0.11714776268946378
1991,2nd Quintile,Voll und ganz,0.0296875,17756,0.027191031274744513,0.03218396872525549
1991,3rd Quintile,Gar nicht,0.36085626911314983,17756,0.3537922820172017,0.36792025620909796
1991,3rd Quintile,In mancher Beziehung,0.3241590214067278,17756,0.3172743245880181,0.33104371822543754
1991,3rd Quintile,Kaum,0.18042813455657492,17756,0.17477187730473437,0.18608439180841546
1991,3rd Quintile,Ueberwiegend,0.09174311926605505,17756,0.08749717193607731,0.09598906659603279
1991,3rd Quintile,Voll und ganz,0.04281345565749235,17756,0.039835817390553946,0.04579109392443076
1991,4th Quintile,In mancher Beziehung,0.36936936936936937,17756,0.36227029913680575,0.376468439601933
1991,4th Quintile,Gar nicht,0.2702702702702703,17756,0.26373800728016117,0.2768025332603794
1991,4th Quintile,Ueberwiegend,0.16216216216216217,17756,0.15674042760386106,0.16758389672046328
1991,4th Quintile,Kaum,0.10810810810810811,17756,0.10354071129304086,0.11267550492317537
1991,4th Quintile,Voll und ganz,0.09009009009009009,17756,0.08587874130515892,0.09430143887502125
1991,5th Quintile,Gar nicht,0.25,17756,0.24363081095844355,0.2563691890415564
1991,5th Quintile,In mancher Beziehung,0.25,17756,0.24363081095844355,0.2563691890415564
1991,5th Quintile,Ueberwiegend,0.25,17756,0.24363081095844355,0.2563691890415564
1991,5th Quintile,Voll und ganz,0.125,17756,0.12013545151693072,0.12986454848306928
1991,5th Quintile,Kaum,0.125,17756,0.12013545151693072,0.12986454848306928
1993,1st Quintile,Gar nicht,0.4092485549132948,16993,0.4018556177267697,0.41664149209981993
1993,1st Quintile,In mancher Beziehung,0.2832369942196532,16993,0.27646239165624453,0.2900115967830619
1993,1st Quintile,Kaum,0.20346820809248556,16993,0.19741520521947695,0.20952121096549417
1993,1st Quintile,Ueberwiegend,0.07514450867052024,16993,0.07118075545814931,0.07910826188289116
1993,1st Quintile,Voll und ganz,0.028901734104046242,16993,0.026382812898373378,0.0314206553097191
1993,2nd Quintile,Gar nicht,0.37767584097859325,16993,0.37038648809035085,0.38496519386683564
1993,2nd Quintile,In mancher Beziehung,0.29510703363914376,16993,0.28824942949952514,0.30196463777876237
1993,2nd Quintile,Kaum,0.16666666666666666,16993,0.1610632257836353,0.17227010754969801
1993,2nd Quintile,Ueberwiegend,0.10856269113149847,16993,0.10388526706293758,0.11324011520005936
1993,2nd Quintile,Voll und ganz,0.05198776758409786,16993,0.048649827033053664,0.05532570813514205
1993,3rd Quintile,In mancher Beziehung,0.38235294117647056,16993,0.3750462046210413,0.3896596777318998
1993,3rd Quintile,Gar nicht,0.2818627450980392,16993,0.2750981219107576,0.2886273682853208
1993,3rd Quintile,Kaum,0.19117647058823528,16993,0.18526405231136675,0.1970888888651038
1993,3rd Quintile,Ueberwiegend,0.09803921568627451,16993,0.09356811155572704,0.10251031981682197
1993,3rd Quintile,Voll und ganz,0.04656862745098039,16993,0.04340042824564983,0.049736826656310955
1993,4th Quintile,In mancher Beziehung,0.38,16993,0.3727019188907384,0.3872980811092616
1993,4th Quintile,Gar nicht,0.32,16993,0.3129862466658428,0.3270137533341572
1993,4th Quintile,Ueberwiegend,0.12666666666666668,16993,0.12166583504696046,0.1316674982863729
1993,4th Quintile,Kaum,0.12,16993,0.1151140051851818,0.12488599481481819
1993,4th Quintile,Voll und ganz,0.05333333333333334,16993,0.049954872027100264,0.05671179463956641
1993,5th Quintile,Ueberwiegend,0.25,16993,0.24348939003356854,0.2565106099664315
1993,5th Quintile,In mancher Beziehung,0.25,16993,0.24348939003356854,0.2565106099664315
1993,5th Quintile,Gar nicht,0.21875,16993,0.21253429937676957,0.22496570062323043
1993,5th Quintile,Kaum,0.21875,16993,0.21253429937676957,0.22496570062323043
1993,5th Quintile,Voll und ganz,0.0625,16993,0.058860458385017904,0.0661395416149821
1995,1st Quintile,Gar nicht,0.41397849462365593,17246,0.40662730631505317,0.4213296829322587
1995,1st Quintile,In mancher Beziehung,0.26344086021505375,17246,0.25686644301917794,0.27001527741092957
1995,1st Quintile,Kaum,0.2163978494623656,17246,0.21025193997018723,0.22254375895454395
1995,1st Quintile,Ueberwiegend,0.08198924731182795,17246,0.07789462155232742,0.08608387307132849
1995,1st Quintile,Voll und ganz,0.024193548387096774,17246,0.021900340072067547,0.026486756702126
1995,2nd Quintile,Gar nicht,0.3824503311258278,17246,0.37519703601530774,0.3897036262363479
1995,2nd Quintile,In mancher Beziehung,0.28807947019867547,17246,0.281320449229748,0.2948384911676029
1995,2nd Quintile,Kaum,0.20860927152317882,17246,0.2025450624940116,0.21467348055234603
1995,2nd Quintile,Ueberwiegend,0.07947019867549669,17246,0.07543343842886692,0.08350695892212646
1995,2nd Quintile,Voll und ganz,0.041390728476821195,17246,0.03841780159466223,0.04436365535898016
1995,3rd Quintile,In mancher Beziehung,0.3768545994065282,17246,0.36962201538727424,0.3840871834257822
1995,3rd Quintile,Gar nicht,0.2878338278931751,17246,0.2810765237370786,0.29459113204927156
1995,3rd Quintile,Kaum,0.18694362017804153,17246,0.18112489915265248,0.19276234120343058
1995,3rd Quintile,Ueberwiegend,0.10385756676557864,17246,0.09930433797524302,0.10841079555591426
1995,3rd Quintile,Voll und ganz,0.04451038575667656,17246,0.041432478390700765,0.04758829312265236
1995,4th Quintile,In mancher Beziehung,0.33116883116883117,17246,0.3241446636570842,0.3381929986805781
1995,4th Quintile,Gar nicht,0.3051948051948052,17246,0.29832203254987566,0.3120675778397347
1995,4th Quintile,Ueberwiegend,0.15584415584415584,17246,0.1504307765601368,0.1612575351281749
1995,4th Quintile,Kaum,0.14935064935064934,17246,0.14403090544786784,0.15467039325343085
1995,4th Quintile,Voll und ganz,0.05844155844155844,17246,0.05494052373961216,0.06194259314350472
1995,5th Quintile,In mancher Beziehung,0.4375,17246,0.4300960722425993,0.4449039277574007
1995,5th Quintile,Kaum,0.25,17246,0.24353732202128126,0.25646267797871874
1995,5th Quintile,Gar nicht,0.20833333333333334,17246,0.2022720799239803,0.21439458674268638
1995,5th Quintile,Ueberwiegend,0.08333333333333333,17246,0.07920830460964982,0.08745836205701683
1995,5th Quintile,Voll und ganz,0.020833333333333332,17246,0.01870166530228686,0.022965001364379803
1997,1st Quintile,Gar nicht,0.28869778869778867,16487,0.281780529324921,0.29561504807065636
1997,1st Quintile,In mancher Beziehung,0.2616707616707617,16487,0.2549612967713864,0.268380226570137
1997,1st Quintile,Kaum,0.20515970515970516,16487,0.1989955831917856,0.21132382712762474
1997,1st Quintile,Ueberwiegend,0.13144963144963145,16487,0.12629185585044386,0.13660740704881905
1997,1st Quintile,Voll und ganz,0.11302211302211303,16487,0.10818903996569403,0.11785518607853203
1997,2nd Quintile,In mancher Beziehung,0.28112449799196787,16487,0.27426232849855653,0.2879866674853792
1997,2nd Quintile,Kaum,0.23962516733601072,16487,0.23310940351488668,0.24614093115713476
1997,2nd Quintile,Gar nicht,0.22623828647925034,16487,0.21985165404672236,0.23262491891177833
1997,2nd Quintile,Ueberwiegend,0.1566265060240964,16487,0.15107861583762366,0.16217439621056912
1997,2nd Quintile,Voll und ganz,0.0963855421686747,16487,0.09188066674959545,0.10089041758775395
1997,3rd Quintile,In mancher Beziehung,0.30097087378640774,16487,0.2939693088216297,0.3079724387511858
1997,3rd Quintile,Gar nicht,0.21359223300970873,16487,0.20733615900400218,0.21984830701541527
1997,3rd Quintile,Ueberwiegend,0.17233009708737865,16487,0.16656516228318838,0.17809503189156892
1997,3rd Quintile,Kaum,0.16747572815533981,16487,0.16177592783061975,0.17317552848005988
1997,3rd Quintile,Voll und ganz,0.14563106796116504,16487,0.14024669675300003,0.15101543916933005
1997,4th Quintile,In mancher Beziehung,0.3505747126436782,16487,0.3432912123285546,0.35785821295880177
1997,4th Quintile,Gar nicht,0.1781609195402299,16487,0.17231995096446953,0.18400188811599025
1997,4th Quintile,Ueberwiegend,0.1724137931034483,16487,0.16664775009393096,0.17817983611296562
1997,4th Quintile,Kaum,0.1724137931034483,16487,0.16664775009393096,0.17817983611296562
1997,4th Quintile,Voll und ganz,0.12643678160919541,16487,0.12136373165893752,0.1315098315594533
1997,5th Quintile,In mancher Beziehung,0.35135135135135137,16487,0.3440641490649481,0.35863855363775465
1997,5th Quintile,Gar nicht,0.21621621621621623,16487,0.20993234145672499,0.22250009097570747
1997,5th Quintile,Ueberwiegend,0.20270270270270271,16487,0.19656614011506426,0.20883926529034116
1997,5th Quintile,Voll und ganz,0.12162162162162163,16487,0.11663241527991375,0.1266108279633295
1997,5th Quintile,Kaum,0.10810810810810811,16487,0.10336819375967485,0.11284802245654138
1999,1st Quintile,In mancher Beziehung,0.31726283048211507,17396,0.3103466273094114,0.3241790336548187
1999,1st Quintile,Kaum,0.2099533437013997,17396,0.20390106192455015,0.21600562547824925
1999,1st Quintile,Gar nicht,0.208398133748056,17396,0.20236237754638747,0.2144338899497245
1999,1st Quintile,Ueberwiegend,0.14307931570762053,17396,0.13787588096881423,0.14828275044642683
1999,1st Quintile,Voll und ganz,0.12130637636080871,17396,0.11645469886755469,0.12615805385406273
1999,2nd Quintile,In mancher Beziehung,0.276797829036635,17396,0.2701490397084504,0.28344661836481966
1999,2nd Quintile,Kaum,0.21166892808683854,17396,0.2055985708558815,0.21773928531779557
1999,2nd Quintile,Gar nicht,0.1926729986431479,17396,0.18681206858054547,0.19853392870575035
1999,2nd Quintile,Ueberwiegend,0.16417910447761194,17396,0.15867423627912805,0.16968397267609583
1999,2nd Quintile,Voll und ganz,0.1546811397557666,17396,0.14930760164962623,0.160054677861907
1999,3rd Quintile,In mancher Beziehung,0.34269662921348315,17396,0.335643704988158,0.3497495534388083
1999,3rd Quintile,Kaum,0.1853932584269663,17396,0.1796182537456952,0.1911682631082374
1999,3rd Quintile,Ueberwiegend,0.18258426966292135,17396,0.17684330932240558,0.18832523000343712
1999,3rd Quintile,Gar nicht,0.15730337078651685,17396,0.15189288806124254,0.16271385351179116
1999,3rd Quintile,Voll und ganz,0.13202247191011235,17396,0.12699199056786167,0.13705295325236302
1999,4th Quintile,In mancher Beziehung,0.35609756097560974,17396,0.34898172536547084,0.36321339658574864
1999,4th Quintile,Ueberwiegend,0.21951219512195122,17396,0.2133612229951247,0.22566316724877775
1999,4th Quintile,Gar nicht,0.17073170731707318,17396,0.16514010863734824,0.17632330599679813
1999,4th Quintile,Voll und ganz,0.13170731707317074,17396,0.12668193143771095,0.13673270270863053
1999,4th Quintile,Kaum,0.12195121951219512,17396,0.11708844907594963,0.1268139899484406
1999,5th Quintile,In mancher Beziehung,0.40298507462686567,17396,0.3956960662909135,0.41027408296281787
1999,5th Quintile,Voll und ganz,0.1791044776119403,17396,0.1734063976832012,0.18480255754067937
1999,5th Quintile,Ueberwiegend,0.1791044776119403,17396,0.1734063976832012,0.18480255754067937
1999,5th Quintile,Gar nicht,0.13432835820895522,17396,0.12926088080705556,0.1393958356108549
1999,5th Quintile,Kaum,0.1044776119402985,17396,0.09993211662655312,0.10902310725404389
2001,1st Quintile,In mancher Beziehung,0.3075916230366492,27798,0.30216639865775025,0.3130168474155482
2001,1st Quintile,Kaum,0.22643979057591623,27798,0.2215197041741352,0.23135987697769728
2001,1st Quintile,Voll und ganz,0.16753926701570682,27798,0.16314901470515392,0.17192951932625972
2001,1st Quintile,Ueberwiegend,0.15968586387434555,27798,0.1553795729468299,0.1639921548018612
2001,1st Quintile,Gar nicht,0.1387434554973822,27798,0.1346797538320752,0.1428071571626892
2001,2nd Quintile,In mancher Beziehung,0.32142857142857145,27798,0.31593835683423915,0.32691878602290375
2001,2nd Quintile,Ueberwiegend,0.21674876847290642,27798,0.21190505819241315,0.22159247875339969
2001,2nd Quintile,Voll und ganz,0.1687192118226601,27798,0.16431665026778391,0.17312177337753626
2001,2nd Quintile,Kaum,0.16625615763546797,27798,0.16187937997176022,0.17063293529917573
2001,2nd Quintile,Gar nicht,0.1268472906403941,27798,0.12293496499216094,0.13075961628862726
2001,3rd Quintile,In mancher Beziehung,0.33895446880269814,27798,0.33338984684756556,0.3445190907578307
2001,3rd Quintile,Ueberwiegend,0.1973018549747049,27798,0.19262352328218751,0.20198018666722228
2001,3rd Quintile,Voll und ganz,0.1821247892074199,27798,0.17758769967222826,0.18666187874261153
2001,3rd Quintile,Kaum,0.17706576728499157,27798,0.1725783220317294,0.18155321253825374
2001,3rd Quintile,Gar nicht,0.1045531197301855,27798,0.1009561423396532,0.1081500971207178
2001,4th Quintile,In mancher Beziehung,0.28618421052631576,27798,0.2808708999079676,0.29149752114466393
2001,4th Quintile,Ueberwiegend,0.2565789473684211,27798,0.25144469474872655,0.2617131999881156
2001,4th Quintile,Voll und ganz,0.19078947368421054,27798,0.18617037476594112,0.19540857260247996
2001,4th Quintile,Kaum,0.15460526315789475,27798,0.15035524091392174,0.15885528540186775
2001,4th Quintile,Gar nicht,0.1118421052631579,27798,0.10813702984135319,0.1155471806849626
2001,5th Quintile,In mancher Beziehung,0.31007751937984496,27798,0.3046402032400962,0.3155148355195937
2001,5th Quintile,Ueberwiegend,0.2713178294573643,27798,0.26609076886202526,0.2765448900527034
2001,5th Quintile,Voll und ganz,0.16279069767441862,27798,0.15845078380150612,0.1671306115473311
2001,5th Quintile,Gar nicht,0.13178294573643412,27798,0.12780651833552265,0.1357593731373456
2001,5th Quintile,Kaum,0.12403100775193798,27798,0.12015612292215769,0.12790589258171828
2003,1st Quintile,In mancher Beziehung,0.2876712328767123,27727,0.28234287864536806,0.29299958710805657
2003,1st Quintile,Kaum,0.20376712328767124,27727,0.19902588546609581,0.20850836110924667
2003,1st Quintile,Ueberwiegend,0.1934931506849315,27727,0.18884327375567664,0.19814302761418637
2003,1st Quintile,Voll und ganz,0.1815068493150685,27727,0.17696995498656734,0.18604374364356965
2003,1st Quintile,Gar nicht,0.13356164383561644,27727,0.12955745691415002,0.13756583075708287
2003,2nd Quintile,In mancher Beziehung,0.262992125984252,27727,0.2578099510783298,0.26817430089017413
2003,2nd Quintile,Ueberwiegend,0.22677165354330708,27727,0.2218427207450554,0.23170058634155877
2003,2nd Quintile,Voll und ganz,0.2078740157480315,27727,0.20309760284380896,0.21265042865225403
2003,2nd Quintile,Kaum,0.1858267716535433,27727,0.1812483353129555,0.1904052079941311
2003,2nd Quintile,Gar nicht,0.11653543307086614,27727,0.11275859647687049,0.12031226966486179
2003,3rd Quintile,In mancher Beziehung,0.2833333333333333,27727,0.2780292288771577,0.28863743778950895
2003,3rd Quintile,Ueberwiegend,0.22166666666666668,27727,0.21677746849672247,0.2265558648366109
2003,3rd Quintile,Voll und ganz,0.19833333333333333,27727,0.19363980548913926,0.2030268611775274
2003,3rd Quintile,Kaum,0.17833333333333334,27727,0.17382756635098845,0.18283910031567824
2003,3rd Quintile,Gar nicht,0.11833333333333333,27727,0.11453134841183252,0.12213531825483415
2003,4th Quintile,In mancher Beziehung,0.28735632183908044,27727,0.2820297078341476,0.2926829358440133
2003,4th Quintile,Voll und ganz,0.271264367816092,27727,0.2660309427767763,0.27649779285540765
2003,4th Quintile,Ueberwiegend,0.2413793103448276,27727,0.23634236785020177,0.24641625283945343
2003,4th Quintile,Kaum,0.10344827586206896,27727,0.09986356663610542,0.10703298508803251
2003,4th Quintile,Gar nicht,0.09655172413793103,27727,0.09307527168807203,0.10002817658779004
2003,5th Quintile,In mancher Beziehung,0.31290322580645163,27727,0.3074454133879911,0.3183610382249122
2003,5th Quintile,Voll und ganz,0.25483870967741934,27727,0.24970935804936675,0.25996806130547195
2003,5th Quintile,Ueberwiegend,0.23548387096774193,27727,0.23048952596685507,0.24047821596862878
2003,5th Quintile,Kaum,0.1,27727,0.09646877098033906,0.10353122901966096
2003,5th Quintile,Gar nicht,0.0967741935483871,27727,0.09329416682175892,0.10025422027501527
2010,1st Quintile,In mancher Beziehung,0.27184466019417475,35837,0.2672382493421248,0.2764510710462247
2010,1st Quintile,Kaum,0.23948220064724918,35837,0.23506363247849882,0.24390076881599954
2010,1st Quintile,Ueberwiegend,0.20064724919093851,35837,0.1965008024642473,0.20479369591762972
2010,1st Quintile,Gar nicht,0.15857605177993528,35837,0.15479409568665997,0.16235800787321059
2010,1st Quintile,Voll und ganz,0.12944983818770225,35837,0.12597417323825347,0.13292550313715104
2010,2nd Quintile,In mancher Beziehung,0.3081967213114754,35837,0.303415976491821,0.3129774661311298
2010,2nd Quintile,Ueberwiegend,0.20327868852459016,35837,0.19911201579518698,0.20744536125399335
2010,2nd Quintile,Kaum,0.2,35837,0.1958585708182986,0.20414142918170142
2010,2nd Quintile,Voll und ganz,0.16065573770491803,35837,0.1568537699315528,0.16445770547828326
