year,quintil_oecd,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,Gar nicht,0.5120370370370371,16099,0.5043155536935603,0.5197585203805138
1984,1st Quintile,In mancher Beziehung,0.2439814814814815,16099,0.2373470873228939,0.2506158756400691
1984,1st Quintile,Kaum,0.1574074074074074,16099,0.15178168857830782,0.163033126236507
1984,1st Quintile,Ueberwiegend,0.05462962962962963,16099,0.05111910727804638,0.05814015198121288
1984,1st Quintile,Voll und ganz,0.03194444444444444,16099,0.029227977455345524,0.034660911433543364
1984,2nd Quintile,Gar nicht,0.44755244755244755,16099,0.4398713352228364,0.4552335598820587
1984,2nd Quintile,In mancher Beziehung,0.26048951048951047,16099,0.25370960077974775,0.2672694201992732
1984,2nd Quintile,Kaum,0.17832167832167833,16099,0.1724086547915628,0.18423470185179386
1984,2nd Quintile,Ueberwiegend,0.07167832167832168,16099,0.06769358358800551,0.07566305976863785
1984,2nd Quintile,Voll und ganz,0.04195804195804196,16099,0.038860932942093286,0.04505515097399063
1984,3rd Quintile,Gar nicht,0.49606299212598426,16099,0.4883395097135457,0.5037864745384228
1984,3rd Quintile,In mancher Beziehung,0.2283464566929134,16099,0.22186212925820825,0.23483078412761854
1984,3rd Quintile,Kaum,0.16535433070866143,16099,0.15961560483155382,0.17109305658576904
1984,3rd Quintile,Ueberwiegend,0.07874015748031496,16099,0.07457965456096441,0.08290066039966551
1984,3rd Quintile,Voll und ganz,0.031496062992125984,16099,0.028798103333384974,0.03419402265086699
1984,4th Quintile,Gar nicht,0.5217391304347826,16099,0.5140227123402984,0.5294555485292668
1984,4th Quintile,In mancher Beziehung,0.17391304347826086,16099,0.16805792643114575,0.17976816052537598
1984,4th Quintile,Kaum,0.17391304347826086,16099,0.16805792643114575,0.17976816052537598
1984,4th Quintile,Voll und ganz,0.08695652173913043,16099,0.08260387490874098,0.09130916856951989
1984,4th Quintile,Ueberwiegend,0.043478260869565216,16099,0.040328046373987604,0.04662847536514283
1984,5th Quintile,In mancher Beziehung,0.375,16099,0.3675215384741104,0.3824784615258896
1984,5th Quintile,Gar nicht,0.3125,16099,0.3053399182108005,0.3196600817891995
1984,5th Quintile,Kaum,0.1875,16099,0.1814706715617544,0.1935293284382456
1984,5th Quintile,Ueberwiegend,0.125,16099,0.11989123819593908,0.13010876180406092
1985,1st Quintile,Gar nicht,0.49452954048140046,14443,0.4863755279382577,0.5026835530245433
1985,1st Quintile,In mancher Beziehung,0.25328227571115974,14443,0.24618963442848837,0.26037491699383114
1985,1st Quintile,Kaum,0.16794310722100655,14443,0.16184654558163575,0.17403966886037736
1985,1st Quintile,Ueberwiegend,0.061269146608315096,14443,0.0573578673272956,0.06518042588933459
1985,1st Quintile,Voll und ganz,0.022975929978118162,14443,0.020532406327876146,0.025419453628360178
1985,2nd Quintile,Gar nicht,0.45041322314049587,14443,0.44229892297407875,0.458527523306913
1985,2nd Quintile,In mancher Beziehung,0.2975206611570248,14443,0.2900647159348092,0.3049766063792404
1985,2nd Quintile,Kaum,0.15702479338842976,14443,0.15109118497539556,0.16295840180146395
1985,2nd Quintile,Ueberwiegend,0.05578512396694215,14443,0.052042105358630075,0.059528142575254225
1985,2nd Quintile,Voll und ganz,0.03925619834710744,14443,0.03608892693378287,0.04242346976043201
1985,3rd Quintile,Gar nicht,0.39416058394160586,14443,0.3861908701612897,0.402130297721922
1985,3rd Quintile,In mancher Beziehung,0.3284671532846715,14443,0.32080753778784765,0.3361267687814954
1985,3rd Quintile,Ueberwiegend,0.12408759124087591,14443,0.11871081600318004,0.1294643664785718
1985,3rd Quintile,Kaum,0.10948905109489052,14443,0.10439653578352903,0.114581566406252
1985,3rd Quintile,Voll und ganz,0.043795620437956206,14443,0.040458145050812924,0.04713309582509949
1985,4th Quintile,Gar nicht,0.5714285714285714,14443,0.5633577089235807,0.5794994339335621
1985,4th Quintile,In mancher Beziehung,0.2857142857142857,14443,0.2783466299601089,0.2930819414684625
1985,4th Quintile,Kaum,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,5th Quintile,Gar nicht,0.75,14443,0.7429379953081331,0.7570620046918669
1985,5th Quintile,Kaum,0.25,14443,0.24293799530813312,0.2570620046918669
1986,1st Quintile,Gar nicht,0.47775746496039,13742,0.4694058404438984,0.48610908947688164
1986,1st Quintile,In mancher Beziehung,0.2760511882998172,13742,0.2685767279995144,0.28352564860012
1986,1st Quintile,Kaum,0.16697135892748324,13742,0.16073570424453226,0.17320701361043422
1986,1st Quintile,Ueberwiegend,0.054844606946983544,13742,0.05103789800882805,0.05865131588513904
1986,1st Quintile,Voll und ganz,0.02437538086532602,13742,0.02179699340824411,0.026953768322407933
1986,2nd Quintile,Gar nicht,0.42173112338858193,13742,0.41347428403693626,0.4299879627402276
1986,2nd Quintile,In mancher Beziehung,0.3241252302025783,13742,0.3162995763212702,0.33195088408388634
1986,2nd Quintile,Kaum,0.16758747697974216,13742,0.1613426388849381,0.17383231507454622
1986,2nd Quintile,Ueberwiegend,0.058931860036832415,13742,0.054994395014099556,0.06286932505956527
1986,2nd Quintile,Voll und ganz,0.027624309392265192,13742,0.024884036210239487,0.030364582574290897
1986,3rd Quintile,Gar nicht,0.4253731343283582,13742,0.41710687375320954,0.4336393949035069
1986,3rd Quintile,In mancher Beziehung,0.2835820895522388,13742,0.2760458669897626,0.291118312114715
1986,3rd Quintile,Kaum,0.17164179104477612,13742,0.16533727566828527,0.17794630642126696
1986,3rd Quintile,Voll und ganz,0.06716417910447761,13742,0.06297911068814117,0.07134924752081405
1986,3rd Quintile,Ueberwiegend,0.05223880597014925,13742,0.048518512659092364,0.05595909928120614
1986,4th Quintile,In mancher Beziehung,0.4375,13742,0.4292056684526598,0.4457943315473402
1986,4th Quintile,Gar nicht,0.3125,13742,0.30475016490708356,0.32024983509291644
1986,4th Quintile,Kaum,0.125,13742,0.11947044563510655,0.13052955436489347
1986,4th Quintile,Voll und ganz,0.0625,13742,0.058452780618945696,0.0665472193810543
1986,4th Quintile,Ueberwiegend,0.0625,13742,0.058452780618945696,0.0665472193810543
1986,5th Quintile,In mancher Beziehung,0.4,13742,0.3918090038819146,0.40819099611808546
1986,5th Quintile,Voll und ganz,0.4,13742,0.3918090038819146,0.40819099611808546
1986,5th Quintile,Kaum,0.2,13742,0.19331207967519096,0.20668792032480907
1987,1st Quintile,Gar nicht,0.4497422680412371,13496,0.441349244015877,0.45813529206659726
1987,1st Quintile,In mancher Beziehung,0.27835051546391754,13496,0.270788932797923,0.2859120981299121
1987,1st Quintile,Kaum,0.18427835051546393,13496,0.1777370863377719,0.19081961469315595
1987,1st Quintile,Ueberwiegend,0.05798969072164949,13496,0.054046418488348326,0.06193296295495065
1987,1st Quintile,Voll und ganz,0.029639175257731958,13496,0.026777942283525608,0.0325004082319383
1987,2nd Quintile,Gar nicht,0.41245791245791247,13496,0.40415246859315546,0.4207633563226695
1987,2nd Quintile,In mancher Beziehung,0.29797979797979796,13496,0.29026327325164314,0.3056963227079528
1987,2nd Quintile,Kaum,0.17676767676767677,13496,0.1703316747632803,0.18320367877207325
1987,2nd Quintile,Ueberwiegend,0.09259259259259259,13496,0.087702210202464,0.09748297498272117
1987,2nd Quintile,Voll und ganz,0.020202020202020204,13496,0.017828356399947676,0.022575684004092732
1987,3rd Quintile,Gar nicht,0.43859649122807015,13496,0.430224598125041,0.4469683843310993
1987,3rd Quintile,In mancher Beziehung,0.2982456140350877,13496,0.2905271099695796,0.3059641181005958
1987,3rd Quintile,Kaum,0.14035087719298245,13496,0.13449055202086202,0.14621120236510288
1987,3rd Quintile,Ueberwiegend,0.08187134502923976,13496,0.0772457109901991,0.08649697906828042
1987,3rd Quintile,Voll und ganz,0.04093567251461988,13496,0.03759273414355791,0.04427861088568185
1987,4th Quintile,In mancher Beziehung,0.35,13496,0.34195281034082153,0.3580471896591784
1987,4th Quintile,Kaum,0.3,13496,0.2922685102593382,0.3077314897406618
1987,4th Quintile,Gar nicht,0.3,13496,0.2922685102593382,0.3077314897406618
1987,4th Quintile,Ueberwiegend,0.05,13496,0.04632294317585833,0.05367705682414167
1987,5th Quintile,In mancher Beziehung,0.4444444444444444,13496,0.4360609317756526,0.45282795711323626
1987,5th Quintile,Kaum,0.3333333333333333,13496,0.3253800348854556,0.34128663178121105
1987,5th Quintile,Gar nicht,0.2222222222222222,13496,0.21520807229030206,0.22923637215414236
1989,1st Quintile,Gar nicht,0.41524216524216523,12393,0.40656642391721215,0.4239179065671183
1989,1st Quintile,In mancher Beziehung,0.3027065527065527,12393,0.2946177070327009,0.31079539838040454
1989,1st Quintile,Kaum,0.1915954415954416,12393,0.18466637381757364,0.19852450937330954
1989,1st Quintile,Ueberwiegend,0.05270655270655271,12393,0.04877247966388874,0.056640625749216675
1989,1st Quintile,Voll und ganz,0.03774928774928775,12393,0.034393717401343886,0.04110485809723161
1989,2nd Quintile,Gar nicht,0.391304347826087,12393,0.38271173421532784,0.3998969614368461
1989,2nd Quintile,In mancher Beziehung,0.3277591973244147,12393,0.319494865911958,0.3360235287368714
1989,2nd Quintile,Kaum,0.16555183946488294,12393,0.15900797143061476,0.17209570749915112
1989,2nd Quintile,Ueberwiegend,0.07525083612040134,12393,0.07060637335965621,0.07989529888114648
1989,2nd Quintile,Voll und ganz,0.04013377926421405,12393,0.03667814135582304,0.043589417172605054
1989,3rd Quintile,In mancher Beziehung,0.3452914798206278,12393,0.33692033656785947,0.35366262307339613
1989,3rd Quintile,Gar nicht,0.31390134529147984,12393,0.30573067437963736,0.3220720162033223
1989,3rd Quintile,Kaum,0.16591928251121077,12393,0.15936959895854003,0.1724689660638815
1989,3rd Quintile,Ueberwiegend,0.12556053811659193,12393,0.1197266337604111,0.13139444247277277
1989,3rd Quintile,Voll und ganz,0.04932735426008968,12393,0.04551470147286865,0.053140007047310714
1989,4th Quintile,In mancher Beziehung,0.43333333333333335,12393,0.42460878950628467,0.44205787716038203
