year,bula_h,regtyp,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,Urban regions,Gar nicht,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Schleswig-Holstein,Urban regions,In mancher Beziehung,0.2777777777777778,14443,0.27047292379944804,0.28508263175610754
1985,Schleswig-Holstein,Urban regions,Kaum,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,Schleswig-Holstein,Urban regions,Ueberwiegend,0.05555555555555555,14443,0.05181979251340732,0.059291318597703785
1985,Schleswig-Holstein,Rural regions,In mancher Beziehung,0.8333333333333334,14443,0.8272553274305692,0.8394113392360976
1985,Schleswig-Holstein,Rural regions,Gar nicht,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,Hamburg,Urban regions,Gar nicht,0.45,14443,0.44188637432748507,0.45811362567251496
1985,Hamburg,Urban regions,In mancher Beziehung,0.35,14443,0.3422211021908555,0.35777889780914446
1985,Hamburg,Urban regions,Kaum,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,Hamburg,Urban regions,Ueberwiegend,0.03333333333333333,14443,0.030405778016189596,0.03626088865047707
1985,Lower Saxony,Urban regions,Gar nicht,0.8181818181818182,14443,0.8118915243431948,0.8244721120204417
1985,Lower Saxony,Urban regions,In mancher Beziehung,0.11688311688311688,14443,0.1116433453434804,0.12212288842275336
1985,Lower Saxony,Urban regions,Kaum,0.03896103896103896,14443,0.035805212394970386,0.042116865527107535
1985,Lower Saxony,Urban regions,Voll und ganz,0.025974025974025976,14443,0.02337995251616089,0.02856809943189106
1985,Lower Saxony,Rural regions,Gar nicht,0.4186046511627907,14443,0.4105589264854816,0.42665037584009985
1985,Lower Saxony,Rural regions,In mancher Beziehung,0.27906976744186046,14443,0.2717544971063228,0.2863850377773981
1985,Lower Saxony,Rural regions,Kaum,0.16279069767441862,14443,0.156769828640258,0.16881156670857922
1985,Lower Saxony,Rural regions,Ueberwiegend,0.09302325581395349,14443,0.08828606139086635,0.09776045023704062
1985,Lower Saxony,Rural regions,Voll und ganz,0.046511627906976744,14443,0.04307710959437744,0.04994614621957605
1985,Bremen,Urban regions,Gar nicht,0.5263157894736842,14443,0.5181725910085414,0.534458987938827
1985,Bremen,Urban regions,In mancher Beziehung,0.21052631578947367,14443,0.2038774220848687,0.21717520949407865
1985,Bremen,Urban regions,Ueberwiegend,0.15789473684210525,14443,0.1519477855226384,0.1638416881615721
1985,Bremen,Urban regions,Kaum,0.10526315789473684,14443,0.10025805254314064,0.11026826324633303
1985,North Rhine-Westphalia,Urban regions,Gar nicht,0.4985549132947977,14443,0.4904004467328224,0.5067093798567729
1985,North Rhine-Westphalia,Urban regions,In mancher Beziehung,0.2514450867052023,14443,0.2443695274024782,0.25852064600792646
1985,North Rhine-Westphalia,Urban regions,Kaum,0.16184971098265896,14443,0.1558428956674012,0.16785652629791672
1985,North Rhine-Westphalia,Urban regions,Ueberwiegend,0.06213872832369942,14443,0.05820161561643152,0.06607584103096731
1985,North Rhine-Westphalia,Urban regions,Voll und ganz,0.02601156069364162,14443,0.023415663600627766,0.028607457786655473
1985,Hesse,Urban regions,Gar nicht,0.3727810650887574,14443,0.36489493624192104,0.3806671939355938
1985,Hesse,Urban regions,In mancher Beziehung,0.35798816568047337,14443,0.3501694896648382,0.36580684169610855
1985,Hesse,Urban regions,Kaum,0.1952662721893491,14443,0.18880129368460857,0.20173125069408965
1985,Hesse,Urban regions,Ueberwiegend,0.05917159763313609,14443,0.05532356077468153,0.06301963449159066
1985,Hesse,Urban regions,Voll und ganz,0.014792899408284023,14443,0.012824026040956261,0.016761772775611784
1985,Hesse,Rural regions,Gar nicht,0.5714285714285714,14443,0.5633577089235807,0.5794994339335621
1985,Hesse,Rural regions,In mancher Beziehung,0.25,14443,0.24293799530813312,0.2570620046918669
1985,Hesse,Rural regions,Kaum,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,Hesse,Rural regions,Voll und ganz,0.03571428571428571,14443,0.03268771227491419,0.038740859153657235
1985,"Rhineland-Palatinate, Saarland",Urban regions,Gar nicht,0.39814814814814814,14443,0.39016462633283144,0.40613166996346484
1985,"Rhineland-Palatinate, Saarland",Urban regions,In mancher Beziehung,0.32407407407407407,14443,0.3164410072846324,0.3317071408635157
1985,"Rhineland-Palatinate, Saarland",Urban regions,Kaum,0.21296296296296297,14443,0.20628603038106771,0.21963989554485822
1985,"Rhineland-Palatinate, Saarland",Urban regions,Ueberwiegend,0.046296296296296294,14443,0.042869350583010474,0.049723242009582114
1985,"Rhineland-Palatinate, Saarland",Urban regions,Voll und ganz,0.018518518518518517,14443,0.016319790348004428,0.020717246689032607
1985,Baden-Wuerttemberg,Urban regions,Gar nicht,0.4907563025210084,14443,0.48260319555835707,0.4989094094836597
1985,Baden-Wuerttemberg,Urban regions,In mancher Beziehung,0.24873949579831933,14443,0.2416893999846925,0.25578959161194614
1985,Baden-Wuerttemberg,Urban regions,Kaum,0.15798319327731092,14443,0.15203488881395438,0.16393149774066745
1985,Baden-Wuerttemberg,Urban regions,Ueberwiegend,0.06722689075630252,14443,0.06314287990609613,0.07131090160650891
