year,regtyp,sampreg,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,West,Gar nicht,0.48484848484848486,14443,0.47669772912016145,0.4929992405768083
1985,Urban regions,West,In mancher Beziehung,0.2644628099173554,14443,0.25726977799145645,0.2716558418432543
1985,Urban regions,West,Kaum,0.16437098255280075,14443,0.1583266730074199,0.1704152920981816
1985,Urban regions,West,Ueberwiegend,0.06014692378328742,14443,0.05626931438372831,0.06402453318284652
1985,Urban regions,West,Voll und ganz,0.026170798898071626,14443,0.0235671809757008,0.02877441682044245
1985,Rural regions,West,Gar nicht,0.450354609929078,14443,0.4422404050914792,0.4584688147666768
1985,Rural regions,West,In mancher Beziehung,0.2765957446808511,14443,0.2693004868999722,0.28389100246172994
1985,Rural regions,West,Kaum,0.14893617021276595,14443,0.14312974918733615,0.15474259123819575
1985,Rural regions,West,Ueberwiegend,0.08865248226950355,14443,0.08401678759966712,0.09328817693933998
1985,Rural regions,West,Voll und ganz,0.03546099290780142,14443,0.03244477503243086,0.03847721078317198
1986,Urban regions,West,Gar nicht,0.45507527926177754,13742,0.4467491916485753,0.4634013668749798
1986,Urban regions,West,In mancher Beziehung,0.29383195726080624,13742,0.2862158220910341,0.3014480924305784
1986,Urban regions,West,Kaum,0.1694997571636717,13742,0.16322660934410355,0.17577290498323983
1986,Urban regions,West,Ueberwiegend,0.055852355512384655,13742,0.0520128808748683,0.05969183014990101
1986,Urban regions,West,Voll und ganz,0.025740650801359885,13742,0.02309289363734196,0.02838840796537781
1986,Rural regions,West,Gar nicht,0.4928571428571429,13742,0.4844980955457209,0.5012161901685649
1986,Rural regions,West,In mancher Beziehung,0.25357142857142856,13742,0.2462973935892377,0.2608454635536194
1986,Rural regions,West,Kaum,0.15,13742,0.1440298369580724,0.1559701630419276
1986,Rural regions,West,Ueberwiegend,0.05357142857142857,13742,0.04980663095901481,0.05733622618384233
1986,Rural regions,West,Voll und ganz,0.05,13742,0.0463560038952132,0.053643996104786804
1987,Urban regions,West,Gar nicht,0.42870999030067897,13496,0.4203604290808435,0.43705955152051446
1987,Urban regions,West,In mancher Beziehung,0.2885548011639185,13496,0.28091048896893145,0.2961991133589056
1987,Urban regions,West,Kaum,0.18671193016488846,13496,0.1801374446679209,0.19328641566185603
1987,Urban regions,West,Ueberwiegend,0.06935014548981572,13496,0.06506396572427471,0.07363632525535672
1987,Urban regions,West,Voll und ganz,0.02667313288069835,13496,0.023954691912433553,0.029391573848963147
1987,Rural regions,West,Gar nicht,0.5,13496,0.4915642531020578,0.5084357468979421
1987,Rural regions,West,In mancher Beziehung,0.2676056338028169,13496,0.2601364411705704,0.27507482643506337
1987,Rural regions,West,Kaum,0.13732394366197184,13496,0.13151696082803235,0.14313092649591133
1987,Rural regions,West,Ueberwiegend,0.05985915492957746,13496,0.05585680287009026,0.06386150698906466
1987,Rural regions,West,Voll und ganz,0.035211267605633804,13496,0.03210162500044604,0.03832091021082157
1989,Urban regions,West,Gar nicht,0.3906093906093906,12393,0.38201951123398714,0.39919926998479405
1989,Urban regions,West,In mancher Beziehung,0.3196803196803197,12393,0.31146957941377373,0.3278910599468656
1989,Urban regions,West,Kaum,0.18681318681318682,12393,0.1799509330389078,0.19367544058746583
1989,Urban regions,West,Ueberwiegend,0.06593406593406594,12393,0.06156476917903897,0.0703033626890929
1989,Urban regions,West,Voll und ganz,0.03696303696303696,12393,0.033641239508127634,0.04028483441794629
1989,Rural regions,West,Gar nicht,0.4453125,12393,0.43656216904825834,0.45406283095174166
1989,Rural regions,West,In mancher Beziehung,0.2890625,12393,0.2810810934138866,0.2970439065861134
1989,Rural regions,West,Kaum,0.14453125,12393,0.1383403925993392,0.1507221074006608
1989,Rural regions,West,Ueberwiegend,0.06640625,12393,0.06202244434691392,0.07079005565308608
1989,Rural regions,West,Voll und ganz,0.0546875,12393,0.050684371030917316,0.058690628969082684
1991,Urban regions,West,Gar nicht,0.37564499484004127,17756,0.36852158215569714,0.3827684075243854
1991,Urban regions,West,In mancher Beziehung,0.3075335397316821,17756,0.30074573846971436,0.3143213409936499
1991,Urban regions,West,Kaum,0.1873065015479876,17756,0.18156767204866012,0.1930453310473151
1991,Urban regions,West,Ueberwiegend,0.09391124871001032,17756,0.08962055335408761,0.09820194406593302
1991,Urban regions,West,Voll und ganz,0.03560371517027864,17756,0.032878135215742746,0.03832929512481453
1991,Rural regions,West,Gar nicht,0.4357976653696498,17756,0.4285040410095565,0.4430912897297431
1991,Rural regions,West,In mancher Beziehung,0.26848249027237353,17756,0.2619638975138152,0.27500108303093185
1991,Rural regions,West,Kaum,0.16731517509727625,17756,0.1618249330148434,0.1728054171797091
1991,Rural regions,West,Ueberwiegend,0.08171206225680934,17756,0.07768288820219307,0.0857412363114256
1991,Rural regions,West,Voll und ganz,0.04669260700389105,17756,0.04358930497714339,0.04979590903063871
1993,Urban regions,West,Gar nicht,0.34368191721132896,16993,0.3365409577296544,0.3508228766930035
1993,Urban regions,West,In mancher Beziehung,0.31917211328976036,16993,0.31216317590301146,0.32618105067650927
1993,Urban regions,West,Kaum,0.19444444444444445,16993,0.18849376493370587,0.20039512395518302
1993,Urban regions,West,Ueberwiegend,0.09858387799564271,16993,0.09410172525348623,0.10306603073779919
1993,Urban regions,West,Voll und ganz,0.04411764705882353,16993,0.04102998731482283,0.04720530680282423
1993,Rural regions,West,Gar nicht,0.5128205128205128,16993,0.5053051797296703,0.5203358459113553
1993,Rural regions,West,In mancher Beziehung,0.2673992673992674,16993,0.2607444702254451,0.2740540645730897
1993,Rural regions,West,Kaum,0.11355311355311355,16993,0.10878280000740223,0.11832342709882487
1993,Rural regions,West,Ueberwiegend,0.08058608058608059,16993,0.07649341182322972,0.08467874934893146
1993,Rural regions,West,Voll und ganz,0.02564102564102564,16993,0.023264468646836112,0.028017582635215168
1995,Urban regions,West,Gar nicht,0.353437876960193,17246,0.3463032124724809,0.3605725414479051
1995,Urban regions,West,In mancher Beziehung,0.31363088057901084,17246,0.30670619343076644,0.32055556772725524
1995,Urban regions,West,Kaum,0.20989143546441497,17246,0.20381354842747212,0.2159693225013578
1995,Urban regions,West,Ueberwiegend,0.09167671893848009,17246,0.08736985021683585,0.09598358766012433
1995,Urban regions,West,Voll und ganz,0.031363088057901084,17246,0.02876172004017519,0.033964456075626974
1995,Rural regions,West,Gar nicht,0.4672489082969432,17246,0.4598024767361593,0.4746953398577271
1995,Rural regions,West,In mancher Beziehung,0.21397379912663755,17246,0.2078529638677955,0.2200946343854796
1995,Rural regions,West,Kaum,0.1615720524017467,17246,0.15607882124655598,0.16706528355693745
1995,Rural regions,West,Ueberwiegend,0.08733624454148471,17246,0.08312253554904737,0.09154995353392205
1995,Rural regions,West,Voll und ganz,0.06986899563318777,17246,0.06606424505959876,0.07367374620677677
1997,Urban regions,West,In mancher Beziehung,0.28870292887029286,16487,0.28178563291169306,0.29562022482889266
1997,Urban regions,West,Gar nicht,0.24320083682008367,16487,0.2366520914192577,0.24974958222090965
1997,Urban regions,West,Kaum,0.2102510460251046,16487,0.20403092457347066,0.21647116747673856
1997,Urban regions,West,Ueberwiegend,0.151673640167364,16487,0.14619816531941582,0.1571491150153122
1997,Urban regions,West,Voll und ganz,0.10617154811715482,16487,0.1014691822671349,0.11087391396717473
1997,Urban regions,East,In mancher Beziehung,0.5,16487,0.4923677030923441,0.5076322969076559
1997,Urban regions,East,Gar nicht,0.25,16487,0.2433902369887446,0.25660976301125543
1997,Urban regions,East,Kaum,0.25,16487,0.2433902369887446,0.25660976301125543
1997,Rural regions,West,In mancher Beziehung,0.26421404682274247,16487,0.2574836766672317,0.2709444169782532
1997,Rural regions,West,Gar nicht,0.23745819397993312,16487,0.2309627227737874,0.24395366518607883
1997,Rural regions,West,Voll und ganz,0.1705685618729097,16487,0.164827066852144,0.1763100568936754
1997,Rural regions,West,Ueberwiegend,0.16722408026755853,16487,0.1615277030637277,0.17292045747138934
1997,Rural regions,West,Kaum,0.1605351170568562,16487,0.15493146006664704,0.16613877404706534
1997,Rural regions,East,Kaum,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,Rural regions,East,Gar nicht,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,Rural regions,East,In mancher Beziehung,0.16666666666666666,16487,0.16097788843000665,0.17235544490332666
1997,Rural regions,East,Voll und ganz,0.16666666666666666,16487,0.16097788843000665,0.17235544490332666
1999,Urban regions,West,In mancher Beziehung,0.32396788990825687,17396,0.3170133882066732,0.33092239160984055
1999,Urban regions,West,Kaum,0.19839449541284404,17396,0.1924682923806283,0.2043206984450598
1999,Urban regions,West,Gar nicht,0.18405963302752293,17396,0.17830072878172196,0.1898185372733239
1999,Urban regions,West,Ueberwiegend,0.16055045871559634,17396,0.15509496015787153,0.16600595727332115
1999,Urban regions,West,Voll und ganz,0.13302752293577982,17396,0.12798085442325122,0.13807419144830843
1999,Urban regions,East,Kaum,0.3333333333333333,17396,0.3263280595222253,0.3403386071444413
1999,Urban regions,East,Ueberwiegend,0.3333333333333333,17396,0.3263280595222253,0.3403386071444413
1999,Urban regions,East,Gar nicht,0.3333333333333333,17396,0.3263280595222253,0.3403386071444413
1999,Rural regions,West,In mancher Beziehung,0.2559055118110236,17396,0.2494208812959761,0.26239014232607116
1999,Rural regions,West,Gar nicht,0.20866141732283464,17396,0.20262285408479794,0.21469998056087133
1999,Rural regions,West,Ueberwiegend,0.20078740157480315,17396,0.19483447175990778,0.20674033138969852
1999,Rural regions,West,Voll und ganz,0.18110236220472442,17396,0.17537956655214837,0.18682515785730047
1999,Rural regions,West,Kaum,0.15354330708661418,17396,0.14818596734252376,0.1589006468307046
1999,Rural regions,East,Ueberwiegend,0.42857142857142855,17396,0.4212174229947014,0.4359254341481557
1999,Rural regions,East,Kaum,0.42857142857142855,17396,0.4212174229947014,0.4359254341481557
1999,Rural regions,East,Gar nicht,0.14285714285714285,17396,0.1376570756449554,0.1480572100693303
2001,Urban regions,West,In mancher Beziehung,0.32851333032083146,27798,0.32299199031086834,0.3340346703307946
2001,Urban regions,West,Ueberwiegend,0.19972887483054677,27798,0.19502897829490048,0.20442877136619306
2001,Urban regions,West,Kaum,0.18617261635788523,27798,0.18159674984684357,0.1907484828689269
2001,Urban regions,West,Voll und ganz,0.1613194758246724,27798,0.15699542314662873,0.16564352850271608
2001,Urban regions,West,Gar nicht,0.12426570266606417,27798,0.12038767310361102,0.12814373222851733
2001,Urban regions,East,Ueberwiegend,0.5,27798,0.4941221391520938,0.5058778608479062
2001,Urban regions,East,In mancher Beziehung,0.3333333333333333,27798,0.32779163298076613,0.3388750336859005
2001,Urban regions,East,Gar nicht,0.16666666666666666,27798,0.16228556786059906,0.17104776547273426
2001,Rural regions,West,Voll und ganz,0.25203252032520324,27798,0.24692842302032128,0.2571366176300852
2001,Rural regions,West,In mancher Beziehung,0.23848238482384823,27798,0.23347261899744415,0.24349215065025231
2001,Rural regions,West,Ueberwiegend,0.2140921409214092,27798,0.20927004911531402,0.2189142327275044
2001,Rural regions,West,Kaum,0.17073170731707318,27798,0.16630833069962947,0.1751550839345169
2001,Rural regions,West,Gar nicht,0.12466124661246612,27798,0.12077792726153874,0.1285445659633935
2001,Rural regions,East,In mancher Beziehung,0.5,27798,0.4941221391520938,0.5058778608479062
2001,Rural regions,East,Ueberwiegend,0.2857142857142857,27798,0.2804035919860251,0.2910249794425463
2001,Rural regions,East,Voll und ganz,0.14285714285714285,27798,0.13874349718387052,0.14697078853041518
2001,Rural regions,East,Kaum,0.07142857142857142,27798,0.06840101018897599,0.07445613266816686
2003,Urban regions,West,In mancher Beziehung,0.2951501154734411,27727,0.28978135009297096,0.30051888085391126
2003,Urban regions,West,Ueberwiegend,0.21662817551963048,27727,0.21177924373136617,0.2214771073078948
2003,Urban regions,West,Voll und ganz,0.20323325635103925,27727,0.1984966464615209,0.2079698662405576
2003,Urban regions,West,Kaum,0.1630484988452656,27727,0.15870026212953456,0.16739673556099663
2003,Urban regions,West,Gar nicht,0.12193995381062356,27727,0.11808836646356041,0.1257915411576867
2003,Urban regions,East,In mancher Beziehung,0.3,27727,0.29460595857372635,0.30539404142627363
2003,Urban regions,East,Kaum,0.3,27727,0.29460595857372635,0.30539404142627363
2003,Urban regions,East,Ueberwiegend,0.2,27727,0.19529169464045207,0.20470830535954795
2003,Urban regions,East,Gar nicht,0.1,27727,0.09646877098033906,0.10353122901966096
2003,Urban regions,East,Voll und ganz,0.1,27727,0.09646877098033906,0.10353122901966096
2003,Rural regions,West,Voll und ganz,0.27900552486187846,27727,0.2737262168586093,0.2842848328651476
2003,Rural regions,West,Ueberwiegend,0.24585635359116023,27727,0.24078793603634066,0.2509247711459798
2003,Rural regions,West,In mancher Beziehung,0.22099447513812154,27727,0.21611058813490544,0.22587836214133764
2003,Rural regions,West,Kaum,0.1712707182320442,27727,0.1668361378467951,0.1757052986172933
2003,Rural regions,West,Gar nicht,0.08287292817679558,27727,0.07962784577808171,0.08611801057550944
2003,Rural regions,East,Voll und ganz,0.4444444444444444,27727,0.4385955050873468,0.45029338380154205
2003,Rural regions,East,Ueberwiegend,0.2962962962962963,27727,0.29092149194654604,0.3016711006460465
2003,Rural regions,East,In mancher Beziehung,0.18518518518518517,27727,0.18061285896205478,0.18975751140831557
2003,Rural regions,East,Kaum,0.07407407407407407,27727,0.07099141236330249,0.07715673578484565
2010,Urban regions,West,In mancher Beziehung,0.2679425837320574,35837,0.2633571154810665,0.27252805198304836
2010,Urban regions,West,Ueberwiegend,0.24561403508771928,35837,0.24115733265399955,0.250070737521439
2010,Urban regions,West,Voll und ganz,0.21451355661881977,35837,0.2102635758314614,0.21876353740617813
2010,Urban regions,West,Kaum,0.1634768740031898,35837,0.1596481206854996,0.16730562732088
2010,Urban regions,West,Gar nicht,0.10845295055821372,35837,0.10523349030705174,0.11167241080937569
2010,Urban regions,East,In mancher Beziehung,0.3333333333333333,35837,0.32845261223635847,0.33821405443030816
2010,Urban regions,East,Voll und ganz,0.3333333333333333,35837,0.32845261223635847,0.33821405443030816
2010,Urban regions,East,Ueberwiegend,0.2,35837,0.1958585708182986,0.20414142918170142
2010,Urban regions,East,Kaum,0.06666666666666667,35837,0.0640840318184143,0.06924930151491904
2010,Urban regions,East,Gar nicht,0.06666666666666667,35837,0.0640840318184143,0.06924930151491904
