year,regtyp,sampreg,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2010,Rural regions,West,In mancher Beziehung,0.2719665271966527,35837,0.2673594695176641,0.2765735848756413
2010,Rural regions,West,Ueberwiegend,0.2719665271966527,35837,0.2673594695176641,0.2765735848756413
2010,Rural regions,West,Voll und ganz,0.2301255230125523,35837,0.22576756939852083,0.23448347662658375
2010,Rural regions,West,Kaum,0.1297071129707113,35837,0.12622851001640376,0.13318571592501885
2010,Rural regions,West,Gar nicht,0.09623430962343096,35837,0.09318091356492542,0.09928770568193651
2010,Rural regions,East,Voll und ganz,0.5263157894736842,35837,0.5211461780332379,0.5314854009141304
2010,Rural regions,East,Ueberwiegend,0.2631578947368421,35837,0.25859872598809036,0.2677170634855938
2010,Rural regions,East,Kaum,0.10526315789473684,35837,0.1020857270612619,0.10844058872821177
2010,Rural regions,East,In mancher Beziehung,0.10526315789473684,35837,0.1020857270612619,0.10844058872821177
2012,Urban regions,West,Voll und ganz,0.401264298615292,40229,0.39647447753587006,0.40605411969471394
2012,Urban regions,West,Ueberwiegend,0.25316074653823,40229,0.24891163428254579,0.2574098587939142
2012,Urban regions,West,In mancher Beziehung,0.21944611679711018,40229,0.2154017377923112,0.22349049580190916
2012,Urban regions,West,Kaum,0.07585791691751957,40229,0.07327056035490621,0.07844527348013293
2012,Urban regions,West,Gar nicht,0.050270921131848285,40229,0.04813569074163436,0.05240615152206221
2012,Urban regions,East,Voll und ganz,0.6086956521739131,40229,0.6039264702489571,0.6134648340988691
2012,Urban regions,East,Ueberwiegend,0.18840579710144928,40229,0.18458456821868374,0.19222702598421482
2012,Urban regions,East,In mancher Beziehung,0.13768115942028986,40229,0.13431404676112424,0.14104827207945547
2012,Urban regions,East,Kaum,0.036231884057971016,40229,0.03440581083127155,0.038057957284670485
2012,Urban regions,East,Gar nicht,0.028985507246376812,40229,0.027346089011910477,0.030624925480843147
2012,Rural regions,West,Voll und ganz,0.47821681864235055,40229,0.4733354240696494,0.4830982132150517
2012,Rural regions,West,Ueberwiegend,0.24924012158054712,40229,0.24501298814033953,0.25346725502075473
2012,Rural regions,West,In mancher Beziehung,0.1702127659574468,40229,0.16654023139328664,0.17388530052160697
2012,Rural regions,West,Kaum,0.06382978723404255,40229,0.06144101050030765,0.06621856396777745
2012,Rural regions,West,Gar nicht,0.03850050658561297,40229,0.03662034920171425,0.04038066396951169
2012,Rural regions,East,Voll und ganz,0.7156862745098039,40229,0.7112782225000536,0.7200943265195543
2012,Rural regions,East,Ueberwiegend,0.13725490196078433,40229,0.13389217477495158,0.14061762914661707
2012,Rural regions,East,In mancher Beziehung,0.09313725490196079,40229,0.09029725091304142,0.09597725889088016
2012,Rural regions,East,Kaum,0.029411764705882353,40229,0.027760698434036172,0.031062830977728533
2012,Rural regions,East,Gar nicht,0.024509803921568627,40229,0.022998792226553336,0.02602081561658392
2013,Urban regions,West,In mancher Beziehung,0.29452433628318586,44486,0.29028843330698045,0.29876023925939127
2013,Urban regions,West,Ueberwiegend,0.2771017699115044,44486,0.27294263868504315,0.2812609011379657
2013,Urban regions,West,Voll und ganz,0.21017699115044247,44486,0.20639080581992514,0.2139631764809598
2013,Urban regions,West,Kaum,0.11642699115044247,44486,0.11344646833962055,0.1194075139612644
2013,Urban regions,West,Gar nicht,0.10176991150442478,44486,0.09896028953320438,0.10457953347564519
2013,Urban regions,East,In mancher Beziehung,0.36774193548387096,44486,0.363261057066104,0.3722228139016379
2013,Urban regions,East,Ueberwiegend,0.23870967741935484,44486,0.23474822394103512,0.24267113089767456
2013,Urban regions,East,Voll und ganz,0.1935483870967742,44486,0.18987701563035714,0.19721975856319124
2013,Urban regions,East,Kaum,0.10967741935483871,44486,0.1067735525089193,0.11258128620075812
2013,Urban regions,East,Gar nicht,0.09032258064516129,44486,0.08765887477004232,0.09298628652028025
2013,Rural regions,West,Ueberwiegend,0.293241695303551,44486,0.2890111854243143,0.29747220518278766
2013,Rural regions,West,Voll und ganz,0.24856815578465064,44486,0.2445519871923196,0.2525843243769817
2013,Rural regions,West,In mancher Beziehung,0.24742268041237114,44486,0.2434127234707419,0.2514326373540004
2013,Rural regions,West,Kaum,0.1156930126002291,44486,0.11272066575649095,0.11866535944396725
2013,Rural regions,West,Gar nicht,0.09507445589919816,44486,0.0923487264854765,0.09780018531291983
2013,Rural regions,East,Voll und ganz,0.3023255813953488,44486,0.2980577403041298,0.30659342248656785
2013,Rural regions,East,Ueberwiegend,0.28837209302325584,44486,0.2841624284472653,0.2925817575992464
2013,Rural regions,East,In mancher Beziehung,0.2651162790697674,44486,0.26101450340644033,0.2692180547330945
2013,Rural regions,East,Kaum,0.09767441860465116,44486,0.09491564256759855,0.10043319464170378
2013,Rural regions,East,Gar nicht,0.046511627906976744,44486,0.0445546637866922,0.04846859202726129
2014,Urban regions,West,In mancher Beziehung,0.2845560609056753,38694,0.2800602712647487,0.28905185054660193
2014,Urban regions,West,Ueberwiegend,0.2794146727308681,38694,0.27494370465232737,0.28388564080940887
2014,Urban regions,West,Voll und ganz,0.2742732845560609,38694,0.269827866934289,0.27871870217783284
2014,Urban regions,West,Kaum,0.10203678070001977,38694,0.09902070730425579,0.10505285409578376
2014,Urban regions,West,Gar nicht,0.05971920110737591,38694,0.05735807036314682,0.062080331851605004
2014,Urban regions,East,Voll und ganz,0.3386243386243386,38694,0.3339089504823351,0.3433397267663421
2014,Urban regions,East,In mancher Beziehung,0.2857142857142857,38694,0.28121300375725033,0.29021556767132106
2014,Urban regions,East,Ueberwiegend,0.19576719576719576,38694,0.19181357408741753,0.19972081744697398
2014,Urban regions,East,Kaum,0.12169312169312169,38694,0.11843557675503995,0.12495066663120342
2014,Urban regions,East,Gar nicht,0.0582010582010582,38694,0.05586825126852913,0.060533865133587265
2014,Rural regions,West,Voll und ganz,0.3178122690317812,38694,0.31317276518229975,0.3224517728812627
2014,Rural regions,West,Ueberwiegend,0.2860310421286031,38694,0.2815282644261559,0.29053381983105026
2014,Rural regions,West,In mancher Beziehung,0.2572062084257206,38694,0.25285099829292934,0.2615614185585119
2014,Rural regions,West,Kaum,0.0835181079083518,38694,0.08076142682918,0.08627478898752361
2014,Rural regions,West,Gar nicht,0.05543237250554324,38694,0.053152384723562866,0.05771236028752361
2014,Rural regions,East,Voll und ganz,0.42402826855123676,38694,0.419104107514431,0.4289524295880425
2014,Rural regions,East,In mancher Beziehung,0.2791519434628975,38694,0.27468226325764217,0.28362162366815286
2014,Rural regions,East,Ueberwiegend,0.19434628975265017,38694,0.19040356381056686,0.19828901569473348
2014,Rural regions,East,Kaum,0.07420494699646643,38694,0.07159333824530915,0.07681655574762371
2014,Rural regions,East,Gar nicht,0.028268551236749116,38694,0.026617125066584466,0.029919977406913767
2016,Urban regions,West,Voll und ganz,0.2932152117545376,41132,0.2888157149823633,0.29761470852671185
2016,Urban regions,West,In mancher Beziehung,0.2847882454624028,41132,0.280426658765554,0.28914983215925155
2016,Urban regions,West,Ueberwiegend,0.283923941227312,41132,0.27956634744924286,0.2882815350053812
2016,Urban regions,West,Kaum,0.09420916162489196,41132,0.09138605884848773,0.09703226440129618
2016,Urban regions,West,Gar nicht,0.04386343993085566,41132,0.041884295612247345,0.045842584249463976
2016,Urban regions,East,In mancher Beziehung,0.373134328358209,41132,0.3684603574532161,0.37780829926320186
2016,Urban regions,East,Voll und ganz,0.29850746268656714,41132,0.29408509058235954,0.30292983479077473
2016,Urban regions,East,Ueberwiegend,0.19900497512437812,41132,0.19514652372718638,0.20286342652156986
2016,Urban regions,East,Kaum,0.0845771144278607,41132,0.0818880359763868,0.0872661928793346
2016,Urban regions,East,Gar nicht,0.04477611940298507,41132,0.04277744537301557,0.04677479343295458
2016,Rural regions,West,Voll und ganz,0.3475336322869955,41132,0.34293166377624695,0.3521356007977441
2016,Rural regions,West,Ueberwiegend,0.32062780269058294,41132,0.31611734480582676,0.3251382605753391
2016,Rural regions,West,In mancher Beziehung,0.21973094170403587,41132,0.21572933908254177,0.22373254432552997
2016,Rural regions,West,Kaum,0.07174887892376682,41132,0.06925482144118131,0.07424293640635232
2016,Rural regions,West,Gar nicht,0.04035874439461883,41132,0.03845683669711288,0.04226065209212478
2016,Rural regions,East,Voll und ganz,0.41638225255972694,41132,0.41161820039765334,0.42114630472180054
2016,Rural regions,East,Ueberwiegend,0.24914675767918087,41132,0.24496680555141567,0.25332670980694605
2016,Rural regions,East,In mancher Beziehung,0.22866894197952217,41132,0.22461021200968947,0.23272767194935487
2016,Rural regions,East,Kaum,0.05460750853242321,41132,0.05241168005396849,0.056803337010877926
2016,Rural regions,East,Gar nicht,0.051194539249146756,41132,0.04906460319566871,0.0533244753026248
2018,Urban regions,West,Voll und ganz,0.31376924793572863,43121,0.3093894715677763,0.31814902430368097
2018,Urban regions,West,Ueberwiegend,0.2912296362419103,43121,0.28694136528952,0.29551790719430054
2018,Urban regions,West,In mancher Beziehung,0.26489622852041955,43121,0.26073114348570803,0.2690613135551311
2018,Urban regions,West,Kaum,0.08056237446998438,43121,0.0779935234125754,0.08313122552739335
2018,Urban regions,West,Gar nicht,0.04954251283195715,43121,0.047494338011405055,0.05159068765250925
2018,Urban regions,East,In mancher Beziehung,0.32057416267942584,43121,0.31616915219038844,0.32497917316846325
2018,Urban regions,East,Voll und ganz,0.2679425837320574,43121,0.26376230633143793,0.2721228611326769
2018,Urban regions,East,Ueberwiegend,0.22488038277511962,43121,0.22093969696940574,0.2288210685808335
2018,Urban regions,East,Kaum,0.10047846889952153,43121,0.09764085080166283,0.10331608699738022
2018,Urban regions,East,Gar nicht,0.0861244019138756,43121,0.0834763999094657,0.0887724039182855
2018,Rural regions,West,Voll und ganz,0.3465674110835401,43121,0.34207576100021037,0.35105906116686986
2018,Rural regions,West,Ueberwiegend,0.3118279569892473,43121,0.3074555790256394,0.3162003349528552
2018,Rural regions,West,In mancher Beziehung,0.23490488006617039,43121,0.23090344848956545,0.23890631164277532
2018,Rural regions,West,Kaum,0.07278742762613731,43121,0.07033537661393707,0.07523947863833755
2018,Rural regions,West,Gar nicht,0.03391232423490488,43121,0.03220388825824184,0.035620760211567924
2018,Rural regions,East,Voll und ganz,0.4418604651162791,43121,0.4371731340892302,0.44654779614332796
2018,Rural regions,East,Ueberwiegend,0.23255813953488372,43121,0.22857064433006488,0.23654563473970255
2018,Rural regions,East,In mancher Beziehung,0.22259136212624583,43121,0.21866499871576006,0.2265177255367316
2018,Rural regions,East,Kaum,0.0664451827242525,43121,0.0640943955009124,0.0687959699475926
2018,Rural regions,East,Gar nicht,0.036544850498338874,43121,0.03477376101035224,0.03831593998632551
