year,bula_h,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Schleswig-Holstein,Rural regions,No,0.54349,53,95,0.44280,0.64419
1996,Hamburg,Urban regions,No,0.70873,46,46,0.57598,0.84148
1996,Lower Saxony,Urban regions,Yes,0.47327,127,287,0.41541,0.53114
1996,Lower Saxony,Urban regions,No,0.52673,160,287,0.46886,0.58459
1996,Lower Saxony,Rural regions,Yes,0.36908,128,313,0.31553,0.42262
1996,Lower Saxony,Rural regions,No,0.63092,185,313,0.57738,0.68447
1996,North Rhine-Westphalia,Urban regions,Yes,0.40304,552,1424,0.37755,0.42852
1996,North Rhine-Westphalia,Urban regions,No,0.59696,872,1424,0.57148,0.62245
1996,Hesse,Urban regions,Yes,0.42998,163,451,0.38423,0.47572
1996,Hesse,Urban regions,No,0.57002,288,451,0.52428,0.61577
1996,Hesse,Rural regions,No,0.57725,45,45,0.43128,0.72321
1996,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.40369,117,311,0.34907,0.45831
1996,"Rhineland-Palatinate, Saarland",Urban regions,No,0.59631,194,311,0.54169,0.65093
1996,"Rhineland-Palatinate, Saarland",Rural regions,No,0.66355,49,49,0.52988,0.79722
1996,Baden-Wuerttemberg,Urban regions,Yes,0.44102,363,890,0.40839,0.47366
1996,Baden-Wuerttemberg,Urban regions,No,0.55898,527,890,0.52634,0.59161
1996,Baden-Wuerttemberg,Rural regions,Yes,0.34895,33,121,0.26366,0.43423
1996,Baden-Wuerttemberg,Rural regions,No,0.65105,88,121,0.56577,0.73634
1996,Bavaria,Urban regions,Yes,0.45487,218,499,0.41114,0.49861
1996,Bavaria,Urban regions,No,0.54513,281,499,0.50139,0.58886
1996,Bavaria,Rural regions,Yes,0.38273,189,501,0.34013,0.42533
1996,Bavaria,Rural regions,No,0.61727,312,501,0.57467,0.65987
1996,Berlin,Urban regions,Yes,0.44928,142,313,0.39408,0.50447
1996,Berlin,Urban regions,No,0.55072,171,313,0.49553,0.60592
1996,Brandenburg,Rural regions,Yes,0.35927,124,310,0.30578,0.41277
1996,Brandenburg,Rural regions,No,0.64073,186,310,0.58723,0.69422
1996,Mecklenburg-Western Pomerania,Rural regions,Yes,0.43085,78,193,0.36080,0.50089
1996,Mecklenburg-Western Pomerania,Rural regions,No,0.56915,115,193,0.49911,0.63920
1996,Saxony,Urban regions,Yes,0.50648,171,330,0.45245,0.56050
1996,Saxony,Urban regions,No,0.49352,159,330,0.43950,0.54755
1996,Saxony,Rural regions,Yes,0.47964,143,317,0.42455,0.53472
1996,Saxony,Rural regions,No,0.52036,174,317,0.46528,0.57545
1996,Saxony-Anhalt,Urban regions,Yes,0.50024,41,83,0.39201,0.60846
1996,Saxony-Anhalt,Urban regions,No,0.49976,42,83,0.39154,0.60799
1996,Saxony-Anhalt,Rural regions,Yes,0.40996,120,301,0.35430,0.46562
1996,Saxony-Anhalt,Rural regions,No,0.59004,181,301,0.53438,0.64570
1996,Thuringa,Urban regions,Yes,0.54050,67,115,0.44902,0.63199
1996,Thuringa,Urban regions,No,0.45950,48,115,0.36801,0.55098
1996,Thuringa,Rural regions,Yes,0.47741,120,267,0.41739,0.53744
1996,Thuringa,Rural regions,No,0.52259,147,267,0.46256,0.58261
1997,Schleswig-Holstein,Rural regions,Yes,0.67444,39,39,0.52545,0.82343
1997,Lower Saxony,Urban regions,Yes,0.70087,131,190,0.63559,0.76615
1997,Lower Saxony,Urban regions,No,0.29913,59,190,0.23385,0.36441
1997,Lower Saxony,Rural regions,Yes,0.68900,145,206,0.62564,0.75237
1997,Lower Saxony,Rural regions,No,0.31100,61,206,0.24763,0.37436
1997,North Rhine-Westphalia,Urban regions,Yes,0.73202,551,783,0.70097,0.76306
1997,North Rhine-Westphalia,Urban regions,No,0.26798,232,783,0.23694,0.29903
1997,Hesse,Urban regions,Yes,0.72154,164,237,0.66435,0.77872
1997,Hesse,Urban regions,No,0.27846,73,237,0.22128,0.33565
1997,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.70609,126,179,0.63916,0.77301
1997,"Rhineland-Palatinate, Saarland",Urban regions,No,0.29391,53,179,0.22699,0.36084
1997,Baden-Wuerttemberg,Urban regions,Yes,0.74846,363,509,0.71073,0.78620
1997,Baden-Wuerttemberg,Urban regions,No,0.25154,146,509,0.21380,0.28927
1997,Baden-Wuerttemberg,Rural regions,Yes,0.63565,36,36,0.47622,0.79509
1997,Bavaria,Urban regions,Yes,0.71468,214,309,0.66425,0.76511
1997,Bavaria,Urban regions,No,0.28532,95,309,0.23489,0.33575
1997,Bavaria,Rural regions,Yes,0.64268,164,283,0.58674,0.69861
1997,Bavaria,Rural regions,No,0.35732,119,283,0.30139,0.41326
1997,Berlin,Urban regions,Yes,0.75013,150,194,0.68905,0.81121
1997,Berlin,Urban regions,No,0.24987,44,194,0.18879,0.31095
1997,Brandenburg,Rural regions,Yes,0.63571,131,205,0.56967,0.70175
1997,Brandenburg,Rural regions,No,0.36429,74,205,0.29825,0.43033
1997,Mecklenburg-Western Pomerania,Rural regions,Yes,0.69377,88,130,0.61422,0.77331
1997,Mecklenburg-Western Pomerania,Rural regions,No,0.30623,42,130,0.22669,0.38578
1997,Saxony,Urban regions,Yes,0.65500,150,221,0.59219,0.71782
1997,Saxony,Urban regions,No,0.34500,71,221,0.28218,0.40781
1997,Saxony,Rural regions,Yes,0.67771,137,198,0.61244,0.74297
1997,Saxony,Rural regions,No,0.32229,61,198,0.25703,0.38756
1997,Saxony-Anhalt,Urban regions,Yes,0.75175,39,39,0.61439,0.88910
1997,Saxony-Anhalt,Rural regions,Yes,0.67990,138,213,0.61710,0.74270
1997,Saxony-Anhalt,Rural regions,No,0.32010,75,213,0.25730,0.38290
1997,Thuringa,Urban regions,Yes,0.72065,63,63,0.60896,0.83233
1997,Thuringa,Rural regions,Yes,0.68675,123,178,0.61842,0.75508
1997,Thuringa,Rural regions,No,0.31325,55,178,0.24492,0.38158
1998,Schleswig-Holstein,Urban regions,Yes,0.70123,47,47,0.56896,0.83351
1998,Schleswig-Holstein,Rural regions,Yes,0.71391,45,45,0.58037,0.84745
1998,Lower Saxony,Urban regions,Yes,0.75388,168,219,0.69670,0.81106
1998,Lower Saxony,Urban regions,No,0.24612,51,219,0.18894,0.30330
1998,Lower Saxony,Rural regions,Yes,0.60422,143,231,0.54102,0.66742
1998,Lower Saxony,Rural regions,No,0.39578,88,231,0.33258,0.45898
1998,North Rhine-Westphalia,Urban regions,Yes,0.74210,647,891,0.71336,0.77084
1998,North Rhine-Westphalia,Urban regions,No,0.25790,244,891,0.22916,0.28664
1998,Hesse,Urban regions,Yes,0.70354,182,261,0.64803,0.75905
1998,Hesse,Urban regions,No,0.29646,79,261,0.24095,0.35197
1998,Hesse,Rural regions,Yes,0.80754,42,42,0.68686,0.92821
1998,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.70386,129,181,0.63716,0.77056
1998,"Rhineland-Palatinate, Saarland",Urban regions,No,0.29614,52,181,0.22944,0.36284
1998,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.62114,39,39,0.46690,0.77538
1998,Baden-Wuerttemberg,Urban regions,Yes,0.72171,388,542,0.68394,0.75947
1998,Baden-Wuerttemberg,Urban regions,No,0.27829,154,542,0.24053,0.31606
1998,Baden-Wuerttemberg,Rural regions,Yes,0.68130,42,42,0.53867,0.82394
1998,Bavaria,Urban regions,Yes,0.76091,244,323,0.71432,0.80749
1998,Bavaria,Urban regions,No,0.23909,79,323,0.19251,0.28568
1998,Bavaria,Rural regions,Yes,0.69673,217,323,0.64652,0.74694
1998,Bavaria,Rural regions,No,0.30327,106,323,0.25306,0.35348
1998,Berlin,Urban regions,Yes,0.69996,134,187,0.63409,0.76582
1998,Berlin,Urban regions,No,0.30004,53,187,0.23418,0.36591
1998,Brandenburg,Rural regions,Yes,0.65673,132,206,0.59173,0.72173
1998,Brandenburg,Rural regions,No,0.34327,74,206,0.27827,0.40827
1998,Mecklenburg-Western Pomerania,Rural regions,Yes,0.65789,102,150,0.58171,0.73406
1998,Mecklenburg-Western Pomerania,Rural regions,No,0.34211,48,150,0.26594,0.41829
1998,Saxony,Urban regions,Yes,0.67922,179,251,0.62136,0.73708
1998,Saxony,Urban regions,No,0.32078,72,251,0.26292,0.37864
1998,Saxony,Rural regions,Yes,0.64950,155,236,0.58849,0.71050
1998,Saxony,Rural regions,No,0.35050,81,236,0.28950,0.41151
1998,Saxony-Anhalt,Urban regions,Yes,0.74105,36,36,0.59593,0.88618
1998,Saxony-Anhalt,Rural regions,Yes,0.71030,156,227,0.65116,0.76944
1998,Saxony-Anhalt,Rural regions,No,0.28970,71,227,0.23056,0.34884
1998,Thuringa,Urban regions,Yes,0.67650,58,58,0.55505,0.79795
1998,Thuringa,Rural regions,Yes,0.65288,128,196,0.58607,0.71970
1998,Thuringa,Rural regions,No,0.34712,68,196,0.28030,0.41393
1999,Schleswig-Holstein,Urban regions,Yes,0.61287,39,39,0.45800,0.76774
1999,Schleswig-Holstein,Rural regions,Yes,0.79165,45,45,0.67164,0.91165
1999,Hamburg,Urban regions,Yes,0.83661,40,40,0.72057,0.95264
1999,Lower Saxony,Urban regions,Yes,0.71458,161,219,0.65463,0.77453
1999,Lower Saxony,Urban regions,No,0.28542,58,219,0.22547,0.34537
1999,Lower Saxony,Rural regions,Yes,0.68047,151,233,0.62047,0.74048
1999,Lower Saxony,Rural regions,No,0.31953,82,233,0.25952,0.37953
1999,North Rhine-Westphalia,Urban regions,Yes,0.72883,656,871,0.69929,0.75837
1999,North Rhine-Westphalia,Urban regions,No,0.27117,215,871,0.24163,0.30071
1999,Hesse,Urban regions,Yes,0.72512,175,248,0.66944,0.78080
1999,Hesse,Urban regions,No,0.27488,73,248,0.21920,0.33056
1999,Hesse,Rural regions,Yes,0.84709,41,41,0.73556,0.95863
1999,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.69807,112,173,0.62946,0.76669
1999,"Rhineland-Palatinate, Saarland",Urban regions,No,0.30193,61,173,0.23331,0.37054
1999,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.57029,37,37,0.40857,0.73200
1999,Baden-Wuerttemberg,Urban regions,Yes,0.77285,394,518,0.73673,0.80897
1999,Baden-Wuerttemberg,Urban regions,No,0.22715,124,518,0.19103,0.26327
1999,Baden-Wuerttemberg,Rural regions,Yes,0.71464,48,48,0.58553,0.84374
1999,Bavaria,Urban regions,Yes,0.72776,242,324,0.67922,0.77631
1999,Bavaria,Urban regions,No,0.27224,82,324,0.22369,0.32078
1999,Bavaria,Rural regions,Yes,0.66793,215,331,0.61712,0.71875
1999,Bavaria,Rural regions,No,0.33207,116,331,0.28125,0.38288
1999,Berlin,Urban regions,Yes,0.73216,137,186,0.66834,0.79597
1999,Berlin,Urban regions,No,0.26784,49,186,0.20403,0.33166
1999,Brandenburg,Rural regions,Yes,0.63268,124,191,0.56413,0.70123
1999,Brandenburg,Rural regions,No,0.36732,67,191,0.29877,0.43587
1999,Mecklenburg-Western Pomerania,Rural regions,Yes,0.61734,90,139,0.53624,0.69843
1999,Mecklenburg-Western Pomerania,Rural regions,No,0.38266,49,139,0.30157,0.46376
1999,Saxony,Urban regions,Yes,0.73887,175,244,0.68364,0.79410
1999,Saxony,Urban regions,No,0.26113,69,244,0.20590,0.31636
1999,Saxony,Rural regions,Yes,0.72263,160,222,0.66360,0.78166
1999,Saxony,Rural regions,No,0.27737,62,222,0.21834,0.33640
1999,Saxony-Anhalt,Urban regions,Yes,0.65663,37,37,0.50152,0.81174
1999,Saxony-Anhalt,Rural regions,Yes,0.65002,143,211,0.58551,0.71453
1999,Saxony-Anhalt,Rural regions,No,0.34998,68,211,0.28547,0.41449
1999,Thuringa,Urban regions,Yes,0.65482,66,98,0.56020,0.74943
1999,Thuringa,Urban regions,No,0.34518,32,98,0.25057,0.43980
1999,Thuringa,Rural regions,Yes,0.69517,136,195,0.63039,0.75995
1999,Thuringa,Rural regions,No,0.30483,59,195,0.24005,0.36961
2000,Schleswig-Holstein,Urban regions,Yes,0.77038,68,68,0.66967,0.87109
2000,Schleswig-Holstein,Rural regions,Yes,0.68609,92,132,0.60662,0.76557
2000,Schleswig-Holstein,Rural regions,No,0.31391,40,132,0.23443,0.39338
2000,Hamburg,Urban regions,Yes,0.58597,68,116,0.49594,0.67599
2000,Hamburg,Urban regions,No,0.41403,48,116,0.32401,0.50406
2000,Lower Saxony,Urban regions,Yes,0.63878,231,360,0.58909,0.68847
2000,Lower Saxony,Urban regions,No,0.36122,129,360,0.31153,0.41091
2000,Lower Saxony,Rural regions,Yes,0.68113,263,382,0.63433,0.72793
2000,Lower Saxony,Rural regions,No,0.31887,119,382,0.27207,0.36567
2000,Bremen,Urban regions,Yes,0.56871,36,36,0.40463,0.73279
2000,North Rhine-Westphalia,Urban regions,Yes,0.68935,1101,1601,0.66667,0.71203
2000,North Rhine-Westphalia,Urban regions,No,0.31065,500,1601,0.28797,0.33333
2000,Hesse,Urban regions,Yes,0.69093,314,438,0.64760,0.73425
2000,Hesse,Urban regions,No,0.30907,124,438,0.26575,0.35240
2000,Hesse,Rural regions,Yes,0.70150,76,111,0.61598,0.78701
2000,Hesse,Rural regions,No,0.29850,35,111,0.21299,0.38402
2000,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.68742,213,316,0.63623,0.73861
2000,"Rhineland-Palatinate, Saarland",Urban regions,No,0.31258,103,316,0.26139,0.36377
2000,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.62297,75,117,0.53478,0.71117
2000,"Rhineland-Palatinate, Saarland",Rural regions,No,0.37703,42,117,0.28883,0.46522
2000,Baden-Wuerttemberg,Urban regions,Yes,0.76134,685,896,0.73341,0.78926
2000,Baden-Wuerttemberg,Urban regions,No,0.23866,211,896,0.21074,0.26659
2000,Baden-Wuerttemberg,Rural regions,Yes,0.63109,68,109,0.54009,0.72210
2000,Baden-Wuerttemberg,Rural regions,No,0.36891,41,109,0.27790,0.45991
2000,Bavaria,Urban regions,Yes,0.70622,413,567,0.66870,0.74375
2000,Bavaria,Urban regions,No,0.29378,154,567,0.25625,0.33130
2000,Bavaria,Rural regions,Yes,0.67512,419,613,0.63801,0.71222
2000,Bavaria,Rural regions,No,0.32488,194,613,0.28778,0.36199
2000,Berlin,Urban regions,Yes,0.64228,179,274,0.58542,0.69914
2000,Berlin,Urban regions,No,0.35772,95,274,0.30086,0.41458
2000,Brandenburg,Rural regions,Yes,0.67426,208,309,0.62192,0.72660
2000,Brandenburg,Rural regions,No,0.32574,101,309,0.27340,0.37808
2000,Mecklenburg-Western Pomerania,Rural regions,Yes,0.58511,108,174,0.51169,0.65853
2000,Mecklenburg-Western Pomerania,Rural regions,No,0.41489,66,174,0.34147,0.48831
2000,Saxony,Urban regions,Yes,0.65174,215,308,0.59844,0.70503
2000,Saxony,Urban regions,No,0.34826,93,308,0.29497,0.40156
2000,Saxony,Rural regions,Yes,0.69559,220,313,0.64453,0.74665
2000,Saxony,Rural regions,No,0.30441,93,313,0.25335,0.35547
2000,Saxony-Anhalt,Urban regions,Yes,0.72339,57,57,0.60623,0.84055
2000,Saxony-Anhalt,Rural regions,Yes,0.65089,192,293,0.59621,0.70556
2000,Saxony-Anhalt,Rural regions,No,0.34911,101,293,0.29444,0.40379
2000,Thuringa,Urban regions,Yes,0.63832,72,113,0.54933,0.72731
2000,Thuringa,Urban regions,No,0.36168,41,113,0.27269,0.45067
2000,Thuringa,Rural regions,Yes,0.66387,183,282,0.60864,0.71910
2000,Thuringa,Rural regions,No,0.33613,99,282,0.28090,0.39136
2002,Schleswig-Holstein,Urban regions,Yes,0.80441,77,77,0.71523,0.89359
2002,Schleswig-Holstein,Rural regions,Yes,0.65742,94,136,0.57737,0.73748
2002,Schleswig-Holstein,Rural regions,No,0.34258,42,136,0.26252,0.42263
2002,Hamburg,Urban regions,Yes,0.73354,91,91,0.64220,0.82488
2002,Lower Saxony,Urban regions,Yes,0.64851,229,328,0.59676,0.70026
2002,Lower Saxony,Urban regions,No,0.35149,99,328,0.29974,0.40324
2002,Lower Saxony,Rural regions,Yes,0.72661,260,367,0.68095,0.77227
2002,Lower Saxony,Rural regions,No,0.27339,107,367,0.22773,0.31905
2002,Bremen,Urban regions,Yes,0.61435,39,39,0.45959,0.76911
2002,North Rhine-Westphalia,Urban regions,Yes,0.71420,1106,1525,0.69152,0.73689
2002,North Rhine-Westphalia,Urban regions,No,0.28580,419,1525,0.26311,0.30848
2002,Hesse,Urban regions,Yes,0.68248,340,490,0.64122,0.72374
2002,Hesse,Urban regions,No,0.31752,150,490,0.27626,0.35878
2002,Hesse,Rural regions,Yes,0.77185,80,80,0.67931,0.86439
2002,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.72522,227,305,0.67504,0.77540
2002,"Rhineland-Palatinate, Saarland",Urban regions,No,0.27478,78,305,0.22460,0.32496
2002,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.57458,78,119,0.48538,0.66379
2002,"Rhineland-Palatinate, Saarland",Rural regions,No,0.42542,41,119,0.33621,0.51462
2002,Baden-Wuerttemberg,Urban regions,Yes,0.73440,664,907,0.70564,0.76316
2002,Baden-Wuerttemberg,Urban regions,No,0.26560,243,907,0.23684,0.29436
2002,Baden-Wuerttemberg,Rural regions,Yes,0.66130,65,65,0.54535,0.77725
2002,Bavaria,Urban regions,Yes,0.69972,428,604,0.66313,0.73630
2002,Bavaria,Urban regions,No,0.30028,176,604,0.26370,0.33687
2002,Bavaria,Rural regions,Yes,0.64885,375,552,0.60899,0.68870
2002,Bavaria,Rural regions,No,0.35115,177,552,0.31130,0.39101
2002,Berlin,Urban regions,Yes,0.65403,195,279,0.59811,0.70994
2002,Berlin,Urban regions,No,0.34597,84,279,0.29006,0.40189
2002,Brandenburg,Rural regions,Yes,0.67495,194,294,0.62132,0.72858
2002,Brandenburg,Rural regions,No,0.32505,100,294,0.27142,0.37868
2002,Mecklenburg-Western Pomerania,Rural regions,Yes,0.52655,90,164,0.44990,0.60320
2002,Mecklenburg-Western Pomerania,Rural regions,No,0.47345,74,164,0.39680,0.55010
2002,Saxony,Urban regions,Yes,0.78044,234,295,0.73312,0.82776
2002,Saxony,Urban regions,No,0.21956,61,295,0.17224,0.26688
2002,Saxony,Rural regions,Yes,0.68210,221,319,0.63092,0.73328
2002,Saxony,Rural regions,No,0.31790,98,319,0.26672,0.36908
2002,Saxony-Anhalt,Urban regions,Yes,0.55742,52,52,0.42110,0.69374
2002,Saxony-Anhalt,Rural regions,Yes,0.59099,169,271,0.53234,0.64963
2002,Saxony-Anhalt,Rural regions,No,0.40901,102,271,0.35037,0.46766
2002,Thuringa,Urban regions,Yes,0.64594,69,103,0.55313,0.73875
2002,Thuringa,Urban regions,No,0.35406,34,103,0.26125,0.44687
2002,Thuringa,Rural regions,Yes,0.67604,166,241,0.61683,0.73525
2002,Thuringa,Rural regions,No,0.32396,75,241,0.26475,0.38317
2003,Schleswig-Holstein,Urban regions,Yes,0.76860,59,59,0.66007,0.87714
2003,Schleswig-Holstein,Rural regions,Yes,0.70618,87,121,0.62467,0.78768
2003,Schleswig-Holstein,Rural regions,No,0.29382,34,121,0.21232,0.37533
2003,Hamburg,Urban regions,Yes,0.74425,84,84,0.65039,0.83811
2003,Lower Saxony,Urban regions,Yes,0.69742,230,341,0.64859,0.74625
2003,Lower Saxony,Urban regions,No,0.30258,111,341,0.25375,0.35141
2003,Lower Saxony,Rural regions,Yes,0.69643,244,353,0.64840,0.74447
2003,Lower Saxony,Rural regions,No,0.30357,109,353,0.25553,0.35160
2003,Bremen,Urban regions,Yes,0.58780,36,36,0.42473,0.75088
2003,North Rhine-Westphalia,Urban regions,Yes,0.71904,1042,1436,0.69579,0.74230
2003,North Rhine-Westphalia,Urban regions,No,0.28096,394,1436,0.25770,0.30421
2003,Hesse,Urban regions,Yes,0.68261,314,453,0.63970,0.72552
2003,Hesse,Urban regions,No,0.31739,139,453,0.27448,0.36030
2003,Hesse,Rural regions,Yes,0.77491,74,105,0.69464,0.85518
2003,Hesse,Rural regions,No,0.22509,31,105,0.14482,0.30536
2003,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.63091,216,305,0.57666,0.68515
2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.36909,89,305,0.31485,0.42334
2003,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.55087,69,114,0.45916,0.64258
2003,"Rhineland-Palatinate, Saarland",Rural regions,No,0.44913,45,114,0.35742,0.54084
2003,Baden-Wuerttemberg,Urban regions,Yes,0.74306,624,863,0.71389,0.77223
2003,Baden-Wuerttemberg,Urban regions,No,0.25694,239,863,0.22777,0.28611
2003,Baden-Wuerttemberg,Rural regions,Yes,0.68527,60,60,0.56677,0.80378
2003,Bavaria,Urban regions,Yes,0.70911,394,564,0.67160,0.74663
2003,Bavaria,Urban regions,No,0.29089,170,564,0.25337,0.32840
2003,Bavaria,Rural regions,Yes,0.67532,379,552,0.63622,0.71442
2003,Bavaria,Rural regions,No,0.32468,173,552,0.28558,0.36378
2003,Berlin,Urban regions,Yes,0.75509,206,263,0.70302,0.80717
2003,Berlin,Urban regions,No,0.24491,57,263,0.19283,0.29698
2003,Brandenburg,Rural regions,Yes,0.66632,176,272,0.61018,0.72246
2003,Brandenburg,Rural regions,No,0.33368,96,272,0.27754,0.38982
2003,Mecklenburg-Western Pomerania,Rural regions,Yes,0.57914,92,151,0.50013,0.65815
2003,Mecklenburg-Western Pomerania,Rural regions,No,0.42086,59,151,0.34185,0.49987
2003,Saxony,Urban regions,Yes,0.71123,212,296,0.65952,0.76295
2003,Saxony,Urban regions,No,0.28877,84,296,0.23705,0.34048
2003,Saxony,Rural regions,Yes,0.63012,201,295,0.57493,0.68530
2003,Saxony,Rural regions,No,0.36988,94,295,0.31470,0.42507
2003,Saxony-Anhalt,Urban regions,Yes,0.61556,47,47,0.47498,0.75614
2003,Saxony-Anhalt,Rural regions,Yes,0.60978,156,242,0.54819,0.67137
2003,Saxony-Anhalt,Rural regions,No,0.39022,86,242,0.32863,0.45181
2003,Thuringa,Urban regions,Yes,0.63322,66,105,0.54060,0.72584
2003,Thuringa,Urban regions,No,0.36678,39,105,0.27416,0.45940
2003,Thuringa,Rural regions,Yes,0.69625,168,245,0.63854,0.75395
2003,Thuringa,Rural regions,No,0.30375,77,245,0.24605,0.36146
2004,Schleswig-Holstein,Urban regions,Yes,0.76740,68,68,0.66623,0.86856
2004,Schleswig-Holstein,Rural regions,Yes,0.75555,91,91,0.66676,0.84434
2004,Hamburg,Urban regions,Yes,0.70739,69,69,0.59925,0.81552
2004,Lower Saxony,Urban regions,Yes,0.59692,199,308,0.54205,0.65179
2004,Lower Saxony,Urban regions,No,0.40308,109,308,0.34821,0.45795
2004,Lower Saxony,Rural regions,Yes,0.73924,240,322,0.69120,0.78727
2004,Lower Saxony,Rural regions,No,0.26076,82,322,0.21273,0.30880
2004,Bremen,Urban regions,Yes,0.64636,40,40,0.49631,0.79641
2004,North Rhine-Westphalia,Urban regions,Yes,0.71579,1014,1401,0.69216,0.73941
2004,North Rhine-Westphalia,Urban regions,No,0.28421,387,1401,0.26059,0.30784
2004,Hesse,Urban regions,Yes,0.74190,329,445,0.70120,0.78260
2004,Hesse,Urban regions,No,0.25810,116,445,0.21740,0.29880
2004,Hesse,Rural regions,Yes,0.73427,59,59,0.62058,0.84795
2004,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.68401,201,278,0.62926,0.73876
2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.31599,77,278,0.26124,0.37074
2004,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.58697,68,107,0.49324,0.68071
2004,"Rhineland-Palatinate, Saarland",Rural regions,No,0.41303,39,107,0.31929,0.50676
2004,Baden-Wuerttemberg,Urban regions,Yes,0.72418,607,843,0.69399,0.75436
2004,Baden-Wuerttemberg,Urban regions,No,0.27582,236,843,0.24564,0.30601
2004,Baden-Wuerttemberg,Rural regions,Yes,0.67859,54,54,0.55285,0.80432
2004,Bavaria,Urban regions,Yes,0.72962,396,540,0.69213,0.76712
2004,Bavaria,Urban regions,No,0.27038,144,540,0.23288,0.30787
2004,Bavaria,Rural regions,Yes,0.67339,374,546,0.63402,0.71277
2004,Bavaria,Rural regions,No,0.32661,172,546,0.28723,0.36598
2004,Berlin,Urban regions,Yes,0.68369,181,263,0.62738,0.74000
2004,Berlin,Urban regions,No,0.31631,82,263,0.26000,0.37262
2004,Brandenburg,Rural regions,Yes,0.67718,173,247,0.61875,0.73561
2004,Brandenburg,Rural regions,No,0.32282,74,247,0.26439,0.38125
2004,Mecklenburg-Western Pomerania,Rural regions,Yes,0.56365,84,141,0.48150,0.64580
2004,Mecklenburg-Western Pomerania,Rural regions,No,0.43635,57,141,0.35420,0.51850
2004,Saxony,Urban regions,Yes,0.72837,199,277,0.67589,0.78084
2004,Saxony,Urban regions,No,0.27163,78,277,0.21916,0.32411
2004,Saxony,Rural regions,Yes,0.69981,222,297,0.64759,0.75202
2004,Saxony,Rural regions,No,0.30019,75,297,0.24798,0.35241
2004,Saxony-Anhalt,Urban regions,Yes,0.71796,46,46,0.58648,0.84944
2004,Saxony-Anhalt,Rural regions,Yes,0.68468,170,264,0.62853,0.74084
2004,Saxony-Anhalt,Rural regions,No,0.31532,94,264,0.25916,0.37147
2004,Thuringa,Urban regions,Yes,0.76786,75,75,0.67166,0.86405
2004,Thuringa,Rural regions,Yes,0.64593,152,233,0.58439,0.70747
2004,Thuringa,Rural regions,No,0.35407,81,233,0.29253,0.41561
2005,Schleswig-Holstein,Urban regions,Yes,0.71916,39,39,0.57627,0.86205
2005,Schleswig-Holstein,Rural regions,Yes,0.62756,73,111,0.53722,0.71791
2005,Schleswig-Holstein,Rural regions,No,0.37244,38,111,0.28209,0.46278
2005,Hamburg,Urban regions,Yes,0.68755,68,68,0.57657,0.79854
2005,Lower Saxony,Urban regions,Yes,0.72283,195,268,0.66914,0.77652
2005,Lower Saxony,Urban regions,No,0.27717,73,268,0.22348,0.33086
2005,Lower Saxony,Rural regions,Yes,0.65495,195,289,0.60005,0.70986
2005,Lower Saxony,Rural regions,No,0.34505,94,289,0.29014,0.39995
2005,Bremen,Urban regions,Yes,0.70538,39,39,0.56044,0.85033
2005,North Rhine-Westphalia,Urban regions,Yes,0.73650,963,1293,0.71248,0.76052
2005,North Rhine-Westphalia,Urban regions,No,0.26350,330,1293,0.23948,0.28752
2005,Hesse,Urban regions,Yes,0.67219,300,430,0.62777,0.71661
2005,Hesse,Urban regions,No,0.32781,130,430,0.28339,0.37223
2005,Hesse,Rural regions,Yes,0.79224,61,61,0.68958,0.89490
2005,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.69041,196,265,0.63464,0.74618
2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.30959,69,265,0.25382,0.36536
2005,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.51476,56,91,0.41150,0.61802
2005,"Rhineland-Palatinate, Saarland",Rural regions,No,0.48524,35,91,0.38198,0.58850
2005,Baden-Wuerttemberg,Urban regions,Yes,0.76404,607,790,0.73441,0.79367
2005,Baden-Wuerttemberg,Urban regions,No,0.23596,183,790,0.20633,0.26559
2005,Baden-Wuerttemberg,Rural regions,Yes,0.71571,51,51,0.59068,0.84074
2005,Bavaria,Urban regions,Yes,0.68676,353,513,0.64658,0.72693
2005,Bavaria,Urban regions,No,0.31324,160,513,0.27307,0.35342
2005,Bavaria,Rural regions,Yes,0.67826,346,518,0.63799,0.71853
2005,Bavaria,Rural regions,No,0.32174,172,518,0.28147,0.36201
2005,Berlin,Urban regions,Yes,0.71894,184,249,0.66299,0.77489
