year,age_gr,bula_h,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,46-65 y.,Hesse,No,0.33228,63,191,0.26530,0.39926
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.58590,97,145,0.50545,0.66636
2003,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.41410,48,145,0.33364,0.49455
2003,46-65 y.,Baden-Wuerttemberg,Yes,0.71204,215,303,0.66097,0.76311
2003,46-65 y.,Baden-Wuerttemberg,No,0.28796,88,303,0.23689,0.33903
2003,46-65 y.,Bavaria,Yes,0.68638,249,361,0.63845,0.73431
2003,46-65 y.,Bavaria,No,0.31362,112,361,0.26569,0.36155
2003,46-65 y.,Berlin,Yes,0.86148,92,92,0.79051,0.93246
2003,46-65 y.,Brandenburg,Yes,0.70950,81,117,0.62689,0.79212
2003,46-65 y.,Brandenburg,No,0.29050,36,117,0.20788,0.37311
2003,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.58959,43,43,0.44082,0.73836
2003,46-65 y.,Saxony,Yes,0.67005,149,215,0.60706,0.73305
2003,46-65 y.,Saxony,No,0.32995,66,215,0.26695,0.39294
2003,46-65 y.,Saxony-Anhalt,Yes,0.60560,85,126,0.51993,0.69128
2003,46-65 y.,Saxony-Anhalt,No,0.39440,41,126,0.30872,0.48007
2003,46-65 y.,Thuringa,Yes,0.62968,78,118,0.54218,0.71718
2003,46-65 y.,Thuringa,No,0.37032,40,118,0.28282,0.45782
2004,17-29 y.,Schleswig-Holstein,Yes,0.82017,34,34,0.68914,0.95120
2004,17-29 y.,Lower Saxony,Yes,0.65109,80,113,0.56281,0.73936
2004,17-29 y.,Lower Saxony,No,0.34891,33,113,0.26064,0.43719
2004,17-29 y.,North Rhine-Westphalia,Yes,0.74366,145,199,0.68285,0.80448
2004,17-29 y.,North Rhine-Westphalia,No,0.25634,54,199,0.19552,0.31715
2004,17-29 y.,Hesse,Yes,0.77071,71,71,0.67223,0.86919
2004,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.56118,36,36,0.39678,0.72559
2004,17-29 y.,Baden-Wuerttemberg,Yes,0.69848,109,159,0.62692,0.77004
2004,17-29 y.,Baden-Wuerttemberg,No,0.30152,50,159,0.22996,0.37308
2004,17-29 y.,Bavaria,Yes,0.73948,154,213,0.68039,0.79856
2004,17-29 y.,Bavaria,No,0.26052,59,213,0.20144,0.31961
2004,17-29 y.,Saxony,Yes,0.70572,68,68,0.59660,0.81485
2004,17-29 y.,Saxony-Anhalt,Yes,0.58074,31,31,0.40416,0.75731
2004,17-29 y.,Thuringa,Yes,0.65844,53,53,0.52954,0.78734
2004,30-45 y.,Schleswig-Holstein,Yes,0.73350,59,59,0.61971,0.84729
2004,30-45 y.,Lower Saxony,Yes,0.66591,204,302,0.61262,0.71919
2004,30-45 y.,Lower Saxony,No,0.33409,98,302,0.28081,0.38738
2004,30-45 y.,North Rhine-Westphalia,Yes,0.74593,512,688,0.71338,0.77849
2004,30-45 y.,North Rhine-Westphalia,No,0.25407,176,688,0.22151,0.28662
2004,30-45 y.,Hesse,Yes,0.72568,166,236,0.66863,0.78272
2004,30-45 y.,Hesse,No,0.27432,70,236,0.21728,0.33137
2004,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.66460,130,185,0.59638,0.73282
2004,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.33540,55,185,0.26718,0.40362
2004,30-45 y.,Baden-Wuerttemberg,Yes,0.74283,339,458,0.70276,0.78291
2004,30-45 y.,Baden-Wuerttemberg,No,0.25717,119,458,0.21709,0.29724
2004,30-45 y.,Bavaria,Yes,0.71397,363,506,0.67456,0.75339
2004,30-45 y.,Bavaria,No,0.28603,143,506,0.24661,0.32544
2004,30-45 y.,Berlin,Yes,0.64452,63,98,0.54926,0.73978
2004,30-45 y.,Berlin,No,0.35548,35,98,0.26022,0.45074
2004,30-45 y.,Brandenburg,Yes,0.68267,73,73,0.57516,0.79018
2004,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.62740,42,42,0.47940,0.77540
2004,30-45 y.,Saxony,Yes,0.72790,199,270,0.67471,0.78108
2004,30-45 y.,Saxony,No,0.27210,71,270,0.21892,0.32529
2004,30-45 y.,Saxony-Anhalt,Yes,0.70884,85,129,0.63014,0.78755
2004,30-45 y.,Saxony-Anhalt,No,0.29116,44,129,0.21245,0.36986
2004,30-45 y.,Thuringa,Yes,0.74330,104,144,0.67170,0.81489
2004,30-45 y.,Thuringa,No,0.25670,40,144,0.18511,0.32830
2004,46-65 y.,Schleswig-Holstein,Yes,0.76991,66,66,0.66759,0.87224
2004,46-65 y.,Lower Saxony,Yes,0.68236,155,215,0.61999,0.74474
2004,46-65 y.,Lower Saxony,No,0.31764,60,215,0.25526,0.38001
2004,46-65 y.,North Rhine-Westphalia,Yes,0.65470,371,535,0.61437,0.69503
2004,46-65 y.,North Rhine-Westphalia,No,0.34530,164,535,0.30497,0.38563
2004,46-65 y.,Hesse,Yes,0.74790,151,200,0.68757,0.80823
2004,46-65 y.,Hesse,No,0.25210,49,200,0.19177,0.31243
2004,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.70584,103,144,0.63116,0.78053
2004,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.29416,41,144,0.21947,0.36884
2004,46-65 y.,Baden-Wuerttemberg,Yes,0.69230,213,305,0.64041,0.74418
2004,46-65 y.,Baden-Wuerttemberg,No,0.30770,92,305,0.25582,0.35959
2004,46-65 y.,Bavaria,Yes,0.66196,251,364,0.61329,0.71062
2004,46-65 y.,Bavaria,No,0.33804,113,364,0.28938,0.38671
2004,46-65 y.,Berlin,Yes,0.76632,91,91,0.67890,0.85375
2004,46-65 y.,Brandenburg,Yes,0.66336,91,126,0.58052,0.74620
2004,46-65 y.,Brandenburg,No,0.33664,35,126,0.25380,0.41948
2004,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.47545,41,41,0.32069,0.63022
2004,46-65 y.,Saxony,Yes,0.69294,154,206,0.62979,0.75608
2004,46-65 y.,Saxony,No,0.30706,52,206,0.24392,0.37021
2004,46-65 y.,Saxony-Anhalt,Yes,0.71131,100,149,0.63830,0.78432
2004,46-65 y.,Saxony-Anhalt,No,0.28869,49,149,0.21568,0.36170
2004,46-65 y.,Thuringa,Yes,0.60610,70,108,0.51352,0.69869
2004,46-65 y.,Thuringa,No,0.39390,38,108,0.30131,0.48648
2005,17-29 y.,Lower Saxony,Yes,0.63993,69,102,0.54631,0.73354
2005,17-29 y.,Lower Saxony,No,0.36007,33,102,0.26646,0.45369
2005,17-29 y.,North Rhine-Westphalia,Yes,0.73830,145,190,0.67563,0.80097
2005,17-29 y.,North Rhine-Westphalia,No,0.26170,45,190,0.19903,0.32437
2005,17-29 y.,Hesse,Yes,0.67166,56,56,0.54755,0.79577
2005,17-29 y.,Baden-Wuerttemberg,Yes,0.81974,119,158,0.75961,0.87987
2005,17-29 y.,Baden-Wuerttemberg,No,0.18026,39,158,0.12013,0.24039
2005,17-29 y.,Bavaria,Yes,0.68420,131,199,0.61945,0.74894
2005,17-29 y.,Bavaria,No,0.31580,68,199,0.25106,0.38055
2005,17-29 y.,Berlin,Yes,0.70269,32,32,0.54179,0.86359
2005,17-29 y.,Brandenburg,Yes,0.60566,36,36,0.44375,0.76757
2005,17-29 y.,Saxony,Yes,0.60867,59,90,0.50727,0.71007
2005,17-29 y.,Saxony,No,0.39133,31,90,0.28993,0.49273
2005,17-29 y.,Saxony-Anhalt,Yes,0.55929,32,32,0.38452,0.73406
2005,17-29 y.,Thuringa,Yes,0.46044,40,40,0.30400,0.61687
2005,30-45 y.,Schleswig-Holstein,Yes,0.66627,47,47,0.53000,0.80254
2005,30-45 y.,Lower Saxony,Yes,0.72936,198,267,0.67596,0.78275
2005,30-45 y.,Lower Saxony,No,0.27064,69,267,0.21725,0.32404
2005,30-45 y.,North Rhine-Westphalia,Yes,0.75177,475,633,0.71809,0.78545
2005,30-45 y.,North Rhine-Westphalia,No,0.24823,158,633,0.21455,0.28191
2005,30-45 y.,Hesse,Yes,0.71851,174,242,0.66173,0.77529
2005,30-45 y.,Hesse,No,0.28149,68,242,0.22471,0.33827
2005,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.66022,128,177,0.59024,0.73019
2005,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.33978,49,177,0.26981,0.40976
2005,30-45 y.,Baden-Wuerttemberg,Yes,0.76470,319,407,0.72344,0.80597
2005,30-45 y.,Baden-Wuerttemberg,No,0.23530,88,407,0.19403,0.27656
2005,30-45 y.,Bavaria,Yes,0.71843,325,473,0.67785,0.75901
2005,30-45 y.,Bavaria,No,0.28157,148,473,0.24099,0.32215
2005,30-45 y.,Berlin,Yes,0.70721,74,105,0.61975,0.79466
2005,30-45 y.,Berlin,No,0.29279,31,105,0.20534,0.38025
2005,30-45 y.,Brandenburg,Yes,0.67416,70,107,0.58493,0.76338
2005,30-45 y.,Brandenburg,No,0.32584,37,107,0.23662,0.41507
2005,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.57963,37,37,0.41838,0.74088
2005,30-45 y.,Saxony,Yes,0.70609,166,238,0.64810,0.76409
2005,30-45 y.,Saxony,No,0.29391,72,238,0.23591,0.35190
2005,30-45 y.,Saxony-Anhalt,Yes,0.65491,73,118,0.56877,0.74106
2005,30-45 y.,Saxony-Anhalt,No,0.34509,45,118,0.25894,0.43123
2005,30-45 y.,Thuringa,Yes,0.70568,82,118,0.62310,0.78826
2005,30-45 y.,Thuringa,No,0.29432,36,118,0.21174,0.37690
2005,46-65 y.,Schleswig-Holstein,Yes,0.69178,45,45,0.55534,0.82822
2005,46-65 y.,Lower Saxony,Yes,0.65129,123,187,0.58280,0.71977
2005,46-65 y.,Lower Saxony,No,0.34871,64,187,0.28023,0.41720
2005,46-65 y.,North Rhine-Westphalia,Yes,0.71772,358,490,0.67783,0.75762
2005,46-65 y.,North Rhine-Westphalia,No,0.28228,132,490,0.24238,0.32217
2005,46-65 y.,Hesse,Yes,0.66094,130,186,0.59272,0.72915
2005,46-65 y.,Hesse,No,0.33906,56,186,0.27085,0.40728
2005,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.71227,94,129,0.63384,0.79070
2005,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.28773,35,129,0.20930,0.36616
2005,46-65 y.,Baden-Wuerttemberg,Yes,0.72155,219,293,0.67013,0.77296
2005,46-65 y.,Baden-Wuerttemberg,No,0.27845,74,293,0.22704,0.32987
2005,46-65 y.,Bavaria,Yes,0.62650,240,356,0.57618,0.67682
2005,46-65 y.,Bavaria,No,0.37350,116,356,0.32318,0.42382
2005,46-65 y.,Berlin,Yes,0.74219,78,78,0.64449,0.83990
2005,46-65 y.,Brandenburg,Yes,0.73420,79,79,0.63616,0.83223
2005,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.60328,45,45,0.45873,0.74784
2005,46-65 y.,Saxony,Yes,0.70157,146,200,0.63800,0.76515
2005,46-65 y.,Saxony,No,0.29843,54,200,0.23485,0.36200
2005,46-65 y.,Saxony-Anhalt,Yes,0.66750,94,137,0.58832,0.74668
2005,46-65 y.,Saxony-Anhalt,No,0.33250,43,137,0.25332,0.41168
2005,46-65 y.,Thuringa,Yes,0.60853,72,112,0.51773,0.69933
2005,46-65 y.,Thuringa,No,0.39147,40,112,0.30067,0.48227
2006,17-29 y.,Schleswig-Holstein,Yes,0.81442,32,32,0.67756,0.95127
2006,17-29 y.,Lower Saxony,Yes,0.67300,75,75,0.56611,0.77988
2006,17-29 y.,North Rhine-Westphalia,Yes,0.65812,131,196,0.59154,0.72470
2006,17-29 y.,North Rhine-Westphalia,No,0.34188,65,196,0.27530,0.40846
2006,17-29 y.,Hesse,Yes,0.63428,55,55,0.50582,0.76274
2006,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.86208,60,60,0.77409,0.95006
2006,17-29 y.,Baden-Wuerttemberg,Yes,0.70781,136,176,0.64043,0.77519
2006,17-29 y.,Baden-Wuerttemberg,No,0.29219,40,176,0.22481,0.35957
2006,17-29 y.,Bavaria,Yes,0.70436,154,209,0.64234,0.76637
2006,17-29 y.,Bavaria,No,0.29564,55,209,0.23363,0.35766
2006,17-29 y.,Berlin,Yes,0.56795,32,32,0.39357,0.74233
2006,17-29 y.,Brandenburg,Yes,0.70469,43,43,0.56673,0.84266
2006,17-29 y.,Saxony,Yes,0.77784,67,67,0.67755,0.87813
2006,17-29 y.,Saxony-Anhalt,Yes,0.45517,33,33,0.28263,0.62771
2006,17-29 y.,Thuringa,Yes,0.76306,40,40,0.62961,0.89651
2006,30-45 y.,Schleswig-Holstein,Yes,0.68626,60,92,0.59093,0.78160
2006,30-45 y.,Schleswig-Holstein,No,0.31374,32,92,0.21840,0.40907
2006,30-45 y.,Lower Saxony,Yes,0.71764,204,288,0.66556,0.76972
2006,30-45 y.,Lower Saxony,No,0.28236,84,288,0.23028,0.33444
2006,30-45 y.,North Rhine-Westphalia,Yes,0.76180,540,695,0.73011,0.79349
2006,30-45 y.,North Rhine-Westphalia,No,0.23820,155,695,0.20651,0.26989
2006,30-45 y.,Hesse,Yes,0.77234,209,273,0.72250,0.82217
2006,30-45 y.,Hesse,No,0.22766,64,273,0.17783,0.27750
2006,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.72217,131,176,0.65580,0.78853
2006,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.27783,45,176,0.21147,0.34420
2006,30-45 y.,Baden-Wuerttemberg,Yes,0.75506,349,452,0.71537,0.79475
2006,30-45 y.,Baden-Wuerttemberg,No,0.24494,103,452,0.20525,0.28463
2006,30-45 y.,Bavaria,Yes,0.73828,380,521,0.70050,0.77606
2006,30-45 y.,Bavaria,No,0.26172,141,521,0.22394,0.29950
2006,30-45 y.,Berlin,Yes,0.72043,59,59,0.60493,0.83593
2006,30-45 y.,Brandenburg,Yes,0.71268,81,117,0.63033,0.79503
2006,30-45 y.,Brandenburg,No,0.28732,36,117,0.20497,0.36967
2006,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.75387,49,49,0.63201,0.87573
2006,30-45 y.,Saxony,Yes,0.72495,173,241,0.66846,0.78145
2006,30-45 y.,Saxony,No,0.27505,68,241,0.21855,0.33154
2006,30-45 y.,Saxony-Anhalt,Yes,0.72459,88,88,0.63072,0.81846
2006,30-45 y.,Thuringa,Yes,0.66117,97,142,0.58304,0.73929
2006,30-45 y.,Thuringa,No,0.33883,45,142,0.26071,0.41696
2006,46-65 y.,Schleswig-Holstein,Yes,0.59477,52,85,0.48978,0.69976
2006,46-65 y.,Schleswig-Holstein,No,0.40523,33,85,0.30024,0.51022
2006,46-65 y.,Lower Saxony,Yes,0.62978,138,210,0.56431,0.69524
2006,46-65 y.,Lower Saxony,No,0.37022,72,210,0.30476,0.43569
2006,46-65 y.,North Rhine-Westphalia,Yes,0.76788,432,565,0.73304,0.80272
2006,46-65 y.,North Rhine-Westphalia,No,0.23212,133,565,0.19728,0.26696
2006,46-65 y.,Hesse,Yes,0.67466,156,215,0.61189,0.73743
2006,46-65 y.,Hesse,No,0.32534,59,215,0.26257,0.38811
2006,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.69780,117,162,0.62687,0.76873
2006,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.30220,45,162,0.23127,0.37313
2006,46-65 y.,Baden-Wuerttemberg,Yes,0.76676,247,322,0.72050,0.81302
2006,46-65 y.,Baden-Wuerttemberg,No,0.23324,75,322,0.18698,0.27950
2006,46-65 y.,Bavaria,Yes,0.67508,274,402,0.62924,0.72092
2006,46-65 y.,Bavaria,No,0.32492,128,402,0.27908,0.37076
2006,46-65 y.,Berlin,Yes,0.76146,99,99,0.67708,0.84584
2006,46-65 y.,Brandenburg,Yes,0.68397,93,124,0.60180,0.76613
2006,46-65 y.,Brandenburg,No,0.31603,31,124,0.23387,0.39820
2006,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.65947,53,53,0.53066,0.78827
2006,46-65 y.,Saxony,Yes,0.71248,171,234,0.65436,0.77060
2006,46-65 y.,Saxony,No,0.28752,63,234,0.22940,0.34564
2006,46-65 y.,Saxony-Anhalt,Yes,0.66577,96,141,0.58763,0.74392
2006,46-65 y.,Saxony-Anhalt,No,0.33423,45,141,0.25608,0.41237
2006,46-65 y.,Thuringa,Yes,0.66212,88,130,0.58050,0.74374
2006,46-65 y.,Thuringa,No,0.33788,42,130,0.25626,0.41950
2007,17-29 y.,Lower Saxony,Yes,0.74712,71,71,0.64529,0.84895
2007,17-29 y.,North Rhine-Westphalia,Yes,0.76885,137,187,0.70826,0.82944
2007,17-29 y.,North Rhine-Westphalia,No,0.23115,50,187,0.17056,0.29174
2007,17-29 y.,Hesse,Yes,0.72848,52,52,0.60642,0.85054
2007,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.69056,36,36,0.53741,0.84371
2007,17-29 y.,Baden-Wuerttemberg,Yes,0.76204,129,171,0.69802,0.82605
2007,17-29 y.,Baden-Wuerttemberg,No,0.23796,42,171,0.17395,0.30198
2007,17-29 y.,Bavaria,Yes,0.68989,130,185,0.62306,0.75673
2007,17-29 y.,Bavaria,No,0.31011,55,185,0.24327,0.37694
2007,17-29 y.,Berlin,Yes,0.82649,38,38,0.70447,0.94851
2007,17-29 y.,Brandenburg,Yes,0.52769,34,34,0.35736,0.69803
2007,17-29 y.,Saxony,Yes,0.67347,55,55,0.54840,0.79855
2007,17-29 y.,Saxony-Anhalt,Yes,0.71862,36,36,0.56964,0.86759
2007,17-29 y.,Thuringa,Yes,0.78432,44,44,0.66138,0.90725
2007,30-45 y.,Schleswig-Holstein,Yes,0.74250,52,52,0.62250,0.86251
2007,30-45 y.,Lower Saxony,Yes,0.77280,222,295,0.72490,0.82070
2007,30-45 y.,Lower Saxony,No,0.22720,73,295,0.17930,0.27510
2007,30-45 y.,North Rhine-Westphalia,Yes,0.82250,504,616,0.79230,0.85270
2007,30-45 y.,North Rhine-Westphalia,No,0.17750,112,616,0.14730,0.20770
2007,30-45 y.,Hesse,Yes,0.76803,175,223,0.71250,0.82355
2007,30-45 y.,Hesse,No,0.23197,48,223,0.17645,0.28750
2007,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.67606,108,150,0.60092,0.75120
2007,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.32394,42,150,0.24880,0.39908
2007,30-45 y.,Baden-Wuerttemberg,Yes,0.82088,320,391,0.78283,0.85894
2007,30-45 y.,Baden-Wuerttemberg,No,0.17912,71,391,0.14106,0.21717
2007,30-45 y.,Bavaria,Yes,0.75117,356,482,0.71254,0.78981
2007,30-45 y.,Bavaria,No,0.24883,126,482,0.21019,0.28746
2007,30-45 y.,Berlin,Yes,0.69744,55,55,0.57491,0.81996
2007,30-45 y.,Brandenburg,Yes,0.67503,84,117,0.58979,0.76026
2007,30-45 y.,Brandenburg,No,0.32497,33,117,0.23974,0.41021
2007,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.73799,44,44,0.60656,0.86943
2007,30-45 y.,Saxony,Yes,0.77176,174,238,0.71832,0.82519
2007,30-45 y.,Saxony,No,0.22824,64,238,0.17481,0.28168
2007,30-45 y.,Saxony-Anhalt,Yes,0.73248,86,118,0.65227,0.81269
2007,30-45 y.,Saxony-Anhalt,No,0.26752,32,118,0.18731,0.34773
2007,30-45 y.,Thuringa,Yes,0.70572,95,134,0.62827,0.78317
2007,30-45 y.,Thuringa,No,0.29428,39,134,0.21683,0.37173
2007,46-65 y.,Schleswig-Holstein,Yes,0.62140,37,37,0.46296,0.77985
2007,46-65 y.,Lower Saxony,Yes,0.73050,147,205,0.66961,0.79138
2007,46-65 y.,Lower Saxony,No,0.26950,58,205,0.20862,0.33039
2007,46-65 y.,North Rhine-Westphalia,Yes,0.73788,404,524,0.70019,0.77557
2007,46-65 y.,North Rhine-Westphalia,No,0.26212,120,524,0.22443,0.29981
2007,46-65 y.,Hesse,Yes,0.76785,150,201,0.70934,0.82637
2007,46-65 y.,Hesse,No,0.23215,51,201,0.17363,0.29066
2007,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.62644,103,160,0.55124,0.70163
2007,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.37356,57,160,0.29837,0.44876
2007,46-65 y.,Baden-Wuerttemberg,Yes,0.76366,235,313,0.71652,0.81080
2007,46-65 y.,Baden-Wuerttemberg,No,0.23634,78,313,0.18920,0.28348
2007,46-65 y.,Bavaria,Yes,0.74760,290,378,0.70375,0.79145
2007,46-65 y.,Bavaria,No,0.25240,88,378,0.20855,0.29625
2007,46-65 y.,Berlin,Yes,0.73152,88,120,0.65189,0.81115
2007,46-65 y.,Berlin,No,0.26848,32,120,0.18885,0.34811
2007,46-65 y.,Brandenburg,Yes,0.59355,80,120,0.50530,0.68180
2007,46-65 y.,Brandenburg,No,0.40645,40,120,0.31820,0.49470
2007,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.66294,57,57,0.53913,0.78674
2007,46-65 y.,Saxony,Yes,0.64875,159,228,0.58665,0.71085
2007,46-65 y.,Saxony,No,0.35125,69,228,0.28915,0.41335
2007,46-65 y.,Saxony-Anhalt,Yes,0.63998,98,150,0.56290,0.71705
2007,46-65 y.,Saxony-Anhalt,No,0.36002,52,150,0.28295,0.43710
2007,46-65 y.,Thuringa,Yes,0.66336,92,133,0.58275,0.74398
2007,46-65 y.,Thuringa,No,0.33664,41,133,0.25602,0.41725
2008,17-29 y.,Lower Saxony,Yes,0.64887,60,60,0.52707,0.77067
2008,17-29 y.,North Rhine-Westphalia,Yes,0.67273,130,191,0.60602,0.73945
2008,17-29 y.,North Rhine-Westphalia,No,0.32727,61,191,0.26055,0.39398
2008,17-29 y.,Hesse,Yes,0.69138,51,51,0.56334,0.81941
2008,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.64471,39,39,0.49253,0.79688
2008,17-29 y.,Baden-Wuerttemberg,Yes,0.81461,138,174,0.75670,0.87252
2008,17-29 y.,Baden-Wuerttemberg,No,0.18539,36,174,0.12748,0.24330
2008,17-29 y.,Bavaria,Yes,0.71798,134,189,0.65366,0.78231
2008,17-29 y.,Bavaria,No,0.28202,55,189,0.21769,0.34634
2008,17-29 y.,Berlin,Yes,0.88593,37,37,0.78209,0.98978
2008,17-29 y.,Saxony,Yes,0.61093,60,91,0.51020,0.71165
2008,17-29 y.,Saxony,No,0.38907,31,91,0.28835,0.48980
2008,17-29 y.,Saxony-Anhalt,Yes,0.71995,43,43,0.58414,0.85575
2008,17-29 y.,Thuringa,Yes,0.77659,37,37,0.64052,0.91266
2008,30-45 y.,Schleswig-Holstein,Yes,0.77033,50,50,0.65256,0.88810
2008,30-45 y.,Lower Saxony,Yes,0.75309,197,262,0.70077,0.80540
2008,30-45 y.,Lower Saxony,No,0.24691,65,262,0.19460,0.29923
2008,30-45 y.,North Rhine-Westphalia,Yes,0.77676,451,577,0.74275,0.81076
2008,30-45 y.,North Rhine-Westphalia,No,0.22324,126,577,0.18924,0.25725
2008,30-45 y.,Hesse,Yes,0.78846,160,207,0.73269,0.84423
2008,30-45 y.,Hesse,No,0.21154,47,207,0.15577,0.26731
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.74610,103,135,0.67240,0.81979
2008,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.25390,32,135,0.18021,0.32760
2008,30-45 y.,Baden-Wuerttemberg,Yes,0.78107,288,371,0.73893,0.82321
2008,30-45 y.,Baden-Wuerttemberg,No,0.21893,83,371,0.17679,0.26107
2008,30-45 y.,Bavaria,Yes,0.75666,344,467,0.71770,0.79562
2008,30-45 y.,Bavaria,No,0.24334,123,467,0.20438,0.28230
2008,30-45 y.,Berlin,Yes,0.76991,71,71,0.67131,0.86851
2008,30-45 y.,Brandenburg,Yes,0.73090,84,84,0.63548,0.82631
2008,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.67216,37,37,0.51882,0.82551
2008,30-45 y.,Saxony,Yes,0.75335,168,230,0.69752,0.80918
2008,30-45 y.,Saxony,No,0.24665,62,230,0.19082,0.30248
2008,30-45 y.,Saxony-Anhalt,Yes,0.67761,81,117,0.59255,0.76266
2008,30-45 y.,Saxony-Anhalt,No,0.32239,36,117,0.23734,0.40745
2008,30-45 y.,Thuringa,Yes,0.63697,82,128,0.55334,0.72061
2008,30-45 y.,Thuringa,No,0.36303,46,128,0.27939,0.44666
2008,46-65 y.,Schleswig-Holstein,Yes,0.65841,47,47,0.52136,0.79546
2008,46-65 y.,Lower Saxony,Yes,0.67836,156,220,0.61649,0.74022
2008,46-65 y.,Lower Saxony,No,0.32164,64,220,0.25978,0.38351
2008,46-65 y.,North Rhine-Westphalia,Yes,0.72673,390,522,0.68847,0.76500
2008,46-65 y.,North Rhine-Westphalia,No,0.27327,132,522,0.23500,0.31153
2008,46-65 y.,Hesse,Yes,0.70540,158,214,0.64418,0.76662
2008,46-65 y.,Hesse,No,0.29460,56,214,0.23338,0.35582
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.48419,99,174,0.40972,0.55866
2008,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.51581,75,174,0.44134,0.59028
2008,46-65 y.,Baden-Wuerttemberg,Yes,0.76164,241,322,0.71503,0.80826
2008,46-65 y.,Baden-Wuerttemberg,No,0.23836,81,322,0.19174,0.28497
2008,46-65 y.,Bavaria,Yes,0.75383,287,389,0.71097,0.79670
2008,46-65 y.,Bavaria,No,0.24617,102,389,0.20330,0.28903
2008,46-65 y.,Berlin,Yes,0.65167,80,118,0.56534,0.73800
2008,46-65 y.,Berlin,No,0.34833,38,118,0.26200,0.43466
2008,46-65 y.,Brandenburg,Yes,0.62003,83,115,0.53093,0.70913
2008,46-65 y.,Brandenburg,No,0.37997,32,115,0.29087,0.46907
2008,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.52999,44,82,0.42129,0.63868
2008,46-65 y.,Mecklenburg-Western Pomerania,No,0.47001,38,82,0.36132,0.57871
2008,46-65 y.,Saxony,Yes,0.66163,166,237,0.60127,0.72200
2008,46-65 y.,Saxony,No,0.33837,71,237,0.27800,0.39873
2008,46-65 y.,Saxony-Anhalt,Yes,0.64690,106,155,0.57141,0.72238
2008,46-65 y.,Saxony-Anhalt,No,0.35310,49,155,0.27762,0.42859
2008,46-65 y.,Thuringa,Yes,0.64055,87,118,0.55360,0.72750
2008,46-65 y.,Thuringa,No,0.35945,31,118,0.27250,0.44640
2009,17-29 y.,Lower Saxony,Yes,0.65699,51,51,0.52540,0.78857
2009,17-29 y.,North Rhine-Westphalia,Yes,0.74421,118,162,0.67681,0.81160
2009,17-29 y.,North Rhine-Westphalia,No,0.25579,44,162,0.18840,0.32319
2009,17-29 y.,Hesse,Yes,0.58854,49,49,0.44932,0.72776
2009,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.82885,37,37,0.70581,0.95188
2009,17-29 y.,Baden-Wuerttemberg,Yes,0.73208,101,148,0.66048,0.80367
2009,17-29 y.,Baden-Wuerttemberg,No,0.26792,47,148,0.19633,0.33952
2009,17-29 y.,Bavaria,Yes,0.68717,108,160,0.61510,0.75924
2009,17-29 y.,Bavaria,No,0.31283,52,160,0.24076,0.38490
2009,17-29 y.,Saxony,Yes,0.69872,63,63,0.58451,0.81293
2009,30-45 y.,Schleswig-Holstein,Yes,0.84562,41,41,0.73365,0.95759
2009,30-45 y.,Lower Saxony,Yes,0.67098,164,236,0.61091,0.73106
2009,30-45 y.,Lower Saxony,No,0.32902,72,236,0.26894,0.38909
2009,30-45 y.,North Rhine-Westphalia,Yes,0.81491,370,487,0.78038,0.84944
