year,bula_h,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Bavaria,Lower Secondary Level,No,0.35151,171,217,0.28784,0.41518
1992,Bavaria,Upper Secondary Level,Yes,0.22533,201,556,0.19057,0.26009
1992,Bavaria,Upper Secondary Level,No,0.38567,355,556,0.34518,0.42617
1992,Bavaria,First Stage of Tertiary Education,No,0.38738,44,44,0.24177,0.53298
1992,Bavaria,Second Stage of Tertiary Education,Yes,0.35066,58,107,0.25982,0.44150
1992,Bavaria,Second Stage of Tertiary Education,No,0.30596,49,107,0.21824,0.39369
1992,Berlin,Lower Secondary Level,No,0.31791,37,37,0.16579,0.47003
1992,Berlin,Upper Secondary Level,Yes,0.27242,72,175,0.20626,0.33857
1992,Berlin,Upper Secondary Level,No,0.35728,103,175,0.28608,0.42848
1992,Berlin,Second Stage of Tertiary Education,Yes,0.30510,52,104,0.21617,0.39402
1992,Berlin,Second Stage of Tertiary Education,No,0.40228,52,104,0.30758,0.49698
1992,Brandenburg,Upper Secondary Level,Yes,0.18321,67,208,0.13052,0.23591
1992,Brandenburg,Upper Secondary Level,No,0.35344,141,208,0.28832,0.41856
1992,Brandenburg,Second Stage of Tertiary Education,Yes,0.36761,60,113,0.27832,0.45691
1992,Brandenburg,Second Stage of Tertiary Education,No,0.31883,53,113,0.23253,0.40514
1992,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.18884,50,133,0.12207,0.25561
1992,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.31833,83,133,0.23886,0.39779
1992,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.31610,32,71,0.20718,0.42502
1992,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.38702,39,71,0.27292,0.50112
1992,Saxony,Lower Secondary Level,No,0.19668,39,39,0.07030,0.32307
1992,Saxony,Upper Secondary Level,Yes,0.18705,144,384,0.14800,0.22610
1992,Saxony,Upper Secondary Level,No,0.33096,240,384,0.28384,0.37809
1992,Saxony,Second Stage of Tertiary Education,Yes,0.38213,102,181,0.31114,0.45311
1992,Saxony,Second Stage of Tertiary Education,No,0.28706,79,181,0.22097,0.35315
1992,Saxony-Anhalt,Upper Secondary Level,Yes,0.19052,89,250,0.14174,0.23930
1992,Saxony-Anhalt,Upper Secondary Level,No,0.34361,161,250,0.28462,0.40260
1992,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.33921,63,135,0.25904,0.41937
1992,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.38043,72,135,0.29823,0.46263
1992,Thuringa,Upper Secondary Level,Yes,0.21734,106,265,0.16759,0.26709
1992,Thuringa,Upper Secondary Level,No,0.31394,159,265,0.25796,0.36993
1992,Thuringa,Second Stage of Tertiary Education,Yes,0.32161,42,88,0.22346,0.41976
1992,Thuringa,Second Stage of Tertiary Education,No,0.34101,46,88,0.24140,0.44062
1993,Schleswig-Holstein,Upper Secondary Level,Yes,0.30347,51,108,0.21635,0.39058
1993,Schleswig-Holstein,Upper Secondary Level,No,0.28577,57,108,0.20016,0.37137
1993,Hamburg,Upper Secondary Level,No,0.42821,35,35,0.26188,0.59453
1993,Lower Saxony,Lower Secondary Level,No,0.28263,74,74,0.17934,0.38593
1993,Lower Saxony,Upper Secondary Level,Yes,0.24745,125,299,0.19846,0.29645
1993,Lower Saxony,Upper Secondary Level,No,0.32486,174,299,0.27169,0.37803
1993,Lower Saxony,First Stage of Tertiary Education,No,0.42996,32,32,0.25568,0.60424
1993,Lower Saxony,Second Stage of Tertiary Education,Yes,0.39527,32,66,0.27641,0.51413
1993,Lower Saxony,Second Stage of Tertiary Education,No,0.42143,34,66,0.30139,0.54148
1993,North Rhine-Westphalia,Primary Level,No,0.39078,67,67,0.27306,0.50849
1993,North Rhine-Westphalia,Lower Secondary Level,Yes,0.09435,57,262,0.05889,0.12981
1993,North Rhine-Westphalia,Lower Secondary Level,No,0.28987,205,262,0.23483,0.34492
1993,North Rhine-Westphalia,Upper Secondary Level,Yes,0.19085,249,740,0.16252,0.21919
1993,North Rhine-Westphalia,Upper Secondary Level,No,0.37091,491,740,0.33608,0.40573
1993,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.50635,47,47,0.36187,0.65083
1993,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.20543,31,94,0.12331,0.28754
1993,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.46646,63,94,0.36507,0.56786
1993,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.31618,75,174,0.24689,0.38547
1993,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.46989,99,174,0.39552,0.54426
1993,Hesse,Lower Secondary Level,No,0.36680,111,111,0.27674,0.45686
1993,Hesse,Upper Secondary Level,Yes,0.17916,83,267,0.13308,0.22525
1993,Hesse,Upper Secondary Level,No,0.35643,184,267,0.29887,0.41399
1993,Hesse,Second Stage of Tertiary Education,Yes,0.29011,32,66,0.17979,0.40044
1993,Hesse,Second Stage of Tertiary Education,No,0.37228,34,66,0.25476,0.48980
1993,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.26335,63,63,0.15371,0.37299
1993,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.21282,71,187,0.15400,0.27164
1993,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.34828,116,187,0.27981,0.41675
1993,Baden-Wuerttemberg,Primary Level,No,0.44248,82,82,0.33431,0.55065
1993,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.12425,69,281,0.08561,0.16289
1993,Baden-Wuerttemberg,Lower Secondary Level,No,0.32480,212,281,0.26995,0.37965
1993,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.24688,199,538,0.21041,0.28335
1993,Baden-Wuerttemberg,Upper Secondary Level,No,0.38116,339,538,0.34008,0.42224
1993,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.36680,37,37,0.20937,0.52423
1993,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.33043,41,80,0.22670,0.43415
1993,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.41021,39,80,0.30174,0.51868
1993,Bavaria,Lower Secondary Level,Yes,0.10856,49,207,0.06608,0.15104
1993,Bavaria,Lower Secondary Level,No,0.35355,158,207,0.28826,0.41883
1993,Bavaria,Upper Secondary Level,Yes,0.21403,180,540,0.17940,0.24865
1993,Bavaria,Upper Secondary Level,No,0.38203,360,540,0.34101,0.42305
1993,Bavaria,First Stage of Tertiary Education,No,0.43244,46,46,0.28769,0.57719
1993,Bavaria,Second Stage of Tertiary Education,Yes,0.37110,69,118,0.28356,0.45863
1993,Bavaria,Second Stage of Tertiary Education,No,0.28742,49,118,0.20541,0.36942
1993,Berlin,Lower Secondary Level,No,0.35185,36,36,0.19364,0.51007
1993,Berlin,Upper Secondary Level,Yes,0.24166,61,160,0.17512,0.30820
1993,Berlin,Upper Secondary Level,No,0.36634,99,160,0.29145,0.44124
1993,Berlin,Second Stage of Tertiary Education,Yes,0.33185,51,104,0.24091,0.42278
1993,Berlin,Second Stage of Tertiary Education,No,0.39047,53,104,0.29625,0.48468
1993,Brandenburg,Upper Secondary Level,Yes,0.17312,64,199,0.12042,0.22583
1993,Brandenburg,Upper Secondary Level,No,0.35623,135,199,0.28953,0.42294
1993,Brandenburg,Second Stage of Tertiary Education,Yes,0.30849,53,111,0.22218,0.39481
1993,Brandenburg,Second Stage of Tertiary Education,No,0.38681,58,111,0.29580,0.47783
1993,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.17247,46,119,0.10430,0.24063
1993,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.30097,73,119,0.21821,0.38373
1993,Saxony,Lower Secondary Level,No,0.18150,32,32,0.04582,0.31718
1993,Saxony,Upper Secondary Level,Yes,0.23101,166,361,0.18747,0.27455
1993,Saxony,Upper Secondary Level,No,0.26096,195,361,0.21559,0.30632
1993,Saxony,Second Stage of Tertiary Education,Yes,0.43771,110,181,0.36523,0.51018
1993,Saxony,Second Stage of Tertiary Education,No,0.25790,71,181,0.19399,0.32182
1993,Saxony-Anhalt,Upper Secondary Level,Yes,0.21896,99,233,0.16574,0.27217
1993,Saxony-Anhalt,Upper Secondary Level,No,0.29180,134,233,0.23330,0.35029
1993,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.32663,61,116,0.24091,0.41235
1993,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.31028,55,116,0.22573,0.39483
1993,Thuringa,Upper Secondary Level,Yes,0.20642,94,241,0.15522,0.25763
1993,Thuringa,Upper Secondary Level,No,0.29485,147,241,0.23716,0.35253
1993,Thuringa,Second Stage of Tertiary Education,Yes,0.37733,52,88,0.27547,0.47918
1993,Thuringa,Second Stage of Tertiary Education,No,0.32081,36,88,0.22273,0.41890
1994,Schleswig-Holstein,Upper Secondary Level,Yes,0.24443,42,103,0.16103,0.32783
1994,Schleswig-Holstein,Upper Secondary Level,No,0.33941,61,103,0.24752,0.43131
1994,Lower Saxony,Lower Secondary Level,No,0.22484,56,56,0.11450,0.33517
1994,Lower Saxony,Upper Secondary Level,Yes,0.21429,117,304,0.16809,0.26049
1994,Lower Saxony,Upper Secondary Level,No,0.35617,187,304,0.30225,0.41009
1994,Lower Saxony,First Stage of Tertiary Education,No,0.45721,33,33,0.28461,0.62982
1994,Lower Saxony,Second Stage of Tertiary Education,Yes,0.45046,36,36,0.28563,0.61530
1994,North Rhine-Westphalia,Primary Level,No,0.39862,63,63,0.27675,0.52050
1994,North Rhine-Westphalia,Lower Secondary Level,Yes,0.08015,49,230,0.04498,0.11532
1994,North Rhine-Westphalia,Lower Secondary Level,No,0.27720,181,230,0.21923,0.33518
1994,North Rhine-Westphalia,Upper Secondary Level,Yes,0.20536,258,713,0.17569,0.23503
1994,North Rhine-Westphalia,Upper Secondary Level,No,0.34703,455,713,0.31206,0.38200
1994,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.35110,33,66,0.23506,0.46714
1994,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.36119,33,66,0.24441,0.47797
1994,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.24835,35,100,0.16324,0.33346
1994,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.50694,65,100,0.40845,0.60542
1994,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.35616,88,181,0.28620,0.42612
1994,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.43176,93,181,0.35940,0.50412
1994,Hesse,Lower Secondary Level,No,0.26978,89,89,0.17704,0.36251
1994,Hesse,Upper Secondary Level,Yes,0.21709,95,269,0.16773,0.26645
1994,Hesse,Upper Secondary Level,No,0.32319,174,269,0.26719,0.37918
1994,Hesse,Second Stage of Tertiary Education,Yes,0.35351,35,74,0.24384,0.46318
1994,Hesse,Second Stage of Tertiary Education,No,0.36103,39,74,0.25085,0.47121
1994,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.20542,44,44,0.08466,0.32618
1994,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.25355,80,201,0.19326,0.31385
1994,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.34592,121,201,0.28000,0.41184
1994,Baden-Wuerttemberg,Primary Level,No,0.42075,72,72,0.30592,0.53559
1994,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.12187,65,233,0.07977,0.16397
1994,Baden-Wuerttemberg,Lower Secondary Level,No,0.29550,168,233,0.23678,0.35421
1994,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.23537,186,504,0.19829,0.27244
1994,Baden-Wuerttemberg,Upper Secondary Level,No,0.34422,318,504,0.30270,0.38574
1994,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.32436,34,34,0.16463,0.48408
1994,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.32275,39,86,0.22336,0.42215
1994,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.45142,47,86,0.34563,0.55722
1994,Bavaria,Lower Secondary Level,Yes,0.08075,34,178,0.04061,0.12089
1994,Bavaria,Lower Secondary Level,No,0.31972,144,178,0.25102,0.38843
1994,Bavaria,Upper Secondary Level,Yes,0.22239,194,507,0.18616,0.25863
1994,Bavaria,Upper Secondary Level,No,0.34478,313,507,0.30336,0.38619
1994,Bavaria,First Stage of Tertiary Education,No,0.40017,41,41,0.24834,0.55200
1994,Bavaria,Second Stage of Tertiary Education,Yes,0.28806,58,123,0.20770,0.36842
1994,Bavaria,Second Stage of Tertiary Education,No,0.36975,65,123,0.28409,0.45541
1994,Berlin,Upper Secondary Level,Yes,0.26212,64,151,0.19173,0.33250
1994,Berlin,Upper Secondary Level,No,0.33681,87,151,0.26117,0.41244
1994,Berlin,Second Stage of Tertiary Education,Yes,0.32531,49,99,0.23255,0.41806
1994,Berlin,Second Stage of Tertiary Education,No,0.34726,50,99,0.25300,0.44153
1994,Brandenburg,Upper Secondary Level,Yes,0.21053,72,184,0.15146,0.26960
1994,Brandenburg,Upper Secondary Level,No,0.32709,112,184,0.25911,0.39506
1994,Brandenburg,Second Stage of Tertiary Education,Yes,0.35996,59,103,0.26681,0.45311
1994,Brandenburg,Second Stage of Tertiary Education,No,0.32273,44,103,0.23200,0.41346
1994,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.17786,51,129,0.11162,0.24411
1994,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.32201,78,129,0.24106,0.40295
1994,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.31746,34,34,0.15864,0.47628
1994,Saxony,Upper Secondary Level,Yes,0.20398,152,346,0.16146,0.24650
1994,Saxony,Upper Secondary Level,No,0.26864,194,346,0.22186,0.31541
1994,Saxony,Second Stage of Tertiary Education,Yes,0.45175,116,184,0.37964,0.52386
1994,Saxony,Second Stage of Tertiary Education,No,0.23465,68,184,0.17325,0.29605
1994,Saxony-Anhalt,Upper Secondary Level,Yes,0.21795,103,222,0.16352,0.27239
1994,Saxony-Anhalt,Upper Secondary Level,No,0.26712,119,222,0.20879,0.32546
1994,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.37265,62,113,0.28311,0.46220
1994,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.28641,51,113,0.20269,0.37014
1994,Thuringa,Upper Secondary Level,Yes,0.23567,110,231,0.18082,0.29052
1994,Thuringa,Upper Secondary Level,No,0.23993,121,231,0.18474,0.29512
1994,Thuringa,Second Stage of Tertiary Education,Yes,0.41598,50,89,0.31300,0.51896
1994,Thuringa,Second Stage of Tertiary Education,No,0.30895,39,89,0.21241,0.40549
1995,Schleswig-Holstein,Upper Secondary Level,Yes,0.28987,50,96,0.19863,0.38110
1995,Schleswig-Holstein,Upper Secondary Level,No,0.25721,46,96,0.16931,0.34511
1995,Lower Saxony,Lower Secondary Level,Yes,0.11568,36,95,0.05102,0.18034
1995,Lower Saxony,Lower Secondary Level,No,0.22023,59,95,0.13645,0.30400
1995,Lower Saxony,Upper Secondary Level,Yes,0.25877,139,313,0.21017,0.30736
1995,Lower Saxony,Upper Secondary Level,No,0.29872,174,313,0.24793,0.34950
1995,Lower Saxony,Second Stage of Tertiary Education,Yes,0.32975,32,75,0.22264,0.43687
1995,Lower Saxony,Second Stage of Tertiary Education,No,0.42663,43,75,0.31395,0.53932
1995,North Rhine-Westphalia,Primary Level,No,0.34141,47,47,0.20438,0.47845
1995,North Rhine-Westphalia,Lower Secondary Level,Yes,0.12121,70,236,0.07948,0.16294
1995,North Rhine-Westphalia,Lower Secondary Level,No,0.24203,166,236,0.18727,0.29679
1995,North Rhine-Westphalia,Upper Secondary Level,Yes,0.23153,317,762,0.20156,0.26150
1995,North Rhine-Westphalia,Upper Secondary Level,No,0.32470,445,762,0.29143,0.35797
1995,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.30299,34,79,0.20101,0.40498
1995,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.40829,45,79,0.29921,0.51738
1995,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.29045,46,104,0.20278,0.37813
1995,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.39980,58,104,0.30520,0.49440
1995,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.39409,110,223,0.32981,0.45838
1995,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.40128,113,223,0.33680,0.46575
1995,Hesse,Lower Secondary Level,No,0.26414,83,83,0.16872,0.35957
1995,Hesse,Upper Secondary Level,Yes,0.22387,101,279,0.17487,0.27287
1995,Hesse,Upper Secondary Level,No,0.31628,178,279,0.26162,0.37095
1995,Hesse,Second Stage of Tertiary Education,Yes,0.30851,36,82,0.20793,0.40910
1995,Hesse,Second Stage of Tertiary Education,No,0.41071,46,82,0.30357,0.51784
1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.24643,64,64,0.14001,0.35284
1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.24803,87,211,0.18962,0.30644
1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.33564,124,211,0.27178,0.39951
1995,Baden-Wuerttemberg,Primary Level,No,0.34726,62,62,0.22778,0.46674
1995,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.13828,69,231,0.09367,0.18289
1995,Baden-Wuerttemberg,Lower Secondary Level,No,0.26137,162,231,0.20459,0.31816
1995,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.23991,191,512,0.20288,0.27693
1995,Baden-Wuerttemberg,Upper Secondary Level,No,0.32376,321,512,0.28319,0.36433
1995,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.34711,36,36,0.18940,0.50483
1995,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.40036,60,102,0.30480,0.49591
1995,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.36603,42,102,0.27208,0.45998
1995,Bavaria,Lower Secondary Level,Yes,0.08663,40,173,0.04459,0.12867
1995,Bavaria,Lower Secondary Level,No,0.28353,133,173,0.21617,0.35089
1995,Bavaria,Upper Secondary Level,Yes,0.22265,212,559,0.18814,0.25717
1995,Bavaria,Upper Secondary Level,No,0.37800,347,559,0.33776,0.41823
1995,Bavaria,First Stage of Tertiary Education,No,0.32016,37,37,0.16776,0.47256
1995,Bavaria,Second Stage of Tertiary Education,Yes,0.37039,69,127,0.28607,0.45471
1995,Bavaria,Second Stage of Tertiary Education,No,0.31620,58,127,0.23500,0.39739
1995,Berlin,Upper Secondary Level,Yes,0.27049,73,155,0.20033,0.34065
1995,Berlin,Upper Secondary Level,No,0.28551,82,155,0.21418,0.35685
1995,Berlin,Second Stage of Tertiary Education,Yes,0.34215,50,100,0.24870,0.43561
1995,Berlin,Second Stage of Tertiary Education,No,0.31135,50,100,0.22014,0.40256
1995,Brandenburg,Upper Secondary Level,Yes,0.17056,56,181,0.11561,0.22550
1995,Brandenburg,Upper Secondary Level,No,0.36801,125,181,0.29756,0.43846
1995,Brandenburg,Second Stage of Tertiary Education,Yes,0.35318,56,100,0.25903,0.44733
1995,Brandenburg,Second Stage of Tertiary Education,No,0.30492,44,100,0.21424,0.39561
1995,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.23323,68,146,0.16440,0.30206
1995,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.32565,78,146,0.24938,0.40193
1995,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.28110,32,66,0.17181,0.39038
1995,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.34641,34,66,0.23073,0.46208
1995,Saxony,Lower Secondary Level,No,0.21362,34,34,0.07378,0.35346
1995,Saxony,Upper Secondary Level,Yes,0.23842,170,348,0.19358,0.28325
1995,Saxony,Upper Secondary Level,No,0.24210,178,348,0.19703,0.28717
1995,Saxony,Second Stage of Tertiary Education,Yes,0.43986,110,179,0.36694,0.51278
1995,Saxony,Second Stage of Tertiary Education,No,0.26901,69,179,0.20387,0.33416
1995,Saxony-Anhalt,Upper Secondary Level,Yes,0.20082,89,218,0.14752,0.25412
1995,Saxony-Anhalt,Upper Secondary Level,No,0.31145,129,218,0.24983,0.37306
1995,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.32605,55,111,0.23844,0.41365
1995,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.32075,56,111,0.23353,0.40798
1995,Thuringa,Upper Secondary Level,Yes,0.23297,105,230,0.17821,0.28772
1995,Thuringa,Upper Secondary Level,No,0.25275,125,230,0.19646,0.30904
1995,Thuringa,Second Stage of Tertiary Education,Yes,0.44425,53,93,0.34271,0.54578
1995,Thuringa,Second Stage of Tertiary Education,No,0.32548,40,93,0.22973,0.42122
1996,Schleswig-Holstein,Upper Secondary Level,Yes,0.28959,48,103,0.20156,0.37761
1996,Schleswig-Holstein,Upper Secondary Level,No,0.32792,55,103,0.23681,0.41902
1996,Lower Saxony,Lower Secondary Level,No,0.22841,60,60,0.12129,0.33553
1996,Lower Saxony,Upper Secondary Level,Yes,0.23941,134,316,0.19229,0.28654
1996,Lower Saxony,Upper Secondary Level,No,0.31927,182,316,0.26779,0.37075
1996,Lower Saxony,First Stage of Tertiary Education,Yes,0.37566,31,31,0.20236,0.54897
1996,Lower Saxony,Second Stage of Tertiary Education,Yes,0.31147,40,83,0.21123,0.41170
1996,Lower Saxony,Second Stage of Tertiary Education,No,0.45651,43,83,0.34870,0.56433
1996,North Rhine-Westphalia,Primary Level,No,0.34187,45,45,0.20171,0.48203
1996,North Rhine-Westphalia,Lower Secondary Level,Yes,0.11422,65,233,0.07329,0.15515
1996,North Rhine-Westphalia,Lower Secondary Level,No,0.25084,168,233,0.19505,0.30662
1996,North Rhine-Westphalia,Upper Secondary Level,Yes,0.21040,289,743,0.18107,0.23972
1996,North Rhine-Westphalia,Upper Secondary Level,No,0.33622,454,743,0.30222,0.37021
1996,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.30930,39,80,0.20738,0.41123
1996,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.34447,41,80,0.23968,0.44926
1996,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.35108,48,103,0.25845,0.44371
1996,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.36712,55,103,0.27358,0.46067
1996,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.36744,103,215,0.30285,0.43204
1996,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.39552,112,215,0.33001,0.46103
