year,bula_h,sex,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,"Rhineland-Palatinate, Saarland",male,Yes,0.17603,185,277,0.13110,0.22096
2011,"Rhineland-Palatinate, Saarland",male,No,0.10996,92,277,0.07305,0.14687
2011,"Rhineland-Palatinate, Saarland",female,Yes,0.15103,151,242,0.10582,0.19624
2011,"Rhineland-Palatinate, Saarland",female,No,0.08551,91,242,0.05020,0.12082
2011,Baden-Wuerttemberg,male,Yes,0.30434,638,770,0.27182,0.33686
2011,Baden-Wuerttemberg,male,No,0.07211,132,770,0.05383,0.09040
2011,Baden-Wuerttemberg,female,Yes,0.19041,411,560,0.15786,0.22295
2011,Baden-Wuerttemberg,female,No,0.06396,149,560,0.04367,0.08424
2011,Bavaria,male,Yes,0.28302,708,903,0.25362,0.31242
2011,Bavaria,male,No,0.08001,195,903,0.06230,0.09771
2011,Bavaria,female,Yes,0.20067,591,804,0.17297,0.22837
2011,Bavaria,female,No,0.07961,213,804,0.06088,0.09833
2011,Berlin,male,Yes,0.21343,120,151,0.14786,0.27900
2011,Berlin,male,No,0.05634,31,151,0.01944,0.09324
2011,Berlin,female,Yes,0.20632,151,196,0.14952,0.26312
2011,Berlin,female,No,0.05915,45,196,0.02604,0.09226
2011,Brandenburg,male,Yes,0.20198,123,184,0.14381,0.26015
2011,Brandenburg,male,No,0.12157,61,184,0.07422,0.16891
2011,Brandenburg,female,Yes,0.20485,141,199,0.14863,0.26107
2011,Brandenburg,female,No,0.06829,58,199,0.03316,0.10343
2011,Mecklenburg-Western Pomerania,male,Yes,0.20403,73,109,0.12802,0.28003
2011,Mecklenburg-Western Pomerania,male,No,0.10867,36,109,0.04997,0.16737
2011,Mecklenburg-Western Pomerania,female,Yes,0.16161,71,107,0.09153,0.23168
2011,Mecklenburg-Western Pomerania,female,No,0.08343,36,107,0.03079,0.13608
2011,Saxony,male,Yes,0.24954,261,381,0.20603,0.29305
2011,Saxony,male,No,0.11365,120,381,0.08173,0.14556
2011,Saxony,female,Yes,0.22358,242,331,0.17863,0.26853
2011,Saxony,female,No,0.07852,89,331,0.04950,0.10755
2011,Saxony-Anhalt,male,Yes,0.21626,132,192,0.15787,0.27465
2011,Saxony-Anhalt,male,No,0.11410,60,192,0.06901,0.15919
2011,Saxony-Anhalt,female,Yes,0.17711,143,199,0.12393,0.23029
2011,Saxony-Anhalt,female,No,0.08017,56,199,0.04235,0.11800
2011,Thuringa,male,Yes,0.22899,145,201,0.17075,0.28722
2011,Thuringa,male,No,0.08708,56,201,0.04800,0.12615
2011,Thuringa,female,Yes,0.17951,132,203,0.12658,0.23243
2011,Thuringa,female,No,0.09250,71,203,0.05254,0.13245
2012,Schleswig-Holstein,male,Yes,0.25632,152,199,0.19551,0.31714
2012,Schleswig-Holstein,male,No,0.06455,47,199,0.03032,0.09878
2012,Schleswig-Holstein,female,Yes,0.16719,128,185,0.11328,0.22111
2012,Schleswig-Holstein,female,No,0.07088,57,185,0.03380,0.10796
2012,Hamburg,male,Yes,0.19448,51,51,0.08477,0.30419
2012,Hamburg,female,Yes,0.17468,49,49,0.06727,0.28210
2012,Lower Saxony,male,Yes,0.25516,376,493,0.21663,0.29368
2012,Lower Saxony,male,No,0.09327,117,493,0.06757,0.11897
2012,Lower Saxony,female,Yes,0.19038,311,439,0.15362,0.22715
2012,Lower Saxony,female,No,0.07368,128,439,0.04921,0.09814
2012,North Rhine-Westphalia,male,Yes,0.24493,748,1004,0.21832,0.27155
2012,North Rhine-Westphalia,male,No,0.08261,256,1004,0.06557,0.09964
2012,North Rhine-Westphalia,female,Yes,0.16474,610,902,0.14052,0.18896
2012,North Rhine-Westphalia,female,No,0.08247,292,902,0.06451,0.10043
2012,Hesse,male,Yes,0.23960,271,389,0.19713,0.28207
2012,Hesse,male,No,0.10695,118,389,0.07620,0.13770
2012,Hesse,female,Yes,0.21588,281,388,0.17489,0.25687
2012,Hesse,female,No,0.07662,107,388,0.05012,0.10312
2012,"Rhineland-Palatinate, Saarland",male,Yes,0.20587,186,280,0.15843,0.25332
2012,"Rhineland-Palatinate, Saarland",male,No,0.12049,94,280,0.08229,0.15869
2012,"Rhineland-Palatinate, Saarland",female,Yes,0.17679,168,257,0.13006,0.22353
2012,"Rhineland-Palatinate, Saarland",female,No,0.08737,89,257,0.05278,0.12196
2012,Baden-Wuerttemberg,male,Yes,0.31010,605,758,0.27715,0.34305
2012,Baden-Wuerttemberg,male,No,0.07442,153,758,0.05573,0.09312
2012,Baden-Wuerttemberg,female,Yes,0.19705,439,609,0.16543,0.22867
2012,Baden-Wuerttemberg,female,No,0.07776,170,609,0.05648,0.09905
2012,Bavaria,male,Yes,0.27498,697,930,0.24627,0.30369
2012,Bavaria,male,No,0.09532,233,930,0.07644,0.11421
2012,Bavaria,female,Yes,0.20564,576,846,0.17838,0.23289
2012,Bavaria,female,No,0.07848,270,846,0.06035,0.09661
2012,Berlin,male,Yes,0.25050,132,178,0.18666,0.31433
2012,Berlin,male,No,0.07377,46,178,0.03526,0.11228
2012,Berlin,female,Yes,0.21493,150,198,0.15757,0.27230
2012,Berlin,female,No,0.06886,48,198,0.03350,0.10422
2012,Brandenburg,male,Yes,0.18655,113,165,0.12693,0.24617
2012,Brandenburg,male,No,0.10183,52,165,0.05554,0.14812
2012,Brandenburg,female,Yes,0.19443,139,197,0.13902,0.24983
2012,Brandenburg,female,No,0.10979,58,197,0.06602,0.15355
2012,Mecklenburg-Western Pomerania,male,Yes,0.23069,70,111,0.15196,0.30942
2012,Mecklenburg-Western Pomerania,male,No,0.13407,41,111,0.07040,0.19775
2012,Mecklenburg-Western Pomerania,female,Yes,0.15840,75,110,0.08985,0.22694
2012,Mecklenburg-Western Pomerania,female,No,0.08595,35,110,0.03333,0.13856
2012,Saxony,male,Yes,0.24991,263,382,0.20644,0.29339
2012,Saxony,male,No,0.11883,119,382,0.08634,0.15132
2012,Saxony,female,Yes,0.20871,247,357,0.16649,0.25092
2012,Saxony,female,No,0.08777,110,357,0.05838,0.11716
2012,Saxony-Anhalt,male,Yes,0.21178,138,183,0.15242,0.27114
2012,Saxony-Anhalt,male,No,0.10398,45,183,0.05964,0.14833
2012,Saxony-Anhalt,female,Yes,0.16013,134,192,0.10812,0.21214
2012,Saxony-Anhalt,female,No,0.08093,58,192,0.04225,0.11961
2012,Thuringa,male,Yes,0.18268,120,197,0.12858,0.23677
2012,Thuringa,male,No,0.15041,77,197,0.10036,0.20046
2012,Thuringa,female,Yes,0.18305,137,195,0.12863,0.23747
2012,Thuringa,female,No,0.07780,58,195,0.04011,0.11550
2013,Schleswig-Holstein,male,Yes,0.24406,160,205,0.18512,0.30300
2013,Schleswig-Holstein,male,No,0.06550,45,205,0.03155,0.09945
2013,Schleswig-Holstein,female,Yes,0.15558,124,177,0.10203,0.20913
2013,Schleswig-Holstein,female,No,0.07632,53,177,0.03710,0.11555
2013,Hamburg,male,Yes,0.24305,73,73,0.14397,0.34213
2013,Hamburg,female,Yes,0.14662,47,47,0.04440,0.24884
2013,Lower Saxony,male,Yes,0.24163,389,554,0.20595,0.27730
2013,Lower Saxony,male,No,0.09875,165,554,0.07388,0.12361
2013,Lower Saxony,female,Yes,0.20609,373,519,0.17125,0.24092
2013,Lower Saxony,female,No,0.07425,146,519,0.05167,0.09683
2013,Bremen,female,Yes,0.18151,36,36,0.05381,0.30920
2013,North Rhine-Westphalia,male,Yes,0.23352,862,1158,0.20914,0.25790
2013,North Rhine-Westphalia,male,No,0.08473,296,1158,0.06869,0.10078
2013,North Rhine-Westphalia,female,Yes,0.15937,674,982,0.13647,0.18228
2013,North Rhine-Westphalia,female,No,0.07240,308,982,0.05619,0.08862
2013,Hesse,male,Yes,0.26194,344,446,0.22109,0.30280
2013,Hesse,male,No,0.08415,102,446,0.05835,0.10994
2013,Hesse,female,Yes,0.19022,283,414,0.15237,0.22807
2013,Hesse,female,No,0.08408,131,414,0.05732,0.11085
2013,"Rhineland-Palatinate, Saarland",male,Yes,0.20513,230,323,0.16102,0.24923
2013,"Rhineland-Palatinate, Saarland",male,No,0.09791,93,323,0.06545,0.13038
2013,"Rhineland-Palatinate, Saarland",female,Yes,0.18485,195,270,0.13846,0.23124
2013,"Rhineland-Palatinate, Saarland",female,No,0.05772,75,270,0.02985,0.08558
2013,Baden-Wuerttemberg,male,Yes,0.29260,651,838,0.26177,0.32342
2013,Baden-Wuerttemberg,male,No,0.08235,187,838,0.06373,0.10097
2013,Baden-Wuerttemberg,female,Yes,0.19051,488,663,0.16059,0.22042
2013,Baden-Wuerttemberg,female,No,0.06104,175,663,0.04280,0.07928
2013,Bavaria,male,Yes,0.24756,712,960,0.22024,0.27488
2013,Bavaria,male,No,0.09265,248,960,0.07430,0.11100
2013,Bavaria,female,Yes,0.18099,618,876,0.15548,0.20650
2013,Bavaria,female,No,0.08286,258,876,0.06460,0.10113
2013,Berlin,male,Yes,0.22933,131,176,0.16704,0.29161
2013,Berlin,male,No,0.06329,45,176,0.02722,0.09937
2013,Berlin,female,Yes,0.19967,155,200,0.14413,0.25521
2013,Berlin,female,No,0.05686,45,200,0.02468,0.08904
2013,Brandenburg,male,Yes,0.15042,112,163,0.09537,0.20547
2013,Brandenburg,male,No,0.11401,51,163,0.06507,0.16295
2013,Brandenburg,female,Yes,0.18965,138,188,0.13346,0.24584
2013,Brandenburg,female,No,0.07946,50,188,0.04070,0.11823
2013,Mecklenburg-Western Pomerania,male,Yes,0.20461,65,65,0.10578,0.30345
2013,Mecklenburg-Western Pomerania,female,Yes,0.21040,84,115,0.13558,0.28522
2013,Mecklenburg-Western Pomerania,female,No,0.08295,31,115,0.03232,0.13358
2013,Saxony,male,Yes,0.25728,240,348,0.21129,0.30328
2013,Saxony,male,No,0.09765,108,348,0.06642,0.12888
2013,Saxony,female,Yes,0.22222,229,333,0.17750,0.26695
2013,Saxony,female,No,0.08766,104,333,0.05724,0.11808
2013,Saxony-Anhalt,male,Yes,0.18604,130,188,0.13026,0.24181
2013,Saxony-Anhalt,male,No,0.13467,58,188,0.08574,0.18359
2013,Saxony-Anhalt,female,Yes,0.17472,145,192,0.12086,0.22857
2013,Saxony-Anhalt,female,No,0.06787,47,192,0.03220,0.10354
2013,Thuringa,male,Yes,0.21507,124,183,0.15538,0.27477
2013,Thuringa,male,No,0.09207,59,183,0.05006,0.13407
2013,Thuringa,female,Yes,0.21801,132,186,0.15851,0.27751
2013,Thuringa,female,No,0.05174,54,186,0.01982,0.08366
2014,Schleswig-Holstein,male,Yes,0.23828,126,169,0.17385,0.30270
2014,Schleswig-Holstein,male,No,0.07991,43,169,0.03891,0.12091
2014,Schleswig-Holstein,female,Yes,0.14459,112,152,0.08849,0.20068
2014,Schleswig-Holstein,female,No,0.04512,40,152,0.01201,0.07822
2014,Hamburg,male,Yes,0.24790,50,50,0.12700,0.36881
2014,Hamburg,female,Yes,0.13029,38,38,0.02182,0.23876
2014,Lower Saxony,male,Yes,0.25157,370,502,0.21357,0.28957
2014,Lower Saxony,male,No,0.09380,132,502,0.06827,0.11933
2014,Lower Saxony,female,Yes,0.19693,306,451,0.16019,0.23368
2014,Lower Saxony,female,No,0.08033,145,451,0.05521,0.10544
2014,Bremen,female,Yes,0.23173,33,33,0.08553,0.37792
2014,North Rhine-Westphalia,male,Yes,0.22651,729,978,0.20026,0.25276
2014,North Rhine-Westphalia,male,No,0.07419,249,978,0.05775,0.09062
2014,North Rhine-Westphalia,female,Yes,0.19189,651,939,0.16669,0.21709
2014,North Rhine-Westphalia,female,No,0.07630,288,939,0.05931,0.09329
2014,Hesse,male,Yes,0.26101,290,383,0.21697,0.30505
2014,Hesse,male,No,0.09715,93,383,0.06745,0.12685
2014,Hesse,female,Yes,0.21152,261,377,0.17024,0.25280
2014,Hesse,female,No,0.08222,116,377,0.05446,0.10999
2014,"Rhineland-Palatinate, Saarland",male,Yes,0.21221,212,284,0.16458,0.25985
2014,"Rhineland-Palatinate, Saarland",male,No,0.08234,72,284,0.05032,0.11437
2014,"Rhineland-Palatinate, Saarland",female,Yes,0.17898,178,262,0.13247,0.22548
2014,"Rhineland-Palatinate, Saarland",female,No,0.07421,84,262,0.04241,0.10601
2014,Baden-Wuerttemberg,male,Yes,0.29545,567,692,0.26143,0.32947
2014,Baden-Wuerttemberg,male,No,0.06065,125,692,0.04286,0.07845
2014,Baden-Wuerttemberg,female,Yes,0.18984,395,577,0.15782,0.22187
2014,Baden-Wuerttemberg,female,No,0.06583,182,577,0.04558,0.08608
2014,Bavaria,male,Yes,0.26723,674,930,0.23877,0.29569
2014,Bavaria,male,No,0.10950,256,930,0.08942,0.12958
2014,Bavaria,female,Yes,0.21164,602,886,0.18473,0.23855
2014,Bavaria,female,No,0.08297,284,886,0.06480,0.10115
2014,Berlin,male,Yes,0.23134,126,163,0.16641,0.29628
2014,Berlin,male,No,0.06971,37,163,0.03049,0.10892
2014,Berlin,female,Yes,0.23317,151,198,0.17412,0.29222
2014,Berlin,female,No,0.06957,47,198,0.03404,0.10509
2014,Brandenburg,male,Yes,0.17022,111,155,0.11086,0.22958
2014,Brandenburg,male,No,0.07998,44,155,0.03714,0.12283
2014,Brandenburg,female,Yes,0.15825,114,166,0.10256,0.21394
2014,Brandenburg,female,No,0.09522,52,166,0.05043,0.14001
2014,Mecklenburg-Western Pomerania,male,Yes,0.20720,56,56,0.10009,0.31432
2014,Mecklenburg-Western Pomerania,female,Yes,0.20637,76,76,0.11478,0.29796
2014,Saxony,male,Yes,0.25323,214,323,0.20573,0.30073
2014,Saxony,male,No,0.13634,109,323,0.09886,0.17383
2014,Saxony,female,Yes,0.22019,214,304,0.17354,0.26685
2014,Saxony,female,No,0.08771,90,304,0.05586,0.11956
2014,Saxony-Anhalt,male,Yes,0.24570,127,170,0.18080,0.31061
2014,Saxony-Anhalt,male,No,0.07322,43,170,0.03395,0.11250
2014,Saxony-Anhalt,female,Yes,0.14601,110,164,0.09180,0.20023
2014,Saxony-Anhalt,female,No,0.07833,54,164,0.03708,0.11958
2014,Thuringa,male,Yes,0.22851,137,183,0.16751,0.28951
2014,Thuringa,male,No,0.10794,46,183,0.06286,0.15302
2014,Thuringa,female,Yes,0.17011,127,179,0.11491,0.22531
2014,Thuringa,female,No,0.08623,52,179,0.04499,0.12746
2015,Schleswig-Holstein,male,Yes,0.27236,120,158,0.20273,0.34200
2015,Schleswig-Holstein,male,No,0.08369,38,158,0.04037,0.12701
2015,Schleswig-Holstein,female,Yes,0.21008,124,166,0.14793,0.27224
2015,Schleswig-Holstein,female,No,0.06607,42,166,0.02816,0.10397
2015,Hamburg,male,Yes,0.18224,50,50,0.07415,0.29033
2015,Hamburg,female,Yes,0.15770,46,46,0.05121,0.26419
2015,Lower Saxony,male,Yes,0.25004,369,485,0.21146,0.28862
2015,Lower Saxony,male,No,0.07691,116,485,0.05317,0.10065
2015,Lower Saxony,female,Yes,0.21305,320,447,0.17505,0.25106
2015,Lower Saxony,female,No,0.07638,127,447,0.05173,0.10103
2015,Bremen,female,Yes,0.23762,31,31,0.08531,0.38993
2015,North Rhine-Westphalia,male,Yes,0.22274,693,895,0.19547,0.25002
2015,North Rhine-Westphalia,male,No,0.06492,202,895,0.04877,0.08107
2015,North Rhine-Westphalia,female,Yes,0.18290,609,810,0.15626,0.20954
2015,North Rhine-Westphalia,female,No,0.06125,201,810,0.04472,0.07777
2015,Hesse,male,Yes,0.27649,294,388,0.23193,0.32105
2015,Hesse,male,No,0.08936,94,388,0.06094,0.11778
2015,Hesse,female,Yes,0.19045,257,359,0.14978,0.23113
2015,Hesse,female,No,0.09548,102,359,0.06504,0.12592
2015,"Rhineland-Palatinate, Saarland",male,Yes,0.25925,222,283,0.20810,0.31040
2015,"Rhineland-Palatinate, Saarland",male,No,0.08477,61,283,0.05226,0.11728
2015,"Rhineland-Palatinate, Saarland",female,Yes,0.18494,168,225,0.13410,0.23579
2015,"Rhineland-Palatinate, Saarland",female,No,0.05937,57,225,0.02842,0.09032
2015,Baden-Wuerttemberg,male,Yes,0.30605,596,718,0.27231,0.33978
2015,Baden-Wuerttemberg,male,No,0.06015,122,718,0.04274,0.07755
2015,Baden-Wuerttemberg,female,Yes,0.22303,457,570,0.18882,0.25723
2015,Baden-Wuerttemberg,female,No,0.04464,113,570,0.02767,0.06161
2015,Bavaria,male,Yes,0.28719,709,922,0.25797,0.31641
2015,Bavaria,male,No,0.09158,213,922,0.07295,0.11020
2015,Bavaria,female,Yes,0.21973,651,847,0.19183,0.24763
2015,Bavaria,female,No,0.05748,196,847,0.04179,0.07316
2015,Berlin,male,Yes,0.22647,124,155,0.16036,0.29257
2015,Berlin,male,No,0.05332,31,155,0.01784,0.08881
2015,Berlin,female,Yes,0.22281,134,171,0.16026,0.28537
2015,Berlin,female,No,0.07316,37,171,0.03401,0.11230
2015,Brandenburg,male,Yes,0.16987,99,143,0.10811,0.23164
2015,Brandenburg,male,No,0.10194,44,143,0.05217,0.15171
2015,Brandenburg,female,Yes,0.19911,135,173,0.13943,0.25879
2015,Brandenburg,female,No,0.05554,38,173,0.02131,0.08977
2015,Mecklenburg-Western Pomerania,male,Yes,0.16710,45,45,0.05687,0.27733
2015,Mecklenburg-Western Pomerania,female,Yes,0.20005,72,72,0.10700,0.29311
2015,Saxony,male,Yes,0.25477,205,289,0.20445,0.30510
2015,Saxony,male,No,0.12538,84,289,0.08713,0.16362
2015,Saxony,female,Yes,0.25050,216,289,0.20046,0.30055
2015,Saxony,female,No,0.07069,73,289,0.04108,0.10029
2015,Saxony-Anhalt,male,Yes,0.20724,109,151,0.14238,0.27211
2015,Saxony-Anhalt,male,No,0.12416,42,151,0.07138,0.17693
2015,Saxony-Anhalt,female,Yes,0.18164,126,161,0.12190,0.24138
2015,Saxony-Anhalt,female,No,0.05211,35,161,0.01767,0.08655
2015,Thuringa,male,Yes,0.25955,138,176,0.19460,0.32450
2015,Thuringa,male,No,0.04879,38,176,0.01687,0.08071
2015,Thuringa,female,Yes,0.20150,122,168,0.14066,0.26233
2015,Thuringa,female,No,0.08509,46,168,0.04277,0.12741
2016,Schleswig-Holstein,male,Yes,0.28196,112,112,0.19825,0.36566
2016,Schleswig-Holstein,female,Yes,0.16535,106,148,0.10529,0.22540
2016,Schleswig-Holstein,female,No,0.09394,42,148,0.04678,0.14110
2016,Hamburg,male,Yes,0.18018,46,46,0.06789,0.29248
2016,Hamburg,female,Yes,0.18718,47,47,0.07446,0.29990
2016,Lower Saxony,male,Yes,0.27878,358,462,0.23785,0.31972
2016,Lower Saxony,male,No,0.09503,104,462,0.06826,0.12180
2016,Lower Saxony,female,Yes,0.21682,348,462,0.17920,0.25443
2016,Lower Saxony,female,No,0.09531,114,462,0.06851,0.12212
2016,North Rhine-Westphalia,male,Yes,0.22587,644,836,0.19751,0.25423
2016,North Rhine-Westphalia,male,No,0.06515,192,836,0.04841,0.08189
2016,North Rhine-Westphalia,female,Yes,0.21929,621,830,0.19112,0.24745
2016,North Rhine-Westphalia,female,No,0.05443,209,830,0.03899,0.06988
2016,Hesse,male,Yes,0.28207,255,331,0.23352,0.33062
2016,Hesse,male,No,0.07277,76,331,0.04474,0.10080
2016,Hesse,female,Yes,0.22480,265,334,0.17996,0.26964
2016,Hesse,female,No,0.05386,69,334,0.02961,0.07810
2016,"Rhineland-Palatinate, Saarland",male,Yes,0.24264,207,266,0.19102,0.29425
2016,"Rhineland-Palatinate, Saarland",male,No,0.09683,59,266,0.06122,0.13243
2016,"Rhineland-Palatinate, Saarland",female,Yes,0.18928,175,242,0.13983,0.23874
2016,"Rhineland-Palatinate, Saarland",female,No,0.07264,67,242,0.03987,0.10541
2016,Baden-Wuerttemberg,male,Yes,0.31465,529,635,0.27851,0.35080
2016,Baden-Wuerttemberg,male,No,0.06711,106,635,0.04763,0.08658
2016,Baden-Wuerttemberg,female,Yes,0.22715,442,591,0.19334,0.26096
2016,Baden-Wuerttemberg,female,No,0.07001,149,591,0.04942,0.09060
2016,Bavaria,male,Yes,0.29442,625,798,0.26278,0.32606
2016,Bavaria,male,No,0.07379,173,798,0.05564,0.09194
2016,Bavaria,female,Yes,0.21597,567,785,0.18716,0.24477
2016,Bavaria,female,No,0.07946,218,785,0.06053,0.09839
2016,Berlin,male,Yes,0.21106,110,142,0.14371,0.27842
2016,Berlin,male,No,0.07829,32,142,0.03395,0.12262
2016,Berlin,female,Yes,0.27086,144,178,0.20539,0.33633
2016,Berlin,female,No,0.05731,34,178,0.02306,0.09155
2016,Brandenburg,male,Yes,0.20065,104,144,0.13501,0.26629
2016,Brandenburg,male,No,0.07384,40,144,0.03098,0.11670
2016,Brandenburg,female,Yes,0.19650,129,163,0.13531,0.25769
2016,Brandenburg,female,No,0.07524,34,163,0.03462,0.11586
2016,Mecklenburg-Western Pomerania,male,Yes,0.19491,56,56,0.09022,0.29960
2016,Mecklenburg-Western Pomerania,female,Yes,0.19703,66,66,0.10033,0.29373
2016,Saxony,male,Yes,0.27769,207,283,0.22542,0.32996
2016,Saxony,male,No,0.11757,76,283,0.07998,0.15517
2016,Saxony,female,Yes,0.22846,197,284,0.17954,0.27738
2016,Saxony,female,No,0.08575,87,284,0.05313,0.11838
2016,Saxony-Anhalt,male,Yes,0.23841,111,111,0.15878,0.31804
2016,Saxony-Anhalt,female,Yes,0.16408,116,159,0.10633,0.22183
2016,Saxony-Anhalt,female,No,0.06476,43,159,0.02638,0.10313
2016,Thuringa,male,Yes,0.25601,121,169,0.19001,0.32200
2016,Thuringa,male,No,0.12167,48,169,0.07224,0.17110
2016,Thuringa,female,Yes,0.19112,120,161,0.13020,0.25205
2016,Thuringa,female,No,0.08428,41,161,0.04123,0.12732
2017,Schleswig-Holstein,male,Yes,0.22747,139,176,0.16536,0.28958
2017,Schleswig-Holstein,male,No,0.06089,37,176,0.02546,0.09632
2017,Schleswig-Holstein,female,Yes,0.19674,143,182,0.13883,0.25466
2017,Schleswig-Holstein,female,No,0.07002,39,182,0.03284,0.10720
2017,Hamburg,male,Yes,0.18600,47,47,0.07355,0.29844
2017,Hamburg,female,Yes,0.15591,51,51,0.05535,0.25646
2017,Lower Saxony,male,Yes,0.24361,377,503,0.20606,0.28116
2017,Lower Saxony,male,No,0.08876,126,503,0.06388,0.11364
2017,Lower Saxony,female,Yes,0.21853,389,495,0.18208,0.25497
2017,Lower Saxony,female,No,0.05561,106,495,0.03540,0.07581
2017,Bremen,female,Yes,0.18473,37,37,0.05796,0.31150
2017,North Rhine-Westphalia,male,Yes,0.22158,679,916,0.19467,0.24849
2017,North Rhine-Westphalia,male,No,0.07347,237,916,0.05657,0.09038
2017,North Rhine-Westphalia,female,Yes,0.17475,630,837,0.14901,0.20050
2017,North Rhine-Westphalia,female,No,0.05922,207,837,0.04322,0.07522
2017,Hesse,male,Yes,0.25296,284,359,0.20793,0.29799
2017,Hesse,male,No,0.07107,75,359,0.04445,0.09769
2017,Hesse,female,Yes,0.21691,283,360,0.17428,0.25955
2017,Hesse,female,No,0.05608,77,360,0.03228,0.07988
2017,"Rhineland-Palatinate, Saarland",male,Yes,0.24810,222,300,0.19915,0.29706
2017,"Rhineland-Palatinate, Saarland",male,No,0.06694,78,300,0.03861,0.09527
2017,"Rhineland-Palatinate, Saarland",female,Yes,0.17461,173,242,0.12668,0.22254
2017,"Rhineland-Palatinate, Saarland",female,No,0.06309,69,242,0.03239,0.09379
2017,Baden-Wuerttemberg,male,Yes,0.30724,578,693,0.27287,0.34162
2017,Baden-Wuerttemberg,male,No,0.05974,115,693,0.04208,0.07740
2017,Baden-Wuerttemberg,female,Yes,0.20019,470,611,0.16844,0.23195
2017,Baden-Wuerttemberg,female,No,0.07093,141,611,0.05056,0.09130
2017,Bavaria,male,Yes,0.27447,690,874,0.24487,0.30408
2017,Bavaria,male,No,0.07688,184,874,0.05921,0.09456
2017,Bavaria,female,Yes,0.20410,586,830,0.17666,0.23154
2017,Bavaria,female,No,0.08247,244,830,0.06375,0.10120
2017,Berlin,male,Yes,0.17813,114,114,0.10758,0.24868
2017,Berlin,female,Yes,0.26062,148,184,0.19702,0.32422
2017,Berlin,female,No,0.05687,36,184,0.02331,0.09042
2017,Brandenburg,male,Yes,0.19881,117,157,0.13618,0.26144
2017,Brandenburg,male,No,0.07099,40,157,0.03069,0.11129
2017,Brandenburg,female,Yes,0.17540,119,163,0.11684,0.23396
2017,Brandenburg,female,No,0.04598,44,163,0.01373,0.07823
2017,Mecklenburg-Western Pomerania,male,Yes,0.22409,57,57,0.11488,0.33331
2017,Mecklenburg-Western Pomerania,female,Yes,0.18341,71,71,0.09275,0.27407
2017,Saxony,male,Yes,0.28885,229,325,0.23950,0.33820
2017,Saxony,male,No,0.09899,96,325,0.06647,0.13152
2017,Saxony,female,Yes,0.23858,227,322,0.19196,0.28521
2017,Saxony,female,No,0.07269,95,322,0.04429,0.10110
2017,Saxony-Anhalt,male,Yes,0.20898,112,148,0.14325,0.27471
2017,Saxony-Anhalt,male,No,0.05496,36,148,0.01811,0.09180
2017,Saxony-Anhalt,female,Yes,0.17211,133,173,0.11570,0.22853
2017,Saxony-Anhalt,female,No,0.06657,40,173,0.02932,0.10383
2017,Thuringa,male,Yes,0.23821,135,180,0.17580,0.30061
2017,Thuringa,male,No,0.08926,45,180,0.04749,0.13103
2017,Thuringa,female,Yes,0.20089,123,185,0.14300,0.25879
2017,Thuringa,female,No,0.08066,62,185,0.04131,0.12001
2018,Schleswig-Holstein,male,Yes,0.24028,140,185,0.17854,0.30202
2018,Schleswig-Holstein,male,No,0.07770,45,185,0.03902,0.11638
2018,Schleswig-Holstein,female,Yes,0.21659,139,196,0.15878,0.27441
2018,Schleswig-Holstein,female,No,0.08199,57,196,0.04348,0.12050
2018,Hamburg,male,Yes,0.22065,58,58,0.11300,0.32831
2018,Hamburg,female,Yes,0.12009,53,53,0.03174,0.20844
2018,Lower Saxony,male,Yes,0.27161,385,515,0.23316,0.31006
2018,Lower Saxony,male,No,0.08371,130,515,0.05977,0.10765
2018,Lower Saxony,female,Yes,0.21292,374,512,0.17742,0.24841
2018,Lower Saxony,female,No,0.09057,138,512,0.06568,0.11545
2018,Bremen,male,Yes,0.35321,32,32,0.18495,0.52147
2018,North Rhine-Westphalia,male,Yes,0.25332,747,998,0.22633,0.28032
2018,North Rhine-Westphalia,male,No,0.07694,251,998,0.06040,0.09348
2018,North Rhine-Westphalia,female,Yes,0.19270,662,910,0.16706,0.21834
2018,North Rhine-Westphalia,female,No,0.06682,248,910,0.05059,0.08306
2018,Hesse,male,Yes,0.27078,274,371,0.22550,0.31606
2018,Hesse,male,No,0.09945,97,371,0.06896,0.12995
2018,Hesse,female,Yes,0.21346,262,346,0.17022,0.25670
2018,Hesse,female,No,0.07647,84,346,0.04843,0.10451
2018,"Rhineland-Palatinate, Saarland",male,Yes,0.24118,213,310,0.19348,0.28888
2018,"Rhineland-Palatinate, Saarland",male,No,0.10495,97,310,0.07078,0.13912
2018,"Rhineland-Palatinate, Saarland",female,Yes,0.20876,200,280,0.16107,0.25645
2018,"Rhineland-Palatinate, Saarland",female,No,0.07675,80,280,0.04551,0.10798
2018,Baden-Wuerttemberg,male,Yes,0.34524,570,695,0.30987,0.38061
2018,Baden-Wuerttemberg,male,No,0.05496,125,695,0.03800,0.07191
2018,Baden-Wuerttemberg,female,Yes,0.24049,469,616,0.20671,0.27427
2018,Baden-Wuerttemberg,female,No,0.06809,147,616,0.04818,0.08800
2018,Bavaria,male,Yes,0.29708,643,854,0.26642,0.32775
2018,Bavaria,male,No,0.09248,211,854,0.07304,0.11192
2018,Bavaria,female,Yes,0.24334,624,870,0.21481,0.27187
2018,Bavaria,female,No,0.08051,246,870,0.06242,0.09860
2018,Berlin,male,Yes,0.19719,125,179,0.13874,0.25565
