,Unnamed: 0,year,bula_h,overyn,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
354,354,2000,Thuringa,Yes,0.65641,255,8107,0.61077,0.70689
355,355,2000,Thuringa,No,0.34359,140,8107,0.31257,0.37795
356,356,2001,Schleswig-Holstein,Yes,1.0,156,5291,0.91742,1.09387
357,357,2001,Hamburg,Yes,1.0,71,5291,0.87683,1.11688
358,358,2001,Lower Saxony,Yes,1.0,428,5291,0.94973,1.06761
359,359,2001,Bremen,Yes,1.0,44,5291,0.83,1.24758
360,360,2001,North Rhine-Westphalia,Yes,1.0,1092,5291,0.96195,1.03979
361,361,2001,Hesse,Yes,1.0,364,5291,0.94032,1.06615
362,362,2001,"Rhineland-Palatinate, Saarland",Yes,1.0,282,5291,0.93684,1.06144
363,363,2001,Baden-Wuerttemberg,Yes,1.0,658,5291,0.9494,1.0477
364,364,2001,Bavaria,Yes,1.0,740,5291,0.95982,1.04321
365,365,2001,Berlin,Yes,1.0,219,5291,0.91827,1.07025
366,366,2001,Brandenburg,Yes,1.0,217,5291,0.9249,1.09672
367,367,2001,Mecklenburg-Western Pomerania,Yes,1.0,133,5291,0.87706,1.12808
368,368,2001,Saxony,Yes,1.0,417,5291,0.94832,1.05398
369,369,2001,Saxony-Anhalt,Yes,1.0,236,5291,0.92218,1.06669
370,370,2001,Thuringa,Yes,1.0,234,5291,0.92035,1.09603
371,371,2002,Schleswig-Holstein,Yes,0.70813,171,7881,0.62923,0.78709
372,372,2002,Schleswig-Holstein,No,0.29187,59,7881,0.23954,0.35238
373,373,2002,Hamburg,Yes,1.0,91,7881,0.85302,1.2095
374,374,2002,Lower Saxony,Yes,0.68935,489,7881,0.64363,0.72649
375,375,2002,Lower Saxony,No,0.31065,206,7881,0.27725,0.3429
376,376,2002,Bremen,Yes,1.0,39,7881,0.75786,1.28473
377,377,2002,North Rhine-Westphalia,Yes,0.71362,1120,7881,0.67914,0.74357
378,378,2002,North Rhine-Westphalia,No,0.28638,426,7881,0.26208,0.30856
379,379,2002,Hesse,Yes,0.70054,420,7881,0.647,0.74246
380,380,2002,Hesse,No,0.29946,176,7881,0.2637,0.33211
381,381,2002,"Rhineland-Palatinate, Saarland",Yes,0.68348,305,7881,0.6294,0.72768
382,382,2002,"Rhineland-Palatinate, Saarland",No,0.31652,119,7881,0.26501,0.3534
383,383,2002,Baden-Wuerttemberg,Yes,0.72671,729,7881,0.68565,0.77348
384,384,2002,Baden-Wuerttemberg,No,0.27329,269,7881,0.24522,0.30171
385,385,2002,Bavaria,Yes,0.67599,803,7881,0.63457,0.72928
386,386,2002,Bavaria,No,0.32401,353,7881,0.2933,0.35291
387,387,2002,Berlin,Yes,0.65415,195,7881,0.57047,0.73827
388,388,2002,Berlin,No,0.34585,84,7881,0.28868,0.41557
389,389,2002,Brandenburg,Yes,0.66382,213,7881,0.61161,0.73691
390,390,2002,Brandenburg,No,0.33618,112,7881,0.29371,0.38129
391,391,2002,Mecklenburg-Western Pomerania,Yes,0.54299,110,7881,0.46246,0.61698
392,392,2002,Mecklenburg-Western Pomerania,No,0.45701,86,7881,0.38825,0.53439
393,393,2002,Saxony,Yes,0.72331,455,7881,0.67089,0.78368
394,394,2002,Saxony,No,0.27669,159,7881,0.24545,0.30808
395,395,2002,Saxony-Anhalt,Yes,0.58347,221,7881,0.52781,0.65119
396,396,2002,Saxony-Anhalt,No,0.41653,127,7881,0.36327,0.47037
397,397,2002,Thuringa,Yes,0.66629,235,7881,0.60144,0.72303
398,398,2002,Thuringa,No,0.33371,109,7881,0.2818,0.38192
399,399,2003,Schleswig-Holstein,Yes,0.72677,146,7511,0.63068,0.82885
400,400,2003,Schleswig-Holstein,No,0.27323,52,7511,0.22919,0.32497
401,401,2003,Hamburg,Yes,1.0,84,7511,0.84252,1.16643
402,402,2003,Lower Saxony,Yes,0.69693,474,7511,0.64709,0.74246
403,403,2003,Lower Saxony,No,0.30307,220,7511,0.27205,0.33638
404,404,2003,Bremen,Yes,1.0,36,7511,0.68367,1.26848
405,405,2003,North Rhine-Westphalia,Yes,0.71638,1057,7511,0.67892,0.75808
406,406,2003,North Rhine-Westphalia,No,0.28362,406,7511,0.26505,0.30909
407,407,2003,Hesse,Yes,0.70178,388,7511,0.64953,0.76332
408,408,2003,Hesse,No,0.29822,170,7511,0.26278,0.32975
409,409,2003,"Rhineland-Palatinate, Saarland",Yes,0.60997,285,7511,0.55229,0.66259
410,410,2003,"Rhineland-Palatinate, Saarland",No,0.39003,134,7511,0.3354,0.45038
411,411,2003,Baden-Wuerttemberg,Yes,0.73661,684,7511,0.69346,0.78067
412,412,2003,Baden-Wuerttemberg,No,0.26339,262,7511,0.23804,0.29539
413,413,2003,Bavaria,Yes,0.69292,773,7511,0.64512,0.73457
414,414,2003,Bavaria,No,0.30708,343,7511,0.28155,0.33117
415,415,2003,Berlin,Yes,0.75496,206,7511,0.66972,0.8418
416,416,2003,Berlin,No,0.24504,57,7511,0.18057,0.30174
417,417,2003,Brandenburg,Yes,0.66761,198,7511,0.59915,0.73882
418,418,2003,Brandenburg,No,0.33239,105,7511,0.27813,0.39349
419,419,2003,Mecklenburg-Western Pomerania,Yes,0.61125,118,7511,0.51595,0.71109
420,420,2003,Mecklenburg-Western Pomerania,No,0.38875,64,7511,0.32253,0.47659
421,421,2003,Saxony,Yes,0.66477,413,7511,0.61137,0.7144
422,422,2003,Saxony,No,0.33523,178,7511,0.29862,0.37449
423,423,2003,Saxony-Anhalt,Yes,0.61102,203,7511,0.55026,0.67307
424,424,2003,Saxony-Anhalt,No,0.38898,105,7511,0.33284,0.44404
425,425,2003,Thuringa,Yes,0.67581,234,7511,0.60478,0.75993
426,426,2003,Thuringa,No,0.32419,116,7511,0.26703,0.38348
427,427,2004,Schleswig-Holstein,Yes,0.76076,159,7237,0.66745,0.85142
428,428,2004,Schleswig-Holstein,No,0.23924,41,7237,0.18937,0.28768
429,429,2004,Hamburg,Yes,1.0,69,7237,0.82056,1.22647
430,430,2004,Lower Saxony,Yes,0.66812,439,7237,0.61883,0.72875
431,431,2004,Lower Saxony,No,0.33188,191,7237,0.28672,0.38041
432,432,2004,Bremen,Yes,1.0,40,7237,0.6826,1.33286
433,433,2004,North Rhine-Westphalia,Yes,0.71448,1032,7237,0.68211,0.75153
434,434,2004,North Rhine-Westphalia,No,0.28552,394,7237,0.25995,0.30602
435,435,2004,Hesse,Yes,0.74046,388,7237,0.68313,0.80296
436,436,2004,Hesse,No,0.25954,140,7237,0.22177,0.29518
437,437,2004,"Rhineland-Palatinate, Saarland",Yes,0.65938,269,7237,0.59069,0.71574
438,438,2004,"Rhineland-Palatinate, Saarland",No,0.34062,116,7237,0.29137,0.39651
439,439,2004,Baden-Wuerttemberg,Yes,0.71953,661,7237,0.67049,0.77639
440,440,2004,Baden-Wuerttemberg,No,0.28047,261,7237,0.25165,0.30536
441,441,2004,Bavaria,Yes,0.70272,770,7237,0.65708,0.75089
442,442,2004,Bavaria,No,0.29728,316,7237,0.27339,0.32645
443,443,2004,Berlin,Yes,0.6839,181,7237,0.61411,0.77634
444,444,2004,Berlin,No,0.3161,82,7237,0.25667,0.36411
445,445,2004,Brandenburg,Yes,0.65543,193,7237,0.56536,0.74849
446,446,2004,Brandenburg,No,0.34457,85,7237,0.27698,0.41519
447,447,2004,Mecklenburg-Western Pomerania,Yes,0.5608,103,7237,0.47612,0.65387
448,448,2004,Mecklenburg-Western Pomerania,No,0.4392,69,7237,0.37793,0.51689
449,449,2004,Saxony,Yes,0.71163,421,7237,0.65019,0.77156
450,450,2004,Saxony,No,0.28837,153,7237,0.25479,0.32525
451,451,2004,Saxony-Anhalt,Yes,0.69097,216,7237,0.62625,0.76996
452,452,2004,Saxony-Anhalt,No,0.30903,113,7237,0.26487,0.34931
453,453,2004,Thuringa,Yes,0.6828,227,7237,0.61397,0.75146
454,454,2004,Thuringa,No,0.3172,108,7237,0.25005,0.37516
455,455,2005,Schleswig-Holstein,Yes,0.65959,112,6715,0.5716,0.74894
456,456,2005,Schleswig-Holstein,No,0.34041,54,6715,0.27299,0.40639
457,457,2005,Hamburg,Yes,1.0,68,6715,0.78482,1.24632
458,458,2005,Lower Saxony,Yes,0.68788,390,6715,0.62766,0.74467
459,459,2005,Lower Saxony,No,0.31212,167,6715,0.27476,0.36147
460,460,2005,Bremen,Yes,1.0,39,6715,0.76659,1.29506
461,461,2005,North Rhine-Westphalia,Yes,0.73941,981,6715,0.70013,0.78346
462,462,2005,North Rhine-Westphalia,No,0.26059,335,6715,0.2415,0.28559
463,463,2005,Hesse,Yes,0.69346,361,6715,0.63359,0.74606
464,464,2005,Hesse,No,0.30654,149,6715,0.26889,0.35055
465,465,2005,"Rhineland-Palatinate, Saarland",Yes,0.65181,252,6715,0.59052,0.70756
466,466,2005,"Rhineland-Palatinate, Saarland",No,0.34819,104,6715,0.28764,0.42092
467,467,2005,Baden-Wuerttemberg,Yes,0.75937,658,6715,0.71944,0.81711
468,468,2005,Baden-Wuerttemberg,No,0.24063,202,6715,0.20658,0.26658
469,469,2005,Bavaria,Yes,0.68246,699,6715,0.63958,0.73419
470,470,2005,Bavaria,No,0.31754,332,6715,0.2877,0.34544
471,471,2005,Berlin,Yes,0.7188,184,6715,0.62765,0.80847
472,472,2005,Berlin,No,0.2812,65,6715,0.23094,0.32609
473,473,2005,Brandenburg,Yes,0.67938,185,6715,0.6164,0.77676
474,474,2005,Brandenburg,No,0.32062,86,6715,0.25542,0.40433
475,475,2005,Mecklenburg-Western Pomerania,Yes,0.56387,104,6715,0.48194,0.63379
476,476,2005,Mecklenburg-Western Pomerania,No,0.43613,57,6715,0.33533,0.56488
477,477,2005,Saxony,Yes,0.68837,371,6715,0.62304,0.76186
478,478,2005,Saxony,No,0.31163,157,6715,0.28007,0.35161
479,479,2005,Saxony-Anhalt,Yes,0.64325,199,6715,0.55208,0.74786
480,480,2005,Saxony-Anhalt,No,0.35675,108,6715,0.30964,0.40594
481,481,2005,Thuringa,Yes,0.61433,194,6715,0.54234,0.68956
482,482,2005,Thuringa,No,0.38567,102,6715,0.31719,0.48653
483,483,2006,Schleswig-Holstein,Yes,0.68459,145,7421,0.59723,0.7745
484,484,2006,Schleswig-Holstein,No,0.31541,74,7421,0.2658,0.35975
485,485,2006,Hamburg,Yes,1.0,71,7421,0.79039,1.17918
486,486,2006,Lower Saxony,Yes,0.68311,418,7421,0.62665,0.74055
487,487,2006,Lower Saxony,No,0.31689,186,7421,0.28082,0.36496
488,488,2006,Bremen,Yes,1.0,39,7421,0.70346,1.31229
489,489,2006,North Rhine-Westphalia,Yes,0.74804,1106,7421,0.70846,0.78853
490,490,2006,North Rhine-Westphalia,No,0.25196,355,7421,0.23221,0.27375
491,491,2006,Hesse,Yes,0.72121,421,7421,0.67734,0.77831
492,492,2006,Hesse,No,0.27879,147,7421,0.23667,0.31585
493,493,2006,"Rhineland-Palatinate, Saarland",Yes,0.74891,309,7421,0.67897,0.82206
494,494,2006,"Rhineland-Palatinate, Saarland",No,0.25109,104,7421,0.21938,0.28888
495,495,2006,Baden-Wuerttemberg,Yes,0.74911,734,7421,0.70183,0.79986
496,496,2006,Baden-Wuerttemberg,No,0.25089,219,7421,0.22324,0.27327
497,497,2006,Bavaria,Yes,0.70942,810,7421,0.6724,0.75616
498,498,2006,Bavaria,No,0.29058,327,7421,0.26621,0.31274
499,499,2006,Berlin,Yes,0.7071,190,7421,0.6373,0.79363
500,500,2006,Berlin,No,0.2929,67,7421,0.22746,0.3635
501,501,2006,Brandenburg,Yes,0.69992,218,7421,0.61647,0.79315
502,502,2006,Brandenburg,No,0.30008,85,7421,0.24366,0.3535
503,503,2006,Mecklenburg-Western Pomerania,Yes,0.70113,126,7421,0.60728,0.81041
504,504,2006,Mecklenburg-Western Pomerania,No,0.29887,58,7421,0.23081,0.36822
505,505,2006,Saxony,Yes,0.72626,411,7421,0.6659,0.79252
506,506,2006,Saxony,No,0.27374,158,7421,0.24126,0.3041
507,507,2006,Saxony-Anhalt,Yes,0.64301,218,7421,0.56875,0.72071
508,508,2006,Saxony-Anhalt,No,0.35699,97,7421,0.28824,0.42531
509,509,2006,Thuringa,Yes,0.67898,225,7421,0.60354,0.75415
510,510,2006,Thuringa,No,0.32102,103,7421,0.26547,0.39495
511,511,2007,Schleswig-Holstein,Yes,0.68871,116,6905,0.59657,0.79554
512,512,2007,Schleswig-Holstein,No,0.31129,56,6905,0.24404,0.3759
513,513,2007,Hamburg,Yes,1.0,76,6905,0.80956,1.21627
514,514,2007,Lower Saxony,Yes,0.75685,442,6905,0.69587,0.82044
515,515,2007,Lower Saxony,No,0.24315,155,6905,0.21204,0.27669
516,516,2007,Bremen,Yes,1.0,37,6905,0.76994,1.30479
517,517,2007,North Rhine-Westphalia,Yes,0.78446,1047,6905,0.74585,0.8294
518,518,2007,North Rhine-Westphalia,No,0.21554,283,6905,0.19753,0.23464
519,519,2007,Hesse,Yes,0.76185,378,6905,0.69461,0.8224
520,520,2007,Hesse,No,0.23815,116,6905,0.20445,0.27072
521,521,2007,"Rhineland-Palatinate, Saarland",Yes,0.66015,247,6905,0.58703,0.72333
522,522,2007,"Rhineland-Palatinate, Saarland",No,0.33985,114,6905,0.28987,0.38787
523,523,2007,Baden-Wuerttemberg,Yes,0.78975,686,6905,0.7375,0.84683
524,524,2007,Baden-Wuerttemberg,No,0.21025,191,6905,0.1906,0.23397
525,525,2007,Bavaria,Yes,0.73906,781,6905,0.68698,0.78879
526,526,2007,Bavaria,No,0.26094,271,6905,0.23856,0.28746
527,527,2007,Berlin,Yes,0.74053,181,6905,0.65608,0.82485
528,528,2007,Berlin,No,0.25947,66,6905,0.21427,0.30827
529,529,2007,Brandenburg,Yes,0.61452,199,6905,0.54841,0.68363
530,530,2007,Brandenburg,No,0.38548,90,6905,0.3089,0.46414
531,531,2007,Mecklenburg-Western Pomerania,Yes,0.68224,118,6905,0.56429,0.8296
532,532,2007,Mecklenburg-Western Pomerania,No,0.31776,56,6905,0.25027,0.38778
533,533,2007,Saxony,Yes,0.70355,388,6905,0.63497,0.76624
534,534,2007,Saxony,No,0.29645,164,6905,0.25445,0.33779
535,535,2007,Saxony-Anhalt,Yes,0.69233,221,6905,0.60999,0.77388
536,536,2007,Saxony-Anhalt,No,0.30767,101,6905,0.25599,0.34737
537,537,2007,Thuringa,Yes,0.70426,231,6905,0.60898,0.8117
538,538,2007,Thuringa,No,0.29574,94,6905,0.23971,0.36152
539,539,2008,Schleswig-Holstein,Yes,0.72759,122,6787,0.62416,0.81721
540,540,2008,Schleswig-Holstein,No,0.27241,48,6787,0.2273,0.33379
541,541,2008,Hamburg,Yes,1.0,71,6787,0.82903,1.19033
542,542,2008,Lower Saxony,Yes,0.70917,414,6787,0.65518,0.75812
543,543,2008,Lower Saxony,No,0.29083,154,6787,0.25135,0.33578
544,544,2008,Bremen,Yes,1.0,37,6787,0.69095,1.36381
545,545,2008,North Rhine-Westphalia,Yes,0.74175,972,6787,0.70148,0.78814
546,546,2008,North Rhine-Westphalia,No,0.25825,320,6787,0.23718,0.28565
547,547,2008,Hesse,Yes,0.73843,369,6787,0.66571,0.80829
548,548,2008,Hesse,No,0.26157,130,6787,0.22677,0.30406
549,549,2008,"Rhineland-Palatinate, Saarland",Yes,0.61303,241,6787,0.54409,0.67665
550,550,2008,"Rhineland-Palatinate, Saarland",No,0.38697,123,6787,0.33456,0.43305
551,551,2008,Baden-Wuerttemberg,Yes,0.78108,668,6787,0.73284,0.84702
552,552,2008,Baden-Wuerttemberg,No,0.21892,201,6787,0.19486,0.24737
553,553,2008,Bavaria,Yes,0.74729,770,6787,0.69807,0.79622
554,554,2008,Bavaria,No,0.25271,282,6787,0.22587,0.27648
555,555,2008,Berlin,Yes,0.74027,189,6787,0.64846,0.81945
556,556,2008,Berlin,No,0.25973,66,6787,0.21838,0.30461
557,557,2008,Brandenburg,Yes,0.66056,185,6787,0.5628,0.75602
558,558,2008,Brandenburg,No,0.33944,72,6787,0.26451,0.41582
559,559,2008,Mecklenburg-Western Pomerania,Yes,0.58025,96,6787,0.46494,0.68691
560,560,2008,Mecklenburg-Western Pomerania,No,0.41975,69,6787,0.35308,0.5077
561,561,2008,Saxony,Yes,0.69112,394,6787,0.63145,0.76382
562,562,2008,Saxony,No,0.30888,164,6787,0.26185,0.35422
563,563,2008,Saxony-Anhalt,Yes,0.67372,231,6787,0.59394,0.75639
564,564,2008,Saxony-Anhalt,No,0.32628,99,6787,0.26964,0.38372
565,565,2008,Thuringa,Yes,0.66297,206,6787,0.57637,0.76748
566,566,2008,Thuringa,No,0.33703,94,6787,0.2675,0.40681
567,567,2009,Schleswig-Holstein,Yes,0.68686,95,5987,0.578,0.81681
568,568,2009,Schleswig-Holstein,No,0.31314,41,5987,0.24731,0.39466
569,569,2009,Hamburg,Yes,1.0,71,5987,0.80512,1.18173
570,570,2009,Lower Saxony,Yes,0.68341,371,5987,0.60954,0.75893
571,571,2009,Lower Saxony,No,0.31659,165,5987,0.27334,0.37345
572,572,2009,North Rhine-Westphalia,Yes,0.77482,832,5987,0.72729,0.8276
573,573,2009,North Rhine-Westphalia,No,0.22518,280,5987,0.20388,0.25084
574,574,2009,Hesse,Yes,0.67652,309,5987,0.60337,0.75255
575,575,2009,Hesse,No,0.32348,137,5987,0.26891,0.38366
576,576,2009,"Rhineland-Palatinate, Saarland",Yes,0.67787,208,5987,0.58912,0.75987
577,577,2009,"Rhineland-Palatinate, Saarland",No,0.32213,97,5987,0.27193,0.38314
578,578,2009,Baden-Wuerttemberg,Yes,0.69277,514,5987,0.637,0.7631
579,579,2009,Baden-Wuerttemberg,No,0.30723,213,5987,0.26866,0.35302
580,580,2009,Bavaria,Yes,0.72275,681,5987,0.66728,0.78273
581,581,2009,Bavaria,No,0.27725,283,5987,0.24571,0.31179
582,582,2009,Berlin,Yes,0.71797,166,5987,0.61109,0.82597
583,583,2009,Berlin,No,0.28203,59,5987,0.2131,0.35521
584,584,2009,Brandenburg,Yes,0.71973,171,5987,0.61168,0.84328
585,585,2009,Brandenburg,No,0.28027,70,5987,0.20375,0.37608
586,586,2009,Mecklenburg-Western Pomerania,Yes,0.52263,89,5987,0.43612,0.59224
587,587,2009,Mecklenburg-Western Pomerania,No,0.47737,65,5987,0.36579,0.60046
588,588,2009,Saxony,Yes,0.69257,366,5987,0.60726,0.7871
589,589,2009,Saxony,No,0.30743,154,5987,0.26199,0.35248
590,590,2009,Saxony-Anhalt,Yes,0.70321,207,5987,0.59357,0.82633
591,591,2009,Saxony-Anhalt,No,0.29679,81,5987,0.23275,0.37521
592,592,2009,Thuringa,Yes,0.65145,176,5987,0.55064,0.75278
593,593,2009,Thuringa,No,0.34855,86,5987,0.27195,0.43761
594,594,2010,Schleswig-Holstein,Yes,0.68676,183,8318,0.55883,0.80637
595,595,2010,Schleswig-Holstein,No,0.31324,75,8318,0.23747,0.40526
596,596,2010,Hamburg,Yes,1.0,93,8318,0.81886,1.22981
597,597,2010,Lower Saxony,Yes,0.66784,503,8318,0.59396,0.75828
598,598,2010,Lower Saxony,No,0.33216,228,8318,0.27407,0.38741
599,599,2010,Bremen,Yes,1.0,45,8318,0.58503,1.58154
600,600,2010,North Rhine-Westphalia,Yes,0.71241,1105,8318,0.66234,0.76663
601,601,2010,North Rhine-Westphalia,No,0.28759,439,8318,0.25827,0.31973
602,602,2010,Hesse,Yes,0.71261,455,8318,0.64175,0.79891
603,603,2010,Hesse,No,0.28739,186,8318,0.23754,0.34261
604,604,2010,"Rhineland-Palatinate, Saarland",Yes,0.63763,276,8318,0.55823,0.71892
605,605,2010,"Rhineland-Palatinate, Saarland",No,0.36237,168,8318,0.28938,0.43545
606,606,2010,Baden-Wuerttemberg,Yes,0.67321,754,8318,0.59949,0.74996
607,607,2010,Baden-Wuerttemberg,No,0.32679,327,8318,0.28602,0.37371
608,608,2010,Bavaria,Yes,0.68506,943,8318,0.63317,0.74751
609,609,2010,Bavaria,No,0.31494,442,8318,0.27872,0.35801
610,610,2010,Berlin,Yes,0.71541,212,8318,0.59114,0.85176
611,611,2010,Berlin,No,0.28459,81,8318,0.2174,0.3655
612,612,2010,Brandenburg,Yes,0.60307,193,8318,0.50919,0.72365
613,613,2010,Brandenburg,No,0.39693,107,8318,0.30213,0.49472
614,614,2010,Mecklenburg-Western Pomerania,Yes,0.59236,123,8318,0.48013,0.70918
615,615,2010,Mecklenburg-Western Pomerania,No,0.40764,62,8318,0.31696,0.53481
616,616,2010,Saxony,Yes,0.67296,434,8318,0.59948,0.75798
617,617,2010,Saxony,No,0.32704,203,8318,0.27588,0.3951
618,618,2010,Saxony-Anhalt,Yes,0.66543,226,8318,0.5623,0.80257
619,619,2010,Saxony-Anhalt,No,0.33457,100,8318,0.26149,0.42404
620,620,2010,Thuringa,Yes,0.61366,232,8318,0.5187,0.71893
621,621,2010,Thuringa,No,0.38634,123,8318,0.28305,0.49223
622,622,2011,Schleswig-Holstein,Yes,0.75536,269,10088,0.63904,0.85209
623,623,2011,Schleswig-Holstein,No,0.24464,96,10088,0.20541,0.29102
624,624,2011,Hamburg,Yes,1.0,98,10088,0.78342,1.27326
625,625,2011,Lower Saxony,Yes,0.7254,705,10088,0.66276,0.79001
626,626,2011,Lower Saxony,No,0.2746,258,10088,0.23997,0.31507
627,627,2011,Bremen,Yes,1.0,45,10088,0.64368,1.48024
628,628,2011,North Rhine-Westphalia,Yes,0.77957,1408,10088,0.73029,0.81661
629,629,2011,North Rhine-Westphalia,No,0.22043,443,10088,0.19864,0.24532
630,630,2011,Hesse,Yes,0.73978,555,10088,0.66808,0.80411
631,631,2011,Hesse,No,0.26022,202,10088,0.22285,0.30365
632,632,2011,"Rhineland-Palatinate, Saarland",Yes,0.62571,336,10088,0.5393,0.71148
633,633,2011,"Rhineland-Palatinate, Saarland",No,0.37429,183,10088,0.30529,0.43936
634,634,2011,Baden-Wuerttemberg,Yes,0.78319,1049,10088,0.72983,0.83849
635,635,2011,Baden-Wuerttemberg,No,0.21681,281,10088,0.18756,0.24592
636,636,2011,Bavaria,Yes,0.75004,1299,10088,0.69619,0.81244
637,637,2011,Bavaria,No,0.24996,408,10088,0.21839,0.28286
638,638,2011,Berlin,Yes,0.78362,271,10088,0.69889,0.89057
639,639,2011,Berlin,No,0.21638,76,10088,0.17201,0.26825
640,640,2011,Brandenburg,Yes,0.68118,264,10088,0.58087,0.7889
641,641,2011,Brandenburg,No,0.31882,119,10088,0.25702,0.37403
642,642,2011,Mecklenburg-Western Pomerania,Yes,0.65627,144,10088,0.53709,0.77646
643,643,2011,Mecklenburg-Western Pomerania,No,0.34373,72,10088,0.25512,0.44504
644,644,2011,Saxony,Yes,0.70974,503,10088,0.64477,0.78449
645,645,2011,Saxony,No,0.29026,209,10088,0.24542,0.32893
646,646,2011,Saxony-Anhalt,Yes,0.66956,275,10088,0.57059,0.78556
647,647,2011,Saxony-Anhalt,No,0.33044,116,10088,0.27971,0.38628
648,648,2011,Thuringa,Yes,0.6945,277,10088,0.61813,0.81055
649,649,2011,Thuringa,No,0.3055,127,10088,0.23304,0.37128
650,650,2012,Schleswig-Holstein,Yes,0.75558,280,10299,0.66029,0.86745
651,651,2012,Schleswig-Holstein,No,0.24442,104,10299,0.19913,0.29687
652,652,2012,Hamburg,Yes,1.0,100,10299,0.80656,1.19815
653,653,2012,Lower Saxony,Yes,0.72777,687,10299,0.66862,0.79547
654,654,2012,Lower Saxony,No,0.27223,245,10299,0.23838,0.30712
655,655,2012,Bremen,Yes,1.0,55,10299,0.63133,1.41044
656,656,2012,North Rhine-Westphalia,Yes,0.713,1358,10299,0.67014,0.75543
657,657,2012,North Rhine-Westphalia,No,0.287,548,10299,0.25765,0.31681
658,658,2012,Hesse,Yes,0.71239,552,10299,0.64599,0.77968
659,659,2012,Hesse,No,0.28761,225,10299,0.24699,0.32775
660,660,2012,"Rhineland-Palatinate, Saarland",Yes,0.64926,354,10299,0.56688,0.75211
661,661,2012,"Rhineland-Palatinate, Saarland",No,0.35074,183,10299,0.29989,0.41685
662,662,2012,Baden-Wuerttemberg,Yes,0.76772,1044,10299,0.71635,0.83129
663,663,2012,Baden-Wuerttemberg,No,0.23228,323,10299,0.20763,0.26337
664,664,2012,Bavaria,Yes,0.7339,1273,10299,0.68132,0.79015
665,665,2012,Bavaria,No,0.2661,503,10299,0.23458,0.29166
666,666,2012,Berlin,Yes,0.76428,282,10299,0.66786,0.87053
667,667,2012,Berlin,No,0.23572,94,10299,0.19573,0.28249
668,668,2012,Brandenburg,Yes,0.64292,252,10299,0.55695,0.74479
669,669,2012,Brandenburg,No,0.35708,110,10299,0.27673,0.432
670,670,2012,Mecklenburg-Western Pomerania,Yes,0.63938,145,10299,0.52171,0.80125
671,671,2012,Mecklenburg-Western Pomerania,No,0.36062,76,10299,0.29422,0.43033
672,672,2012,Saxony,Yes,0.68945,510,10299,0.6264,0.75713
673,673,2012,Saxony,No,0.31055,229,10299,0.26569,0.36384
674,674,2012,Saxony-Anhalt,Yes,0.66901,272,10299,0.58824,0.7514
675,675,2012,Saxony-Anhalt,No,0.33099,103,10299,0.26366,0.42115
676,676,2012,Thuringa,Yes,0.61892,257,10299,0.55022,0.70783
677,677,2012,Thuringa,No,0.38108,135,10299,0.30124,0.48308
678,678,2013,Schleswig-Holstein,Yes,0.73296,284,10971,0.61467,0.82876
679,679,2013,Schleswig-Holstein,No,0.26704,98,10971,0.21067,0.32086
680,680,2013,Hamburg,Yes,0.7496,120,10971,0.56297,0.96741
681,681,2013,Hamburg,No,0.2504,40,10971,0.14818,0.36267
682,682,2013,Lower Saxony,Yes,0.72098,762,10971,0.66429,0.7829
683,683,2013,Lower Saxony,No,0.27902,311,10971,0.24436,0.31765
684,684,2013,Bremen,Yes,1.0,59,10971,0.65239,1.44775
685,685,2013,North Rhine-Westphalia,Yes,0.71257,1536,10971,0.66638,0.75353
686,686,2013,North Rhine-Westphalia,No,0.28743,604,10971,0.26139,0.31783
687,687,2013,Hesse,Yes,0.72929,627,10971,0.6586,0.80144
688,688,2013,Hesse,No,0.27071,233,10971,0.22498,0.31066
689,689,2013,"Rhineland-Palatinate, Saarland",Yes,0.71561,425,10971,0.63048,0.83649
690,690,2013,"Rhineland-Palatinate, Saarland",No,0.28439,168,10971,0.23908,0.32237
691,691,2013,Baden-Wuerttemberg,Yes,0.77076,1139,10971,0.71669,0.83013
692,692,2013,Baden-Wuerttemberg,No,0.22924,362,10971,0.20666,0.26125
693,693,2013,Bavaria,Yes,0.70789,1330,10971,0.64993,0.76604
694,694,2013,Bavaria,No,0.29211,506,10971,0.25844,0.32322
695,695,2013,Berlin,Yes,0.78195,286,10971,0.68349,0.88541
696,696,2013,Berlin,No,0.21805,90,10971,0.17176,0.25523
697,697,2013,Brandenburg,Yes,0.63858,250,10971,0.52305,0.75573
698,698,2013,Brandenburg,No,0.36142,101,10971,0.28877,0.45192
699,699,2013,Mecklenburg-Western Pomerania,Yes,0.67492,149,10971,0.55275,0.81626
700,700,2013,Mecklenburg-Western Pomerania,No,0.32508,61,10971,0.25161,0.4096
701,701,2013,Saxony,Yes,0.72176,469,10971,0.62472,0.82746
702,702,2013,Saxony,No,0.27824,212,10971,0.23724,0.32441
703,703,2013,Saxony-Anhalt,Yes,0.64073,275,10971,0.56738,0.73203
704,704,2013,Saxony-Anhalt,No,0.35927,105,10971,0.28463,0.44039
705,705,2013,Thuringa,Yes,0.7541,256,10971,0.65492,0.85403
706,706,2013,Thuringa,No,0.2459,113,10971,0.19688,0.30041
707,707,2014,Schleswig-Holstein,Yes,0.75463,238,9951,0.6588,0.87458
708,708,2014,Schleswig-Holstein,No,0.24537,83,9951,0.19089,0.31589
709,709,2014,Hamburg,Yes,0.76433,88,9951,0.57439,0.93049
