year,bula_h,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,Yes,0.54050,326,628,0.50149,0.57951
2016,Schleswig-Holstein,No,0.45950,302,628,0.42049,0.49851
2016,Hamburg,Yes,0.62413,186,287,0.56800,0.68026
2016,Hamburg,No,0.37587,101,287,0.31974,0.43200
2016,Lower Saxony,Yes,0.59909,930,1570,0.57484,0.62334
2016,Lower Saxony,No,0.40091,640,1570,0.37666,0.42516
2016,Bremen,Yes,0.54769,69,129,0.46146,0.63391
2016,Bremen,No,0.45231,60,129,0.36609,0.53854
2016,North Rhine-Westphalia,Yes,0.60057,1985,3369,0.58403,0.61711
2016,North Rhine-Westphalia,No,0.39943,1384,3369,0.38289,0.41597
2016,Hesse,Yes,0.60188,666,1123,0.57324,0.63053
2016,Hesse,No,0.39812,457,1123,0.36947,0.42676
2016,"Rhineland-Palatinate, Saarland",Yes,0.55254,532,1031,0.52218,0.58291
2016,"Rhineland-Palatinate, Saarland",No,0.44746,499,1031,0.41709,0.47782
2016,Baden-Wuerttemberg,Yes,0.61242,1118,1864,0.59030,0.63455
2016,Baden-Wuerttemberg,No,0.38758,746,1864,0.36545,0.40970
2016,Bavaria,Yes,0.62056,1611,2519,0.60160,0.63951
2016,Bavaria,No,0.37944,908,2519,0.36049,0.39840
2016,Berlin,Yes,0.65442,423,670,0.61839,0.69046
2016,Berlin,No,0.34558,247,670,0.30954,0.38161
2016,Brandenburg,Yes,0.49579,305,647,0.45723,0.53434
2016,Brandenburg,No,0.50421,342,647,0.46566,0.54277
2016,Mecklenburg-Western Pomerania,Yes,0.58086,198,377,0.53099,0.63074
2016,Mecklenburg-Western Pomerania,No,0.41914,179,377,0.36926,0.46901
2016,Saxony,Yes,0.57718,544,969,0.54606,0.60831
2016,Saxony,No,0.42282,425,969,0.39169,0.45394
2016,Saxony-Anhalt,Yes,0.50073,281,570,0.45965,0.54182
2016,Saxony-Anhalt,No,0.49927,289,570,0.45818,0.54035
2016,Thuringa,Yes,0.51211,316,607,0.47232,0.55191
2016,Thuringa,No,0.48789,291,607,0.44809,0.52768
2017,Schleswig-Holstein,Yes,0.70407,471,719,0.67068,0.73746
2017,Schleswig-Holstein,No,0.29593,248,719,0.26254,0.32932
2017,Hamburg,Yes,0.62101,213,334,0.56890,0.67311
2017,Hamburg,No,0.37899,121,334,0.32689,0.43110
2017,Lower Saxony,Yes,0.65576,1195,1897,0.63437,0.67715
2017,Lower Saxony,No,0.34424,702,1897,0.32285,0.36563
2017,Bremen,Yes,0.66294,96,181,0.59389,0.73200
2017,Bremen,No,0.33706,85,181,0.26800,0.40611
2017,North Rhine-Westphalia,Yes,0.63170,2273,3819,0.61639,0.64700
