year,bula_h,regtyp,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Bavaria,Rural regions,Yes,0.56780,808,1353,0.54140,0.59421
2016,Bavaria,Rural regions,No,0.43220,545,1353,0.40579,0.45860
2016,Berlin,Urban regions,Yes,0.65442,423,670,0.61839,0.69046
2016,Berlin,Urban regions,No,0.34558,247,670,0.30954,0.38161
2016,Brandenburg,Urban regions,Yes,0.74505,33,33,0.59404,0.89606
2016,Brandenburg,Rural regions,Yes,0.47590,272,602,0.43598,0.51583
2016,Brandenburg,Rural regions,No,0.52410,330,602,0.48417,0.56402
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.58294,172,322,0.52900,0.63688
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.41706,150,322,0.36312,0.47100
2016,Saxony,Urban regions,Yes,0.60558,307,536,0.56417,0.64700
2016,Saxony,Urban regions,No,0.39442,229,536,0.35300,0.43583
2016,Saxony,Rural regions,Yes,0.54929,237,433,0.50237,0.59621
2016,Saxony,Rural regions,No,0.45071,196,433,0.40379,0.49763
2016,Saxony-Anhalt,Urban regions,Yes,0.69437,88,150,0.62040,0.76834
2016,Saxony-Anhalt,Urban regions,No,0.30563,62,150,0.23166,0.37960
2016,Saxony-Anhalt,Rural regions,Yes,0.44260,193,420,0.39504,0.49016
2016,Saxony-Anhalt,Rural regions,No,0.55740,227,420,0.50984,0.60496
2016,Thuringa,Urban regions,Yes,0.59148,115,192,0.52177,0.66119
2016,Thuringa,Urban regions,No,0.40852,77,192,0.33881,0.47823
2016,Thuringa,Rural regions,Yes,0.47889,201,415,0.43077,0.52701
2016,Thuringa,Rural regions,No,0.52111,214,415,0.47299,0.56923
2017,Schleswig-Holstein,Urban regions,Yes,0.77588,181,270,0.72605,0.82571
2017,Schleswig-Holstein,Urban regions,No,0.22412,89,270,0.17429,0.27395
2017,Schleswig-Holstein,Rural regions,Yes,0.66826,290,449,0.62466,0.71186
2017,Schleswig-Holstein,Rural regions,No,0.33174,159,449,0.28814,0.37534
2017,Hamburg,Urban regions,Yes,0.62101,213,334,0.56890,0.67311
2017,Hamburg,Urban regions,No,0.37899,121,334,0.32689,0.43110
2017,Lower Saxony,Urban regions,Yes,0.68240,545,814,0.65040,0.71440
2017,Lower Saxony,Urban regions,No,0.31760,269,814,0.28560,0.34960
2017,Lower Saxony,Rural regions,Yes,0.63453,650,1083,0.60584,0.66323
2017,Lower Saxony,Rural regions,No,0.36547,433,1083,0.33677,0.39416
2017,Bremen,Urban regions,Yes,0.66294,96,181,0.59389,0.73200
2017,Bremen,Urban regions,No,0.33706,85,181,0.26800,0.40611
2017,North Rhine-Westphalia,Urban regions,Yes,0.63200,2225,3731,0.61652,0.64747
2017,North Rhine-Westphalia,Urban regions,No,0.36800,1506,3731,0.35253,0.38348
2017,North Rhine-Westphalia,Rural regions,Yes,0.61710,48,88,0.51495,0.71924
2017,North Rhine-Westphalia,Rural regions,No,0.38290,40,88,0.28076,0.48505
2017,Hesse,Urban regions,Yes,0.66110,610,1005,0.63182,0.69038
2017,Hesse,Urban regions,No,0.33890,395,1005,0.30962,0.36818
2017,Hesse,Rural regions,Yes,0.53380,145,266,0.47373,0.59386
2017,Hesse,Rural regions,No,0.46620,121,266,0.40614,0.52627
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.58494,454,809,0.55096,0.61891
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.41506,355,809,0.38109,0.44904
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.53382,129,256,0.47259,0.59505
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.46618,127,256,0.40495,0.52741
2017,Baden-Wuerttemberg,Urban regions,Yes,0.63029,1117,1780,0.60786,0.65272
2017,Baden-Wuerttemberg,Urban regions,No,0.36971,663,1780,0.34728,0.39214
2017,Baden-Wuerttemberg,Rural regions,Yes,0.65790,136,226,0.59591,0.71989
2017,Baden-Wuerttemberg,Rural regions,No,0.34210,90,226,0.28011,0.40409
2017,Bavaria,Urban regions,Yes,0.67591,880,1272,0.65018,0.70164
2017,Bavaria,Urban regions,No,0.32409,392,1272,0.29836,0.34982
2017,Bavaria,Rural regions,Yes,0.63419,926,1479,0.60964,0.65875
2017,Bavaria,Rural regions,No,0.36581,553,1479,0.34125,0.39036
2017,Berlin,Urban regions,Yes,0.67720,478,723,0.64309,0.71130
2017,Berlin,Urban regions,No,0.32280,245,723,0.28870,0.35691
2017,Brandenburg,Urban regions,Yes,0.70823,43,43,0.57075,0.84571
2017,Brandenburg,Rural regions,Yes,0.45748,303,645,0.41901,0.49596
2017,Brandenburg,Rural regions,No,0.54252,342,645,0.50404,0.58099
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.50572,33,33,0.33249,0.67895
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.60167,190,343,0.54979,0.65356
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.39833,153,343,0.34644,0.45021
2017,Saxony,Urban regions,Yes,0.61782,359,607,0.57913,0.65651
2017,Saxony,Urban regions,No,0.38218,248,607,0.34349,0.42087
2017,Saxony,Rural regions,Yes,0.59939,276,475,0.55528,0.64351
2017,Saxony,Rural regions,No,0.40061,199,475,0.35649,0.44472
2017,Saxony-Anhalt,Urban regions,Yes,0.66535,76,147,0.58881,0.74190
2017,Saxony-Anhalt,Urban regions,No,0.33465,71,147,0.25810,0.41119
2017,Saxony-Anhalt,Rural regions,Yes,0.50898,250,481,0.46425,0.55370
2017,Saxony-Anhalt,Rural regions,No,0.49102,231,481,0.44630,0.53575
2017,Thuringa,Urban regions,Yes,0.59718,134,210,0.53068,0.66367
2017,Thuringa,Urban regions,No,0.40282,76,210,0.33633,0.46932
2017,Thuringa,Rural regions,Yes,0.50067,233,440,0.45389,0.54744
2017,Thuringa,Rural regions,No,0.49933,207,440,0.45256,0.54611
2018,Schleswig-Holstein,Urban regions,Yes,0.71436,171,281,0.66145,0.76727
2018,Schleswig-Holstein,Urban regions,No,0.28564,110,281,0.23273,0.33855
2018,Schleswig-Holstein,Rural regions,Yes,0.64120,248,395,0.59384,0.68856
2018,Schleswig-Holstein,Rural regions,No,0.35880,147,395,0.31144,0.40616
2018,Hamburg,Urban regions,Yes,0.72693,272,364,0.68110,0.77276
2018,Hamburg,Urban regions,No,0.27307,92,364,0.22724,0.31890
2018,Lower Saxony,Urban regions,Yes,0.65353,528,794,0.62041,0.68665
2018,Lower Saxony,Urban regions,No,0.34647,266,794,0.31335,0.37959
2018,Lower Saxony,Rural regions,Yes,0.65919,666,999,0.62978,0.68859
2018,Lower Saxony,Rural regions,No,0.34081,333,999,0.31141,0.37022
2018,Bremen,Urban regions,Yes,0.75890,99,182,0.69658,0.82121
2018,Bremen,Urban regions,No,0.24110,83,182,0.17879,0.30342
2018,North Rhine-Westphalia,Urban regions,Yes,0.65284,2293,3685,0.63747,0.66822
2018,North Rhine-Westphalia,Urban regions,No,0.34716,1392,3685,0.33178,0.36253
2018,North Rhine-Westphalia,Rural regions,Yes,0.57752,35,76,0.46573,0.68931
2018,North Rhine-Westphalia,Rural regions,No,0.42248,41,76,0.31069,0.53427
2018,Hesse,Urban regions,Yes,0.67663,605,976,0.64727,0.70599
2018,Hesse,Urban regions,No,0.32337,371,976,0.29401,0.35273
2018,Hesse,Rural regions,Yes,0.62504,156,256,0.56562,0.68446
2018,Hesse,Rural regions,No,0.37496,100,256,0.31554,0.43438
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.61570,465,818,0.58235,0.64906
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.38430,353,818,0.35094,0.41765
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.55383,135,245,0.49146,0.61620
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.44617,110,245,0.38380,0.50854
2018,Baden-Wuerttemberg,Urban regions,Yes,0.68841,1093,1680,0.66626,0.71056
2018,Baden-Wuerttemberg,Urban regions,No,0.31159,587,1680,0.28944,0.33374
2018,Baden-Wuerttemberg,Rural regions,Yes,0.68871,121,197,0.62388,0.75353
2018,Baden-Wuerttemberg,Rural regions,No,0.31129,76,197,0.24647,0.37612
2018,Bavaria,Urban regions,Yes,0.71154,889,1238,0.68630,0.73679
2018,Bavaria,Urban regions,No,0.28846,349,1238,0.26321,0.31370
2018,Bavaria,Rural regions,Yes,0.64927,907,1395,0.62422,0.67433
2018,Bavaria,Rural regions,No,0.35073,488,1395,0.32567,0.37578
2018,Berlin,Urban regions,Yes,0.66134,512,784,0.62819,0.69449
2018,Berlin,Urban regions,No,0.33866,272,784,0.30551,0.37181
2018,Brandenburg,Urban regions,Yes,0.73446,51,51,0.61205,0.85687
2018,Brandenburg,Rural regions,Yes,0.50791,311,657,0.46965,0.54617
2018,Brandenburg,Rural regions,No,0.49209,346,657,0.45383,0.53035
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.67577,45,45,0.53746,0.81409
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.55664,189,351,0.50460,0.60869
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.44336,162,351,0.39131,0.49540
2018,Saxony,Urban regions,Yes,0.63330,386,597,0.59461,0.67199
2018,Saxony,Urban regions,No,0.36670,211,597,0.32801,0.40539
2018,Saxony,Rural regions,Yes,0.59264,274,462,0.54778,0.63749
2018,Saxony,Rural regions,No,0.40736,188,462,0.36251,0.45222
2018,Saxony-Anhalt,Urban regions,Yes,0.62327,87,153,0.54624,0.70031
2018,Saxony-Anhalt,Urban regions,No,0.37673,66,153,0.29969,0.45376
2018,Saxony-Anhalt,Rural regions,Yes,0.53323,260,469,0.48803,0.57843
2018,Saxony-Anhalt,Rural regions,No,0.46677,209,469,0.42157,0.51197
2018,Thuringa,Urban regions,Yes,0.61040,141,225,0.54653,0.67426
2018,Thuringa,Urban regions,No,0.38960,84,225,0.32574,0.45347
2018,Thuringa,Rural regions,Yes,0.53279,237,421,0.48508,0.58051
2018,Thuringa,Rural regions,No,0.46721,184,421,0.41949,0.51492
2019,Schleswig-Holstein,Urban regions,Yes,0.78183,170,215,0.72649,0.83716
2019,Schleswig-Holstein,Urban regions,No,0.21817,45,215,0.16284,0.27351
2019,Schleswig-Holstein,Rural regions,Yes,0.66815,260,363,0.61964,0.71665
2019,Schleswig-Holstein,Rural regions,No,0.33185,103,363,0.28335,0.38036
2019,Hamburg,Urban regions,Yes,0.66695,259,341,0.61685,0.71705
2019,Hamburg,Urban regions,No,0.33305,82,341,0.28295,0.38315
2019,Lower Saxony,Urban regions,Yes,0.64818,460,644,0.61127,0.68509
2019,Lower Saxony,Urban regions,No,0.35182,184,644,0.31491,0.38873
2019,Lower Saxony,Rural regions,Yes,0.70417,613,819,0.67289,0.73545
2019,Lower Saxony,Rural regions,No,0.29583,206,819,0.26455,0.32711
2019,Bremen,Urban regions,Yes,0.74368,96,96,0.65588,0.83147
2019,North Rhine-Westphalia,No answer / don't know,Yes,0.73300,67,67,0.62627,0.83973
2019,North Rhine-Westphalia,Urban regions,Yes,0.68370,2283,3126,0.66739,0.70000
2019,North Rhine-Westphalia,Urban regions,No,0.31630,843,3126,0.30000,0.33261
2019,North Rhine-Westphalia,Rural regions,Yes,0.64906,40,40,0.49927,0.79885
2019,Hesse,No answer / don't know,Yes,0.64670,33,33,0.48108,0.81231
2019,Hesse,Urban regions,Yes,0.67816,613,823,0.64622,0.71010
2019,Hesse,Urban regions,No,0.32184,210,823,0.28990,0.35378
2019,Hesse,Rural regions,Yes,0.71554,165,223,0.65619,0.77489
2019,Hesse,Rural regions,No,0.28446,58,223,0.22511,0.34381
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.62236,463,678,0.58584,0.65888
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.37764,215,678,0.34112,0.41416
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.63267,123,206,0.56667,0.69866
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.36733,83,206,0.30134,0.43333
2019,Baden-Wuerttemberg,No answer / don't know,Yes,0.84253,36,36,0.72185,0.96320
2019,Baden-Wuerttemberg,Urban regions,Yes,0.69783,1098,1491,0.67452,0.72115
2019,Baden-Wuerttemberg,Urban regions,No,0.30217,393,1491,0.27885,0.32548
2019,Baden-Wuerttemberg,Rural regions,Yes,0.65432,107,158,0.57992,0.72871
2019,Baden-Wuerttemberg,Rural regions,No,0.34568,51,158,0.27129,0.42008
2019,Bavaria,No answer / don't know,Yes,0.77690,59,59,0.66975,0.88404
2019,Bavaria,Urban regions,Yes,0.70157,892,1185,0.67550,0.72763
2019,Bavaria,Urban regions,No,0.29843,293,1185,0.27237,0.32450
2019,Bavaria,Rural regions,Yes,0.70592,948,1272,0.68087,0.73097
2019,Bavaria,Rural regions,No,0.29408,324,1272,0.26903,0.31913
2019,Berlin,No answer / don't know,Yes,0.65569,42,42,0.51025,0.80113
2019,Berlin,Urban regions,Yes,0.69250,503,678,0.65774,0.72726
2019,Berlin,Urban regions,No,0.30750,175,678,0.27274,0.34226
2019,Brandenburg,Urban regions,Yes,0.71966,49,49,0.59259,0.84673
2019,Brandenburg,Rural regions,Yes,0.57213,389,647,0.53397,0.61028
2019,Brandenburg,Rural regions,No,0.42787,258,647,0.38972,0.46603
2019,Mecklenburg-Western Pomerania,Urban regions,Yes,0.57399,40,40,0.41879,0.72919
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.57085,203,324,0.51687,0.62483
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.42915,121,324,0.37517,0.48313
2019,Saxony,Urban regions,Yes,0.64328,392,548,0.60313,0.68342
2019,Saxony,Urban regions,No,0.35672,156,548,0.31658,0.39687
2019,Saxony,Rural regions,Yes,0.57955,313,467,0.53473,0.62437
2019,Saxony,Rural regions,No,0.42045,154,467,0.37563,0.46527
2019,Saxony-Anhalt,Urban regions,Yes,0.69206,89,129,0.61208,0.77203
2019,Saxony-Anhalt,Urban regions,No,0.30794,40,129,0.22797,0.38792
2019,Saxony-Anhalt,Rural regions,Yes,0.61354,278,429,0.56741,0.65967
2019,Saxony-Anhalt,Rural regions,No,0.38646,151,429,0.34033,0.43259
2019,Thuringa,Urban regions,Yes,0.67830,145,192,0.61205,0.74455
2019,Thuringa,Urban regions,No,0.32170,47,192,0.25545,0.38795
2019,Thuringa,Rural regions,Yes,0.52426,229,386,0.47437,0.57415
2019,Thuringa,Rural regions,No,0.47574,157,386,0.42585,0.52563
2021,Schleswig-Holstein,Urban regions,Yes,0.71849,120,213,0.65795,0.77903
2021,Schleswig-Holstein,Urban regions,No,0.28151,93,213,0.22097,0.34205
2021,Schleswig-Holstein,Rural regions,Yes,0.61345,174,302,0.55843,0.66846
2021,Schleswig-Holstein,Rural regions,No,0.38655,128,302,0.33154,0.44157
2021,Hamburg,Urban regions,Yes,0.42468,163,308,0.36939,0.47998
2021,Hamburg,Urban regions,No,0.57532,145,308,0.52002,0.63061
2021,Lower Saxony,Urban regions,Yes,0.48966,297,541,0.44749,0.53182
2021,Lower Saxony,Urban regions,No,0.51034,244,541,0.46818,0.55251
2021,Lower Saxony,Rural regions,Yes,0.51966,338,663,0.48160,0.55772
2021,Lower Saxony,Rural regions,No,0.48034,325,663,0.44228,0.51840
2021,Bremen,Urban regions,Yes,0.46949,60,106,0.37403,0.56495
2021,Bremen,Urban regions,No,0.53051,46,106,0.43505,0.62597
2021,North Rhine-Westphalia,Urban regions,Yes,0.50636,1336,2627,0.48724,0.52548
2021,North Rhine-Westphalia,Urban regions,No,0.49364,1291,2627,0.47452,0.51276
2021,North Rhine-Westphalia,Rural regions,Yes,0.60699,35,35,0.44281,0.77116
2021,Hesse,Urban regions,Yes,0.47766,369,704,0.44073,0.51458
2021,Hesse,Urban regions,No,0.52234,335,704,0.48542,0.55927
2021,Hesse,Rural regions,Yes,0.59545,89,155,0.51793,0.67297
2021,Hesse,Rural regions,No,0.40455,66,155,0.32703,0.48207
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.50751,249,505,0.46386,0.55115
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.49249,256,505,0.44885,0.53614
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.37850,65,135,0.29638,0.46062
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.62150,70,135,0.53938,0.70362
2021,Baden-Wuerttemberg,Urban regions,Yes,0.53475,651,1218,0.50673,0.56277
2021,Baden-Wuerttemberg,Urban regions,No,0.46525,567,1218,0.43723,0.49327
2021,Baden-Wuerttemberg,Rural regions,Yes,0.45163,62,132,0.36641,0.53685
2021,Baden-Wuerttemberg,Rural regions,No,0.54837,70,132,0.46315,0.63359
2021,Bavaria,Urban regions,Yes,0.51965,544,935,0.48760,0.55169
2021,Bavaria,Urban regions,No,0.48035,391,935,0.44831,0.51240
2021,Bavaria,Rural regions,Yes,0.48280,477,941,0.45085,0.51474
2021,Bavaria,Rural regions,No,0.51720,464,941,0.48526,0.54915
2021,Berlin,Urban regions,Yes,0.58565,404,656,0.54793,0.62338
2021,Berlin,Urban regions,No,0.41435,252,656,0.37662,0.45207
2021,Brandenburg,Urban regions,Yes,0.71643,32,32,0.55776,0.87509
2021,Brandenburg,Rural regions,Yes,0.39749,183,434,0.35139,0.44359
2021,Brandenburg,Rural regions,No,0.60251,251,434,0.55641,0.64861
2021,Mecklenburg-Western Pomerania,Urban regions,Yes,0.72245,39,39,0.58008,0.86483
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.44859,110,220,0.38271,0.51446
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.55141,110,220,0.48554,0.61729
2021,Saxony,Urban regions,Yes,0.50605,211,424,0.45841,0.55370
2021,Saxony,Urban regions,No,0.49395,213,424,0.44630,0.54159
2021,Saxony,Rural regions,Yes,0.46107,161,345,0.40839,0.51375
2021,Saxony,Rural regions,No,0.53893,184,345,0.48625,0.59161
2021,Saxony-Anhalt,Urban regions,Yes,0.82073,61,98,0.74439,0.89706
2021,Saxony-Anhalt,Urban regions,No,0.17927,37,98,0.10294,0.25561
2021,Saxony-Anhalt,Rural regions,Yes,0.52410,152,302,0.46768,0.58052
2021,Saxony-Anhalt,Rural regions,No,0.47590,150,302,0.41948,0.53232
2021,Thuringa,Urban regions,Yes,0.63052,97,159,0.55526,0.70578
2021,Thuringa,Urban regions,No,0.36948,62,159,0.29422,0.44474
2021,Thuringa,Rural regions,Yes,0.39251,117,255,0.33246,0.45256
2021,Thuringa,Rural regions,No,0.60749,138,255,0.54744,0.66754
