"year","hhtyp","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2000","Sonstige","Staedtischer Raum","39824.87","37911","737","38569.3","41080.44"
"2001","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","27561.95","25027.5","2436","27072.63","28051.27"
"2001","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","32037.97","28338","4742","31534.14","32541.8"
"2001","1-Pers.- Haushalt","Laendlicher Raum","14517.7","12917","870","13953.3","15082.1"
"2001","1-Pers.- Haushalt","Staedtischer Raum","16906.18","15241","2056","16483.36","17329"
"2001","Alleinerziehende","Laendlicher Raum","20588.55","18321","613","19786.02","21391.08"
"2001","Alleinerziehende","Staedtischer Raum","21298.21","20001.5","1148","20656.56","21939.86"
"2001","Paar mit Kind(ern)","Laendlicher Raum","36619.81","33636","5700","36215.24","37024.38"
"2001","Paar mit Kind(ern)","Staedtischer Raum","39791.44","35957.5","10098","39431.64","40151.24"
"2001","Sonstige","Laendlicher Raum","40142.85","40249.5","357","38284.64","42001.06"
"2001","Sonstige","Staedtischer Raum","42245.74","38958","708","40713.84","43777.64"
"2002","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","27480.06","24557.5","2536","26813.95","28146.17"
"2002","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","32815.35","28082","5268","32016.44","33614.26"
"2002","1-Pers.- Haushalt","Laendlicher Raum","14554.09","12910.5","864","13893.42","15214.76"
"2002","1-Pers.- Haushalt","Staedtischer Raum","17591.69","15788.5","2074","16908.8","18274.58"
"2002","Alleinerziehende","Laendlicher Raum","22057.16","19465.5","644","20958.17","23156.15"
"2002","Alleinerziehende","Staedtischer Raum","21751.51","20224.5","1126","20811.41","22691.61"
"2002","Paar mit Kind(ern)","Laendlicher Raum","37590.82","34534.5","5726","37049.04","38132.6"
"2002","Paar mit Kind(ern)","Staedtischer Raum","40948.91","35649","10860","40379.53","41518.29"
"2002","Sonstige","Laendlicher Raum","39051.38","36772.5","353","37167.07","40935.69"
"2002","Sonstige","Staedtischer Raum","39669.99","35146","665","37804.93","41535.05"
"2003","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","29062.6","25525.5","2532","28391.3","29733.9"
"2003","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","33410.44","29390","5104","32647.95","34172.93"
"2003","1-Pers.- Haushalt","Laendlicher Raum","15175","13308","854","14451.32","15898.68"
"2003","1-Pers.- Haushalt","Staedtischer Raum","18152.44","16102","2065","17536.48","18768.4"
"2003","Alleinerziehende","Laendlicher Raum","22633.81","19745.5","603","21518.76","23748.86"
"2003","Alleinerziehende","Staedtischer Raum","21581.44","19663","1139","20814.01","22348.87"
"2003","Paar mit Kind(ern)","Laendlicher Raum","38950.33","36429.5","5348","38399.56","39501.1"
"2003","Paar mit Kind(ern)","Staedtischer Raum","42111","37105.5","10278","41551.09","42670.91"
"2003","Sonstige","Laendlicher Raum","38444.22","35032.5","303","36381.21","40507.23"
"2003","Sonstige","Staedtischer Raum","41910.92","36128.5","566","39821.02","44000.82"
"2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","29985.43","25621.5","2500","27654.76","32316.1"
"2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","33548.37","29171.5","5138","32777.74","34319"
"2004","1-Pers.- Haushalt","Laendlicher Raum","14904.93","13241","857","14101.23","15708.63"
"2004","1-Pers.- Haushalt","Staedtischer Raum","18031.54","15717.5","2004","16856.32","19206.76"
"2004","Alleinerziehende","Laendlicher Raum","21369.54","20426","568","20446.47","22292.61"
"2004","Alleinerziehende","Staedtischer Raum","21179.96","19645","1118","20391.95","21967.97"
"2004","Paar mit Kind(ern)","Laendlicher Raum","38623.44","36038","5158","37909.01","39337.87"
"2004","Paar mit Kind(ern)","Staedtischer Raum","41468.86","37127","9789","40960.89","41976.83"
"2004","Sonstige","Laendlicher Raum","39371.45","31770.5","283","36921.26","41821.64"
"2004","Sonstige","Staedtischer Raum","46185.57","39556","516","43885.74","48485.4"
"2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","31305.86","26260.5","2422","28399.33","34212.39"
"2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","33953.09","29370.5","4962","33067.57","34838.61"
"2005","1-Pers.- Haushalt","Laendlicher Raum","15598.27","13857","870","14935.51","16261.03"
"2005","1-Pers.- Haushalt","Staedtischer Raum","18797.49","16589","2043","17966.82","19628.16"
"2005","Alleinerziehende","Laendlicher Raum","20127.98","19336","601","19183.45","21072.51"
"2005","Alleinerziehende","Staedtischer Raum","21804.37","19715","1135","21042.56","22566.18"
"2005","Paar mit Kind(ern)","Laendlicher Raum","39476.32","36759","4782","38905.5","40047.14"
"2005","Paar mit Kind(ern)","Staedtischer Raum","42780.89","37780","9142","42227.12","43334.66"
"2005","Sonstige","Laendlicher Raum","42077.33","33866.5","279","39756.88","44397.78"
"2005","Sonstige","Staedtischer Raum","45479.79","40345","470","43190.52","47769.06"
"2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","29855.13","25769","2762","28776.23","30934.03"
"2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","34761.47","29251","5554","33807.76","35715.18"
"2006","1-Pers.- Haushalt","Laendlicher Raum","15747.36","13498.5","1037","15053.06","16441.66"
"2006","1-Pers.- Haushalt","Staedtischer Raum","19414.63","16372.5","2263","18654.72","20174.54"
"2006","Alleinerziehende","Laendlicher Raum","21093.84","19012.5","702","20234.35","21953.33"
"2006","Alleinerziehende","Staedtischer Raum","22257.75","20168","1222","21431.38","23084.12"
"2006","Paar mit Kind(ern)","Laendlicher Raum","40307.48","37166.5","5048","39626.02","40988.94"
"2006","Paar mit Kind(ern)","Staedtischer Raum","43430.53","38238","9340","42818.51","44042.55"
"2006","Sonstige","Laendlicher Raum","41263.43","34819.5","304","39104.13","43422.73"
"2006","Sonstige","Staedtischer Raum","42893.9","39389","436","40885.55","44902.25"
"2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","30363.48","26575.5","2624","29688.49","31038.47"
"2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","35228.61","29757","5128","34360.7","36096.52"
"2007","1-Pers.- Haushalt","Laendlicher Raum","16127.05","13882","994","15411.72","16842.38"
"2007","1-Pers.- Haushalt","Staedtischer Raum","19604.3","16724","2127","18778.57","20430.03"
"2007","Alleinerziehende","Laendlicher Raum","23708.49","20563.5","653","22729.76","24687.22"
"2007","Alleinerziehende","Staedtischer Raum","22320.51","19862.5","1121","21412.92","23228.1"
"2007","Paar mit Kind(ern)","Laendlicher Raum","41312.23","36969.5","4639","40601.2","42023.26"
"2007","Paar mit Kind(ern)","Staedtischer Raum","45371.48","39748","8708","44676.71","46066.25"
"2007","Sonstige","Laendlicher Raum","37164.12","35690.5","253","34876.47","39451.77"
"2007","Sonstige","Staedtischer Raum","43804.71","39917","371","41651.18","45958.24"
"2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","31520.49","26772","2542","29930.29","33110.69"
"2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","36593.82","31259.5","4926","35663.8","37523.84"
"2008","1-Pers.- Haushalt","Laendlicher Raum","16223.7","14103","943","15549.55","16897.85"
"2008","1-Pers.- Haushalt","Staedtischer Raum","19929.46","17058","2054","18957.83","20901.09"
"2008","Alleinerziehende","Laendlicher Raum","24363.6","21925.5","642","23423.36","25303.84"
"2008","Alleinerziehende","Staedtischer Raum","23056.52","21445","1072","22132.74","23980.3"
"2008","Paar mit Kind(ern)","Laendlicher Raum","43237.04","38590","4190","42246.58","44227.5"
"2008","Paar mit Kind(ern)","Staedtischer Raum","46593.53","40945.5","7971","45908.84","47278.22"
"2008","Sonstige","Laendlicher Raum","44575.76","44119.5","246","41727.26","47424.26"
"2008","Sonstige","Staedtischer Raum","46440.41","41317","291","43980.09","48900.73"
"2009","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","31382.38","27299","2488","30346.04","32418.72"
"2009","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","36972.47","31623.5","4612","36081.2","37863.74"
"2009","1-Pers.- Haushalt","Laendlicher Raum","17222.01","14498.5","889","16328.47","18115.55"
"2009","1-Pers.- Haushalt","Staedtischer Raum","20083.33","16864.5","1971","19129.73","21036.93"
"2009","Alleinerziehende","Laendlicher Raum","24472.63","22281.5","618","23370.17","25575.09"
"2009","Alleinerziehende","Staedtischer Raum","24832.87","22240.5","971","23443.06","26222.68"
"2009","Paar mit Kind(ern)","Laendlicher Raum","43161.16","39415.5","3990","42457.14","43865.18"
"2009","Paar mit Kind(ern)","Staedtischer Raum","47923.98","41780.5","7238","47107.45","48740.51"
"2009","Sonstige","Laendlicher Raum","40879.01","35672","197","38031.82","43726.2"
"2009","Sonstige","Staedtischer Raum","48877.93","40608.5","247","46115.42","51640.44"
"2010","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","30762.57","27864.5","2322","30035.3","31489.84"
"2010","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","38441.15","33246","4422","37582.66","39299.64"
"2010","1-Pers.- Haushalt","Laendlicher Raum","16968.6","14867","852","16265.67","17671.53"
"2010","1-Pers.- Haushalt","Staedtischer Raum","20258.51","17256.5","1859","19276.85","21240.17"
"2010","Alleinerziehende","Laendlicher Raum","23589.52","19892.5","1676","23069.28","24109.76"
"2010","Alleinerziehende","Staedtischer Raum","25782.09","23070.5","3071","25274.08","26290.1"
"2010","Paar mit Kind(ern)","Laendlicher Raum","43977.92","40786.5","8023","43519.31","44436.53"
"2010","Paar mit Kind(ern)","Staedtischer Raum","48152.74","43120.5","14644","47677.69","48627.79"
"2010","Sonstige","Laendlicher Raum","39164.42","37153.5","269","36381.11","41947.73"
"2010","Sonstige","Staedtischer Raum","48150.88","42946.5","330","45633.65","50668.11"
"2011","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","32592.82","28754.5","3218","31910.43","33275.21"
"2011","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","38962.46","33627.5","5530","38167.92","39757"
"2011","1-Pers.- Haushalt","Laendlicher Raum","17108.45","14918.5","1140","16437.39","17779.51"
"2011","1-Pers.- Haushalt","Staedtischer Raum","20116.88","16670","2411","19397.71","20836.05"
"2011","Alleinerziehende","Laendlicher Raum","25330.44","21835.5","2060","24835.92","25824.96"
"2011","Alleinerziehende","Staedtischer Raum","26102.07","23468.5","3806","25687.25","26516.89"
"2011","Paar mit Kind(ern)","Laendlicher Raum","45685.06","41641","9063","45223.69","46146.43"
"2011","Paar mit Kind(ern)","Staedtischer Raum","50213.25","44620.5","15991","49729.23","50697.27"
"2011","Sonstige","Laendlicher Raum","41481.16","43040.5","340","39110.67","43851.65"
"2011","Sonstige","Staedtischer Raum","44686.53","42462","442","42812.69","46560.37"
"2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","32443.54","28559.5","3360","31800.27","33086.81"
"2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","40049.14","33933","5540","38983.6","41114.68"
"2012","1-Pers.- Haushalt","Laendlicher Raum","17102.31","15117","1219","16535.96","17668.66"
"2012","1-Pers.- Haushalt","Staedtischer Raum","20039.87","16848","2464","19184.23","20895.51"
"2012","Alleinerziehende","Laendlicher Raum","27072.27","22667","2020","26570.31","27574.23"
"2012","Alleinerziehende","Staedtischer Raum","26291.4","23510.5","3573","25829.76","26753.04"
"2012","Paar mit Kind(ern)","Laendlicher Raum","45909.82","40992.5","8493","45450.66","46368.98"
"2012","Paar mit Kind(ern)","Staedtischer Raum","50758.46","44462.5","14971","50182.81","51334.11"
"2012","Sonstige","Laendlicher Raum","42407.7","43850","363","40421.69","44393.71"
"2012","Sonstige","Staedtischer Raum","49255.89","46201","403","46492.28","52019.5"
"2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","33329.97","29800.5","3354","32724.09","33935.85"
"2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","40754.24","35025.5","5924","39902.57","41605.91"
"2013","1-Pers.- Haushalt","Laendlicher Raum","17954.27","16013.5","1220","17144.67","18763.87"
"2013","1-Pers.- Haushalt","Staedtischer Raum","20608.05","17595","2624","19925.44","21290.66"
"2013","Alleinerziehende","Laendlicher Raum","26843.29","23975.5","1970","26288.62","27397.96"
