"year","hhtyp","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1985","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","16869.02","15667","524","16228.99","17509.05"
"1985","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","18729.58","17111","1926","18336.45","19122.71"
"1985","1-Pers.- Haushalt","Laendlicher Raum","9157.1","7964","184","8269.81","10044.39"
"1985","1-Pers.- Haushalt","Staedtischer Raum","10336.28","9241","956","9809.96","10862.6"
"1985","Alleinerziehende","Laendlicher Raum","15111.04","12825","152","13588.28","16633.8"
"1985","Alleinerziehende","Staedtischer Raum","14549.81","13646","596","13888.08","15211.54"
"1985","Paar mit Kind(ern)","Laendlicher Raum","22729.52","20770.5","1989","22286.88","23172.16"
"1985","Paar mit Kind(ern)","Staedtischer Raum","24618.05","22368","7350","24369.44","24866.66"
"1985","Sonstige","Laendlicher Raum","24389.8","22332","291","22728.5","26051.1"
"1985","Sonstige","Staedtischer Raum","23590.69","22607.5","630","22791.33","24390.05"
"1986","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","17849.1","15715","480","17087.7","18610.5"
"1986","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","19182.8","17789","1930","18731.09","19634.51"
"1986","1-Pers.- Haushalt","Laendlicher Raum","9347.91","8710.5","171","8651.95","10043.87"
"1986","1-Pers.- Haushalt","Staedtischer Raum","10109.94","9394.5","908","9747.53","10472.35"
"1986","Alleinerziehende","Laendlicher Raum","14569.98","12135","151","13153.79","15986.17"
"1986","Alleinerziehende","Staedtischer Raum","15260.06","14122.5","561","14513.48","16006.64"
"1986","Paar mit Kind(ern)","Laendlicher Raum","24523.01","21661","1898","23899.53","25146.49"
"1986","Paar mit Kind(ern)","Staedtischer Raum","24889.43","22677.5","6901","24640.28","25138.58"
"1986","Sonstige","Laendlicher Raum","24839.69","24149","298","23557.29","26122.09"
"1986","Sonstige","Staedtischer Raum","22752.96","21161.5","596","21902.84","23603.08"
"1987","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","18781.09","16472","494","17700.57","19861.61"
"1987","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","20021.9","18443.5","1890","19598.71","20445.09"
"1987","1-Pers.- Haushalt","Laendlicher Raum","9730.01","8832.5","170","8975.25","10484.77"
"1987","1-Pers.- Haushalt","Staedtischer Raum","10718.07","9754","908","10295.13","11141.01"
"1987","Alleinerziehende","Laendlicher Raum","14373.12","11090","167","12769.11","15977.13"
"1987","Alleinerziehende","Staedtischer Raum","17144.67","14993.5","538","16257.56","18031.78"
"1987","Paar mit Kind(ern)","Laendlicher Raum","24573.4","23055.5","1831","24133.26","25013.54"
"1987","Paar mit Kind(ern)","Staedtischer Raum","26269.97","23816","6701","26005.93","26534.01"
"1987","Sonstige","Laendlicher Raum","26328.82","24956.5","277","25003.29","27654.35"
"1987","Sonstige","Staedtischer Raum","25072.53","22724.5","666","24154.99","25990.07"
"1988","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","18741.54","16691.5","470","17786.48","19696.6"
"1988","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","21024.03","18913.5","1866","20526.73","21521.33"
"1988","1-Pers.- Haushalt","Laendlicher Raum","9927.22","9040","170","9110.85","10743.59"
"1988","1-Pers.- Haushalt","Staedtischer Raum","11001.19","9971","867","10585.75","11416.63"
"1988","Alleinerziehende","Laendlicher Raum","17493.93","16933.5","162","15882.39","19105.47"
"1988","Alleinerziehende","Staedtischer Raum","17377.19","15559","542","16520.01","18234.37"
"1988","Paar mit Kind(ern)","Laendlicher Raum","25696.08","23537","1720","25216","26176.16"
"1988","Paar mit Kind(ern)","Staedtischer Raum","26953.54","24073","6390","26674.08","27233"
"1988","Sonstige","Laendlicher Raum","25673.76","24403","235","24302.16","27045.36"
"1988","Sonstige","Staedtischer Raum","25654.67","22602","591","24517.71","26791.63"
"1989","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","19744.47","18099","476","18853.22","20635.72"
"1989","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","22429.88","20507","1840","21890.09","22969.67"
"1989","1-Pers.- Haushalt","Laendlicher Raum","10550.34","9954","166","9746.89","11353.79"
"1989","1-Pers.- Haushalt","Staedtischer Raum","11663.92","10491","874","11158.38","12169.46"
"1989","Alleinerziehende","Laendlicher Raum","19415.74","16617.5","140","17252.36","21579.12"
"1989","Alleinerziehende","Staedtischer Raum","17977.54","15826","520","17065.19","18889.89"
"1989","Paar mit Kind(ern)","Laendlicher Raum","27071.45","24771","1614","26502.52","27640.38"
"1989","Paar mit Kind(ern)","Staedtischer Raum","27918.73","25121","6129","27618.84","28218.62"
"1989","Sonstige","Laendlicher Raum","29598","26272.5","217","27706.61","31489.39"
"1989","Sonstige","Staedtischer Raum","27554.84","23448","618","26382.89","28726.79"
"1990","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","20437.21","18199","504","19499.11","21375.31"
"1990","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","22943.85","20912","1864","22325.42","23562.28"
"1990","1-Pers.- Haushalt","Laendlicher Raum","10788.85","10308","182","9996.67","11581.03"
"1990","1-Pers.- Haushalt","Staedtischer Raum","12301.46","11232.5","819","11713.91","12889.01"
"1990","Alleinerziehende","Laendlicher Raum","18734.12","16396","117","17069.16","20399.08"
"1990","Alleinerziehende","Staedtischer Raum","18917.07","16657.5","523","18023","19811.14"
"1990","Paar mit Kind(ern)","Laendlicher Raum","27684.05","24522.5","1578","27139.5","28228.6"
"1990","Paar mit Kind(ern)","Staedtischer Raum","29524","26439.5","5948","29173.39","29874.61"
"1990","Sonstige","Laendlicher Raum","29864.45","27776","213","28244.02","31484.88"
"1990","Sonstige","Staedtischer Raum","30023.59","26084.5","685","28859.04","31188.14"
"1991","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","21861.29","19341.5","488","20828.47","22894.11"
"1991","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","24584.19","22585.5","1908","24014.34","25154.04"
"1991","1-Pers.- Haushalt","Laendlicher Raum","11638.82","10666.5","172","10741.16","12536.48"
"1991","1-Pers.- Haushalt","Staedtischer Raum","13394.88","11672","831","12821.84","13967.92"
"1991","Alleinerziehende","Laendlicher Raum","19084.22","16804.5","145","17270.72","20897.72"
"1991","Alleinerziehende","Staedtischer Raum","19903.96","17756.5","514","18925.3","20882.62"
"1991","Paar mit Kind(ern)","Laendlicher Raum","29870.67","27059","1606","29256.03","30485.31"
"1991","Paar mit Kind(ern)","Staedtischer Raum","32018.42","28104.5","5861","31667.88","32368.96"
"1991","Sonstige","Laendlicher Raum","29427.32","26822","242","27663.65","31190.99"
"1991","Sonstige","Staedtischer Raum","31987.54","29199","660","30810.09","33164.99"
"1992","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","18760.36","16442","1046","18183.33","19337.39"
"1992","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","25240.59","22741","2320","24645.57","25835.61"
"1992","1-Pers.- Haushalt","Laendlicher Raum","10271.66","8527.5","351","9624.9","10918.42"
"1992","1-Pers.- Haushalt","Staedtischer Raum","13758.14","11929","942","13166.07","14350.21"
"1992","Alleinerziehende","Laendlicher Raum","17084.13","13514.5","294","15826.72","18341.54"
"1992","Alleinerziehende","Staedtischer Raum","18483.55","16819","659","17626.52","19340.58"
"1992","Paar mit Kind(ern)","Laendlicher Raum","27018.21","25213.5","3967","26694.8","27341.62"
"1992","Paar mit Kind(ern)","Staedtischer Raum","31924.84","28621.5","6864","31612.56","32237.12"
"1992","Sonstige","Laendlicher Raum","31307.98","25094","483","29865.67","32750.29"
"1992","Sonstige","Staedtischer Raum","30754.82","27997","737","29656.18","31853.46"
"1993","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","21396.81","19275.5","1084","20780.96","22012.66"
"1993","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","26652.87","24323","2364","26146.22","27159.52"
"1993","1-Pers.- Haushalt","Laendlicher Raum","11074.71","9409.5","393","10457.76","11691.66"
"1993","1-Pers.- Haushalt","Staedtischer Raum","14375.55","12395.5","969","13805.3","14945.8"
"1993","Alleinerziehende","Laendlicher Raum","17334.05","14617.5","305","16333.4","18334.7"
"1993","Alleinerziehende","Staedtischer Raum","19281.49","17214","613","18443.82","20119.16"
"1993","Paar mit Kind(ern)","Laendlicher Raum","29242.44","26454.5","3845","28867.45","29617.43"
"1993","Paar mit Kind(ern)","Staedtischer Raum","33839.31","30554","6720","33487.03","34191.59"
"1993","Sonstige","Laendlicher Raum","28926.06","28366","492","27598.71","30253.41"
"1993","Sonstige","Staedtischer Raum","31406.79","31041.5","743","30232.2","32581.38"
"1994","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","23297.62","20052.5","1138","22658.16","23937.08"
"1994","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","27359.31","25164","2400","26852.1","27866.52"
"1994","1-Pers.- Haushalt","Laendlicher Raum","12047.22","10683","396","11424.82","12669.62"
"1994","1-Pers.- Haushalt","Staedtischer Raum","14762.59","12974.5","966","14152.78","15372.4"
"1994","Alleinerziehende","Laendlicher Raum","18180.5","15836.5","283","17144.03","19216.97"
"1994","Alleinerziehende","Staedtischer Raum","22158.7","18633","599","21071.01","23246.39"
"1994","Paar mit Kind(ern)","Laendlicher Raum","31296.69","28017.5","3709","30855.09","31738.29"
"1994","Paar mit Kind(ern)","Staedtischer Raum","34532.18","31312.5","6457","34176.21","34888.15"
"1994","Sonstige","Laendlicher Raum","30013.76","28925.5","471","28722.16","31305.36"
"1994","Sonstige","Staedtischer Raum","34466.45","30701.5","719","33248.39","35684.51"
"1995","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","24319.68","21640.5","1172","23705.61","24933.75"
"1995","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","27587.4","24914.5","2482","27043.7","28131.1"
"1995","1-Pers.- Haushalt","Laendlicher Raum","12134.07","10759","403","11529.52","12738.62"
"1995","1-Pers.- Haushalt","Staedtischer Raum","14841.82","13087.5","1001","14288.26","15395.38"
"1995","Alleinerziehende","Laendlicher Raum","18937.1","17140","314","17808.05","20066.15"
"1995","Alleinerziehende","Staedtischer Raum","19633.45","18031","628","18711.65","20555.25"
"1995","Paar mit Kind(ern)","Laendlicher Raum","30994.78","28306","3886","30532.81","31456.75"
"1995","Paar mit Kind(ern)","Staedtischer Raum","34449.59","31262.5","6637","34096.98","34802.2"
"1995","Sonstige","Laendlicher Raum","32946.2","32473.5","429","31475.74","34416.66"
"1995","Sonstige","Staedtischer Raum","35181.11","33005","760","33998.01","36364.21"
"1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","24410.5","21783.5","1220","23784.22","25036.78"
"1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","28353.13","25671","2462","27768.34","28937.92"
"1996","1-Pers.- Haushalt","Laendlicher Raum","12292.01","11058","424","11704.02","12880"
"1996","1-Pers.- Haushalt","Staedtischer Raum","15489.78","13623.5","1009","14830.79","16148.77"
"1996","Alleinerziehende","Laendlicher Raum","20038.91","19059.5","313","18922.58","21155.24"
"1996","Alleinerziehende","Staedtischer Raum","19882.81","17242.5","646","18980.37","20785.25"
"1996","Paar mit Kind(ern)","Laendlicher Raum","32671.31","30281.5","3699","32251.04","33091.58"
"1996","Paar mit Kind(ern)","Staedtischer Raum","34705.96","31385.5","6458","34355.45","35056.47"
"1996","Sonstige","Laendlicher Raum","35153.87","32100","418","33486.2","36821.54"
"1996","Sonstige","Staedtischer Raum","35979.63","33844.5","690","34747.01","37212.25"
"1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","25383.01","21948.5","1252","24713.51","26052.51"
"1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","28851.21","26383.5","2506","28359.25","29343.17"
"1997","1-Pers.- Haushalt","Laendlicher Raum","12406.75","11730.5","414","11848.75","12964.75"
"1997","1-Pers.- Haushalt","Staedtischer Raum","15658.62","13684.5","987","15084.2","16233.04"
"1997","Alleinerziehende","Laendlicher Raum","20159.55","18778","337","19147.59","21171.51"
"1997","Alleinerziehende","Staedtischer Raum","20156.07","18076.5","630","19312.35","20999.79"
"1997","Paar mit Kind(ern)","Laendlicher Raum","33636.58","30829","3578","33156.94","34116.22"
"1997","Paar mit Kind(ern)","Staedtischer Raum","35631.83","32389","6228","35270.4","35993.26"
"1997","Sonstige","Laendlicher Raum","33589.9","31085.5","392","32206.66","34973.14"
"1997","Sonstige","Staedtischer Raum","38342.89","37238.5","682","37084.46","39601.32"
"1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","25427.88","23079","1474","24860.29","25995.47"
"1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","29505.52","26761","2884","29022.29","29988.75"
"1998","1-Pers.- Haushalt","Laendlicher Raum","12446.19","11571.5","490","11920.42","12971.96"
"1998","1-Pers.- Haushalt","Staedtischer Raum","15606.91","14113.5","1216","15079.51","16134.31"
"1998","Alleinerziehende","Laendlicher Raum","19621.56","17580","361","18583.48","20659.64"
"1998","Alleinerziehende","Staedtischer Raum","20243.95","18302","744","19465.79","21022.11"
"1998","Paar mit Kind(ern)","Laendlicher Raum","33343.13","30681","3937","32914.94","33771.32"
"1998","Paar mit Kind(ern)","Staedtischer Raum","35877.73","31926","6645","35489.29","36266.17"
"1998","Sonstige","Laendlicher Raum","33419.58","33040","357","32047.74","34791.42"
"1998","Sonstige","Staedtischer Raum","37981.55","35574.5","648","36772.21","39190.89"
"1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","26284.59","23459","1482","25705.34","26863.84"
"1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","30333.3","27776.5","2830","29817.26","30849.34"
"1999","1-Pers.- Haushalt","Laendlicher Raum","13198.06","11982","482","12614.25","13781.87"
"1999","1-Pers.- Haushalt","Staedtischer Raum","16087.27","14410","1156","15563.79","16610.75"
"1999","Alleinerziehende","Laendlicher Raum","20240.62","18844","411","19288.46","21192.78"
"1999","Alleinerziehende","Staedtischer Raum","20589.68","18957","704","19825.15","21354.21"
"1999","Paar mit Kind(ern)","Laendlicher Raum","33749.3","30850","3750","33292.75","34205.85"
"1999","Paar mit Kind(ern)","Staedtischer Raum","37763.59","33460","6507","37367.64","38159.54"
"1999","Sonstige","Laendlicher Raum","39311.63","36529","246","37344.14","41279.12"
"1999","Sonstige","Staedtischer Raum","40795.5","40891.5","420","39241.26","42349.74"
"2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","26751.11","23431.5","2662","26262.02","27240.2"
"2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","31429.76","27822","5274","30970.49","31889.03"
"2000","1-Pers.- Haushalt","Laendlicher Raum","14004.9","12068","987","13474.78","14535.02"
"2000","1-Pers.- Haushalt","Staedtischer Raum","16595.26","15008","2273","16213.39","16977.13"
"2000","Alleinerziehende","Laendlicher Raum","19980.59","17466","649","19220.45","20740.73"
"2000","Alleinerziehende","Staedtischer Raum","21794.62","19684","1262","20968.2","22621.04"
"2000","Paar mit Kind(ern)","Laendlicher Raum","35730.91","32596.5","6390","35337.68","36124.14"
"2000","Paar mit Kind(ern)","Staedtischer Raum","38461.61","34499.5","11112","38141.95","38781.27"
"2000","Sonstige","Laendlicher Raum","37151.08","32294.5","461","35540.34","38761.82"
