year,bula_h,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Very concerned,0.12314,60,384,0.09023,0.15605
1984,Schleswig-Holstein,Somewhat concerned,0.30404,155,384,0.25797,0.35011
1984,Schleswig-Holstein,Not concerned at all,0.38338,169,384,0.33469,0.43208
1984,Hamburg,Very concerned,0.16994,73,306,0.12779,0.21209
1984,Hamburg,Somewhat concerned,0.35339,120,306,0.29974,0.40703
1984,Hamburg,Not concerned at all,0.36220,113,306,0.30826,0.41614
1984,Lower Saxony,Very concerned,0.14712,241,1212,0.12717,0.16707
1984,Lower Saxony,Somewhat concerned,0.36287,550,1212,0.33579,0.38995
1984,Lower Saxony,Not concerned at all,0.30109,421,1212,0.27525,0.32692
1984,Bremen,Very concerned,0.34037,56,132,0.25923,0.42151
1984,Bremen,Somewhat concerned,0.26385,37,132,0.18838,0.33933
1984,Bremen,Not concerned at all,0.30539,39,132,0.22652,0.38426
1984,North Rhine-Westphalia,Very concerned,0.17079,763,3207,0.15776,0.18382
1984,North Rhine-Westphalia,Somewhat concerned,0.33711,1385,3207,0.32074,0.35347
1984,North Rhine-Westphalia,Not concerned at all,0.29854,1059,3207,0.28269,0.31438
1984,Hesse,Very concerned,0.15483,256,1235,0.13464,0.17501
1984,Hesse,Somewhat concerned,0.32633,514,1235,0.30017,0.35249
1984,Hesse,Not concerned at all,0.35848,465,1235,0.33172,0.38523
1984,"Rhineland-Palatinate, Saarland",Very concerned,0.18510,190,843,0.15886,0.21133
1984,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.39020,397,843,0.35726,0.42315
1984,"Rhineland-Palatinate, Saarland",Not concerned at all,0.26572,256,843,0.23589,0.29556
1984,Baden-Wuerttemberg,Very concerned,0.11548,403,2231,0.10222,0.12875
1984,Baden-Wuerttemberg,Somewhat concerned,0.34878,973,2231,0.32900,0.36856
1984,Baden-Wuerttemberg,Not concerned at all,0.33042,855,2231,0.31090,0.34994
1984,Bavaria,Very concerned,0.12625,373,2052,0.11188,0.14063
1984,Bavaria,Somewhat concerned,0.35220,907,2052,0.33153,0.37287
1984,Bavaria,Not concerned at all,0.33210,772,2052,0.31172,0.35248
1984,Berlin,Very concerned,0.15429,97,404,0.11902,0.18956
1984,Berlin,Somewhat concerned,0.30088,164,404,0.25610,0.34566
1984,Berlin,Not concerned at all,0.36954,143,404,0.32242,0.41667
1985,Schleswig-Holstein,Very concerned,0.13656,65,346,0.10032,0.17279
1985,Schleswig-Holstein,Somewhat concerned,0.37856,168,346,0.32738,0.42974
1985,Schleswig-Holstein,Not concerned at all,0.29478,113,346,0.24667,0.34289
1985,Hamburg,Very concerned,0.13443,61,272,0.09381,0.17504
1985,Hamburg,Somewhat concerned,0.37866,114,272,0.32091,0.43642
1985,Hamburg,Not concerned at all,0.36489,97,272,0.30757,0.42220
1985,Lower Saxony,Very concerned,0.17240,243,1093,0.15000,0.19481
